,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
180,2,4:50.0,M. Morris misses 2-pt jump shot from 15 ft,,38,49
181,2,4:47.0,,Defensive rebound by J. Randle,38,49
182,2,4:36.0,,J. Randle misses 2-pt hook shot from 4 ft,38,49
183,2,4:35.0,Defensive rebound by T. Harris,,38,49
184,2,4:28.0,Offensive foul by S. Johnson (drawn by D. Russell),,38,49
185,2,4:28.0,Turnover by S. Johnson (offensive foul),,38,49
186,2,4:11.0,,N. Young misses 3-pt jump shot from 27 ft,38,49
187,2,4:09.0,Defensive rebound by A. Drummond,,38,49
188,2,4:02.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by I. Smith),,41,49
189,2,3:42.0,,T. Mozgov misses 2-pt jump shot from 12 ft,41,49
190,2,3:40.0,Defensive rebound by A. Drummond,,41,49
191,2,3:32.0,T. Harris makes 3-pt jump shot from 23 ft (assist by I. Smith),,44,49
192,2,3:32.0,,LA Lakers full timeout,44,49
193,2,3:32.0,,B. Ingram enters the game for L. Williams,44,49
194,2,3:08.0,,D. Russell makes 2-pt jump shot from 7 ft,44,51
195,2,2:52.0,M. Morris makes 2-pt jump shot from 16 ft (assist by T. Harris),,46,51
196,2,2:39.0,,Turnover by D. Russell (lost ball; steal by A. Drummond),46,51
197,2,2:37.0,A. Drummond makes 2-pt dunk at rim,,48,51
198,2,2:37.0,Shooting foul by D. Russell (drawn by A. Drummond),,48,51
199,2,2:37.0,Detroit full timeout,,48,51
200,2,2:37.0,A. Drummond misses free throw 1 of 1,,48,51
201,2,2:37.0,,Defensive rebound by Team,48,51
202,2,2:25.0,,D. Russell makes 2-pt jump shot from 13 ft (assist by B. Ingram),48,53
203,2,2:10.0,A. Drummond makes 2-pt jump shot from 4 ft,,50,53
204,2,1:57.0,,D. Russell makes 2-pt jump shot from 14 ft,50,55
205,2,1:43.0,A. Drummond makes 2-pt dunk from 2 ft (assist by S. Johnson),,52,55
206,2,1:30.0,,D. Russell misses 2-pt jump shot from 17 ft,52,55
207,2,1:27.0,Defensive rebound by A. Drummond,,52,55
208,2,1:21.0,I. Smith makes 2-pt layup from 2 ft,,54,55
209,2,1:00.0,,D. Russell makes 2-pt jump shot from 20 ft (assist by B. Ingram),54,57
210,2,0:48.0,T. Harris makes 2-pt jump shot from 12 ft (assist by S. Johnson),,56,57
211,2,0:34.0,,D. Russell misses 3-pt jump shot from 25 ft,56,57
212,2,0:32.0,Defensive rebound by A. Drummond,,56,57
213,2,0:25.0,S. Johnson misses 2-pt jump shot from 17 ft,,56,57
214,2,0:22.0,Offensive rebound by M. Morris,,56,57
215,2,0:03.0,A. Drummond misses 2-pt jump shot from 9 ft,,56,57
216,2,0:03.0,,Defensive rebound by Team,56,57
217,2,0:01.0,,Turnover by D. Russell (bad pass; steal by A. Drummond),56,57
218,2,0:01.0,A. Drummond makes 3-pt jump shot from 62 ft,,59,57
219,3,11:40.0,,Personal foul by R. Bullock (drawn by N. Young),59,57
220,3,11:28.0,,J. Randle misses 2-pt layup from 1 ft (block by A. Drummond),59,57
221,3,11:26.0,Defensive rebound by M. Morris,,59,57
222,3,11:18.0,R. Jackson misses 2-pt jump shot from 15 ft,,59,57
223,3,11:14.0,,Defensive rebound by L. Deng,59,57
224,3,11:06.0,,Turnover by T. Mozgov (lost ball),59,57
225,3,11:00.0,Turnover by R. Bullock (offensive foul),,59,57
226,3,11:00.0,Offensive foul by R. Bullock (drawn by N. Young),,59,57
227,3,10:45.0,,D. Russell makes 2-pt jump shot from 15 ft,59,59
228,3,10:21.0,M. Morris misses 3-pt jump shot from 24 ft,,59,59
229,3,10:21.0,,Defensive rebound by D. Russell,59,59
230,3,10:15.0,,Offensive foul by J. Randle (drawn by A. Drummond),59,59
231,3,10:15.0,,Turnover by J. Randle (offensive foul),59,59
232,3,10:15.0,A. Baynes enters the game for A. Drummond,,59,59
233,3,10:01.0,R. Jackson misses 2-pt layup from 3 ft (block by T. Mozgov),,59,59
234,3,10:01.0,Offensive rebound by A. Baynes,,59,59
235,3,10:01.0,Personal foul by N. Young (drawn by A. Baynes),,59,59
236,3,9:55.0,R. Jackson makes 2-pt layup from 1 ft,,61,59
237,3,9:39.0,,L. Deng misses 2-pt jump shot from 12 ft (block by R. Bullock),61,59
238,3,9:39.0,,Offensive rebound by Team,61,59
239,3,9:29.0,,Turnover by Team (shot clock),61,59
240,3,9:11.0,M. Morris misses 3-pt jump shot from 25 ft,,61,59
241,3,9:10.0,,Defensive rebound by N. Young,61,59
242,3,9:04.0,,N. Young misses 3-pt jump shot from 26 ft,61,59
243,3,9:03.0,Defensive rebound by A. Baynes,,61,59
244,3,8:59.0,Personal foul by J. Randle (drawn by A. Baynes),,61,59
245,3,8:51.0,R. Jackson misses 2-pt jump shot from 9 ft,,61,59
246,3,8:48.0,Offensive rebound by R. Jackson,,61,59
247,3,8:48.0,R. Jackson makes 2-pt layup from 1 ft,,63,59
248,3,8:32.0,,T. Mozgov makes 2-pt dunk at rim (assist by D. Russell),63,61
249,3,8:16.0,R. Jackson misses 2-pt jump shot from 12 ft,,63,61
250,3,8:15.0,,Defensive rebound by J. Randle,63,61
251,3,8:09.0,,N. Young makes 2-pt layup from 1 ft (assist by J. Randle),63,63
252,3,7:54.0,T. Harris misses 3-pt jump shot from 26 ft,,63,63
253,3,7:50.0,,Defensive rebound by D. Russell,63,63
254,3,7:40.0,,T. Mozgov makes 2-pt layup from 2 ft (assist by L. Deng),63,65
255,3,7:40.0,Detroit full timeout,,63,65
256,3,7:26.0,T. Harris makes 2-pt jump shot from 17 ft (assist by R. Jackson),,65,65
257,3,7:12.0,Offensive charge foul by D. Russell (drawn by A. Baynes),,65,65
258,3,7:12.0,,Turnover by D. Russell (offensive foul),65,65
259,3,6:49.0,A. Baynes makes 2-pt hook shot from 4 ft (assist by R. Jackson),,67,65
260,3,6:30.0,,D. Russell makes 2-pt layup from 2 ft,67,67
261,3,6:04.0,M. Morris misses 2-pt jump shot from 10 ft,,67,67
262,3,6:03.0,,Defensive rebound by Team,67,67
263,3,5:51.0,,Turnover by D. Russell (bad pass),67,67
264,3,5:37.0,M. Morris misses 2-pt jump shot from 18 ft,,67,67
265,3,5:33.0,,Defensive rebound by J. Randle,67,67
266,3,5:26.0,,Turnover by T. Mozgov (bad pass),67,67
267,3,5:26.0,S. Johnson enters the game for M. Morris,,67,67
268,3,5:17.0,Turnover by R. Jackson (bad pass),,67,67
269,3,4:58.0,,L. Deng misses 3-pt jump shot from 23 ft,67,67
270,3,4:57.0,Defensive rebound by A. Baynes,,67,67
271,3,4:47.0,T. Harris misses 3-pt jump shot from 27 ft,,67,67
272,3,4:46.0,,Defensive rebound by T. Mozgov,67,67
273,3,4:36.0,,D. Russell misses 2-pt jump shot from 19 ft,67,67
274,3,4:33.0,,Offensive rebound by N. Young,67,67
275,3,4:23.0,,T. Mozgov misses 2-pt jump shot from 17 ft,67,67
276,3,4:21.0,,Offensive rebound by L. Deng,67,67
277,3,4:05.0,,D. Russell misses 2-pt jump shot from 4 ft,67,67
278,3,4:05.0,Defensive rebound by Team,,67,67
279,3,4:05.0,,T. Black enters the game for T. Mozgov,67,67
280,3,3:47.0,T. Harris misses 3-pt jump shot from 26 ft,,67,67
281,3,3:46.0,,Defensive rebound by N. Young,67,67
282,3,3:28.0,,Turnover by J. Randle (traveling),67,67
283,3,3:28.0,A. Drummond enters the game for R. Jackson,,67,67
284,3,3:28.0,I. Smith enters the game for A. Baynes,,67,67
285,3,3:28.0,,L. Williams enters the game for L. Deng,67,67
286,3,3:28.0,,B. Ingram enters the game for N. Young,67,67
287,3,3:28.0,,J. Clarkson enters the game for D. Russell,67,67
288,3,3:18.0,T. Harris misses 2-pt jump shot from 18 ft,,67,67
289,3,3:17.0,,Defensive rebound by B. Ingram,67,67
290,3,3:05.0,,J. Clarkson misses 3-pt jump shot from 25 ft,67,67
291,3,3:03.0,Defensive rebound by A. Drummond,,67,67
292,3,2:53.0,Shooting foul by T. Black (drawn by T. Harris),,67,67
293,3,2:53.0,,LA Lakers full timeout,67,67
294,3,2:53.0,T. Harris makes free throw 1 of 2,,68,67
295,3,2:53.0,,N. Young enters the game for J. Randle,67,67
296,3,2:53.0,M. Morris enters the game for R. Bullock,,67,67
297,3,2:53.0,T. Harris makes free throw 2 of 2,,69,67
298,3,2:38.0,,L. Williams misses 2-pt jump shot from 7 ft,69,67
299,3,2:35.0,Defensive rebound by A. Drummond,,69,67
300,3,2:35.0,Personal take foul by L. Williams,,69,67
301,3,2:35.0,,LA Lakers full timeout,69,67
302,3,2:35.0,,I. Zubac enters the game for T. Black,69,67
303,3,2:20.0,A. Drummond misses 2-pt layup from 3 ft (block by I. Zubac),,69,67
304,3,2:19.0,,Defensive rebound by N. Young,69,67
305,3,1:57.0,,J. Clarkson makes 2-pt jump shot from 20 ft,69,69
306,3,1:43.0,A. Drummond makes 2-pt jump shot from 8 ft (assist by I. Smith),,71,69
307,3,1:30.0,,I. Zubac misses 2-pt layup from 1 ft (block by M. Morris),71,69
308,3,1:30.0,Offensive rebound by M. Morris,,71,69
309,3,1:17.0,Turnover by M. Morris (lost ball),,71,69
310,3,1:01.0,,J. Clarkson misses 2-pt hook shot from 3 ft,71,69
311,3,0:59.0,Defensive rebound by A. Drummond,,71,69
312,3,0:51.0,A. Drummond misses 2-pt hook shot from 8 ft,,71,69
313,3,0:46.0,,Defensive rebound by N. Young,71,69
314,3,0:40.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by I. Zubac),71,72
315,3,0:28.0,A. Drummond makes 2-pt layup from 3 ft (assist by S. Johnson),,73,72
316,3,0:28.0,Violation by Team (jump ball),,73,72
317,3,0:09.0,,B. Ingram misses 3-pt jump shot from 26 ft,73,72
318,3,0:07.0,Defensive rebound by A. Drummond,,73,72
319,3,0:01.0,I. Smith makes 2-pt jump shot from 18 ft,,75,72
320,4,11:49.0,M. Morris misses 3-pt jump shot from 26 ft,,75,72
321,4,11:48.0,,Defensive rebound by I. Zubac,75,72
322,4,11:35.0,,I. Zubac makes 2-pt hook shot from 7 ft (assist by J. Clarkson),75,74
323,4,11:22.0,R. Bullock misses 2-pt jump shot from 5 ft (block by I. Zubac),,75,74
324,4,11:22.0,Offensive rebound by A. Drummond,,75,74
325,4,11:22.0,Shooting foul by L. Deng (drawn by A. Drummond),,75,74
326,4,11:22.0,A. Drummond misses free throw 1 of 2,,75,74
327,4,11:22.0,Offensive rebound by Team,,75,74
328,4,11:22.0,A. Drummond makes free throw 2 of 2,,76,74
329,4,11:09.0,,L. Williams misses 3-pt jump shot from 26 ft,76,74
330,4,11:06.0,Defensive rebound by I. Smith,,76,74
331,4,11:00.0,I. Smith makes 2-pt jump shot from 4 ft,,78,74
332,4,10:51.0,,Personal foul by R. Bullock (drawn by J. Clarkson),78,74
333,4,10:40.0,,B. Ingram misses 2-pt layup from 3 ft,78,74
334,4,10:38.0,,Offensive rebound by I. Zubac,78,74
335,4,10:36.0,,I. Zubac misses 2-pt layup from 2 ft (block by S. Johnson),78,74
336,4,10:36.0,Defensive rebound by S. Johnson,,78,74
337,4,10:24.0,I. Smith misses 2-pt jump shot from 18 ft,,78,74
338,4,10:21.0,,Defensive rebound by I. Zubac,78,74
339,4,10:14.0,,J. Clarkson makes 2-pt layup from 2 ft,78,76
340,4,9:46.0,A. Drummond misses 2-pt layup from 3 ft,,78,76
341,4,9:44.0,,Defensive rebound by L. Deng,78,76
342,4,9:39.0,,I. Zubac makes 2-pt layup from 1 ft (assist by L. Williams),78,78
343,4,9:38.0,Detroit full timeout,,78,78
344,4,9:38.0,,Technical foul by T. Mozgov,78,78
345,4,9:38.0,R. Bullock misses technical free throw,,78,78
346,4,9:38.0,Offensive rebound by Team,,78,78
347,4,9:19.0,S. Johnson misses 2-pt hook shot from 1 ft,,78,78
348,4,9:19.0,Offensive rebound by Team,,78,78
349,4,9:10.0,S. Johnson misses 3-pt jump shot from 27 ft,,78,78
350,4,9:08.0,,Defensive rebound by I. Zubac,78,78
351,4,9:00.0,,Personal foul by S. Johnson (drawn by B. Ingram),78,78
352,4,8:44.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by J. Clarkson),78,81
353,4,8:14.0,I. Smith misses 3-pt jump shot from 28 ft,,78,81
354,4,8:11.0,,Defensive rebound by I. Zubac,78,81
355,4,8:09.0,,Turnover by I. Zubac (bad pass; steal by S. Johnson),78,81
356,4,8:05.0,M. Morris makes 2-pt jump shot from 20 ft,,80,81
357,4,7:53.0,,Personal block foul by A. Drummond,80,81
358,4,7:53.0,R. Jackson enters the game for I. Smith,,80,81
359,4,7:39.0,,Shooting foul by R. Bullock (drawn by B. Ingram),80,81
360,4,7:39.0,,B. Ingram makes free throw 1 of 3,80,82
361,4,7:39.0,,B. Ingram misses free throw 2 of 3,80,82
362,4,7:39.0,,Offensive rebound by Team,80,82
363,4,7:39.0,,B. Ingram misses free throw 3 of 3,80,82
364,4,7:39.0,T. Harris enters the game for R. Bullock,,80,82
365,4,7:37.0,Defensive rebound by T. Harris,,80,82
366,4,7:18.0,S. Johnson makes 2-pt jump shot from 5 ft (assist by T. Harris),,82,82
367,4,7:00.0,,Turnover by J. Clarkson (lost ball; steal by A. Drummond),82,82
368,4,6:55.0,S. Johnson misses 2-pt jump shot from 11 ft,,82,82
369,4,6:50.0,,Defensive rebound by L. Williams,82,82
370,4,6:46.0,,Shooting block foul by A. Drummond (drawn by L. Williams),82,82
371,4,6:46.0,,L. Williams makes 2-pt jump shot from 17 ft,82,84
372,4,6:46.0,,L. Williams makes free throw 1 of 1,82,85
373,4,6:41.0,Personal foul by J. Clarkson (drawn by R. Jackson),,82,85
374,4,6:41.0,A. Baynes enters the game for A. Drummond,,82,85
375,4,6:25.0,T. Harris makes 2-pt layup from 3 ft,,84,85
376,4,6:12.0,,L. Williams misses 2-pt jump shot from 14 ft,84,85
377,4,6:09.0,Defensive rebound by M. Morris,,84,85
378,4,6:01.0,M. Morris makes 2-pt jump shot from 16 ft,,86,85
379,4,6:01.0,,LA Lakers full timeout,86,85
380,4,6:01.0,,J. Randle enters the game for I. Zubac,86,85
381,4,5:40.0,,J. Randle misses 2-pt layup from 2 ft,86,85
382,4,5:38.0,Defensive rebound by M. Morris,,86,85
383,4,5:31.0,R. Jackson makes 2-pt jump shot from 19 ft,,88,85
384,4,5:13.0,,Shooting foul by A. Baynes (drawn by L. Williams),88,85
385,4,5:13.0,,L. Williams makes free throw 1 of 2,88,86
386,4,5:13.0,A. Drummond enters the game for A. Baynes,,88,86
387,4,5:13.0,,L. Williams makes free throw 2 of 2,88,87
388,4,4:54.0,T. Harris misses 2-pt hook shot from 8 ft,,88,87
389,4,4:50.0,Offensive rebound by R. Jackson,,88,87
390,4,4:49.0,Turnover by R. Jackson (bad pass; steal by L. Deng),,88,87
391,4,4:44.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Randle),88,89
