,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
0,1,11:44.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Horford),0,3
1,1,11:29.0,A. Drummond makes 2-pt hook shot from 9 ft (assist by J. Leuer),,2,3
2,1,11:14.0,,Personal foul by K. Caldwell-Pope (drawn by I. Thomas),2,3
3,1,11:04.0,,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),2,5
4,1,10:42.0,A. Drummond misses 2-pt hook shot from 9 ft,,2,5
5,1,10:41.0,Offensive rebound by M. Morris,,2,5
6,1,10:41.0,M. Morris makes 2-pt layup from 2 ft,,4,5
7,1,10:20.0,,J. Crowder misses 2-pt jump shot from 17 ft,4,5
8,1,10:19.0,Defensive rebound by A. Drummond,,4,5
9,1,10:07.0,M. Morris misses 2-pt jump shot from 18 ft,,4,5
10,1,10:06.0,,Defensive rebound by J. Brown,4,5
11,1,9:54.0,,I. Thomas misses 2-pt jump shot from 6 ft,4,5
12,1,9:53.0,,Offensive rebound by J. Crowder,4,5
13,1,9:49.0,,J. Crowder makes 2-pt jump shot from 5 ft,4,7
14,1,9:35.0,R. Jackson makes 2-pt layup from 2 ft,,6,7
15,1,9:12.0,,J. Crowder misses 3-pt jump shot from 25 ft,6,7
16,1,9:11.0,Defensive rebound by R. Jackson,,6,7
17,1,8:58.0,Turnover by A. Drummond (lost ball; steal by J. Brown),,6,7
18,1,8:49.0,,Turnover by A. Horford (lost ball; steal by A. Drummond),6,7
19,1,8:43.0,A. Drummond makes 2-pt layup from 1 ft (assist by J. Leuer),,8,7
20,1,8:18.0,,A. Horford misses 2-pt hook shot from 7 ft,8,7
21,1,8:16.0,,Offensive rebound by A. Horford,8,7
22,1,8:07.0,,A. Horford misses 3-pt jump shot from 24 ft,8,7
23,1,8:06.0,,Offensive rebound by J. Jerebko,8,7
24,1,8:03.0,,J. Brown misses 3-pt jump shot from 25 ft,8,7
25,1,8:01.0,Defensive rebound by Team,,8,7
26,1,7:48.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by A. Drummond),,10,7
27,1,7:36.0,,I. Thomas misses 2-pt jump shot from 20 ft,10,7
28,1,7:35.0,Defensive rebound by A. Drummond,,10,7
29,1,7:23.0,M. Morris misses 3-pt jump shot from 25 ft,,10,7
30,1,7:22.0,,Defensive rebound by J. Jerebko,10,7
31,1,7:15.0,,Boston full timeout,10,7
32,1,7:09.0,,J. Brown makes 2-pt jump shot from 5 ft,10,9
33,1,6:54.0,M. Morris misses 3-pt jump shot from 25 ft,,10,9
34,1,6:52.0,,Defensive rebound by Team,10,9
35,1,6:43.0,,I. Thomas misses 3-pt jump shot from 25 ft,10,9
36,1,6:42.0,Defensive rebound by A. Drummond,,10,9
37,1,6:30.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,10,9
38,1,6:29.0,,Defensive rebound by J. Jerebko,10,9
39,1,6:17.0,,Shooting foul by J. Leuer (drawn by I. Thomas),10,9
40,1,6:17.0,,I. Thomas makes free throw 1 of 2,10,10
41,1,6:17.0,,I. Thomas makes free throw 2 of 2,10,11
42,1,5:59.0,R. Jackson makes 2-pt jump shot from 4 ft,,12,11
43,1,5:45.0,,Shooting foul by R. Jackson (drawn by I. Thomas),12,11
44,1,5:45.0,,I. Thomas makes free throw 1 of 2,12,12
45,1,5:45.0,T. Harris enters the game for J. Leuer,,12,12
46,1,5:45.0,,I. Thomas makes free throw 2 of 2,12,13
47,1,5:31.0,R. Jackson misses 3-pt jump shot from 25 ft,,12,13
48,1,5:30.0,,Defensive rebound by J. Crowder,12,13
49,1,5:22.0,,I. Thomas makes 2-pt layup from 3 ft,12,15
50,1,4:57.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by A. Drummond),,15,15
51,1,4:41.0,,Turnover by A. Horford (lost ball; steal by K. Caldwell-Pope),15,15
52,1,4:36.0,A. Drummond makes 2-pt dunk from 1 ft,,17,15
53,1,4:23.0,,Turnover by J. Crowder (bad pass; steal by R. Jackson),17,15
54,1,4:11.0,T. Harris makes 2-pt jump shot from 12 ft (assist by R. Jackson),,19,15
55,1,3:55.0,,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),19,17
56,1,3:41.0,T. Harris makes 2-pt jump shot from 15 ft,,21,17
57,1,3:23.0,,Turnover by J. Jerebko (bad pass),21,17
58,1,3:23.0,,M. Smart enters the game for J. Brown,21,17
59,1,3:05.0,T. Harris misses 2-pt jump shot from 14 ft,,21,17
60,1,3:04.0,,Defensive rebound by J. Crowder,21,17
61,1,2:45.0,,I. Thomas misses 3-pt jump shot from 24 ft,21,17
62,1,2:44.0,Defensive rebound by M. Morris,,21,17
63,1,2:39.0,T. Harris makes 2-pt jump shot from 18 ft (assist by R. Jackson),,23,17
64,1,2:22.0,,Boston full timeout,23,17
65,1,2:22.0,Detroit full timeout,,23,17
