,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
0,1,11:39.0,,T. Gibson misses 2-pt jump shot from 16 ft,0,0
1,1,11:38.0,Defensive rebound by G. Robinson,,0,0
2,1,11:28.0,M. Turner makes 2-pt jump shot from 17 ft (assist by P. George),,2,0
3,1,11:13.0,,D. Wade makes 2-pt layup from 2 ft,2,2
4,1,10:56.0,M. Turner misses 2-pt jump shot from 16 ft,,2,2
5,1,10:53.0,Offensive rebound by J. Teague,,2,2
6,1,10:53.0,Shooting foul by T. Gibson (drawn by J. Teague),,2,2
7,1,10:53.0,J. Teague misses free throw 1 of 2,,2,2
8,1,10:53.0,Offensive rebound by Team,,2,2
9,1,10:53.0,J. Teague makes free throw 2 of 2,,3,2
10,1,10:37.0,,R. Rondo misses 2-pt layup from 2 ft,3,2
11,1,10:36.0,Defensive rebound by M. Turner,,3,2
12,1,10:33.0,J. Teague misses 3-pt jump shot from 24 ft,,3,2
13,1,10:31.0,Offensive rebound by G. Robinson,,3,2
14,1,10:16.0,T. Young misses 3-pt jump shot from 24 ft,,3,2
15,1,10:15.0,,Defensive rebound by J. Butler,3,2
16,1,10:04.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by R. Rondo),3,5
17,1,9:39.0,M. Turner misses 2-pt jump shot from 16 ft,,3,5
18,1,9:38.0,,Defensive rebound by R. Rondo,3,5
19,1,9:32.0,,J. Butler misses 2-pt layup from 3 ft,3,5
20,1,9:29.0,,Offensive rebound by R. Rondo,3,5
21,1,9:29.0,,R. Rondo makes 2-pt layup from 2 ft,3,7
22,1,9:13.0,P. George makes 2-pt jump shot from 15 ft (assist by G. Robinson),,5,7
23,1,9:02.0,,D. Wade misses 2-pt layup from 2 ft (block by G. Robinson),5,7
24,1,9:02.0,,Offensive rebound by D. Wade,5,7
25,1,9:02.0,,D. Wade makes 2-pt layup from 2 ft,5,9
26,1,8:47.0,J. Teague misses 2-pt layup from 3 ft,,5,9
27,1,8:46.0,,Defensive rebound by R. Rondo,5,9
28,1,8:39.0,,Turnover by T. Gibson (lost ball),5,9
29,1,8:24.0,T. Young misses 2-pt hook shot from 6 ft,,5,9
30,1,8:23.0,,Defensive rebound by T. Gibson,5,9
31,1,8:07.0,,Shooting foul by G. Robinson (drawn by D. Wade),5,9
32,1,8:07.0,,D. Wade makes free throw 1 of 2,5,10
33,1,8:07.0,,D. Wade makes free throw 2 of 2,5,11
34,1,7:53.0,P. George misses 2-pt jump shot from 21 ft,,5,11
35,1,7:53.0,,Defensive rebound by Team,5,11
36,1,7:36.0,,T. Gibson misses 2-pt jump shot from 12 ft,5,11
37,1,7:36.0,Defensive rebound by G. Robinson,,5,11
38,1,7:27.0,M. Turner makes 2-pt jump shot from 12 ft (assist by J. Teague),,7,11
39,1,7:01.0,,R. Rondo misses 3-pt jump shot from 23 ft,7,11
40,1,7:00.0,Defensive rebound by G. Robinson,,7,11
41,1,6:48.0,Turnover by J. Teague (bad pass; steal by J. Butler),,7,11
42,1,6:45.0,,J. Butler makes 2-pt dunk at rim,7,13
43,1,6:23.0,M. Turner makes 2-pt dunk at rim (assist by P. George),,9,13
44,1,6:07.0,,Turnover by R. Lopez (bad pass; steal by T. Young),9,13
45,1,6:01.0,M. Turner misses 2-pt layup from 3 ft,,9,13
46,1,6:00.0,,Defensive rebound by R. Lopez,9,13
47,1,5:44.0,,T. Gibson makes 2-pt layup from 2 ft,9,15
48,1,5:30.0,G. Robinson makes 3-pt jump shot from 25 ft (assist by P. George),,12,15
49,1,5:13.0,,D. Wade makes 2-pt jump shot from 13 ft,12,17
50,1,4:59.0,T. Young misses 2-pt layup from 2 ft,,12,17
51,1,4:58.0,,Defensive rebound by T. Gibson,12,17
52,1,4:48.0,,R. Lopez makes 2-pt layup from 4 ft (assist by J. Butler),12,19
53,1,4:40.0,Indiana full timeout,,12,19
54,1,4:40.0,,M. Carter-Williams enters the game for T. Gibson,12,19
55,1,4:40.0,,N. Mirotić enters the game for D. Wade,12,19
56,1,4:40.0,R. Stuckey enters the game for G. Robinson,,12,19
57,1,4:35.0,P. George makes 2-pt jump shot from 17 ft (assist by J. Teague),,14,19
58,1,4:14.0,,J. Butler misses 2-pt jump shot from 18 ft,14,19
59,1,4:13.0,,Offensive rebound by R. Rondo,14,19
60,1,4:08.0,,N. Mirotić misses 3-pt jump shot from 26 ft,14,19
61,1,4:07.0,,Offensive rebound by R. Rondo,14,19
62,1,4:03.0,,J. Butler misses 3-pt jump shot from 25 ft,14,19
63,1,4:01.0,,Offensive rebound by R. Rondo,14,19
64,1,3:52.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by R. Rondo),14,22
65,1,3:39.0,Turnover by J. Teague (lost ball; steal by M. Carter-Williams),,14,22
66,1,3:35.0,,Shooting foul by M. Turner (drawn by J. Butler),14,22
67,1,3:35.0,,J. Butler makes free throw 1 of 2,14,23
68,1,3:35.0,A. Jefferson enters the game for T. Young,,14,23
69,1,3:35.0,C. Miles enters the game for M. Turner,,14,23
70,1,3:35.0,,J. Butler makes free throw 2 of 2,14,24
71,1,3:18.0,Turnover by P. George (lost ball),,14,24
72,1,2:58.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,14,24
73,1,2:56.0,,Offensive rebound by R. Lopez,14,24
74,1,2:54.0,,R. Rondo misses 3-pt jump shot from 27 ft,14,24
75,1,2:54.0,,Offensive rebound by Team,14,24
76,1,2:54.0,,Turnover by Team (shot clock),14,24
77,1,2:54.0,,Chicago full timeout,14,24
78,1,2:36.0,J. Teague misses 2-pt layup from 1 ft (block by R. Lopez),,14,24
79,1,2:34.0,,Defensive rebound by J. Butler,14,24
80,1,2:16.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Butler),14,27
81,1,1:58.0,C. Miles misses 3-pt jump shot from 25 ft,,14,27
82,1,1:57.0,,Defensive rebound by R. Rondo,14,27
83,1,1:42.0,,N. Mirotić misses 3-pt jump shot from 25 ft,14,27
84,1,1:41.0,Defensive rebound by A. Jefferson,,14,27
85,1,1:35.0,Personal foul by J. Butler (drawn by P. George),,14,27
86,1,1:35.0,A. Brooks enters the game for P. George,,14,27
87,1,1:35.0,G. Robinson enters the game for J. Teague,,14,27
88,1,1:35.0,,J. Grant enters the game for R. Rondo,14,27
89,1,1:26.0,Turnover by A. Brooks (bad pass),,14,27
90,1,1:09.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,14,27
91,1,1:07.0,Defensive rebound by C. Miles,,14,27
92,1,0:58.0,C. Miles misses 3-pt jump shot from 25 ft,,14,27
93,1,0:57.0,,Defensive rebound by M. Carter-Williams,14,27
94,1,0:50.0,,Personal foul by C. Miles (drawn by J. Butler),14,27
95,1,0:38.0,,Turnover by M. Carter-Williams (bad pass; steal by G. Robinson),14,27
96,1,0:32.0,R. Stuckey makes 2-pt layup from 2 ft (assist by A. Brooks),,16,27
97,1,0:17.0,,M. Carter-Williams misses 3-pt jump shot from 23 ft,16,27
98,1,0:17.0,,Offensive rebound by N. Mirotić,16,27
99,1,0:17.0,,Shooting foul by C. Miles (drawn by N. Mirotić),16,27
100,1,0:17.0,,N. Mirotić misses free throw 1 of 2,16,27
101,1,0:17.0,,Offensive rebound by Team,16,27
102,1,0:17.0,,Violation by Team (jump ball),16,27
103,1,0:17.0,,R. Rondo enters the game for J. Butler,16,27
104,1,0:17.0,M. Turner enters the game for A. Jefferson,,16,27
105,1,0:17.0,,C. Felício enters the game for R. Lopez,16,27
106,1,0:17.0,,N. Mirotić makes free throw 2 of 2,16,28
107,1,0:05.0,A. Brooks makes 3-pt jump shot from 26 ft,,19,28
108,1,0:00.0,,N. Mirotić misses 3-pt jump shot from 27 ft,19,28
109,1,0:00.0,,Offensive rebound by Team,19,28
110,2,11:45.0,A. Jefferson makes 2-pt hook shot from 7 ft (assist by A. Brooks),,21,28
111,2,11:32.0,,Turnover by D. Wade (bad pass),21,28
112,2,11:15.0,C. Miles misses 2-pt layup from 2 ft (block by D. Wade),,21,28
113,2,11:13.0,,Defensive rebound by M. Carter-Williams,21,28
114,2,11:04.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by D. Wade),21,30
115,2,10:53.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by A. Brooks),,23,30
116,2,10:35.0,,J. Grant misses 2-pt jump shot from 9 ft,23,30
117,2,10:33.0,Defensive rebound by C. Miles,,23,30
118,2,10:28.0,R. Stuckey misses 2-pt layup from 3 ft,,23,30
119,2,10:26.0,,Defensive rebound by M. Carter-Williams,23,30
120,2,10:23.0,,Shooting foul by A. Jefferson (drawn by N. Mirotić),23,30
121,2,10:23.0,,N. Mirotić makes free throw 1 of 2,23,31
122,2,10:23.0,P. George enters the game for R. Stuckey,,23,31
123,2,10:23.0,,N. Mirotić makes free throw 2 of 2,23,32
124,2,10:11.0,Turnover by G. Robinson (lost ball; steal by D. Wade),,23,32
125,2,10:08.0,,D. Wade makes 2-pt layup from 2 ft,23,34
126,2,9:51.0,C. Miles misses 2-pt jump shot from 8 ft,,23,34
127,2,9:50.0,,Defensive rebound by M. Carter-Williams,23,34
128,2,9:45.0,,J. Grant makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),23,36
129,2,9:24.0,A. Brooks misses 3-pt jump shot from 25 ft,,23,36
130,2,9:24.0,,Defensive rebound by Team,23,36
131,2,9:11.0,,D. Wade misses 2-pt jump shot from 18 ft,23,36
132,2,9:11.0,Defensive rebound by Team,,23,36
133,2,8:50.0,A. Jefferson misses 2-pt layup from 3 ft,,23,36
134,2,8:48.0,,Defensive rebound by J. Grant,23,36
135,2,8:41.0,,M. Carter-Williams misses 2-pt jump shot from 22 ft,23,36
136,2,8:40.0,Defensive rebound by P. George,,23,36
137,2,8:23.0,A. Jefferson makes 2-pt layup from 1 ft (assist by A. Brooks),,25,36
138,2,8:20.0,,Chicago full timeout,25,36
139,2,8:20.0,T. Young enters the game for G. Robinson,,25,36
140,2,8:20.0,,J. Butler enters the game for M. Carter-Williams,25,36
141,2,8:10.0,,Personal foul by P. George (drawn by J. Butler),25,36
142,2,8:04.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by J. Butler),25,39
143,2,7:55.0,Personal foul by N. Mirotić (drawn by T. Young),,25,39
144,2,7:52.0,Turnover by A. Jefferson (bad pass),,25,39
