,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
60,1,4:49.0,,K. Towns misses 2-pt hook shot from 8 ft,9,15
61,1,4:48.0,Defensive rebound by D. Lee,,9,15
62,1,4:32.0,P. Mills misses 2-pt jump shot from 20 ft,,9,15
63,1,4:31.0,,Defensive rebound by R. Rubio,9,15
64,1,4:16.0,,K. Towns misses 2-pt jump shot from 12 ft,9,15
65,1,4:15.0,Defensive rebound by D. Lee,,9,15
66,1,4:09.0,P. Mills misses 3-pt jump shot from 25 ft,,9,15
67,1,4:07.0,Offensive rebound by P. Mills,,9,15
68,1,3:50.0,J. Simmons misses 2-pt jump shot from 17 ft,,9,15
69,1,3:49.0,,Defensive rebound by A. Wiggins,9,15
70,1,3:41.0,,R. Rubio misses 2-pt jump shot from 20 ft,9,15
71,1,3:40.0,,Offensive rebound by K. Towns,9,15
72,1,3:36.0,,A. Wiggins misses 3-pt jump shot from 27 ft,9,15
73,1,3:34.0,Defensive rebound by D. Dedmon,,9,15
74,1,3:29.0,San Antonio full timeout,,9,15
75,1,3:29.0,,C. Aldrich enters the game for G. Dieng,9,15
76,1,3:29.0,,S. Muhammad enters the game for A. Wiggins,9,15
77,1,3:24.0,Shooting foul by S. Muhammad (drawn by K. Anderson),,9,15
78,1,3:24.0,K. Anderson makes free throw 1 of 2,,10,15
79,1,3:24.0,K. Anderson makes free throw 2 of 2,,11,15
80,1,3:07.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Towns),11,18
81,1,2:51.0,Personal foul by R. Rubio,,11,18
82,1,2:51.0,,Minnesota full timeout,11,18
83,1,2:51.0,,K. Dunn enters the game for R. Rubio,11,18
84,1,2:37.0,J. Simmons makes 2-pt layup from 1 ft,,13,18
85,1,2:34.0,,Technical foul by Team,13,18
86,1,2:34.0,P. Mills makes technical free throw,,14,18
87,1,2:34.0,L. Aldridge enters the game for D. Lee,,14,18
88,1,2:34.0,K. Leonard enters the game for J. Simmons,,14,18
89,1,2:24.0,,K. Towns misses 2-pt jump shot from 17 ft,14,18
90,1,2:23.0,Defensive rebound by K. Anderson,,14,18
91,1,2:18.0,Personal foul by Z. LaVine (drawn by K. Leonard),,14,18
92,1,2:06.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Leonard),,17,18
93,1,1:44.0,,S. Muhammad misses 3-pt jump shot from 24 ft,17,18
94,1,1:43.0,,Offensive rebound by C. Aldrich,17,18
95,1,1:38.0,,S. Muhammad misses 2-pt jump shot from 11 ft,17,18
96,1,1:37.0,,Offensive rebound by Team,17,18
97,1,1:25.0,,K. Towns misses 2-pt hook shot from 6 ft,17,18
98,1,1:24.0,Defensive rebound by D. Dedmon,,17,18
99,1,1:14.0,P. Mills makes 2-pt jump shot from 21 ft,,19,18
100,1,1:02.0,,Turnover by K. Towns (bad pass; steal by L. Aldridge),19,18
101,1,0:56.0,K. Anderson misses 2-pt layup at rim,,19,18
102,1,0:55.0,,Defensive rebound by K. Towns,19,18
103,1,0:38.0,,Personal foul by K. Anderson (drawn by K. Dunn),19,18
104,1,0:32.0,,K. Dunn makes 2-pt jump shot from 20 ft (assist by K. Towns),19,20
105,1,0:16.0,L. Aldridge misses 2-pt jump shot from 19 ft,,19,20
106,1,0:15.0,,Defensive rebound by Z. LaVine,19,20
107,1,0:01.0,,Z. LaVine makes 2-pt jump shot from 16 ft,19,22
108,2,11:45.0,,C. Aldrich makes 2-pt layup from 1 ft (assist by K. Dunn),19,24
109,2,11:24.0,Turnover by L. Aldridge (traveling),,19,24
110,2,11:09.0,,C. Aldrich misses 2-pt layup from 1 ft,19,24
111,2,11:07.0,,Offensive rebound by S. Muhammad,19,24
112,2,11:05.0,,S. Muhammad makes 2-pt jump shot from 4 ft,19,26
113,2,10:55.0,Turnover by N. Laprovíttola (step out of bounds),,19,26
114,2,10:41.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by C. Aldrich),19,29
115,2,10:21.0,K. Leonard makes 2-pt jump shot from 17 ft,,21,29
116,2,10:07.0,,Z. LaVine misses 3-pt jump shot from 24 ft,21,29
117,2,10:06.0,Defensive rebound by D. Green,,21,29
118,2,9:54.0,P. Gasol makes 2-pt jump shot from 8 ft,,23,29
119,2,9:41.0,,K. Dunn makes 3-pt jump shot from 24 ft,23,32
120,2,9:23.0,K. Leonard makes 2-pt jump shot from 18 ft,,25,32
121,2,9:10.0,,Personal foul by N. Laprovíttola (drawn by K. Dunn),25,32
122,2,9:10.0,,A. Wiggins enters the game for Z. LaVine,25,32
123,2,9:03.0,,Turnover by S. Muhammad (traveling),25,32
124,2,8:50.0,Personal foul by K. Dunn (drawn by K. Leonard),,25,32
125,2,8:50.0,San Antonio full timeout,,25,32
126,2,8:37.0,P. Gasol makes 2-pt jump shot from 10 ft,,27,32
127,2,8:21.0,,S. Muhammad misses 2-pt jump shot from 9 ft,27,32
128,2,8:19.0,,Offensive rebound by K. Dunn,27,32
129,2,8:19.0,,K. Dunn makes 2-pt layup from 1 ft,27,34
130,2,7:59.0,P. Gasol makes 3-pt jump shot from 25 ft (assist by K. Leonard),,30,34
131,2,7:37.0,,N. Bjelica misses 3-pt jump shot from 26 ft,30,34
132,2,7:36.0,,Offensive rebound by A. Wiggins,30,34
133,2,7:31.0,,A. Wiggins makes 2-pt jump shot from 16 ft,30,36
134,2,7:21.0,Personal foul by A. Wiggins (drawn by K. Leonard),,30,36
135,2,7:21.0,,G. Dieng enters the game for C. Aldrich,30,36
136,2,7:21.0,J. Simmons enters the game for D. Green,,30,36
137,2,7:21.0,D. Dedmon enters the game for P. Gasol,,30,36
138,2,7:15.0,K. Leonard makes 2-pt jump shot from 15 ft (assist by N. Laprovíttola),,32,36
139,2,6:59.0,,Personal foul by J. Simmons (drawn by S. Muhammad),32,36
140,2,6:59.0,,K. Towns enters the game for N. Bjelica,32,36
141,2,6:49.0,,Turnover by G. Dieng (bad pass; steal by L. Aldridge),32,36
142,2,6:39.0,Turnover by N. Laprovíttola (bad pass; steal by K. Towns),,32,36
143,2,6:27.0,,K. Towns misses 2-pt layup from 2 ft,32,36
144,2,6:26.0,,Offensive rebound by G. Dieng,32,36
145,2,6:25.0,,G. Dieng makes 2-pt dunk from 1 ft,32,38
146,2,6:24.0,San Antonio full timeout,,32,38
147,2,6:24.0,P. Mills enters the game for N. Laprovíttola,,32,38
148,2,6:24.0,,R. Rubio enters the game for K. Dunn,32,38
149,2,6:07.0,K. Leonard makes 2-pt jump shot from 6 ft,,34,38
150,2,5:48.0,,A. Wiggins misses 2-pt layup from 1 ft,34,38
151,2,5:45.0,Defensive rebound by D. Dedmon,,34,38
152,2,5:37.0,,Violation by R. Rubio (kicked ball),34,38
153,2,5:37.0,K. Anderson enters the game for K. Leonard,,34,38
154,2,5:22.0,J. Simmons misses 2-pt jump shot from 6 ft,,34,38
155,2,5:21.0,,Defensive rebound by G. Dieng,34,38
156,2,5:12.0,,S. Muhammad misses 2-pt layup from 1 ft (block by J. Simmons),34,38
157,2,5:11.0,,Offensive rebound by Team,34,38
158,2,5:11.0,P. Gasol enters the game for L. Aldridge,,34,38
159,2,5:11.0,,Z. LaVine enters the game for S. Muhammad,34,38
160,2,4:56.0,,A. Wiggins misses 2-pt jump shot from 18 ft,34,38
161,2,4:54.0,Defensive rebound by P. Mills,,34,38
162,2,4:37.0,P. Gasol misses 2-pt jump shot from 8 ft,,34,38
163,2,4:36.0,,Defensive rebound by R. Rubio,34,38
164,2,4:23.0,,Z. LaVine misses 2-pt jump shot from 20 ft,34,38
165,2,4:22.0,Defensive rebound by J. Simmons,,34,38
166,2,4:00.0,Turnover by P. Mills (lost ball; steal by R. Rubio),,34,38
167,2,3:55.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),34,40
168,2,3:41.0,Turnover by P. Gasol (lost ball),,34,40
169,2,3:29.0,,R. Rubio misses 2-pt jump shot from 11 ft,34,40
170,2,3:27.0,,Offensive rebound by G. Dieng,34,40
171,2,3:23.0,,R. Rubio makes 2-pt jump shot from 11 ft (assist by G. Dieng),34,42
172,2,3:12.0,J. Simmons misses 2-pt jump shot from 18 ft,,34,42
173,2,3:11.0,Offensive rebound by Team,,34,42
174,2,3:11.0,,Loose ball foul by K. Towns (drawn by D. Dedmon),34,42
175,2,3:11.0,K. Leonard enters the game for J. Simmons,,34,42
176,2,2:57.0,K. Leonard makes 2-pt jump shot from 18 ft,,36,42
177,2,2:41.0,,K. Towns misses 2-pt jump shot from 8 ft,36,42
178,2,2:39.0,Defensive rebound by K. Anderson,,36,42
179,2,2:34.0,D. Dedmon makes 2-pt layup from 1 ft (assist by K. Anderson),,38,42
180,2,2:16.0,,Shooting foul by D. Dedmon (drawn by K. Towns),38,42
181,2,2:16.0,,Minnesota full timeout,38,42
182,2,2:16.0,,K. Towns makes free throw 1 of 2,38,43
183,2,2:16.0,,K. Towns makes free throw 2 of 2,38,44
184,2,1:58.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by P. Mills),,41,44
185,2,1:38.0,,K. Towns misses 2-pt jump shot from 22 ft,41,44
186,2,1:37.0,Defensive rebound by D. Dedmon,,41,44
187,2,1:30.0,K. Leonard misses 3-pt jump shot from 25 ft,,41,44
188,2,1:28.0,,Defensive rebound by G. Dieng,41,44
189,2,1:16.0,,Turnover by Z. LaVine (discontinued dribble),41,44
190,2,0:54.0,K. Leonard makes 2-pt jump shot from 11 ft,,43,44
191,2,0:46.0,,Z. LaVine makes 2-pt jump shot from 18 ft,43,46
192,2,0:35.0,P. Gasol misses 3-pt jump shot from 24 ft,,43,46
193,2,0:33.0,,Defensive rebound by K. Towns,43,46
194,2,0:11.0,,R. Rubio misses 3-pt jump shot from 24 ft,43,46
195,2,0:08.0,Defensive rebound by Team,,43,46
196,2,0:08.0,D. Green enters the game for K. Anderson,,43,46
197,2,0:08.0,L. Aldridge enters the game for D. Dedmon,,43,46
198,2,0:08.0,,K. Dunn enters the game for G. Dieng,43,46
199,2,0:05.0,Personal take foul by K. Dunn,,43,46
200,3,11:44.0,,K. Towns misses 2-pt jump shot from 5 ft,43,46
201,3,11:42.0,Defensive rebound by D. Green,,43,46
202,3,11:29.0,L. Aldridge makes 2-pt jump shot from 15 ft,,45,46
203,3,11:11.0,,Personal foul by N. Laprovíttola (drawn by K. Towns),45,46
204,3,11:02.0,,G. Dieng makes 2-pt jump shot from 9 ft,45,48
205,3,10:42.0,N. Laprovíttola makes 3-pt jump shot from 23 ft (assist by D. Green),,48,48
206,3,10:26.0,,G. Dieng misses 2-pt jump shot from 5 ft,48,48
207,3,10:25.0,Defensive rebound by P. Gasol,,48,48
208,3,10:24.0,Personal foul by G. Dieng (drawn by P. Gasol),,48,48
209,3,10:16.0,,Violation by G. Dieng (kicked ball),48,48
210,3,10:08.0,P. Gasol misses 2-pt jump shot from 15 ft,,48,48
211,3,10:07.0,,Defensive rebound by R. Rubio,48,48
212,3,10:06.0,,Personal foul by N. Laprovíttola (drawn by R. Rubio),48,48
213,3,9:55.0,Violation by D. Green (kicked ball),,48,48
214,3,9:44.0,,R. Rubio misses 2-pt jump shot from 19 ft,48,48
215,3,9:42.0,,Offensive rebound by K. Towns,48,48
216,3,9:34.0,,Turnover by R. Rubio (bad pass; steal by K. Leonard),48,48
217,3,9:28.0,N. Laprovíttola makes 2-pt jump shot from 23 ft (assist by K. Leonard),,50,48
218,3,9:06.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by A. Wiggins),50,50
219,3,8:45.0,L. Aldridge misses 2-pt jump shot from 16 ft,,50,50
220,3,8:44.0,,Defensive rebound by K. Towns,50,50
221,3,8:35.0,,Z. LaVine makes 2-pt jump shot from 15 ft,50,52
222,3,8:18.0,Shooting block foul by G. Dieng (drawn by K. Leonard),,50,52
223,3,8:18.0,K. Leonard makes free throw 1 of 2,,51,52
224,3,8:18.0,K. Leonard makes free throw 2 of 2,,52,52
225,3,7:59.0,,Minnesota full timeout,52,52
226,3,7:56.0,,A. Wiggins misses 2-pt jump shot from 18 ft,52,52
227,3,7:54.0,Defensive rebound by P. Gasol,,52,52
228,3,7:41.0,Turnover by N. Laprovíttola (lost ball),,52,52
229,3,7:24.0,,Shooting foul by P. Gasol (drawn by A. Wiggins),52,52
230,3,7:24.0,,A. Wiggins misses free throw 1 of 2,52,52
231,3,7:24.0,,Offensive rebound by Team,52,52
232,3,7:24.0,,A. Wiggins makes free throw 2 of 2,52,53
233,3,7:15.0,,Violation by G. Dieng (kicked ball),52,53
234,3,7:15.0,P. Mills enters the game for N. Laprovíttola,,52,53
235,3,7:08.0,P. Mills misses 2-pt jump shot from 19 ft,,52,53
236,3,7:07.0,,Defensive rebound by K. Towns,52,53
237,3,6:46.0,,Z. LaVine misses 3-pt jump shot from 27 ft,52,53
238,3,6:44.0,Defensive rebound by P. Gasol,,52,53
239,3,6:25.0,P. Mills misses 3-pt jump shot from 24 ft,,52,53
240,3,6:24.0,,Defensive rebound by G. Dieng,52,53
241,3,6:16.0,,R. Rubio misses 2-pt jump shot from 10 ft,52,53
242,3,6:15.0,Defensive rebound by L. Aldridge,,52,53
243,3,6:09.0,Shooting foul by R. Rubio (drawn by K. Leonard),,52,53
244,3,6:09.0,K. Leonard makes free throw 1 of 2,,53,53
245,3,6:09.0,D. Dedmon enters the game for P. Gasol,,53,53
246,3,6:09.0,K. Leonard makes free throw 2 of 2,,54,53
247,3,5:52.0,,Z. LaVine misses 2-pt jump shot from 9 ft,54,53
248,3,5:51.0,Defensive rebound by P. Mills,,54,53
249,3,5:45.0,D. Green makes 3-pt jump shot from 24 ft (assist by P. Mills),,57,53
250,3,5:37.0,,Minnesota full timeout,57,53
251,3,5:32.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by R. Rubio),57,55
252,3,5:15.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by D. Green),,59,55
253,3,5:01.0,,Personal foul by K. Leonard (drawn by A. Wiggins),59,55
254,3,4:58.0,,Shooting foul by L. Aldridge (drawn by Z. LaVine),59,55
255,3,4:58.0,,Z. LaVine makes free throw 1 of 2,59,56
256,3,4:58.0,,Z. LaVine misses free throw 2 of 2,59,56
257,3,4:57.0,Defensive rebound by K. Leonard,,59,56
258,3,4:34.0,L. Aldridge makes 2-pt jump shot from 18 ft,,61,56
259,3,4:14.0,,Turnover by A. Wiggins (bad pass),61,56
260,3,4:14.0,J. Simmons enters the game for D. Green,,61,56
261,3,4:02.0,Turnover by L. Aldridge (lost ball; steal by G. Dieng),,61,56
262,3,3:51.0,,Personal foul by J. Simmons (drawn by G. Dieng),61,56
263,3,3:51.0,,G. Dieng misses free throw 1 of 2,61,56
264,3,3:51.0,,Offensive rebound by Team,61,56
265,3,3:51.0,San Antonio full timeout,,61,56
266,3,3:51.0,,G. Dieng misses free throw 2 of 2,61,56
267,3,3:51.0,,S. Muhammad enters the game for Z. LaVine,61,56
268,3,3:50.0,Defensive rebound by D. Dedmon,,61,56
269,3,3:29.0,P. Mills misses 3-pt jump shot from 24 ft,,61,56
270,3,3:28.0,,Defensive rebound by S. Muhammad,61,56
271,3,3:13.0,,G. Dieng makes 2-pt jump shot from 4 ft,61,58
272,3,2:57.0,K. Leonard makes 2-pt jump shot from 20 ft,,63,58
273,3,2:38.0,,Turnover by A. Wiggins (lost ball),63,58
274,3,2:38.0,D. Lee enters the game for L. Aldridge,,63,58
275,3,2:38.0,,C. Aldrich enters the game for G. Dieng,63,58
276,3,2:38.0,,K. Dunn enters the game for R. Rubio,63,58
277,3,2:18.0,K. Leonard makes 2-pt jump shot from 12 ft,,65,58
278,3,1:58.0,,C. Aldrich misses 2-pt jump shot from 4 ft,65,58
279,3,1:56.0,Defensive rebound by D. Dedmon,,65,58
280,3,1:51.0,D. Lee makes 2-pt layup from 1 ft (assist by P. Mills),,67,58
281,3,1:42.0,,Minnesota full timeout,67,58
282,3,1:42.0,,N. Bjelica enters the game for K. Towns,67,58
283,3,1:34.0,Violation by D. Dedmon (def goaltending),,67,58
284,3,1:34.0,,N. Bjelica makes 2-pt jump shot from 8 ft,67,60
285,3,1:14.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Lee),,70,60
286,3,1:02.0,,Shooting foul by D. Dedmon (drawn by K. Dunn),70,60
287,3,1:02.0,,K. Dunn makes free throw 1 of 2,70,61
288,3,1:02.0,,K. Dunn makes free throw 2 of 2,70,62
289,3,0:42.0,Turnover by P. Mills (lost ball; steal by C. Aldrich),,70,62
290,3,0:31.0,,K. Dunn makes 2-pt jump shot from 18 ft (assist by N. Bjelica),70,64
291,3,0:10.0,P. Mills makes 2-pt layup from 2 ft (assist by K. Leonard),,72,64
292,3,0:00.0,,N. Bjelica misses 2-pt jump shot from 6 ft,72,64
293,3,0:00.0,,Offensive rebound by Team,72,64
294,4,11:36.0,P. Mills misses 3-pt jump shot from 24 ft,,72,64
295,4,11:35.0,,Defensive rebound by S. Muhammad,72,64
296,4,11:14.0,,K. Dunn misses 2-pt jump shot from 19 ft,72,64
297,4,11:13.0,Defensive rebound by K. Anderson,,72,64
298,4,11:05.0,Shooting foul by K. Dunn (drawn by D. Dedmon),,72,64
299,4,11:05.0,D. Dedmon misses free throw 1 of 2,,72,64
300,4,11:05.0,Offensive rebound by Team,,72,64
301,4,11:05.0,D. Dedmon makes free throw 2 of 2,,73,64
302,4,10:50.0,,Z. LaVine misses 2-pt jump shot from 8 ft,73,64
303,4,10:48.0,Defensive rebound by K. Anderson,,73,64
304,4,10:42.0,J. Simmons makes 3-pt jump shot from 24 ft (assist by K. Anderson),,76,64
305,4,10:28.0,,Personal block foul by K. Anderson (drawn by S. Muhammad),76,64
306,4,10:28.0,N. Laprovíttola enters the game for P. Mills,,76,64
307,4,10:23.0,,S. Muhammad misses 2-pt layup from 2 ft (block by K. Anderson),76,64
308,4,10:21.0,Defensive rebound by D. Dedmon,,76,64
309,4,10:01.0,D. Lee misses 2-pt jump shot from 5 ft,,76,64
310,4,10:00.0,Offensive rebound by D. Dedmon,,76,64
311,4,9:48.0,Turnover by D. Lee (bad pass),,76,64
312,4,9:38.0,,K. Dunn makes 2-pt layup from 2 ft,76,66
313,4,9:24.0,K. Anderson makes 2-pt jump shot from 10 ft,,78,66
314,4,9:14.0,,Personal foul by N. Laprovíttola (drawn by K. Dunn),78,66
315,4,9:01.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by K. Dunn),78,69
316,4,8:50.0,San Antonio full timeout,,78,69
317,4,8:50.0,K. Leonard enters the game for J. Simmons,,78,69
318,4,8:50.0,L. Aldridge enters the game for D. Dedmon,,78,69
319,4,8:46.0,Personal foul by N. Bjelica (drawn by L. Aldridge),,78,69
320,4,8:40.0,Personal foul by N. Bjelica (drawn by L. Aldridge),,78,69
321,4,8:40.0,,A. Wiggins enters the game for Z. LaVine,78,69
322,4,8:34.0,,Violation by K. Dunn (kicked ball),78,69
323,4,8:26.0,N. Laprovíttola makes 3-pt jump shot from 24 ft (assist by K. Anderson),,81,69
324,4,8:09.0,,Turnover by K. Dunn (bad pass; steal by L. Aldridge),81,69
325,4,8:00.0,K. Leonard misses 2-pt jump shot from 6 ft,,81,69
326,4,7:59.0,Offensive rebound by Team,,81,69
327,4,7:59.0,,G. Dieng enters the game for C. Aldrich,81,69
328,4,7:59.0,,K. Towns enters the game for N. Bjelica,81,69
329,4,7:57.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by N. Laprovíttola),,83,69
330,4,7:42.0,,K. Dunn makes 2-pt layup from 1 ft,83,71
331,4,7:25.0,,Violation by G. Dieng (kicked ball),83,71
332,4,7:18.0,Offensive foul by L. Aldridge (drawn by K. Dunn),,83,71
333,4,7:18.0,Turnover by L. Aldridge (offensive foul),,83,71
334,4,7:18.0,P. Gasol enters the game for D. Lee,,83,71
335,4,7:07.0,,K. Towns misses 3-pt jump shot from 25 ft,83,71
336,4,7:05.0,,Offensive rebound by Team,83,71
337,4,7:05.0,,Turnover by K. Dunn (bad pass),83,71
338,4,6:49.0,K. Leonard misses 2-pt jump shot from 8 ft,,83,71
339,4,6:48.0,,Defensive rebound by K. Towns,83,71
340,4,6:36.0,,K. Towns misses 3-pt jump shot from 25 ft,83,71
341,4,6:35.0,Defensive rebound by K. Anderson,,83,71
342,4,6:28.0,Shooting foul by A. Wiggins (drawn by K. Leonard),,83,71
343,4,6:28.0,K. Leonard makes free throw 1 of 2,,84,71
344,4,6:28.0,K. Leonard misses free throw 2 of 2,,84,71
345,4,6:28.0,,R. Rubio enters the game for K. Dunn,84,71
346,4,6:28.0,,Z. LaVine enters the game for S. Muhammad,84,71
347,4,6:27.0,,Defensive rebound by K. Towns,84,71
348,4,6:18.0,,Shooting foul by P. Gasol (drawn by Z. LaVine),84,71
349,4,6:18.0,,Z. LaVine makes free throw 1 of 2,84,72
350,4,6:18.0,P. Mills enters the game for N. Laprovíttola,,84,72
351,4,6:18.0,,Z. LaVine makes free throw 2 of 2,84,73
352,4,6:07.0,Turnover by K. Leonard (step out of bounds),,84,73
353,4,5:54.0,,Z. LaVine misses 3-pt jump shot from 24 ft,84,73
354,4,5:52.0,Defensive rebound by P. Gasol,,84,73
355,4,5:32.0,Shooting foul by R. Rubio (drawn by K. Anderson),,84,73
356,4,5:32.0,San Antonio full timeout,,84,73
357,4,5:32.0,K. Anderson makes free throw 1 of 2,,85,73
358,4,5:32.0,K. Anderson makes free throw 2 of 2,,86,73
359,4,5:18.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),86,76
360,4,5:03.0,Shooting foul by K. Towns (drawn by K. Leonard),,86,76
361,4,5:03.0,K. Leonard makes free throw 1 of 2,,87,76
362,4,5:03.0,D. Green enters the game for K. Anderson,,87,76
363,4,5:03.0,K. Leonard makes free throw 2 of 2,,88,76
364,4,4:52.0,,Shooting foul by D. Green (drawn by K. Towns),88,76
365,4,4:52.0,,K. Towns makes free throw 1 of 2,88,77
366,4,4:52.0,,K. Towns makes free throw 2 of 2,88,78
367,4,4:33.0,K. Leonard makes 3-pt jump shot from 25 ft,,91,78
368,4,4:20.0,,Turnover by A. Wiggins (lost ball; steal by K. Leonard),91,78
369,4,4:14.0,P. Mills misses 3-pt jump shot from 23 ft,,91,78
370,4,4:11.0,,Defensive rebound by K. Towns,91,78
371,4,4:03.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Towns),91,80
372,4,3:40.0,D. Green misses 3-pt jump shot from 23 ft,,91,80
373,4,3:39.0,,Defensive rebound by Z. LaVine,91,80
374,4,3:29.0,,Offensive foul by G. Dieng (drawn by D. Green),91,80
375,4,3:29.0,,Turnover by G. Dieng (offensive foul),91,80
376,4,3:11.0,P. Mills makes 2-pt jump shot from 19 ft,,93,80
377,4,2:52.0,,R. Rubio misses 3-pt jump shot from 25 ft,93,80
378,4,2:51.0,Defensive rebound by P. Gasol,,93,80
379,4,2:25.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Gasol),,96,80
380,4,2:11.0,,Turnover by Z. LaVine (bad pass; steal by P. Mills),96,80
381,4,2:07.0,D. Green makes 2-pt layup from 2 ft (assist by P. Mills),,98,80
382,4,1:58.0,,Minnesota full timeout,98,80
