,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:36.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Teague),0,2
1,1,11:17.0,K. Irving makes 2-pt jump shot from 17 ft (assist by L. James),,2,2
2,1,11:02.0,,T. Young makes 2-pt layup from 1 ft (assist by P. George),2,4
3,1,10:48.0,K. Irving misses 2-pt jump shot from 19 ft,,2,4
4,1,10:47.0,,Defensive rebound by P. George,2,4
5,1,10:26.0,,Turnover by T. Young (3 sec),2,4
6,1,10:15.0,L. James makes 2-pt jump shot from 19 ft (assist by K. Irving),,4,4
7,1,9:50.0,,P. George misses 3-pt jump shot from 26 ft,4,4
8,1,9:49.0,Defensive rebound by L. James,,4,4
9,1,9:39.0,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),,7,4
10,1,9:25.0,,M. Turner makes 2-pt dunk from 2 ft (assist by T. Young),7,6
11,1,9:02.0,K. Love misses 2-pt jump shot from 17 ft,,7,6
12,1,9:01.0,Offensive rebound by Team,,7,6
13,1,9:01.0,,Loose ball foul by M. Turner (drawn by T. Thompson),7,6
14,1,8:51.0,Def 3 sec tech foul by M. Turner,,7,6
15,1,8:51.0,K. Irving makes technical free throw,,8,6
16,1,8:44.0,Turnover by K. Irving (bad pass; steal by M. Turner),,8,6
17,1,8:35.0,,J. Teague makes 3-pt jump shot from 27 ft (assist by P. George),8,9
18,1,8:15.0,K. Irving misses 2-pt layup from 1 ft,,8,9
19,1,8:14.0,Offensive rebound by T. Thompson,,8,9
20,1,8:14.0,T. Thompson misses 2-pt layup from 1 ft,,8,9
21,1,8:14.0,Offensive rebound by T. Thompson,,8,9
22,1,8:09.0,T. Thompson makes 2-pt layup from 4 ft (assist by L. James),,10,9
23,1,7:59.0,,P. George misses 2-pt jump shot from 20 ft,10,9
24,1,7:58.0,Defensive rebound by K. Irving,,10,9
25,1,7:44.0,J. Smith misses 3-pt jump shot from 25 ft,,10,9
26,1,7:43.0,,Defensive rebound by T. Young,10,9
27,1,7:39.0,,Shooting foul by L. James (drawn by C. Miles),10,9
28,1,7:39.0,,C. Miles makes free throw 1 of 2,10,10
29,1,7:39.0,,C. Miles makes free throw 2 of 2,10,11
30,1,7:29.0,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),,13,11
31,1,7:08.0,,T. Young misses 2-pt layup from 4 ft (block by T. Thompson),13,11
32,1,7:08.0,Defensive rebound by L. James,,13,11
33,1,7:01.0,L. James misses 2-pt jump shot from 8 ft,,13,11
34,1,7:00.0,Offensive rebound by T. Thompson,,13,11
35,1,6:55.0,J. Smith misses 3-pt jump shot from 25 ft,,13,11
36,1,6:54.0,Offensive rebound by L. James,,13,11
37,1,6:47.0,Personal foul by C. Miles,,13,11
38,1,6:43.0,K. Love misses 3-pt jump shot from 27 ft,,13,11
39,1,6:41.0,,Defensive rebound by P. George,13,11
40,1,6:34.0,,T. Young makes 3-pt jump shot from 23 ft (assist by P. George),13,14
41,1,6:11.0,Turnover by L. James (bad pass; steal by P. George),,13,14
42,1,6:04.0,,P. George misses 3-pt jump shot from 25 ft,13,14
43,1,6:02.0,Defensive rebound by K. Irving,,13,14
44,1,6:00.0,Turnover by K. Irving (lost ball; steal by M. Turner),,13,14
45,1,5:56.0,,T. Young makes 2-pt layup from 2 ft (assist by P. George),13,16
46,1,5:56.0,Cleveland full timeout,,13,16
47,1,5:40.0,K. Love misses 2-pt jump shot from 7 ft,,13,16
48,1,5:39.0,Offensive rebound by T. Thompson,,13,16
49,1,5:30.0,K. Love makes 2-pt layup from 1 ft,,15,16
50,1,5:10.0,,P. George misses 2-pt jump shot from 3 ft,15,16
51,1,5:09.0,Defensive rebound by K. Love,,15,16
52,1,5:03.0,Turnover by K. Irving (bad pass),,15,16
53,1,5:03.0,,L. Stephenson enters the game for C. Miles,15,16
54,1,4:47.0,,L. Stephenson makes 3-pt jump shot from 28 ft (assist by J. Teague),15,19
55,1,4:25.0,Def 3 sec tech foul by M. Turner,,15,19
56,1,4:25.0,K. Irving makes technical free throw,,16,19
57,1,4:25.0,,K. Séraphin enters the game for M. Turner,16,19
58,1,4:25.0,C. Frye enters the game for T. Thompson,,16,19
59,1,4:11.0,L. James makes 3-pt jump shot from 25 ft,,19,19
60,1,3:53.0,,L. Stephenson misses 2-pt layup from 2 ft,19,19
61,1,3:53.0,Defensive rebound by C. Frye,,19,19
62,1,3:42.0,K. Love misses 3-pt jump shot from 27 ft,,19,19
63,1,3:41.0,,Defensive rebound by L. Stephenson,19,19
64,1,3:38.0,,Turnover by L. Stephenson (bad pass; steal by C. Frye),19,19
65,1,3:32.0,,Offensive charge foul by K. Love (drawn by T. Young),19,19
66,1,3:32.0,Turnover by K. Love (offensive foul),,19,19
67,1,3:32.0,R. Jefferson enters the game for K. Love,,19,19
68,1,3:32.0,I. Shumpert enters the game for J. Smith,,19,19
69,1,3:21.0,,Personal block foul by I. Shumpert (drawn by P. George),19,19
70,1,3:12.0,,K. Séraphin makes 2-pt hook shot from 12 ft,19,21
71,1,3:01.0,L. James misses 3-pt jump shot from 26 ft,,19,21
72,1,3:00.0,,Defensive rebound by P. George,19,21
73,1,2:45.0,,P. George makes 2-pt jump shot from 11 ft,19,23
74,1,2:42.0,Cleveland full timeout,,19,23
75,1,2:42.0,,Indiana full timeout,19,23
76,1,2:42.0,,G. Robinson enters the game for P. George,19,23
77,1,2:42.0,K. Korver enters the game for L. James,,19,23
78,1,2:42.0,,C. Miles enters the game for T. Young,19,23
79,1,2:27.0,K. Irving misses 3-pt jump shot from 25 ft,,19,23
80,1,2:26.0,,Defensive rebound by G. Robinson,19,23
81,1,2:12.0,,L. Stephenson makes 2-pt jump shot from 19 ft (assist by K. Séraphin),19,25
82,1,1:59.0,K. Korver misses 3-pt jump shot from 25 ft,,19,25
83,1,1:58.0,,Defensive rebound by L. Stephenson,19,25
84,1,1:53.0,,Shooting foul by I. Shumpert (drawn by K. Séraphin),19,25
85,1,1:53.0,,K. Séraphin makes free throw 1 of 2,19,26
86,1,1:53.0,,K. Séraphin makes free throw 2 of 2,19,27
87,1,1:41.0,K. Irving misses 2-pt layup from 1 ft (block by K. Séraphin),,19,27
88,1,1:41.0,Offensive rebound by Team,,19,27
89,1,1:38.0,K. Korver misses 2-pt jump shot from 17 ft,,19,27
90,1,1:38.0,,Defensive rebound by K. Séraphin,19,27
91,1,1:30.0,,K. Séraphin makes 2-pt layup from 1 ft (assist by G. Robinson),19,29
92,1,1:14.0,K. Irving makes 3-pt jump shot from 27 ft,,22,29
93,1,0:56.0,,J. Teague misses 2-pt jump shot from 10 ft,22,29
94,1,0:55.0,,Offensive rebound by K. Séraphin,22,29
95,1,0:55.0,,Shooting foul by K. Korver (drawn by K. Séraphin),22,29
96,1,0:55.0,,K. Séraphin makes 2-pt dunk at rim,22,31
97,1,0:55.0,,K. Séraphin makes free throw 1 of 1,22,32
98,1,0:44.0,K. Korver makes 3-pt jump shot from 23 ft (assist by K. Irving),,25,32
99,1,0:33.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by K. Séraphin),25,35
100,1,0:22.0,C. Frye makes 2-pt dunk at rim (assist by K. Korver),,27,35
101,1,0:03.0,,G. Robinson makes 2-pt jump shot from 3 ft (assist by J. Teague),27,37
102,2,11:52.0,Personal foul by M. Ellis (drawn by I. Shumpert),,27,37
103,2,11:45.0,C. Frye misses 3-pt jump shot from 28 ft,,27,37
104,2,11:44.0,,Defensive rebound by L. Stephenson,27,37
105,2,11:27.0,,L. Stephenson makes 3-pt jump shot from 26 ft (assist by K. Séraphin),27,40
106,2,11:15.0,C. Frye misses 3-pt jump shot from 26 ft,,27,40
107,2,11:15.0,,Defensive rebound by L. Stephenson,27,40
108,2,11:07.0,,L. Stephenson misses 2-pt layup from 2 ft,27,40
109,2,11:06.0,Defensive rebound by L. James,,27,40
110,2,10:58.0,L. James misses 2-pt layup from 1 ft,,27,40
111,2,10:58.0,,Defensive rebound by P. George,27,40
112,2,10:52.0,,Personal block foul by C. Frye (drawn by M. Ellis),27,40
113,2,10:52.0,K. Love enters the game for C. Frye,,27,40
114,2,10:52.0,J. Smith enters the game for I. Shumpert,,27,40
