,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
152,2,8:28.0,,B. Diaw makes 2-pt layup from 2 ft (assist by A. Burks),44,43
153,2,8:28.0,,Shooting foul by C. Watson (drawn by B. Diaw),44,43
154,2,8:28.0,,G. Hayward enters the game for A. Burks,44,43
155,2,8:28.0,,D. Exum enters the game for G. Hill,44,43
156,2,8:28.0,E. Payton enters the game for C. Watson,,44,43
157,2,8:28.0,J. Meeks enters the game for M. Hezonja,,44,43
158,2,8:28.0,,B. Diaw makes free throw 1 of 1,44,44
159,2,8:09.0,E. Payton misses 2-pt jump shot from 19 ft,,44,44
160,2,8:09.0,,Defensive rebound by R. Hood,44,44
161,2,8:00.0,,D. Favors makes 2-pt hook shot from 3 ft (assist by R. Hood),44,46
162,2,7:59.0,Orlando full timeout,,44,46
163,2,7:59.0,,T. Lyles enters the game for B. Diaw,44,46
164,2,7:59.0,A. Gordon enters the game for J. Green,,44,46
165,2,7:59.0,N. Vučević enters the game for B. Biyombo,,44,46
166,2,7:47.0,Shooting foul by G. Hayward (drawn by J. Meeks),,44,46
167,2,7:47.0,J. Meeks makes free throw 1 of 2,,45,46
168,2,7:47.0,J. Meeks makes free throw 2 of 2,,46,46
169,2,7:28.0,,R. Hood makes 2-pt jump shot from 9 ft,46,48
170,2,7:09.0,Personal take foul by D. Exum (drawn by E. Payton),,46,48
171,2,7:09.0,E. Payton makes free throw 1 of 2,,47,48
172,2,7:09.0,,R. Gobert enters the game for D. Favors,47,48
173,2,7:09.0,E. Payton makes free throw 2 of 2,,48,48
174,2,6:56.0,,D. Exum makes 2-pt layup from 2 ft (assist by G. Hayward),48,50
175,2,6:40.0,Turnover by S. Ibaka (3 sec),,48,50
176,2,6:21.0,,R. Gobert misses 2-pt jump shot from 5 ft,48,50
177,2,6:20.0,Defensive rebound by E. Payton,,48,50
178,2,6:12.0,S. Ibaka misses 3-pt jump shot from 25 ft,,48,50
179,2,6:11.0,,Defensive rebound by G. Hayward,48,50
180,2,5:54.0,,G. Hayward makes 3-pt jump shot from 25 ft,48,53
181,2,5:41.0,E. Payton makes 2-pt layup from 2 ft,,50,53
182,2,5:41.0,Shooting foul by D. Exum (drawn by E. Payton),,50,53
183,2,5:41.0,Orlando full timeout,,50,53
184,2,5:41.0,E. Payton misses free throw 1 of 1,,50,53
185,2,5:41.0,,G. Hill enters the game for D. Exum,50,53
186,2,5:40.0,,Defensive rebound by R. Gobert,50,53
187,2,5:26.0,,R. Hood misses 3-pt jump shot from 24 ft,50,53
188,2,5:26.0,Defensive rebound by A. Gordon,,50,53
189,2,5:02.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,53,53
190,2,4:46.0,,T. Lyles misses 2-pt jump shot from 12 ft,53,53
191,2,4:45.0,,Offensive rebound by R. Gobert,53,53
192,2,4:41.0,,T. Lyles makes 2-pt jump shot from 17 ft (assist by R. Gobert),53,55
193,2,4:24.0,A. Gordon makes 2-pt layup from 2 ft (assist by N. Vučević),,55,55
194,2,4:24.0,Shooting foul by G. Hill (drawn by A. Gordon),,55,55
195,2,4:24.0,A. Gordon makes free throw 1 of 1,,56,55
196,2,4:09.0,,Shooting foul by N. Vučević (drawn by G. Hayward),56,55
197,2,4:09.0,,G. Hayward misses free throw 1 of 2,56,55
198,2,4:09.0,,Offensive rebound by Team,56,55
199,2,4:09.0,,A. Burks enters the game for R. Hood,56,55
200,2,4:09.0,,D. Favors enters the game for T. Lyles,56,55
201,2,4:09.0,,G. Hayward makes free throw 2 of 2,56,56
202,2,3:44.0,Turnover by Team (shot clock),,56,56
203,2,3:30.0,,Turnover by G. Hayward (lost ball; steal by E. Payton),56,56
204,2,3:25.0,A. Gordon makes 2-pt dunk at rim (assist by J. Meeks),,58,56
205,2,3:24.0,,Technical foul by Team,58,56
206,2,3:24.0,S. Ibaka makes technical free throw,,59,56
207,2,3:24.0,,Utah full timeout,59,56
208,2,3:03.0,,D. Favors misses 2-pt jump shot from 8 ft,59,56
209,2,3:03.0,Defensive rebound by N. Vučević,,59,56
210,2,2:42.0,J. Meeks misses 3-pt jump shot from 25 ft,,59,56
211,2,2:42.0,,Defensive rebound by R. Gobert,59,56
212,2,2:31.0,,G. Hill misses 2-pt jump shot from 3 ft,59,56
213,2,2:30.0,,Offensive rebound by R. Gobert,59,56
214,2,2:28.0,,R. Gobert misses 2-pt layup from 1 ft,59,56
215,2,2:26.0,Defensive rebound by S. Ibaka,,59,56
216,2,2:22.0,E. Payton misses 2-pt layup from 2 ft,,59,56
217,2,2:22.0,,Defensive rebound by D. Favors,59,56
218,2,2:13.0,,Shooting foul by J. Meeks (drawn by G. Hill),59,56
219,2,2:13.0,,G. Hill makes free throw 1 of 2,59,57
220,2,2:13.0,,R. Hood enters the game for A. Burks,59,57
221,2,2:13.0,,G. Hill makes free throw 2 of 2,59,58
222,2,1:58.0,N. Vučević makes 2-pt layup from 2 ft (assist by S. Ibaka),,61,58
223,2,1:42.0,,Turnover by D. Favors (bad pass; steal by A. Gordon),61,58
224,2,1:36.0,A. Gordon misses 2-pt jump shot from 5 ft,,61,58
225,2,1:36.0,,Defensive rebound by G. Hayward,61,58
226,2,1:31.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),61,60
227,2,1:31.0,,Shooting foul by E. Payton (drawn by R. Gobert),61,60
228,2,1:31.0,,R. Gobert makes free throw 1 of 1,61,61
229,2,1:15.0,N. Vučević makes 2-pt layup from 2 ft,,63,61
230,2,0:55.0,,Turnover by G. Hill (bad pass; steal by N. Vučević),63,61
231,2,0:50.0,S. Ibaka makes 2-pt hook shot from 3 ft (assist by J. Meeks),,65,61
232,2,0:31.0,,G. Hill misses 2-pt jump shot from 4 ft,65,61
233,2,0:31.0,,Offensive rebound by R. Gobert,65,61
234,2,0:31.0,Loose ball foul by A. Gordon (drawn by R. Gobert),,65,61
235,2,0:31.0,,R. Gobert misses free throw 1 of 2,65,61
236,2,0:31.0,,Offensive rebound by Team,65,61
237,2,0:31.0,D. Augustin enters the game for E. Payton,,65,61
238,2,0:31.0,J. Green enters the game for S. Ibaka,,65,61
239,2,0:31.0,C. Watson enters the game for A. Gordon,,65,61
240,2,0:31.0,,R. Gobert makes free throw 2 of 2,65,62
241,2,0:09.0,N. Vučević misses 2-pt jump shot from 8 ft,,65,62
242,2,0:08.0,,Defensive rebound by R. Gobert,65,62
243,2,0:01.0,,R. Gobert makes 2-pt jump shot from 3 ft (assist by G. Hayward),65,64
244,2,0:01.0,Turnover by N. Vučević (bad pass),,65,64
245,2,0:00.0,,G. Hill misses 3-pt jump shot from 34 ft,65,64
246,2,0:00.0,,Offensive rebound by Team,65,64
247,3,11:45.0,E. Payton makes 2-pt layup from 2 ft,,67,64
248,3,11:31.0,,Turnover by R. Hood (bad pass; steal by N. Vučević),67,64
249,3,11:26.0,Turnover by J. Meeks (bad pass; steal by G. Hayward),,67,64
250,3,11:16.0,,G. Hill misses 3-pt jump shot from 25 ft,67,64
251,3,11:15.0,Defensive rebound by E. Payton,,67,64
252,3,11:06.0,E. Payton makes 2-pt jump shot from 11 ft,,69,64
253,3,10:47.0,,Turnover by D. Favors (bad pass; steal by N. Vučević),69,64
254,3,10:36.0,S. Ibaka misses 3-pt jump shot from 24 ft,,69,64
255,3,10:35.0,,Defensive rebound by R. Gobert,69,64
256,3,10:24.0,,Shooting foul by J. Meeks (drawn by D. Favors),69,64
257,3,10:24.0,,D. Favors makes free throw 1 of 2,69,65
258,3,10:24.0,,D. Favors makes free throw 2 of 2,69,66
259,3,10:10.0,E. Payton misses 3-pt jump shot from 24 ft,,69,66
260,3,10:09.0,,Defensive rebound by R. Gobert,69,66
261,3,10:03.0,,G. Hill misses 2-pt layup from 2 ft (block by E. Payton),69,66
262,3,10:03.0,Defensive rebound by E. Payton,,69,66
263,3,9:49.0,S. Ibaka makes 2-pt jump shot from 23 ft (assist by E. Payton),,71,66
264,3,9:28.0,,G. Hayward misses 2-pt jump shot from 4 ft,71,66
265,3,9:28.0,Defensive rebound by A. Gordon,,71,66
266,3,9:21.0,N. Vučević misses 2-pt jump shot from 3 ft,,71,66
267,3,9:20.0,Offensive rebound by N. Vučević,,71,66
268,3,9:19.0,Shooting foul by R. Hood (drawn by J. Meeks),,71,66
269,3,9:19.0,J. Meeks misses free throw 1 of 2,,71,66
270,3,9:19.0,Offensive rebound by Team,,71,66
271,3,9:19.0,J. Meeks makes free throw 2 of 2,,72,66
272,3,9:06.0,,R. Hood misses 3-pt jump shot from 24 ft,72,66
273,3,9:06.0,Defensive rebound by A. Gordon,,72,66
274,3,8:53.0,N. Vučević misses 2-pt layup from 2 ft,,72,66
275,3,8:52.0,,Defensive rebound by D. Favors,72,66
276,3,8:36.0,,G. Hayward makes 2-pt jump shot from 16 ft,72,68
277,3,8:19.0,N. Vučević makes 3-pt jump shot from 23 ft (assist by E. Payton),,75,68
278,3,8:03.0,,G. Hill misses 3-pt jump shot from 24 ft,75,68
279,3,8:01.0,Defensive rebound by S. Ibaka,,75,68
280,3,7:45.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by E. Payton),,77,68
281,3,7:27.0,,R. Hood misses 2-pt jump shot from 4 ft,77,68
282,3,7:26.0,Defensive rebound by N. Vučević,,77,68
283,3,7:14.0,N. Vučević misses 2-pt jump shot from 21 ft,,77,68
284,3,7:13.0,,Defensive rebound by D. Favors,77,68
285,3,6:58.0,,D. Favors misses 2-pt layup from 2 ft,77,68
286,3,6:58.0,,Offensive rebound by Team,77,68
287,3,6:58.0,,B. Diaw enters the game for D. Favors,77,68
288,3,6:49.0,,B. Diaw misses 3-pt jump shot from 25 ft,77,68
289,3,6:48.0,,Offensive rebound by R. Gobert,77,68
290,3,6:33.0,,B. Diaw misses 2-pt jump shot from 18 ft,77,68
291,3,6:32.0,,Offensive rebound by R. Gobert,77,68
292,3,6:28.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Gobert),77,71
293,3,6:10.0,E. Payton misses 2-pt layup from 2 ft,,77,71
294,3,6:10.0,,Defensive rebound by R. Gobert,77,71
295,3,6:02.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),77,73
296,3,6:02.0,Orlando full timeout,,77,73
297,3,6:02.0,Technical foul by Team,,77,73
298,3,6:02.0,,G. Hayward misses technical free throw,77,73
299,3,6:02.0,Offensive rebound by Team,,77,73
300,3,6:02.0,,A. Burks enters the game for R. Hood,77,73
301,3,5:44.0,S. Ibaka misses 3-pt jump shot from 23 ft,,77,73
302,3,5:42.0,,Defensive rebound by R. Gobert,77,73
303,3,5:25.0,,G. Hayward makes 2-pt jump shot from 10 ft,77,75
304,3,5:00.0,N. Vučević misses 3-pt jump shot from 25 ft,,77,75
305,3,4:59.0,Offensive rebound by E. Payton,,77,75
306,3,4:53.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by E. Payton),,80,75
307,3,4:40.0,,A. Burks misses 2-pt layup from 1 ft,80,75
308,3,4:40.0,Defensive rebound by N. Vučević,,80,75
309,3,4:34.0,Turnover by N. Vučević (traveling),,80,75
310,3,4:22.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),80,77
311,3,4:01.0,E. Payton misses 2-pt layup from 1 ft,,80,77
312,3,4:01.0,Offensive rebound by Team,,80,77
313,3,4:01.0,D. Augustin enters the game for J. Meeks,,80,77
314,3,4:01.0,,R. Neto enters the game for G. Hill,80,77
315,3,3:54.0,A. Gordon misses 2-pt jump shot from 18 ft,,80,77
316,3,3:53.0,,Defensive rebound by A. Burks,80,77
317,3,3:47.0,,Shooting foul by N. Vučević (drawn by A. Burks),80,77
318,3,3:47.0,,A. Burks makes free throw 1 of 2,80,78
319,3,3:47.0,,A. Burks misses free throw 2 of 2,80,78
320,3,3:46.0,Defensive rebound by E. Payton,,80,78
321,3,3:26.0,A. Gordon makes 2-pt jump shot from 7 ft,,82,78
322,3,3:03.0,,B. Diaw misses 3-pt jump shot from 26 ft,82,78
323,3,3:03.0,Defensive rebound by Team,,82,78
324,3,3:03.0,B. Biyombo enters the game for N. Vučević,,82,78
325,3,3:03.0,J. Green enters the game for S. Ibaka,,82,78
326,3,2:49.0,A. Gordon misses 2-pt jump shot from 15 ft,,82,78
327,3,2:48.0,,Defensive rebound by R. Gobert,82,78
328,3,2:42.0,,Personal foul by D. Augustin (drawn by R. Neto),82,78
329,3,2:42.0,,Utah full timeout,82,78
330,3,2:38.0,,G. Hayward makes 2-pt dunk at rim (assist by R. Neto),82,80
331,3,2:25.0,Offensive foul by B. Biyombo (drawn by A. Burks),,82,80
332,3,2:25.0,Turnover by B. Biyombo (offensive foul),,82,80
333,3,2:25.0,,D. Favors enters the game for R. Gobert,82,80
334,3,2:11.0,,A. Burks makes 2-pt layup from 2 ft,82,82
335,3,2:11.0,,Shooting foul by B. Biyombo (drawn by A. Burks),82,82
336,3,2:11.0,,A. Burks misses free throw 1 of 1,82,82
337,3,2:10.0,Defensive rebound by B. Biyombo,,82,82
338,3,1:46.0,D. Augustin misses 2-pt jump shot from 5 ft,,82,82
339,3,1:46.0,,Defensive rebound by R. Neto,82,82
340,3,1:32.0,,D. Favors makes 2-pt jump shot from 7 ft (assist by R. Neto),82,84
341,3,1:19.0,Personal foul by R. Neto (drawn by J. Green),,82,84
342,3,1:19.0,C. Watson enters the game for E. Payton,,82,84
343,3,1:16.0,Personal foul by G. Hayward (drawn by A. Gordon),,82,84
344,3,1:16.0,A. Gordon misses free throw 1 of 2,,82,84
345,3,1:16.0,Offensive rebound by Team,,82,84
346,3,1:16.0,,J. Ingles enters the game for G. Hayward,82,84
347,3,1:16.0,A. Gordon makes free throw 2 of 2,,83,84
348,3,0:59.0,,Turnover by B. Diaw (bad pass; steal by C. Watson),83,84
349,3,0:51.0,Turnover by J. Green (bad pass; steal by A. Burks),,83,84
350,3,0:45.0,,B. Diaw misses 2-pt layup from 2 ft,83,84
351,3,0:44.0,Defensive rebound by J. Green,,83,84
352,3,0:28.0,Offensive foul by B. Biyombo (drawn by R. Neto),,83,84
353,3,0:28.0,Turnover by B. Biyombo (offensive foul),,83,84
354,3,0:28.0,,R. Hood enters the game for B. Diaw,83,84
355,3,0:28.0,J. Meeks enters the game for A. Gordon,,83,84
356,3,0:08.0,,D. Favors misses 2-pt layup from 1 ft,83,84
357,3,0:08.0,Defensive rebound by B. Biyombo,,83,84
358,3,0:01.0,J. Green misses 2-pt jump shot from 12 ft,,83,84
359,3,0:00.0,,Defensive rebound by J. Ingles,83,84
360,4,11:43.0,,R. Hood makes 2-pt jump shot from 10 ft,83,86
361,4,11:22.0,Shooting foul by T. Lyles (drawn by B. Biyombo),,83,86
362,4,11:22.0,B. Biyombo makes free throw 1 of 2,,84,86
363,4,11:22.0,B. Biyombo makes free throw 2 of 2,,85,86
364,4,11:13.0,,D. Favors misses 2-pt jump shot from 17 ft,85,86
365,4,11:12.0,Defensive rebound by J. Green,,85,86
366,4,11:02.0,D. Augustin misses 3-pt jump shot from 24 ft,,85,86
367,4,11:01.0,,Defensive rebound by R. Hood,85,86
368,4,10:51.0,,R. Hood makes 2-pt jump shot from 18 ft,85,88
369,4,10:30.0,Turnover by J. Green (bad pass; steal by T. Lyles),,85,88
370,4,10:21.0,,R. Hood misses 2-pt jump shot from 18 ft,85,88
371,4,10:19.0,Defensive rebound by D. Augustin,,85,88
372,4,10:09.0,Turnover by C. Watson (bad pass; steal by R. Neto),,85,88
373,4,10:05.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Neto),85,90
374,4,9:41.0,J. Green makes 2-pt layup from 2 ft,,87,90
375,4,9:26.0,,T. Lyles misses 3-pt jump shot from 24 ft,87,90
376,4,9:26.0,Defensive rebound by D. Augustin,,87,90
377,4,9:17.0,C. Watson misses 3-pt jump shot from 24 ft,,87,90
378,4,9:17.0,,Defensive rebound by R. Hood,87,90
379,4,9:11.0,,Utah full timeout,87,90
380,4,9:11.0,,G. Hill enters the game for R. Neto,87,90
381,4,9:11.0,,R. Gobert enters the game for D. Favors,87,90
382,4,9:11.0,E. Payton enters the game for D. Augustin,,87,90
383,4,9:04.0,,Turnover by R. Hood (lost ball; steal by C. Watson),87,90
384,4,9:00.0,Shooting foul by G. Hill (drawn by E. Payton),,87,90
385,4,9:00.0,E. Payton makes free throw 1 of 2,,88,90
386,4,9:00.0,,G. Hayward enters the game for J. Ingles,88,90
387,4,9:00.0,A. Gordon enters the game for C. Watson,,88,90
388,4,9:00.0,E. Payton makes free throw 2 of 2,,89,90
389,4,8:40.0,,G. Hayward misses 2-pt jump shot from 12 ft,89,90
390,4,8:39.0,Defensive rebound by J. Green,,89,90
391,4,8:29.0,J. Green misses 2-pt jump shot from 16 ft,,89,90
392,4,8:28.0,Offensive rebound by J. Green,,89,90
