,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MIAMI_ACTION,PHOENIX_SCORE,MIAMI_SCORE
74,1,3:17.0,,T. Johnson makes 2-pt dunk at rim (assist by R. McGruder),18,18
75,1,3:15.0,Phoenix full timeout,,18,18
76,1,3:02.0,A. Len misses 3-pt jump shot from 25 ft,,18,18
77,1,3:01.0,,Defensive rebound by R. McGruder,18,18
78,1,2:56.0,,T. Johnson makes 2-pt layup from 1 ft,18,20
79,1,2:43.0,A. Len makes 2-pt dunk at rim (assist by T. Ulis),,20,20
80,1,2:27.0,,T. Johnson misses 3-pt jump shot from 25 ft,20,20
81,1,2:26.0,Defensive rebound by M. Chriss,,20,20
82,1,2:16.0,A. Len makes 2-pt dunk at rim (assist by D. Booker),,22,20
83,1,1:59.0,,J. Johnson misses 2-pt jump shot from 18 ft,22,20
84,1,1:58.0,Defensive rebound by Team,,22,20
85,1,1:58.0,,Loose ball foul by H. Whiteside (drawn by A. Len),22,20
86,1,1:58.0,D. Jones enters the game for M. Chriss,,22,20
87,1,1:58.0,J. Dudley enters the game for D. Booker,,22,20
88,1,1:58.0,,G. Dragić enters the game for R. McGruder,22,20
89,1,1:58.0,,W. Reed enters the game for H. Whiteside,22,20
90,1,1:41.0,A. Len misses 2-pt jump shot from 9 ft,,22,20
91,1,1:41.0,,Defensive rebound by Team,22,20
92,1,1:41.0,Loose ball foul by T. Warren,,22,20
93,1,1:17.0,,T. Johnson misses 2-pt jump shot from 11 ft,22,20
94,1,1:16.0,,Offensive rebound by W. Reed,22,20
95,1,1:05.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by W. Ellington),22,23
96,1,0:53.0,A. Len misses 2-pt layup from 3 ft (block by J. Johnson),,22,23
97,1,0:52.0,Offensive rebound by Team,,22,23
98,1,0:47.0,T. Warren misses 2-pt jump shot from 9 ft,,22,23
99,1,0:46.0,Offensive rebound by A. Len,,22,23
100,1,0:45.0,A. Len misses 2-pt jump shot from 5 ft,,22,23
101,1,0:44.0,Offensive rebound by T. Warren,,22,23
102,1,0:43.0,T. Warren makes 2-pt layup from 2 ft,,24,23
103,1,0:33.0,,J. Johnson misses 2-pt jump shot from 9 ft (block by A. Len),24,23
104,1,0:31.0,Defensive rebound by Team,,24,23
105,1,0:27.0,T. Warren misses 2-pt jump shot from 14 ft,,24,23
106,1,0:26.0,,Defensive rebound by T. Johnson,24,23
107,1,0:10.0,,Turnover by T. Johnson (lost ball; steal by T. Warren),24,23
108,1,0:05.0,T. Warren makes 2-pt layup from 1 ft,,26,23
109,1,0:01.0,,W. Reed misses 2-pt jump shot from 13 ft,26,23
110,1,0:00.0,Defensive rebound by Team,,26,23
111,2,11:49.0,Turnover by J. Dudley (step out of bounds),,26,23
112,2,11:29.0,,W. Reed makes 2-pt dunk at rim (assist by T. Johnson),26,25
113,2,11:19.0,Turnover by D. Booker (bad pass; steal by G. Dragić),,26,25
114,2,11:16.0,,Shooting foul by M. Chriss (drawn by J. Johnson),26,25
115,2,11:16.0,,J. Johnson misses free throw 1 of 2,26,25
116,2,11:16.0,,Offensive rebound by Team,26,25
117,2,11:16.0,,J. Johnson misses free throw 2 of 2,26,25
118,2,11:15.0,Defensive rebound by L. Barbosa,,26,25
119,2,11:02.0,L. Barbosa makes 2-pt layup from 1 ft,,28,25
120,2,10:50.0,,Shooting block foul by D. Jones (drawn by G. Dragić),28,25
121,2,10:50.0,,G. Dragić makes free throw 1 of 3,28,26
122,2,10:50.0,,G. Dragić misses free throw 2 of 3,28,26
123,2,10:50.0,,Offensive rebound by Team,28,26
124,2,10:50.0,,G. Dragić makes free throw 3 of 3,28,27
125,2,10:33.0,D. Jones misses 2-pt jump shot from 9 ft,,28,27
126,2,10:32.0,,Defensive rebound by W. Reed,28,27
127,2,10:27.0,,Shooting foul by D. Jones (drawn by J. Johnson),28,27
128,2,10:27.0,,J. Johnson makes free throw 1 of 2,28,28
129,2,10:27.0,,J. Johnson makes free throw 2 of 2,28,29
130,2,10:12.0,D. Booker makes 2-pt jump shot from 17 ft,,30,29
131,2,9:55.0,,T. Johnson misses 2-pt jump shot from 23 ft,30,29
132,2,9:54.0,Defensive rebound by J. Dudley,,30,29
133,2,9:47.0,Shooting foul by T. Johnson (drawn by L. Barbosa),,30,29
134,2,9:47.0,L. Barbosa makes free throw 1 of 2,,31,29
135,2,9:47.0,L. Barbosa makes free throw 2 of 2,,32,29
136,2,9:30.0,,J. Johnson misses 3-pt jump shot from 24 ft,32,29
137,2,9:29.0,,Offensive rebound by W. Reed,32,29
138,2,9:28.0,,W. Reed makes 2-pt layup from 1 ft,32,31
139,2,9:15.0,Turnover by D. Booker (bad pass; steal by T. Johnson),,32,31
140,2,9:10.0,,J. Johnson misses 2-pt dunk at rim,32,31
141,2,9:09.0,Defensive rebound by Team,,32,31
142,2,8:56.0,D. Booker makes 2-pt jump shot from 12 ft,,34,31
143,2,8:47.0,,Personal foul by L. Barbosa (drawn by W. Ellington),34,31
144,2,8:47.0,Official timeout,,34,31
145,2,8:47.0,,J. Richardson enters the game for T. Johnson,34,31
146,2,8:33.0,,G. Dragić misses 2-pt jump shot from 11 ft,34,31
147,2,8:32.0,Defensive rebound by D. Jones,,34,31
148,2,8:17.0,J. Dudley makes 2-pt jump shot from 18 ft (assist by L. Barbosa),,36,31
149,2,7:59.0,,Shooting foul by J. Dudley (drawn by W. Reed),36,31
150,2,7:59.0,,W. Reed makes free throw 1 of 2,36,32
151,2,7:59.0,,W. Reed makes free throw 2 of 2,36,33
152,2,7:54.0,Turnover by D. Booker (lost ball),,36,33
153,2,7:36.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by W. Ellington),36,36
154,2,7:17.0,D. Booker misses 2-pt jump shot from 19 ft,,36,36
155,2,7:16.0,,Defensive rebound by W. Ellington,36,36
156,2,7:04.0,,J. Richardson misses 3-pt jump shot from 25 ft,36,36
157,2,7:03.0,,Offensive rebound by W. Reed,36,36
158,2,7:02.0,,Personal foul by M. Chriss (drawn by W. Reed),36,36
159,2,7:02.0,,W. Reed makes free throw 1 of 2,36,37
160,2,7:02.0,T. Ulis enters the game for M. Chriss,,36,37
161,2,7:02.0,A. Len enters the game for D. Jones,,36,37
162,2,7:02.0,,T. Johnson enters the game for G. Dragić,36,37
163,2,7:02.0,,W. Reed makes free throw 2 of 2,36,38
164,2,6:44.0,Turnover by L. Barbosa (bad pass; steal by T. Johnson),,36,38
165,2,6:37.0,,Shooting block foul by L. Barbosa (drawn by J. Johnson),36,38
166,2,6:37.0,,J. Johnson misses free throw 1 of 2,36,38
167,2,6:37.0,,Offensive rebound by Team,36,38
168,2,6:37.0,,H. Whiteside enters the game for W. Reed,36,38
169,2,6:37.0,,J. Johnson makes free throw 2 of 2,36,39
170,2,6:31.0,Phoenix full timeout,,36,39
171,2,6:29.0,A. Len misses 2-pt layup at rim (block by H. Whiteside),,36,39
172,2,6:28.0,,Defensive rebound by T. Johnson,36,39
173,2,6:17.0,,H. Whiteside misses 2-pt hook shot from 7 ft,36,39
174,2,6:16.0,Defensive rebound by A. Len,,36,39
175,2,6:09.0,J. Dudley misses 3-pt jump shot from 24 ft,,36,39
176,2,6:08.0,,Defensive rebound by H. Whiteside,36,39
177,2,5:54.0,,Turnover by J. Richardson (step out of bounds),36,39
178,2,5:54.0,,O. White enters the game for J. Johnson,36,39
179,2,5:45.0,Shooting foul by T. Johnson (drawn by T. Ulis),,36,39
180,2,5:45.0,T. Ulis makes free throw 1 of 2,,37,39
181,2,5:45.0,T. Ulis misses free throw 2 of 2,,37,39
182,2,5:45.0,D. Jones enters the game for J. Dudley,,37,39
183,2,5:44.0,,Defensive rebound by H. Whiteside,37,39
184,2,5:21.0,,J. Richardson misses 2-pt jump shot from 20 ft,37,39
185,2,5:20.0,Defensive rebound by A. Len,,37,39
186,2,5:11.0,Turnover by T. Ulis (bad pass; steal by T. Johnson),,37,39
187,2,4:54.0,,T. Johnson misses 2-pt jump shot from 22 ft,37,39
188,2,4:53.0,,Offensive rebound by O. White,37,39
189,2,4:46.0,,H. Whiteside makes 2-pt layup from 2 ft,37,41
190,2,4:42.0,,Violation by O. White (def goaltending),37,41
191,2,4:42.0,D. Booker makes 2-pt layup from 1 ft,,39,41
192,2,4:29.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by T. Johnson),39,44
193,2,4:16.0,L. Barbosa misses 3-pt jump shot from 24 ft,,39,44
194,2,4:15.0,,Defensive rebound by T. Johnson,39,44
195,2,4:07.0,,J. Richardson misses 3-pt jump shot from 25 ft,39,44
196,2,4:06.0,,Offensive rebound by O. White,39,44
197,2,4:00.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by T. Johnson),39,47
198,2,3:59.0,Phoenix full timeout,,39,47
199,2,3:59.0,T. Warren enters the game for D. Jones,,39,47
200,2,3:59.0,M. Chriss enters the game for L. Barbosa,,39,47
201,2,3:49.0,D. Booker misses 2-pt layup from 2 ft,,39,47
202,2,3:48.0,,Defensive rebound by O. White,39,47
203,2,3:43.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by O. White),39,50
204,2,3:25.0,D. Booker misses 2-pt layup at rim (block by H. Whiteside),,39,50
205,2,3:24.0,,Defensive rebound by T. Johnson,39,50
206,2,3:21.0,,T. Johnson makes 2-pt layup from 1 ft,39,52
207,2,3:12.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by D. Booker),,42,52
208,2,2:56.0,,Personal foul by T. Warren,42,52
209,2,2:56.0,,Miami full timeout,42,52
210,2,2:56.0,,H. Whiteside misses free throw 1 of 2,42,52
211,2,2:56.0,,Offensive rebound by Team,42,52
212,2,2:56.0,,H. Whiteside makes free throw 2 of 2,42,53
213,2,2:33.0,T. Ulis misses 2-pt layup from 1 ft,,42,53
214,2,2:32.0,Offensive rebound by A. Len,,42,53
215,2,2:31.0,A. Len makes 2-pt dunk at rim,,44,53
216,2,2:16.0,Violation by T. Ulis (kicked ball),,44,53
217,2,2:06.0,,O. White misses 2-pt jump shot from 5 ft,44,53
218,2,2:05.0,,Offensive rebound by T. Johnson,44,53
219,2,2:04.0,,T. Johnson misses 2-pt jump shot from 14 ft,44,53
220,2,2:02.0,,Offensive rebound by O. White,44,53
221,2,1:59.0,,Turnover by O. White (lost ball),44,53
222,2,1:49.0,Turnover by T. Ulis (bad pass; steal by T. Johnson),,44,53
223,2,1:43.0,,Turnover by O. White (lost ball),44,53
224,2,1:28.0,D. Booker makes 2-pt jump shot from 15 ft,,46,53
225,2,1:08.0,,H. Whiteside misses 2-pt jump shot from 5 ft,46,53
226,2,1:07.0,,Offensive rebound by O. White,46,53
227,2,1:06.0,,O. White makes 2-pt layup from 1 ft,46,55
228,2,0:50.0,Turnover by A. Len (bad pass),,46,55
229,2,0:50.0,,G. Dragić enters the game for J. Richardson,46,55
230,2,0:50.0,,R. McGruder enters the game for T. Johnson,46,55
231,2,0:33.0,,Turnover by H. Whiteside (lost ball; steal by T. Ulis),46,55
232,2,0:27.0,Turnover by T. Ulis (bad pass; steal by W. Ellington),,46,55
233,2,0:25.0,,W. Ellington makes 2-pt dunk at rim,46,57
234,2,0:02.0,D. Booker misses 3-pt jump shot from 25 ft,,46,57
235,2,0:02.0,,Defensive rebound by Team,46,57
236,2,0:02.0,Loose ball foul by A. Len (drawn by O. White),,46,57
237,2,0:02.0,,O. White makes free throw 1 of 2,46,58
238,2,0:02.0,,O. White makes free throw 2 of 2,46,59
239,2,0:00.0,T. Ulis misses 3-pt jump shot from 51 ft,,46,59
240,2,0:00.0,Offensive rebound by Team,,46,59
241,3,11:48.0,Shooting foul by H. Whiteside (drawn by A. Len),,46,59
242,3,11:48.0,A. Len makes free throw 1 of 2,,47,59
243,3,11:48.0,A. Len makes free throw 2 of 2,,48,59
244,3,11:40.0,,Offensive foul by L. Babbitt (drawn by M. Chriss),48,59
245,3,11:40.0,,Turnover by L. Babbitt (offensive foul),48,59
246,3,11:20.0,D. Booker misses 3-pt jump shot from 25 ft,,48,59
247,3,11:19.0,,Defensive rebound by G. Dragić,48,59
248,3,11:14.0,,Personal block foul by T. Ulis (drawn by G. Dragić),48,59
249,3,11:02.0,,J. Richardson makes 2-pt layup from 2 ft,48,61
250,3,10:51.0,A. Len makes 2-pt jump shot from 16 ft (assist by D. Booker),,50,61
251,3,10:42.0,,G. Dragić misses 3-pt jump shot from 27 ft,50,61
252,3,10:41.0,,Offensive rebound by H. Whiteside,50,61
253,3,10:37.0,,H. Whiteside misses 2-pt layup from 1 ft,50,61
254,3,10:36.0,Defensive rebound by A. Len,,50,61
255,3,10:31.0,T. Ulis misses 2-pt jump shot from 18 ft,,50,61
256,3,10:30.0,,Defensive rebound by L. Babbitt,50,61
257,3,10:16.0,,H. Whiteside misses 2-pt hook shot from 6 ft,50,61
258,3,10:15.0,Defensive rebound by M. Chriss,,50,61
259,3,10:08.0,D. Booker misses 2-pt jump shot from 6 ft,,50,61
260,3,10:06.0,Offensive rebound by D. Booker,,50,61
261,3,10:04.0,A. Len misses 3-pt jump shot from 25 ft,,50,61
262,3,10:03.0,,Defensive rebound by L. Babbitt,50,61
263,3,10:02.0,,Personal foul by D. Booker (drawn by L. Babbitt),50,61
264,3,9:50.0,,G. Dragić misses 2-pt jump shot from 13 ft,50,61
265,3,9:49.0,Defensive rebound by M. Chriss,,50,61
266,3,9:39.0,T. Ulis makes 2-pt jump shot from 6 ft,,52,61
267,3,9:25.0,,J. Richardson misses 2-pt jump shot from 12 ft,52,61
268,3,9:23.0,Offensive rebound by Team,,52,61
269,3,9:15.0,T. Warren makes 2-pt layup at rim,,54,61
270,3,9:15.0,Shooting foul by G. Dragić (drawn by T. Warren),,54,61
271,3,9:15.0,T. Warren misses free throw 1 of 1,,54,61
272,3,9:14.0,,Defensive rebound by R. McGruder,54,61
273,3,8:59.0,,G. Dragić makes 3-pt jump shot from 23 ft,54,64
274,3,8:41.0,A. Len misses 2-pt jump shot from 17 ft,,54,64
275,3,8:40.0,,Defensive rebound by R. McGruder,54,64
276,3,8:31.0,,Turnover by G. Dragić (bad pass; steal by M. Chriss),54,64
277,3,8:23.0,T. Ulis misses 2-pt layup from 1 ft,,54,64
278,3,8:22.0,Offensive rebound by A. Len,,54,64
279,3,8:21.0,A. Len misses 2-pt dunk from 1 ft,,54,64
280,3,8:20.0,,Defensive rebound by L. Babbitt,54,64
281,3,8:08.0,,Shooting foul by M. Chriss (drawn by H. Whiteside),54,64
282,3,8:08.0,,H. Whiteside makes free throw 1 of 2,54,65
283,3,8:08.0,,H. Whiteside makes free throw 2 of 2,54,66
284,3,7:52.0,T. Ulis misses 2-pt jump shot from 10 ft,,54,66
285,3,7:51.0,,Defensive rebound by L. Babbitt,54,66
286,3,7:37.0,,G. Dragić misses 2-pt layup from 2 ft (block by A. Len),54,66
287,3,7:36.0,Defensive rebound by A. Len,,54,66
288,3,7:30.0,T. Warren misses 2-pt layup from 3 ft,,54,66
289,3,7:28.0,Offensive rebound by Team,,54,66
290,3,7:22.0,T. Warren misses 2-pt jump shot from 12 ft,,54,66
291,3,7:21.0,Offensive rebound by Team,,54,66
292,3,7:13.0,D. Booker misses 2-pt jump shot from 16 ft,,54,66
293,3,7:12.0,,Defensive rebound by H. Whiteside,54,66
294,3,6:57.0,,L. Babbitt makes 3-pt jump shot from 25 ft,54,69
295,3,6:37.0,T. Warren misses 2-pt jump shot from 10 ft,,54,69
296,3,6:35.0,,Defensive rebound by H. Whiteside,54,69
297,3,6:26.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by H. Whiteside),54,72
298,3,6:25.0,Phoenix full timeout,,54,72
299,3,6:13.0,M. Chriss misses 2-pt jump shot from 10 ft,,54,72
300,3,6:12.0,,Defensive rebound by H. Whiteside,54,72
301,3,5:53.0,,H. Whiteside makes 2-pt hook shot from 4 ft (assist by R. McGruder),54,74
302,3,5:33.0,Personal foul by G. Dragić (drawn by M. Chriss),,54,74
303,3,5:33.0,,T. Johnson enters the game for J. Richardson,54,74
304,3,5:23.0,Turnover by M. Chriss (lost ball; steal by T. Johnson),,54,74
305,3,5:16.0,,G. Dragić misses 2-pt layup from 1 ft,54,74
306,3,5:15.0,Defensive rebound by T. Warren,,54,74
307,3,5:09.0,T. Warren misses 2-pt jump shot from 16 ft,,54,74
308,3,5:08.0,,Defensive rebound by L. Babbitt,54,74
309,3,4:59.0,,T. Johnson misses 2-pt layup from 1 ft,54,74
310,3,4:58.0,,Offensive rebound by H. Whiteside,54,74
311,3,4:57.0,,H. Whiteside makes 2-pt dunk at rim,54,76
312,3,4:44.0,T. Ulis misses 2-pt jump shot from 17 ft,,54,76
313,3,4:43.0,,Defensive rebound by G. Dragić,54,76
314,3,4:42.0,,Personal foul by M. Chriss (drawn by G. Dragić),54,76
315,3,4:42.0,J. Dudley enters the game for M. Chriss,,54,76
316,3,4:28.0,,L. Babbitt misses 3-pt jump shot from 24 ft,54,76
317,3,4:27.0,Defensive rebound by A. Len,,54,76
318,3,4:14.0,Personal foul by R. McGruder,,54,76
319,3,4:13.0,Personal foul by T. Johnson (drawn by D. Booker),,54,76
320,3,4:13.0,D. Booker makes free throw 1 of 2,,55,76
321,3,4:13.0,D. Booker makes free throw 2 of 2,,56,76
322,3,4:02.0,,Turnover by T. Johnson (traveling),56,76
323,3,3:54.0,T. Ulis makes 2-pt jump shot from 17 ft,,58,76
324,3,3:45.0,,Miami full timeout,58,76
325,3,3:45.0,,J. Johnson enters the game for L. Babbitt,58,76
326,3,3:35.0,,T. Johnson misses 2-pt jump shot from 17 ft,58,76
327,3,3:34.0,Defensive rebound by J. Dudley,,58,76
328,3,3:32.0,Offensive foul by D. Booker (drawn by T. Johnson),,58,76
329,3,3:32.0,Turnover by D. Booker (offensive foul),,58,76
330,3,3:13.0,,R. McGruder misses 3-pt jump shot from 24 ft,58,76
331,3,3:12.0,Defensive rebound by J. Dudley,,58,76
332,3,3:06.0,J. Dudley misses 3-pt jump shot from 25 ft,,58,76
333,3,3:05.0,,Defensive rebound by H. Whiteside,58,76
334,3,2:53.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),58,78
335,3,2:39.0,D. Booker misses 2-pt layup from 1 ft (block by R. McGruder),,58,78
336,3,2:38.0,Offensive rebound by T. Warren,,58,78
337,3,2:35.0,T. Warren misses 2-pt jump shot from 17 ft,,58,78
338,3,2:34.0,Offensive rebound by Team,,58,78
339,3,2:34.0,L. Barbosa enters the game for D. Booker,,58,78
340,3,2:27.0,Turnover by J. Dudley (bad pass; steal by H. Whiteside),,58,78
341,3,2:17.0,,G. Dragić makes 2-pt jump shot from 16 ft,58,80
342,3,1:58.0,T. Warren makes 2-pt layup from 2 ft (assist by T. Ulis),,60,80
343,3,1:44.0,,R. McGruder misses 2-pt layup from 1 ft (block by T. Warren),60,80
344,3,1:43.0,,Offensive rebound by H. Whiteside,60,80
345,3,1:42.0,,H. Whiteside makes 2-pt dunk at rim,60,82
346,3,1:32.0,Turnover by T. Ulis (lost ball),,60,82
347,3,1:32.0,,W. Ellington enters the game for R. McGruder,60,82
348,3,1:32.0,,J. Richardson enters the game for G. Dragić,60,82
349,3,1:16.0,,T. Johnson misses 2-pt jump shot from 21 ft,60,82
350,3,1:15.0,Defensive rebound by J. Dudley,,60,82
351,3,1:07.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by T. Ulis),,63,82
352,3,0:42.0,,Offensive foul by J. Johnson (drawn by T. Ulis),63,82
353,3,0:42.0,,Turnover by J. Johnson (offensive foul),63,82
354,3,0:42.0,,W. Reed enters the game for H. Whiteside,63,82
355,3,0:42.0,D. Booker enters the game for A. Len,,63,82
356,3,0:32.0,D. Booker misses 2-pt jump shot from 16 ft,,63,82
357,3,0:30.0,,Defensive rebound by T. Johnson,63,82
358,3,0:26.0,,J. Johnson misses 2-pt jump shot from 7 ft,63,82
359,3,0:25.0,,Offensive rebound by W. Reed,63,82
360,3,0:24.0,,W. Reed makes 2-pt dunk at rim,63,84
361,3,0:01.0,J. Dudley misses 3-pt jump shot from 25 ft,,63,84
362,3,0:00.0,Offensive rebound by Team,,63,84
363,4,11:43.0,,W. Ellington misses 3-pt jump shot from 25 ft,63,84
364,4,11:42.0,Defensive rebound by J. Dudley,,63,84
365,4,11:28.0,L. Barbosa makes 2-pt jump shot from 6 ft,,65,84
366,4,11:10.0,,Offensive foul by J. Johnson (drawn by J. Dudley),65,84
367,4,11:10.0,,Turnover by J. Johnson (offensive foul),65,84
368,4,11:10.0,Shooting foul by W. Reed (drawn by L. Barbosa),,65,84
369,4,11:10.0,L. Barbosa makes free throw 1 of 2,,66,84
370,4,11:10.0,L. Barbosa makes free throw 2 of 2,,67,84
371,4,10:59.0,,T. Johnson misses 2-pt dunk at rim,67,84
372,4,10:58.0,,Offensive rebound by W. Reed,67,84
373,4,10:35.0,,J. Richardson misses 3-pt jump shot from 25 ft,67,84
374,4,10:34.0,Defensive rebound by J. Dudley,,67,84
375,4,10:20.0,Shooting foul by W. Reed (drawn by M. Chriss),,67,84
376,4,10:20.0,M. Chriss makes free throw 1 of 2,,68,84
377,4,10:20.0,M. Chriss makes free throw 2 of 2,,69,84
378,4,10:09.0,,J. Johnson makes 2-pt layup from 2 ft,69,86
379,4,9:51.0,L. Barbosa makes 3-pt jump shot from 24 ft,,72,86
380,4,9:25.0,,W. Ellington misses 3-pt jump shot from 25 ft,72,86
381,4,9:24.0,Defensive rebound by T. Ulis,,72,86
382,4,9:18.0,D. Jones makes 2-pt layup from 1 ft (assist by T. Ulis),,74,86
383,4,9:12.0,,Miami full timeout,74,86
384,4,9:07.0,,Shooting foul by D. Jones (drawn by T. Johnson),74,86
385,4,9:07.0,,T. Johnson misses free throw 1 of 2,74,86
386,4,9:07.0,,Offensive rebound by Team,74,86
387,4,9:07.0,,T. Johnson makes free throw 2 of 2,74,87
388,4,8:49.0,J. Dudley makes 2-pt layup at rim,,76,87
389,4,8:27.0,,W. Reed makes 2-pt layup from 2 ft (assist by J. Richardson),76,89
390,4,8:17.0,L. Barbosa makes 2-pt layup from 1 ft (assist by J. Dudley),,78,89
391,4,8:03.0,,J. Johnson misses 2-pt jump shot from 15 ft,78,89
392,4,8:02.0,,Offensive rebound by W. Reed,78,89
393,4,8:01.0,,Personal foul by J. Dudley (drawn by W. Reed),78,89
