,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
37,1,5:39.0,T. Lawson makes 2-pt layup from 1 ft (assist by B. Hield),,16,11
38,1,5:30.0,,P. McCaw makes 2-pt layup from 2 ft (assist by Z. Pachulia),16,13
39,1,5:14.0,A. Afflalo misses 2-pt jump shot from 12 ft,,16,13
40,1,5:13.0,,Defensive rebound by K. Thompson,16,13
41,1,5:09.0,,K. Thompson misses 3-pt jump shot from 28 ft,16,13
42,1,5:09.0,Defensive rebound by Team,,16,13
43,1,5:09.0,,S. Livingston enters the game for P. McCaw,16,13
44,1,5:09.0,,A. Iguodala enters the game for D. Green,16,13
45,1,4:53.0,W. Cauley-Stein misses 2-pt jump shot from 7 ft,,16,13
46,1,4:53.0,,Defensive rebound by Z. Pachulia,16,13
47,1,4:46.0,,S. Livingston makes 2-pt layup from 2 ft (assist by S. Curry),16,15
48,1,4:21.0,A. Afflalo misses 3-pt jump shot from 27 ft,,16,15
49,1,4:20.0,,Defensive rebound by Z. Pachulia,16,15
50,1,4:16.0,L. Galloway enters the game for T. Lawson,,16,15
51,1,4:13.0,,S. Livingston makes 2-pt dunk at rim (assist by S. Curry),16,17
52,1,3:49.0,G. Papagiannis enters the game for K. Koufos,,16,17
53,1,3:49.0,,J. McGee enters the game for Z. Pachulia,16,17
54,1,3:49.0,Sacramento full timeout,,16,17
55,1,3:49.0,,D. Green enters the game for K. Thompson,16,17
56,1,3:44.0,W. Cauley-Stein makes 2-pt hook shot from 10 ft,,18,17
57,1,3:26.0,,Turnover by D. Green (bad pass),18,17
58,1,3:11.0,A. Afflalo misses 2-pt jump shot from 15 ft,,18,17
59,1,3:10.0,,Defensive rebound by J. McGee,18,17
60,1,3:00.0,,S. Curry misses 3-pt jump shot from 25 ft,18,17
61,1,2:59.0,,Offensive rebound by J. McGee,18,17
62,1,2:44.0,,Personal foul by L. Galloway (drawn by S. Curry),18,17
63,1,2:44.0,G. Temple enters the game for B. Hield,,18,17
64,1,2:44.0,B. McLemore enters the game for A. Afflalo,,18,17
65,1,2:31.0,,A. Iguodala misses 3-pt jump shot from 25 ft,18,17
66,1,2:31.0,,Offensive rebound by J. McGee,18,17
67,1,2:26.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by J. McGee),18,20
68,1,2:06.0,B. McLemore makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,20,20
69,1,1:39.0,,S. Curry misses 2-pt jump shot from 11 ft,20,20
70,1,1:39.0,,Offensive rebound by J. McGee,20,20
71,1,1:34.0,,Shooting foul by W. Cauley-Stein (drawn by D. Green),20,20
72,1,1:34.0,,D. Green misses free throw 1 of 2,20,20
73,1,1:34.0,,Offensive rebound by Team,20,20
74,1,1:34.0,S. Labissière enters the game for W. Cauley-Stein,,20,20
75,1,1:34.0,,D. Green makes free throw 2 of 2,20,21
76,1,1:17.0,G. Temple misses 2-pt jump shot from 3 ft,,20,21
77,1,1:16.0,,Defensive rebound by J. McGee,20,21
78,1,1:16.0,,Personal foul by G. Temple (drawn by J. McGee),20,21
79,1,1:16.0,,J. McGee makes free throw 1 of 2,20,22
80,1,1:16.0,,J. McGee makes free throw 2 of 2,20,23
81,1,1:03.0,G. Temple misses 2-pt jump shot from 19 ft,,20,23
82,1,1:02.0,,Defensive rebound by A. Iguodala,20,23
83,1,0:58.0,,A. Iguodala makes 2-pt layup from 2 ft,20,25
84,1,0:46.0,Turnover by G. Papagiannis (lost ball; steal by S. Livingston),,20,25
85,1,0:41.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Livingston),20,27
86,1,0:29.0,,Violation by S. Livingston (kicked ball),20,27
87,1,0:22.0,L. Galloway misses 2-pt jump shot from 13 ft,,20,27
88,1,0:21.0,,Defensive rebound by S. Curry,20,27
89,1,0:00.0,,D. Green misses 2-pt jump shot from 7 ft,20,27
90,1,0:00.0,,Offensive rebound by Team,20,27
91,1,0:00.0,,Turnover by D. Green (traveling),20,27
92,2,11:38.0,,A. Iguodala misses 2-pt jump shot from 18 ft,20,27
93,2,11:37.0,Defensive rebound by S. Labissière,,20,27
94,2,11:28.0,Personal foul by M. Barnes (drawn by S. Labissière),,20,27
95,2,11:20.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by S. Labissière),,23,27
96,2,11:04.0,,K. Thompson misses 2-pt jump shot from 18 ft,23,27
97,2,11:04.0,Defensive rebound by L. Galloway,,23,27
98,2,10:59.0,L. Galloway misses 2-pt jump shot from 4 ft (block by D. West),,23,27
99,2,10:58.0,,Defensive rebound by Team,23,27
100,2,10:41.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),23,30
101,2,10:13.0,S. Labissière makes 2-pt jump shot from 12 ft (assist by G. Temple),,25,30
102,2,10:00.0,,I. Clark makes 2-pt layup from 3 ft (assist by D. West),25,32
103,2,9:41.0,S. Labissière misses 2-pt jump shot from 18 ft,,25,32
104,2,9:40.0,,Defensive rebound by D. West,25,32
105,2,9:29.0,,I. Clark misses 2-pt jump shot from 8 ft,25,32
106,2,9:29.0,Defensive rebound by S. Labissière,,25,32
107,2,9:19.0,Turnover by B. McLemore (lost ball; steal by D. West),,25,32
108,2,9:14.0,,D. West makes 2-pt layup from 2 ft (assist by I. Clark),25,34
109,2,9:14.0,Sacramento full timeout,,25,34
110,2,8:54.0,G. Papagiannis makes 2-pt hook shot from 8 ft,,27,34
111,2,8:34.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),27,36
112,2,8:18.0,L. Galloway misses 2-pt jump shot from 19 ft,,27,36
113,2,8:18.0,,Defensive rebound by D. West,27,36
114,2,8:07.0,,K. Thompson misses 3-pt jump shot from 25 ft (block by G. Temple),27,36
115,2,8:06.0,Defensive rebound by G. Temple,,27,36
116,2,8:03.0,G. Temple makes 2-pt layup from 3 ft,,29,36
117,2,7:47.0,,D. West makes 2-pt jump shot from 19 ft (assist by A. Iguodala),29,38
118,2,7:31.0,G. Papagiannis makes 2-pt dunk at rim (assist by S. Labissière),,31,38
119,2,7:31.0,Shooting foul by D. West (drawn by G. Papagiannis),,31,38
120,2,7:31.0,,D. Green enters the game for A. Iguodala,31,38
121,2,7:31.0,T. Lawson enters the game for B. McLemore,,31,38
122,2,7:31.0,G. Papagiannis makes free throw 1 of 1,,32,38
123,2,7:14.0,,I. Clark makes 2-pt layup from 1 ft (assist by D. West),32,40
124,2,7:00.0,G. Temple misses 2-pt jump shot from 10 ft (block by D. West),,32,40
125,2,7:00.0,Offensive rebound by Team,,32,40
126,2,7:00.0,W. Cauley-Stein enters the game for G. Papagiannis,,32,40
127,2,6:59.0,S. Labissière misses 2-pt jump shot from 13 ft (block by M. Barnes),,32,40
128,2,6:59.0,Offensive rebound by Team,,32,40
129,2,6:50.0,S. Labissière makes 2-pt hook shot from 9 ft (assist by G. Temple),,34,40
130,2,6:35.0,,D. West makes 2-pt jump shot from 19 ft (assist by D. Green),34,42
131,2,6:24.0,Turnover by L. Galloway (bad pass; steal by D. Green),,34,42
132,2,6:19.0,,D. Green makes 2-pt dunk at rim (assist by I. Clark),34,44
133,2,6:07.0,Shooting foul by D. West (drawn by T. Lawson),,34,44
134,2,6:07.0,T. Lawson makes free throw 1 of 2,,35,44
135,2,6:07.0,T. Lawson makes free throw 2 of 2,,36,44
136,2,5:49.0,,Turnover by K. Thompson (bad pass; steal by G. Temple),36,44
137,2,5:49.0,Personal foul by I. Clark (drawn by G. Temple),,36,44
138,2,5:49.0,Official timeout,,36,44
139,2,5:49.0,B. Hield enters the game for L. Galloway,,36,44
140,2,5:49.0,,S. Curry enters the game for K. Thompson,36,44
141,2,5:28.0,B. Hield misses 2-pt jump shot from 17 ft,,36,44
142,2,5:27.0,,Defensive rebound by M. Barnes,36,44
143,2,5:03.0,,D. Green misses 3-pt jump shot from 23 ft,36,44
144,2,5:03.0,Defensive rebound by B. Hield,,36,44
145,2,4:57.0,Turnover by S. Labissière (offensive foul),,36,44
146,2,4:57.0,Offensive foul by S. Labissière (drawn by D. Green),,36,44
147,2,4:41.0,,I. Clark makes 2-pt layup from 3 ft (assist by D. Green),36,46
148,2,4:31.0,Turnover by B. Hield (bad pass; steal by S. Curry),,36,46
149,2,4:25.0,,D. Green makes 2-pt dunk at rim (assist by M. Barnes),36,48
150,2,4:25.0,Sacramento full timeout,,36,48
151,2,4:25.0,,J. McGee enters the game for D. West,36,48
152,2,4:25.0,A. Afflalo enters the game for G. Temple,,36,48
153,2,4:14.0,T. Lawson makes 3-pt jump shot from 26 ft (assist by S. Labissière),,39,48
154,2,3:59.0,,J. McGee makes 2-pt layup from 1 ft (assist by S. Curry),39,50
155,2,3:59.0,,Shooting foul by B. Hield (drawn by J. McGee),39,50
156,2,3:59.0,,A. Iguodala enters the game for M. Barnes,39,50
157,2,3:59.0,,J. McGee makes free throw 1 of 1,39,51
158,2,3:45.0,A. Afflalo misses 2-pt jump shot from 23 ft,,39,51
159,2,3:45.0,,Defensive rebound by J. McGee,39,51
160,2,3:33.0,,S. Curry misses 3-pt jump shot from 23 ft,39,51
161,2,3:33.0,,Offensive rebound by J. McGee,39,51
162,2,3:30.0,,Turnover by J. McGee (bad pass; steal by W. Cauley-Stein),39,51
163,2,3:19.0,T. Lawson makes 2-pt jump shot from 18 ft,,41,51
164,2,2:58.0,,S. Curry misses 3-pt jump shot from 26 ft,41,51
165,2,2:57.0,Defensive rebound by S. Labissière,,41,51
166,2,2:43.0,S. Labissière misses 2-pt jump shot from 16 ft,,41,51
167,2,2:43.0,,Defensive rebound by J. McGee,41,51
168,2,2:33.0,,S. Curry makes 2-pt jump shot from 15 ft (assist by D. Green),41,53
169,2,2:18.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by T. Lawson),,43,53
170,2,2:18.0,Shooting foul by J. McGee (drawn by W. Cauley-Stein),,43,53
171,2,2:18.0,,K. Thompson enters the game for I. Clark,43,53
172,2,2:18.0,W. Cauley-Stein makes free throw 1 of 1,,44,53
173,2,1:56.0,,D. Green makes 2-pt jump shot from 6 ft,44,55
174,2,1:40.0,T. Lawson makes 2-pt layup from 2 ft,,46,55
175,2,1:30.0,,Turnover by S. Curry (lost ball; steal by T. Lawson),46,55
176,2,1:27.0,T. Lawson makes 2-pt layup from 1 ft (assist by S. Labissière),,48,55
177,2,1:27.0,,Golden State full timeout,48,55
178,2,1:27.0,,M. Barnes enters the game for J. McGee,48,55
179,2,1:19.0,,K. Thompson misses 3-pt jump shot from 26 ft,48,55
180,2,1:19.0,Defensive rebound by A. Afflalo,,48,55
181,2,1:10.0,Turnover by T. Lawson (lost ball),,48,55
182,2,0:58.0,,M. Barnes misses 3-pt jump shot from 26 ft,48,55
183,2,0:57.0,Defensive rebound by S. Labissière,,48,55
184,2,0:35.0,W. Cauley-Stein makes 2-pt jump shot from 11 ft (assist by A. Afflalo),,50,55
185,2,0:30.0,,S. Curry misses 3-pt jump shot from 30 ft,50,55
186,2,0:30.0,Defensive rebound by A. Afflalo,,50,55
187,2,0:09.0,S. Labissière misses 3-pt jump shot from 26 ft,,50,55
188,2,0:08.0,,Defensive rebound by S. Curry,50,55
189,2,0:04.0,,M. Barnes makes 2-pt layup from 2 ft (assist by S. Curry),50,57
190,2,0:00.0,B. Hield misses 3-pt jump shot from 33 ft,,50,57
191,2,0:00.0,Offensive rebound by Team,,50,57
192,3,11:43.0,,K. Thompson misses 2-pt jump shot from 20 ft,50,57
193,3,11:42.0,,Offensive rebound by P. McCaw,50,57
194,3,11:34.0,,Shooting foul by W. Cauley-Stein (drawn by D. Green),50,57
195,3,11:34.0,,D. Green makes 2-pt layup from 3 ft (assist by S. Curry),50,59
196,3,11:34.0,,D. Green makes free throw 1 of 1,50,60
197,3,11:17.0,K. Koufos misses 2-pt jump shot from 8 ft,,50,60
198,3,11:16.0,Offensive rebound by W. Cauley-Stein,,50,60
199,3,11:10.0,K. Koufos misses 2-pt jump shot from 6 ft,,50,60
200,3,11:10.0,,Defensive rebound by S. Curry,50,60
201,3,11:07.0,,Shooting foul by W. Cauley-Stein (drawn by S. Curry),50,60
202,3,11:07.0,,S. Curry makes free throw 1 of 2,50,61
203,3,11:07.0,,S. Curry makes free throw 2 of 2,50,62
204,3,10:46.0,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),,53,62
205,3,10:36.0,,Z. Pachulia misses 2-pt jump shot from 3 ft (block by K. Koufos),53,62
206,3,10:35.0,,Offensive rebound by Z. Pachulia,53,62
207,3,10:31.0,,Z. Pachulia misses 2-pt jump shot from 4 ft,53,62
208,3,10:30.0,Defensive rebound by B. Hield,,53,62
209,3,10:22.0,B. Hield makes 2-pt jump shot from 12 ft,,55,62
210,3,10:06.0,,Personal foul by K. Koufos (drawn by Z. Pachulia),55,62
211,3,10:05.0,Violation by W. Cauley-Stein (kicked ball),,55,62
212,3,9:54.0,,D. Green misses 3-pt jump shot from 26 ft,55,62
213,3,9:53.0,,Offensive rebound by S. Curry,55,62
214,3,9:49.0,,S. Curry makes 2-pt layup from 3 ft,55,64
215,3,9:35.0,B. Hield misses 3-pt jump shot from 24 ft,,55,64
216,3,9:35.0,Offensive rebound by Team,,55,64
217,3,9:35.0,,Loose ball foul by K. Thompson (drawn by W. Cauley-Stein),55,64
218,3,9:21.0,B. Hield misses 2-pt layup from 2 ft,,55,64
219,3,9:20.0,,Defensive rebound by Z. Pachulia,55,64
220,3,9:07.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),55,67
221,3,8:56.0,T. Lawson makes 2-pt jump shot from 18 ft,,57,67
222,3,8:53.0,,Personal foul by T. Lawson (drawn by D. Green),57,67
223,3,8:47.0,,K. Thompson misses 2-pt jump shot from 23 ft,57,67
224,3,8:46.0,Defensive rebound by B. Hield,,57,67
225,3,8:31.0,K. Koufos misses 2-pt jump shot from 3 ft (block by D. Green),,57,67
226,3,8:30.0,,Defensive rebound by D. Green,57,67
227,3,8:29.0,,Personal take foul by T. Lawson (drawn by D. Green),57,67
228,3,8:29.0,,D. Green makes free throw 1 of 2,57,68
229,3,8:29.0,,D. Green makes free throw 2 of 2,57,69
230,3,8:10.0,K. Koufos misses 2-pt hook shot from 10 ft,,57,69
231,3,8:10.0,,Defensive rebound by K. Thompson,57,69
232,3,8:01.0,,K. Thompson misses 2-pt jump shot from 4 ft,57,69
233,3,8:00.0,Defensive rebound by A. Afflalo,,57,69
234,3,7:52.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by B. Hield),,60,69
235,3,7:33.0,,Turnover by S. Curry (back court),60,69
236,3,7:27.0,Turnover by A. Afflalo (lost ball; steal by Z. Pachulia),,60,69
237,3,7:14.0,,S. Curry makes 2-pt jump shot from 22 ft (assist by D. Green),60,71
238,3,7:02.0,Shooting foul by P. McCaw (drawn by T. Lawson),,60,71
239,3,7:02.0,T. Lawson misses free throw 1 of 2,,60,71
240,3,7:02.0,Offensive rebound by Team,,60,71
241,3,7:02.0,T. Lawson misses free throw 2 of 2,,60,71
242,3,7:00.0,,Defensive rebound by P. McCaw,60,71
243,3,6:53.0,,K. Thompson misses 3-pt jump shot from 25 ft,60,71
244,3,6:53.0,,Offensive rebound by Z. Pachulia,60,71
245,3,6:42.0,,D. Green makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),60,74
246,3,6:34.0,Sacramento full timeout,,60,74
247,3,6:22.0,K. Koufos misses 2-pt jump shot from 3 ft (block by Z. Pachulia),,60,74
248,3,6:21.0,,Defensive rebound by D. Green,60,74
249,3,6:18.0,,Turnover by D. Green (bad pass; steal by B. Hield),60,74
250,3,6:11.0,Turnover by K. Koufos (lost ball),,60,74
251,3,5:55.0,,D. Green makes 3-pt jump shot from 27 ft (assist by Z. Pachulia),60,77
252,3,5:44.0,W. Cauley-Stein makes 2-pt dunk at rim,,62,77
253,3,5:44.0,Shooting foul by Z. Pachulia (drawn by W. Cauley-Stein),,62,77
254,3,5:44.0,,S. Livingston enters the game for P. McCaw,62,77
255,3,5:44.0,,A. Iguodala enters the game for D. Green,62,77
256,3,5:44.0,G. Temple enters the game for B. Hield,,62,77
257,3,5:44.0,G. Papagiannis enters the game for K. Koufos,,62,77
258,3,5:44.0,W. Cauley-Stein makes free throw 1 of 1,,63,77
259,3,5:32.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,63,77
260,3,5:31.0,Defensive rebound by G. Papagiannis,,63,77
261,3,5:11.0,W. Cauley-Stein makes 2-pt hook shot from 4 ft (assist by T. Lawson),,65,77
262,3,4:53.0,,Turnover by Z. Pachulia (lost ball; steal by G. Temple),65,77
263,3,4:47.0,A. Afflalo misses 2-pt jump shot from 22 ft,,65,77
264,3,4:47.0,,Defensive rebound by S. Curry,65,77
265,3,4:43.0,,Golden State full timeout,65,77
266,3,4:43.0,,J. McGee enters the game for Z. Pachulia,65,77
267,3,4:43.0,,D. Green enters the game for K. Thompson,65,77
268,3,4:34.0,,S. Curry misses 2-pt jump shot from 5 ft,65,77
269,3,4:33.0,Defensive rebound by W. Cauley-Stein,,65,77
270,3,4:10.0,G. Papagiannis misses 3-pt jump shot from 26 ft,,65,77
271,3,4:10.0,Offensive rebound by Team,,65,77
272,3,4:10.0,Turnover by Team (shot clock),,65,77
273,3,3:52.0,,J. McGee misses 2-pt jump shot from 4 ft,65,77
274,3,3:51.0,,Offensive rebound by J. McGee,65,77
275,3,3:51.0,,J. McGee misses 2-pt layup from 1 ft,65,77
276,3,3:50.0,,Offensive rebound by J. McGee,65,77
277,3,3:50.0,,J. McGee makes 2-pt layup from 1 ft,65,79
278,3,3:32.0,Turnover by T. Lawson (bad pass; steal by S. Curry),,65,79
279,3,3:28.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),65,81
280,3,3:07.0,Turnover by G. Temple (bad pass; steal by S. Curry),,65,81
281,3,3:01.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),65,83
282,3,2:52.0,Sacramento full timeout,,65,83
283,3,2:52.0,L. Galloway enters the game for A. Afflalo,,65,83
284,3,2:52.0,B. McLemore enters the game for T. Lawson,,65,83
285,3,2:41.0,Turnover by W. Cauley-Stein (lost ball; steal by D. Green),,65,83
286,3,2:35.0,,A. Iguodala misses 2-pt dunk at rim,65,83
287,3,2:35.0,Defensive rebound by B. McLemore,,65,83
288,3,2:29.0,G. Temple makes 3-pt jump shot from 25 ft (assist by B. McLemore),,68,83
289,3,2:06.0,,D. Green misses 3-pt jump shot from 25 ft,68,83
290,3,2:06.0,Defensive rebound by W. Cauley-Stein,,68,83
291,3,1:55.0,,Offensive charge foul by G. Papagiannis (drawn by D. Green),68,83
292,3,1:55.0,Turnover by G. Papagiannis (offensive foul),,68,83
293,3,1:55.0,S. Labissière enters the game for W. Cauley-Stein,,68,83
294,3,1:40.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),68,86
295,3,1:24.0,L. Galloway makes 2-pt jump shot from 18 ft (assist by S. Labissière),,70,86
296,3,1:13.0,,J. McGee makes 2-pt dunk at rim (assist by S. Curry),70,88
297,3,1:00.0,B. McLemore makes 2-pt jump shot from 14 ft (assist by G. Temple),,72,88
298,3,0:50.0,,S. Curry misses 2-pt jump shot from 20 ft,72,88
299,3,0:49.0,Defensive rebound by G. Temple,,72,88
300,3,0:43.0,Turnover by S. Labissière (bad pass; steal by S. Curry),,72,88
301,3,0:38.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),72,90
302,3,0:36.0,Sacramento full timeout,,72,90
303,3,0:32.0,Turnover by G. Temple (bad pass; steal by J. McGee),,72,90
304,3,0:25.0,,Personal foul by G. Temple (drawn by S. Curry),72,90
305,3,0:25.0,,S. Curry makes free throw 1 of 2,72,91
306,3,0:25.0,,S. Curry makes free throw 2 of 2,72,92
307,3,0:14.0,Personal foul by D. Green (drawn by L. Galloway),,72,92
308,3,0:10.0,Turnover by G. Temple (bad pass),,72,92
309,3,0:07.0,,D. Green misses 3-pt jump shot from 26 ft,72,92
310,3,0:05.0,Defensive rebound by G. Papagiannis,,72,92
311,3,0:02.0,Turnover by G. Papagiannis (lost ball; steal by S. Curry),,72,92
312,4,11:47.0,B. McLemore makes 2-pt layup from 2 ft (assist by S. Labissière),,74,92
313,4,11:47.0,Shooting foul by M. Barnes (drawn by B. McLemore),,74,92
314,4,11:47.0,B. McLemore misses free throw 1 of 1,,74,92
315,4,11:46.0,,Defensive rebound by M. Barnes,74,92
316,4,11:27.0,,Shooting foul by B. Hield (drawn by A. Iguodala),74,92
317,4,11:27.0,,A. Iguodala makes free throw 1 of 2,74,93
318,4,11:27.0,,A. Iguodala misses free throw 2 of 2,74,93
319,4,11:25.0,,Offensive rebound by M. Barnes,74,93
320,4,11:15.0,,K. Thompson misses 2-pt jump shot from 13 ft,74,93
321,4,11:15.0,Defensive rebound by B. Hield,,74,93
322,4,11:01.0,S. Labissière makes 2-pt hook shot from 6 ft (assist by B. Hield),,76,93
323,4,10:50.0,,D. West makes 2-pt jump shot from 17 ft (assist by I. Clark),76,95
324,4,10:31.0,B. McLemore misses 3-pt jump shot from 24 ft,,76,95
325,4,10:30.0,,Defensive rebound by M. Barnes,76,95
326,4,10:22.0,,I. Clark misses 2-pt jump shot from 12 ft,76,95
327,4,10:21.0,Defensive rebound by S. Labissière,,76,95
328,4,10:05.0,Personal foul by D. West (drawn by G. Papagiannis),,76,95
329,4,9:51.0,L. Galloway misses 2-pt jump shot from 6 ft,,76,95
330,4,9:50.0,Offensive rebound by G. Papagiannis,,76,95
331,4,9:50.0,G. Papagiannis misses 2-pt layup from 2 ft,,76,95
332,4,9:48.0,Offensive rebound by G. Papagiannis,,76,95
333,4,9:48.0,G. Papagiannis makes 2-pt dunk at rim,,78,95
334,4,9:32.0,,K. Thompson misses 2-pt jump shot from 13 ft,78,95
335,4,9:31.0,Defensive rebound by S. Labissière,,78,95
336,4,9:19.0,B. Hield misses 3-pt jump shot from 26 ft,,78,95
337,4,9:18.0,Offensive rebound by S. Labissière,,78,95
338,4,9:14.0,S. Labissière misses 2-pt layup from 1 ft (block by D. West),,78,95
339,4,9:13.0,,Defensive rebound by K. Thompson,78,95
340,4,9:06.0,,I. Clark misses 2-pt layup from 2 ft (block by S. Labissière),78,95
341,4,9:04.0,Defensive rebound by L. Galloway,,78,95
342,4,9:01.0,B. McLemore misses 2-pt layup from 1 ft (block by K. Thompson),,78,95
343,4,9:00.0,Offensive rebound by Team,,78,95
344,4,8:52.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by B. Hield),,81,95
345,4,8:22.0,,D. West misses 2-pt jump shot from 13 ft,81,95
346,4,8:22.0,,Offensive rebound by D. West,81,95
347,4,8:16.0,,I. Clark makes 2-pt layup from 2 ft (assist by D. West),81,97
348,4,7:55.0,B. McLemore makes 2-pt layup from 1 ft (assist by G. Papagiannis),,83,97
349,4,7:55.0,,Golden State full timeout,83,97
350,4,7:55.0,,S. Livingston enters the game for A. Iguodala,83,97
351,4,7:55.0,,D. Green enters the game for M. Barnes,83,97
352,4,7:33.0,,I. Clark misses 2-pt jump shot from 3 ft (block by G. Papagiannis),83,97
353,4,7:26.0,Defensive rebound by B. Hield,,83,97
354,4,7:19.0,B. Hield misses 3-pt jump shot from 26 ft,,83,97
355,4,7:18.0,,Defensive rebound by K. Thompson,83,97
356,4,7:13.0,,D. Green misses 3-pt jump shot from 27 ft,83,97
357,4,7:12.0,Defensive rebound by S. Labissière,,83,97
358,4,6:49.0,B. McLemore misses 2-pt layup from 1 ft,,83,97
359,4,6:48.0,Offensive rebound by B. Hield,,83,97
360,4,6:48.0,B. Hield makes 2-pt dunk at rim,,85,97
361,4,6:29.0,,I. Clark makes 2-pt layup from 2 ft (assist by D. West),85,99
362,4,6:08.0,Shooting foul by K. Thompson (drawn by B. McLemore),,85,99
363,4,6:08.0,B. McLemore makes 2-pt jump shot from 17 ft (assist by S. Labissière),,87,99
364,4,6:08.0,,A. Iguodala enters the game for I. Clark,87,99
365,4,6:08.0,,S. Curry enters the game for K. Thompson,87,99
366,4,6:08.0,B. McLemore makes free throw 1 of 1,,88,99
367,4,5:50.0,,D. Green misses 2-pt layup from 2 ft,88,99
368,4,5:49.0,,Offensive rebound by D. Green,88,99
369,4,5:48.0,,D. Green misses 2-pt layup from 1 ft,88,99
370,4,5:47.0,Defensive rebound by S. Labissière,,88,99
371,4,5:41.0,L. Galloway misses 3-pt jump shot from 25 ft,,88,99
372,4,5:40.0,Offensive rebound by B. Hield,,88,99
373,4,5:24.0,Turnover by B. Hield (bad pass; steal by S. Curry),,88,99
374,4,5:23.0,,Personal foul by B. Hield (drawn by S. Curry),88,99
375,4,5:23.0,Official timeout,,88,99
376,4,5:23.0,,Z. Pachulia enters the game for D. West,88,99
377,4,5:04.0,,S. Curry makes 3-pt jump shot from 27 ft,88,102
