,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
26,1,8:36.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),13,5
27,1,8:11.0,T. Harris makes 2-pt layup at rim (assist by K. Caldwell-Pope),,15,5
28,1,8:00.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,15,5
29,1,7:59.0,Defensive rebound by I. Smith,,15,5
30,1,7:54.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,15,5
31,1,7:50.0,,Defensive rebound by N. Batum,15,5
32,1,7:42.0,,K. Walker misses 3-pt jump shot from 25 ft,15,5
33,1,7:41.0,Defensive rebound by K. Caldwell-Pope,,15,5
34,1,7:31.0,A. Drummond misses 2-pt hook shot from 6 ft,,15,5
35,1,7:28.0,,Defensive rebound by N. Batum,15,5
36,1,7:23.0,,Shooting foul by M. Morris (drawn by M. Kidd-Gilchrist),15,5
37,1,7:23.0,,M. Kidd-Gilchrist makes free throw 1 of 2,15,6
38,1,7:23.0,,M. Kidd-Gilchrist makes free throw 2 of 2,15,7
39,1,7:10.0,M. Morris misses 3-pt jump shot from 24 ft,,15,7
40,1,7:08.0,,Defensive rebound by C. Zeller,15,7
41,1,6:49.0,,F. Kaminsky misses 2-pt jump shot from 12 ft,15,7
42,1,6:48.0,Defensive rebound by T. Harris,,15,7
43,1,6:39.0,I. Smith makes 2-pt jump shot from 16 ft,,17,7
44,1,6:27.0,,Personal foul by I. Smith (drawn by K. Walker),17,7
45,1,6:27.0,B. Udrih enters the game for I. Smith,,17,7
46,1,6:18.0,,N. Batum misses 3-pt jump shot from 25 ft,17,7
47,1,6:17.0,Defensive rebound by A. Drummond,,17,7
48,1,6:05.0,A. Drummond misses 2-pt jump shot from 12 ft (block by K. Walker),,17,7
49,1,6:04.0,,Defensive rebound by M. Kidd-Gilchrist,17,7
50,1,5:49.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),17,9
51,1,5:30.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by A. Drummond),,20,9
52,1,5:12.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by N. Batum),20,11
53,1,4:52.0,T. Harris misses 2-pt jump shot from 19 ft,,20,11
54,1,4:51.0,,Defensive rebound by N. Batum,20,11
55,1,4:34.0,,K. Walker makes 2-pt jump shot from 19 ft,20,13
56,1,4:26.0,Detroit full timeout,,20,13
57,1,4:26.0,,M. Belinelli enters the game for F. Kaminsky,20,13
58,1,4:26.0,,S. Hawes enters the game for N. Batum,20,13
59,1,4:26.0,J. Leuer enters the game for M. Morris,,20,13
60,1,4:08.0,T. Harris makes 2-pt jump shot from 6 ft,,22,13
61,1,3:55.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Belinelli),22,16
62,1,3:40.0,Turnover by T. Harris (bad pass),,22,16
63,1,3:40.0,,J. Lamb enters the game for M. Kidd-Gilchrist,22,16
64,1,3:28.0,,K. Walker makes 2-pt layup at rim,22,18
65,1,3:13.0,A. Drummond misses 2-pt hook shot from 7 ft,,22,18
66,1,3:12.0,,Defensive rebound by M. Belinelli,22,18
67,1,3:04.0,,M. Belinelli makes 2-pt jump shot from 17 ft,22,20
68,1,2:48.0,J. Leuer makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,25,20
69,1,2:26.0,,S. Hawes makes 3-pt jump shot from 24 ft (assist by J. Lamb),25,23
70,1,2:18.0,Detroit full timeout,,25,23
71,1,2:18.0,,R. Hibbert enters the game for C. Zeller,25,23
72,1,2:12.0,Def 3 sec tech foul by R. Hibbert,,25,23
73,1,2:12.0,J. Leuer makes technical free throw,,26,23
74,1,2:03.0,B. Udrih makes 2-pt jump shot from 13 ft,,28,23
75,1,1:47.0,,J. Lamb misses 3-pt jump shot from 23 ft,28,23
76,1,1:46.0,Defensive rebound by A. Drummond,,28,23
77,1,1:38.0,Turnover by B. Udrih (bad pass; steal by R. Hibbert),,28,23
78,1,1:27.0,,J. Lamb misses 2-pt layup from 1 ft,28,23
79,1,1:26.0,Defensive rebound by A. Drummond,,28,23
80,1,1:14.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by T. Harris),,31,23
81,1,0:49.0,,M. Belinelli misses 3-pt jump shot from 31 ft,31,23
82,1,0:49.0,Defensive rebound by Team,,31,23
83,1,0:49.0,A. Baynes enters the game for A. Drummond,,31,23
84,1,0:49.0,,R. Sessions enters the game for K. Walker,31,23
85,1,0:37.0,Turnover by B. Udrih (bad pass; steal by S. Hawes),,31,23
86,1,0:24.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by R. Sessions),31,25
87,1,0:07.0,Personal foul by R. Sessions (drawn by B. Udrih),,31,25
88,1,0:00.0,J. Leuer makes 2-pt jump shot from 13 ft,,33,25
89,2,11:46.0,,M. Belinelli makes 2-pt jump shot from 13 ft (assist by R. Hibbert),33,27
90,2,11:31.0,M. Morris makes 2-pt jump shot from 20 ft (assist by B. Udrih),,35,27
91,2,11:14.0,,R. Sessions makes 2-pt jump shot from 6 ft,35,29
92,2,10:58.0,M. Morris misses 2-pt jump shot from 17 ft,,35,29
93,2,10:57.0,,Defensive rebound by S. Hawes,35,29
94,2,10:49.0,,M. Belinelli misses 3-pt jump shot from 25 ft,35,29
95,2,10:48.0,Defensive rebound by A. Baynes,,35,29
96,2,10:37.0,A. Baynes makes 2-pt dunk at rim (assist by B. Udrih),,37,29
97,2,10:06.0,,J. Lamb misses 3-pt jump shot from 24 ft,37,29
98,2,10:05.0,Defensive rebound by J. Leuer,,37,29
99,2,9:57.0,J. Leuer misses 3-pt jump shot from 25 ft,,37,29
100,2,9:56.0,,Defensive rebound by M. Belinelli,37,29
101,2,9:51.0,,S. Hawes misses 2-pt jump shot from 8 ft,37,29
102,2,9:51.0,Defensive rebound by Team,,37,29
103,2,9:39.0,M. Morris misses 2-pt jump shot from 11 ft (block by M. Belinelli),,37,29
104,2,9:39.0,Offensive rebound by Team,,37,29
105,2,9:31.0,M. Morris makes 2-pt jump shot from 19 ft (assist by B. Udrih),,39,29
106,2,9:25.0,,Charlotte full timeout,39,29
107,2,9:11.0,,S. Hawes makes 3-pt jump shot from 29 ft (assist by R. Hibbert),39,32
108,2,8:48.0,J. Leuer misses 2-pt layup from 2 ft,,39,32
109,2,8:47.0,Offensive rebound by A. Baynes,,39,32
110,2,8:36.0,Turnover by A. Baynes (lost ball),,39,32
111,2,8:31.0,,Turnover by S. Hawes (bad pass; steal by B. Udrih),39,32
112,2,8:23.0,B. Udrih makes 3-pt jump shot from 24 ft,,42,32
113,2,8:07.0,,R. Hibbert makes 2-pt jump shot from 6 ft (assist by M. Belinelli),42,34
114,2,7:53.0,M. Morris misses 2-pt jump shot from 17 ft,,42,34
115,2,7:52.0,,Defensive rebound by J. Lamb,42,34
116,2,7:47.0,,Shooting foul by A. Baynes (drawn by J. Lamb),42,34
117,2,7:47.0,,J. Lamb makes free throw 1 of 2,42,35
118,2,7:47.0,,N. Batum enters the game for M. Belinelli,42,35
119,2,7:47.0,,J. Lamb makes free throw 2 of 2,42,36
120,2,7:28.0,M. Morris makes 2-pt layup from 2 ft (assist by B. Udrih),,44,36
121,2,7:20.0,,R. Sessions misses 2-pt jump shot from 14 ft,44,36
122,2,7:19.0,Defensive rebound by B. Udrih,,44,36
123,2,7:14.0,B. Udrih misses 2-pt layup from 2 ft (block by J. Lamb),,44,36
124,2,7:14.0,Offensive rebound by Team,,44,36
125,2,7:11.0,B. Udrih misses 2-pt jump shot from 17 ft,,44,36
126,2,7:10.0,,Defensive rebound by S. Hawes,44,36
127,2,7:00.0,,J. Lamb makes 2-pt layup from 1 ft,44,38
128,2,6:45.0,M. Morris makes 2-pt jump shot from 17 ft (assist by B. Udrih),,46,38
129,2,6:27.0,,S. Hawes misses 2-pt jump shot from 6 ft,46,38
130,2,6:27.0,,Offensive rebound by Team,46,38
131,2,6:27.0,Loose ball foul by M. Morris (drawn by R. Hibbert),,46,38
132,2,6:27.0,,M. Kidd-Gilchrist enters the game for J. Lamb,46,38
133,2,6:27.0,,F. Kaminsky enters the game for S. Hawes,46,38
134,2,6:20.0,,Shooting foul by B. Udrih (drawn by R. Sessions),46,38
135,2,6:20.0,,R. Sessions misses free throw 1 of 2,46,38
136,2,6:20.0,,Offensive rebound by Team,46,38
137,2,6:20.0,,R. Sessions makes free throw 2 of 2,46,39
138,2,6:08.0,J. Leuer misses 2-pt jump shot from 17 ft,,46,39
139,2,6:07.0,,Defensive rebound by R. Hibbert,46,39
140,2,5:56.0,,Shooting foul by A. Baynes (drawn by R. Hibbert),46,39
141,2,5:56.0,Official timeout,,46,39
142,2,5:56.0,,R. Hibbert misses free throw 1 of 2,46,39
143,2,5:56.0,,Offensive rebound by Team,46,39
144,2,5:56.0,,K. Walker enters the game for R. Sessions,46,39
145,2,5:56.0,I. Smith enters the game for B. Udrih,,46,39
146,2,5:56.0,A. Drummond enters the game for A. Baynes,,46,39
147,2,5:56.0,,R. Hibbert makes free throw 2 of 2,46,40
148,2,5:40.0,J. Leuer misses 2-pt jump shot from 10 ft,,46,40
149,2,5:39.0,,Defensive rebound by F. Kaminsky,46,40
150,2,5:23.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,46,40
151,2,5:21.0,,Offensive rebound by K. Walker,46,40
152,2,5:14.0,,R. Hibbert misses 2-pt layup from 3 ft (block by A. Drummond),46,40
153,2,5:12.0,Defensive rebound by A. Drummond,,46,40
154,2,4:53.0,Turnover by S. Johnson (bad pass; steal by R. Hibbert),,46,40
155,2,4:47.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),46,43
156,2,4:26.0,M. Morris misses 3-pt jump shot from 25 ft,,46,43
157,2,4:25.0,,Defensive rebound by F. Kaminsky,46,43
158,2,4:09.0,,K. Walker makes 3-pt jump shot from 24 ft,46,46
159,2,4:09.0,,Flagrant foul type 1 by A. Drummond (drawn by R. Hibbert),46,46
160,2,4:09.0,A. Baynes enters the game for A. Drummond,,46,46
161,2,4:09.0,K. Caldwell-Pope enters the game for J. Leuer,,46,47
162,2,4:09.0,T. Harris enters the game for S. Johnson,,46,47
163,2,4:09.0,,R. Hibbert makes flagrant free throw 1 of 1,46,47
164,2,4:08.0,,C. Zeller enters the game for R. Hibbert,46,47
165,2,3:55.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by T. Harris),46,47
166,2,3:53.0,Defensive rebound by M. Morris,,46,47
167,2,3:44.0,K. Caldwell-Pope misses 2-pt layup at rim,,46,47
168,2,3:42.0,Offensive rebound by A. Baynes,,46,47
169,2,3:42.0,A. Baynes misses 2-pt layup from 1 ft,,46,47
170,2,3:38.0,Offensive rebound by A. Baynes,,46,47
171,2,3:38.0,A. Baynes misses 2-pt layup from 1 ft,,46,47
172,2,3:35.0,,Defensive rebound by C. Zeller,46,47
173,2,3:30.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),46,50
174,2,3:26.0,Detroit full timeout,,46,50
175,2,3:07.0,I. Smith makes 2-pt layup from 1 ft,,48,50
176,2,2:52.0,,C. Zeller makes 2-pt jump shot from 10 ft (assist by N. Batum),48,52
177,2,2:28.0,I. Smith misses 3-pt jump shot from 25 ft,,48,52
178,2,2:27.0,,Defensive rebound by N. Batum,48,52
179,2,2:12.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 13 ft,48,52
180,2,2:11.0,Defensive rebound by T. Harris,,48,52
181,2,2:07.0,I. Smith makes 2-pt layup from 1 ft,,50,52
182,2,2:07.0,Shooting foul by F. Kaminsky (drawn by I. Smith),,50,52
183,2,2:07.0,J. Leuer enters the game for M. Morris,,50,52
184,2,2:07.0,I. Smith makes free throw 1 of 1,,51,52
185,2,1:46.0,,F. Kaminsky misses 2-pt layup from 1 ft,51,52
186,2,1:45.0,Defensive rebound by J. Leuer,,51,52
187,2,1:40.0,I. Smith makes 2-pt layup at rim,,53,52
188,2,1:40.0,,Charlotte full timeout,53,52
189,2,1:40.0,B. Udrih enters the game for I. Smith,,53,52
190,2,1:31.0,,K. Walker misses 3-pt jump shot from 25 ft,53,52
191,2,1:30.0,,Offensive rebound by N. Batum,53,52
192,2,1:23.0,,K. Walker misses 3-pt jump shot from 25 ft,53,52
193,2,1:21.0,Defensive rebound by A. Baynes,,53,52
194,2,1:14.0,A. Baynes makes 2-pt jump shot from 12 ft (assist by B. Udrih),,55,52
195,2,1:00.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 6 ft (assist by N. Batum),55,54
196,2,0:46.0,Shooting foul by F. Kaminsky (drawn by K. Caldwell-Pope),,55,54
197,2,0:46.0,K. Caldwell-Pope makes free throw 1 of 2,,56,54
198,2,0:46.0,,S. Hawes enters the game for F. Kaminsky,56,54
199,2,0:46.0,K. Caldwell-Pope makes free throw 2 of 2,,57,54
200,2,0:34.0,,N. Batum misses 3-pt jump shot from 24 ft,57,54
201,2,0:32.0,,Offensive rebound by M. Kidd-Gilchrist,57,54
202,2,0:25.0,,Turnover by K. Walker (lost ball; steal by K. Caldwell-Pope),57,54
203,2,0:01.0,Turnover by Team (shot clock),,57,54
204,3,11:40.0,,F. Kaminsky misses 2-pt jump shot from 16 ft,57,54
205,3,11:40.0,Defensive rebound by Team,,57,54
206,3,11:40.0,,Loose ball foul by C. Zeller (drawn by J. Leuer),57,54
207,3,11:24.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Leuer),,60,54
208,3,11:06.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,60,54
209,3,11:05.0,Defensive rebound by K. Caldwell-Pope,,60,54
210,3,10:57.0,T. Harris misses 3-pt jump shot from 25 ft,,60,54
211,3,10:56.0,,Defensive rebound by C. Zeller,60,54
212,3,10:47.0,,Shooting foul by M. Morris (drawn by M. Kidd-Gilchrist),60,54
213,3,10:47.0,,M. Kidd-Gilchrist makes free throw 1 of 2,60,55
214,3,10:47.0,,M. Kidd-Gilchrist makes free throw 2 of 2,60,56
215,3,10:36.0,M. Morris misses 3-pt jump shot from 24 ft,,60,56
216,3,10:35.0,,Defensive rebound by N. Batum,60,56
217,3,10:18.0,,K. Walker makes 2-pt jump shot from 17 ft,60,58
218,3,10:02.0,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),,62,58
219,3,10:02.0,Shooting foul by C. Zeller (drawn by T. Harris),,62,58
220,3,10:02.0,T. Harris makes free throw 1 of 1,,63,58
221,3,9:53.0,,Turnover by K. Walker (bad pass; steal by T. Harris),63,58
222,3,9:44.0,J. Leuer misses 2-pt jump shot from 16 ft,,63,58
223,3,9:42.0,Offensive rebound by K. Caldwell-Pope,,63,58
224,3,9:42.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,63,58
225,3,9:40.0,,Defensive rebound by N. Batum,63,58
226,3,9:32.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),63,61
227,3,9:06.0,T. Harris makes 2-pt jump shot from 18 ft (assist by K. Caldwell-Pope),,65,61
228,3,8:48.0,,N. Batum misses 2-pt jump shot from 23 ft,65,61
229,3,8:47.0,Defensive rebound by T. Harris,,65,61
230,3,8:38.0,K. Caldwell-Pope misses 2-pt layup at rim,,65,61
231,3,8:37.0,,Defensive rebound by C. Zeller,65,61
232,3,8:27.0,,C. Zeller makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),65,63
233,3,8:05.0,M. Morris makes 3-pt jump shot from 24 ft (assist by T. Harris),,68,63
234,3,7:53.0,Offensive charge foul by C. Zeller (drawn by K. Caldwell-Pope),,68,63
235,3,7:53.0,,Turnover by C. Zeller (offensive foul),68,63
236,3,7:41.0,Turnover by J. Leuer (lost ball; steal by K. Walker),,68,63
237,3,7:36.0,,K. Walker misses 2-pt layup from 2 ft (block by K. Caldwell-Pope),68,63
238,3,7:35.0,Defensive rebound by K. Caldwell-Pope,,68,63
239,3,7:31.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,68,63
240,3,7:30.0,,Defensive rebound by N. Batum,68,63
241,3,7:28.0,,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),68,65
242,3,7:13.0,Turnover by K. Caldwell-Pope (lost ball; steal by C. Zeller),,68,65
243,3,7:01.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,68,65
244,3,6:59.0,Defensive rebound by I. Smith,,68,65
245,3,6:49.0,J. Leuer misses 2-pt jump shot from 19 ft,,68,65
246,3,6:48.0,,Defensive rebound by N. Batum,68,65
247,3,6:39.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,68,65
248,3,6:37.0,,Offensive rebound by Team,68,65
249,3,6:35.0,,Turnover by N. Batum (bad pass; steal by I. Smith),68,65
250,3,6:31.0,I. Smith makes 2-pt dunk at rim,,70,65
251,3,6:07.0,,F. Kaminsky makes 2-pt jump shot from 7 ft,70,67
252,3,5:51.0,M. Morris misses 2-pt jump shot from 18 ft,,70,67
253,3,5:50.0,,Defensive rebound by C. Zeller,70,67
254,3,5:41.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),70,69
255,3,5:40.0,Detroit full timeout,,70,69
256,3,5:39.0,A. Baynes enters the game for J. Leuer,,70,69
257,3,5:22.0,I. Smith makes 2-pt jump shot from 18 ft,,72,69
258,3,5:09.0,,Personal foul by A. Baynes (drawn by K. Walker),72,69
259,3,5:02.0,,N. Batum misses 3-pt jump shot from 25 ft,72,69
260,3,5:00.0,Defensive rebound by T. Harris,,72,69
261,3,4:57.0,,Violation by K. Walker (kicked ball),72,69
262,3,4:39.0,T. Harris makes 2-pt layup from 1 ft,,74,69
263,3,4:19.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,74,69
264,3,4:17.0,,Offensive rebound by C. Zeller,74,69
265,3,4:00.0,,Turnover by C. Zeller (3 sec),74,69
266,3,4:00.0,,M. Belinelli enters the game for N. Batum,74,69
267,3,3:44.0,M. Morris misses 2-pt jump shot from 19 ft,,74,69
268,3,3:43.0,,Defensive rebound by K. Walker,74,69
269,3,3:25.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,74,69
270,3,3:24.0,Defensive rebound by M. Morris,,74,69
271,3,3:16.0,I. Smith misses 3-pt jump shot from 25 ft,,74,69
272,3,3:15.0,,Defensive rebound by F. Kaminsky,74,69
273,3,3:07.0,,K. Walker misses 2-pt layup from 1 ft,74,69
274,3,3:06.0,Defensive rebound by A. Baynes,,74,69
275,3,3:00.0,A. Baynes misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,74,69
276,3,3:00.0,Offensive rebound by Team,,74,69
277,3,3:00.0,J. Leuer enters the game for M. Morris,,74,69
278,3,2:53.0,Personal foul by K. Walker (drawn by A. Baynes),,74,69
279,3,2:53.0,,Charlotte full timeout,74,69
280,3,2:53.0,,J. Lamb enters the game for M. Kidd-Gilchrist,74,69
281,3,2:53.0,,S. Hawes enters the game for F. Kaminsky,74,69
282,3,2:36.0,I. Smith misses 3-pt jump shot from 30 ft,,74,69
283,3,2:35.0,Offensive rebound by Team,,74,69
284,3,2:35.0,,R. Hibbert enters the game for C. Zeller,74,69
285,3,2:21.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,,76,69
286,3,2:05.0,,M. Belinelli misses 2-pt jump shot from 16 ft,76,69
287,3,2:04.0,Defensive rebound by Team,,76,69
288,3,2:04.0,,Loose ball foul by R. Hibbert (drawn by A. Baynes),76,69
289,3,1:50.0,J. Leuer makes 2-pt hook shot from 11 ft,,78,69
290,3,1:36.0,,Shooting foul by K. Caldwell-Pope (drawn by M. Belinelli),78,69
291,3,1:36.0,,M. Belinelli makes free throw 1 of 2,78,70
292,3,1:36.0,,M. Belinelli makes free throw 2 of 2,78,71
293,3,1:24.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft,,81,71
294,3,1:05.0,,Shooting foul by J. Leuer (drawn by K. Walker),81,71
295,3,1:05.0,,K. Walker misses free throw 1 of 2,81,71
296,3,1:05.0,,Offensive rebound by Team,81,71
297,3,1:05.0,,K. Walker makes free throw 2 of 2,81,72
298,3,0:52.0,Turnover by A. Baynes (offensive goaltending),,81,72
299,3,0:38.0,Offensive charge foul by J. Lamb (drawn by A. Baynes),,81,72
300,3,0:38.0,,Turnover by J. Lamb (offensive foul),81,72
301,3,0:25.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by I. Smith),,84,72
302,3,0:04.0,,K. Walker makes 2-pt layup from 1 ft,84,74
303,4,11:39.0,A. Baynes makes 2-pt hook shot from 6 ft,,86,74
304,4,11:27.0,,J. Lamb misses 2-pt layup from 2 ft,86,74
305,4,11:26.0,Defensive rebound by A. Baynes,,86,74
306,4,11:17.0,M. Morris misses 2-pt jump shot from 22 ft,,86,74
307,4,11:16.0,Offensive rebound by J. Leuer,,86,74
308,4,11:14.0,J. Leuer makes 2-pt layup at rim,,88,74
309,4,11:14.0,,Charlotte full timeout,88,74
310,4,11:14.0,,N. Batum enters the game for J. Lamb,88,74
311,4,11:03.0,,Offensive foul by S. Hawes (drawn by D. Hilliard),88,74
312,4,11:03.0,,Turnover by S. Hawes (offensive foul),88,74
313,4,10:44.0,J. Leuer misses 3-pt jump shot from 25 ft,,88,74
314,4,10:43.0,,Defensive rebound by R. Sessions,88,74
315,4,10:35.0,,S. Hawes makes 2-pt hook shot from 10 ft (assist by R. Sessions),88,76
316,4,10:12.0,D. Hilliard makes 3-pt jump shot from 24 ft (assist by B. Udrih),,91,76
317,4,9:53.0,,N. Batum misses 2-pt jump shot from 15 ft,91,76
318,4,9:52.0,Defensive rebound by A. Baynes,,91,76
319,4,9:42.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Baynes),,91,76
320,4,9:42.0,A. Baynes makes free throw 1 of 2,,92,76
321,4,9:42.0,A. Baynes makes free throw 2 of 2,,93,76
322,4,9:27.0,,Turnover by R. Sessions (lost ball; steal by J. Leuer),93,76
323,4,9:20.0,A. Baynes misses 2-pt jump shot from 17 ft,,93,76
324,4,9:17.0,Offensive rebound by J. Leuer,,93,76
325,4,9:15.0,Turnover by J. Leuer (lost ball; steal by M. Kidd-Gilchrist),,93,76
326,4,9:03.0,,Turnover by S. Hawes (bad pass; steal by D. Hilliard),93,76
327,4,8:58.0,D. Hilliard makes 2-pt layup at rim,,95,76
328,4,8:58.0,Shooting foul by N. Batum (drawn by D. Hilliard),,95,76
329,4,8:58.0,Official timeout,,95,76
330,4,8:58.0,D. Hilliard misses free throw 1 of 1,,95,76
331,4,8:58.0,,C. Zeller enters the game for S. Hawes,95,76
332,4,8:56.0,,Defensive rebound by N. Batum,95,76
333,4,8:41.0,,N. Batum misses 2-pt jump shot from 9 ft,95,76
334,4,8:40.0,Defensive rebound by J. Leuer,,95,76
335,4,8:23.0,D. Hilliard misses 3-pt jump shot from 25 ft,,95,76
336,4,8:22.0,,Defensive rebound by C. Zeller,95,76
337,4,8:12.0,,R. Sessions misses 2-pt layup from 1 ft,95,76
338,4,8:11.0,Defensive rebound by M. Morris,,95,76
339,4,8:05.0,M. Morris misses 3-pt jump shot from 25 ft,,95,76
340,4,8:02.0,,Defensive rebound by M. Kidd-Gilchrist,95,76
341,4,7:57.0,,Personal foul by J. Leuer (drawn by M. Kidd-Gilchrist),95,76
342,4,7:49.0,,R. Sessions makes 2-pt jump shot from 9 ft,95,78
343,4,7:34.0,B. Udrih makes 2-pt jump shot from 17 ft,,97,78
344,4,7:24.0,,Shooting foul by B. Udrih (drawn by R. Sessions),97,78
345,4,7:24.0,,R. Sessions makes free throw 1 of 2,97,79
346,4,7:24.0,T. Harris enters the game for J. Leuer,,97,79
347,4,7:24.0,,R. Sessions makes free throw 2 of 2,97,80
348,4,7:15.0,Personal foul by M. Belinelli (drawn by D. Hilliard),,97,80
349,4,7:04.0,T. Harris misses 3-pt jump shot from 25 ft,,97,80
350,4,7:03.0,,Defensive rebound by N. Batum,97,80
351,4,6:55.0,,C. Zeller makes 2-pt jump shot from 8 ft (assist by R. Sessions),97,82
352,4,6:38.0,M. Morris makes 2-pt jump shot from 19 ft,,99,82
353,4,6:18.0,,N. Batum misses 2-pt jump shot from 14 ft,99,82
354,4,6:17.0,Defensive rebound by T. Harris,,99,82
355,4,6:07.0,Personal foul by M. Kidd-Gilchrist (drawn by M. Morris),,99,82
356,4,6:07.0,,K. Walker enters the game for R. Sessions,99,82
357,4,6:07.0,I. Smith enters the game for B. Udrih,,99,82
358,4,5:56.0,,Offensive charge foul by T. Harris (drawn by M. Kidd-Gilchrist),99,82
359,4,5:56.0,Turnover by T. Harris (offensive foul),,99,82
360,4,5:56.0,,Charlotte full timeout,99,82
361,4,5:56.0,J. Leuer enters the game for A. Baynes,,99,82
362,4,5:56.0,K. Caldwell-Pope enters the game for D. Hilliard,,99,82
363,4,5:46.0,,C. Zeller misses 2-pt layup from 2 ft,99,82
364,4,5:45.0,Defensive rebound by J. Leuer,,99,82
365,4,5:33.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,99,82
366,4,5:32.0,,Defensive rebound by C. Zeller,99,82
367,4,5:27.0,,Personal foul by J. Leuer (drawn by K. Walker),99,82
368,4,5:18.0,,M. Belinelli misses 3-pt jump shot from 25 ft,99,82
369,4,5:17.0,Defensive rebound by T. Harris,,99,82
370,4,4:56.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,99,82
371,4,4:54.0,,Defensive rebound by C. Zeller,99,82
372,4,4:45.0,,Turnover by K. Walker (lost ball),99,82
373,4,4:26.0,K. Caldwell-Pope misses 2-pt jump shot from 4 ft (block by C. Zeller),,99,82
374,4,4:24.0,Offensive rebound by K. Caldwell-Pope,,99,82
