,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
39,1,6:13.0,Offensive rebound by Team,,8,12
40,1,6:09.0,D. DeRozan misses 2-pt jump shot from 14 ft,,8,12
41,1,6:08.0,Offensive rebound by J. Valančiūnas,,8,12
42,1,6:08.0,J. Valančiūnas misses 2-pt layup from 1 ft,,8,12
43,1,6:07.0,Offensive rebound by J. Valančiūnas,,8,12
44,1,6:07.0,J. Valančiūnas makes 2-pt layup from 3 ft,,10,12
45,1,5:52.0,,R. Lopez misses 2-pt layup from 3 ft (block by J. Poeltl),10,12
46,1,5:51.0,,Offensive rebound by Team,10,12
47,1,5:43.0,,Turnover by J. Butler (lost ball; steal by D. Carroll),10,12
48,1,5:21.0,Turnover by K. Lowry (bad pass; steal by J. Grant),,10,12
49,1,5:16.0,,J. Grant misses 3-pt jump shot from 24 ft,10,12
50,1,5:15.0,Defensive rebound by K. Lowry,,10,12
51,1,5:07.0,J. Valančiūnas makes 2-pt layup from 3 ft (assist by K. Lowry),,12,12
52,1,4:56.0,,M. Carter-Williams makes 2-pt layup from 3 ft,12,14
53,1,4:47.0,K. Lowry misses 3-pt jump shot from 25 ft,,12,14
54,1,4:46.0,,Defensive rebound by R. Lopez,12,14
55,1,4:34.0,C. Joseph enters the game for K. Lowry,,12,14
56,1,4:34.0,L. Nogueira enters the game for J. Poeltl,,12,14
57,1,4:34.0,,D. McDermott enters the game for J. Grant,12,14
58,1,4:17.0,,J. Butler misses 3-pt jump shot from 25 ft,12,14
59,1,4:17.0,Defensive rebound by D. DeRozan,,12,14
60,1,4:09.0,D. DeRozan makes 2-pt jump shot from 18 ft,,14,14
61,1,3:52.0,,J. Butler misses 2-pt jump shot from 7 ft,14,14
62,1,3:52.0,Defensive rebound by J. Valančiūnas,,14,14
63,1,3:42.0,Def 3 sec tech foul by R. Lopez,,14,14
64,1,3:42.0,D. DeRozan makes technical free throw,,15,14
65,1,3:42.0,,B. Portis enters the game for T. Gibson,15,14
66,1,3:42.0,,R. Rondo enters the game for M. Carter-Williams,15,14
67,1,3:34.0,Turnover by C. Joseph (bad pass; steal by J. Butler),,15,14
68,1,3:32.0,,J. Butler makes 2-pt layup from 3 ft,15,16
69,1,3:10.0,D. DeRozan misses 2-pt layup from 3 ft,,15,16
70,1,3:09.0,Offensive rebound by J. Valančiūnas,,15,16
71,1,3:09.0,J. Valančiūnas makes 2-pt layup from 3 ft,,17,16
72,1,3:02.0,,Turnover by R. Rondo (bad pass; steal by C. Joseph),17,16
73,1,2:53.0,J. Valančiūnas misses 2-pt jump shot from 5 ft (block by B. Portis),,17,16
74,1,2:51.0,,Defensive rebound by R. Lopez,17,16
75,1,2:40.0,,Shooting foul by J. Valančiūnas (drawn by B. Portis),17,16
76,1,2:40.0,,Chicago full timeout,17,16
77,1,2:40.0,Technical foul by J. Valančiūnas,,17,16
78,1,2:40.0,,J. Butler makes technical free throw,17,17
79,1,2:40.0,,B. Portis makes free throw 1 of 2,17,18
80,1,2:40.0,J. Poeltl enters the game for J. Valančiūnas,,17,16
81,1,2:40.0,,B. Portis makes free throw 2 of 2,17,19
82,1,2:23.0,D. DeRozan misses 2-pt jump shot from 18 ft,,17,19
83,1,2:23.0,,Defensive rebound by B. Portis,17,19
84,1,2:04.0,,B. Portis misses 2-pt jump shot from 16 ft,17,19
85,1,2:03.0,Defensive rebound by C. Joseph,,17,19
86,1,1:55.0,C. Joseph misses 2-pt jump shot from 21 ft,,17,19
87,1,1:54.0,,Defensive rebound by D. McDermott,17,19
88,1,1:46.0,,D. McDermott misses 3-pt jump shot from 25 ft,17,19
89,1,1:45.0,Defensive rebound by J. Poeltl,,17,19
90,1,1:32.0,Personal foul by D. McDermott (drawn by D. Carroll),,17,19
91,1,1:32.0,,C. Felício enters the game for R. Lopez,17,19
92,1,1:18.0,Turnover by Team (shot clock),,17,19
93,1,1:02.0,,Turnover by R. Rondo (bad pass; steal by L. Nogueira),17,19
94,1,1:02.0,Personal foul by J. Butler (drawn by L. Nogueira),,17,19
95,1,1:02.0,L. Nogueira makes free throw 1 of 2,,18,19
96,1,1:02.0,L. Nogueira misses free throw 2 of 2,,18,19
97,1,1:02.0,,Defensive rebound by D. McDermott,18,19
98,1,0:45.0,,B. Portis makes 3-pt jump shot from 22 ft (assist by J. Butler),18,22
99,1,0:27.0,Turnover by L. Nogueira (bad pass; steal by C. Felício),,18,22
100,1,0:22.0,,B. Portis misses 2-pt layup from 2 ft,18,22
101,1,0:22.0,,Offensive rebound by C. Felício,18,22
102,1,0:22.0,,C. Felício makes 2-pt dunk at rim,18,24
103,2,11:48.0,,D. McDermott makes 2-pt jump shot from 17 ft (assist by C. Felício),18,26
104,2,11:24.0,Turnover by J. Poeltl (bad pass),,18,26
105,2,11:08.0,,R. Rondo makes 2-pt layup from 4 ft,18,28
106,2,10:58.0,Shooting foul by D. McDermott (drawn by N. Powell),,18,28
107,2,10:58.0,,Technical foul by D. McDermott,18,28
108,2,10:58.0,K. Lowry makes technical free throw,,19,28
109,2,10:58.0,N. Powell makes free throw 1 of 2,,20,28
110,2,10:58.0,N. Powell makes free throw 2 of 2,,21,28
111,2,10:43.0,,R. Rondo misses 2-pt layup from 3 ft,21,28
112,2,10:41.0,,Offensive rebound by C. Felício,21,28
113,2,10:41.0,,C. Felício makes 2-pt dunk at rim,21,30
114,2,10:16.0,J. Poeltl makes 2-pt dunk at rim (assist by N. Powell),,23,30
115,2,9:54.0,,B. Portis misses 3-pt jump shot from 26 ft,23,30
116,2,9:53.0,Defensive rebound by C. Joseph,,23,30
117,2,9:40.0,K. Lowry misses 3-pt jump shot from 25 ft,,23,30
118,2,9:39.0,,Defensive rebound by R. Rondo,23,30
119,2,9:33.0,,R. Rondo makes 2-pt jump shot from 20 ft,23,32
120,2,9:19.0,J. Poeltl makes 2-pt layup from 2 ft (assist by N. Powell),,25,32
121,2,9:01.0,,D. McDermott misses 2-pt jump shot from 14 ft,25,32
122,2,9:00.0,Defensive rebound by L. Nogueira,,25,32
123,2,8:45.0,L. Nogueira misses 2-pt layup from 3 ft,,25,32
124,2,8:44.0,,Defensive rebound by D. Valentine,25,32
125,2,8:32.0,,Shooting foul by C. Joseph (drawn by B. Portis),25,32
126,2,8:32.0,,Chicago full timeout,25,32
127,2,8:32.0,,B. Portis misses free throw 1 of 2,25,32
128,2,8:32.0,,Offensive rebound by Team,25,32
129,2,8:32.0,J. Valančiūnas enters the game for J. Poeltl,,25,32
130,2,8:32.0,P. Siakam enters the game for L. Nogueira,,25,32
131,2,8:32.0,,B. Portis makes free throw 2 of 2,25,33
132,2,8:14.0,P. Siakam makes 2-pt hook shot from 4 ft (assist by N. Powell),,27,33
133,2,7:54.0,,B. Portis misses 2-pt jump shot from 7 ft,27,33
134,2,7:53.0,,Offensive rebound by Team,27,33
135,2,7:45.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Rondo),27,36
136,2,7:32.0,Turnover by N. Powell (bad pass),,27,36
137,2,7:32.0,,T. Gibson enters the game for B. Portis,27,36
138,2,7:17.0,,C. Felício makes 2-pt dunk at rim (assist by D. McDermott),27,38
139,2,7:05.0,K. Lowry makes 2-pt jump shot from 17 ft,,29,38
140,2,6:54.0,,Personal foul by N. Powell (drawn by D. McDermott),29,38
141,2,6:54.0,D. DeRozan enters the game for C. Joseph,,29,38
142,2,6:54.0,,J. Butler enters the game for D. Valentine,29,38
143,2,6:54.0,D. Carroll enters the game for N. Powell,,29,38
144,2,6:40.0,,T. Gibson misses 3-pt jump shot from 23 ft,29,38
145,2,6:39.0,Defensive rebound by D. DeRozan,,29,38
146,2,6:34.0,P. Siakam misses 2-pt layup from 2 ft,,29,38
147,2,6:33.0,,Defensive rebound by C. Felício,29,38
148,2,6:26.0,,Personal foul by P. Siakam (drawn by D. McDermott),29,38
149,2,6:10.0,,R. Rondo makes 3-pt jump shot from 24 ft,29,41
150,2,5:48.0,Turnover by K. Lowry (bad pass; steal by J. Butler),,29,41
151,2,5:42.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),29,43
152,2,5:42.0,Toronto full timeout,,29,43
153,2,5:30.0,D. DeRozan misses 2-pt jump shot from 17 ft,,29,43
154,2,5:28.0,Offensive rebound by J. Valančiūnas,,29,43
155,2,5:28.0,J. Valančiūnas makes 2-pt layup from 3 ft,,31,43
156,2,5:18.0,,Turnover by R. Rondo (bad pass),31,43
157,2,5:10.0,D. DeRozan misses 2-pt layup from 3 ft,,31,43
158,2,5:09.0,,Defensive rebound by D. McDermott,31,43
159,2,5:04.0,,J. Butler misses 2-pt layup from 2 ft,31,43
160,2,5:03.0,,Offensive rebound by C. Felício,31,43
161,2,5:03.0,,C. Felício makes 2-pt layup from 3 ft,31,45
162,2,4:39.0,K. Lowry misses 3-pt jump shot from 24 ft,,31,45
163,2,4:38.0,,Defensive rebound by D. McDermott,31,45
164,2,4:25.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by J. Butler),31,48
165,2,4:09.0,Turnover by K. Lowry (bad pass; steal by J. Butler),,31,48
166,2,4:04.0,,T. Gibson makes 2-pt dunk at rim (assist by R. Rondo),31,50
167,2,4:02.0,Toronto full timeout,,31,50
168,2,4:02.0,J. Poeltl enters the game for P. Siakam,,31,50
169,2,3:49.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by K. Lowry),,33,50
170,2,3:29.0,,D. McDermott misses 2-pt jump shot from 17 ft,33,50
171,2,3:27.0,,Offensive rebound by J. Butler,33,50
172,2,3:23.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),33,52
173,2,2:58.0,K. Lowry misses 3-pt jump shot from 26 ft,,33,52
174,2,2:58.0,Offensive rebound by Team,,33,52
175,2,2:58.0,Personal foul by C. Felício (drawn by J. Valančiūnas),,33,52
176,2,2:58.0,,Chicago full timeout,33,52
177,2,2:58.0,N. Powell enters the game for J. Poeltl,,33,52
178,2,2:58.0,C. Joseph enters the game for K. Lowry,,33,52
179,2,2:45.0,C. Joseph misses 2-pt layup from 3 ft,,33,52
180,2,2:44.0,Offensive rebound by J. Valančiūnas,,33,52
181,2,2:44.0,J. Valančiūnas misses 2-pt layup from 2 ft,,33,52
182,2,2:44.0,Offensive rebound by Team,,33,52
183,2,2:42.0,,Loose ball foul by J. Butler (drawn by C. Joseph),33,52
184,2,2:30.0,N. Powell makes 2-pt layup from 3 ft (assist by D. DeRozan),,35,52
185,2,2:11.0,,D. McDermott makes 2-pt layup from 3 ft (assist by J. Butler),35,54
186,2,1:51.0,D. Carroll misses 3-pt jump shot from 25 ft,,35,54
187,2,1:49.0,,Defensive rebound by C. Felício,35,54
188,2,1:44.0,,Shooting foul by J. Valančiūnas (drawn by J. Butler),35,54
189,2,1:44.0,,J. Butler makes free throw 1 of 2,35,55
190,2,1:44.0,,J. Grant enters the game for D. McDermott,35,55
191,2,1:44.0,L. Nogueira enters the game for J. Valančiūnas,,35,55
192,2,1:44.0,,J. Butler makes free throw 2 of 2,35,56
193,2,1:34.0,L. Nogueira makes 2-pt layup from 1 ft (assist by N. Powell),,37,56
194,2,1:34.0,Shooting foul by J. Grant (drawn by L. Nogueira),,37,56
195,2,1:34.0,L. Nogueira misses free throw 1 of 1,,37,56
196,2,1:31.0,,Defensive rebound by T. Gibson,37,56
197,2,1:09.0,,C. Felício misses 2-pt jump shot from 12 ft,37,56
198,2,1:08.0,Defensive rebound by L. Nogueira,,37,56
199,2,1:04.0,Shooting foul by J. Grant (drawn by D. Carroll),,37,56
200,2,1:04.0,D. Carroll makes free throw 1 of 2,,38,56
201,2,1:04.0,D. Carroll makes free throw 2 of 2,,39,56
202,2,0:57.0,,Personal foul by N. Powell (drawn by J. Butler),39,56
203,2,0:57.0,,J. Butler makes free throw 1 of 2,39,57
204,2,0:57.0,,J. Butler misses free throw 2 of 2,39,57
205,2,0:57.0,,M. Carter-Williams enters the game for J. Grant,39,57
206,2,0:55.0,Defensive rebound by L. Nogueira,,39,57
207,2,0:43.0,Offensive foul by L. Nogueira (drawn by M. Carter-Williams),,39,57
208,2,0:43.0,Turnover by L. Nogueira (offensive foul),,39,57
209,2,0:29.0,,Turnover by R. Rondo (bad pass; steal by D. Carroll),39,57
210,2,0:25.0,Turnover by D. DeRozan (lost ball; steal by M. Carter-Williams),,39,57
211,2,0:25.0,,Personal foul by D. DeRozan (drawn by M. Carter-Williams),39,57
212,2,0:25.0,,M. Carter-Williams makes free throw 1 of 2,39,58
213,2,0:25.0,,M. Carter-Williams misses free throw 2 of 2,39,58
214,2,0:25.0,,I. Canaan enters the game for J. Butler,39,58
215,2,0:21.0,Defensive rebound by D. Carroll,,39,58
216,2,0:06.0,Offensive foul by L. Nogueira (drawn by I. Canaan),,39,58
217,2,0:06.0,Turnover by L. Nogueira (offensive foul),,39,58
218,2,0:06.0,,J. Butler enters the game for T. Gibson,39,58
219,2,0:06.0,,D. McDermott enters the game for M. Carter-Williams,39,58
220,2,0:00.0,,J. Butler misses 2-pt jump shot from 21 ft,39,58
221,2,0:00.0,,Offensive rebound by Team,39,58
222,3,11:45.0,,R. Lopez makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),39,60
223,3,11:21.0,N. Powell misses 2-pt layup from 3 ft (block by R. Lopez),,39,60
224,3,11:19.0,Offensive rebound by N. Powell,,39,60
225,3,11:18.0,Turnover by Team (shot clock),,39,60
226,3,11:05.0,,Personal foul by N. Powell (drawn by J. Butler),39,60
227,3,10:49.0,,J. Grant misses 3-pt jump shot from 25 ft,39,60
228,3,10:48.0,Defensive rebound by D. DeRozan,,39,60
229,3,10:37.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by M. Carter-Williams),,39,60
230,3,10:37.0,Offensive rebound by Team,,39,60
231,3,10:30.0,N. Powell makes 2-pt layup from 4 ft,,41,60
232,3,10:18.0,,Turnover by J. Grant (bad pass; steal by N. Powell),41,60
233,3,10:14.0,N. Powell makes 2-pt layup from 3 ft,,43,60
234,3,9:55.0,,R. Lopez misses 2-pt layup from 3 ft,43,60
235,3,9:55.0,,Offensive rebound by Team,43,60
236,3,9:55.0,Loose ball foul by K. Lowry (drawn by J. Grant),,43,60
237,3,9:48.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Butler),43,62
238,3,9:26.0,Turnover by J. Valančiūnas (lost ball),,43,62
239,3,9:12.0,,Turnover by J. Butler (bad pass; steal by D. Carroll),43,62
240,3,9:11.0,Personal foul by M. Carter-Williams (drawn by N. Powell),,43,62
241,3,9:07.0,Personal foul by R. Lopez (drawn by J. Valančiūnas),,43,62
242,3,9:07.0,,Violation by Team (jump ball),43,62
243,3,9:00.0,Turnover by K. Lowry (traveling),,43,62
244,3,8:42.0,,Turnover by R. Lopez (3 sec),43,62
245,3,8:32.0,D. DeRozan misses 2-pt jump shot from 8 ft,,43,62
246,3,8:31.0,,Defensive rebound by T. Gibson,43,62
247,3,8:19.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Butler),43,64
248,3,8:09.0,Turnover by K. Lowry (lost ball),,43,64
249,3,7:55.0,,R. Lopez misses 2-pt jump shot from 16 ft,43,64
250,3,7:55.0,,Offensive rebound by Team,43,64
251,3,7:55.0,Loose ball foul by D. Carroll (drawn by T. Gibson),,43,64
252,3,7:49.0,,J. Grant makes 2-pt jump shot from 13 ft,43,66
253,3,7:36.0,K. Lowry makes 3-pt jump shot from 26 ft,,46,66
254,3,7:19.0,,T. Gibson misses 2-pt layup from 2 ft,46,66
255,3,7:18.0,,Offensive rebound by R. Lopez,46,66
256,3,7:18.0,,R. Lopez misses 2-pt layup from 2 ft,46,66
257,3,7:17.0,Defensive rebound by J. Valančiūnas,,46,66
258,3,7:06.0,Personal foul by T. Gibson (drawn by K. Lowry),,46,66
259,3,6:58.0,J. Valančiūnas misses 2-pt layup from 3 ft (block by J. Grant),,46,66
260,3,6:56.0,,Defensive rebound by M. Carter-Williams,46,66
261,3,6:49.0,,Shooting foul by D. DeRozan (drawn by J. Butler),46,66
262,3,6:49.0,,J. Butler misses free throw 1 of 2,46,66
263,3,6:49.0,,Offensive rebound by Team,46,66
264,3,6:49.0,,J. Butler makes free throw 2 of 2,46,67
265,3,6:38.0,Shooting foul by J. Grant (drawn by N. Powell),,46,67
266,3,6:38.0,N. Powell misses free throw 1 of 2,,46,67
267,3,6:38.0,Offensive rebound by Team,,46,67
268,3,6:38.0,L. Nogueira enters the game for J. Valančiūnas,,46,67
269,3,6:38.0,N. Powell makes free throw 2 of 2,,47,67
270,3,6:19.0,,R. Lopez misses 2-pt jump shot from 18 ft,47,67
271,3,6:18.0,Defensive rebound by N. Powell,,47,67
272,3,6:13.0,D. Carroll misses 3-pt jump shot from 25 ft,,47,67
273,3,6:12.0,,Defensive rebound by T. Gibson,47,67
274,3,6:02.0,,Chicago full timeout,47,67
275,3,5:56.0,,J. Grant misses 2-pt layup from 3 ft,47,67
276,3,5:55.0,Defensive rebound by K. Lowry,,47,67
277,3,5:46.0,K. Lowry makes 2-pt layup from 2 ft,,49,67
278,3,5:31.0,,Offensive foul by J. Grant (drawn by K. Lowry),49,67
279,3,5:31.0,,Turnover by J. Grant (offensive foul),49,67
280,3,5:31.0,,D. McDermott enters the game for J. Grant,49,67
281,3,5:18.0,D. DeRozan makes 2-pt layup from 3 ft,,51,67
282,3,5:04.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),51,70
283,3,4:48.0,N. Powell misses 3-pt jump shot from 26 ft,,51,70
284,3,4:47.0,,Defensive rebound by M. Carter-Williams,51,70
285,3,4:43.0,,Personal foul by K. Lowry (drawn by D. McDermott),51,70
286,3,4:43.0,,D. McDermott makes free throw 1 of 2,51,71
287,3,4:43.0,,B. Portis enters the game for T. Gibson,51,71
288,3,4:43.0,,D. McDermott makes free throw 2 of 2,51,72
289,3,4:33.0,N. Powell misses 3-pt jump shot from 25 ft,,51,72
290,3,4:32.0,,Defensive rebound by B. Portis,51,72
291,3,4:20.0,,Turnover by R. Lopez (traveling),51,72
292,3,3:58.0,K. Lowry misses 2-pt layup from 3 ft,,51,72
293,3,3:57.0,Offensive rebound by D. DeRozan,,51,72
294,3,3:52.0,N. Powell misses 3-pt jump shot from 25 ft,,51,72
295,3,3:51.0,,Defensive rebound by B. Portis,51,72
296,3,3:42.0,,Turnover by R. Lopez (lost ball; steal by N. Powell),51,72
297,3,3:40.0,Shooting foul by D. McDermott (drawn by N. Powell),,51,72
298,3,3:40.0,N. Powell makes free throw 1 of 2,,52,72
299,3,3:40.0,,R. Rondo enters the game for M. Carter-Williams,52,72
300,3,3:40.0,N. Powell makes free throw 2 of 2,,53,72
301,3,3:24.0,,Turnover by B. Portis (lost ball),53,72
302,3,3:17.0,K. Lowry makes 3-pt jump shot from 25 ft,,56,72
303,3,2:59.0,,J. Butler misses 2-pt jump shot from 22 ft,56,72
304,3,2:59.0,,Offensive rebound by Team,56,72
305,3,2:59.0,Toronto full timeout,,56,72
306,3,2:59.0,C. Joseph enters the game for D. Carroll,,56,72
307,3,2:49.0,,J. Butler misses 2-pt jump shot from 11 ft,56,72
308,3,2:48.0,,Offensive rebound by R. Rondo,56,72
309,3,2:40.0,,R. Rondo makes 2-pt jump shot from 16 ft,56,74
310,3,2:21.0,N. Powell makes 2-pt layup from 3 ft (assist by D. DeRozan),,58,74
311,3,2:11.0,,Shooting foul by N. Powell (drawn by J. Butler),58,74
312,3,2:11.0,,J. Butler makes free throw 1 of 2,58,75
313,3,2:11.0,D. Wright enters the game for N. Powell,,58,75
314,3,2:11.0,,D. Valentine enters the game for B. Portis,58,75
315,3,2:11.0,,J. Butler makes free throw 2 of 2,58,76
316,3,2:02.0,D. DeRozan makes 2-pt dunk at rim,,60,76
317,3,1:36.0,,R. Lopez makes 2-pt jump shot from 5 ft (assist by J. Butler),60,78
318,3,1:19.0,Shooting foul by J. Butler (drawn by D. DeRozan),,60,78
319,3,1:19.0,D. DeRozan makes free throw 1 of 2,,61,78
320,3,1:19.0,,C. Felício enters the game for R. Lopez,61,78
321,3,1:19.0,D. DeRozan makes free throw 2 of 2,,62,78
322,3,0:57.0,,R. Rondo misses 2-pt layup from 4 ft,62,78
323,3,0:56.0,Defensive rebound by C. Joseph,,62,78
324,3,0:44.0,L. Nogueira makes 2-pt layup from 2 ft (assist by D. Wright),,64,78
325,3,0:21.0,,C. Felício misses 2-pt layup from 3 ft,64,78
326,3,0:20.0,Defensive rebound by K. Lowry,,64,78
327,3,0:02.0,K. Lowry misses 3-pt jump shot from 26 ft,,64,78
328,3,0:00.0,,Defensive rebound by R. Rondo,64,78
329,4,11:44.0,C. Joseph makes 2-pt jump shot from 19 ft (assist by D. Carroll),,66,78
330,4,11:30.0,,Personal foul by D. Carroll (drawn by M. Carter-Williams),66,78
331,4,11:24.0,,Turnover by D. Valentine (lost ball; steal by K. Lowry),66,78
332,4,11:13.0,D. Carroll misses 3-pt jump shot from 26 ft,,66,78
333,4,11:11.0,,Defensive rebound by D. Valentine,66,78
334,4,11:05.0,,D. Valentine misses 3-pt jump shot from 26 ft,66,78
335,4,11:03.0,Defensive rebound by D. Carroll,,66,78
336,4,10:56.0,C. Joseph makes 2-pt layup from 3 ft,,68,78
337,4,10:39.0,,Personal foul by L. Nogueira (drawn by M. Carter-Williams),68,78
338,4,10:25.0,,D. Valentine makes 3-pt jump shot from 23 ft (assist by R. Rondo),68,81
339,4,10:11.0,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),,70,81
340,4,9:41.0,,D. McDermott makes 2-pt jump shot from 17 ft (assist by R. Rondo),70,83
341,4,9:31.0,Personal foul by M. Carter-Williams (drawn by K. Lowry),,70,83
342,4,9:21.0,K. Lowry makes 3-pt jump shot from 25 ft,,73,83
343,4,9:03.0,,R. Rondo misses 2-pt jump shot from 22 ft,73,83
344,4,9:02.0,Defensive rebound by D. Carroll,,73,83
345,4,8:53.0,Turnover by L. Nogueira (lost ball; steal by C. Felício),,73,83
346,4,8:50.0,,Shooting foul by D. Wright (drawn by C. Felício),73,83
347,4,8:50.0,,Chicago full timeout,73,83
348,4,8:50.0,,C. Felício makes free throw 1 of 2,73,84
349,4,8:50.0,J. Poeltl enters the game for L. Nogueira,,73,83
350,4,8:50.0,,C. Felício makes free throw 2 of 2,73,85
351,4,8:39.0,D. Wright misses 3-pt jump shot from 23 ft,,73,85
352,4,8:38.0,Offensive rebound by C. Joseph,,73,85
353,4,8:21.0,C. Joseph makes 2-pt jump shot from 13 ft,,75,85
354,4,8:02.0,,Turnover by R. Rondo (lost ball),75,85
355,4,7:41.0,D. Wright makes 2-pt jump shot from 11 ft,,77,85
356,4,7:17.0,,Shooting foul by D. Carroll (drawn by M. Carter-Williams),77,85
357,4,7:17.0,,M. Carter-Williams makes free throw 1 of 2,77,86
358,4,7:17.0,,M. Carter-Williams misses free throw 2 of 2,77,86
359,4,7:17.0,,J. Butler enters the game for R. Rondo,77,86
360,4,7:17.0,D. DeRozan enters the game for K. Lowry,,77,86
361,4,7:15.0,Defensive rebound by D. Carroll,,77,86
362,4,6:57.0,D. DeRozan misses 3-pt jump shot from 25 ft,,77,86
363,4,6:56.0,,Defensive rebound by M. Carter-Williams,77,86
364,4,6:50.0,,D. McDermott misses 3-pt jump shot from 26 ft,77,86
365,4,6:48.0,Defensive rebound by D. Wright,,77,86
366,4,6:28.0,C. Joseph misses 2-pt jump shot from 14 ft,,77,86
367,4,6:27.0,,Defensive rebound by M. Carter-Williams,77,86
368,4,6:19.0,,D. McDermott makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),77,88
369,4,6:00.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,80,88
370,4,5:45.0,,D. McDermott misses 2-pt jump shot from 15 ft,80,88
371,4,5:44.0,Defensive rebound by D. Carroll,,80,88
372,4,5:36.0,Shooting foul by M. Carter-Williams (drawn by D. DeRozan),,80,88
373,4,5:36.0,,Chicago full timeout,80,88
374,4,5:36.0,D. DeRozan misses free throw 1 of 2,,80,88
375,4,5:36.0,Offensive rebound by Team,,80,88
376,4,5:36.0,L. Nogueira enters the game for J. Poeltl,,80,88
377,4,5:36.0,D. DeRozan makes free throw 2 of 2,,81,88
378,4,5:15.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by J. Butler),81,91
379,4,4:57.0,D. DeRozan misses 2-pt jump shot from 17 ft,,81,91
380,4,4:56.0,,Defensive rebound by D. Valentine,81,91
381,4,4:51.0,,D. McDermott makes 2-pt layup from 3 ft (assist by D. Valentine),81,93
382,4,4:33.0,Personal foul by M. Carter-Williams (drawn by C. Joseph),,81,93
383,4,4:33.0,K. Lowry enters the game for D. Wright,,81,93
