,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
0,1,11:46.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),0,2
1,1,11:26.0,D. Williams makes 3-pt jump shot from 25 ft (assist by D. Waiters),,3,2
2,1,11:12.0,,B. Beal makes 2-pt jump shot from 7 ft (assist by J. Wall),3,4
3,1,10:55.0,D. Waiters makes 2-pt jump shot from 18 ft,,5,4
4,1,10:43.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),5,6
5,1,10:25.0,D. Williams makes 2-pt jump shot from 17 ft (assist by D. Waiters),,7,6
6,1,10:10.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by B. Beal),7,8
7,1,9:51.0,D. Williams misses 3-pt jump shot from 24 ft,,7,8
8,1,9:50.0,,Defensive rebound by O. Porter,7,8
9,1,9:43.0,,M. Morris misses 3-pt jump shot from 27 ft,7,8
10,1,9:42.0,Defensive rebound by G. Dragić,,7,8
11,1,9:22.0,Shooting foul by B. Beal (drawn by G. Dragić),,7,8
12,1,9:22.0,G. Dragić makes free throw 1 of 2,,8,8
13,1,9:22.0,G. Dragić makes free throw 2 of 2,,9,8
14,1,9:13.0,,J. Wall misses 2-pt jump shot from 15 ft,9,8
15,1,9:12.0,Defensive rebound by G. Dragić,,9,8
16,1,8:57.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),,11,8
17,1,8:47.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),11,10
18,1,8:24.0,,Offensive charge foul by D. Williams (drawn by J. Wall),11,10
19,1,8:24.0,Turnover by D. Williams (offensive foul),,11,10
20,1,8:13.0,,M. Gortat makes 2-pt hook shot from 3 ft (assist by J. Wall),11,12
21,1,8:12.0,Miami full timeout,,11,12
22,1,8:00.0,Turnover by J. Richardson (lost ball; steal by O. Porter),,11,12
23,1,7:46.0,,M. Gortat makes 2-pt jump shot from 9 ft (assist by J. Wall),11,14
24,1,7:23.0,D. Williams makes 2-pt jump shot from 22 ft (assist by D. Waiters),,13,14
25,1,7:11.0,,B. Beal misses 2-pt jump shot from 16 ft (block by J. Richardson),13,14
26,1,7:10.0,Defensive rebound by D. Williams,,13,14
27,1,7:01.0,Turnover by G. Dragić (step out of bounds),,13,14
28,1,6:51.0,Violation by H. Whiteside (def goaltending),,13,14
29,1,6:51.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by B. Beal),13,16
30,1,6:37.0,H. Whiteside misses 2-pt jump shot from 12 ft,,13,16
31,1,6:36.0,Offensive rebound by D. Williams,,13,16
32,1,6:32.0,D. Williams misses 2-pt layup from 3 ft,,13,16
33,1,6:31.0,Offensive rebound by D. Williams,,13,16
34,1,6:29.0,D. Williams misses 2-pt layup from 1 ft,,13,16
35,1,6:29.0,Offensive rebound by J. Richardson,,13,16
36,1,6:26.0,D. Waiters misses 2-pt layup from 2 ft (block by M. Gortat),,13,16
37,1,6:26.0,,Defensive rebound by B. Beal,13,16
38,1,6:10.0,,Personal foul by D. Waiters (drawn by M. Gortat),13,16
39,1,6:10.0,,Turnover by B. Beal (lost ball),13,16
40,1,6:00.0,H. Whiteside makes 2-pt jump shot from 3 ft,,15,16
41,1,5:45.0,,M. Gortat misses 2-pt jump shot from 4 ft,15,16
42,1,5:44.0,Defensive rebound by J. Richardson,,15,16
43,1,5:41.0,Shooting foul by B. Beal (drawn by G. Dragić),,15,16
44,1,5:41.0,G. Dragić makes free throw 1 of 2,,16,16
45,1,5:41.0,,M. Thornton enters the game for B. Beal,16,16
