,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
0,1,11:37.0,,R. Gobert misses 2-pt layup from 2 ft (block by D. Green),0,0
1,1,11:37.0,,Offensive rebound by Team,0,0
2,1,11:35.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by G. Hayward),0,3
3,1,11:22.0,Turnover by D. Dedmon (lost ball; steal by G. Hill),,0,3
4,1,11:16.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),0,5
5,1,11:15.0,San Antonio full timeout,,0,5
6,1,10:58.0,T. Parker makes 2-pt jump shot from 19 ft,,2,5
7,1,10:46.0,,Personal foul by K. Leonard (drawn by G. Hayward),2,5
8,1,10:39.0,,J. Ingles misses 3-pt jump shot from 23 ft,2,5
9,1,10:37.0,Defensive rebound by Team,,2,5
10,1,10:18.0,K. Leonard misses 2-pt jump shot from 20 ft,,2,5
11,1,10:17.0,,Defensive rebound by R. Gobert,2,5
12,1,9:53.0,,B. Diaw misses 2-pt jump shot from 18 ft,2,5
13,1,9:53.0,Defensive rebound by K. Leonard,,2,5
14,1,9:40.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by K. Leonard),,4,5
15,1,9:15.0,,G. Hill misses 2-pt jump shot from 3 ft,4,5
16,1,9:14.0,,Offensive rebound by Team,4,5
17,1,9:07.0,,R. Gobert misses 2-pt layup from 1 ft,4,5
18,1,9:07.0,Defensive rebound by D. Green,,4,5
19,1,9:00.0,T. Parker makes 2-pt layup from 1 ft,,6,5
20,1,8:52.0,,Turnover by R. Gobert (bad pass; steal by D. Green),6,5
21,1,8:48.0,D. Green misses 2-pt layup from 1 ft (block by G. Hayward),,6,5
22,1,8:47.0,,Defensive rebound by G. Hill,6,5
23,1,8:34.0,,J. Ingles misses 2-pt layup from 2 ft,6,5
24,1,8:34.0,,Offensive rebound by G. Hill,6,5
25,1,8:22.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),6,7
26,1,8:06.0,D. Green misses 3-pt jump shot from 25 ft,,6,7
27,1,8:05.0,,Defensive rebound by B. Diaw,6,7
28,1,7:52.0,,B. Diaw makes 2-pt layup from 1 ft,6,9
29,1,7:32.0,Turnover by D. Dedmon (bad pass),,6,9
30,1,7:22.0,,G. Hill makes 2-pt layup from 2 ft (assist by B. Diaw),6,11
31,1,7:04.0,P. Gasol enters the game for D. Dedmon,,6,11
32,1,7:04.0,,S. Mack enters the game for G. Hill,6,11
33,1,6:58.0,K. Leonard misses 2-pt jump shot from 17 ft,,6,11
34,1,6:58.0,,Defensive rebound by R. Gobert,6,11
35,1,6:50.0,,Turnover by J. Ingles (bad pass; steal by L. Aldridge),6,11
36,1,6:40.0,T. Parker makes 2-pt jump shot from 14 ft,,8,11
37,1,6:22.0,,R. Gobert misses 2-pt dunk at rim,8,11
38,1,6:21.0,Defensive rebound by T. Parker,,8,11
39,1,6:11.0,D. Green misses 2-pt jump shot from 10 ft,,8,11
40,1,6:10.0,,Defensive rebound by R. Gobert,8,11
41,1,5:55.0,,S. Mack misses 2-pt jump shot from 6 ft,8,11
42,1,5:55.0,Defensive rebound by P. Gasol,,8,11
43,1,5:48.0,San Antonio full timeout,,8,11
44,1,5:48.0,,R. Hood enters the game for J. Ingles,8,11
45,1,5:48.0,,J. Johnson enters the game for B. Diaw,8,11
46,1,5:41.0,K. Leonard makes 2-pt jump shot from 7 ft,,10,11
47,1,5:28.0,,G. Hayward makes 2-pt jump shot from 9 ft (assist by S. Mack),10,13
48,1,5:14.0,Turnover by T. Parker (bad pass; steal by R. Hood),,10,13
49,1,5:11.0,,R. Hood makes 2-pt dunk at rim,10,15
50,1,4:51.0,P. Gasol makes 2-pt jump shot from 4 ft (assist by T. Parker),,12,15
51,1,4:44.0,,Personal foul by T. Parker (drawn by S. Mack),12,15
52,1,4:44.0,P. Mills enters the game for T. Parker,,12,15
53,1,4:44.0,M. Ginóbili enters the game for D. Green,,12,15
54,1,4:44.0,D. Lee enters the game for L. Aldridge,,12,15
55,1,4:26.0,,Turnover by R. Gobert (3 sec),12,15
56,1,4:08.0,P. Gasol misses 2-pt jump shot from 9 ft,,12,15
57,1,4:07.0,,Defensive rebound by R. Gobert,12,15
58,1,3:47.0,,G. Hayward makes 2-pt jump shot from 17 ft,12,17
59,1,3:37.0,Turnover by P. Mills (bad pass; steal by G. Hayward),,12,17
60,1,3:32.0,,G. Hayward misses 3-pt jump shot from 24 ft,12,17
61,1,3:31.0,,Offensive rebound by S. Mack,12,17
62,1,3:24.0,,Turnover by R. Hood (bad pass; steal by P. Mills),12,17
63,1,3:08.0,P. Gasol makes 2-pt jump shot from 8 ft,,14,17
64,1,2:51.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by R. Hood),14,20
65,1,2:35.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Leonard),,17,20
66,1,2:29.0,,Utah full timeout,17,20
67,1,2:29.0,J. Simmons enters the game for K. Leonard,,17,20
68,1,2:29.0,,D. Favors enters the game for R. Gobert,17,20
69,1,2:29.0,,J. Ingles enters the game for G. Hayward,17,20
70,1,2:29.0,,G. Hill enters the game for S. Mack,17,20
71,1,2:23.0,,J. Johnson makes 2-pt jump shot from 18 ft,17,22
72,1,2:09.0,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by P. Mills),,20,22
73,1,1:55.0,,G. Hill makes 2-pt jump shot from 2 ft (assist by D. Favors),20,24
74,1,1:40.0,J. Simmons misses 2-pt jump shot from 9 ft,,20,24
75,1,1:39.0,,Defensive rebound by Team,20,24
76,1,1:21.0,,Turnover by D. Favors (lost ball; steal by P. Gasol),20,24
77,1,1:11.0,P. Gasol misses 3-pt jump shot from 24 ft,,20,24
78,1,1:10.0,,Defensive rebound by D. Favors,20,24
79,1,0:53.0,,R. Hood misses 3-pt jump shot from 23 ft,20,24
80,1,0:53.0,Defensive rebound by P. Gasol,,20,24
81,1,0:45.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,20,24
82,1,0:45.0,,Defensive rebound by D. Favors,20,24
83,1,0:36.0,,Shooting foul by P. Mills (drawn by G. Hill),20,24
84,1,0:36.0,,G. Hill makes free throw 1 of 2,20,25
85,1,0:36.0,,G. Hill makes free throw 2 of 2,20,26
86,1,0:29.0,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,23,26
87,1,0:11.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Hood),23,29
88,1,0:05.0,Personal foul by J. Ingles (drawn by M. Ginóbili),,23,29
89,1,0:01.0,Turnover by M. Ginóbili (traveling),,23,29
90,1,0:00.0,,R. Hood makes 3-pt jump shot from 31 ft (assist by J. Johnson),23,32
91,2,11:45.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),,25,32
92,2,11:32.0,,R. Hood misses 3-pt jump shot from 24 ft,25,32
93,2,11:31.0,Defensive rebound by P. Mills,,25,32
94,2,11:23.0,Turnover by M. Ginóbili (lost ball; steal by D. Favors),,25,32
95,2,11:19.0,,Turnover by D. Favors (bad pass; steal by M. Ginóbili),25,32
96,2,11:14.0,L. Aldridge misses 3-pt jump shot from 24 ft,,25,32
97,2,11:14.0,,Defensive rebound by R. Hood,25,32
98,2,11:00.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hill),25,34
99,2,10:39.0,L. Aldridge makes 2-pt jump shot from 14 ft,,27,34
100,2,10:16.0,,Def 3 sec tech foul by J. Simmons,27,34
101,2,10:16.0,,J. Johnson misses technical free throw,27,34
102,2,10:16.0,,Offensive rebound by Team,27,34
103,2,10:16.0,D. Lee enters the game for P. Gasol,,27,34
104,2,10:16.0,D. Green enters the game for M. Ginóbili,,27,34
105,2,10:16.0,,B. Diaw enters the game for J. Johnson,27,34
106,2,10:16.0,,S. Mack enters the game for G. Hill,27,34
107,2,10:09.0,,S. Mack misses 3-pt jump shot from 23 ft,27,34
108,2,10:09.0,Defensive rebound by L. Aldridge,,27,34
109,2,9:50.0,L. Aldridge misses 2-pt jump shot from 18 ft,,27,34
110,2,9:49.0,,Defensive rebound by D. Favors,27,34
111,2,9:39.0,,J. Ingles misses 3-pt jump shot from 23 ft,27,34
112,2,9:39.0,Defensive rebound by J. Simmons,,27,34
113,2,9:26.0,Turnover by L. Aldridge (lost ball; steal by J. Ingles),,27,34
114,2,9:14.0,,D. Favors makes 2-pt jump shot from 3 ft (assist by J. Ingles),27,36
115,2,8:56.0,D. Lee makes 2-pt layup from 1 ft (assist by D. Green),,29,36
116,2,8:56.0,,Utah full timeout,29,36
117,2,8:56.0,K. Leonard enters the game for J. Simmons,,29,36
118,2,8:56.0,T. Parker enters the game for P. Mills,,29,36
119,2,8:56.0,,G. Hayward enters the game for J. Ingles,29,36
120,2,8:56.0,,D. Exum enters the game for R. Hood,29,36
121,2,8:45.0,,Turnover by D. Favors (lost ball; steal by K. Leonard),29,36
122,2,8:29.0,Turnover by D. Lee (bad pass; steal by D. Favors),,29,36
123,2,8:21.0,,G. Hayward makes 2-pt jump shot from 3 ft,29,38
124,2,7:57.0,T. Parker misses 2-pt jump shot from 21 ft,,29,38
125,2,7:56.0,,Defensive rebound by Team,29,38
126,2,7:56.0,,R. Gobert enters the game for D. Favors,29,38
127,2,7:39.0,,B. Diaw makes 2-pt jump shot from 8 ft,29,40
128,2,7:33.0,Turnover by D. Green (lost ball),,29,40
129,2,7:20.0,,Turnover by R. Gobert (lost ball; steal by L. Aldridge),29,40
130,2,7:05.0,Turnover by T. Parker (bad pass; steal by B. Diaw),,29,40
131,2,6:52.0,,B. Diaw misses 3-pt jump shot from 24 ft,29,40
132,2,6:52.0,Defensive rebound by D. Green,,29,40
133,2,6:37.0,K. Leonard misses 2-pt jump shot from 18 ft,,29,40
134,2,6:36.0,,Defensive rebound by R. Gobert,29,40
135,2,6:33.0,,Turnover by S. Mack (bad pass; steal by D. Green),29,40
136,2,6:29.0,D. Green misses 3-pt jump shot from 24 ft,,29,40
137,2,6:28.0,Offensive rebound by D. Green,,29,40
138,2,6:21.0,T. Parker misses 3-pt jump shot from 23 ft,,29,40
139,2,6:21.0,,Defensive rebound by D. Exum,29,40
140,2,6:01.0,,Shooting foul by D. Green (drawn by R. Gobert),29,40
141,2,6:01.0,,R. Gobert makes free throw 1 of 2,29,41
142,2,6:01.0,San Antonio full timeout,,29,41
143,2,6:01.0,,R. Gobert misses free throw 2 of 2,29,41
144,2,6:01.0,P. Gasol enters the game for D. Lee,,29,41
