,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
59,1,5:11.0,J. Johnson makes 2-pt jump shot from 9 ft,,13,13
60,1,5:02.0,,J. Harden makes 3-pt jump shot from 26 ft,13,16
61,1,4:47.0,R. Hood makes 3-pt jump shot from 25 ft,,16,16
62,1,4:33.0,,R. Anderson misses 2-pt jump shot from 21 ft,16,16
63,1,4:32.0,Defensive rebound by J. Johnson,,16,16
64,1,4:18.0,T. Lyles makes 2-pt layup from 4 ft,,18,16
65,1,4:03.0,,N. Hilário makes 2-pt layup from 3 ft (assist by J. Harden),18,18
66,1,3:51.0,Turnover by R. Gobert (bad pass; steal by N. Hilário),,18,18
67,1,3:47.0,,Shooting block foul by R. Hood (drawn by T. Ariza),18,18
68,1,3:47.0,,T. Ariza makes free throw 1 of 2,18,19
69,1,3:47.0,,T. Ariza misses free throw 2 of 2,18,19
70,1,3:47.0,Defensive rebound by R. Gobert,,18,19
71,1,3:47.0,,S. Dekker enters the game for R. Anderson,18,19
72,1,3:47.0,J. Ingles enters the game for T. Lyles,,18,19
73,1,3:47.0,D. Exum enters the game for R. Hood,,18,19
74,1,3:22.0,J. Johnson misses 3-pt jump shot from 26 ft,,18,19
75,1,3:22.0,,Defensive rebound by T. Ariza,18,19
76,1,3:12.0,,J. Harden misses 2-pt jump shot from 13 ft,18,19
77,1,3:11.0,Defensive rebound by R. Gobert,,18,19
78,1,3:00.0,R. Gobert makes 2-pt layup from 3 ft (assist by S. Mack),,20,19
79,1,2:47.0,,Personal block foul by D. Exum (drawn by E. Gordon),20,19
80,1,2:47.0,,Houston full timeout,20,19
81,1,2:47.0,,C. Brewer enters the game for T. Ariza,20,19
82,1,2:47.0,J. Bolomboy enters the game for R. Gobert,,20,19
83,1,2:33.0,,Turnover by Team (shot clock),20,19
84,1,2:12.0,Turnover by J. Ingles (lost ball; steal by S. Dekker),,20,19
85,1,2:09.0,,Personal foul by J. Ingles (drawn by J. Harden),20,19
86,1,2:09.0,G. Hayward enters the game for S. Mack,,20,19
87,1,2:00.0,,J. Harden makes 2-pt jump shot from 14 ft,20,21
88,1,1:37.0,Turnover by G. Hayward (bad pass; steal by E. Gordon),,20,21
89,1,1:37.0,,Personal foul by G. Hayward (drawn by N. Hilário),20,21
90,1,1:37.0,,N. Hilário makes free throw 1 of 2,20,22
91,1,1:37.0,,N. Hilário makes free throw 2 of 2,20,23
92,1,1:12.0,J. Johnson makes 2-pt jump shot from 22 ft,,22,23
93,1,0:57.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by C. Brewer),22,26
94,1,0:37.0,G. Hayward misses 2-pt jump shot from 21 ft,,22,26
95,1,0:36.0,,Defensive rebound by N. Hilário,22,26
96,1,0:30.0,,Shooting foul by J. Bolomboy (drawn by J. Harden),22,26
97,1,0:30.0,,J. Harden misses free throw 1 of 2,22,26
98,1,0:30.0,,Offensive rebound by Team,22,26
99,1,0:30.0,,J. Harden misses free throw 2 of 2,22,26
100,1,0:30.0,Defensive rebound by J. Bolomboy,,22,26
101,1,0:09.0,D. Exum misses 2-pt jump shot from 11 ft,,22,26
102,1,0:08.0,,Defensive rebound by C. Brewer,22,26
103,1,0:00.0,,E. Gordon makes 2-pt layup from 3 ft,22,28
104,2,11:43.0,,E. Gordon misses 2-pt layup from 2 ft,22,28
105,2,11:43.0,,Offensive rebound by E. Gordon,22,28
106,2,11:38.0,,N. Hilário makes 2-pt layup from 2 ft (assist by P. Beverley),22,30
107,2,11:38.0,,Shooting foul by D. Exum (drawn by N. Hilário),22,30
108,2,11:38.0,,N. Hilário makes free throw 1 of 1,22,31
109,2,11:25.0,G. Hayward misses 3-pt jump shot from 25 ft,,22,31
110,2,11:24.0,,Defensive rebound by C. Brewer,22,31
111,2,11:15.0,,Turnover by N. Hilário (bad pass; steal by J. Johnson),22,31
112,2,11:09.0,R. Hood makes 2-pt layup at rim (assist by J. Johnson),,24,31
113,2,10:55.0,,N. Hilário makes 2-pt layup from 1 ft (assist by P. Beverley),24,33
114,2,10:38.0,Personal block foul by E. Gordon (drawn by R. Hood),,24,33
115,2,10:23.0,R. Gobert makes 2-pt layup from 3 ft (assist by R. Hood),,26,33
116,2,10:09.0,,S. Dekker makes 2-pt dunk at rim (assist by E. Gordon),26,35
117,2,9:49.0,J. Johnson misses 3-pt jump shot from 23 ft,,26,35
118,2,9:48.0,,Defensive rebound by N. Hilário,26,35
119,2,9:41.0,,P. Beverley misses 3-pt jump shot from 25 ft,26,35
120,2,9:40.0,Defensive rebound by R. Gobert,,26,35
121,2,9:30.0,G. Hayward makes 3-pt jump shot from 26 ft,,29,35
122,2,9:17.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by P. Beverley),29,38
123,2,8:53.0,G. Hayward misses 3-pt jump shot from 24 ft,,29,38
124,2,8:52.0,,Defensive rebound by N. Hilário,29,38
125,2,8:45.0,,E. Gordon misses 2-pt layup from 2 ft,29,38
126,2,8:44.0,Defensive rebound by R. Gobert,,29,38
127,2,8:30.0,G. Hayward misses 2-pt jump shot from 14 ft,,29,38
128,2,8:29.0,,Defensive rebound by S. Dekker,29,38
129,2,8:20.0,,N. Hilário makes 3-pt jump shot from 25 ft (assist by E. Gordon),29,41
130,2,8:00.0,D. Exum makes 2-pt layup from 3 ft (assist by R. Gobert),,31,41
131,2,7:48.0,,E. Gordon misses 3-pt jump shot from 26 ft,31,41
132,2,7:48.0,,Offensive rebound by N. Hilário,31,41
133,2,7:28.0,,P. Beverley misses 2-pt jump shot from 12 ft (block by R. Gobert),31,41
134,2,7:27.0,,Offensive rebound by C. Brewer,31,41
135,2,7:23.0,,C. Brewer makes 2-pt jump shot from 15 ft,31,43
136,2,7:14.0,D. Exum makes 2-pt jump shot from 7 ft,,33,43
137,2,7:14.0,,Houston full timeout,33,43
138,2,7:14.0,,R. Anderson enters the game for N. Hilário,33,43
139,2,7:14.0,,C. Capela enters the game for S. Dekker,33,43
140,2,7:14.0,T. Lyles enters the game for J. Johnson,,33,43
141,2,6:59.0,,C. Capela makes 2-pt layup from 2 ft (assist by P. Beverley),33,45
142,2,6:38.0,T. Lyles misses 2-pt jump shot from 19 ft,,33,45
143,2,6:36.0,,Defensive rebound by E. Gordon,33,45
144,2,6:29.0,,Turnover by P. Beverley (bad pass; steal by R. Gobert),33,45
145,2,6:28.0,Personal foul by P. Beverley (drawn by G. Hayward),,33,45
146,2,6:28.0,J. Ingles enters the game for D. Exum,,33,45
147,2,6:28.0,S. Mack enters the game for R. Hood,,33,45
148,2,6:28.0,,T. Ariza enters the game for C. Brewer,33,45
149,2,6:18.0,T. Lyles misses 3-pt jump shot from 24 ft,,33,45
150,2,6:17.0,,Defensive rebound by C. Capela,33,45
151,2,6:07.0,,E. Gordon makes 2-pt jump shot from 8 ft (assist by C. Capela),33,47
152,2,5:43.0,G. Hayward misses 2-pt jump shot from 19 ft,,33,47
153,2,5:42.0,,Defensive rebound by C. Capela,33,47
154,2,5:24.0,,P. Beverley misses 2-pt jump shot from 10 ft,33,47
155,2,5:23.0,Defensive rebound by G. Hayward,,33,47
156,2,5:09.0,T. Lyles misses 3-pt jump shot from 26 ft,,33,47
157,2,5:08.0,,Defensive rebound by Team,33,47
158,2,5:08.0,,Houston full timeout,33,47
159,2,5:08.0,,J. Harden enters the game for P. Beverley,33,47
160,2,5:08.0,J. Withey enters the game for R. Gobert,,33,47
161,2,4:54.0,,J. Harden makes 2-pt jump shot from 13 ft,33,49
162,2,4:31.0,J. Withey makes 2-pt layup from 2 ft (assist by S. Mack),,35,49
163,2,4:09.0,,Shooting foul by J. Ingles (drawn by E. Gordon),35,49
164,2,4:09.0,,E. Gordon makes free throw 1 of 2,35,50
165,2,4:09.0,,E. Gordon makes free throw 2 of 2,35,51
166,2,3:56.0,S. Mack misses 2-pt layup from 1 ft,,35,51
167,2,3:55.0,Offensive rebound by J. Withey,,35,51
168,2,3:51.0,Shooting foul by J. Harden (drawn by J. Withey),,35,51
169,2,3:51.0,J. Withey makes free throw 1 of 2,,36,51
170,2,3:51.0,J. Withey makes free throw 2 of 2,,37,51
171,2,3:37.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),37,53
172,2,3:26.0,S. Mack misses 3-pt jump shot from 25 ft,,37,53
173,2,3:25.0,,Defensive rebound by E. Gordon,37,53
174,2,3:08.0,,E. Gordon misses 3-pt jump shot from 27 ft,37,53
175,2,3:07.0,,Offensive rebound by R. Anderson,37,53
176,2,3:04.0,,J. Harden misses 3-pt jump shot from 25 ft,37,53
177,2,3:03.0,Defensive rebound by G. Hayward,,37,53
178,2,2:56.0,G. Hayward misses 2-pt jump shot from 5 ft,,37,53
179,2,2:56.0,,Defensive rebound by Team,37,53
180,2,2:56.0,Loose ball foul by J. Withey (drawn by C. Capela),,37,53
181,2,2:56.0,Utah full timeout,,37,53
182,2,2:56.0,R. Hood enters the game for G. Hayward,,37,53
183,2,2:37.0,,J. Harden misses 2-pt jump shot from 8 ft,37,53
184,2,2:37.0,,Offensive rebound by Team,37,53
185,2,2:20.0,,C. Capela misses 2-pt jump shot from 4 ft (block by J. Withey),37,53
186,2,2:19.0,Defensive rebound by J. Withey,,37,53
187,2,2:04.0,T. Lyles makes 2-pt jump shot from 5 ft (assist by S. Mack),,39,53
188,2,1:53.0,,J. Harden misses 2-pt layup from 3 ft,39,53
189,2,1:52.0,Defensive rebound by J. Ingles,,39,53
190,2,1:37.0,Turnover by R. Hood (bad pass; steal by T. Ariza),,39,53
191,2,1:27.0,,T. Ariza misses 3-pt jump shot from 25 ft,39,53
192,2,1:26.0,Defensive rebound by T. Lyles,,39,53
193,2,1:15.0,J. Ingles makes 3-pt jump shot from 25 ft,,42,53
194,2,0:57.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),42,55
195,2,0:57.0,Utah full timeout,,42,55
196,2,0:57.0,J. Johnson enters the game for J. Ingles,,42,55
197,2,0:57.0,R. Gobert enters the game for J. Withey,,42,55
198,2,0:39.0,T. Lyles misses 2-pt layup from 3 ft,,42,55
199,2,0:39.0,,Defensive rebound by Team,42,55
200,2,0:27.0,,J. Harden misses 3-pt jump shot from 25 ft,42,55
201,2,0:26.0,Defensive rebound by J. Johnson,,42,55
202,2,0:05.0,Shooting foul by R. Anderson (drawn by R. Hood),,42,55
203,2,0:05.0,R. Hood makes free throw 1 of 2,,43,55
204,2,0:05.0,R. Hood makes free throw 2 of 2,,44,55
205,2,0:01.0,,E. Gordon misses 2-pt layup from 2 ft,44,55
206,2,0:00.0,Defensive rebound by R. Gobert,,44,55
207,3,11:45.0,,C. Capela misses 2-pt dunk at rim (block by R. Gobert),44,55
208,3,11:44.0,Defensive rebound by R. Hood,,44,55
209,3,11:26.0,G. Hayward misses 3-pt jump shot from 26 ft,,44,55
210,3,11:25.0,,Defensive rebound by J. Harden,44,55
211,3,11:18.0,,C. Capela makes 2-pt hook shot from 6 ft (assist by J. Harden),44,57
212,3,11:02.0,,Technical foul by P. Beverley,44,57
213,3,11:02.0,G. Hayward misses technical free throw,,44,57
214,3,11:02.0,Offensive rebound by Team,,44,57
215,3,10:57.0,Offensive foul by D. Exum (drawn by P. Beverley),,44,57
216,3,10:57.0,Turnover by D. Exum (offensive foul),,44,57
217,3,10:42.0,,J. Harden misses 2-pt jump shot from 14 ft,44,57
218,3,10:42.0,Defensive rebound by R. Gobert,,44,57
219,3,10:34.0,D. Exum misses 2-pt layup from 2 ft,,44,57
220,3,10:33.0,Offensive rebound by R. Gobert,,44,57
221,3,10:32.0,Turnover by R. Gobert (bad pass),,44,57
222,3,10:24.0,,R. Anderson misses 3-pt jump shot from 27 ft,44,57
223,3,10:23.0,Defensive rebound by D. Exum,,44,57
224,3,10:13.0,D. Exum misses 2-pt layup from 4 ft (block by J. Harden),,44,57
225,3,10:12.0,,Defensive rebound by R. Anderson,44,57
226,3,10:06.0,,T. Ariza misses 3-pt jump shot from 24 ft,44,57
227,3,10:05.0,Defensive rebound by R. Gobert,,44,57
228,3,9:58.0,Personal foul by J. Harden (drawn by D. Exum),,44,57
229,3,9:44.0,R. Gobert makes 2-pt hook shot from 5 ft,,46,57
230,3,9:24.0,,P. Beverley misses 2-pt jump shot from 6 ft (block by R. Gobert),46,57
231,3,9:23.0,Defensive rebound by G. Hayward,,46,57
232,3,9:18.0,,Offensive charge foul by T. Lyles (drawn by R. Anderson),46,57
233,3,9:18.0,Turnover by T. Lyles (offensive foul),,46,57
234,3,9:08.0,,Def 3 sec tech foul by R. Gobert,46,57
235,3,9:08.0,,J. Harden makes technical free throw,46,58
236,3,9:00.0,,C. Capela misses 2-pt dunk at rim,46,58
237,3,8:59.0,Defensive rebound by R. Hood,,46,58
238,3,8:58.0,Personal foul by P. Beverley (drawn by R. Hood),,46,58
239,3,8:47.0,T. Lyles makes 2-pt layup from 2 ft,,48,58
240,3,8:30.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),48,60
241,3,8:08.0,T. Lyles makes 2-pt hook shot from 4 ft,,50,60
242,3,7:57.0,,Turnover by P. Beverley (bad pass; steal by R. Gobert),50,60
243,3,7:52.0,Shooting foul by C. Capela (drawn by R. Gobert),,50,60
244,3,7:52.0,R. Gobert misses free throw 1 of 2,,50,60
245,3,7:52.0,Offensive rebound by Team,,50,60
246,3,7:52.0,R. Gobert makes free throw 2 of 2,,51,60
247,3,7:33.0,,R. Anderson misses 2-pt jump shot from 9 ft,51,60
248,3,7:32.0,Defensive rebound by Team,,51,60
249,3,7:16.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by G. Hayward),,54,60
250,3,6:58.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),54,62
251,3,6:41.0,D. Exum makes 3-pt jump shot from 26 ft (assist by R. Hood),,57,62
252,3,6:33.0,,Shooting foul by R. Hood (drawn by J. Harden),57,62
253,3,6:33.0,,J. Harden makes free throw 1 of 3,57,63
254,3,6:33.0,,J. Harden makes free throw 2 of 3,57,64
255,3,6:33.0,,J. Harden makes free throw 3 of 3,57,65
256,3,6:17.0,R. Hood misses 2-pt jump shot from 7 ft,,57,65
257,3,6:16.0,,Defensive rebound by R. Anderson,57,65
258,3,6:07.0,,J. Harden makes 2-pt layup from 2 ft,57,67
259,3,5:44.0,D. Exum misses 3-pt jump shot from 25 ft,,57,67
260,3,5:43.0,Offensive rebound by T. Lyles,,57,67
261,3,5:43.0,Shooting foul by C. Capela (drawn by T. Lyles),,57,67
262,3,5:43.0,,Houston full timeout,57,67
263,3,5:43.0,T. Lyles misses free throw 1 of 2,,57,67
264,3,5:43.0,Offensive rebound by Team,,57,67
265,3,5:43.0,J. Johnson enters the game for G. Hayward,,57,67
266,3,5:43.0,,E. Gordon enters the game for P. Beverley,57,67
267,3,5:43.0,T. Lyles makes free throw 2 of 2,,58,67
268,3,5:20.0,,C. Capela misses 2-pt layup from 2 ft,58,67
269,3,5:19.0,,Offensive rebound by E. Gordon,58,67
270,3,5:10.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Harden),58,70
271,3,4:44.0,Turnover by Team (shot clock),,58,70
272,3,4:24.0,,J. Harden misses 2-pt jump shot from 15 ft,58,70
273,3,4:23.0,Defensive rebound by R. Gobert,,58,70
274,3,4:01.0,D. Exum makes 2-pt jump shot from 4 ft,,60,70
275,3,3:45.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by C. Capela),60,73
276,3,3:26.0,R. Hood misses 3-pt jump shot from 25 ft,,60,73
277,3,3:25.0,,Defensive rebound by T. Ariza,60,73
278,3,3:15.0,,J. Harden misses 2-pt jump shot from 10 ft,60,73
279,3,3:14.0,Defensive rebound by R. Gobert,,60,73
280,3,3:09.0,T. Lyles makes 2-pt dunk at rim (assist by D. Exum),,62,73
281,3,2:48.0,,Shooting foul by D. Exum (drawn by J. Harden),62,73
282,3,2:48.0,Utah full timeout,,62,73
283,3,2:48.0,,J. Harden makes free throw 1 of 3,62,74
284,3,2:48.0,,J. Harden makes free throw 2 of 3,62,75
285,3,2:48.0,S. Mack enters the game for R. Gobert,,62,73
286,3,2:48.0,G. Hayward enters the game for R. Hood,,62,73
287,3,2:48.0,J. Withey enters the game for D. Exum,,62,73
288,3,2:48.0,,S. Dekker enters the game for R. Anderson,62,73
289,3,2:48.0,,N. Hilário enters the game for C. Capela,62,73
290,3,2:48.0,,J. Harden makes free throw 3 of 3,62,76
291,3,2:31.0,J. Johnson makes 2-pt jump shot from 8 ft,,64,76
292,3,2:14.0,,N. Hilário misses 2-pt layup from 3 ft,64,76
293,3,2:13.0,Defensive rebound by G. Hayward,,64,76
294,3,2:09.0,Shooting foul by S. Dekker (drawn by T. Lyles),,64,76
295,3,2:09.0,T. Lyles makes free throw 1 of 2,,65,76
296,3,2:09.0,T. Lyles makes free throw 2 of 2,,66,76
297,3,1:59.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),66,79
298,3,1:35.0,J. Withey misses 2-pt layup from 3 ft,,66,79
299,3,1:34.0,Offensive rebound by J. Withey,,66,79
300,3,1:34.0,J. Withey misses 2-pt layup from 1 ft,,66,79
301,3,1:31.0,,Defensive rebound by N. Hilário,66,79
302,3,1:23.0,,N. Hilário misses 2-pt layup from 2 ft,66,79
303,3,1:23.0,Defensive rebound by J. Withey,,66,79
304,3,1:15.0,Turnover by Team (turnover),,66,79
305,3,1:15.0,J. Ingles enters the game for T. Lyles,,66,79
306,3,1:07.0,,J. Harden misses 2-pt jump shot from 6 ft,66,79
307,3,1:04.0,,Offensive rebound by Team,66,79
308,3,1:04.0,Violation by J. Johnson (kicked ball),,66,79
309,3,0:58.0,,J. Harden makes 2-pt jump shot from 6 ft,66,81
310,3,0:36.0,G. Hayward makes 2-pt jump shot from 22 ft (assist by S. Mack),,68,81
311,3,0:27.0,,J. Harden misses 3-pt jump shot from 25 ft,68,81
312,3,0:25.0,Defensive rebound by J. Johnson,,68,81
313,3,0:22.0,J. Ingles makes 2-pt layup from 2 ft (assist by J. Johnson),,70,81
314,3,0:06.0,,Personal foul by S. Mack (drawn by J. Harden),70,81
315,3,0:01.0,,T. Ariza misses 3-pt jump shot from 25 ft,70,81
316,3,0:01.0,Defensive rebound by S. Mack,,70,81
317,4,11:36.0,J. Johnson misses 3-pt jump shot from 26 ft,,70,81
318,4,11:35.0,,Defensive rebound by N. Hilário,70,81
319,4,11:18.0,,N. Hilário makes 2-pt jump shot from 17 ft,70,83
320,4,10:55.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Ingles),,73,83
321,4,10:33.0,,S. Dekker misses 3-pt jump shot from 23 ft,73,83
322,4,10:29.0,Defensive rebound by J. Withey,,73,83
323,4,10:19.0,Personal foul by N. Hilário (drawn by J. Ingles),,73,83
324,4,10:14.0,Personal foul by N. Hilário (drawn by G. Hayward),,73,83
325,4,10:05.0,S. Mack makes 2-pt jump shot from 14 ft (assist by J. Ingles),,75,83
326,4,9:51.0,,N. Hilário makes 2-pt layup from 1 ft (assist by E. Gordon),75,85
327,4,9:38.0,G. Hayward makes 2-pt jump shot from 21 ft (assist by J. Johnson),,77,85
328,4,9:25.0,,E. Gordon misses 2-pt layup from 2 ft,77,85
329,4,9:25.0,,Offensive rebound by Team,77,85
330,4,9:25.0,Loose ball foul by G. Hayward (drawn by N. Hilário),,77,85
331,4,9:16.0,,N. Hilário misses 2-pt layup at rim,77,85
332,4,9:15.0,Defensive rebound by J. Withey,,77,85
333,4,9:08.0,Turnover by S. Mack (lost ball; steal by P. Beverley),,77,85
334,4,9:07.0,,Shooting foul by J. Ingles (drawn by C. Brewer),77,85
335,4,9:07.0,,C. Brewer makes free throw 1 of 2,77,86
336,4,9:07.0,R. Gobert enters the game for J. Withey,,77,86
337,4,9:07.0,,C. Brewer makes free throw 2 of 2,77,87
338,4,8:53.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by G. Hayward),,80,87
339,4,8:35.0,,C. Brewer misses 3-pt jump shot from 25 ft,80,87
340,4,8:34.0,Defensive rebound by Team,,80,87
341,4,8:34.0,Utah full timeout,,80,87
342,4,8:12.0,J. Johnson misses 2-pt jump shot from 17 ft,,80,87
343,4,8:11.0,,Defensive rebound by C. Brewer,80,87
344,4,8:00.0,,E. Gordon makes 2-pt layup from 3 ft (assist by P. Beverley),80,89
345,4,7:47.0,Turnover by S. Mack (bad pass; steal by E. Gordon),,80,89
346,4,7:44.0,,Turnover by E. Gordon (step out of bounds),80,89
347,4,7:44.0,R. Hood enters the game for J. Ingles,,80,89
348,4,7:38.0,Personal foul by E. Gordon (drawn by G. Hayward),,80,89
349,4,7:38.0,,R. Anderson enters the game for S. Dekker,80,89
350,4,7:38.0,,C. Capela enters the game for N. Hilário,80,89
351,4,7:26.0,S. Mack misses 2-pt jump shot from 7 ft,,80,89
352,4,7:25.0,,Defensive rebound by P. Beverley,80,89
353,4,7:14.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Capela),80,92
354,4,6:59.0,R. Hood makes 3-pt jump shot from 24 ft (assist by S. Mack),,83,92
355,4,6:41.0,,C. Brewer makes 2-pt layup from 3 ft (assist by C. Capela),83,94
356,4,6:33.0,R. Gobert makes 2-pt layup from 2 ft (assist by S. Mack),,85,94
357,4,6:33.0,Shooting foul by C. Capela (drawn by R. Gobert),,85,94
358,4,6:33.0,T. Lyles enters the game for S. Mack,,85,94
359,4,6:33.0,D. Exum enters the game for J. Johnson,,85,94
360,4,6:33.0,R. Gobert makes free throw 1 of 1,,86,94
361,4,6:17.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by E. Gordon),86,97
362,4,6:01.0,R. Hood misses 3-pt jump shot from 25 ft,,86,97
363,4,6:00.0,,Defensive rebound by E. Gordon,86,97
364,4,5:54.0,,E. Gordon misses 3-pt jump shot from 27 ft,86,97
365,4,5:53.0,,Offensive rebound by C. Brewer,86,97
366,4,5:48.0,,E. Gordon makes 3-pt jump shot from 25 ft,86,100
367,4,5:47.0,Utah full timeout,,86,100
368,4,5:47.0,,T. Ariza enters the game for P. Beverley,86,100
369,4,5:47.0,,J. Harden enters the game for C. Brewer,86,100
370,4,5:32.0,D. Exum misses 2-pt layup from 3 ft,,86,100
371,4,5:31.0,,Defensive rebound by C. Capela,86,100
372,4,5:23.0,,C. Capela makes 2-pt hook shot from 5 ft (assist by J. Harden),86,102
373,4,5:01.0,G. Hayward makes 2-pt layup from 2 ft,,88,102
374,4,4:47.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),88,104
375,4,4:29.0,R. Hood makes 3-pt jump shot from 24 ft,,91,104
376,4,4:13.0,,C. Capela misses 2-pt hook shot from 8 ft,91,104
377,4,4:12.0,,Offensive rebound by C. Capela,91,104
378,4,4:02.0,,J. Harden misses 2-pt hook shot from 13 ft,91,104
379,4,4:01.0,Defensive rebound by R. Hood,,91,104
380,4,3:56.0,R. Hood makes 2-pt layup from 1 ft,,93,104
381,4,3:37.0,,E. Gordon misses 2-pt jump shot from 13 ft,93,104
382,4,3:36.0,Defensive rebound by T. Lyles,,93,104
383,4,3:22.0,R. Hood makes 2-pt jump shot from 10 ft,,95,104
384,4,3:00.0,,C. Capela misses 2-pt jump shot from 4 ft,95,104
385,4,2:59.0,,Offensive rebound by T. Ariza,95,104
386,4,2:54.0,,T. Ariza misses 2-pt layup from 4 ft,95,104
387,4,2:53.0,Defensive rebound by G. Hayward,,95,104
388,4,2:48.0,G. Hayward misses 2-pt jump shot from 3 ft (block by J. Harden),,95,104
