,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
53,1,5:00.0,T. Lawson enters the game for K. Koufos,,9,11
54,1,5:00.0,A. Tolliver enters the game for D. Collison,,9,11
55,1,5:00.0,,T. Daniels enters the game for T. Allen,9,11
56,1,4:50.0,Def 3 sec tech foul by J. Ennis,,9,11
57,1,4:50.0,D. Cousins makes technical free throw,,10,11
58,1,4:36.0,T. Lawson misses 2-pt jump shot from 6 ft,,10,11
59,1,4:36.0,Offensive rebound by Team,,10,11
60,1,4:36.0,,Loose ball foul by M. Conley (drawn by A. Afflalo),10,11
61,1,4:36.0,,Z. Randolph enters the game for J. Green,10,11
62,1,4:26.0,A. Tolliver misses 3-pt jump shot from 23 ft,,10,11
63,1,4:25.0,,Defensive rebound by M. Conley,10,11
64,1,4:05.0,,Z. Randolph misses 3-pt jump shot from 23 ft,10,11
65,1,4:04.0,Defensive rebound by D. Cousins,,10,11
66,1,3:56.0,Shooting foul by Z. Randolph (drawn by D. Cousins),,10,11
67,1,3:56.0,D. Cousins makes free throw 1 of 2,,11,11
68,1,3:56.0,D. Cousins misses free throw 2 of 2,,11,11
69,1,3:56.0,,V. Carter enters the game for J. Ennis,11,11
70,1,3:55.0,,Defensive rebound by Z. Randolph,11,11
71,1,3:37.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),11,13
72,1,3:18.0,D. Cousins misses 2-pt jump shot from 20 ft,,11,13
73,1,3:17.0,,Defensive rebound by Z. Randolph,11,13
74,1,3:03.0,,Turnover by M. Gasol (bad pass; steal by A. Afflalo),11,13
75,1,2:59.0,A. Afflalo makes 2-pt layup from 2 ft,,13,13
76,1,2:59.0,Shooting foul by V. Carter (drawn by A. Afflalo),,13,13
77,1,2:59.0,D. Collison enters the game for G. Temple,,13,13
78,1,2:59.0,A. Afflalo makes free throw 1 of 1,,14,13
79,1,2:49.0,,M. Conley misses 3-pt jump shot from 25 ft,14,13
80,1,2:47.0,Defensive rebound by D. Collison,,14,13
81,1,2:35.0,D. Collison misses 3-pt jump shot from 26 ft,,14,13
82,1,2:34.0,,Defensive rebound by M. Conley,14,13
83,1,2:26.0,,M. Gasol misses 3-pt jump shot from 25 ft,14,13
84,1,2:23.0,Defensive rebound by D. Cousins,,14,13
85,1,2:14.0,T. Lawson makes 2-pt jump shot from 12 ft,,16,13
86,1,1:50.0,,Z. Randolph misses 2-pt jump shot from 8 ft,16,13
87,1,1:48.0,Defensive rebound by D. Cousins,,16,13
88,1,1:41.0,A. Tolliver misses 3-pt jump shot from 25 ft,,16,13
89,1,1:41.0,,Defensive rebound by V. Carter,16,13
90,1,1:26.0,,M. Gasol makes 2-pt jump shot from 8 ft,16,15
91,1,1:15.0,T. Lawson makes 2-pt layup from 2 ft,,18,15
92,1,1:06.0,,Memphis full timeout,18,15
93,1,1:06.0,,T. Allen enters the game for M. Gasol,18,15
94,1,1:06.0,,J. Green enters the game for M. Conley,18,15
95,1,1:06.0,M. Barnes enters the game for D. Cousins,,18,15
96,1,1:06.0,K. Koufos enters the game for A. Afflalo,,18,15
97,1,1:06.0,,Violation by Team (jump ball),18,15
98,1,0:58.0,,T. Daniels misses 3-pt jump shot from 26 ft,18,15
99,1,0:58.0,Defensive rebound by K. Koufos,,18,15
100,1,0:37.0,M. Barnes makes 3-pt jump shot from 25 ft,,21,15
101,1,0:28.0,,Turnover by T. Daniels (lost ball; steal by T. Lawson),21,15
102,1,0:24.0,T. Lawson makes 2-pt layup from 2 ft (assist by D. Collison),,23,15
103,1,0:03.0,,Personal foul by D. Collison (drawn by T. Daniels),23,15
104,1,0:01.0,,Z. Randolph misses 2-pt jump shot from 18 ft,23,15
105,1,0:00.0,,Offensive rebound by Team,23,15
106,2,11:40.0,,Z. Randolph makes 2-pt jump shot from 19 ft,23,17
107,2,11:22.0,M. Barnes misses 3-pt jump shot from 25 ft,,23,17
108,2,11:22.0,Offensive rebound by A. Tolliver,,23,17
109,2,11:17.0,M. Barnes misses 2-pt layup from 2 ft,,23,17
110,2,11:16.0,,Defensive rebound by J. Green,23,17
111,2,10:56.0,,Z. Randolph misses 2-pt jump shot from 8 ft,23,17
112,2,10:54.0,,Offensive rebound by J. Green,23,17
113,2,10:52.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by J. Green),23,19
114,2,10:36.0,D. Collison misses 2-pt jump shot from 12 ft,,23,19
115,2,10:34.0,,Defensive rebound by J. Green,23,19
116,2,10:26.0,,T. Daniels misses 3-pt jump shot from 26 ft,23,19
117,2,10:25.0,Defensive rebound by M. Barnes,,23,19
118,2,10:16.0,T. Lawson makes 2-pt layup from 1 ft,,25,19
119,2,10:00.0,,V. Carter makes 3-pt jump shot from 25 ft,25,22
120,2,9:39.0,A. Tolliver misses 3-pt jump shot from 24 ft,,25,22
121,2,9:39.0,,Defensive rebound by Z. Randolph,25,22
122,2,9:34.0,,Turnover by T. Allen (bad pass),25,22
123,2,9:25.0,Shooting foul by T. Daniels (drawn by T. Lawson),,25,22
124,2,9:25.0,T. Lawson makes free throw 1 of 2,,26,22
125,2,9:25.0,T. Lawson misses free throw 2 of 2,,26,22
126,2,9:24.0,,Defensive rebound by Z. Randolph,26,22
127,2,9:12.0,,Z. Randolph misses 2-pt layup from 1 ft,26,22
128,2,9:11.0,,Offensive rebound by T. Allen,26,22
129,2,9:11.0,,T. Allen makes 2-pt dunk at rim,26,24
130,2,9:02.0,Turnover by T. Lawson (lost ball),,26,24
131,2,8:46.0,,V. Carter makes 2-pt jump shot from 8 ft,26,26
132,2,8:46.0,,Shooting foul by M. Barnes (drawn by V. Carter),26,26
133,2,8:46.0,,Memphis full timeout,26,26
134,2,8:46.0,,J. Ennis enters the game for T. Daniels,26,26
135,2,8:46.0,,V. Carter makes free throw 1 of 1,26,27
136,2,8:30.0,Turnover by A. Tolliver (traveling),,26,27
137,2,8:15.0,,T. Allen makes 2-pt layup from 2 ft (assist by Z. Randolph),26,29
138,2,8:06.0,M. Barnes misses 3-pt jump shot from 24 ft,,26,29
139,2,8:05.0,,Defensive rebound by J. Ennis,26,29
140,2,7:54.0,,T. Allen misses 2-pt jump shot from 5 ft (block by K. Koufos),26,29
141,2,7:53.0,Defensive rebound by T. Lawson,,26,29
142,2,7:48.0,K. Koufos makes 2-pt layup from 2 ft (assist by M. Barnes),,28,29
143,2,7:31.0,A. Afflalo enters the game for T. Lawson,,28,29
144,2,7:31.0,D. Cousins enters the game for A. Tolliver,,28,29
145,2,7:31.0,,M. Gasol enters the game for Z. Randolph,28,29
146,2,7:31.0,,M. Conley enters the game for T. Allen,28,29
147,2,7:25.0,,V. Carter misses 3-pt jump shot from 26 ft,28,29
148,2,7:25.0,Defensive rebound by D. Collison,,28,29
149,2,7:03.0,M. Barnes misses 2-pt layup from 1 ft (block by J. Green),,28,29
150,2,7:01.0,,Defensive rebound by J. Green,28,29
151,2,6:46.0,,Turnover by J. Ennis (lost ball; steal by A. Afflalo),28,29
152,2,6:39.0,D. Cousins makes 2-pt layup from 1 ft,,30,29
153,2,6:39.0,Shooting foul by M. Gasol (drawn by D. Cousins),,30,29
154,2,6:39.0,D. Cousins makes free throw 1 of 1,,31,29
155,2,6:25.0,,M. Gasol misses 2-pt jump shot from 9 ft,31,29
156,2,6:23.0,,Offensive rebound by J. Green,31,29
157,2,6:18.0,,Shooting foul by K. Koufos (drawn by V. Carter),31,29
158,2,6:18.0,,V. Carter makes free throw 1 of 2,31,30
159,2,6:18.0,G. Temple enters the game for M. Barnes,,31,30
160,2,6:18.0,,V. Carter makes free throw 2 of 2,31,31
161,2,6:02.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),,34,31
162,2,5:42.0,,Turnover by M. Conley (bad pass),34,31
163,2,5:42.0,,Memphis full timeout,34,31
164,2,5:42.0,Violation by Team (jump ball),,34,31
165,2,5:22.0,G. Temple misses 3-pt jump shot from 26 ft,,34,31
166,2,5:21.0,,Defensive rebound by M. Gasol,34,31
167,2,5:06.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by V. Carter),34,34
168,2,4:52.0,Turnover by D. Cousins (bad pass; steal by M. Conley),,34,34
169,2,4:42.0,,J. Green misses 2-pt layup at rim (block by D. Cousins),34,34
170,2,4:41.0,Defensive rebound by K. Koufos,,34,34
171,2,4:27.0,K. Koufos misses 2-pt jump shot from 9 ft,,34,34
172,2,4:26.0,,Defensive rebound by M. Conley,34,34
173,2,4:16.0,,Turnover by M. Gasol (bad pass),34,34
174,2,4:16.0,A. Tolliver enters the game for K. Koufos,,34,34
175,2,4:02.0,Turnover by A. Tolliver (bad pass; steal by V. Carter),,34,34
176,2,3:37.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Ennis),34,37
177,2,3:18.0,D. Cousins makes 2-pt jump shot from 22 ft,,36,37
178,2,3:02.0,,Personal foul by G. Temple (drawn by V. Carter),36,37
179,2,3:02.0,T. Lawson enters the game for D. Collison,,36,37
180,2,3:02.0,,T. Allen enters the game for J. Green,36,37
181,2,3:02.0,,Z. Randolph enters the game for V. Carter,36,37
182,2,2:57.0,,M. Conley misses 2-pt jump shot from 6 ft,36,37
183,2,2:55.0,Defensive rebound by A. Tolliver,,36,37
184,2,2:47.0,Turnover by A. Afflalo (lost ball),,36,37
185,2,2:47.0,Sacramento full timeout,,36,37
186,2,2:27.0,,T. Allen makes 2-pt jump shot from 20 ft (assist by M. Gasol),36,39
187,2,2:07.0,T. Lawson misses 3-pt jump shot from 26 ft,,36,39
188,2,2:07.0,,Defensive rebound by M. Gasol,36,39
189,2,1:54.0,,M. Gasol makes 2-pt jump shot from 6 ft,36,41
190,2,1:54.0,,Shooting foul by T. Lawson (drawn by M. Gasol),36,41
191,2,1:54.0,,M. Gasol makes free throw 1 of 1,36,42
192,2,1:46.0,Personal foul by J. Ennis (drawn by D. Cousins),,36,42
193,2,1:43.0,Turnover by D. Cousins (bad pass; steal by M. Gasol),,36,42
194,2,1:35.0,,M. Conley makes 2-pt layup from 2 ft,36,44
195,2,1:17.0,G. Temple makes 3-pt jump shot from 24 ft (assist by D. Cousins),,39,44
196,2,0:55.0,,M. Gasol misses 3-pt jump shot from 25 ft,39,44
197,2,0:54.0,,Offensive rebound by M. Conley,39,44
198,2,0:40.0,,J. Ennis misses 3-pt jump shot from 27 ft,39,44
199,2,0:39.0,Defensive rebound by D. Cousins,,39,44
200,2,0:32.0,Turnover by D. Cousins (bad pass; steal by M. Conley),,39,44
201,2,0:28.0,,J. Ennis makes 2-pt layup from 1 ft (assist by M. Conley),39,46
202,2,0:09.0,Shooting foul by M. Gasol (drawn by D. Cousins),,39,46
203,2,0:09.0,D. Cousins misses free throw 1 of 2,,39,46
204,2,0:09.0,Offensive rebound by Team,,39,46
205,2,0:09.0,,V. Carter enters the game for T. Allen,39,46
206,2,0:09.0,D. Cousins makes free throw 2 of 2,,40,46
207,2,0:03.0,,Personal foul by D. Cousins (drawn by M. Gasol),40,46
208,2,0:03.0,Technical foul by D. Cousins,,40,46
209,2,0:03.0,,M. Conley makes technical free throw,40,47
210,2,0:03.0,,M. Gasol makes free throw 1 of 2,40,48
211,2,0:03.0,,T. Allen enters the game for Z. Randolph,40,47
212,2,0:03.0,,M. Gasol makes free throw 2 of 2,40,49
213,2,0:00.0,Personal foul by T. Allen (drawn by T. Lawson),,40,49
214,2,0:00.0,T. Lawson misses free throw 1 of 3,,40,49
215,2,0:00.0,Offensive rebound by Team,,40,49
216,2,0:00.0,T. Lawson makes free throw 2 of 3,,41,49
217,2,0:00.0,,Z. Randolph enters the game for V. Carter,41,49
218,2,0:00.0,T. Lawson makes free throw 3 of 3,,42,49
219,3,11:43.0,,Turnover by J. Ennis (traveling),42,49
220,3,11:30.0,D. Cousins misses 2-pt jump shot from 5 ft,,42,49
221,3,11:28.0,Offensive rebound by D. Cousins,,42,49
222,3,11:28.0,Shooting foul by J. Green (drawn by K. Koufos),,42,49
223,3,11:28.0,K. Koufos makes free throw 1 of 2,,43,49
224,3,11:28.0,K. Koufos makes free throw 2 of 2,,44,49
225,3,11:14.0,,M. Gasol makes 2-pt jump shot from 18 ft,44,51
226,3,10:55.0,D. Collison misses 3-pt jump shot from 24 ft,,44,51
227,3,10:54.0,,Defensive rebound by J. Ennis,44,51
228,3,10:52.0,,Shooting foul by D. Collison (drawn by J. Ennis),44,51
229,3,10:52.0,,J. Ennis makes free throw 1 of 2,44,52
230,3,10:52.0,,J. Ennis misses free throw 2 of 2,44,52
231,3,10:50.0,Defensive rebound by D. Cousins,,44,52
232,3,10:26.0,G. Temple misses 3-pt jump shot from 23 ft,,44,52
233,3,10:26.0,,Defensive rebound by M. Conley,44,52
234,3,10:09.0,,T. Allen makes 2-pt jump shot from 22 ft (assist by M. Conley),44,54
235,3,9:51.0,K. Koufos makes 2-pt hook shot from 9 ft (assist by G. Temple),,46,54
236,3,9:35.0,,T. Allen misses 3-pt jump shot from 26 ft,46,54
237,3,9:34.0,,Offensive rebound by J. Ennis,46,54
238,3,9:29.0,,Turnover by J. Ennis (lost ball; steal by A. Afflalo),46,54
239,3,9:10.0,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Collison),,49,54
240,3,8:49.0,,Personal foul by D. Collison (drawn by M. Gasol),49,54
241,3,8:39.0,,J. Ennis misses 3-pt jump shot from 24 ft,49,54
242,3,8:37.0,Defensive rebound by A. Afflalo,,49,54
243,3,8:27.0,Shooting foul by J. Green (drawn by D. Cousins),,49,54
244,3,8:27.0,D. Cousins makes free throw 1 of 2,,50,54
245,3,8:27.0,D. Cousins makes free throw 2 of 2,,51,54
246,3,8:23.0,,Memphis full timeout,51,54
247,3,8:13.0,,M. Conley misses 2-pt jump shot from 22 ft,51,54
248,3,8:12.0,Defensive rebound by D. Cousins,,51,54
249,3,7:50.0,A. Afflalo misses 3-pt jump shot from 26 ft,,51,54
250,3,7:50.0,,Defensive rebound by M. Conley,51,54
251,3,7:40.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),51,57
252,3,7:18.0,A. Afflalo makes 2-pt jump shot from 18 ft,,53,57
253,3,7:07.0,,Shooting foul by G. Temple (drawn by T. Allen),53,57
254,3,7:07.0,,T. Allen misses free throw 1 of 2,53,57
255,3,7:07.0,,Offensive rebound by Team,53,57
256,3,7:07.0,,T. Allen makes free throw 2 of 2,53,58
257,3,6:56.0,Sacramento full timeout,,53,58
258,3,6:44.0,D. Collison misses 3-pt jump shot from 25 ft,,53,58
259,3,6:44.0,,Defensive rebound by T. Allen,53,58
260,3,6:29.0,,M. Gasol misses 2-pt jump shot from 22 ft,53,58
261,3,6:28.0,Defensive rebound by D. Cousins,,53,58
262,3,6:15.0,A. Afflalo misses 3-pt jump shot from 24 ft,,53,58
263,3,6:15.0,,Defensive rebound by M. Gasol,53,58
264,3,6:08.0,,Turnover by J. Green (lost ball; steal by G. Temple),53,58
265,3,6:08.0,Personal foul by M. Conley (drawn by D. Collison),,53,58
266,3,6:08.0,A. Tolliver enters the game for K. Koufos,,53,58
267,3,5:47.0,A. Tolliver misses 3-pt jump shot from 23 ft,,53,58
268,3,5:46.0,,Defensive rebound by T. Allen,53,58
269,3,5:35.0,,M. Conley misses 3-pt jump shot from 26 ft,53,58
270,3,5:32.0,,Offensive rebound by T. Allen,53,58
271,3,5:32.0,,T. Allen misses 2-pt layup from 1 ft,53,58
272,3,5:30.0,,Offensive rebound by J. Ennis,53,58
273,3,5:23.0,,Turnover by M. Conley (traveling),53,58
274,3,5:23.0,,V. Carter enters the game for M. Conley,53,58
275,3,5:14.0,Shooting foul by M. Gasol (drawn by D. Cousins),,53,58
276,3,5:14.0,D. Cousins misses free throw 1 of 2,,53,58
277,3,5:14.0,Offensive rebound by Team,,53,58
278,3,5:14.0,D. Cousins makes free throw 2 of 2,,54,58
279,3,5:04.0,,Personal foul by D. Cousins (drawn by M. Gasol),54,58
280,3,5:04.0,M. Barnes enters the game for A. Afflalo,,54,58
281,3,4:51.0,,M. Gasol makes 2-pt hook shot from 7 ft,54,60
282,3,4:26.0,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),,56,60
283,3,4:03.0,,Memphis full timeout,56,60
284,3,4:03.0,T. Lawson enters the game for D. Collison,,56,60
285,3,4:00.0,,Shooting foul by G. Temple (drawn by M. Gasol),56,60
286,3,4:00.0,,M. Gasol makes free throw 1 of 2,56,61
287,3,4:00.0,,M. Gasol makes free throw 2 of 2,56,62
288,3,3:46.0,M. Barnes misses 2-pt layup from 2 ft,,56,62
289,3,3:45.0,,Defensive rebound by V. Carter,56,62
290,3,3:35.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),56,64
291,3,3:17.0,T. Lawson misses 2-pt layup from 1 ft,,56,64
292,3,3:16.0,Offensive rebound by A. Tolliver,,56,64
293,3,3:15.0,A. Tolliver misses 2-pt layup from 1 ft,,56,64
294,3,3:14.0,Offensive rebound by A. Tolliver,,56,64
295,3,3:14.0,A. Tolliver misses 2-pt layup from 3 ft,,56,64
296,3,3:12.0,,Defensive rebound by J. Green,56,64
297,3,2:56.0,,M. Gasol misses 2-pt layup from 1 ft,56,64
298,3,2:55.0,Defensive rebound by T. Lawson,,56,64
299,3,2:51.0,Shooting foul by J. Ennis (drawn by T. Lawson),,56,64
300,3,2:51.0,T. Lawson makes free throw 1 of 2,,57,64
301,3,2:51.0,,Z. Randolph enters the game for J. Green,57,64
302,3,2:51.0,,M. Conley enters the game for T. Allen,57,64
303,3,2:51.0,T. Lawson makes free throw 2 of 2,,58,64
304,3,2:39.0,,M. Conley makes 2-pt layup from 2 ft,58,66
305,3,2:22.0,D. Cousins misses 2-pt layup from 1 ft,,58,66
306,3,2:22.0,,Defensive rebound by M. Gasol,58,66
307,3,2:13.0,,M. Conley makes 2-pt jump shot from 4 ft,58,68
308,3,1:56.0,G. Temple makes 2-pt layup from 2 ft,,60,68
309,3,1:56.0,Shooting foul by J. Ennis (drawn by G. Temple),,60,68
310,3,1:56.0,G. Temple misses free throw 1 of 1,,60,68
311,3,1:56.0,K. Koufos enters the game for D. Cousins,,60,68
312,3,1:56.0,,A. Harrison enters the game for J. Ennis,60,68
313,3,1:55.0,,Defensive rebound by V. Carter,60,68
314,3,1:39.0,,Personal foul by A. Tolliver (drawn by Z. Randolph),60,68
315,3,1:39.0,,Z. Randolph misses free throw 1 of 2,60,68
316,3,1:39.0,,Offensive rebound by Team,60,68
317,3,1:39.0,,Z. Randolph makes free throw 2 of 2,60,69
318,3,1:25.0,Turnover by K. Koufos (bad pass; steal by V. Carter),,60,69
319,3,1:25.0,,Personal foul by K. Koufos (drawn by A. Harrison),60,69
320,3,1:25.0,,A. Harrison makes free throw 1 of 2,60,70
321,3,1:25.0,,A. Harrison makes free throw 2 of 2,60,71
322,3,1:11.0,M. Barnes makes 2-pt jump shot from 23 ft (assist by T. Lawson),,62,71
323,3,1:00.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),62,74
324,3,0:47.0,G. Temple misses 3-pt jump shot from 24 ft,,62,74
325,3,0:47.0,,Defensive rebound by M. Conley,62,74
326,3,0:38.0,,M. Gasol makes 3-pt jump shot from 28 ft (assist by A. Harrison),62,77
327,3,0:34.0,Personal foul by A. Harrison (drawn by G. Temple),,62,77
328,3,0:34.0,G. Temple makes free throw 1 of 2,,63,77
329,3,0:34.0,G. Temple makes free throw 2 of 2,,64,77
330,3,0:27.0,,M. Gasol misses 3-pt jump shot from 32 ft,64,77
331,3,0:25.0,,Offensive rebound by Z. Randolph,64,77
332,3,0:24.0,,Z. Randolph makes 2-pt layup at rim,64,79
333,3,0:24.0,,Shooting foul by M. Barnes (drawn by Z. Randolph),64,79
334,3,0:24.0,,J. Green enters the game for M. Gasol,64,79
335,3,0:24.0,,Z. Randolph makes free throw 1 of 1,64,80
336,3,0:04.0,T. Lawson misses 2-pt jump shot from 6 ft (block by J. Green),,64,80
337,3,0:03.0,,Defensive rebound by V. Carter,64,80
338,3,0:01.0,,Z. Randolph makes 3-pt jump shot from 35 ft (assist by V. Carter),64,83
339,4,11:46.0,B. McLemore makes 2-pt layup from 1 ft (assist by A. Tolliver),,66,83
340,4,11:30.0,,Z. Randolph misses 2-pt jump shot from 20 ft,66,83
341,4,11:29.0,Defensive rebound by T. Lawson,,66,83
342,4,11:23.0,M. Barnes misses 3-pt jump shot from 24 ft,,66,83
343,4,11:21.0,,Defensive rebound by Z. Randolph,66,83
344,4,11:09.0,,V. Carter misses 3-pt jump shot from 24 ft,66,83
345,4,11:09.0,Defensive rebound by T. Lawson,,66,83
346,4,11:05.0,Shooting foul by J. Green (drawn by A. Tolliver),,66,83
347,4,11:05.0,A. Tolliver makes free throw 1 of 2,,67,83
348,4,11:05.0,A. Tolliver misses free throw 2 of 2,,67,83
349,4,11:04.0,,Defensive rebound by Z. Randolph,67,83
350,4,10:41.0,,Turnover by J. Green (bad pass),67,83
351,4,10:29.0,W. Cauley-Stein makes 2-pt jump shot from 13 ft (assist by T. Lawson),,69,83
352,4,10:20.0,,Memphis full timeout,69,83
353,4,10:08.0,,M. Conley misses 2-pt layup from 2 ft,69,83
354,4,10:07.0,,Offensive rebound by Z. Randolph,69,83
355,4,10:07.0,,Shooting foul by W. Cauley-Stein (drawn by Z. Randolph),69,83
356,4,10:07.0,,Z. Randolph makes free throw 1 of 2,69,84
357,4,10:07.0,,Z. Randolph makes free throw 2 of 2,69,85
358,4,9:55.0,W. Cauley-Stein misses 2-pt jump shot from 12 ft,,69,85
359,4,9:54.0,,Defensive rebound by J. Green,69,85
360,4,9:32.0,,Z. Randolph makes 2-pt jump shot from 13 ft,69,87
361,4,9:17.0,Personal foul by Z. Randolph (drawn by W. Cauley-Stein),,69,87
362,4,9:10.0,Personal foul by J. Green (drawn by T. Lawson),,69,87
363,4,9:10.0,,M. Gasol enters the game for J. Green,69,87
364,4,8:59.0,B. McLemore makes 2-pt jump shot from 16 ft (assist by T. Lawson),,71,87
365,4,8:47.0,,Personal foul by W. Cauley-Stein (drawn by Z. Randolph),71,87
366,4,8:34.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),71,89
367,4,8:21.0,A. Tolliver makes 2-pt jump shot from 18 ft (assist by T. Lawson),,73,89
368,4,8:08.0,,Shooting foul by W. Cauley-Stein (drawn by M. Gasol),73,89
369,4,8:08.0,,M. Gasol makes free throw 1 of 2,73,90
370,4,8:08.0,,J. Ennis enters the game for V. Carter,73,90
371,4,8:08.0,,M. Gasol makes free throw 2 of 2,73,91
372,4,7:55.0,A. Tolliver misses 3-pt jump shot from 26 ft,,73,91
373,4,7:55.0,,Defensive rebound by M. Gasol,73,91
374,4,7:42.0,,Shooting foul by B. McLemore (drawn by J. Ennis),73,91
375,4,7:42.0,,J. Ennis misses free throw 1 of 2,73,91
376,4,7:42.0,,Offensive rebound by Team,73,91
377,4,7:42.0,,J. Ennis misses free throw 2 of 2,73,91
378,4,7:40.0,Defensive rebound by W. Cauley-Stein,,73,91
379,4,7:29.0,T. Lawson misses 2-pt jump shot from 5 ft,,73,91
380,4,7:28.0,,Defensive rebound by A. Harrison,73,91
381,4,7:15.0,,Turnover by M. Conley (bad pass; steal by A. Tolliver),73,91
382,4,7:12.0,M. Barnes makes 2-pt layup from 1 ft (assist by T. Lawson),,75,91
383,4,7:12.0,Shooting foul by J. Ennis (drawn by M. Barnes),,75,91
384,4,7:12.0,M. Barnes makes free throw 1 of 1,,76,91
385,4,6:56.0,,J. Ennis makes 2-pt dunk at rim (assist by M. Gasol),76,93
386,4,6:45.0,T. Lawson misses 3-pt jump shot from 27 ft,,76,93
387,4,6:43.0,,Defensive rebound by Z. Randolph,76,93
388,4,6:36.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Conley),76,96
