,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
95,2,10:54.0,Turnover by I. Thomas (bad pass; steal by B. Portis),,37,17
96,2,10:39.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,37,17
97,2,10:38.0,Defensive rebound by J. Jerebko,,37,17
98,2,10:26.0,Turnover by M. Smart (bad pass),,37,17
99,2,10:13.0,,D. Wade misses 2-pt layup from 2 ft (block by M. Smart),37,17
100,2,10:12.0,Defensive rebound by J. Jerebko,,37,17
101,2,10:03.0,Turnover by M. Smart (bad pass; steal by B. Portis),,37,17
102,2,9:55.0,,Shooting foul by A. Johnson (drawn by P. Zipser),37,17
103,2,9:55.0,,P. Zipser makes free throw 1 of 2,37,18
104,2,9:55.0,G. Green enters the game for T. Rozier,,37,18
105,2,9:55.0,,P. Zipser makes free throw 2 of 2,37,19
106,2,9:41.0,I. Thomas misses 2-pt jump shot from 7 ft (block by M. Carter-Williams),,37,19
107,2,9:39.0,Offensive rebound by Team,,37,19
108,2,9:30.0,G. Green misses 2-pt jump shot from 12 ft,,37,19
109,2,9:29.0,,Defensive rebound by D. Wade,37,19
110,2,9:20.0,,D. Wade makes 2-pt jump shot from 8 ft,37,21
111,2,9:02.0,G. Green misses 2-pt layup from 2 ft (block by C. Felício),,37,21
112,2,9:01.0,,Defensive rebound by C. Felício,37,21
113,2,8:55.0,,B. Portis makes 2-pt layup from 1 ft (assist by D. Wade),37,23
114,2,8:54.0,Boston full timeout,,37,23
115,2,8:54.0,A. Horford enters the game for A. Johnson,,37,23
116,2,8:54.0,K. Olynyk enters the game for J. Jerebko,,37,23
117,2,8:39.0,Turnover by K. Olynyk (traveling),,37,23
118,2,8:27.0,,D. Wade makes 2-pt jump shot from 14 ft (assist by M. Carter-Williams),37,25
119,2,8:00.0,K. Olynyk misses 2-pt jump shot from 18 ft,,37,25
120,2,7:59.0,Offensive rebound by M. Smart,,37,25
121,2,7:57.0,Personal foul by C. Felício (drawn by I. Thomas),,37,25
122,2,7:48.0,G. Green misses 2-pt jump shot from 18 ft,,37,25
123,2,7:47.0,,Defensive rebound by P. Zipser,37,25
124,2,7:40.0,,P. Zipser makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),37,28
125,2,7:20.0,I. Thomas misses 3-pt jump shot from 25 ft,,37,28
126,2,7:19.0,,Defensive rebound by M. Carter-Williams,37,28
127,2,7:09.0,,B. Portis misses 3-pt jump shot from 25 ft,37,28
128,2,7:08.0,Defensive rebound by A. Horford,,37,28
129,2,6:56.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,39,28
130,2,6:48.0,,Chicago full timeout,39,28
131,2,6:48.0,A. Bradley enters the game for M. Smart,,39,28
132,2,6:48.0,,J. Butler enters the game for M. Carter-Williams,39,28
133,2,6:35.0,,C. Felício makes 2-pt dunk at rim (assist by D. Wade),39,30
134,2,6:19.0,A. Horford misses 2-pt jump shot from 10 ft,,39,30
135,2,6:18.0,,Defensive rebound by B. Portis,39,30
136,2,6:07.0,,D. Wade misses 2-pt layup from 2 ft,39,30
137,2,6:05.0,,Offensive rebound by C. Felício,39,30
138,2,6:05.0,,C. Felício misses 2-pt layup from 1 ft,39,30
139,2,6:03.0,Defensive rebound by A. Horford,,39,30
140,2,5:58.0,G. Green misses 2-pt layup from 1 ft (block by C. Felício),,39,30
141,2,5:56.0,,Defensive rebound by C. Felício,39,30
142,2,5:47.0,,Turnover by J. Butler (lost ball; steal by A. Horford),39,30
143,2,5:34.0,I. Thomas misses 2-pt jump shot from 15 ft,,39,30
144,2,5:33.0,,Defensive rebound by B. Portis,39,30
145,2,5:23.0,,J. Butler misses 2-pt jump shot from 16 ft,39,30
146,2,5:22.0,Defensive rebound by A. Bradley,,39,30
147,2,5:10.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by A. Horford),,42,30
148,2,4:45.0,,D. Wade makes 2-pt jump shot from 16 ft,42,32
149,2,4:29.0,A. Horford misses 3-pt jump shot from 26 ft,,42,32
150,2,4:28.0,,Defensive rebound by C. Felício,42,32
151,2,4:21.0,,Turnover by P. Zipser (traveling),42,32
152,2,4:21.0,Boston full timeout,,42,32
153,2,4:21.0,J. Crowder enters the game for G. Green,,42,32
154,2,4:21.0,M. Smart enters the game for K. Olynyk,,42,32
155,2,4:21.0,,J. Grant enters the game for D. Wade,42,32
156,2,4:21.0,,N. Mirotić enters the game for B. Portis,42,32
157,2,4:21.0,,R. Lopez enters the game for P. Zipser,42,32
158,2,4:21.0,,M. Carter-Williams enters the game for C. Felício,42,32
159,2,4:03.0,A. Bradley misses 3-pt jump shot from 26 ft,,42,32
160,2,4:02.0,,Defensive rebound by N. Mirotić,42,32
161,2,3:37.0,,J. Grant misses 3-pt jump shot from 25 ft,42,32
162,2,3:36.0,Defensive rebound by M. Smart,,42,32
163,2,3:31.0,Personal foul by M. Carter-Williams (drawn by A. Bradley),,42,32
164,2,3:21.0,M. Smart misses 2-pt jump shot from 16 ft,,42,32
165,2,3:20.0,,Defensive rebound by N. Mirotić,42,32
166,2,3:02.0,,N. Mirotić misses 2-pt jump shot from 7 ft,42,32
167,2,3:01.0,,Offensive rebound by R. Lopez,42,32
168,2,3:01.0,,R. Lopez makes 2-pt layup from 3 ft,42,34
169,2,2:45.0,J. Crowder misses 3-pt jump shot from 23 ft,,42,34
170,2,2:44.0,,Defensive rebound by M. Carter-Williams,42,34
171,2,2:36.0,,R. Lopez misses 2-pt jump shot from 21 ft,42,34
172,2,2:34.0,Defensive rebound by J. Crowder,,42,34
173,2,2:18.0,J. Crowder misses 3-pt jump shot from 24 ft,,42,34
174,2,2:16.0,,Defensive rebound by M. Carter-Williams,42,34
175,2,2:09.0,,J. Grant makes 2-pt layup from 1 ft (assist by N. Mirotić),42,36
176,2,1:51.0,,Loose ball foul by M. Carter-Williams (drawn by I. Thomas),42,36
177,2,1:51.0,,Chicago full timeout,42,36
178,2,1:51.0,,P. Zipser enters the game for M. Carter-Williams,42,36
179,2,1:36.0,J. Crowder misses 2-pt jump shot from 20 ft,,42,36
180,2,1:35.0,,Defensive rebound by P. Zipser,42,36
181,2,1:27.0,,J. Grant misses 3-pt jump shot from 26 ft,42,36
182,2,1:26.0,Defensive rebound by A. Bradley,,42,36
183,2,1:08.0,M. Smart makes 2-pt jump shot from 5 ft,,44,36
184,2,1:08.0,Shooting foul by N. Mirotić (drawn by M. Smart),,44,36
185,2,1:08.0,M. Smart misses free throw 1 of 1,,44,36
186,2,1:08.0,J. Jerebko enters the game for I. Thomas,,44,36
187,2,1:08.0,,D. Wade enters the game for J. Grant,44,36
188,2,1:06.0,,Defensive rebound by N. Mirotić,44,36
189,2,0:51.0,,R. Lopez makes 2-pt layup from 1 ft (assist by N. Mirotić),44,38
190,2,0:44.0,Boston full timeout,,44,38
191,2,0:44.0,I. Thomas enters the game for J. Jerebko,,44,38
192,2,0:36.0,J. Crowder misses 3-pt jump shot from 26 ft,,44,38
193,2,0:35.0,,Defensive rebound by P. Zipser,44,38
194,2,0:29.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by D. Wade),44,41
195,2,0:05.0,A. Bradley misses 3-pt jump shot from 23 ft (block by D. Wade),,44,41
196,2,0:05.0,Offensive rebound by Team,,44,41
197,2,0:05.0,Turnover by Team (shot clock),,44,41
198,2,0:00.0,,J. Butler misses 3-pt jump shot from 26 ft,44,41
199,2,0:00.0,,Offensive rebound by Team,44,41
200,3,11:42.0,A. Horford misses 2-pt jump shot from 7 ft (block by R. Lopez),,44,41
201,3,11:41.0,Offensive rebound by A. Horford,,44,41
202,3,11:39.0,Turnover by A. Horford (bad pass; steal by N. Mirotić),,44,41
203,3,11:36.0,,Shooting foul by G. Green (drawn by J. Grant),44,41
204,3,11:36.0,,J. Grant makes free throw 1 of 2,44,42
205,3,11:36.0,,J. Grant makes free throw 2 of 2,44,43
206,3,11:18.0,J. Crowder misses 3-pt jump shot from 25 ft,,44,43
207,3,11:17.0,,Defensive rebound by J. Butler,44,43
208,3,11:06.0,,J. Butler misses 2-pt jump shot from 14 ft,44,43
209,3,11:05.0,Defensive rebound by A. Horford,,44,43
210,3,10:57.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,46,43
211,3,10:36.0,,D. Wade misses 2-pt jump shot from 8 ft,46,43
212,3,10:33.0,Defensive rebound by J. Crowder,,46,43
213,3,10:26.0,I. Thomas makes 3-pt jump shot from 26 ft,,49,43
214,3,10:11.0,,D. Wade misses 2-pt jump shot from 9 ft,49,43
215,3,10:09.0,Defensive rebound by A. Horford,,49,43
216,3,10:01.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by A. Horford),,52,43
217,3,10:00.0,,Chicago full timeout,52,43
218,3,9:46.0,,J. Grant misses 2-pt jump shot from 12 ft,52,43
219,3,9:45.0,,Offensive rebound by R. Lopez,52,43
220,3,9:45.0,,R. Lopez makes 2-pt layup from 2 ft,52,45
221,3,9:29.0,I. Thomas misses 3-pt jump shot from 24 ft,,52,45
222,3,9:28.0,,Defensive rebound by N. Mirotić,52,45
223,3,9:21.0,,J. Butler misses 3-pt jump shot from 24 ft,52,45
224,3,9:20.0,Defensive rebound by J. Crowder,,52,45
225,3,9:11.0,A. Bradley misses 2-pt layup from 3 ft (block by J. Butler),,52,45
226,3,9:11.0,Offensive rebound by A. Bradley,,52,45
227,3,9:11.0,Shooting foul by J. Butler (drawn by A. Bradley),,52,45
228,3,9:11.0,A. Bradley makes free throw 1 of 2,,53,45
229,3,9:11.0,A. Bradley misses free throw 2 of 2,,53,45
230,3,9:08.0,,Defensive rebound by R. Lopez,53,45
231,3,8:53.0,,Shooting foul by G. Green (drawn by R. Lopez),53,45
232,3,8:53.0,,R. Lopez makes free throw 1 of 2,53,46
233,3,8:53.0,,R. Lopez makes free throw 2 of 2,53,47
234,3,8:41.0,Personal foul by N. Mirotić (drawn by I. Thomas),,53,47
235,3,8:29.0,G. Green makes 3-pt jump shot from 26 ft (assist by A. Horford),,56,47
236,3,8:13.0,,Turnover by J. Grant (lost ball),56,47
237,3,8:08.0,Personal foul by N. Mirotić (drawn by I. Thomas),,56,47
238,3,8:08.0,,M. Carter-Williams enters the game for J. Grant,56,47
239,3,7:59.0,A. Horford makes 2-pt jump shot from 11 ft (assist by I. Thomas),,58,47
240,3,7:44.0,,D. Wade misses 2-pt jump shot from 12 ft,58,47
241,3,7:44.0,,Offensive rebound by Team,58,47
242,3,7:37.0,,Turnover by M. Carter-Williams (lost ball; steal by I. Thomas),58,47
243,3,7:33.0,Turnover by A. Bradley (lost ball),,58,47
244,3,7:24.0,,Personal foul by J. Crowder (drawn by M. Carter-Williams),58,47
245,3,7:09.0,,Turnover by Team (shot clock),58,47
246,3,6:57.0,J. Crowder misses 2-pt layup from 2 ft (block by D. Wade),,58,47
247,3,6:55.0,,Defensive rebound by R. Lopez,58,47
248,3,6:50.0,,N. Mirotić makes 3-pt jump shot from 27 ft,58,50
249,3,6:30.0,I. Thomas misses 3-pt jump shot from 26 ft,,58,50
250,3,6:28.0,Offensive rebound by J. Crowder,,58,50
251,3,6:25.0,J. Crowder misses 2-pt layup from 2 ft,,58,50
252,3,6:24.0,Offensive rebound by A. Horford,,58,50
253,3,6:24.0,A. Horford misses 2-pt layup from 2 ft,,58,50
254,3,6:23.0,Offensive rebound by A. Horford,,58,50
255,3,6:15.0,I. Thomas makes 2-pt layup from 2 ft,,60,50
256,3,6:07.0,,Turnover by D. Wade (lost ball),60,50
257,3,5:52.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,62,50
258,3,5:51.0,,Chicago full timeout,62,50
259,3,5:45.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Horford),62,50
260,3,5:30.0,A. Horford makes 2-pt layup from 1 ft (assist by I. Thomas),,64,50
261,3,5:09.0,,D. Wade misses 2-pt jump shot from 5 ft,64,50
262,3,5:07.0,,Offensive rebound by M. Carter-Williams,64,50
263,3,5:07.0,,M. Carter-Williams makes 2-pt layup from 2 ft,64,52
264,3,4:54.0,Turnover by I. Thomas (lost ball; steal by M. Carter-Williams),,64,52
265,3,4:46.0,,N. Mirotić misses 3-pt jump shot from 23 ft,64,52
266,3,4:44.0,,Offensive rebound by J. Butler,64,52
267,3,4:44.0,,J. Butler misses 2-pt layup from 2 ft,64,52
268,3,4:43.0,,Offensive rebound by R. Lopez,64,52
269,3,4:43.0,,R. Lopez makes 2-pt layup from 1 ft,64,54
270,3,4:18.0,A. Bradley misses 2-pt jump shot from 19 ft,,64,54
271,3,4:17.0,,Defensive rebound by N. Mirotić,64,54
272,3,4:11.0,,C. Felício enters the game for R. Lopez,64,54
273,3,4:11.0,,P. Zipser enters the game for D. Wade,64,54
274,3,4:11.0,T. Rozier enters the game for G. Green,,64,54
275,3,4:11.0,M. Smart enters the game for I. Thomas,,64,54
276,3,4:02.0,,P. Zipser misses 3-pt jump shot from 25 ft,64,54
277,3,4:01.0,Defensive rebound by A. Bradley,,64,54
278,3,3:52.0,J. Crowder makes 2-pt layup from 2 ft (assist by A. Bradley),,66,54
279,3,3:31.0,,N. Mirotić misses 2-pt jump shot from 9 ft,66,54
280,3,3:31.0,,Offensive rebound by C. Felício,66,54
281,3,3:31.0,,C. Felício misses 2-pt layup from 1 ft,66,54
282,3,3:31.0,Defensive rebound by Team,,66,54
283,3,3:10.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by A. Horford),,69,54
284,3,2:54.0,,J. Butler misses 2-pt jump shot from 17 ft,69,54
285,3,2:54.0,Defensive rebound by T. Rozier,,69,54
286,3,2:32.0,J. Crowder misses 3-pt jump shot from 24 ft,,69,54
287,3,2:31.0,,Defensive rebound by C. Felício,69,54
288,3,2:22.0,,Shooting foul by T. Rozier (drawn by N. Mirotić),69,54
289,3,2:22.0,Boston full timeout,,69,54
290,3,2:22.0,,N. Mirotić makes free throw 1 of 3,69,55
291,3,2:22.0,,N. Mirotić makes free throw 2 of 3,69,56
292,3,2:22.0,K. Olynyk enters the game for A. Horford,,69,54
293,3,2:22.0,,N. Mirotić makes free throw 3 of 3,69,57
294,3,2:11.0,Personal foul by N. Mirotić (drawn by M. Smart),,69,57
295,3,2:11.0,,B. Portis enters the game for N. Mirotić,69,57
296,3,2:00.0,J. Crowder makes 2-pt jump shot from 5 ft (assist by A. Bradley),,71,57
297,3,1:35.0,,J. Butler makes 2-pt jump shot from 12 ft,71,59
298,3,1:18.0,A. Bradley misses 2-pt jump shot from 21 ft,,71,59
299,3,1:18.0,,Defensive rebound by P. Zipser,71,59
300,3,1:07.0,,J. Butler makes 2-pt layup from 3 ft,71,61
301,3,0:45.0,M. Smart makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,74,61
302,3,0:32.0,,J. Butler makes 2-pt layup from 3 ft,74,63
303,3,0:10.0,K. Olynyk makes 2-pt layup from 2 ft,,76,63
304,3,0:00.0,,J. Butler misses 3-pt jump shot from 25 ft,76,63
305,3,0:00.0,,Offensive rebound by Team,76,63
306,4,11:44.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,76,63
307,4,11:44.0,,Offensive rebound by C. Felício,76,63
308,4,11:44.0,,Turnover by C. Felício (illegal assist),76,63
309,4,11:31.0,Offensive foul by K. Olynyk (drawn by M. Carter-Williams),,76,63
310,4,11:31.0,Turnover by K. Olynyk (offensive foul),,76,63
311,4,11:21.0,,Shooting foul by K. Olynyk (drawn by D. Wade),76,63
312,4,11:21.0,,D. Wade makes free throw 1 of 2,76,64
313,4,11:21.0,,D. Wade makes free throw 2 of 2,76,65
314,4,11:06.0,Shooting foul by C. Felício (drawn by M. Smart),,76,65
315,4,11:06.0,M. Smart makes free throw 1 of 2,,77,65
316,4,11:06.0,M. Smart makes free throw 2 of 2,,78,65
317,4,10:51.0,,D. Wade makes 2-pt jump shot from 8 ft,78,67
318,4,10:38.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by M. Smart),,81,67
319,4,10:23.0,,P. Zipser misses 3-pt jump shot from 24 ft,81,67
320,4,10:22.0,Defensive rebound by T. Rozier,,81,67
321,4,10:09.0,Turnover by K. Olynyk (bad pass; steal by J. Butler),,81,67
322,4,10:04.0,,D. Wade misses 2-pt layup from 1 ft,81,67
323,4,10:03.0,,Offensive rebound by J. Butler,81,67
324,4,10:03.0,,J. Butler makes 2-pt dunk at rim,81,69
325,4,9:43.0,Personal foul by J. Butler (drawn by K. Olynyk),,81,69
326,4,9:33.0,,Violation by C. Felício (kicked ball),81,69
327,4,9:17.0,T. Rozier misses 3-pt jump shot from 26 ft,,81,69
328,4,9:16.0,Offensive rebound by M. Smart,,81,69
329,4,9:15.0,Personal foul by C. Felício (drawn by M. Smart),,81,69
330,4,9:07.0,J. Jerebko makes 2-pt layup from 2 ft (assist by A. Bradley),,83,69
331,4,8:48.0,,M. Carter-Williams misses 2-pt jump shot from 12 ft,83,69
332,4,8:47.0,,Offensive rebound by C. Felício,83,69
333,4,8:39.0,,J. Butler misses 3-pt jump shot from 25 ft,83,69
334,4,8:38.0,,Offensive rebound by C. Felício,83,69
335,4,8:36.0,,C. Felício misses 2-pt jump shot from 5 ft,83,69
336,4,8:35.0,Defensive rebound by A. Bradley,,83,69
337,4,8:25.0,J. Jerebko makes 2-pt layup from 1 ft (assist by A. Bradley),,85,69
338,4,8:24.0,,Chicago full timeout,85,69
339,4,8:24.0,,N. Mirotić enters the game for M. Carter-Williams,85,69
340,4,8:08.0,,D. Wade misses 2-pt jump shot from 6 ft,85,69
341,4,8:07.0,Defensive rebound by A. Bradley,,85,69
342,4,7:50.0,Turnover by J. Jerebko (lost ball; steal by D. Wade),,85,69
343,4,7:44.0,,P. Zipser misses 2-pt jump shot from 6 ft,85,69
344,4,7:43.0,Defensive rebound by J. Jerebko,,85,69
345,4,7:28.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,88,69
346,4,7:08.0,,J. Butler makes 2-pt jump shot from 15 ft (assist by N. Mirotić),88,71
347,4,6:47.0,K. Olynyk misses 3-pt jump shot from 25 ft,,88,71
348,4,6:46.0,,Defensive rebound by P. Zipser,88,71
349,4,6:31.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by P. Zipser),88,73
350,4,6:29.0,Boston full timeout,,88,73
351,4,6:29.0,I. Thomas enters the game for A. Bradley,,88,73
352,4,6:29.0,A. Horford enters the game for J. Jerebko,,88,73
353,4,6:29.0,J. Crowder enters the game for K. Olynyk,,88,73
354,4,6:09.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by A. Horford),,91,73
355,4,5:54.0,,J. Butler makes 2-pt jump shot from 22 ft,91,75
356,4,5:33.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,93,75
357,4,5:26.0,,D. Wade misses 2-pt jump shot from 13 ft,93,75
358,4,5:24.0,,Offensive rebound by P. Zipser,93,75
359,4,5:24.0,,P. Zipser makes 2-pt layup from 2 ft,93,77
360,4,5:01.0,I. Thomas makes 2-pt layup from 1 ft,,95,77
361,4,4:52.0,,J. Butler misses 2-pt layup from 1 ft,95,77
362,4,4:51.0,Defensive rebound by M. Smart,,95,77
363,4,4:30.0,I. Thomas misses 3-pt jump shot from 24 ft,,95,77
364,4,4:28.0,,Defensive rebound by C. Felício,95,77
365,4,4:14.0,,Turnover by N. Mirotić (bad pass; steal by T. Rozier),95,77
366,4,4:11.0,J. Crowder makes 2-pt dunk at rim (assist by A. Horford),,97,77
367,4,4:11.0,,Chicago full timeout,97,77
368,4,4:11.0,,D. Valentine enters the game for P. Zipser,97,77
369,4,4:11.0,,B. Portis enters the game for C. Felício,97,77
370,4,4:11.0,,C. Payne enters the game for N. Mirotić,97,77
371,4,4:11.0,,J. Lauvergne enters the game for J. Butler,97,77
372,4,4:11.0,,A. Morrow enters the game for D. Wade,97,77
373,4,3:54.0,,B. Portis misses 2-pt jump shot from 20 ft,97,77
374,4,3:53.0,,Offensive rebound by J. Lauvergne,97,77
375,4,3:49.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by J. Lauvergne),97,80
376,4,3:24.0,A. Horford misses 2-pt jump shot from 12 ft,,97,80
377,4,3:22.0,,Defensive rebound by D. Valentine,97,80
378,4,3:08.0,,Turnover by C. Payne (bad pass; steal by J. Crowder),97,80
379,4,3:04.0,T. Rozier makes 2-pt dunk at rim (assist by J. Crowder),,99,80
380,4,2:47.0,,A. Morrow makes 2-pt jump shot from 19 ft (assist by B. Portis),99,82
381,4,2:31.0,I. Thomas misses 2-pt layup from 1 ft,,99,82
382,4,2:26.0,,Defensive rebound by D. Valentine,99,82
383,4,2:25.0,,Turnover by B. Portis (lost ball; steal by M. Smart),99,82
384,4,2:20.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),,102,82
