,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHARLOTTE_ACTION,NEW ORLEANS_SCORE,CHARLOTTE_SCORE
0,1,11:48.0,A. Davis misses 2-pt jump shot from 17 ft,,0,0
1,1,11:46.0,,Defensive rebound by N. Batum,0,0
2,1,11:28.0,,Turnover by K. Walker (lost ball; steal by S. Hill),0,0
3,1,11:13.0,D. Cousins makes 2-pt layup from 1 ft,,2,0
4,1,10:58.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),2,3
5,1,10:36.0,S. Hill makes 3-pt jump shot from 25 ft (assist by D. Cousins),,5,3
6,1,10:20.0,,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),5,5
7,1,10:06.0,A. Davis makes 2-pt jump shot from 16 ft (assist by H. Thompson),,7,5
8,1,9:36.0,,M. Williams makes 2-pt jump shot from 4 ft,7,7
9,1,9:26.0,D. Cousins misses 2-pt jump shot from 19 ft,,7,7
10,1,9:25.0,,Defensive rebound by K. Walker,7,7
11,1,9:18.0,,N. Batum misses 3-pt jump shot from 25 ft,7,7
12,1,9:17.0,Defensive rebound by H. Thompson,,7,7
13,1,8:56.0,Turnover by D. Cousins (lost ball; steal by C. Zeller),,7,7
14,1,8:51.0,,Personal foul by D. Cousins (drawn by C. Zeller),7,7
15,1,8:45.0,,Def 3 sec tech foul by H. Thompson,7,7
16,1,8:45.0,,N. Batum makes technical free throw,7,8
17,1,8:35.0,,M. Williams makes 2-pt jump shot from 8 ft (assist by K. Walker),7,10
18,1,8:20.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by J. Holiday),,10,10
19,1,8:07.0,,N. Batum misses 3-pt jump shot from 25 ft,10,10
20,1,8:05.0,,Offensive rebound by M. Williams,10,10
21,1,7:58.0,,Turnover by M. Williams (bad pass),10,10
22,1,7:50.0,D. Cousins misses 2-pt layup at rim,,10,10
23,1,7:49.0,,Defensive rebound by C. Zeller,10,10
24,1,7:45.0,,M. Williams misses 3-pt jump shot from 25 ft,10,10
25,1,7:45.0,Defensive rebound by Team,,10,10
26,1,7:29.0,D. Cousins misses 3-pt jump shot from 25 ft,,10,10
27,1,7:27.0,Offensive rebound by H. Thompson,,10,10
28,1,7:24.0,Shooting foul by K. Walker (drawn by A. Davis),,10,10
29,1,7:24.0,A. Davis makes free throw 1 of 2,,11,10
30,1,7:24.0,A. Davis makes free throw 2 of 2,,12,10
31,1,7:04.0,,K. Walker misses 3-pt jump shot from 25 ft,12,10
32,1,7:03.0,Defensive rebound by A. Davis,,12,10
33,1,6:53.0,D. Cousins misses 2-pt layup from 1 ft,,12,10
34,1,6:52.0,Offensive rebound by A. Davis,,12,10
35,1,6:52.0,A. Davis makes 2-pt dunk at rim,,14,10
36,1,6:41.0,,M. Williams misses 3-pt jump shot from 24 ft,14,10
37,1,6:40.0,Defensive rebound by A. Davis,,14,10
38,1,6:40.0,Personal foul by C. Zeller (drawn by D. Cousins),,14,10
39,1,6:40.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,14,10
40,1,6:35.0,Turnover by J. Holiday (bad pass; steal by M. Williams),,14,10
41,1,6:29.0,,M. Williams makes 2-pt layup from 1 ft (assist by K. Walker),14,12
42,1,6:08.0,S. Hill makes 2-pt layup from 1 ft (assist by D. Cousins),,16,12
43,1,5:50.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Walker),16,15
44,1,5:30.0,H. Thompson misses 3-pt jump shot from 24 ft,,16,15
45,1,5:28.0,,Defensive rebound by C. Zeller,16,15
46,1,5:22.0,,Personal foul by D. Cousins (drawn by K. Walker),16,15
47,1,5:22.0,,Charlotte full timeout,16,15
48,1,5:22.0,E. Moore enters the game for D. Cousins,,16,15
49,1,5:22.0,D. Cunningham enters the game for H. Thompson,,16,15
50,1,5:22.0,,C. Wood enters the game for C. Zeller,16,15
51,1,5:12.0,,K. Walker misses 2-pt jump shot from 18 ft,16,15
52,1,5:11.0,Defensive rebound by A. Davis,,16,15
53,1,4:54.0,S. Hill misses 3-pt jump shot from 25 ft,,16,15
54,1,4:53.0,,Defensive rebound by K. Walker,16,15
55,1,4:39.0,,N. Batum makes 2-pt jump shot from 13 ft,16,17
56,1,4:21.0,D. Cunningham makes 2-pt jump shot from 17 ft (assist by A. Davis),,18,17
57,1,4:02.0,,C. Wood makes 2-pt layup from 1 ft (assist by N. Batum),18,19
58,1,3:49.0,Shooting block foul by C. Wood (drawn by A. Davis),,18,19
59,1,3:49.0,A. Davis misses free throw 1 of 2,,18,19
60,1,3:49.0,Offensive rebound by Team,,18,19
61,1,3:49.0,A. Davis misses free throw 2 of 2,,18,19
62,1,3:49.0,,M. Kidd-Gilchrist enters the game for M. Williams,18,19
63,1,3:49.0,,B. Roberts enters the game for K. Walker,18,19
64,1,3:47.0,,Defensive rebound by N. Batum,18,19
65,1,3:26.0,,C. Wood misses 2-pt jump shot from 3 ft (block by D. Cunningham),18,19
66,1,3:24.0,Defensive rebound by D. Cunningham,,18,19
67,1,3:18.0,A. Davis misses 2-pt jump shot from 6 ft,,18,19
68,1,3:17.0,,Defensive rebound by B. Roberts,18,19
69,1,3:04.0,,M. Belinelli misses 3-pt jump shot from 24 ft,18,19
70,1,3:03.0,Defensive rebound by A. Davis,,18,19
71,1,2:54.0,J. Holiday makes 2-pt jump shot from 6 ft,,20,19
72,1,2:33.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),20,22
73,1,2:18.0,A. Davis makes 2-pt dunk at rim (assist by E. Moore),,22,22
74,1,1:52.0,,Turnover by Team (shot clock),22,22
75,1,1:52.0,New Orleans full timeout,,22,22
76,1,1:52.0,J. Crawford enters the game for J. Holiday,,22,22
77,1,1:48.0,,C. Zeller enters the game for N. Batum,22,22
78,1,1:48.0,,J. Lamb enters the game for C. Wood,22,22
79,1,1:37.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by E. Moore),,25,22
80,1,1:12.0,,J. Lamb misses 2-pt jump shot from 17 ft,25,22
81,1,1:11.0,Defensive rebound by A. Davis,,25,22
82,1,0:54.0,S. Hill makes 2-pt layup from 2 ft (assist by J. Crawford),,27,22
83,1,0:45.0,,B. Roberts makes 3-pt jump shot from 25 ft,27,25
84,1,0:34.0,A. Davis makes 2-pt jump shot from 8 ft (assist by J. Crawford),,29,25
85,1,0:18.0,,Shooting foul by S. Hill (drawn by J. Lamb),29,25
86,1,0:18.0,,J. Lamb makes free throw 1 of 2,29,26
87,1,0:18.0,T. Frazier enters the game for S. Hill,,29,26
88,1,0:18.0,,J. Lamb makes free throw 2 of 2,29,27
