,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DENVER_ACTION,NEW ORLEANS_SCORE,DENVER_SCORE
68,1,3:18.0,,Defensive rebound by N. Jokić,18,24
69,1,2:59.0,,G. Harris makes 2-pt jump shot from 21 ft (assist by J. Nelson),18,26
70,1,2:45.0,D. Motiejūnas misses 2-pt layup from 2 ft,,18,26
71,1,2:44.0,Offensive rebound by A. Davis,,18,26
72,1,2:43.0,A. Davis makes 2-pt layup from 1 ft,,20,26
73,1,2:26.0,,W. Chandler misses 3-pt jump shot from 26 ft,20,26
74,1,2:26.0,Defensive rebound by S. Hill,,20,26
75,1,2:26.0,,Loose ball foul by N. Jokić (drawn by S. Hill),20,26
76,1,2:26.0,,M. Plumlee enters the game for N. Jokić,20,26
77,1,2:26.0,,J. Murray enters the game for J. Nelson,20,26
78,1,2:21.0,J. Crawford enters the game for J. Holiday,,20,26
79,1,2:19.0,T. Frazier enters the game for S. Hill,,20,26
80,1,2:12.0,J. Crawford makes 2-pt jump shot from 7 ft,,22,26
81,1,2:03.0,,M. Plumlee misses 2-pt layup from 2 ft,22,26
82,1,2:02.0,Defensive rebound by A. Davis,,22,26
83,1,1:52.0,A. Davis makes 2-pt jump shot from 19 ft,,24,26
84,1,1:38.0,,G. Harris misses 2-pt jump shot from 22 ft,24,26
85,1,1:37.0,Defensive rebound by D. Motiejūnas,,24,26
86,1,1:27.0,D. Motiejūnas misses 2-pt layup from 3 ft,,24,26
87,1,1:27.0,Offensive rebound by D. Motiejūnas,,24,26
88,1,1:27.0,D. Motiejūnas makes 2-pt layup from 3 ft,,26,26
89,1,1:27.0,,Violation by M. Plumlee (def goaltending),26,26
90,1,1:27.0,Shooting foul by J. Murray (drawn by D. Motiejūnas),,26,26
91,1,1:27.0,D. Motiejūnas misses free throw 1 of 1,,26,26
92,1,1:27.0,,Defensive rebound by K. Faried,26,26
93,1,1:27.0,,K. Faried enters the game for W. Chandler,26,26
94,1,1:01.0,,J. Murray misses 2-pt jump shot from 17 ft,26,26
95,1,1:01.0,Defensive rebound by D. Motiejūnas,,26,26
96,1,0:58.0,Turnover by A. Davis (lost ball; steal by J. Murray),,26,26
97,1,0:58.0,,Personal take foul by D. Motiejūnas (drawn by W. Barton),26,26
98,1,0:58.0,A. Ajinça enters the game for A. Davis,,26,26
99,1,0:54.0,D. Cunningham enters the game for D. Motiejūnas,,26,26
100,1,0:50.0,,W. Barton misses 2-pt layup from 2 ft,26,26
101,1,0:49.0,Defensive rebound by J. Crawford,,26,26
102,1,0:40.0,J. Crawford misses 2-pt jump shot from 18 ft,,26,26
103,1,0:39.0,,Defensive rebound by M. Plumlee,26,26
104,1,0:26.0,,M. Plumlee misses 2-pt layup from 1 ft,26,26
105,1,0:24.0,Defensive rebound by A. Ajinça,,26,26
106,1,0:02.0,J. Crawford misses 2-pt jump shot from 18 ft,,26,26
107,1,0:01.0,,Defensive rebound by M. Plumlee,26,26
108,1,0:01.0,,Turnover by M. Plumlee (traveling),26,26
109,1,0:01.0,A. Davis enters the game for A. Ajinça,,26,26
110,1,0:00.0,A. Davis makes 3-pt jump shot from 25 ft (assist by J. Crawford),,29,26
111,2,11:33.0,,D. Gallinari misses 2-pt jump shot from 21 ft,29,26
112,2,11:32.0,,Offensive rebound by M. Plumlee,29,26
113,2,11:29.0,,Turnover by M. Plumlee (lost ball; steal by E. Moore),29,26
114,2,11:15.0,E. Moore makes 2-pt jump shot from 7 ft (assist by T. Frazier),,31,26
115,2,10:53.0,,W. Barton makes 2-pt jump shot from 10 ft,31,28
116,2,10:39.0,J. Crawford misses 2-pt jump shot from 19 ft,,31,28
117,2,10:38.0,,Defensive rebound by D. Gallinari,31,28
118,2,10:28.0,,K. Faried makes 2-pt jump shot from 2 ft (assist by W. Barton),31,30
119,2,10:13.0,A. Ajinça misses 2-pt jump shot from 16 ft,,31,30
120,2,10:12.0,,Defensive rebound by W. Barton,31,30
121,2,10:06.0,,W. Barton misses 2-pt jump shot from 4 ft (block by A. Ajinça),31,30
122,2,10:05.0,Defensive rebound by A. Ajinça,,31,30
123,2,9:59.0,J. Crawford makes 2-pt layup from 1 ft,,33,30
124,2,9:47.0,,Personal foul by J. Crawford (drawn by D. Gallinari),33,30
125,2,9:32.0,,J. Murray misses 2-pt jump shot from 4 ft,33,30
126,2,9:31.0,Defensive rebound by D. Cunningham,,33,30
127,2,9:26.0,T. Frazier misses 2-pt layup from 2 ft,,33,30
128,2,9:26.0,Offensive rebound by D. Cunningham,,33,30
129,2,9:14.0,T. Frazier misses 2-pt jump shot from 5 ft,,33,30
130,2,9:12.0,Offensive rebound by A. Ajinça,,33,30
131,2,8:57.0,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Crawford),,35,30
132,2,8:57.0,,Denver full timeout,35,30
133,2,8:45.0,,Turnover by W. Barton (lost ball; steal by A. Ajinça),35,30
134,2,8:39.0,E. Moore misses 2-pt jump shot from 20 ft,,35,30
135,2,8:38.0,,Defensive rebound by W. Barton,35,30
136,2,8:31.0,,W. Barton misses 2-pt jump shot from 17 ft,35,30
137,2,8:30.0,Defensive rebound by D. Cunningham,,35,30
138,2,8:18.0,J. Crawford makes 2-pt jump shot from 16 ft,,37,30
139,2,7:51.0,,J. Murray misses 2-pt layup from 2 ft,37,30
140,2,7:50.0,Defensive rebound by A. Ajinça,,37,30
141,2,7:39.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by J. Crawford),,40,30
142,2,7:32.0,,M. Plumlee makes 2-pt dunk at rim (assist by W. Barton),40,32
143,2,7:16.0,E. Moore makes 2-pt jump shot from 12 ft (assist by J. Crawford),,42,32
144,2,7:07.0,,Personal foul by J. Crawford (drawn by D. Gallinari),42,32
145,2,7:07.0,,J. Nelson enters the game for W. Barton,42,32
146,2,7:07.0,,N. Jokić enters the game for M. Plumlee,42,32
147,2,7:07.0,,G. Harris enters the game for J. Murray,42,32
148,2,7:07.0,,W. Chandler enters the game for K. Faried,42,32
149,2,7:07.0,J. Holiday enters the game for E. Moore,,42,32
150,2,7:07.0,A. Davis enters the game for J. Crawford,,42,32
151,2,7:07.0,S. Hill enters the game for A. Ajinça,,42,32
152,2,6:56.0,,N. Jokić misses 2-pt jump shot from 4 ft (block by D. Cunningham),42,32
153,2,6:54.0,,Offensive rebound by N. Jokić,42,32
154,2,6:49.0,,G. Harris misses 3-pt jump shot from 25 ft,42,32
155,2,6:48.0,Defensive rebound by A. Davis,,42,32
156,2,6:32.0,T. Frazier makes 2-pt jump shot from 5 ft (assist by J. Holiday),,44,32
157,2,6:19.0,,J. Nelson misses 2-pt jump shot from 17 ft,44,32
158,2,6:16.0,Defensive rebound by J. Holiday,,44,32
159,2,6:08.0,S. Hill misses 3-pt jump shot from 26 ft,,44,32
160,2,6:07.0,,Defensive rebound by J. Nelson,44,32
161,2,6:01.0,,Shooting foul by D. Cunningham (drawn by D. Gallinari),44,32
162,2,6:01.0,,D. Gallinari makes free throw 1 of 2,44,33
163,2,6:01.0,,D. Gallinari makes free throw 2 of 2,44,34
164,2,5:50.0,A. Davis misses 2-pt hook shot at rim,,44,34
165,2,5:49.0,,Defensive rebound by N. Jokić,44,34
166,2,5:36.0,,Shooting foul by S. Hill (drawn by G. Harris),44,34
167,2,5:36.0,Official timeout,,44,34
168,2,5:36.0,,G. Harris makes free throw 1 of 2,44,35
169,2,5:36.0,E. Moore enters the game for D. Cunningham,,44,34
170,2,5:36.0,,K. Faried enters the game for D. Gallinari,44,34
171,2,5:36.0,A. Ajinça enters the game for E. Moore,,44,35
172,2,5:36.0,,G. Harris makes free throw 2 of 2,44,36
173,2,5:30.0,Personal foul by J. Nelson (drawn by J. Holiday),,44,36
174,2,5:22.0,A. Davis makes 2-pt jump shot from 18 ft (assist by S. Hill),,46,36
175,2,5:03.0,,N. Jokić misses 2-pt jump shot from 14 ft,46,36
176,2,5:02.0,Defensive rebound by J. Holiday,,46,36
177,2,4:44.0,A. Ajinça misses 2-pt hook shot from 5 ft,,46,36
178,2,4:41.0,,Defensive rebound by N. Jokić,46,36
179,2,4:33.0,,N. Jokić misses 2-pt layup from 1 ft,46,36
180,2,4:32.0,Defensive rebound by A. Davis,,46,36
181,2,4:24.0,J. Holiday misses 2-pt layup from 2 ft,,46,36
182,2,4:23.0,,Defensive rebound by N. Jokić,46,36
183,2,4:14.0,,N. Jokić misses 2-pt jump shot from 8 ft,46,36
184,2,4:13.0,,Offensive rebound by N. Jokić,46,36
185,2,4:00.0,,K. Faried misses 2-pt layup from 4 ft (block by A. Davis),46,36
186,2,3:59.0,,Offensive rebound by Team,46,36
187,2,3:57.0,,Turnover by N. Jokić (bad pass; steal by A. Ajinça),46,36
188,2,3:48.0,T. Frazier makes 2-pt layup from 1 ft,,48,36
189,2,3:41.0,,N. Jokić makes 2-pt layup from 2 ft,48,38
190,2,3:25.0,A. Davis makes 2-pt jump shot from 18 ft (assist by T. Frazier),,50,38
191,2,3:13.0,,N. Jokić misses 3-pt jump shot from 26 ft,50,38
192,2,3:11.0,Defensive rebound by S. Hill,,50,38
193,2,2:56.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. Frazier),,53,38
194,2,2:42.0,,W. Chandler misses 2-pt jump shot from 9 ft,53,38
195,2,2:42.0,,Offensive rebound by K. Faried,53,38
196,2,2:42.0,New Orleans full timeout,,53,38
197,2,2:42.0,D. Cunningham enters the game for S. Hill,,53,38
198,2,2:42.0,D. Motiejūnas enters the game for A. Ajinça,,53,38
199,2,2:42.0,,D. Gallinari enters the game for N. Jokić,53,38
200,2,2:22.0,,W. Chandler misses 2-pt layup from 1 ft,53,38
201,2,2:21.0,Defensive rebound by D. Motiejūnas,,53,38
202,2,2:20.0,Offensive foul by T. Frazier (drawn by J. Nelson),,53,38
203,2,2:20.0,Turnover by T. Frazier (offensive foul),,53,38
204,2,1:59.0,,K. Faried misses 2-pt jump shot from 4 ft,53,38
205,2,1:58.0,,Offensive rebound by W. Chandler,53,38
206,2,1:53.0,,W. Chandler misses 2-pt jump shot from 12 ft,53,38
207,2,1:52.0,Defensive rebound by A. Davis,,53,38
208,2,1:39.0,A. Davis misses 2-pt jump shot from 20 ft,,53,38
209,2,1:38.0,,Defensive rebound by K. Faried,53,38
210,2,1:24.0,,G. Harris misses 2-pt layup from 1 ft,53,38
211,2,1:23.0,Defensive rebound by J. Holiday,,53,38
212,2,1:17.0,J. Holiday misses 3-pt jump shot from 25 ft,,53,38
213,2,1:16.0,,Defensive rebound by W. Chandler,53,38
214,2,1:00.0,,G. Harris misses 2-pt jump shot from 21 ft,53,38
215,2,1:00.0,Defensive rebound by J. Holiday,,53,38
216,2,0:40.0,T. Frazier misses 3-pt jump shot from 26 ft,,53,38
217,2,0:39.0,,Defensive rebound by D. Gallinari,53,38
218,2,0:33.0,,J. Nelson makes 2-pt layup from 3 ft,53,40
219,2,0:23.0,J. Holiday makes 2-pt layup from 3 ft,,55,40
220,2,0:01.0,,J. Nelson misses 2-pt jump shot from 15 ft,55,40
221,2,0:00.0,Defensive rebound by A. Davis,,55,40
222,3,11:35.0,,N. Jokić misses 2-pt jump shot from 14 ft,55,40
223,3,11:34.0,Defensive rebound by S. Hill,,55,40
224,3,11:12.0,J. Holiday misses 2-pt jump shot from 16 ft,,55,40
225,3,11:11.0,,Defensive rebound by N. Jokić,55,40
226,3,11:05.0,,Personal foul by T. Frazier (drawn by J. Nelson),55,40
227,3,10:54.0,,N. Jokić misses 3-pt jump shot from 26 ft,55,40
228,3,10:53.0,Defensive rebound by T. Frazier,,55,40
229,3,10:42.0,New Orleans full timeout,,55,40
230,3,10:29.0,J. Holiday misses 2-pt layup from 2 ft,,55,40
231,3,10:29.0,,Defensive rebound by D. Gallinari,55,40
232,3,10:16.0,,D. Gallinari misses 3-pt jump shot from 24 ft,55,40
233,3,10:15.0,Defensive rebound by D. Cunningham,,55,40
234,3,10:03.0,D. Cunningham misses 3-pt jump shot from 23 ft,,55,40
235,3,10:02.0,Offensive rebound by A. Davis,,55,40
236,3,9:54.0,A. Davis makes 2-pt jump shot from 22 ft (assist by T. Frazier),,57,40
237,3,9:41.0,,Shooting foul by S. Hill (drawn by D. Gallinari),57,40
238,3,9:41.0,,D. Gallinari makes free throw 1 of 2,57,41
239,3,9:41.0,,D. Gallinari makes free throw 2 of 2,57,42
240,3,9:32.0,A. Davis makes 2-pt jump shot from 14 ft,,59,42
241,3,9:32.0,Shooting foul by W. Chandler (drawn by A. Davis),,59,42
242,3,9:32.0,A. Davis makes free throw 1 of 1,,60,42
243,3,9:20.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),60,44
244,3,9:02.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,62,44
245,3,8:50.0,,G. Harris misses 2-pt jump shot from 18 ft,62,44
246,3,8:49.0,Defensive rebound by A. Davis,,62,44
247,3,8:44.0,Shooting foul by N. Jokić (drawn by S. Hill),,62,44
248,3,8:44.0,S. Hill makes free throw 1 of 2,,63,44
249,3,8:44.0,S. Hill makes free throw 2 of 2,,64,44
250,3,8:30.0,,J. Nelson misses 3-pt jump shot from 25 ft,64,44
251,3,8:29.0,Defensive rebound by A. Davis,,64,44
252,3,8:26.0,Turnover by S. Hill (traveling),,64,44
253,3,8:13.0,,N. Jokić misses 2-pt layup from 2 ft,64,44
254,3,8:12.0,Defensive rebound by A. Davis,,64,44
255,3,8:11.0,Personal foul by N. Jokić (drawn by A. Davis),,64,44
256,3,8:00.0,T. Frazier misses 3-pt jump shot from 25 ft,,64,44
257,3,7:59.0,,Defensive rebound by D. Gallinari,64,44
258,3,7:47.0,,G. Harris misses 3-pt jump shot from 25 ft,64,44
259,3,7:45.0,Defensive rebound by D. Cunningham,,64,44
260,3,7:40.0,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),,66,44
261,3,7:40.0,,Denver full timeout,66,44
262,3,7:40.0,E. Moore enters the game for T. Frazier,,66,44
263,3,7:39.0,,K. Faried enters the game for N. Jokić,66,44
264,3,7:39.0,,W. Barton enters the game for G. Harris,66,44
265,3,7:28.0,,Shooting foul by A. Davis (drawn by K. Faried),66,44
266,3,7:28.0,,K. Faried makes free throw 1 of 2,66,45
267,3,7:28.0,,K. Faried makes free throw 2 of 2,66,46
268,3,7:12.0,J. Holiday makes 3-pt jump shot from 26 ft,,69,46
269,3,6:59.0,,W. Barton misses 2-pt jump shot from 12 ft,69,46
270,3,6:58.0,,Offensive rebound by K. Faried,69,46
271,3,6:52.0,,J. Nelson misses 2-pt jump shot from 23 ft,69,46
272,3,6:51.0,Defensive rebound by S. Hill,,69,46
273,3,6:45.0,S. Hill misses 2-pt layup from 1 ft,,69,46
274,3,6:44.0,Offensive rebound by D. Cunningham,,69,46
275,3,6:43.0,D. Cunningham makes 2-pt layup from 1 ft,,71,46
276,3,6:26.0,,K. Faried misses 2-pt jump shot from 8 ft,71,46
277,3,6:25.0,Defensive rebound by J. Holiday,,71,46
278,3,6:20.0,Personal take foul by J. Nelson (drawn by A. Davis),,71,46
279,3,6:10.0,E. Moore misses 3-pt jump shot from 25 ft,,71,46
280,3,6:09.0,,Defensive rebound by K. Faried,71,46
281,3,5:56.0,,W. Barton makes 2-pt jump shot from 7 ft,71,48
282,3,5:32.0,J. Holiday makes 2-pt layup from 3 ft (assist by A. Davis),,73,48
283,3,5:18.0,,J. Nelson makes 2-pt jump shot from 5 ft (assist by W. Barton),73,50
284,3,5:02.0,A. Davis misses 2-pt jump shot from 21 ft,,73,50
285,3,5:02.0,,Defensive rebound by W. Barton,73,50
286,3,4:55.0,,J. Nelson misses 2-pt layup from 1 ft (block by D. Cunningham),73,50
287,3,4:54.0,Defensive rebound by D. Cunningham,,73,50
288,3,4:48.0,New Orleans full timeout,,73,50
289,3,4:48.0,J. Crawford enters the game for S. Hill,,73,50
290,3,4:48.0,,J. Hernangómez enters the game for D. Gallinari,73,50
291,3,4:48.0,,J. Murray enters the game for W. Chandler,73,50
292,3,4:48.0,,D. Arthur enters the game for J. Nelson,73,50
293,3,4:36.0,E. Moore makes 2-pt layup at rim (assist by J. Holiday),,75,50
294,3,4:21.0,,W. Barton makes 2-pt jump shot from 16 ft,75,52
295,3,4:12.0,Offensive foul by A. Davis (drawn by K. Faried),,75,52
296,3,4:12.0,Turnover by A. Davis (offensive foul),,75,52
297,3,4:02.0,,W. Barton misses 3-pt jump shot from 26 ft,75,52
298,3,4:01.0,Defensive rebound by Team,,75,52
299,3,4:01.0,,Loose ball foul by K. Faried (drawn by A. Davis),75,52
300,3,4:01.0,A. Davis makes free throw 1 of 2,,76,52
301,3,4:01.0,A. Davis makes free throw 2 of 2,,77,52
302,3,3:46.0,,D. Arthur misses 2-pt jump shot from 7 ft,77,52
303,3,3:45.0,,Offensive rebound by Team,77,52
304,3,3:38.0,,J. Murray misses 2-pt jump shot from 20 ft,77,52
305,3,3:37.0,Defensive rebound by A. Davis,,77,52
306,3,3:25.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,79,52
307,3,3:14.0,,Personal foul by E. Moore (drawn by J. Hernangómez),79,52
308,3,3:10.0,,Shooting foul by J. Crawford (drawn by W. Barton),79,52
309,3,3:10.0,,W. Barton makes free throw 1 of 2,79,53
310,3,3:10.0,,W. Barton makes free throw 2 of 2,79,54
311,3,2:56.0,E. Moore misses 2-pt jump shot from 21 ft,,79,54
312,3,2:55.0,,Defensive rebound by K. Faried,79,54
313,3,2:47.0,,W. Barton misses 2-pt jump shot from 8 ft,79,54
314,3,2:46.0,Defensive rebound by A. Davis,,79,54
315,3,2:39.0,Turnover by A. Davis (bad pass; steal by J. Hernangómez),,79,54
316,3,2:36.0,,Turnover by J. Hernangómez (lost ball; steal by J. Crawford),79,54
317,3,2:29.0,A. Davis makes 2-pt dunk at rim (assist by J. Crawford),,81,54
318,3,2:09.0,,D. Arthur misses 2-pt layup from 3 ft,81,54
319,3,2:08.0,Defensive rebound by D. Cunningham,,81,54
320,3,1:53.0,J. Crawford misses 3-pt jump shot from 26 ft,,81,54
321,3,1:52.0,,Defensive rebound by K. Faried,81,54
322,3,1:47.0,T. Frazier enters the game for A. Davis,,81,54
323,3,1:47.0,A. Ajinça enters the game for J. Holiday,,81,54
324,3,1:37.0,,K. Faried makes 2-pt jump shot from 12 ft,81,56
325,3,1:19.0,D. Motiejūnas enters the game for D. Cunningham,,81,56
326,3,1:10.0,J. Crawford misses 3-pt jump shot from 26 ft,,81,56
327,3,1:09.0,Offensive rebound by A. Ajinça,,81,56
328,3,1:04.0,Personal foul by J. Murray (drawn by T. Frazier),,81,56
329,3,1:04.0,T. Frazier makes free throw 1 of 2,,82,56
330,3,1:04.0,T. Frazier makes free throw 2 of 2,,83,56
331,3,0:55.0,,J. Murray makes 2-pt jump shot from 14 ft,83,58
332,3,0:42.0,J. Crawford makes 2-pt jump shot from 10 ft (assist by T. Frazier),,85,58
333,3,0:38.0,,Personal foul by T. Frazier (drawn by J. Murray),85,58
334,3,0:38.0,,J. Murray makes free throw 1 of 2,85,59
335,3,0:38.0,,J. Murray misses free throw 2 of 2,85,59
336,3,0:37.0,Defensive rebound by T. Frazier,,85,59
337,3,0:20.0,D. Motiejūnas misses 2-pt jump shot from 6 ft,,85,59
338,3,0:19.0,Offensive rebound by A. Ajinça,,85,59
339,3,0:00.0,E. Moore makes 2-pt jump shot from 14 ft,,87,59
340,4,11:37.0,A. Ajinça makes 2-pt jump shot from 5 ft (assist by E. Moore),,89,59
341,4,11:24.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,89,59
342,4,11:23.0,Defensive rebound by J. Crawford,,89,59
343,4,11:17.0,J. Crawford misses 2-pt jump shot from 18 ft,,89,59
344,4,11:16.0,,Defensive rebound by D. Arthur,89,59
345,4,11:06.0,,D. Arthur makes 3-pt jump shot from 26 ft (assist by M. Plumlee),89,62
346,4,10:45.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,89,62
347,4,10:43.0,Offensive rebound by E. Moore,,89,62
348,4,10:20.0,T. Frazier makes 2-pt layup from 2 ft,,91,62
349,4,10:09.0,,J. Murray misses 3-pt jump shot from 25 ft,91,62
350,4,10:07.0,Defensive rebound by D. Motiejūnas,,91,62
351,4,9:56.0,A. Ajinça makes 2-pt jump shot from 12 ft (assist by T. Frazier),,93,62
352,4,9:56.0,,Denver full timeout,93,62
353,4,9:40.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Arthur),93,64
354,4,9:25.0,Personal foul by D. Arthur (drawn by A. Ajinça),,93,64
355,4,9:15.0,E. Moore misses 2-pt jump shot from 7 ft,,93,64
356,4,9:14.0,Offensive rebound by E. Moore,,93,64
357,4,9:13.0,E. Moore makes 2-pt layup from 1 ft,,95,64
358,4,8:59.0,,J. Murray makes 2-pt layup from 2 ft (assist by W. Barton),95,66
359,4,8:40.0,E. Moore makes 2-pt jump shot from 18 ft,,97,66
360,4,8:29.0,,D. Arthur makes 2-pt jump shot from 15 ft (assist by J. Murray),97,68
361,4,8:22.0,Turnover by J. Crawford (bad pass; steal by D. Arthur),,97,68
362,4,8:16.0,,J. Murray makes 2-pt layup from 1 ft,97,70
363,4,8:10.0,Personal foul by J. Murray (drawn by J. Crawford),,97,70
364,4,8:10.0,D. Cunningham enters the game for D. Motiejūnas,,97,70
365,4,8:02.0,A. Ajinça makes 2-pt jump shot from 17 ft (assist by T. Frazier),,99,70
366,4,7:49.0,,J. Murray misses 3-pt jump shot from 25 ft,99,70
367,4,7:48.0,Defensive rebound by J. Crawford,,99,70
368,4,7:31.0,E. Moore misses 2-pt jump shot from 7 ft,,99,70
369,4,7:30.0,,Defensive rebound by J. Hernangómez,99,70
370,4,7:29.0,,Personal foul by A. Ajinça (drawn by J. Hernangómez),99,70
371,4,7:29.0,,Denver full timeout,99,70
372,4,7:29.0,,E. Mudiay enters the game for W. Barton,99,70
373,4,7:17.0,,J. Murray misses 3-pt jump shot from 26 ft,99,70
374,4,7:16.0,Defensive rebound by A. Ajinça,,99,70
375,4,7:07.0,Turnover by E. Moore (traveling),,99,70
376,4,6:49.0,,J. Murray misses 2-pt layup from 2 ft,99,70
377,4,6:48.0,Defensive rebound by J. Crawford,,99,70
378,4,6:40.0,J. Crawford makes 2-pt jump shot from 20 ft,,101,70
379,4,6:25.0,,Turnover by M. Plumlee (lost ball; steal by T. Frazier),101,70
380,4,6:03.0,J. Crawford makes 3-pt jump shot from 27 ft (assist by T. Frazier),,104,70
381,4,6:03.0,,Denver full timeout,104,70
382,4,6:03.0,,M. Miller enters the game for D. Arthur,104,70
383,4,6:03.0,Q. Cook enters the game for D. Cunningham,,104,70
