,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
0,1,11:42.0,,J. Noah makes 2-pt dunk at rim (assist by C. Lee),0,2
1,1,11:16.0,T. Gibson misses 2-pt jump shot from 8 ft,,0,2
2,1,11:15.0,Offensive rebound by Team,,0,2
3,1,11:15.0,Turnover by Team (shot clock),,0,2
4,1,10:55.0,,D. Rose makes 2-pt jump shot from 6 ft,0,4
5,1,10:37.0,D. Wade misses 2-pt jump shot from 15 ft,,0,4
6,1,10:34.0,Offensive rebound by R. Lopez,,0,4
7,1,10:34.0,R. Lopez misses 2-pt layup from 2 ft,,0,4
8,1,10:33.0,,Defensive rebound by C. Anthony,0,4
9,1,10:22.0,,C. Anthony makes 2-pt jump shot from 19 ft,0,6
10,1,10:00.0,M. Carter-Williams misses 2-pt jump shot from 18 ft,,0,6
11,1,9:59.0,Offensive rebound by Team,,0,6
12,1,9:46.0,M. Carter-Williams misses 2-pt jump shot from 10 ft,,0,6
13,1,9:44.0,,Defensive rebound by J. Noah,0,6
14,1,9:36.0,,Shooting foul by M. Carter-Williams (drawn by D. Rose),0,6
15,1,9:36.0,,D. Rose makes free throw 1 of 2,0,7
16,1,9:36.0,,D. Rose makes free throw 2 of 2,0,8
17,1,9:22.0,D. Wade makes 2-pt jump shot from 20 ft,,2,8
18,1,9:08.0,,Turnover by J. Noah (bad pass; steal by D. Wade),2,8
19,1,9:03.0,P. Zipser makes 2-pt layup from 1 ft (assist by D. Wade),,4,8
20,1,8:50.0,,C. Anthony makes 2-pt jump shot from 22 ft,4,10
21,1,8:31.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by P. Zipser),,6,10
22,1,8:22.0,,Personal foul by M. Carter-Williams (drawn by D. Rose),6,10
23,1,8:22.0,R. Rondo enters the game for M. Carter-Williams,,6,10
24,1,8:05.0,,L. Thomas makes 2-pt jump shot from 19 ft (assist by D. Rose),6,12
25,1,7:59.0,Offensive foul by R. Lopez (drawn by L. Thomas),,6,12
26,1,7:59.0,Turnover by R. Lopez (offensive foul),,6,12
27,1,7:42.0,,C. Anthony misses 3-pt jump shot from 26 ft,6,12
28,1,7:40.0,Defensive rebound by R. Rondo,,6,12
29,1,7:34.0,T. Gibson makes 2-pt layup from 2 ft (assist by R. Rondo),,8,12
30,1,7:19.0,,Turnover by J. Noah (bad pass; steal by D. Wade),8,12
31,1,7:13.0,D. Wade misses 2-pt layup from 1 ft,,8,12
32,1,7:11.0,Offensive rebound by T. Gibson,,8,12
33,1,7:09.0,T. Gibson misses 2-pt layup from 3 ft,,8,12
34,1,7:08.0,,Defensive rebound by J. Noah,8,12
35,1,7:04.0,,D. Rose misses 2-pt jump shot from 16 ft,8,12
36,1,7:00.0,,Offensive rebound by J. Noah,8,12
37,1,6:58.0,Violation by P. Zipser (kicked ball),,8,12
38,1,6:50.0,,C. Lee misses 3-pt jump shot from 24 ft,8,12
39,1,6:48.0,Defensive rebound by P. Zipser,,8,12
40,1,6:34.0,D. Wade misses 2-pt jump shot from 3 ft,,8,12
41,1,6:32.0,,Defensive rebound by C. Anthony,8,12
42,1,6:25.0,,L. Thomas misses 2-pt jump shot from 12 ft,8,12
43,1,6:24.0,Defensive rebound by P. Zipser,,8,12
44,1,6:11.0,T. Gibson makes 2-pt layup from 2 ft,,10,12
45,1,6:10.0,,New York full timeout,10,12
46,1,6:10.0,Technical foul by T. Gibson,,10,12
47,1,6:10.0,D. McDermott enters the game for D. Wade,,10,12
48,1,6:10.0,,K. O'Quinn enters the game for J. Noah,10,12
49,1,6:10.0,,C. Anthony makes technical free throw,10,13
50,1,5:58.0,,Turnover by L. Thomas (bad pass),10,13
51,1,5:54.0,Turnover by T. Gibson (bad pass),,10,13
52,1,5:33.0,,K. O'Quinn misses 2-pt jump shot from 5 ft,10,13
53,1,5:31.0,Defensive rebound by R. Rondo,,10,13
54,1,5:23.0,R. Lopez makes 2-pt jump shot from 18 ft (assist by P. Zipser),,12,13
55,1,5:04.0,,D. Rose makes 2-pt layup from 1 ft,12,15
56,1,4:54.0,Offensive foul by T. Gibson (drawn by L. Thomas),,12,15
57,1,4:54.0,Turnover by T. Gibson (offensive foul),,12,15
58,1,4:54.0,,M. Kuzminskas enters the game for L. Thomas,12,15
59,1,4:38.0,,C. Anthony misses 2-pt jump shot from 10 ft,12,15
60,1,4:36.0,Defensive rebound by T. Gibson,,12,15
61,1,4:26.0,R. Rondo misses 2-pt layup from 2 ft,,12,15
62,1,4:25.0,,Defensive rebound by K. O'Quinn,12,15
63,1,4:14.0,,D. Rose makes 2-pt jump shot from 17 ft (assist by C. Anthony),12,17
64,1,3:54.0,R. Rondo misses 2-pt jump shot from 4 ft (block by K. O'Quinn),,12,17
65,1,3:51.0,,Defensive rebound by K. O'Quinn,12,17
66,1,3:40.0,,C. Anthony misses 3-pt jump shot from 26 ft,12,17
67,1,3:40.0,Defensive rebound by Team,,12,17
68,1,3:20.0,P. Zipser misses 2-pt jump shot from 18 ft,,12,17
69,1,3:18.0,,Defensive rebound by K. O'Quinn,12,17
70,1,3:09.0,,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by C. Lee),12,19
71,1,3:08.0,Chicago full timeout,,12,19
72,1,3:08.0,J. Grant enters the game for P. Zipser,,12,19
73,1,3:08.0,,W. Hernangómez enters the game for C. Anthony,12,19
74,1,3:08.0,B. Portis enters the game for T. Gibson,,12,19
75,1,2:58.0,D. McDermott misses 2-pt jump shot from 20 ft,,12,19
76,1,2:56.0,,Defensive rebound by K. O'Quinn,12,19
77,1,2:41.0,,C. Lee misses 3-pt jump shot from 25 ft,12,19
78,1,2:39.0,Defensive rebound by R. Lopez,,12,19
79,1,2:19.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Grant),,14,19
80,1,2:01.0,,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),14,22
81,1,1:40.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Rondo),,16,22
82,1,1:40.0,Shooting foul by K. O'Quinn (drawn by J. Grant),,16,22
83,1,1:40.0,C. Felício enters the game for R. Lopez,,16,22
