,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
385,4,4:37.0,P. Mills makes 2-pt jump shot from 22 ft,,96,91
386,4,4:21.0,,I. Thomas misses 2-pt layup from 2 ft (block by L. Aldridge),96,91
387,4,4:21.0,,Offensive rebound by Team,96,91
388,4,4:19.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by M. Smart),96,94
389,4,3:58.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by K. Leonard),,98,94
390,4,3:44.0,,Personal foul by P. Mills,98,94
391,4,3:37.0,,I. Thomas misses 2-pt layup at rim (block by K. Leonard),98,94
392,4,3:36.0,Defensive rebound by K. Leonard,,98,94
393,4,3:26.0,K. Leonard makes 2-pt jump shot from 7 ft,,100,94
394,4,3:07.0,,A. Horford makes 2-pt dunk at rim (assist by M. Smart),100,96
395,4,2:50.0,K. Leonard misses 3-pt jump shot from 25 ft,,100,96
396,4,2:48.0,Offensive rebound by M. Ginóbili,,100,96
397,4,2:47.0,San Antonio full timeout,,100,96
398,4,2:39.0,Turnover by D. Green (bad pass),,100,96
399,4,2:22.0,,M. Smart misses 2-pt jump shot from 8 ft,100,96
400,4,2:21.0,Defensive rebound by K. Leonard,,100,96
401,4,2:18.0,Personal foul by J. Crowder (drawn by K. Leonard),,100,96
402,4,2:18.0,K. Leonard makes free throw 1 of 2,,101,96
403,4,2:18.0,K. Leonard makes free throw 2 of 2,,102,96
404,4,1:56.0,,A. Horford misses 2-pt jump shot from 7 ft,102,96
405,4,1:55.0,Defensive rebound by D. Green,,102,96
406,4,1:39.0,Personal foul by A. Horford (drawn by K. Leonard),,102,96
407,4,1:39.0,K. Leonard makes free throw 1 of 2,,103,96
408,4,1:39.0,K. Leonard makes free throw 2 of 2,,104,96
409,4,1:39.0,,Boston full timeout,104,96
410,4,1:32.0,,I. Thomas makes 2-pt jump shot from 8 ft (assist by J. Crowder),104,98
411,4,1:11.0,K. Leonard misses 2-pt jump shot from 17 ft,,104,98
412,4,1:10.0,,Defensive rebound by A. Horford,104,98
413,4,1:00.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Bradley),104,101
414,4,0:44.0,P. Mills makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,107,101
415,4,0:44.0,,Boston full timeout,107,101
416,4,0:40.0,,A. Horford makes 2-pt dunk at rim,107,103
417,4,0:40.0,San Antonio full timeout,,107,103
418,4,0:19.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,107,103
419,4,0:19.0,Offensive rebound by L. Aldridge,,107,103
420,4,0:17.0,Personal take foul by A. Bradley (drawn by L. Aldridge),,107,103
421,4,0:17.0,L. Aldridge makes free throw 1 of 2,,108,103
422,4,0:17.0,L. Aldridge makes free throw 2 of 2,,109,103
423,4,0:12.0,,I. Thomas misses 3-pt jump shot from 25 ft (block by D. Green),109,103
424,4,0:12.0,,Offensive rebound by Team,109,103
425,4,0:10.0,,Personal foul by L. Aldridge (drawn by A. Bradley),109,103
426,4,0:04.0,,J. Crowder misses 3-pt jump shot from 26 ft,109,103
427,4,0:04.0,Defensive rebound by K. Leonard,,109,103
