,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
32,1,6:48.0,,C. Lee misses 3-pt jump shot from 24 ft,17,14
33,1,6:46.0,Defensive rebound by O. Porter,,17,14
34,1,6:40.0,Turnover by J. Wall (lost ball; steal by M. Plumlee),,17,14
35,1,6:33.0,,R. Baker misses 3-pt jump shot from 24 ft,17,14
36,1,6:31.0,,Offensive rebound by M. Plumlee,17,14
37,1,6:25.0,,Turnover by R. Baker (bad pass; steal by J. Smith),17,14
38,1,6:10.0,J. Smith misses 3-pt jump shot from 24 ft,,17,14
39,1,6:08.0,,Defensive rebound by C. Anthony,17,14
40,1,6:01.0,,C. Anthony misses 2-pt jump shot from 19 ft,17,14
41,1,6:00.0,Defensive rebound by O. Porter,,17,14
42,1,5:54.0,J. Wall makes 3-pt jump shot from 24 ft,,20,14
43,1,5:53.0,,New York full timeout,20,14
44,1,5:53.0,,M. Ndour enters the game for M. Plumlee,20,14
45,1,5:35.0,,W. Hernangómez misses 2-pt layup from 2 ft (block by J. Smith),20,14
46,1,5:34.0,,Offensive rebound by Team,20,14
47,1,5:29.0,,R. Baker misses 2-pt jump shot from 16 ft,20,14
48,1,5:27.0,Defensive rebound by J. Smith,,20,14
49,1,5:09.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Smith),,23,14
50,1,4:51.0,,C. Lee misses 3-pt jump shot from 24 ft,23,14
51,1,4:49.0,,Offensive rebound by M. Ndour,23,14
52,1,4:46.0,,W. Hernangómez misses 2-pt layup from 2 ft,23,14
53,1,4:44.0,,Offensive rebound by C. Lee,23,14
54,1,4:44.0,,C. Lee misses 2-pt layup from 1 ft,23,14
55,1,4:43.0,Defensive rebound by B. Beal,,23,14
56,1,4:38.0,O. Porter misses 3-pt jump shot from 26 ft,,23,14
57,1,4:37.0,Offensive rebound by J. Smith,,23,14
58,1,4:35.0,Turnover by J. Smith (bad pass; steal by C. Lee),,23,14
59,1,4:31.0,,C. Anthony misses 3-pt jump shot from 24 ft,23,14
60,1,4:30.0,,Offensive rebound by W. Hernangómez,23,14
61,1,4:29.0,,W. Hernangómez makes 2-pt layup from 1 ft,23,16
62,1,4:29.0,,Shooting foul by J. Smith (drawn by W. Hernangómez),23,16
63,1,4:29.0,,J. Holiday enters the game for C. Lee,23,16
64,1,4:29.0,,W. Hernangómez makes free throw 1 of 1,23,17
65,1,4:19.0,Personal foul by C. Anthony (drawn by O. Porter),,23,17
66,1,4:09.0,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),,26,17
67,1,3:53.0,,R. Baker makes 2-pt layup from 2 ft (assist by C. Anthony),26,19
68,1,3:47.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,29,19
69,1,3:26.0,,W. Hernangómez misses 2-pt jump shot from 7 ft,29,19
70,1,3:25.0,Defensive rebound by J. Smith,,29,19
71,1,3:08.0,J. Wall makes 2-pt dunk at rim,,31,19
72,1,2:49.0,,Shooting foul by J. Smith (drawn by C. Anthony),31,19
73,1,2:49.0,Washington full timeout,,31,19
74,1,2:49.0,,C. Anthony makes free throw 1 of 2,31,20
75,1,2:49.0,,K. O'Quinn enters the game for W. Hernangómez,31,19
76,1,2:49.0,K. Oubre enters the game for J. Smith,,31,19
77,1,2:49.0,B. Jennings enters the game for J. Wall,,31,19
78,1,2:49.0,,C. Anthony makes free throw 2 of 2,31,21
79,1,2:24.0,K. Oubre misses 3-pt jump shot from 24 ft,,31,21
80,1,2:22.0,,Defensive rebound by K. O'Quinn,31,21
81,1,2:09.0,,Shooting foul by B. Jennings (drawn by R. Baker),31,21
82,1,2:09.0,,R. Baker makes free throw 1 of 2,31,22
83,1,2:09.0,,C. Lee enters the game for C. Anthony,31,22
84,1,2:09.0,I. Mahinmi enters the game for M. Gortat,,31,22
85,1,2:09.0,,R. Baker makes free throw 2 of 2,31,23
86,1,1:47.0,B. Beal misses 3-pt jump shot from 24 ft,,31,23
87,1,1:46.0,Offensive rebound by O. Porter,,31,23
88,1,1:45.0,Turnover by Team (shot clock),,31,23
89,1,1:45.0,,S. Vujačić enters the game for R. Baker,31,23
90,1,1:45.0,B. Bogdanović enters the game for B. Beal,,31,23
91,1,1:32.0,,Turnover by K. O'Quinn (dbl dribble),31,23
92,1,1:23.0,I. Mahinmi makes 2-pt dunk at rim (assist by B. Jennings),,33,23
93,1,1:06.0,,C. Lee makes 2-pt layup from 1 ft,33,25
94,1,0:45.0,O. Porter misses 2-pt jump shot from 17 ft,,33,25
95,1,0:43.0,,Defensive rebound by C. Lee,33,25
96,1,0:32.0,,Turnover by C. Lee (bad pass),33,25
97,1,0:26.0,B. Jennings misses 2-pt jump shot from 19 ft,,33,25
98,1,0:24.0,,Defensive rebound by M. Ndour,33,25
99,1,0:03.0,,C. Lee makes 2-pt jump shot from 18 ft,33,27
100,2,11:41.0,,C. Lee misses 3-pt jump shot from 23 ft,33,27
101,2,11:39.0,Defensive rebound by B. Jennings,,33,27
102,2,11:19.0,Turnover by J. Smith (bad pass; steal by M. Ndour),,33,27
103,2,11:15.0,,Turnover by M. Ndour (bad pass; steal by B. Jennings),33,27
104,2,11:10.0,K. Oubre makes 2-pt layup from 2 ft,,35,27
105,2,10:54.0,,J. Holiday misses 2-pt jump shot from 21 ft,35,27
106,2,10:53.0,Defensive rebound by I. Mahinmi,,35,27
107,2,10:40.0,B. Bogdanović misses 3-pt jump shot from 24 ft (block by K. O'Quinn),,35,27
108,2,10:38.0,,Defensive rebound by Team,35,27
109,2,10:23.0,,S. Vujačić misses 2-pt jump shot from 19 ft,35,27
110,2,10:21.0,,Offensive rebound by C. Lee,35,27
111,2,10:20.0,,C. Lee misses 2-pt layup from 2 ft (block by I. Mahinmi),35,27
112,2,10:18.0,Defensive rebound by I. Mahinmi,,35,27
113,2,10:15.0,Turnover by B. Jennings (bad pass; steal by S. Vujačić),,35,27
114,2,10:08.0,,S. Vujačić misses 2-pt jump shot from 14 ft,35,27
115,2,10:07.0,Defensive rebound by J. Smith,,35,27
116,2,9:57.0,Shooting foul by K. O'Quinn (drawn by I. Mahinmi),,35,27
117,2,9:57.0,I. Mahinmi misses free throw 1 of 2,,35,27
118,2,9:57.0,Offensive rebound by Team,,35,27
119,2,9:57.0,I. Mahinmi misses free throw 2 of 2,,35,27
120,2,9:56.0,,Defensive rebound by C. Lee,35,27
121,2,9:39.0,,J. Holiday misses 3-pt jump shot from 25 ft,35,27
122,2,9:37.0,,Offensive rebound by K. O'Quinn,35,27
123,2,9:31.0,,C. Lee makes 2-pt layup from 3 ft,35,29
124,2,9:21.0,Turnover by K. Oubre (lost ball; steal by C. Lee),,35,29
125,2,9:14.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by C. Lee),35,32
126,2,8:57.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by B. Jennings),,38,32
127,2,8:41.0,,C. Lee misses 2-pt layup from 2 ft (block by I. Mahinmi),38,32
128,2,8:40.0,Defensive rebound by B. Jennings,,38,32
129,2,8:36.0,Shooting foul by S. Vujačić (drawn by B. Jennings),,38,32
130,2,8:36.0,B. Jennings makes free throw 1 of 2,,39,32
131,2,8:36.0,B. Jennings misses free throw 2 of 2,,39,32
132,2,8:35.0,Offensive rebound by Team,,39,32
133,2,8:22.0,K. Oubre makes 2-pt layup from 3 ft,,41,32
134,2,8:06.0,,M. Ndour makes 2-pt jump shot from 16 ft,41,34
135,2,7:55.0,B. Jennings misses 2-pt jump shot from 14 ft,,41,34
136,2,7:53.0,,Defensive rebound by S. Vujačić,41,34
137,2,7:43.0,,S. Vujačić misses 2-pt jump shot from 19 ft,41,34
138,2,7:41.0,Defensive rebound by B. Bogdanović,,41,34
139,2,7:29.0,B. Bogdanović makes 3-pt jump shot from 24 ft,,44,34
140,2,7:02.0,,M. Ndour misses 2-pt layup from 2 ft,44,34
141,2,7:00.0,,Offensive rebound by M. Ndour,44,34
142,2,6:59.0,,M. Ndour misses 2-pt jump shot from 6 ft,44,34
143,2,6:58.0,Defensive rebound by J. Smith,,44,34
144,2,6:55.0,Turnover by B. Jennings (bad pass),,44,34
145,2,6:55.0,,R. Baker enters the game for C. Lee,44,34
146,2,6:55.0,,M. Kuzminskas enters the game for M. Ndour,44,34
147,2,6:55.0,,W. Hernangómez enters the game for K. O'Quinn,44,34
148,2,6:55.0,,C. Anthony enters the game for S. Vujačić,44,34
149,2,6:40.0,,Personal foul by B. Jennings (drawn by R. Baker),44,34
150,2,6:40.0,J. Wall enters the game for B. Jennings,,44,34
151,2,6:27.0,,C. Anthony misses 2-pt jump shot from 16 ft,44,34
152,2,6:25.0,,Offensive rebound by W. Hernangómez,44,34
153,2,6:14.0,,M. Kuzminskas misses 2-pt layup from 1 ft (block by I. Mahinmi),44,34
154,2,6:12.0,,Offensive rebound by M. Kuzminskas,44,34
155,2,6:08.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Anthony),44,36
156,2,5:45.0,I. Mahinmi makes 2-pt layup from 3 ft (assist by J. Wall),,46,36
157,2,5:30.0,,W. Hernangómez misses 2-pt jump shot from 6 ft,46,36
158,2,5:29.0,,Offensive rebound by R. Baker,46,36
159,2,5:29.0,,R. Baker makes 2-pt layup from 3 ft,46,38
160,2,5:07.0,J. Wall misses 2-pt jump shot from 15 ft,,46,38
161,2,5:05.0,,Defensive rebound by J. Holiday,46,38
162,2,4:58.0,,C. Anthony misses 3-pt jump shot from 25 ft,46,38
163,2,4:57.0,,Offensive rebound by Team,46,38
164,2,4:57.0,Loose ball foul by J. Smith (drawn by W. Hernangómez),,46,38
165,2,4:57.0,,New York full timeout,46,38
166,2,4:57.0,M. Gortat enters the game for J. Smith,,46,38
167,2,4:57.0,B. Beal enters the game for I. Mahinmi,,46,38
168,2,4:43.0,,Shooting foul by B. Bogdanović (drawn by C. Anthony),46,38
169,2,4:43.0,,C. Anthony misses free throw 1 of 2,46,38
170,2,4:43.0,,Offensive rebound by Team,46,38
171,2,4:43.0,,C. Anthony makes free throw 2 of 2,46,39
172,2,4:31.0,B. Beal makes 2-pt layup from 2 ft,,48,39
173,2,4:31.0,Shooting foul by W. Hernangómez (drawn by B. Beal),,48,39
174,2,4:31.0,B. Beal makes free throw 1 of 1,,49,39
175,2,4:14.0,,C. Anthony misses 2-pt layup from 2 ft (block by K. Oubre),49,39
176,2,4:13.0,,Offensive rebound by Team,49,39
177,2,4:11.0,,J. Holiday makes 2-pt jump shot from 22 ft (assist by C. Anthony),49,41
178,2,3:50.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,49,41
179,2,3:48.0,Offensive rebound by K. Oubre,,49,41
180,2,3:48.0,K. Oubre misses 2-pt layup from 1 ft,,49,41
181,2,3:46.0,Offensive rebound by K. Oubre,,49,41
182,2,3:39.0,Offensive foul by J. Wall (drawn by R. Baker),,49,41
183,2,3:39.0,Turnover by J. Wall (offensive foul),,49,41
184,2,3:39.0,,C. Lee enters the game for J. Holiday,49,41
185,2,3:26.0,,C. Anthony makes 2-pt layup from 1 ft (assist by M. Kuzminskas),49,43
186,2,3:26.0,,Shooting foul by K. Oubre (drawn by C. Anthony),49,43
187,2,3:26.0,O. Porter enters the game for K. Oubre,,49,43
188,2,3:26.0,,C. Anthony makes free throw 1 of 1,49,44
189,2,3:16.0,Turnover by B. Beal (lost ball; steal by C. Lee),,49,44
190,2,2:58.0,,M. Kuzminskas makes 2-pt layup from 2 ft (assist by C. Lee),49,46
191,2,2:40.0,M. Gortat makes 2-pt layup from 2 ft (assist by B. Beal),,51,46
192,2,2:20.0,,W. Hernangómez misses 2-pt layup from 2 ft,51,46
193,2,2:18.0,,Offensive rebound by W. Hernangómez,51,46
194,2,2:17.0,,W. Hernangómez makes 2-pt layup from 2 ft,51,48
195,2,2:15.0,Washington full timeout,,51,48
196,2,2:11.0,Shooting foul by W. Hernangómez (drawn by J. Wall),,51,48
197,2,2:11.0,J. Wall makes free throw 1 of 2,,52,48
198,2,2:11.0,J. Wall makes free throw 2 of 2,,53,48
199,2,1:58.0,,Shooting foul by J. Wall (drawn by W. Hernangómez),53,48
200,2,1:58.0,,W. Hernangómez makes free throw 1 of 2,53,49
201,2,1:58.0,,W. Hernangómez makes free throw 2 of 2,53,50
202,2,1:46.0,J. Wall misses 2-pt layup from 2 ft,,53,50
203,2,1:45.0,,Defensive rebound by C. Anthony,53,50
204,2,1:32.0,,C. Anthony misses 2-pt jump shot from 7 ft,53,50
205,2,1:30.0,,Offensive rebound by C. Anthony,53,50
206,2,1:30.0,,C. Anthony misses 2-pt layup from 3 ft,53,50
207,2,1:29.0,,Offensive rebound by W. Hernangómez,53,50
208,2,1:26.0,,Shooting foul by O. Porter (drawn by C. Anthony),53,50
209,2,1:26.0,,C. Anthony misses free throw 1 of 2,53,50
210,2,1:26.0,,Offensive rebound by Team,53,50
211,2,1:26.0,,C. Anthony makes free throw 2 of 2,53,51
212,2,1:15.0,Personal foul by C. Anthony (drawn by M. Gortat),,53,51
213,2,1:15.0,M. Gortat makes free throw 1 of 2,,54,51
214,2,1:15.0,,New York full timeout,54,51
215,2,1:15.0,M. Gortat misses free throw 2 of 2,,54,51
216,2,1:14.0,,Defensive rebound by C. Anthony,54,51
217,2,0:57.0,,Turnover by M. Kuzminskas (bad pass; steal by J. Wall),54,51
218,2,0:50.0,B. Beal misses 3-pt jump shot from 24 ft,,54,51
219,2,0:48.0,Offensive rebound by O. Porter,,54,51
220,2,0:43.0,M. Gortat makes 2-pt layup from 3 ft (assist by J. Wall),,56,51
221,2,0:34.0,,W. Hernangómez misses 2-pt layup from 1 ft,56,51
222,2,0:32.0,Defensive rebound by M. Gortat,,56,51
223,2,0:26.0,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by J. Wall),,59,51
224,2,0:03.0,,Turnover by C. Anthony (dbl dribble),59,51
225,2,0:03.0,Washington full timeout,,59,51
226,2,0:01.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,59,51
227,2,0:00.0,Offensive rebound by Team,,59,51
228,3,11:37.0,,R. Baker misses 3-pt jump shot from 25 ft (block by J. Wall),59,51
229,3,11:36.0,,Offensive rebound by Team,59,51
230,3,11:36.0,,Turnover by Team (shot clock),59,51
231,3,11:16.0,J. Smith misses 3-pt jump shot from 25 ft,,59,51
232,3,11:14.0,Offensive rebound by O. Porter,,59,51
233,3,11:13.0,O. Porter misses 2-pt jump shot from 6 ft,,59,51
234,3,11:11.0,,Defensive rebound by W. Hernangómez,59,51
235,3,10:59.0,,Offensive foul by W. Hernangómez (drawn by J. Wall),59,51
236,3,10:59.0,,Turnover by W. Hernangómez (offensive foul),59,51
237,3,10:36.0,J. Wall misses 2-pt jump shot from 16 ft,,59,51
238,3,10:34.0,,Defensive rebound by C. Lee,59,51
239,3,10:19.0,,C. Lee misses 2-pt layup from 3 ft,59,51
240,3,10:17.0,Defensive rebound by M. Gortat,,59,51
241,3,10:11.0,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),,62,51
242,3,9:43.0,,C. Anthony makes 3-pt jump shot from 27 ft,62,54
243,3,9:16.0,M. Gortat makes 2-pt hook shot from 7 ft,,64,54
244,3,9:03.0,,R. Baker makes 2-pt layup from 2 ft,64,56
245,3,8:50.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,66,56
246,3,8:29.0,,W. Hernangómez misses 2-pt jump shot from 5 ft,66,56
247,3,8:27.0,,Offensive rebound by W. Hernangómez,66,56
248,3,8:22.0,,C. Anthony misses 2-pt jump shot from 14 ft,66,56
249,3,8:20.0,Defensive rebound by O. Porter,,66,56
250,3,8:13.0,B. Beal misses 2-pt layup from 2 ft,,66,56
251,3,8:11.0,Offensive rebound by O. Porter,,66,56
252,3,8:08.0,B. Beal misses 3-pt jump shot from 24 ft,,66,56
253,3,8:07.0,Offensive rebound by Team,,66,56
254,3,8:07.0,,Loose ball foul by C. Anthony (drawn by M. Gortat),66,56
255,3,8:07.0,,J. Holiday enters the game for C. Lee,66,56
256,3,8:07.0,Offensive foul by O. Porter (drawn by C. Anthony),,66,56
257,3,8:07.0,Turnover by J. Smith (offensive foul),,66,56
258,3,7:55.0,,W. Hernangómez misses 2-pt dunk at rim,66,56
259,3,7:53.0,Defensive rebound by B. Beal,,66,56
260,3,7:43.0,J. Wall makes 2-pt jump shot from 15 ft,,68,56
261,3,7:24.0,,R. Baker misses 3-pt jump shot from 26 ft,68,56
262,3,7:23.0,,Offensive rebound by Team,68,56
263,3,7:23.0,Loose ball foul by M. Gortat (drawn by W. Hernangómez),,68,56
264,3,7:23.0,,M. Ndour enters the game for M. Plumlee,68,56
265,3,7:14.0,,W. Hernangómez misses 2-pt jump shot from 6 ft,68,56
266,3,7:13.0,Defensive rebound by O. Porter,,68,56
267,3,7:05.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,70,56
268,3,7:05.0,Shooting foul by M. Ndour (drawn by M. Gortat),,70,56
269,3,7:05.0,M. Gortat makes free throw 1 of 1,,71,56
270,3,6:49.0,,Personal foul by J. Wall (drawn by J. Holiday),71,56
271,3,6:36.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by C. Anthony),71,59
272,3,6:21.0,Turnover by B. Beal (step out of bounds),,71,59
273,3,6:21.0,,K. O'Quinn enters the game for W. Hernangómez,71,59
274,3,6:09.0,,J. Holiday makes 2-pt jump shot from 13 ft (assist by M. Ndour),71,61
275,3,5:49.0,O. Porter misses 3-pt jump shot from 23 ft,,71,61
276,3,5:47.0,,Defensive rebound by R. Baker,71,61
277,3,5:36.0,,K. O'Quinn makes 2-pt jump shot from 3 ft (assist by R. Baker),71,63
278,3,5:36.0,,Shooting foul by J. Smith (drawn by K. O'Quinn),71,63
279,3,5:36.0,,New York full timeout,71,63
280,3,5:36.0,,K. O'Quinn misses free throw 1 of 1,71,63
281,3,5:36.0,B. Bogdanović enters the game for J. Smith,,71,63
282,3,5:35.0,Defensive rebound by B. Bogdanović,,71,63
283,3,5:18.0,Shooting foul by K. O'Quinn (drawn by O. Porter),,71,63
284,3,5:18.0,O. Porter makes free throw 1 of 2,,72,63
285,3,5:18.0,O. Porter makes free throw 2 of 2,,73,63
286,3,5:02.0,,C. Anthony misses 2-pt jump shot from 13 ft,73,63
287,3,5:01.0,,Offensive rebound by M. Ndour,73,63
288,3,5:00.0,,Shooting foul by B. Beal (drawn by M. Ndour),73,63
289,3,5:00.0,,M. Ndour misses free throw 1 of 2,73,63
290,3,5:00.0,,Offensive rebound by Team,73,63
291,3,5:00.0,,M. Ndour makes free throw 2 of 2,73,64
292,3,4:57.0,Shooting foul by R. Baker (drawn by J. Wall),,73,64
293,3,4:57.0,J. Wall misses free throw 1 of 2,,73,64
294,3,4:57.0,Offensive rebound by Team,,73,64
295,3,4:57.0,J. Wall misses free throw 2 of 2,,73,64
296,3,4:57.0,K. Oubre enters the game for O. Porter,,73,64
297,3,4:56.0,,Defensive rebound by C. Anthony,73,64
298,3,4:41.0,,C. Anthony misses 2-pt jump shot from 18 ft,73,64
299,3,4:39.0,,Offensive rebound by K. O'Quinn,73,64
300,3,4:35.0,,C. Anthony makes 2-pt layup from 1 ft (assist by K. O'Quinn),73,66
301,3,4:15.0,K. Oubre misses 3-pt jump shot from 25 ft,,73,66
302,3,4:14.0,,Defensive rebound by J. Holiday,73,66
303,3,4:07.0,,J. Holiday misses 2-pt dunk at rim,73,66
304,3,4:05.0,Defensive rebound by M. Gortat,,73,66
305,3,4:01.0,Personal foul by R. Baker (drawn by K. Oubre),,73,66
306,3,4:01.0,K. Oubre makes free throw 1 of 2,,74,66
307,3,4:01.0,,M. Kuzminskas enters the game for C. Anthony,74,66
308,3,4:01.0,K. Oubre makes free throw 2 of 2,,75,66
309,3,3:49.0,,M. Ndour misses 2-pt layup from 2 ft,75,66
310,3,3:47.0,Defensive rebound by B. Bogdanović,,75,66
311,3,3:41.0,J. Wall makes 3-pt jump shot from 24 ft,,78,66
312,3,3:18.0,,Turnover by M. Ndour (traveling),78,66
313,3,3:18.0,I. Mahinmi enters the game for M. Gortat,,78,66
314,3,3:07.0,J. Wall misses 2-pt jump shot from 17 ft,,78,66
315,3,3:05.0,,Defensive rebound by K. O'Quinn,78,66
316,3,2:59.0,,M. Kuzminskas misses 2-pt layup from 1 ft,78,66
317,3,2:57.0,Defensive rebound by B. Beal,,78,66
318,3,2:50.0,B. Beal misses 3-pt jump shot from 25 ft,,78,66
319,3,2:48.0,,Defensive rebound by M. Kuzminskas,78,66
320,3,2:38.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by R. Baker),78,68
321,3,2:38.0,,Shooting foul by I. Mahinmi (drawn by K. O'Quinn),78,68
322,3,2:38.0,Washington full timeout,,78,68
323,3,2:38.0,B. Jennings enters the game for J. Wall,,78,68
324,3,2:38.0,,K. O'Quinn makes free throw 1 of 1,78,69
325,3,2:23.0,Shooting foul by K. O'Quinn (drawn by B. Bogdanović),,78,69
326,3,2:23.0,B. Bogdanović makes free throw 1 of 2,,79,69
327,3,2:23.0,B. Bogdanović makes free throw 2 of 2,,80,69
328,3,2:00.0,,Turnover by J. Holiday (back court),80,69
329,3,2:00.0,,S. Vujačić enters the game for R. Baker,80,69
330,3,1:49.0,K. Oubre makes 2-pt jump shot from 15 ft (assist by B. Jennings),,82,69
331,3,1:28.0,,J. Holiday makes 2-pt layup from 1 ft (assist by M. Ndour),82,71
332,3,1:19.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,82,71
333,3,1:17.0,,Defensive rebound by S. Vujačić,82,71
334,3,1:07.0,,Shooting foul by I. Mahinmi (drawn by K. O'Quinn),82,71
335,3,1:07.0,,K. O'Quinn makes free throw 1 of 2,82,72
336,3,1:07.0,,K. O'Quinn makes free throw 2 of 2,82,73
337,3,0:45.0,I. Mahinmi misses 2-pt layup from 2 ft,,82,73
338,3,0:43.0,,Defensive rebound by J. Holiday,82,73
339,3,0:37.0,,M. Ndour misses 2-pt jump shot from 18 ft,82,73
340,3,0:36.0,Defensive rebound by I. Mahinmi,,82,73
341,3,0:22.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,82,73
342,3,0:20.0,,Defensive rebound by J. Holiday,82,73
343,3,0:04.0,,S. Vujačić makes 2-pt jump shot from 22 ft,82,75
344,3,0:01.0,B. Jennings misses 3-pt jump shot from 34 ft,,82,75
345,3,0:00.0,Offensive rebound by Team,,82,75
346,4,11:58.0,Turnover by K. Oubre (bad pass; steal by S. Vujačić),,82,75
347,4,11:53.0,,M. Kuzminskas misses 3-pt jump shot from 24 ft,82,75
348,4,11:51.0,Defensive rebound by B. Bogdanović,,82,75
349,4,11:28.0,B. Beal makes 2-pt layup from 2 ft,,84,75
350,4,11:10.0,,M. Kuzminskas misses 2-pt layup from 2 ft,84,75
351,4,11:08.0,,Offensive rebound by M. Kuzminskas,84,75
352,4,11:08.0,,M. Kuzminskas makes 2-pt layup from 1 ft,84,77
353,4,10:54.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,84,77
354,4,10:52.0,,Defensive rebound by K. O'Quinn,84,77
355,4,10:43.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,84,77
356,4,10:41.0,Defensive rebound by B. Bogdanović,,84,77
357,4,10:33.0,B. Jennings misses 2-pt layup from 2 ft,,84,77
358,4,10:31.0,Offensive rebound by K. Oubre,,84,77
359,4,10:25.0,B. Beal misses 2-pt layup from 2 ft (block by K. O'Quinn),,84,77
360,4,10:23.0,,Defensive rebound by K. O'Quinn,84,77
361,4,10:11.0,,K. O'Quinn misses 2-pt layup from 1 ft,84,77
362,4,10:09.0,,Offensive rebound by M. Ndour,84,77
363,4,10:07.0,,M. Kuzminskas misses 2-pt hook shot from 5 ft,84,77
364,4,10:06.0,Defensive rebound by Team,,84,77
365,4,10:06.0,,Loose ball foul by K. O'Quinn (drawn by K. Oubre),84,77
366,4,9:48.0,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Oubre),,87,77
367,4,9:22.0,,K. O'Quinn misses 2-pt layup from 2 ft,87,77
368,4,9:20.0,Defensive rebound by B. Bogdanović,,87,77
369,4,9:10.0,K. Oubre makes 2-pt jump shot from 3 ft,,89,77
370,4,8:53.0,,Personal foul by I. Mahinmi (drawn by K. O'Quinn),89,77
371,4,8:53.0,Official timeout,,89,77
372,4,8:53.0,,C. Lee enters the game for M. Ndour,89,77
373,4,8:53.0,,W. Hernangómez enters the game for K. O'Quinn,89,77
374,4,8:47.0,,M. Kuzminskas makes 2-pt dunk at rim (assist by S. Vujačić),89,79
375,4,8:19.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,89,79
376,4,8:17.0,,Defensive rebound by J. Holiday,89,79
377,4,8:00.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by J. Holiday),89,81
378,4,7:45.0,Turnover by B. Bogdanović (lost ball; steal by C. Lee),,89,81
379,4,7:38.0,,S. Vujačić makes 3-pt jump shot from 25 ft (assist by M. Kuzminskas),89,84
380,4,7:19.0,B. Beal misses 2-pt layup from 3 ft,,89,84
381,4,7:17.0,,Defensive rebound by C. Lee,89,84
382,4,7:02.0,,J. Holiday misses 2-pt jump shot from 14 ft,89,84
383,4,7:00.0,Defensive rebound by K. Oubre,,89,84
