,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
27,1,8:01.0,Offensive rebound by Team,,10,4
28,1,7:54.0,L. James makes 2-pt jump shot from 5 ft,,12,4
29,1,7:42.0,,J. Parker makes 2-pt layup from 2 ft,12,6
30,1,7:16.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,14,6
31,1,6:55.0,,M. Dellavedova misses 2-pt layup from 1 ft,14,6
32,1,6:53.0,Defensive rebound by T. Thompson,,14,6
33,1,6:40.0,,M. Brogdon enters the game for M. Dellavedova,14,6
34,1,6:37.0,J. Smith misses 3-pt jump shot from 26 ft,,14,6
35,1,6:36.0,Offensive rebound by T. Thompson,,14,6
36,1,6:34.0,T. Thompson makes 2-pt dunk at rim,,16,6
37,1,6:25.0,,J. Henson misses 2-pt hook shot from 5 ft,16,6
38,1,6:23.0,Defensive rebound by T. Thompson,,16,6
39,1,6:17.0,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),,18,6
40,1,6:16.0,,Milwaukee full timeout,18,6
41,1,6:16.0,,M. Teletović enters the game for G. Antetokounmpo,18,6
42,1,6:01.0,,J. Parker makes 2-pt jump shot from 19 ft,18,8
43,1,5:48.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,20,8
44,1,5:26.0,,T. Snell makes 3-pt jump shot from 28 ft (assist by M. Brogdon),20,11
45,1,5:09.0,Shooting foul by M. Brogdon (drawn by K. Irving),,20,11
46,1,5:09.0,K. Irving makes free throw 1 of 2,,21,11
47,1,5:09.0,,G. Monroe enters the game for J. Henson,21,11
48,1,5:09.0,K. Irving makes free throw 2 of 2,,22,11
49,1,5:02.0,,M. Brogdon misses 2-pt jump shot from 16 ft,22,11
50,1,5:00.0,Defensive rebound by T. Thompson,,22,11
51,1,4:44.0,K. Irving misses 2-pt jump shot from 12 ft,,22,11
52,1,4:43.0,Offensive rebound by T. Thompson,,22,11
53,1,4:20.0,T. Thompson misses 2-pt jump shot from 5 ft (block by T. Snell),,22,11
54,1,4:19.0,,Defensive rebound by T. Snell,22,11
55,1,4:16.0,,T. Snell misses 2-pt jump shot from 8 ft,22,11
56,1,4:15.0,Defensive rebound by R. Jefferson,,22,11
57,1,4:06.0,Def 3 sec tech foul by G. Monroe,,22,11
58,1,4:06.0,K. Irving makes technical free throw,,23,11
59,1,3:58.0,R. Jefferson makes 3-pt jump shot from 28 ft (assist by K. Irving),,26,11
60,1,3:42.0,,M. Teletović makes 2-pt jump shot from 17 ft (assist by M. Brogdon),26,13
61,1,3:30.0,Personal foul by M. Brogdon (drawn by K. Irving),,26,13
62,1,3:20.0,Shooting foul by J. Parker (drawn by L. James),,26,13
63,1,3:20.0,L. James makes free throw 1 of 2,,27,13
64,1,3:20.0,L. James misses free throw 2 of 2,,27,13
65,1,3:20.0,C. Frye enters the game for T. Thompson,,27,13
66,1,3:19.0,,Defensive rebound by M. Teletović,27,13
67,1,3:08.0,,G. Monroe makes 2-pt layup from 1 ft (assist by J. Parker),27,15
68,1,3:08.0,,Shooting foul by C. Frye (drawn by G. Monroe),27,15
69,1,3:08.0,,G. Monroe misses free throw 1 of 1,27,15
70,1,3:08.0,I. Shumpert enters the game for L. James,,27,15
71,1,3:07.0,Defensive rebound by R. Jefferson,,27,15
72,1,2:44.0,I. Shumpert misses 2-pt jump shot from 15 ft,,27,15
73,1,2:43.0,,Defensive rebound by T. Snell,27,15
74,1,2:32.0,,M. Teletović makes 2-pt layup at rim (assist by T. Snell),27,17
75,1,2:18.0,C. Frye makes 3-pt jump shot from 28 ft (assist by K. Irving),,30,17
76,1,2:04.0,,J. Parker makes 2-pt layup at rim,30,19
77,1,1:46.0,C. Frye misses 2-pt jump shot from 18 ft,,30,19
78,1,1:45.0,,Defensive rebound by M. Teletović,30,19
79,1,1:37.0,,M. Brogdon makes 2-pt dunk at rim,30,21
80,1,1:23.0,K. Irving makes 2-pt layup from 2 ft,,32,21
81,1,1:11.0,,J. Parker makes 2-pt jump shot from 20 ft (assist by M. Brogdon),32,23
82,1,0:57.0,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),,35,23
83,1,0:39.0,,J. Parker makes 2-pt layup from 1 ft,35,25
84,1,0:28.0,K. Irving misses 2-pt layup from 1 ft,,35,25
85,1,0:26.0,,Defensive rebound by G. Monroe,35,25
86,1,0:05.0,,G. Monroe makes 2-pt hook shot from 3 ft (assist by M. Brogdon),35,27
87,1,0:00.0,K. Irving misses 2-pt jump shot from 20 ft,,35,27
88,1,0:00.0,Offensive rebound by Team,,35,27
89,2,11:50.0,,Offensive foul by M. Teletović (drawn by D. Liggins),35,27
90,2,11:50.0,,Turnover by M. Teletović (offensive foul),35,27
91,2,11:39.0,L. James makes 2-pt layup from 1 ft (assist by D. Liggins),,37,27
92,2,11:20.0,,Personal foul by C. Frye (drawn by G. Monroe),37,27
93,2,11:10.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,37,27
94,2,11:09.0,Defensive rebound by L. James,,37,27
95,2,10:55.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by D. Liggins),,40,27
96,2,10:31.0,,G. Monroe misses 2-pt layup from 1 ft,40,27
97,2,10:30.0,Defensive rebound by C. Frye,,40,27
98,2,10:07.0,C. Frye misses 3-pt jump shot from 28 ft,,40,27
99,2,10:06.0,,Defensive rebound by M. Teletović,40,27
100,2,9:57.0,,M. Teletović misses 3-pt jump shot from 26 ft,40,27
101,2,9:56.0,Defensive rebound by D. Liggins,,40,27
102,2,9:38.0,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),,43,27
103,2,9:25.0,,Turnover by G. Antetokounmpo (lost ball; steal by I. Shumpert),43,27
104,2,9:22.0,Shooting foul by G. Antetokounmpo (drawn by I. Shumpert),,43,27
105,2,9:22.0,I. Shumpert misses free throw 1 of 2,,43,27
106,2,9:22.0,Offensive rebound by Team,,43,27
107,2,9:22.0,I. Shumpert makes free throw 2 of 2,,44,27
108,2,9:07.0,,M. Teletović makes 2-pt jump shot from 20 ft (assist by J. Terry),44,29
109,2,8:48.0,I. Shumpert makes 3-pt jump shot from 27 ft,,47,29
110,2,8:33.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,47,29
111,2,8:31.0,,Offensive rebound by G. Monroe,47,29
112,2,8:31.0,,G. Monroe misses 2-pt layup from 1 ft,47,29
113,2,8:29.0,Defensive rebound by D. Liggins,,47,29
114,2,8:23.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,47,29
115,2,8:21.0,,Defensive rebound by M. Dellavedova,47,29
116,2,8:16.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),47,32
117,2,7:52.0,I. Shumpert makes 2-pt jump shot from 16 ft,,49,32
118,2,7:32.0,,J. Terry misses 3-pt jump shot from 23 ft,49,32
119,2,7:31.0,Defensive rebound by I. Shumpert,,49,32
120,2,7:25.0,Turnover by L. James (bad pass),,49,32
121,2,7:25.0,Official timeout,,49,32
122,2,7:25.0,,J. Parker enters the game for M. Teletović,49,32
123,2,7:25.0,,J. Henson enters the game for G. Monroe,49,32
124,2,7:11.0,,Turnover by M. Dellavedova (lost ball; steal by D. Liggins),49,32
125,2,7:05.0,Turnover by D. Liggins (bad pass; steal by J. Henson),,49,32
126,2,7:05.0,,Turnover by J. Parker (bad pass),49,32
127,2,6:41.0,L. James misses 3-pt jump shot from 26 ft,,49,32
128,2,6:40.0,,Defensive rebound by J. Parker,49,32
129,2,6:36.0,,Shooting foul by C. Frye (drawn by J. Parker),49,32
130,2,6:36.0,,J. Parker makes free throw 1 of 2,49,33
131,2,6:36.0,T. Thompson enters the game for C. Frye,,49,33
132,2,6:36.0,,J. Parker makes free throw 2 of 2,49,34
133,2,6:25.0,Turnover by M. Dunleavy (lost ball; steal by J. Henson),,49,34
134,2,6:24.0,,Personal foul by L. James (drawn by G. Antetokounmpo),49,34
135,2,6:24.0,K. Irving enters the game for D. Liggins,,49,34
136,2,6:12.0,,J. Parker misses 3-pt jump shot from 26 ft,49,34
137,2,6:11.0,,Offensive rebound by G. Antetokounmpo,49,34
138,2,6:07.0,,G. Antetokounmpo makes 2-pt layup at rim,49,36
139,2,6:07.0,,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo),49,36
140,2,6:07.0,,G. Antetokounmpo makes free throw 1 of 1,49,37
141,2,5:44.0,L. James misses 2-pt jump shot from 12 ft,,49,37
142,2,5:43.0,,Defensive rebound by J. Terry,49,37
143,2,5:25.0,,Offensive foul by G. Antetokounmpo (drawn by M. Dunleavy),49,37
144,2,5:25.0,,Turnover by G. Antetokounmpo (offensive foul),49,37
145,2,5:25.0,,Milwaukee full timeout,49,37
146,2,5:25.0,R. Jefferson enters the game for I. Shumpert,,49,37
147,2,5:25.0,J. Smith enters the game for M. Dunleavy,,49,37
148,2,5:25.0,,T. Snell enters the game for M. Dellavedova,49,37
149,2,5:25.0,,M. Brogdon enters the game for J. Terry,49,37
150,2,5:14.0,J. Smith misses 2-pt jump shot from 15 ft,,49,37
151,2,5:13.0,,Defensive rebound by M. Brogdon,49,37
152,2,4:59.0,,Turnover by M. Brogdon (bad pass),49,37
153,2,4:40.0,R. Jefferson misses 3-pt jump shot from 24 ft,,49,37
154,2,4:40.0,,Defensive rebound by Team,49,37
155,2,4:25.0,,J. Parker misses 2-pt jump shot from 9 ft,49,37
156,2,4:23.0,,Offensive rebound by J. Henson,49,37
157,2,4:23.0,,J. Henson makes 2-pt layup from 1 ft,49,39
158,2,4:10.0,R. Jefferson misses 3-pt jump shot from 24 ft,,49,39
159,2,4:09.0,,Defensive rebound by J. Henson,49,39
160,2,4:00.0,,J. Parker makes 2-pt layup at rim,49,41
161,2,3:58.0,Cleveland full timeout,,49,41
162,2,3:39.0,K. Irving misses 2-pt jump shot from 16 ft,,49,41
163,2,3:38.0,Offensive rebound by T. Thompson,,49,41
164,2,3:36.0,T. Thompson makes 2-pt layup from 1 ft,,51,41
165,2,3:36.0,Shooting foul by J. Parker (drawn by T. Thompson),,51,41
166,2,3:36.0,T. Thompson makes free throw 1 of 1,,52,41
167,2,3:26.0,,M. Brogdon makes 2-pt layup from 1 ft,52,43
168,2,3:05.0,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo),,52,43
169,2,2:59.0,,J. Parker makes 2-pt dunk at rim (assist by T. Snell),52,45
170,2,2:35.0,L. James misses 2-pt jump shot from 15 ft,,52,45
171,2,2:35.0,,Defensive rebound by Team,52,45
172,2,2:35.0,Loose ball foul by T. Thompson (drawn by J. Henson),,52,45
173,2,2:35.0,,J. Henson misses free throw 1 of 2,52,45
174,2,2:35.0,,Offensive rebound by Team,52,45
175,2,2:35.0,,J. Henson misses free throw 2 of 2,52,45
176,2,2:33.0,Defensive rebound by T. Thompson,,52,45
177,2,2:26.0,Offensive foul by T. Thompson (drawn by G. Antetokounmpo),,52,45
178,2,2:26.0,Turnover by T. Thompson (offensive foul),,52,45
179,2,2:26.0,J. Jones enters the game for T. Thompson,,52,45
180,2,2:16.0,,J. Henson makes 2-pt layup from 3 ft (assist by M. Brogdon),52,47
181,2,1:55.0,Shooting foul by T. Snell (drawn by L. James),,52,47
182,2,1:55.0,L. James makes free throw 1 of 2,,53,47
183,2,1:55.0,L. James makes free throw 2 of 2,,54,47
184,2,1:37.0,,G. Antetokounmpo misses 2-pt layup at rim,54,47
185,2,1:35.0,Defensive rebound by L. James,,54,47
186,2,1:31.0,L. James makes 2-pt layup from 3 ft,,56,47
187,2,1:24.0,,Personal foul by J. Jones (drawn by J. Henson),56,47
188,2,1:24.0,,J. Henson makes free throw 1 of 2,56,48
189,2,1:24.0,,M. Dellavedova enters the game for M. Brogdon,56,48
190,2,1:24.0,,J. Henson makes free throw 2 of 2,56,49
191,2,1:04.0,J. Smith misses 2-pt jump shot from 19 ft,,56,49
192,2,1:03.0,,Defensive rebound by G. Antetokounmpo,56,49
193,2,0:53.0,,T. Snell misses 3-pt jump shot from 27 ft,56,49
194,2,0:52.0,,Offensive rebound by M. Dellavedova,56,49
195,2,0:47.0,,Personal foul by J. Smith (drawn by G. Antetokounmpo),56,49
196,2,0:47.0,,G. Antetokounmpo makes free throw 1 of 2,56,50
197,2,0:47.0,,G. Antetokounmpo makes free throw 2 of 2,56,51
198,2,0:26.0,Shooting foul by J. Parker (drawn by J. Jones),,56,51
199,2,0:26.0,J. Jones misses free throw 1 of 2,,56,51
200,2,0:26.0,Offensive rebound by Team,,56,51
201,2,0:26.0,J. Jones makes free throw 2 of 2,,57,51
202,2,0:16.0,,Shooting foul by J. Smith (drawn by G. Antetokounmpo),57,51
203,2,0:16.0,,G. Antetokounmpo makes free throw 1 of 2,57,52
204,2,0:16.0,,M. Brogdon enters the game for J. Parker,57,52
205,2,0:16.0,,G. Antetokounmpo makes free throw 2 of 2,57,53
206,2,0:00.0,L. James misses 2-pt jump shot from 9 ft,,57,53
207,2,0:00.0,Offensive rebound by Team,,57,53
208,3,11:42.0,,T. Snell misses 3-pt jump shot from 24 ft,57,53
209,3,11:41.0,,Offensive rebound by J. Parker,57,53
210,3,11:29.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,57,53
211,3,11:28.0,Defensive rebound by K. Irving,,57,53
212,3,11:07.0,K. Irving misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,57,53
213,3,11:04.0,,Defensive rebound by J. Henson,57,53
214,3,11:03.0,,Shooting foul by R. Jefferson (drawn by J. Parker),57,53
215,3,11:03.0,,J. Parker makes free throw 1 of 2,57,54
216,3,11:03.0,,J. Parker makes free throw 2 of 2,57,55
217,3,10:46.0,R. Jefferson misses 3-pt jump shot from 24 ft,,57,55
218,3,10:44.0,,Defensive rebound by J. Henson,57,55
219,3,10:39.0,,J. Parker misses 2-pt layup from 1 ft,57,55
220,3,10:37.0,,Offensive rebound by Team,57,55
221,3,10:26.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Henson),57,58
222,3,10:07.0,L. James misses 2-pt jump shot from 10 ft,,57,58
223,3,10:05.0,,Defensive rebound by G. Antetokounmpo,57,58
224,3,9:55.0,,J. Parker misses 3-pt jump shot from 26 ft,57,58
225,3,9:54.0,Defensive rebound by L. James,,57,58
226,3,9:44.0,L. James makes 2-pt jump shot from 15 ft,,59,58
227,3,9:23.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,59,58
228,3,9:21.0,,Offensive rebound by J. Henson,59,58
229,3,9:20.0,,Turnover by J. Henson (lost ball; steal by R. Jefferson),59,58
230,3,9:07.0,K. Irving makes 3-pt jump shot from 23 ft,,62,58
231,3,8:48.0,,J. Henson makes 2-pt jump shot from 17 ft (assist by M. Dellavedova),62,60
232,3,8:27.0,L. James misses 3-pt jump shot from 28 ft,,62,60
233,3,8:26.0,,Defensive rebound by G. Antetokounmpo,62,60
234,3,8:22.0,,Shooting foul by R. Jefferson (drawn by G. Antetokounmpo),62,60
235,3,8:22.0,,G. Antetokounmpo makes free throw 1 of 2,62,61
236,3,8:22.0,,G. Antetokounmpo makes free throw 2 of 2,62,62
237,3,8:10.0,K. Irving misses 2-pt jump shot from 12 ft,,62,62
238,3,8:08.0,,Defensive rebound by J. Parker,62,62
239,3,7:55.0,,Shooting foul by T. Thompson (drawn by J. Henson),62,62
240,3,7:55.0,,J. Henson makes free throw 1 of 2,62,63
241,3,7:55.0,C. Frye enters the game for T. Thompson,,62,63
242,3,7:55.0,,J. Henson makes free throw 2 of 2,62,64
243,3,7:38.0,K. Irving misses 2-pt jump shot from 10 ft,,62,64
244,3,7:37.0,,Defensive rebound by J. Henson,62,64
245,3,7:33.0,,J. Parker makes 2-pt dunk at rim (assist by M. Dellavedova),62,66
246,3,7:33.0,Cleveland full timeout,,62,66
247,3,7:21.0,Shooting foul by M. Dellavedova (drawn by K. Irving),,62,66
248,3,7:21.0,K. Irving makes free throw 1 of 2,,63,66
249,3,7:21.0,K. Irving makes free throw 2 of 2,,64,66
250,3,7:03.0,,Turnover by T. Snell (traveling),64,66
251,3,6:50.0,Turnover by R. Jefferson (bad pass; steal by G. Antetokounmpo),,64,66
252,3,6:46.0,,G. Antetokounmpo makes 2-pt dunk at rim,64,68
253,3,6:33.0,L. James makes 3-pt jump shot from 26 ft,,67,68
254,3,6:22.0,,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by J. Parker),67,71
255,3,6:08.0,L. James misses 3-pt jump shot from 30 ft,,67,71
256,3,6:07.0,,Defensive rebound by G. Antetokounmpo,67,71
257,3,6:00.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,67,71
258,3,5:59.0,Defensive rebound by Team,,67,71
259,3,5:59.0,I. Shumpert enters the game for R. Jefferson,,67,71
260,3,5:38.0,K. Irving makes 2-pt jump shot from 18 ft,,69,71
261,3,5:24.0,,J. Henson misses 2-pt hook shot from 2 ft,69,71
262,3,5:23.0,Defensive rebound by I. Shumpert,,69,71
263,3,5:18.0,,M. Brogdon enters the game for M. Dellavedova,69,71
264,3,5:18.0,,J. Terry enters the game for J. Henson,69,71
265,3,5:06.0,C. Frye misses 3-pt jump shot from 29 ft,,69,71
266,3,5:04.0,Offensive rebound by L. James,,69,71
267,3,5:00.0,K. Irving misses 3-pt jump shot from 26 ft,,69,71
268,3,4:59.0,,Defensive rebound by G. Antetokounmpo,69,71
269,3,4:46.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,69,71
270,3,4:44.0,Defensive rebound by K. Irving,,69,71
271,3,4:37.0,K. Irving makes 2-pt layup from 2 ft,,71,71
272,3,4:36.0,,Milwaukee full timeout,71,71
273,3,4:36.0,,M. Teletović enters the game for G. Antetokounmpo,71,71
274,3,4:20.0,,M. Brogdon misses 3-pt jump shot from 27 ft,71,71
275,3,4:19.0,Defensive rebound by I. Shumpert,,71,71
276,3,3:55.0,L. James makes 3-pt jump shot from 25 ft (assist by D. Liggins),,74,71
277,3,3:38.0,,M. Teletović misses 3-pt jump shot from 25 ft,74,71
278,3,3:37.0,Defensive rebound by K. Irving,,74,71
279,3,3:30.0,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),,77,71
280,3,3:07.0,,M. Brogdon makes 2-pt dunk at rim,77,73
281,3,2:51.0,K. Irving misses 2-pt layup from 2 ft,,77,73
282,3,2:50.0,Offensive rebound by L. James,,77,73
283,3,2:50.0,L. James misses 2-pt layup from 2 ft,,77,73
284,3,2:48.0,,Defensive rebound by J. Parker,77,73
285,3,2:43.0,,M. Brogdon misses 3-pt jump shot from 23 ft,77,73
286,3,2:42.0,,Offensive rebound by M. Teletović,77,73
287,3,2:36.0,,J. Terry misses 3-pt jump shot from 23 ft,77,73
288,3,2:35.0,,Offensive rebound by J. Parker,77,73
289,3,2:23.0,,Turnover by M. Brogdon (traveling),77,73
290,3,2:23.0,M. Dunleavy enters the game for L. James,,77,73
291,3,2:08.0,Shooting foul by M. Teletović (drawn by C. Frye),,77,73
292,3,2:08.0,C. Frye makes free throw 1 of 2,,78,73
293,3,2:08.0,,G. Antetokounmpo enters the game for T. Snell,78,73
294,3,2:08.0,,M. Dellavedova enters the game for J. Parker,78,73
295,3,2:08.0,C. Frye makes free throw 2 of 2,,79,73
296,3,1:45.0,,J. Terry misses 3-pt jump shot from 23 ft,79,73
297,3,1:43.0,Defensive rebound by K. Irving,,79,73
298,3,1:29.0,Turnover by K. Irving (bad pass; steal by M. Brogdon),,79,73
299,3,1:26.0,,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo),79,73
300,3,1:26.0,,G. Antetokounmpo misses free throw 1 of 2,79,73
301,3,1:26.0,,Offensive rebound by Team,79,73
302,3,1:26.0,,G. Antetokounmpo makes free throw 2 of 2,79,74
303,3,1:06.0,I. Shumpert misses 3-pt jump shot from 25 ft,,79,74
304,3,1:05.0,,Defensive rebound by M. Teletović,79,74
305,3,0:58.0,,M. Teletović misses 3-pt jump shot from 29 ft,79,74
306,3,0:57.0,Defensive rebound by M. Dunleavy,,79,74
307,3,0:44.0,K. Irving makes 2-pt jump shot from 4 ft,,81,74
308,3,0:33.0,,J. Terry misses 2-pt jump shot from 4 ft,81,74
309,3,0:32.0,,Offensive rebound by J. Terry,81,74
310,3,0:32.0,,J. Terry makes 2-pt layup from 4 ft,81,76
311,3,0:09.0,D. Liggins makes 3-pt jump shot from 25 ft (assist by C. Frye),,84,76
312,3,0:02.0,,M. Dellavedova makes 2-pt layup from 1 ft,84,78
313,3,0:00.0,C. Frye misses 3-pt jump shot from 42 ft,,84,78
314,3,0:00.0,Offensive rebound by Team,,84,78
315,4,11:38.0,,Violation by M. Brogdon (kicked ball),84,78
316,4,11:27.0,I. Shumpert misses 3-pt jump shot from 23 ft,,84,78
317,4,11:26.0,,Defensive rebound by G. Antetokounmpo,84,78
318,4,11:19.0,,J. Parker misses 2-pt layup from 2 ft,84,78
319,4,11:17.0,,Offensive rebound by J. Parker,84,78
320,4,11:17.0,,J. Parker misses 2-pt layup from 2 ft,84,78
321,4,11:15.0,Defensive rebound by M. Dunleavy,,84,78
322,4,11:09.0,L. James misses 2-pt jump shot from 3 ft,,84,78
323,4,11:07.0,,Defensive rebound by G. Antetokounmpo,84,78
324,4,10:53.0,,M. Teletović misses 2-pt jump shot from 17 ft,84,78
325,4,10:52.0,Defensive rebound by I. Shumpert,,84,78
326,4,10:39.0,Personal foul by M. Brogdon (drawn by C. Frye),,84,78
327,4,10:31.0,D. Liggins misses 3-pt jump shot from 23 ft,,84,78
328,4,10:30.0,,Defensive rebound by G. Antetokounmpo,84,78
329,4,10:25.0,,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo),84,78
330,4,10:25.0,,G. Antetokounmpo makes free throw 1 of 2,84,79
331,4,10:25.0,,G. Antetokounmpo makes free throw 2 of 2,84,80
332,4,10:01.0,C. Frye misses 3-pt jump shot from 24 ft,,84,80
333,4,10:00.0,,Defensive rebound by J. Parker,84,80
334,4,9:54.0,,J. Parker misses 2-pt layup from 1 ft (block by L. James),84,80
335,4,9:54.0,,Offensive rebound by Team,84,80
336,4,9:54.0,K. Irving enters the game for D. Liggins,,84,80
337,4,9:47.0,,Turnover by M. Dellavedova (bad pass; steal by L. James),84,80
338,4,9:41.0,C. Frye makes 2-pt jump shot from 17 ft (assist by L. James),,86,80
339,4,9:22.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,86,80
340,4,9:21.0,Defensive rebound by C. Frye,,86,80
341,4,9:00.0,L. James makes 3-pt jump shot from 30 ft (assist by I. Shumpert),,89,80
342,4,8:59.0,,Milwaukee full timeout,89,80
343,4,8:59.0,,G. Monroe enters the game for M. Brogdon,89,80
344,4,8:59.0,,T. Snell enters the game for M. Teletović,89,80
345,4,8:43.0,,J. Parker makes 2-pt layup from 2 ft,89,82
346,4,8:43.0,,Shooting foul by I. Shumpert (drawn by J. Parker),89,82
347,4,8:43.0,,J. Parker misses free throw 1 of 1,89,82
348,4,8:42.0,Defensive rebound by L. James,,89,82
349,4,8:28.0,Personal foul by M. Dellavedova (drawn by K. Irving),,89,82
350,4,8:14.0,Turnover by M. Dunleavy (bad pass; steal by M. Dellavedova),,89,82
351,4,8:04.0,,Shooting foul by C. Frye (drawn by G. Antetokounmpo),89,82
352,4,8:04.0,,G. Antetokounmpo misses free throw 1 of 2,89,82
353,4,8:04.0,,Offensive rebound by Team,89,82
354,4,8:04.0,,G. Antetokounmpo makes free throw 2 of 2,89,83
355,4,7:52.0,K. Irving misses 2-pt layup from 3 ft (block by T. Snell),,89,83
356,4,7:50.0,,Defensive rebound by T. Snell,89,83
357,4,7:37.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by J. Parker),89,86
358,4,7:13.0,C. Frye makes 2-pt layup from 1 ft (assist by I. Shumpert),,91,86
359,4,6:47.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by G. Monroe),91,89
360,4,6:37.0,Personal foul by G. Monroe (drawn by L. James),,91,89
361,4,6:37.0,R. Jefferson enters the game for M. Dunleavy,,91,89
362,4,6:28.0,Shooting foul by G. Antetokounmpo (drawn by K. Irving),,91,89
363,4,6:28.0,K. Irving makes free throw 1 of 2,,92,89
364,4,6:28.0,K. Irving makes free throw 2 of 2,,93,89
365,4,6:04.0,,Turnover by Team (shot clock),93,89
366,4,6:04.0,T. Thompson enters the game for C. Frye,,93,89
367,4,5:46.0,I. Shumpert misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,93,89
368,4,5:44.0,Offensive rebound by T. Thompson,,93,89
369,4,5:43.0,Shooting foul by G. Antetokounmpo (drawn by T. Thompson),,93,89
370,4,5:43.0,Official timeout,,93,89
371,4,5:43.0,T. Thompson makes free throw 1 of 2,,94,89
372,4,5:43.0,T. Thompson misses free throw 2 of 2,,94,89
373,4,5:42.0,,Defensive rebound by G. Monroe,94,89
374,4,5:23.0,,Turnover by G. Monroe (bad pass; steal by T. Thompson),94,89
375,4,5:07.0,I. Shumpert misses 2-pt jump shot from 15 ft,,94,89
376,4,5:06.0,,Defensive rebound by G. Antetokounmpo,94,89
377,4,4:58.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,94,89
378,4,4:57.0,Defensive rebound by T. Thompson,,94,89
379,4,4:37.0,K. Irving misses 2-pt layup from 1 ft,,94,89
380,4,4:35.0,,Defensive rebound by G. Monroe,94,89
381,4,4:29.0,,J. Parker makes 2-pt layup from 1 ft (assist by T. Snell),94,91
382,4,4:01.0,L. James makes 3-pt jump shot from 28 ft,,97,91
383,4,3:43.0,,Personal foul by K. Irving (drawn by J. Parker),97,91
384,4,3:37.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),97,93
