,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
48,1,7:14.0,B. Lopez misses 2-pt jump shot from 14 ft,,12,9
49,1,7:13.0,,Defensive rebound by D. Booker,12,9
50,1,7:03.0,,Turnover by M. Chriss (bad pass; steal by J. Hamilton),12,9
51,1,6:58.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,12,9
52,1,6:55.0,,Defensive rebound by M. Chriss,12,9
53,1,6:44.0,,M. Chriss misses 2-pt jump shot from 4 ft,12,9
54,1,6:42.0,Defensive rebound by J. Hamilton,,12,9
55,1,6:32.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,12,9
56,1,6:32.0,,Defensive rebound by A. Len,12,9
57,1,6:26.0,,T. Warren misses 2-pt jump shot from 21 ft,12,9
58,1,6:24.0,Defensive rebound by B. Bogdanović,,12,9
59,1,6:20.0,Turnover by S. Kilpatrick (bad pass; steal by E. Bledsoe),,12,9
60,1,6:05.0,,M. Chriss makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),12,11
61,1,5:45.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,12,11
62,1,5:44.0,,Defensive rebound by E. Bledsoe,12,11
63,1,5:39.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,12,11
64,1,5:36.0,Defensive rebound by S. Kilpatrick,,12,11
65,1,5:27.0,S. Kilpatrick misses 2-pt layup from 3 ft,,12,11
66,1,5:26.0,,Defensive rebound by E. Bledsoe,12,11
67,1,5:16.0,,D. Booker misses 2-pt jump shot from 14 ft,12,11
68,1,5:15.0,,Offensive rebound by M. Chriss,12,11
69,1,5:11.0,,Turnover by M. Chriss (bad pass; steal by B. Lopez),12,11
70,1,5:10.0,Turnover by B. Lopez (bad pass; steal by E. Bledsoe),,12,11
71,1,5:05.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),12,13
72,1,4:47.0,B. Bogdanović misses 2-pt layup from 1 ft,,12,13
73,1,4:46.0,,Defensive rebound by D. Booker,12,13
74,1,4:42.0,,T. Warren misses 2-pt jump shot from 7 ft,12,13
75,1,4:40.0,Defensive rebound by B. Lopez,,12,13
76,1,4:36.0,Personal foul by M. Chriss (drawn by S. Kilpatrick),,12,13
77,1,4:36.0,J. Harris enters the game for R. Hollis-Jefferson,,12,13
78,1,4:36.0,T. Booker enters the game for B. Lopez,,12,13
79,1,4:36.0,R. Hollis-Jefferson enters the game for B. Bogdanović,,12,13
80,1,4:36.0,,J. Dudley enters the game for M. Chriss,12,13
81,1,4:36.0,,B. Knight enters the game for E. Bledsoe,12,13
82,1,4:29.0,Shooting foul by B. Knight (drawn by R. Hollis-Jefferson),,12,13
83,1,4:29.0,R. Hollis-Jefferson makes 2-pt jump shot from 5 ft,,14,13
84,1,4:29.0,,P. Tucker enters the game for A. Len,14,13
85,1,4:29.0,R. Hollis-Jefferson makes free throw 1 of 1,,15,13
86,1,4:16.0,,D. Booker misses 2-pt layup from 2 ft,15,13
87,1,4:15.0,Defensive rebound by R. Hollis-Jefferson,,15,13
88,1,4:05.0,J. Hamilton makes 2-pt hook shot from 4 ft (assist by R. Hollis-Jefferson),,17,13
89,1,3:59.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by B. Knight),17,15
90,1,3:59.0,,Shooting block foul by R. Hollis-Jefferson (drawn by D. Booker),17,15
91,1,3:59.0,B. Bogdanović enters the game for R. Hollis-Jefferson,,17,15
92,1,3:59.0,,D. Booker makes free throw 1 of 1,17,16
93,1,3:47.0,Turnover by J. Hamilton (bad pass; steal by D. Booker),,17,16
94,1,3:39.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by B. Knight),17,19
95,1,3:27.0,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),,20,19
96,1,3:14.0,,B. Knight misses 3-pt jump shot from 26 ft,20,19
97,1,3:12.0,Defensive rebound by S. Kilpatrick,,20,19
98,1,3:07.0,S. Kilpatrick misses 2-pt jump shot from 5 ft,,20,19
99,1,3:03.0,,Defensive rebound by B. Knight,20,19
100,1,2:56.0,,D. Booker misses 3-pt jump shot from 24 ft,20,19
101,1,2:54.0,Defensive rebound by S. Kilpatrick,,20,19
102,1,2:46.0,Brooklyn full timeout,,20,19
103,1,2:46.0,,E. Bledsoe enters the game for D. Booker,20,19
104,1,2:46.0,R. Foye enters the game for S. Kilpatrick,,20,19
105,1,2:46.0,L. Scola enters the game for J. Hamilton,,20,19
106,1,2:45.0,J. Harris misses 2-pt jump shot from 21 ft,,20,19
107,1,2:45.0,,Defensive rebound by B. Knight,20,19
108,1,2:33.0,,J. Dudley misses 2-pt jump shot from 19 ft,20,19
109,1,2:33.0,Defensive rebound by B. Bogdanović,,20,19
110,1,2:14.0,Turnover by L. Scola (lost ball),,20,19
111,1,2:03.0,,P. Tucker misses 3-pt jump shot from 24 ft,20,19
112,1,2:01.0,Defensive rebound by R. Foye,,20,19
113,1,1:41.0,J. Harris makes 3-pt jump shot from 27 ft (assist by T. Booker),,23,19
114,1,1:35.0,Loose ball foul by T. Booker (drawn by B. Knight),,23,19
115,1,1:23.0,,T. Warren misses 3-pt jump shot from 23 ft,23,19
116,1,1:23.0,,Offensive rebound by P. Tucker,23,19
117,1,1:18.0,,J. Dudley misses 3-pt jump shot from 26 ft,23,19
118,1,1:18.0,Defensive rebound by T. Booker,,23,19
119,1,1:10.0,Turnover by B. Bogdanović (lost ball),,23,19
120,1,0:54.0,,B. Knight misses 3-pt jump shot from 24 ft,23,19
121,1,0:52.0,Defensive rebound by L. Scola,,23,19
122,1,0:37.0,R. Foye misses 3-pt jump shot from 27 ft,,23,19
123,1,0:37.0,,Defensive rebound by B. Knight,23,19
124,1,0:33.0,,Personal foul by R. Foye (drawn by P. Tucker),23,19
125,1,0:33.0,,P. Tucker makes free throw 1 of 2,23,20
126,1,0:33.0,,P. Tucker makes free throw 2 of 2,23,21
127,1,0:33.0,Turnover by B. Bogdanović (lost ball; steal by T. Warren),,23,21
128,1,0:03.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,23,21
129,1,0:03.0,Defensive rebound by B. Bogdanović,,23,21
130,2,11:44.0,R. Foye makes 2-pt jump shot from 8 ft,,25,21
131,2,11:29.0,,B. Knight makes 2-pt jump shot from 15 ft,25,23
132,2,11:06.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,25,23
133,2,11:06.0,,Defensive rebound by P. Tucker,25,23
134,2,11:00.0,Violation by B. Bogdanović (def goaltending),,25,23
135,2,11:00.0,,D. Bender makes 2-pt layup from 1 ft (assist by P. Tucker),25,25
136,2,10:33.0,R. Foye misses 3-pt jump shot from 28 ft,,25,25
137,2,10:33.0,,Defensive rebound by P. Tucker,25,25
138,2,10:23.0,,B. Knight misses 2-pt layup from 3 ft,25,25
139,2,10:22.0,,Offensive rebound by B. Knight,25,25
140,2,10:21.0,,B. Knight misses 2-pt layup from 2 ft (block by J. Hamilton),25,25
141,2,10:20.0,Defensive rebound by J. Hamilton,,25,25
142,2,10:11.0,Shooting foul by P. Tucker (drawn by J. Hamilton),,25,25
143,2,10:11.0,J. Hamilton makes free throw 1 of 3,,26,25
144,2,10:11.0,J. Hamilton makes free throw 2 of 3,,27,25
145,2,10:11.0,J. Hamilton misses free throw 3 of 3,,27,25
146,2,10:11.0,,Defensive rebound by D. Bender,27,25
147,2,9:54.0,,L. Barbosa misses 3-pt jump shot from 26 ft,27,25
148,2,9:54.0,Defensive rebound by J. Hamilton,,27,25
149,2,9:40.0,L. Scola makes 2-pt layup from 1 ft (assist by R. Foye),,29,25
150,2,9:18.0,,B. Knight misses 2-pt layup from 3 ft,29,25
151,2,9:17.0,Defensive rebound by L. Scola,,29,25
152,2,9:05.0,L. Scola makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,32,25
153,2,8:50.0,,D. Bender makes 3-pt jump shot from 23 ft (assist by L. Barbosa),32,28
154,2,8:36.0,Y. Ferrell makes 2-pt layup from 1 ft,,34,28
155,2,8:23.0,,B. Knight misses 3-pt jump shot from 27 ft,34,28
156,2,8:23.0,Defensive rebound by R. Foye,,34,28
157,2,8:17.0,L. Scola misses 2-pt layup from 2 ft,,34,28
158,2,8:16.0,,Defensive rebound by P. Tucker,34,28
159,2,8:06.0,,J. Dudley makes 2-pt layup from 2 ft (assist by P. Tucker),34,30
160,2,7:42.0,R. Foye makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,37,30
161,2,7:20.0,,Shooting foul by R. Foye (drawn by P. Tucker),37,30
162,2,7:20.0,Official timeout,,37,30
163,2,7:20.0,,P. Tucker makes free throw 1 of 2,37,31
164,2,7:20.0,B. Lopez enters the game for B. Bogdanović,,37,30
165,2,7:20.0,R. Hollis-Jefferson enters the game for L. Scola,,37,30
166,2,7:20.0,,P. Tucker makes free throw 2 of 2,37,32
167,2,7:03.0,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft,,39,32
168,2,6:45.0,,Turnover by B. Knight (bad pass; steal by R. Foye),39,32
169,2,6:34.0,,Offensive charge foul by B. Lopez (drawn by J. Dudley),39,32
170,2,6:34.0,Turnover by B. Lopez (offensive foul),,39,32
171,2,6:34.0,,E. Bledsoe enters the game for B. Knight,39,32
172,2,6:18.0,,D. Bender misses 3-pt jump shot from 27 ft,39,32
173,2,6:18.0,,Offensive rebound by P. Tucker,39,32
174,2,6:15.0,,P. Tucker makes 2-pt layup from 2 ft,39,34
175,2,5:54.0,Shooting foul by D. Bender (drawn by R. Hollis-Jefferson),,39,34
176,2,5:54.0,,Phoenix full timeout,39,34
177,2,5:54.0,R. Hollis-Jefferson makes free throw 1 of 2,,40,34
178,2,5:54.0,,D. Booker enters the game for J. Dudley,39,34
179,2,5:54.0,,T. Warren enters the game for L. Barbosa,39,34
180,2,5:54.0,,A. Len enters the game for D. Bender,39,34
181,2,5:54.0,J. Harris enters the game for J. Hamilton,,39,34
182,2,5:54.0,S. Kilpatrick enters the game for R. Foye,,39,34
183,2,5:54.0,T. Booker enters the game for Y. Ferrell,,39,34
184,2,5:54.0,R. Hollis-Jefferson makes free throw 2 of 2,,41,34
185,2,5:42.0,,D. Booker misses 2-pt jump shot from 19 ft,41,34
186,2,5:42.0,Defensive rebound by R. Hollis-Jefferson,,41,34
187,2,5:24.0,J. Harris misses 3-pt jump shot from 28 ft,,41,34
188,2,5:24.0,Offensive rebound by T. Booker,,41,34
189,2,5:19.0,J. Harris makes 3-pt jump shot from 26 ft (assist by T. Booker),,44,34
190,2,5:03.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by R. Hollis-Jefferson),44,34
191,2,5:02.0,Defensive rebound by R. Hollis-Jefferson,,44,34
192,2,4:58.0,T. Booker misses 2-pt layup from 1 ft,,44,34
193,2,4:58.0,Offensive rebound by Team,,44,34
194,2,4:52.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,44,34
195,2,4:49.0,Offensive rebound by T. Booker,,44,34
196,2,4:46.0,T. Booker makes 2-pt layup from 1 ft,,46,34
197,2,4:26.0,,P. Tucker misses 3-pt jump shot from 23 ft,46,34
198,2,4:26.0,Defensive rebound by S. Kilpatrick,,46,34
199,2,4:21.0,Personal foul by E. Bledsoe (drawn by S. Kilpatrick),,46,34
200,2,4:21.0,,M. Chriss enters the game for P. Tucker,46,34
201,2,4:12.0,Turnover by B. Lopez (traveling),,46,34
202,2,3:58.0,,D. Booker misses 3-pt jump shot from 24 ft,46,34
203,2,3:57.0,Defensive rebound by R. Hollis-Jefferson,,46,34
204,2,3:47.0,Turnover by J. Harris (step out of bounds),,46,34
205,2,3:39.0,,D. Booker misses 2-pt jump shot from 7 ft,46,34
206,2,3:39.0,,Offensive rebound by D. Booker,46,34
207,2,3:37.0,,D. Booker makes 2-pt jump shot from 9 ft,46,36
208,2,3:26.0,B. Lopez misses 3-pt jump shot from 27 ft,,46,36
209,2,3:25.0,Offensive rebound by J. Harris,,46,36
210,2,3:21.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,46,36
211,2,3:20.0,,Defensive rebound by E. Bledsoe,46,36
212,2,3:06.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),46,38
213,2,2:50.0,B. Lopez makes 2-pt jump shot from 13 ft (assist by J. Harris),,48,38
214,2,2:40.0,,T. Warren misses 2-pt jump shot from 16 ft,48,38
215,2,2:38.0,Defensive rebound by T. Booker,,48,38
216,2,2:32.0,T. Booker makes 2-pt jump shot from 4 ft,,50,38
217,2,2:25.0,,Phoenix full timeout,50,38
218,2,2:25.0,Brooklyn full timeout,,50,38
219,2,2:25.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by T. Warren),50,41
220,2,2:11.0,S. Kilpatrick makes 3-pt jump shot from 27 ft (assist by T. Booker),,53,41
221,2,1:55.0,,M. Chriss misses 3-pt jump shot from 24 ft,53,41
222,2,1:55.0,Defensive rebound by R. Hollis-Jefferson,,53,41
223,2,1:41.0,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft,,55,41
224,2,1:16.0,,Offensive foul by T. Warren (drawn by J. Harris),55,41
225,2,1:16.0,,Turnover by T. Warren (offensive foul),55,41
226,2,1:08.0,Shooting foul by A. Len (drawn by J. Harris),,55,41
227,2,1:08.0,J. Harris makes free throw 1 of 2,,56,41
228,2,1:08.0,J. Hamilton enters the game for B. Lopez,,56,41
229,2,1:08.0,J. Harris makes free throw 2 of 2,,57,41
230,2,0:55.0,,T. Warren makes 2-pt dunk at rim (assist by E. Bledsoe),57,43
231,2,0:48.0,Turnover by S. Kilpatrick (bad pass),,57,43
232,2,0:31.0,,M. Chriss misses 2-pt jump shot from 15 ft,57,43
233,2,0:31.0,,Offensive rebound by E. Bledsoe,57,43
234,2,0:08.0,,D. Booker misses 2-pt jump shot from 8 ft,57,43
235,2,0:07.0,,Offensive rebound by T. Warren,57,43
236,2,0:07.0,,T. Warren makes 2-pt dunk from 2 ft,57,45
237,2,0:04.0,Shooting foul by D. Booker (drawn by R. Hollis-Jefferson),,57,45
238,2,0:04.0,R. Hollis-Jefferson makes free throw 1 of 2,,58,45
239,2,0:04.0,R. Hollis-Jefferson misses free throw 2 of 2,,58,45
240,2,0:03.0,,Defensive rebound by M. Chriss,58,45
241,2,0:02.0,,T. Warren misses 3-pt jump shot from 49 ft,58,45
242,2,0:00.0,,Offensive rebound by Team,58,45
243,3,11:40.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,58,45
244,3,11:39.0,,Defensive rebound by D. Booker,58,45
245,3,11:33.0,,A. Len makes 2-pt layup from 2 ft,58,47
246,3,11:33.0,,Shooting foul by S. Kilpatrick (drawn by A. Len),58,47
247,3,11:33.0,,A. Len misses free throw 1 of 1,58,47
248,3,11:32.0,Defensive rebound by S. Kilpatrick,,58,47
249,3,11:20.0,B. Bogdanović makes 2-pt jump shot from 12 ft,,60,47
250,3,11:00.0,,M. Chriss makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),60,50
251,3,10:50.0,B. Lopez misses 3-pt jump shot from 26 ft,,60,50
252,3,10:49.0,,Defensive rebound by E. Bledsoe,60,50
253,3,10:37.0,,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),60,52
254,3,10:24.0,Shooting foul by T. Warren (drawn by B. Bogdanović),,60,52
255,3,10:24.0,B. Bogdanović misses free throw 1 of 2,,60,52
256,3,10:24.0,Offensive rebound by Team,,60,52
257,3,10:24.0,B. Bogdanović makes free throw 2 of 2,,61,52
258,3,10:15.0,,M. Chriss misses 2-pt layup from 1 ft (block by B. Lopez),61,52
259,3,10:14.0,Defensive rebound by B. Lopez,,61,52
260,3,10:00.0,Shooting foul by M. Chriss (drawn by B. Lopez),,61,52
261,3,10:00.0,B. Lopez makes free throw 1 of 2,,62,52
262,3,10:00.0,B. Lopez makes free throw 2 of 2,,63,52
263,3,9:45.0,,Personal foul by B. Lopez (drawn by E. Bledsoe),63,52
264,3,9:35.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by D. Booker),63,55
265,3,9:14.0,S. Kilpatrick misses 2-pt jump shot from 17 ft,,63,55
266,3,9:14.0,Offensive rebound by T. Booker,,63,55
267,3,9:09.0,T. Booker misses 2-pt hook shot from 12 ft,,63,55
268,3,9:08.0,,Defensive rebound by A. Len,63,55
269,3,9:00.0,,T. Warren makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),63,57
270,3,8:59.0,Brooklyn full timeout,,63,57
271,3,8:44.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by A. Len),,63,57
272,3,8:43.0,Offensive rebound by Team,,63,57
273,3,8:37.0,S. Kilpatrick makes 2-pt jump shot from 10 ft,,65,57
274,3,8:23.0,,T. Warren makes 2-pt jump shot from 18 ft,65,59
275,3,8:11.0,Shooting foul by T. Warren (drawn by R. Hollis-Jefferson),,65,59
276,3,8:11.0,R. Hollis-Jefferson makes free throw 1 of 2,,66,59
277,3,8:11.0,J. Hamilton enters the game for T. Booker,,66,59
278,3,8:11.0,R. Hollis-Jefferson makes free throw 2 of 2,,67,59
279,3,8:01.0,,T. Warren misses 2-pt jump shot from 15 ft,67,59
280,3,8:01.0,Defensive rebound by S. Kilpatrick,,67,59
281,3,7:56.0,Shooting block foul by D. Booker (drawn by R. Hollis-Jefferson),,67,59
282,3,7:56.0,R. Hollis-Jefferson makes free throw 1 of 2,,68,59
283,3,7:56.0,,B. Knight enters the game for D. Booker,68,59
284,3,7:56.0,R. Hollis-Jefferson makes free throw 2 of 2,,69,59
285,3,7:42.0,,Turnover by E. Bledsoe (bad pass; steal by R. Hollis-Jefferson),69,59
286,3,7:38.0,Turnover by R. Hollis-Jefferson (lost ball; steal by T. Warren),,69,59
287,3,7:34.0,,T. Warren makes 2-pt layup from 1 ft,69,61
288,3,7:16.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,69,61
289,3,7:16.0,,Defensive rebound by A. Len,69,61
290,3,7:02.0,,M. Chriss misses 3-pt jump shot from 27 ft,69,61
291,3,7:01.0,,Offensive rebound by A. Len,69,61
292,3,6:59.0,,Turnover by A. Len (bad pass; steal by J. Hamilton),69,61
293,3,6:50.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,72,61
294,3,6:48.0,,Phoenix full timeout,72,61
295,3,6:48.0,,J. Dudley enters the game for M. Chriss,72,61
296,3,6:48.0,J. Harris enters the game for B. Bogdanović,,72,61
297,3,6:32.0,,Shooting foul by S. Kilpatrick (drawn by E. Bledsoe),72,61
298,3,6:32.0,,E. Bledsoe makes free throw 1 of 2,72,62
299,3,6:32.0,,E. Bledsoe misses free throw 2 of 2,72,62
300,3,6:32.0,Defensive rebound by B. Lopez,,72,62
301,3,6:20.0,S. Kilpatrick makes 2-pt dunk at rim (assist by B. Lopez),,74,62
302,3,6:10.0,,B. Knight misses 2-pt jump shot from 15 ft,74,62
303,3,6:08.0,,Offensive rebound by A. Len,74,62
304,3,6:08.0,,A. Len makes 2-pt layup from 2 ft,74,64
305,3,5:54.0,B. Lopez makes 2-pt jump shot from 14 ft,,76,64
306,3,5:44.0,,T. Warren misses 3-pt jump shot from 27 ft,76,64
307,3,5:44.0,,Offensive rebound by E. Bledsoe,76,64
308,3,5:41.0,,Shooting foul by J. Harris (drawn by A. Len),76,64
309,3,5:41.0,,A. Len makes free throw 1 of 2,76,65
310,3,5:41.0,,A. Len misses free throw 2 of 2,76,65
311,3,5:41.0,Defensive rebound by S. Kilpatrick,,76,65
312,3,5:41.0,,T. Ulis enters the game for E. Bledsoe,76,65
313,3,5:25.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,76,65
314,3,5:24.0,,Defensive rebound by J. Dudley,76,65
315,3,5:12.0,,B. Knight makes 2-pt layup from 1 ft,76,67
316,3,4:52.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by T. Warren),,76,67
317,3,4:51.0,,Defensive rebound by B. Knight,76,67
318,3,4:50.0,,Turnover by B. Knight (lost ball),76,67
319,3,4:44.0,Shooting foul by T. Ulis (drawn by S. Kilpatrick),,76,67
320,3,4:44.0,S. Kilpatrick makes 2-pt layup from 1 ft,,78,67
321,3,4:44.0,S. Kilpatrick misses free throw 1 of 1,,78,67
322,3,4:44.0,,Defensive rebound by A. Len,78,67
323,3,4:33.0,,Personal foul by T. Booker (drawn by J. Dudley),78,67
324,3,4:33.0,,J. Dudley makes free throw 1 of 2,78,68
325,3,4:33.0,T. Booker enters the game for B. Lopez,,78,67
326,3,4:33.0,,J. Dudley misses free throw 2 of 2,78,68
327,3,4:32.0,,Offensive rebound by J. Dudley,78,68
328,3,4:21.0,,J. Dudley makes 2-pt layup from 1 ft,78,70
329,3,4:03.0,T. Booker makes 2-pt jump shot from 16 ft,,80,70
330,3,3:50.0,,T. Ulis misses 2-pt jump shot from 12 ft,80,70
331,3,3:49.0,Defensive rebound by R. Hollis-Jefferson,,80,70
332,3,3:41.0,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft,,80,70
333,3,3:39.0,,Defensive rebound by B. Knight,80,70
334,3,3:30.0,,Turnover by T. Ulis (bad pass),80,70
335,3,3:20.0,J. Harris misses 3-pt jump shot from 25 ft,,80,70
336,3,3:20.0,Offensive rebound by T. Booker,,80,70
337,3,3:00.0,T. Booker misses 2-pt jump shot from 20 ft,,80,70
338,3,3:00.0,Offensive rebound by J. Harris,,80,70
339,3,2:57.0,J. Harris makes 2-pt layup from 2 ft,,82,70
340,3,2:46.0,,T. Warren makes 2-pt layup from 3 ft,82,72
341,3,2:26.0,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Ulis),,82,72
342,3,2:21.0,,Shooting block foul by J. Harris (drawn by B. Knight),82,72
343,3,2:21.0,,B. Knight makes free throw 1 of 2,82,73
344,3,2:21.0,,D. Booker enters the game for T. Warren,82,73
345,3,2:21.0,,P. Tucker enters the game for A. Len,82,73
346,3,2:21.0,L. Scola enters the game for R. Hollis-Jefferson,,82,73
347,3,2:21.0,R. Foye enters the game for S. Kilpatrick,,82,73
348,3,2:21.0,Y. Ferrell enters the game for J. Hamilton,,82,73
349,3,2:21.0,,B. Knight makes free throw 2 of 2,82,74
350,3,2:08.0,Y. Ferrell misses 3-pt jump shot from 29 ft,,82,74
351,3,2:07.0,,Defensive rebound by Team,82,74
352,3,1:59.0,,J. Dudley misses 2-pt layup from 1 ft,82,74
353,3,1:58.0,Defensive rebound by L. Scola,,82,74
354,3,1:48.0,R. Foye misses 3-pt jump shot from 25 ft,,82,74
355,3,1:47.0,,Defensive rebound by D. Booker,82,74
356,3,1:38.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by B. Knight),82,77
357,3,1:32.0,Brooklyn full timeout,,82,77
358,3,1:27.0,T. Booker makes 2-pt jump shot from 5 ft,,84,77
359,3,1:14.0,,T. Ulis misses 2-pt layup from 1 ft,84,77
360,3,1:12.0,Defensive rebound by L. Scola,,84,77
361,3,1:03.0,R. Foye makes 3-pt jump shot from 27 ft (assist by T. Booker),,87,77
362,3,0:44.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by D. Booker),87,80
363,3,0:33.0,L. Scola makes 3-pt jump shot from 25 ft (assist by R. Foye),,90,80
364,3,0:15.0,,P. Tucker misses 3-pt jump shot from 23 ft,90,80
365,3,0:14.0,Defensive rebound by T. Booker,,90,80
366,3,0:06.0,,Offensive charge foul by J. Harris (drawn by P. Tucker),90,80
367,3,0:06.0,Turnover by J. Harris (offensive foul),,90,80
368,3,0:00.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by B. Knight),90,83
369,4,11:43.0,,B. Knight misses 2-pt layup from 1 ft (block by L. Scola),90,83
370,4,11:42.0,,Offensive rebound by B. Knight,90,83
371,4,11:35.0,,B. Knight misses 3-pt jump shot from 23 ft,90,83
372,4,11:35.0,Defensive rebound by R. Foye,,90,83
373,4,11:27.0,R. Foye misses 3-pt jump shot from 27 ft,,90,83
374,4,11:26.0,,Defensive rebound by P. Tucker,90,83
