,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
0,1,11:37.0,,Turnover by Team (back court),0,0
1,1,11:29.0,D. Lillard makes 2-pt layup from 3 ft,,2,0
2,1,11:29.0,Shooting foul by B. Lopez (drawn by D. Lillard),,2,0
3,1,11:29.0,D. Lillard makes free throw 1 of 1,,3,0
4,1,11:16.0,Violation by M. Harkless (kicked ball),,3,0
5,1,11:11.0,,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by T. Booker),3,2
6,1,11:11.0,,Shooting foul by C. McCollum (drawn by B. Bogdanović),3,2
7,1,11:11.0,,B. Bogdanović makes free throw 1 of 1,3,3
8,1,11:00.0,Shooting foul by R. Hollis-Jefferson (drawn by M. Plumlee),,3,3
9,1,11:00.0,M. Plumlee makes 2-pt layup from 3 ft (assist by E. Davis),,5,3
10,1,11:00.0,M. Plumlee misses free throw 1 of 1,,5,3
11,1,10:57.0,,Defensive rebound by B. Lopez,5,3
12,1,10:42.0,,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,5,3
13,1,10:41.0,,Offensive rebound by Team,5,3
14,1,10:34.0,,B. Lopez makes 2-pt jump shot from 13 ft,5,5
15,1,10:18.0,Personal foul by T. Booker (drawn by M. Plumlee),,5,5
16,1,10:11.0,D. Lillard misses 3-pt jump shot from 26 ft,,5,5
17,1,10:10.0,,Defensive rebound by B. Bogdanović,5,5
18,1,10:04.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,5,5
19,1,10:03.0,Defensive rebound by E. Davis,,5,5
20,1,9:58.0,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),,7,5
21,1,9:44.0,,T. Booker makes 2-pt layup from 2 ft (assist by B. Lopez),7,7
22,1,9:36.0,,Offensive charge foul by D. Lillard (drawn by I. Whitehead),7,7
23,1,9:36.0,Turnover by D. Lillard (offensive foul),,7,7
24,1,9:26.0,,I. Whitehead misses 2-pt layup from 1 ft,7,7
25,1,9:25.0,Defensive rebound by E. Davis,,7,7
26,1,9:16.0,M. Harkless misses 3-pt jump shot from 23 ft,,7,7
27,1,9:15.0,Offensive rebound by E. Davis,,7,7
28,1,9:02.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,10,7
29,1,8:50.0,,Personal foul by E. Davis (drawn by B. Lopez),10,7
30,1,8:42.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,10,9
31,1,8:23.0,Turnover by C. McCollum (bad pass; steal by R. Hollis-Jefferson),,10,9
32,1,8:16.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,10,9
33,1,8:15.0,,Offensive rebound by R. Hollis-Jefferson,10,9
34,1,8:11.0,,I. Whitehead makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),10,12
35,1,7:53.0,C. McCollum makes 2-pt jump shot from 15 ft,,12,12
36,1,7:43.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by I. Whitehead),12,15
37,1,7:29.0,D. Lillard makes 2-pt jump shot from 8 ft,,14,15
38,1,7:16.0,,T. Booker makes 2-pt dunk at rim,14,17
39,1,6:58.0,D. Lillard makes 2-pt jump shot from 19 ft,,16,17
40,1,6:51.0,,Turnover by B. Lopez (bad pass),16,17
41,1,6:51.0,,J. Hamilton enters the game for T. Booker,16,17
42,1,6:36.0,C. McCollum misses 3-pt jump shot from 26 ft,,16,17
43,1,6:35.0,,Defensive rebound by J. Hamilton,16,17
44,1,6:27.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by D. Lillard),16,17
45,1,6:26.0,Defensive rebound by M. Harkless,,16,17
46,1,6:16.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),,19,17
47,1,6:15.0,,Brooklyn full timeout,19,17
48,1,6:15.0,,R. Foye enters the game for I. Whitehead,19,17
49,1,5:58.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,19,17
50,1,5:57.0,Defensive rebound by C. McCollum,,19,17
51,1,5:44.0,Turnover by M. Harkless (offensive goaltending),,19,17
52,1,5:33.0,,J. Hamilton makes 2-pt layup from 1 ft (assist by B. Lopez),19,19
53,1,5:15.0,M. Plumlee misses 2-pt layup from 2 ft,,19,19
54,1,5:11.0,Offensive rebound by M. Plumlee,,19,19
55,1,5:03.0,C. McCollum misses 2-pt jump shot from 18 ft,,19,19
56,1,5:02.0,Offensive rebound by E. Davis,,19,19
57,1,4:56.0,Personal foul by R. Hollis-Jefferson (drawn by M. Plumlee),,19,19
58,1,4:56.0,,J. Harris enters the game for R. Hollis-Jefferson,19,19
59,1,4:56.0,,S. Kilpatrick enters the game for B. Bogdanović,19,19
60,1,4:56.0,M. Leonard enters the game for M. Plumlee,,19,19
61,1,4:56.0,A. Crabbe enters the game for C. McCollum,,19,19
62,1,4:56.0,E. Turner enters the game for M. Harkless,,19,19
63,1,4:48.0,M. Leonard misses 3-pt jump shot from 25 ft,,19,19
64,1,4:46.0,,Defensive rebound by R. Foye,19,19
65,1,4:32.0,,J. Harris misses 3-pt jump shot from 24 ft,19,19
66,1,4:31.0,,Offensive rebound by B. Lopez,19,19
67,1,4:24.0,,Personal foul by A. Crabbe (drawn by S. Kilpatrick),19,19
68,1,4:24.0,,S. Kilpatrick makes free throw 1 of 2,19,20
69,1,4:24.0,,S. Kilpatrick misses free throw 2 of 2,19,20
70,1,4:23.0,Defensive rebound by M. Leonard,,19,20
71,1,4:12.0,Turnover by E. Davis (3 sec),,19,20
72,1,3:59.0,,B. Lopez makes 2-pt jump shot from 17 ft,19,22
73,1,3:38.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by E. Turner),,22,22
74,1,3:32.0,,Shooting foul by M. Leonard (drawn by R. Foye),22,22
75,1,3:32.0,,R. Foye makes free throw 1 of 2,22,23
76,1,3:32.0,,T. Booker enters the game for B. Lopez,22,23
77,1,3:32.0,N. Vonleh enters the game for E. Davis,,22,23
78,1,3:32.0,,R. Foye makes free throw 2 of 2,22,24
79,1,3:20.0,A. Crabbe misses 3-pt jump shot from 25 ft,,22,24
80,1,3:19.0,,Defensive rebound by S. Kilpatrick,22,24
81,1,3:07.0,,Turnover by J. Harris (bad pass; steal by N. Vonleh),22,24
82,1,3:03.0,Shooting foul by R. Foye (drawn by D. Lillard),,22,24
83,1,3:03.0,D. Lillard misses free throw 1 of 2,,22,24
84,1,3:03.0,Offensive rebound by Team,,22,24
85,1,3:03.0,D. Lillard makes free throw 2 of 2,,23,24
86,1,2:49.0,,R. Foye misses 3-pt jump shot from 25 ft,23,24
87,1,2:48.0,Defensive rebound by M. Leonard,,23,24
88,1,2:39.0,D. Lillard makes 2-pt layup from 3 ft,,25,24
89,1,2:26.0,,T. Booker misses 2-pt hook shot from 6 ft,25,24
90,1,2:25.0,Defensive rebound by M. Leonard,,25,24
91,1,2:18.0,M. Leonard misses 2-pt jump shot from 18 ft,,25,24
92,1,2:16.0,,Defensive rebound by J. Harris,25,24
93,1,2:06.0,,J. Hamilton makes 3-pt jump shot from 26 ft (assist by R. Foye),25,27
94,1,2:06.0,Portland full timeout,,25,27
95,1,2:06.0,,L. Scola enters the game for J. Hamilton,25,27
96,1,1:47.0,E. Turner makes 2-pt layup from 3 ft,,27,27
97,1,1:25.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,27,27
98,1,1:24.0,,Offensive rebound by T. Booker,27,27
99,1,1:23.0,,T. Booker makes 2-pt hook shot from 4 ft,27,29
100,1,1:00.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),,30,29
101,1,0:50.0,,S. Kilpatrick misses 2-pt jump shot from 6 ft,30,29
102,1,0:49.0,Defensive rebound by M. Leonard,,30,29
103,1,0:30.0,E. Turner makes 2-pt jump shot from 16 ft,,32,29
104,1,0:06.0,,L. Scola misses 3-pt jump shot from 27 ft,32,29
105,1,0:05.0,Defensive rebound by D. Lillard,,32,29
