,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
148,2,8:08.0,K. Towns makes free throw 2 of 2,,24,36
149,2,7:43.0,,D. Russell misses 2-pt jump shot from 19 ft,24,36
150,2,7:42.0,Defensive rebound by K. Dunn,,24,36
151,2,7:32.0,Shooting foul by T. Ennis (drawn by S. Muhammad),,24,36
152,2,7:32.0,S. Muhammad makes free throw 1 of 2,,25,36
153,2,7:32.0,S. Muhammad makes free throw 2 of 2,,26,36
154,2,7:19.0,,T. Robinson makes 2-pt jump shot from 5 ft (assist by D. Russell),26,38
155,2,6:59.0,S. Muhammad makes 2-pt dunk at rim (assist by T. Jones),,28,38
156,2,6:49.0,,T. Ennis makes 3-pt jump shot from 25 ft,28,41
157,2,6:42.0,S. Muhammad misses 2-pt jump shot from 1 ft (block by T. Black),,28,41
158,2,6:40.0,Offensive rebound by K. Towns,,28,41
159,2,6:38.0,K. Towns misses 2-pt layup from 2 ft,,28,41
160,2,6:37.0,Offensive rebound by K. Towns,,28,41
161,2,6:33.0,K. Towns makes 2-pt layup from 1 ft,,30,41
162,2,6:22.0,,T. Ennis makes 3-pt jump shot from 25 ft,30,44
163,2,6:13.0,Personal foul by T. Black (drawn by T. Jones),,30,44
164,2,6:13.0,R. Rubio enters the game for O. Casspi,,30,44
165,2,6:13.0,A. Wiggins enters the game for K. Dunn,,30,44
166,2,6:13.0,G. Dieng enters the game for T. Jones,,30,44
167,2,6:13.0,,J. Randle enters the game for T. Black,30,44
168,2,6:07.0,,T. Black enters the game for T. Robinson,30,44
169,2,5:59.0,G. Dieng misses 2-pt jump shot from 12 ft (block by T. Black),,30,44
170,2,5:59.0,Offensive rebound by Team,,30,44
171,2,5:59.0,Turnover by Team (shot clock),,30,44
172,2,5:59.0,,LA Lakers full timeout,30,44
173,2,5:59.0,,J. Clarkson enters the game for T. Ennis,30,44
174,2,5:59.0,,L. Nance enters the game for C. Brewer,30,44
175,2,5:59.0,,B. Ingram enters the game for T. Black,30,44
176,2,5:39.0,,J. Randle makes 2-pt jump shot from 4 ft (assist by D. Russell),30,46
177,2,5:11.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by R. Rubio),,33,46
178,2,4:58.0,,Turnover by B. Ingram (dbl dribble),33,46
179,2,4:45.0,G. Dieng makes 2-pt dunk at rim (assist by A. Wiggins),,35,46
180,2,4:24.0,,J. Clarkson makes 2-pt jump shot from 10 ft,35,48
181,2,4:03.0,Shooting foul by B. Ingram (drawn by K. Towns),,35,48
182,2,4:03.0,K. Towns makes free throw 1 of 2,,36,48
183,2,4:03.0,K. Towns misses free throw 2 of 2,,36,48
184,2,4:03.0,B. Rush enters the game for S. Muhammad,,36,48
185,2,4:01.0,,Defensive rebound by J. Randle,36,48
186,2,3:49.0,,Turnover by D. Russell (bad pass; steal by G. Dieng),36,48
187,2,3:42.0,R. Rubio misses 2-pt jump shot from 21 ft,,36,48
188,2,3:42.0,Offensive rebound by Team,,36,48
189,2,3:42.0,,Loose ball foul by J. Randle (drawn by G. Dieng),36,48
190,2,3:42.0,G. Dieng makes free throw 1 of 2,,37,48
191,2,3:42.0,G. Dieng makes free throw 2 of 2,,38,48
192,2,3:26.0,,Turnover by J. Randle (bad pass),38,48
193,2,3:16.0,Shooting foul by B. Ingram (drawn by A. Wiggins),,38,48
194,2,3:16.0,A. Wiggins makes free throw 1 of 2,,39,48
195,2,3:16.0,A. Wiggins makes free throw 2 of 2,,40,48
196,2,3:01.0,,D. Russell makes 2-pt hook shot from 5 ft,40,50
197,2,2:46.0,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),,42,50
198,2,2:46.0,Shooting block foul by J. Clarkson (drawn by K. Towns),,42,50
199,2,2:46.0,Minnesota full timeout,,42,50
200,2,2:46.0,K. Towns makes free throw 1 of 1,,43,50
201,2,2:34.0,,Shooting foul by A. Wiggins (drawn by B. Ingram),43,50
202,2,2:34.0,,B. Ingram makes free throw 1 of 2,43,51
203,2,2:34.0,,B. Ingram misses free throw 2 of 2,43,51
204,2,2:33.0,Defensive rebound by G. Dieng,,43,51
205,2,2:26.0,A. Wiggins misses 2-pt layup from 1 ft,,43,51
206,2,2:26.0,Offensive rebound by K. Towns,,43,51
207,2,2:26.0,K. Towns makes 2-pt layup at rim,,45,51
208,2,2:26.0,Shooting foul by L. Nance (drawn by K. Towns),,45,51
209,2,2:26.0,K. Towns misses free throw 1 of 1,,45,51
210,2,2:24.0,,Defensive rebound by J. Randle,45,51
211,2,2:16.0,,Turnover by D. Russell (lost ball; steal by R. Rubio),45,51
212,2,2:11.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,47,51
213,2,1:51.0,,D. Russell misses 3-pt jump shot from 24 ft,47,51
214,2,1:50.0,,Offensive rebound by L. Nance,47,51
215,2,1:44.0,,L. Nance makes 2-pt jump shot from 5 ft,47,53
216,2,1:27.0,A. Wiggins makes 2-pt layup from 2 ft,,49,53
217,2,1:03.0,,J. Clarkson misses 2-pt jump shot from 16 ft,49,53
218,2,1:02.0,Defensive rebound by K. Towns,,49,53
219,2,0:53.0,K. Towns makes 2-pt dunk at rim (assist by G. Dieng),,51,53
220,2,0:53.0,,LA Lakers full timeout,51,53
221,2,0:28.0,,B. Ingram misses 2-pt jump shot from 13 ft,51,53
222,2,0:26.0,,Offensive rebound by L. Nance,51,53
223,2,0:05.0,,J. Clarkson misses 2-pt layup from 2 ft,51,53
224,2,0:03.0,Defensive rebound by A. Wiggins,,51,53
225,2,0:00.0,A. Wiggins misses 3-pt jump shot from 48 ft,,51,53
226,2,0:00.0,Offensive rebound by Team,,51,53
227,3,11:44.0,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),,53,53
228,3,11:33.0,,Turnover by J. Randle (lost ball),53,53
229,3,11:10.0,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),,55,53
230,3,10:50.0,,L. Nance misses 3-pt jump shot from 24 ft,55,53
231,3,10:49.0,Defensive rebound by K. Towns,,55,53
232,3,10:31.0,G. Dieng makes 2-pt dunk at rim (assist by K. Towns),,57,53
233,3,10:19.0,,J. Randle misses 2-pt layup from 2 ft,57,53
234,3,10:18.0,Defensive rebound by G. Dieng,,57,53
235,3,10:05.0,R. Rubio misses 3-pt jump shot from 25 ft,,57,53
236,3,10:05.0,,Defensive rebound by J. Clarkson,57,53
237,3,10:03.0,,Turnover by J. Clarkson (bad pass),57,53
238,3,9:48.0,Turnover by R. Rubio (bad pass; steal by B. Ingram),,57,53
239,3,9:31.0,,D. Russell misses 2-pt layup from 2 ft,57,53
240,3,9:29.0,Defensive rebound by K. Towns,,57,53
241,3,9:29.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,59,53
242,3,9:29.0,Shooting foul by J. Clarkson (drawn by A. Wiggins),,59,53
243,3,9:29.0,A. Wiggins makes free throw 1 of 1,,60,53
244,3,9:16.0,,L. Nance makes 2-pt jump shot from 20 ft (assist by J. Clarkson),60,55
245,3,8:55.0,R. Rubio misses 2-pt jump shot from 17 ft,,60,55
246,3,8:54.0,,Defensive rebound by Team,60,55
247,3,8:34.0,,J. Clarkson misses 3-pt jump shot from 24 ft,60,55
248,3,8:33.0,Defensive rebound by K. Towns,,60,55
249,3,8:23.0,Turnover by K. Towns (lost ball; steal by D. Russell),,60,55
250,3,8:22.0,,Personal take foul by G. Dieng (drawn by D. Russell),60,55
251,3,8:11.0,,D. Russell misses 2-pt jump shot from 13 ft,60,55
252,3,8:09.0,Defensive rebound by K. Towns,,60,55
253,3,7:53.0,Shooting foul by J. Randle (drawn by A. Wiggins),,60,55
254,3,7:53.0,A. Wiggins makes free throw 1 of 2,,61,55
255,3,7:53.0,A. Wiggins makes free throw 2 of 2,,62,55
256,3,7:38.0,,J. Clarkson makes 2-pt jump shot from 13 ft (assist by L. Nance),62,57
257,3,7:23.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,64,57
258,3,7:10.0,,J. Clarkson makes 2-pt layup from 1 ft,64,59
259,3,7:03.0,Minnesota full timeout,,64,59
260,3,6:46.0,A. Wiggins misses 3-pt jump shot from 24 ft,,64,59
261,3,6:45.0,,Defensive rebound by L. Nance,64,59
262,3,6:27.0,,B. Ingram misses 2-pt jump shot from 19 ft,64,59
263,3,6:26.0,Defensive rebound by R. Rubio,,64,59
264,3,6:25.0,Personal foul by B. Ingram (drawn by G. Dieng),,64,59
265,3,6:25.0,G. Dieng makes free throw 1 of 2,,65,59
266,3,6:25.0,G. Dieng makes free throw 2 of 2,,66,59
267,3,6:11.0,,Turnover by D. Russell (bad pass; steal by R. Rubio),66,59
268,3,6:05.0,Turnover by R. Rubio (bad pass),,66,59
269,3,5:47.0,,J. Randle makes 2-pt layup from 2 ft (assist by L. Nance),66,61
270,3,5:31.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by K. Towns),,68,61
271,3,5:24.0,,Personal foul by R. Rubio (drawn by D. Russell),68,61
272,3,5:17.0,,J. Randle makes 2-pt dunk at rim (assist by L. Nance),68,63
273,3,4:58.0,A. Wiggins misses 2-pt layup from 1 ft (block by L. Nance),,68,63
274,3,4:58.0,,Defensive rebound by J. Clarkson,68,63
275,3,4:55.0,,Shooting foul by R. Rubio (drawn by J. Clarkson),68,63
276,3,4:55.0,,J. Clarkson makes free throw 1 of 2,68,64
277,3,4:55.0,,J. Clarkson makes free throw 2 of 2,68,65
278,3,4:44.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,70,65
279,3,4:30.0,,L. Nance makes 2-pt dunk at rim (assist by D. Russell),70,67
280,3,4:16.0,Turnover by R. Rubio (lost ball; steal by J. Randle),,70,67
281,3,4:10.0,,D. Russell misses 3-pt jump shot from 23 ft,70,67
282,3,4:07.0,Defensive rebound by K. Towns,,70,67
283,3,3:52.0,B. Rush misses 3-pt jump shot from 24 ft,,70,67
284,3,3:50.0,,Defensive rebound by L. Nance,70,67
285,3,3:41.0,,B. Ingram makes 2-pt hook shot from 2 ft,70,69
286,3,3:41.0,,Shooting foul by A. Wiggins (drawn by B. Ingram),70,69
287,3,3:41.0,,B. Ingram makes free throw 1 of 1,70,70
288,3,3:27.0,A. Wiggins misses 2-pt layup from 2 ft (block by J. Randle),,70,70
289,3,3:24.0,,Defensive rebound by J. Randle,70,70
290,3,3:18.0,,J. Clarkson misses 3-pt jump shot from 25 ft,70,70
291,3,3:15.0,Defensive rebound by K. Towns,,70,70
292,3,3:07.0,Offensive foul by K. Towns (drawn by D. Russell),,70,70
293,3,3:07.0,Turnover by K. Towns (offensive foul),,70,70
294,3,3:07.0,K. Dunn enters the game for R. Rubio,,70,70
295,3,2:57.0,,Shooting foul by K. Dunn (drawn by D. Russell),70,70
296,3,2:57.0,,LA Lakers full timeout,70,70
297,3,2:57.0,,D. Russell makes free throw 1 of 2,70,71
298,3,2:57.0,,T. Ennis enters the game for J. Clarkson,70,70
299,3,2:57.0,,T. Black enters the game for J. Randle,70,70
300,3,2:57.0,,D. Russell makes free throw 2 of 2,70,72
301,3,2:36.0,A. Wiggins makes 2-pt jump shot from 21 ft,,72,72
302,3,2:19.0,,L. Nance makes 2-pt hook shot from 4 ft (assist by B. Ingram),72,74
303,3,2:01.0,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),,74,74
304,3,1:42.0,,Turnover by B. Ingram (bad pass; steal by K. Towns),74,74
305,3,1:22.0,A. Wiggins misses 2-pt jump shot from 18 ft,,74,74
306,3,1:20.0,,Defensive rebound by L. Nance,74,74
307,3,1:16.0,,D. Russell makes 2-pt dunk at rim (assist by L. Nance),74,76
308,3,0:56.0,K. Towns makes 2-pt layup from 1 ft (assist by K. Dunn),,76,76
309,3,0:45.0,,T. Black misses 2-pt layup from 2 ft (block by G. Dieng),76,76
310,3,0:43.0,Defensive rebound by K. Dunn,,76,76
311,3,0:36.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by K. Dunn),,79,76
312,3,0:19.0,O. Casspi enters the game for K. Towns,,79,76
313,3,0:19.0,S. Muhammad enters the game for B. Rush,,79,76
314,3,0:12.0,,T. Ennis makes 2-pt jump shot from 4 ft,79,78
315,3,0:02.0,Turnover by A. Wiggins (lost ball; steal by T. Black),,79,78
316,4,11:43.0,,T. Black makes 2-pt layup from 2 ft (assist by M. World Peace),79,80
317,4,11:26.0,Turnover by A. Wiggins (lost ball; steal by M. World Peace),,79,80
318,4,11:18.0,,T. Ennis makes 2-pt layup from 2 ft (assist by C. Brewer),79,82
319,4,10:52.0,A. Wiggins misses 2-pt jump shot from 18 ft,,79,82
320,4,10:51.0,Offensive rebound by G. Dieng,,79,82
321,4,10:46.0,S. Muhammad makes 2-pt jump shot from 8 ft (assist by O. Casspi),,81,82
322,4,10:28.0,,T. Robinson misses 2-pt layup at rim,81,82
323,4,10:23.0,Defensive rebound by G. Dieng,,81,82
324,4,10:15.0,Personal foul by T. Robinson (drawn by S. Muhammad),,81,82
325,4,10:05.0,G. Dieng misses 2-pt jump shot from 17 ft,,81,82
326,4,10:05.0,,Defensive rebound by T. Robinson,81,82
327,4,9:56.0,,C. Brewer makes 2-pt hook shot from 6 ft (assist by T. Ennis),81,84
328,4,9:38.0,A. Wiggins misses 2-pt layup at rim,,81,84
329,4,9:38.0,,Defensive rebound by T. Black,81,84
330,4,9:29.0,,M. World Peace makes 2-pt jump shot from 8 ft,81,86
331,4,9:08.0,A. Wiggins misses 2-pt layup from 1 ft,,81,86
332,4,9:04.0,Offensive rebound by A. Wiggins,,81,86
333,4,9:04.0,A. Wiggins makes 2-pt layup at rim,,83,86
334,4,8:58.0,,M. World Peace misses 3-pt jump shot from 23 ft,83,86
335,4,8:56.0,Defensive rebound by K. Dunn,,83,86
336,4,8:55.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Dunn),,85,86
337,4,8:55.0,Shooting foul by C. Brewer (drawn by A. Wiggins),,85,86
338,4,8:55.0,Official timeout,,85,86
339,4,8:55.0,K. Towns enters the game for G. Dieng,,85,86
340,4,8:55.0,A. Wiggins makes free throw 1 of 1,,86,86
341,4,8:32.0,,C. Brewer misses 3-pt jump shot from 25 ft,86,86
342,4,8:31.0,Defensive rebound by K. Towns,,86,86
343,4,8:26.0,A. Wiggins makes 2-pt dunk at rim (assist by K. Towns),,88,86
344,4,8:20.0,,M. World Peace makes 3-pt jump shot from 25 ft (assist by C. Brewer),88,89
345,4,8:02.0,K. Towns misses 2-pt hook shot from 4 ft,,88,89
346,4,8:00.0,,Defensive rebound by T. Robinson,88,89
347,4,7:57.0,T. Jones enters the game for A. Wiggins,,88,89
348,4,7:49.0,,T. Ennis makes 3-pt jump shot from 25 ft,88,92
349,4,7:34.0,O. Casspi misses 3-pt jump shot from 24 ft,,88,92
350,4,7:34.0,Offensive rebound by S. Muhammad,,88,92
351,4,7:27.0,S. Muhammad misses 3-pt jump shot from 23 ft,,88,92
352,4,7:26.0,,Defensive rebound by T. Robinson,88,92
353,4,7:20.0,,Turnover by T. Robinson (lost ball; steal by O. Casspi),88,92
354,4,7:17.0,S. Muhammad makes 2-pt dunk at rim (assist by T. Jones),,90,92
355,4,7:17.0,Shooting foul by T. Robinson (drawn by S. Muhammad),,90,92
356,4,7:17.0,S. Muhammad misses free throw 1 of 1,,90,92
357,4,7:17.0,R. Rubio enters the game for K. Dunn,,90,92
358,4,7:15.0,,Defensive rebound by T. Robinson,90,92
359,4,6:59.0,,M. World Peace misses 2-pt layup from 1 ft,90,92
360,4,6:59.0,Defensive rebound by Team,,90,92
361,4,6:43.0,O. Casspi makes 2-pt layup from 3 ft (assist by K. Towns),,92,92
362,4,6:26.0,,M. World Peace makes 3-pt jump shot from 24 ft (assist by T. Ennis),92,95
363,4,6:05.0,S. Muhammad makes 2-pt dunk at rim (assist by R. Rubio),,94,95
364,4,5:46.0,,T. Ennis misses 2-pt layup from 2 ft,94,95
365,4,5:45.0,Defensive rebound by R. Rubio,,94,95
366,4,5:41.0,,LA Lakers full timeout,94,95
367,4,5:26.0,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),,97,95
368,4,5:06.0,,M. World Peace misses 2-pt layup from 2 ft (block by O. Casspi),97,95
369,4,5:04.0,Defensive rebound by T. Jones,,97,95
370,4,5:04.0,Shooting foul by T. Ennis (drawn by S. Muhammad),,97,95
371,4,5:04.0,S. Muhammad makes free throw 1 of 2,,98,95
372,4,5:04.0,S. Muhammad makes free throw 2 of 2,,99,95
373,4,4:42.0,,T. Robinson misses 2-pt layup from 2 ft,99,95
374,4,4:40.0,Defensive rebound by T. Jones,,99,95
375,4,4:16.0,S. Muhammad misses 3-pt jump shot from 23 ft,,99,95
376,4,4:13.0,,Defensive rebound by M. World Peace,99,95
377,4,4:09.0,,Shooting foul by R. Rubio (drawn by T. Black),99,95
378,4,4:09.0,,T. Black makes free throw 1 of 2,99,96
379,4,4:09.0,,D. Russell enters the game for T. Ennis,99,96
380,4,4:09.0,,J. Randle enters the game for T. Robinson,99,96
381,4,4:09.0,,J. Clarkson enters the game for C. Brewer,99,96
382,4,4:09.0,G. Dieng enters the game for O. Casspi,,99,96
