,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
0,1,11:40.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,0,0
1,1,11:38.0,Defensive rebound by E. Fournier,,0,0
2,1,11:18.0,E. Payton misses 2-pt jump shot from 14 ft,,0,0
3,1,11:17.0,,Defensive rebound by J. Henson,0,0
4,1,10:56.0,,G. Antetokounmpo misses 3-pt jump shot from 30 ft,0,0
5,1,10:55.0,Defensive rebound by E. Payton,,0,0
6,1,10:46.0,N. Vučević misses 2-pt jump shot from 19 ft,,0,0
7,1,10:45.0,,Defensive rebound by M. Dellavedova,0,0
8,1,10:39.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by N. Vučević),0,0
9,1,10:37.0,Defensive rebound by E. Fournier,,0,0
10,1,10:29.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Fournier),,3,0
11,1,10:15.0,,T. Snell makes 2-pt jump shot from 19 ft (assist by J. Henson),3,2
12,1,9:53.0,J. Green makes 2-pt jump shot from 15 ft (assist by N. Vučević),,5,2
13,1,9:37.0,,Turnover by M. Dellavedova (bad pass; steal by J. Green),5,2
14,1,9:26.0,J. Green makes 2-pt jump shot from 9 ft,,7,2
15,1,9:19.0,,Offensive foul by G. Antetokounmpo (drawn by E. Fournier),7,2
16,1,9:19.0,,Turnover by G. Antetokounmpo (offensive foul),7,2
17,1,9:09.0,Turnover by N. Vučević (offensive foul),,7,2
18,1,9:09.0,Offensive foul by N. Vučević (drawn by J. Henson),,7,2
19,1,8:53.0,,Turnover by M. Dellavedova (bad pass; steal by E. Payton),7,2
20,1,8:33.0,Turnover by S. Ibaka (lost ball; steal by J. Parker),,7,2
21,1,8:27.0,,Turnover by M. Dellavedova (bad pass; steal by S. Ibaka),7,2
22,1,8:19.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),,10,2
23,1,8:18.0,,Milwaukee full timeout,10,2
24,1,8:12.0,,Turnover by M. Dellavedova (lost ball; steal by E. Payton),10,2
25,1,7:49.0,J. Green makes 2-pt jump shot from 15 ft,,12,2
26,1,7:25.0,,J. Henson misses 2-pt jump shot from 14 ft,12,2
27,1,7:24.0,Defensive rebound by S. Ibaka,,12,2
28,1,7:17.0,E. Fournier makes 2-pt layup from 1 ft (assist by J. Green),,14,2
29,1,7:05.0,,J. Parker misses 2-pt layup from 3 ft,14,2
30,1,7:03.0,Defensive rebound by N. Vučević,,14,2
31,1,6:56.0,Turnover by J. Green (step out of bounds),,14,2
32,1,6:56.0,,M. Brogdon enters the game for G. Antetokounmpo,14,2
33,1,6:56.0,,M. Teletović enters the game for J. Parker,14,2
34,1,6:56.0,,M. Beasley enters the game for M. Dellavedova,14,2
35,1,6:42.0,,Turnover by M. Brogdon (lost ball; steal by S. Ibaka),14,2
36,1,6:40.0,Shooting foul by M. Teletović (drawn by J. Green),,14,2
37,1,6:40.0,J. Green makes free throw 1 of 2,,15,2
38,1,6:40.0,J. Green makes free throw 2 of 2,,16,2
39,1,6:29.0,,M. Beasley makes 2-pt jump shot from 14 ft,16,4
40,1,6:18.0,Personal foul by J. Henson (drawn by J. Green),,16,4
41,1,6:10.0,Turnover by N. Vučević (bad pass; steal by M. Brogdon),,16,4
42,1,5:58.0,,M. Beasley makes 2-pt layup from 1 ft,16,6
43,1,5:48.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,18,6
44,1,5:34.0,,Turnover by M. Brogdon (bad pass; steal by E. Payton),18,6
45,1,5:30.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,20,6
46,1,5:15.0,,J. Henson misses 2-pt jump shot from 4 ft (block by S. Ibaka),20,6
47,1,5:15.0,,Offensive rebound by Team,20,6
48,1,5:08.0,,T. Snell makes 2-pt layup at rim (assist by J. Henson),20,8
49,1,4:50.0,N. Vučević misses 2-pt jump shot from 15 ft,,20,8
50,1,4:49.0,,Defensive rebound by M. Teletović,20,8
51,1,4:35.0,,M. Brogdon misses 2-pt jump shot from 11 ft,20,8
52,1,4:33.0,Defensive rebound by N. Vučević,,20,8
53,1,4:24.0,E. Fournier misses 3-pt jump shot from 25 ft,,20,8
54,1,4:23.0,Offensive rebound by S. Ibaka,,20,8
55,1,4:20.0,N. Vučević makes 2-pt layup from 1 ft (assist by J. Green),,22,8
56,1,4:18.0,,Milwaukee full timeout,22,8
57,1,4:18.0,,M. Dellavedova enters the game for J. Henson,22,8
58,1,4:18.0,,M. Plumlee enters the game for M. Brogdon,22,8
59,1,4:07.0,,M. Beasley makes 2-pt jump shot from 19 ft (assist by M. Dellavedova),22,10
60,1,3:40.0,E. Payton misses 3-pt jump shot from 25 ft,,22,10
61,1,3:40.0,Offensive rebound by Team,,22,10
62,1,3:40.0,Turnover by Team (shot clock),,22,10
63,1,3:32.0,,M. Teletović misses 3-pt jump shot from 24 ft,22,10
64,1,3:30.0,,Offensive rebound by M. Plumlee,22,10
65,1,3:29.0,,Shooting foul by E. Payton (drawn by M. Teletović),22,10
66,1,3:29.0,,M. Teletović misses free throw 1 of 2,22,10
67,1,3:29.0,,Offensive rebound by Team,22,10
68,1,3:29.0,A. Gordon enters the game for N. Vučević,,22,10
69,1,3:29.0,B. Biyombo enters the game for J. Green,,22,10
70,1,3:29.0,,M. Teletović makes free throw 2 of 2,22,11
71,1,3:17.0,Turnover by B. Biyombo (bad pass; steal by M. Teletović),,22,11
72,1,3:12.0,,T. Snell misses 3-pt jump shot from 28 ft,22,11
73,1,3:10.0,Defensive rebound by B. Biyombo,,22,11
74,1,3:01.0,Personal foul by M. Teletović (drawn by S. Ibaka),,22,11
75,1,2:54.0,B. Biyombo makes 2-pt dunk at rim (assist by E. Payton),,24,11
76,1,2:32.0,,M. Teletović misses 3-pt jump shot from 26 ft,24,11
77,1,2:31.0,,Offensive rebound by M. Plumlee,24,11
78,1,2:30.0,,Shooting foul by A. Gordon (drawn by M. Teletović),24,11
79,1,2:30.0,,M. Teletović makes free throw 1 of 2,24,12
80,1,2:30.0,,M. Teletović misses free throw 2 of 2,24,12
81,1,2:29.0,Defensive rebound by B. Biyombo,,24,12
82,1,2:18.0,E. Payton makes 2-pt layup at rim,,26,12
83,1,2:05.0,,M. Plumlee makes 2-pt hook shot from 4 ft (assist by M. Beasley),26,14
84,1,1:53.0,Turnover by A. Gordon (step out of bounds),,26,14
85,1,1:53.0,,J. Parker enters the game for M. Teletović,26,14
86,1,1:53.0,,G. Antetokounmpo enters the game for T. Snell,26,14
87,1,1:42.0,,M. Beasley misses 2-pt layup at rim (block by B. Biyombo),26,14
88,1,1:39.0,Defensive rebound by E. Fournier,,26,14
89,1,1:35.0,Turnover by E. Fournier (bad pass; steal by J. Parker),,26,14
90,1,1:31.0,,M. Beasley makes 2-pt dunk at rim (assist by J. Parker),26,16
91,1,1:29.0,Orlando full timeout,,26,16
92,1,1:29.0,D. Rudež enters the game for S. Ibaka,,26,16
93,1,1:29.0,D. Augustin enters the game for E. Payton,,26,16
94,1,1:14.0,Offensive foul by D. Rudež (drawn by M. Beasley),,26,16
95,1,1:14.0,Turnover by D. Rudež (offensive foul),,26,16
96,1,1:07.0,,Turnover by M. Dellavedova (bad pass; steal by A. Gordon),26,16
97,1,1:06.0,Shooting foul by M. Plumlee (drawn by A. Gordon),,26,16
98,1,1:06.0,A. Gordon makes free throw 1 of 2,,27,16
99,1,1:06.0,A. Gordon misses free throw 2 of 2,,27,16
100,1,1:05.0,,Defensive rebound by M. Beasley,27,16
101,1,0:48.0,,M. Beasley makes 2-pt layup from 1 ft (assist by J. Parker),27,18
102,1,0:30.0,Turnover by E. Fournier (lost ball; steal by M. Plumlee),,27,18
103,1,0:23.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Parker),27,20
104,1,0:01.0,D. Augustin misses 2-pt jump shot from 14 ft,,27,20
