,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,GOLDEN STATE_ACTION,CHARLOTTE_SCORE,GOLDEN STATE_SCORE
374,4,6:17.0,J. Lamb makes 2-pt layup from 1 ft (assist by M. Belinelli),,96,115
375,4,5:57.0,,P. McCaw makes 3-pt jump shot from 25 ft (assist by K. Durant),96,118
376,4,5:38.0,M. Kidd-Gilchrist misses 2-pt jump shot from 10 ft,,96,118
377,4,5:38.0,Offensive rebound by M. Kidd-Gilchrist,,96,118
378,4,5:36.0,M. Kidd-Gilchrist misses 2-pt jump shot from 11 ft (block by K. Thompson),,96,118
379,4,5:35.0,,Defensive rebound by K. Durant,96,118
380,4,5:31.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by K. Durant),96,120
381,4,5:31.0,Charlotte full timeout,,96,120
382,4,5:31.0,T. Graham enters the game for M. Kidd-Gilchrist,,96,120
383,4,5:31.0,,I. Clark enters the game for K. Thompson,96,120
384,4,5:31.0,,K. Looney enters the game for A. Iguodala,96,120
385,4,5:13.0,B. Roberts makes 2-pt jump shot from 19 ft (assist by J. Lamb),,98,120
386,4,5:00.0,,P. McCaw misses 3-pt jump shot from 26 ft,98,120
387,4,4:54.0,Defensive rebound by T. Graham,,98,120
388,4,4:43.0,Shooting foul by I. Clark (drawn by M. Belinelli),,98,120
389,4,4:43.0,M. Belinelli makes free throw 1 of 2,,99,120
390,4,4:43.0,M. Belinelli makes free throw 2 of 2,,100,120
391,4,4:19.0,,I. Clark misses 3-pt jump shot from 23 ft,100,120
392,4,4:17.0,,Offensive rebound by J. McAdoo,100,120
393,4,4:17.0,,J. McAdoo misses 2-pt layup from 2 ft,100,120
394,4,4:15.0,Defensive rebound by J. Lamb,,100,120
395,4,4:13.0,B. Roberts misses 3-pt jump shot from 26 ft,,100,120
396,4,4:11.0,,Defensive rebound by K. Looney,100,120
397,4,4:07.0,,Golden State full timeout,100,120
398,4,4:07.0,,D. Jones enters the game for K. Durant,100,120
399,4,3:54.0,,Turnover by P. McCaw (bad pass; steal by T. Graham),100,120
400,4,3:52.0,Shooting foul by K. Looney (drawn by T. Graham),,100,120
401,4,3:52.0,T. Graham makes free throw 1 of 2,,101,120
402,4,3:52.0,T. Graham makes free throw 2 of 2,,102,120
403,4,3:33.0,,I. Clark makes 2-pt jump shot from 12 ft (assist by J. McAdoo),102,122
404,4,3:20.0,Personal foul by J. McAdoo (drawn by C. Wood),,102,122
405,4,3:20.0,C. Wood makes free throw 1 of 2,,103,122
406,4,3:20.0,C. Wood makes free throw 2 of 2,,104,122
407,4,3:03.0,,D. Jones makes 2-pt dunk at rim (assist by J. McAdoo),104,124
408,4,2:51.0,T. Graham misses 2-pt jump shot from 9 ft (block by D. Jones),,104,124
409,4,2:51.0,,Defensive rebound by P. McCaw,104,124
410,4,2:28.0,,P. McCaw misses 2-pt jump shot from 19 ft,104,124
411,4,2:27.0,Defensive rebound by J. Lamb,,104,124
412,4,2:19.0,Turnover by J. Lamb (bad pass; steal by I. Clark),,104,124
413,4,2:07.0,,P. McCaw misses 3-pt jump shot from 24 ft,104,124
414,4,2:06.0,Defensive rebound by C. Wood,,104,124
415,4,1:51.0,T. Graham misses 2-pt layup from 2 ft (block by P. McCaw),,104,124
416,4,1:49.0,,Defensive rebound by D. Jones,104,124
417,4,1:37.0,,K. Looney misses 3-pt jump shot from 26 ft,104,124
418,4,1:37.0,Defensive rebound by B. Roberts,,104,124
419,4,1:25.0,J. Lamb misses 3-pt jump shot from 25 ft,,104,124
420,4,1:24.0,,Defensive rebound by I. Clark,104,124
421,4,1:21.0,,Offensive foul by D. Jones (drawn by B. Roberts),104,124
422,4,1:21.0,,Turnover by D. Jones (offensive foul),104,124
423,4,1:21.0,Official timeout,,104,124
424,4,1:08.0,C. Wood makes 2-pt dunk at rim (assist by B. Roberts),,106,124
425,4,0:49.0,,J. McAdoo misses 2-pt jump shot from 4 ft (block by C. Wood),106,124
426,4,0:47.0,Defensive rebound by B. Roberts,,106,124
427,4,0:44.0,Shooting foul by I. Clark (drawn by B. Roberts),,106,124
428,4,0:44.0,B. Roberts makes free throw 1 of 2,,107,124
429,4,0:44.0,B. Roberts makes free throw 2 of 2,,108,124
430,4,0:22.0,,I. Clark misses 2-pt jump shot from 13 ft,108,124
431,4,0:20.0,,Offensive rebound by D. Jones,108,124
432,4,0:20.0,,Shooting foul by T. Graham (drawn by D. Jones),108,124
433,4,0:20.0,,D. Jones makes free throw 1 of 2,108,125
434,4,0:20.0,,D. Jones makes free throw 2 of 2,108,126
435,4,0:10.0,T. Graham makes 3-pt jump shot from 23 ft (assist by B. Roberts),,111,126
