,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
51,1,5:44.0,,D. Rose makes 2-pt layup from 3 ft,11,9
52,1,5:28.0,J. Teague misses 2-pt layup from 1 ft (block by K. Porziņģis),,11,9
53,1,5:27.0,,Defensive rebound by C. Anthony,11,9
54,1,5:21.0,Violation by C. Miles (kicked ball),,11,9
55,1,5:21.0,,New York full timeout,11,9
56,1,5:21.0,,W. Hernangómez enters the game for K. Porziņģis,11,9
57,1,5:13.0,,L. Thomas makes 3-pt jump shot from 24 ft (assist by W. Hernangómez),11,12
58,1,4:47.0,P. George misses 2-pt jump shot from 4 ft,,11,12
59,1,4:47.0,Offensive rebound by P. George,,11,12
60,1,4:28.0,T. Young misses 3-pt jump shot from 24 ft,,11,12
61,1,4:28.0,,Defensive rebound by L. Thomas,11,12
62,1,4:12.0,,L. Thomas misses 2-pt jump shot from 17 ft,11,12
63,1,4:11.0,Defensive rebound by P. George,,11,12
64,1,3:59.0,P. George makes 2-pt jump shot from 5 ft,,13,12
65,1,3:40.0,,C. Lee misses 3-pt jump shot from 25 ft,13,12
66,1,3:39.0,Defensive rebound by J. Teague,,13,12
67,1,3:23.0,M. Turner makes 2-pt dunk at rim (assist by P. George),,15,12
68,1,3:11.0,,C. Anthony misses 2-pt layup from 3 ft,15,12
69,1,3:09.0,Defensive rebound by T. Young,,15,12
70,1,3:01.0,P. George makes 2-pt layup from 1 ft,,17,12
71,1,2:52.0,,L. Thomas misses 3-pt jump shot from 24 ft,17,12
72,1,2:51.0,Defensive rebound by M. Turner,,17,12
73,1,2:49.0,Indiana full timeout,,17,12
74,1,2:49.0,,K. Porziņģis enters the game for L. Thomas,17,12
75,1,2:49.0,G. Robinson enters the game for P. George,,17,12
76,1,2:49.0,M. Ellis enters the game for C. Miles,,17,12
77,1,2:38.0,M. Turner misses 2-pt jump shot from 11 ft,,17,12
78,1,2:37.0,,Defensive rebound by C. Anthony,17,12
79,1,2:14.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Anthony),17,14
80,1,2:00.0,J. Teague misses 3-pt jump shot from 24 ft,,17,14
81,1,1:59.0,Offensive rebound by G. Robinson,,17,14
82,1,1:56.0,,R. Baker enters the game for C. Lee,17,14
83,1,1:56.0,,C. Randle enters the game for D. Rose,17,14
84,1,1:56.0,R. Christmas enters the game for M. Turner,,17,14
85,1,1:56.0,R. Stuckey enters the game for J. Teague,,17,14
86,1,1:49.0,Shooting foul by C. Randle (drawn by R. Stuckey),,17,14
87,1,1:49.0,R. Stuckey makes free throw 1 of 2,,18,14
88,1,1:49.0,R. Stuckey misses free throw 2 of 2,,18,14
89,1,1:49.0,K. Séraphin enters the game for T. Young,,18,14
90,1,1:48.0,Offensive rebound by K. Séraphin,,18,14
91,1,1:30.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by M. Ellis),,21,14
92,1,1:14.0,,R. Baker makes 2-pt jump shot from 20 ft,21,16
93,1,1:04.0,Shooting foul by W. Hernangómez (drawn by R. Stuckey),,21,16
94,1,1:04.0,R. Stuckey misses free throw 1 of 2,,21,16
95,1,1:04.0,Offensive rebound by Team,,21,16
96,1,1:04.0,R. Stuckey makes free throw 2 of 2,,22,16
97,1,0:50.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Randle),22,18
98,1,0:37.0,G. Robinson misses 3-pt jump shot from 27 ft,,22,18
99,1,0:36.0,,Defensive rebound by C. Anthony,22,18
100,1,0:29.0,,C. Anthony misses 3-pt jump shot from 24 ft,22,18
101,1,0:29.0,Defensive rebound by M. Ellis,,22,18
102,1,0:10.0,Shooting foul by R. Baker (drawn by R. Christmas),,22,18
103,1,0:10.0,R. Christmas makes free throw 1 of 2,,23,18
104,1,0:10.0,R. Christmas makes free throw 2 of 2,,24,18
105,1,0:02.0,,C. Randle misses 3-pt jump shot from 25 ft,24,18
106,1,0:00.0,Defensive rebound by K. Séraphin,,24,18
107,2,11:41.0,,W. Hernangómez makes 2-pt jump shot from 4 ft,24,20
108,2,11:31.0,Turnover by R. Stuckey (lost ball; steal by R. Baker),,24,20
109,2,11:13.0,,K. Porziņģis makes 2-pt dunk at rim (assist by R. Baker),24,22
110,2,10:52.0,M. Ellis misses 2-pt layup from 2 ft (block by W. Hernangómez),,24,22
111,2,10:51.0,,Defensive rebound by C. Randle,24,22
112,2,10:46.0,,J. Holiday makes 2-pt layup from 1 ft (assist by C. Randle),24,24
113,2,10:25.0,M. Ellis makes 2-pt jump shot from 17 ft,,26,24
114,2,10:16.0,,Offensive foul by R. Baker (drawn by R. Stuckey),26,24
115,2,10:16.0,,Turnover by R. Baker (offensive foul),26,24
116,2,10:05.0,M. Ellis makes 2-pt jump shot from 14 ft (assist by R. Stuckey),,28,24
117,2,10:05.0,Shooting foul by C. Randle (drawn by M. Ellis),,28,24
118,2,10:05.0,M. Ellis makes free throw 1 of 1,,29,24
119,2,9:51.0,,J. Holiday misses 2-pt jump shot from 20 ft,29,24
120,2,9:50.0,,Offensive rebound by K. Porziņģis,29,24
121,2,9:50.0,,K. Porziņģis makes 2-pt dunk at rim,29,26
122,2,9:37.0,K. Séraphin makes 2-pt jump shot from 21 ft (assist by R. Stuckey),,31,26
123,2,9:23.0,,Turnover by W. Hernangómez (bad pass; steal by R. Christmas),31,26
124,2,9:20.0,Shooting foul by K. Porziņģis (drawn by G. Robinson),,31,26
125,2,9:20.0,G. Robinson makes free throw 1 of 2,,32,26
126,2,9:20.0,G. Robinson misses free throw 2 of 2,,32,26
127,2,9:19.0,,Defensive rebound by W. Hernangómez,32,26
128,2,8:59.0,,Turnover by W. Hernangómez (lost ball; steal by M. Ellis),32,26
129,2,8:53.0,Turnover by M. Ellis (lost ball; steal by W. Hernangómez),,32,26
130,2,8:52.0,,Personal foul by M. Ellis (drawn by W. Hernangómez),32,26
131,2,8:52.0,Official timeout,,32,26
132,2,8:45.0,,Turnover by R. Baker (lost ball; steal by M. Ellis),32,26
133,2,8:24.0,G. Robinson makes 3-pt jump shot from 24 ft (assist by M. Ellis),,35,26
134,2,7:57.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by W. Hernangómez),35,29
135,2,7:42.0,M. Ellis makes 2-pt jump shot from 18 ft,,37,29
136,2,7:33.0,,Shooting foul by R. Christmas (drawn by C. Randle),37,29
137,2,7:33.0,,C. Randle makes free throw 1 of 2,37,30
138,2,7:33.0,P. George enters the game for K. Séraphin,,37,30
139,2,7:33.0,T. Young enters the game for G. Robinson,,37,30
140,2,7:33.0,,L. Thomas enters the game for W. Hernangómez,37,30
141,2,7:33.0,,C. Randle makes free throw 2 of 2,37,31
142,2,7:18.0,M. Ellis misses 2-pt jump shot from 17 ft,,37,31
143,2,7:17.0,,Defensive rebound by L. Thomas,37,31
144,2,7:08.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,37,31
145,2,7:08.0,Defensive rebound by R. Stuckey,,37,31
146,2,6:57.0,R. Stuckey misses 2-pt jump shot from 9 ft,,37,31
147,2,6:56.0,Offensive rebound by Team,,37,31
148,2,6:56.0,,Loose ball foul by C. Randle (drawn by R. Christmas),37,31
149,2,6:56.0,M. Turner enters the game for R. Christmas,,37,31
150,2,6:56.0,,D. Rose enters the game for C. Randle,37,31
151,2,6:47.0,T. Young makes 2-pt layup at rim (assist by M. Turner),,39,31
152,2,6:25.0,,D. Rose makes 2-pt jump shot from 19 ft (assist by K. Porziņģis),39,33
153,2,6:14.0,P. George makes 3-pt jump shot from 25 ft,,42,33
154,2,5:58.0,,D. Rose makes 2-pt jump shot from 18 ft,42,35
155,2,5:47.0,M. Turner makes 2-pt layup at rim (assist by M. Ellis),,44,35
156,2,5:40.0,,New York full timeout,44,35
157,2,5:40.0,,C. Anthony enters the game for R. Baker,44,35
158,2,5:40.0,J. Teague enters the game for R. Stuckey,,44,35
159,2,5:22.0,,Turnover by K. Porziņģis (lost ball; steal by M. Turner),44,35
160,2,5:15.0,Turnover by J. Teague (bad pass; steal by K. Porziņģis),,44,35
161,2,4:56.0,,L. Thomas misses 3-pt jump shot from 25 ft,44,35
162,2,4:55.0,,Offensive rebound by J. Holiday,44,35
163,2,4:43.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by D. Rose),44,38
164,2,4:26.0,M. Ellis misses 2-pt jump shot from 19 ft,,44,38
165,2,4:25.0,,Defensive rebound by D. Rose,44,38
166,2,4:17.0,,D. Rose misses 2-pt jump shot from 19 ft,44,38
167,2,4:16.0,Defensive rebound by M. Ellis,,44,38
168,2,4:03.0,Turnover by P. George (step out of bounds),,44,38
169,2,3:50.0,,Turnover by K. Porziņģis (offensive goaltending),44,38
170,2,3:50.0,,C. Lee enters the game for J. Holiday,44,38
171,2,3:36.0,P. George makes 2-pt jump shot from 16 ft (assist by T. Young),,46,38
172,2,3:23.0,,K. Porziņģis misses 2-pt jump shot from 21 ft,46,38
173,2,3:22.0,Defensive rebound by P. George,,46,38
174,2,3:11.0,J. Teague misses 3-pt jump shot from 25 ft,,46,38
175,2,3:10.0,,Defensive rebound by C. Lee,46,38
176,2,2:53.0,,K. Porziņģis misses 2-pt jump shot from 4 ft,46,38
177,2,2:53.0,Defensive rebound by M. Turner,,46,38
178,2,2:48.0,Turnover by J. Teague (traveling),,46,38
179,2,2:48.0,Indiana full timeout,,46,38
180,2,2:48.0,,W. Hernangómez enters the game for K. Porziņģis,46,38
181,2,2:48.0,C. Miles enters the game for M. Ellis,,46,38
182,2,2:36.0,,D. Rose misses 3-pt jump shot from 25 ft,46,38
183,2,2:35.0,,Offensive rebound by W. Hernangómez,46,38
184,2,2:31.0,,C. Anthony misses 3-pt jump shot from 26 ft,46,38
185,2,2:30.0,Defensive rebound by M. Turner,,46,38
186,2,2:24.0,Shooting block foul by W. Hernangómez (drawn by M. Turner),,46,38
187,2,2:24.0,M. Turner makes free throw 1 of 2,,47,38
188,2,2:24.0,M. Turner misses free throw 2 of 2,,47,38
189,2,2:23.0,,Defensive rebound by W. Hernangómez,47,38
190,2,2:06.0,,L. Thomas misses 3-pt jump shot from 24 ft,47,38
191,2,2:04.0,Defensive rebound by Team,,47,38
192,2,1:48.0,P. George misses 3-pt jump shot from 25 ft,,47,38
193,2,1:47.0,,Defensive rebound by W. Hernangómez,47,38
194,2,1:42.0,,Shooting foul by M. Turner (drawn by D. Rose),47,38
195,2,1:42.0,,D. Rose makes free throw 1 of 2,47,39
196,2,1:42.0,R. Christmas enters the game for M. Turner,,47,39
197,2,1:42.0,,D. Rose makes free throw 2 of 2,47,40
198,2,1:24.0,P. George makes 2-pt layup from 2 ft,,49,40
199,2,1:10.0,,C. Anthony misses 2-pt layup at rim,49,40
200,2,1:09.0,Defensive rebound by R. Christmas,,49,40
201,2,1:02.0,Turnover by J. Teague (bad pass),,49,40
202,2,0:43.0,,C. Anthony misses 2-pt jump shot from 15 ft,49,40
203,2,0:42.0,Defensive rebound by J. Teague,,49,40
204,2,0:34.0,C. Miles makes 3-pt jump shot from 25 ft (assist by P. George),,52,40
205,2,0:21.0,,C. Anthony misses 2-pt jump shot from 20 ft,52,40
206,2,0:19.0,,Offensive rebound by W. Hernangómez,52,40
207,2,0:19.0,,W. Hernangómez makes 2-pt layup at rim,52,42
208,2,0:01.0,C. Miles misses 3-pt jump shot from 23 ft,,52,42
209,2,0:00.0,Offensive rebound by R. Christmas,,52,42
210,2,0:00.0,T. Young misses 2-pt dunk at rim,,52,42
211,2,0:00.0,Offensive rebound by Team,,52,42
212,3,11:43.0,,C. Anthony misses 2-pt jump shot from 17 ft,52,42
213,3,11:42.0,Defensive rebound by C. Miles,,52,42
214,3,11:28.0,M. Turner misses 2-pt jump shot from 19 ft,,52,42
215,3,11:27.0,,Defensive rebound by L. Thomas,52,42
216,3,11:16.0,,C. Lee misses 3-pt jump shot from 23 ft,52,42
217,3,11:15.0,Defensive rebound by C. Miles,,52,42
218,3,11:10.0,Turnover by J. Teague (traveling),,52,42
219,3,10:53.0,,D. Rose makes 2-pt jump shot from 21 ft (assist by K. Porziņģis),52,44
220,3,10:38.0,P. George makes 2-pt jump shot from 19 ft,,54,44
221,3,10:21.0,,Turnover by C. Anthony (bad pass),54,44
222,3,10:08.0,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Teague),,57,44
223,3,9:58.0,,C. Lee makes 2-pt dunk at rim (assist by K. Porziņģis),57,46
224,3,9:40.0,C. Miles misses 2-pt layup from 1 ft (block by K. Porziņģis),,57,46
225,3,9:39.0,,Defensive rebound by C. Lee,57,46
226,3,9:32.0,,Personal foul by M. Turner (drawn by K. Porziņģis),57,46
227,3,9:21.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,57,46
228,3,9:20.0,Defensive rebound by M. Turner,,57,46
229,3,9:17.0,P. George misses 2-pt layup from 3 ft (block by K. Porziņģis),,57,46
230,3,9:16.0,Offensive rebound by Team,,57,46
231,3,9:08.0,M. Turner makes 2-pt jump shot from 20 ft (assist by J. Teague),,59,46
232,3,8:43.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,59,48
233,3,8:23.0,Offensive foul by P. George (drawn by L. Thomas),,59,48
234,3,8:23.0,Turnover by P. George (offensive foul),,59,48
235,3,8:14.0,,Turnover by C. Lee (bad pass),59,48
236,3,7:56.0,M. Turner misses 2-pt jump shot from 14 ft,,59,48
237,3,7:55.0,,Defensive rebound by C. Anthony,59,48
238,3,7:49.0,,D. Rose makes 2-pt jump shot from 18 ft,59,50
239,3,7:35.0,J. Teague misses 2-pt jump shot from 9 ft,,59,50
240,3,7:34.0,,Defensive rebound by C. Anthony,59,50
241,3,7:24.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,59,50
242,3,7:23.0,Defensive rebound by P. George,,59,50
243,3,7:16.0,C. Miles misses 3-pt jump shot from 24 ft,,59,50
244,3,7:16.0,Offensive rebound by M. Turner,,59,50
245,3,7:15.0,M. Turner misses 2-pt layup from 1 ft,,59,50
246,3,7:14.0,Offensive rebound by M. Turner,,59,50
247,3,7:14.0,M. Turner misses 2-pt layup from 2 ft,,59,50
248,3,7:12.0,,Defensive rebound by C. Anthony,59,50
249,3,6:58.0,,D. Rose makes 2-pt jump shot from 11 ft,59,52
250,3,6:49.0,P. George misses 2-pt jump shot from 11 ft,,59,52
251,3,6:48.0,,Defensive rebound by C. Lee,59,52
252,3,6:37.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,59,52
253,3,6:36.0,Defensive rebound by P. George,,59,52
254,3,6:36.0,Indiana full timeout,,59,52
255,3,6:36.0,,W. Hernangómez enters the game for K. Porziņģis,59,52
256,3,6:17.0,Personal foul by L. Thomas (drawn by P. George),,59,52
257,3,6:17.0,R. Christmas enters the game for M. Turner,,59,52
258,3,6:03.0,P. George misses 2-pt jump shot from 22 ft,,59,52
259,3,6:02.0,Offensive rebound by R. Christmas,,59,52
260,3,5:47.0,J. Teague misses 2-pt jump shot from 10 ft,,59,52
261,3,5:46.0,,Defensive rebound by W. Hernangómez,59,52
262,3,5:24.0,,Turnover by Team (shot clock),59,52
263,3,5:13.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),,62,52
264,3,4:59.0,,D. Rose makes 2-pt layup from 1 ft,62,54
265,3,4:52.0,C. Miles misses 3-pt jump shot from 26 ft,,62,54
266,3,4:51.0,,Defensive rebound by W. Hernangómez,62,54
267,3,4:37.0,,D. Rose misses 2-pt jump shot from 19 ft,62,54
268,3,4:34.0,,Offensive rebound by W. Hernangómez,62,54
269,3,4:32.0,,C. Lee misses 3-pt jump shot from 26 ft,62,54
270,3,4:30.0,Defensive rebound by R. Christmas,,62,54
271,3,4:17.0,P. George misses 3-pt jump shot from 24 ft,,62,54
272,3,4:16.0,,Defensive rebound by W. Hernangómez,62,54
273,3,4:16.0,,New York full timeout,62,54
274,3,4:16.0,,J. Holiday enters the game for L. Thomas,62,54
275,3,4:16.0,M. Ellis enters the game for C. Miles,,62,54
276,3,3:58.0,,W. Hernangómez makes 2-pt hook shot from 6 ft,62,56
277,3,3:43.0,J. Teague misses 3-pt jump shot from 25 ft,,62,56
278,3,3:41.0,,Defensive rebound by C. Anthony,62,56
279,3,3:24.0,,Turnover by C. Lee (traveling),62,56
280,3,3:02.0,M. Ellis misses 3-pt jump shot from 26 ft,,62,56
281,3,3:01.0,,Defensive rebound by Team,62,56
282,3,2:43.0,,W. Hernangómez misses 2-pt hook shot from 8 ft,62,56
283,3,2:41.0,Defensive rebound by P. George,,62,56
284,3,2:26.0,P. George makes 2-pt jump shot from 17 ft,,64,56
285,3,2:12.0,,C. Anthony makes 2-pt jump shot from 19 ft (assist by W. Hernangómez),64,58
286,3,1:40.0,J. Teague misses 2-pt jump shot from 21 ft,,64,58
287,3,1:38.0,,Defensive rebound by J. Holiday,64,58
288,3,1:31.0,,Personal foul by R. Christmas (drawn by W. Hernangómez),64,58
289,3,1:31.0,,R. Baker enters the game for D. Rose,64,58
290,3,1:31.0,R. Stuckey enters the game for T. Young,,64,58
291,3,1:31.0,G. Robinson enters the game for J. Teague,,64,58
292,3,1:19.0,,C. Lee misses 3-pt jump shot from 23 ft,64,58
293,3,1:18.0,,Offensive rebound by Team,64,58
294,3,1:18.0,Loose ball foul by R. Christmas (drawn by W. Hernangómez),,64,58
295,3,1:18.0,,W. Hernangómez makes free throw 1 of 2,64,59
296,3,1:18.0,,W. Hernangómez misses free throw 2 of 2,64,59
297,3,1:16.0,Defensive rebound by R. Christmas,,64,59
298,3,1:06.0,Turnover by P. George (lost ball; steal by W. Hernangómez),,64,59
299,3,0:56.0,,J. Holiday misses 3-pt jump shot from 26 ft,64,59
300,3,0:54.0,,Offensive rebound by W. Hernangómez,64,59
301,3,0:52.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),64,62
302,3,0:36.0,R. Christmas misses 2-pt jump shot from 3 ft,,64,62
303,3,0:34.0,,Defensive rebound by C. Anthony,64,62
304,3,0:27.0,,Offensive foul by W. Hernangómez (drawn by R. Christmas),64,62
305,3,0:27.0,,Turnover by W. Hernangómez (offensive foul),64,62
306,3,0:09.0,Personal foul by C. Lee (drawn by P. George),,64,62
307,3,0:01.0,R. Stuckey misses 2-pt jump shot from 19 ft,,64,62
308,3,0:00.0,Offensive rebound by Team,,64,62
309,4,11:42.0,M. Ellis misses 2-pt jump shot from 19 ft,,64,62
310,4,11:41.0,,Defensive rebound by K. Porziņģis,64,62
311,4,11:31.0,,Turnover by W. Hernangómez (bad pass),64,62
312,4,11:31.0,K. Séraphin enters the game for T. Young,,64,62
313,4,11:31.0,,New York full timeout,64,62
314,4,11:31.0,,C. Anthony enters the game for K. Porziņģis,64,62
315,4,11:31.0,C. Miles enters the game for K. Séraphin,,64,62
316,4,11:13.0,Shooting foul by R. Baker (drawn by R. Stuckey),,64,62
317,4,11:13.0,R. Stuckey makes free throw 1 of 2,,65,62
318,4,11:13.0,R. Stuckey misses free throw 2 of 2,,65,62
319,4,11:12.0,,Defensive rebound by R. Baker,65,62
320,4,10:55.0,,Turnover by C. Anthony (bad pass; steal by M. Ellis),65,62
321,4,10:50.0,M. Ellis misses 2-pt layup from 1 ft,,65,62
322,4,10:47.0,,Defensive rebound by C. Lee,65,62
323,4,10:42.0,,W. Hernangómez misses 2-pt layup from 1 ft,65,62
324,4,10:40.0,Defensive rebound by R. Christmas,,65,62
325,4,10:29.0,R. Stuckey misses 2-pt layup from 3 ft,,65,62
326,4,10:28.0,,Defensive rebound by C. Anthony,65,62
327,4,10:16.0,,C. Anthony misses 3-pt jump shot from 24 ft,65,62
328,4,10:16.0,,Offensive rebound by W. Hernangómez,65,62
329,4,10:12.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by R. Baker),65,65
330,4,9:51.0,C. Miles misses 3-pt jump shot from 25 ft,,65,65
331,4,9:50.0,,Defensive rebound by C. Lee,65,65
332,4,9:43.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. Lee),65,68
333,4,9:39.0,Indiana full timeout,,65,68
334,4,9:39.0,M. Turner enters the game for G. Robinson,,65,68
335,4,9:39.0,P. George enters the game for R. Christmas,,65,68
336,4,9:25.0,R. Stuckey misses 3-pt jump shot from 23 ft,,65,68
337,4,9:24.0,,Defensive rebound by C. Lee,65,68
338,4,9:04.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by C. Lee),65,70
339,4,8:50.0,Def 3 sec tech foul by C. Anthony,,65,70
340,4,8:50.0,P. George makes technical free throw,,66,70
341,4,8:50.0,,L. Thomas enters the game for C. Lee,66,70
342,4,8:50.0,T. Young enters the game for C. Miles,,66,70
343,4,8:37.0,P. George misses 2-pt jump shot from 21 ft,,66,70
344,4,8:36.0,,Defensive rebound by L. Thomas,66,70
345,4,8:28.0,,Turnover by R. Baker (bad pass; steal by T. Young),66,70
346,4,8:21.0,P. George misses 3-pt jump shot from 24 ft,,66,70
347,4,8:20.0,Offensive rebound by T. Young,,66,70
348,4,8:08.0,M. Ellis makes 2-pt layup from 2 ft,,68,70
349,4,7:48.0,,C. Anthony makes 2-pt layup from 1 ft,68,72
350,4,7:31.0,M. Turner makes 2-pt jump shot from 19 ft (assist by R. Stuckey),,70,72
351,4,7:10.0,,L. Thomas misses 2-pt jump shot from 18 ft,70,72
352,4,7:09.0,Defensive rebound by M. Ellis,,70,72
353,4,6:50.0,M. Turner misses 2-pt jump shot from 21 ft,,70,72
354,4,6:49.0,,Defensive rebound by W. Hernangómez,70,72
355,4,6:38.0,,W. Hernangómez misses 2-pt jump shot from 4 ft,70,72
356,4,6:37.0,Defensive rebound by T. Young,,70,72
357,4,6:14.0,R. Stuckey misses 3-pt jump shot from 25 ft,,70,72
358,4,6:13.0,,Defensive rebound by C. Anthony,70,72
359,4,5:54.0,,Personal foul by R. Stuckey (drawn by R. Baker),70,72
360,4,5:54.0,J. Teague enters the game for R. Stuckey,,70,72
361,4,5:44.0,,W. Hernangómez misses 2-pt layup from 2 ft (block by M. Turner),70,72
362,4,5:43.0,Defensive rebound by M. Turner,,70,72
363,4,5:41.0,Turnover by J. Teague (bad pass; steal by W. Hernangómez),,70,72
364,4,5:28.0,,W. Hernangómez misses 2-pt jump shot from 14 ft,70,72
365,4,5:27.0,Defensive rebound by P. George,,70,72
366,4,5:07.0,M. Turner misses 2-pt jump shot from 16 ft,,70,72
367,4,5:06.0,,Defensive rebound by W. Hernangómez,70,72
368,4,4:48.0,,C. Anthony makes 2-pt jump shot from 17 ft,70,74
369,4,4:28.0,P. George misses 2-pt layup from 1 ft,,70,74
370,4,4:27.0,,Defensive rebound by W. Hernangómez,70,74
371,4,4:27.0,,Personal foul by T. Young (drawn by W. Hernangómez),70,74
372,4,4:27.0,,D. Rose enters the game for J. Holiday,70,74
373,4,4:20.0,,Personal foul by M. Ellis (drawn by R. Baker),70,74
374,4,4:14.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Baker),70,77
375,4,3:57.0,J. Teague misses 3-pt jump shot from 25 ft,,70,77
376,4,3:56.0,Offensive rebound by M. Turner,,70,77
377,4,3:48.0,Turnover by P. George (bad pass; steal by R. Baker),,70,77
378,4,3:44.0,,Shooting foul by M. Ellis (drawn by W. Hernangómez),70,77
379,4,3:44.0,,W. Hernangómez misses free throw 1 of 2,70,77
380,4,3:44.0,,Offensive rebound by Team,70,77
381,4,3:44.0,,W. Hernangómez misses free throw 2 of 2,70,77
382,4,3:43.0,Defensive rebound by P. George,,70,77
383,4,3:19.0,M. Turner makes 2-pt layup from 3 ft,,72,77
384,4,3:04.0,,C. Anthony makes 2-pt jump shot from 19 ft (assist by D. Rose),72,79
385,4,3:03.0,Indiana full timeout,,72,79
386,4,3:03.0,Violation by Team (jump ball),,72,79
387,4,3:03.0,C. Miles enters the game for M. Ellis,,72,79
388,4,2:50.0,J. Teague misses 2-pt jump shot from 5 ft,,72,79
389,4,2:47.0,Offensive rebound by M. Turner,,72,79
390,4,2:47.0,M. Turner misses 2-pt layup from 1 ft,,72,79
391,4,2:45.0,Offensive rebound by M. Turner,,72,79
