,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
376,4,6:49.0,,D. Nwaba misses 2-pt layup from 2 ft,100,94
377,4,6:44.0,,Offensive rebound by J. Clarkson,100,94
378,4,6:44.0,,J. Clarkson makes 2-pt layup from 1 ft,100,96
379,4,6:31.0,Personal foul by C. Brewer (drawn by J. Anderson),,100,96
380,4,6:31.0,,D. Russell enters the game for T. Ennis,100,96
381,4,6:31.0,,B. Ingram enters the game for C. Brewer,100,96
382,4,6:31.0,T. McConnell enters the game for N. Stauskas,,100,96
383,4,6:31.0,G. Henderson enters the game for J. Anderson,,100,96
384,4,6:31.0,T. Luwawu-Cabarrot enters the game for S. Rodríguez,,100,96
385,4,6:20.0,D. Šarić misses 3-pt jump shot from 26 ft,,100,96
386,4,6:19.0,,Defensive rebound by J. Clarkson,100,96
387,4,6:05.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Ingram),100,96
388,4,6:05.0,,B. Ingram makes free throw 1 of 2,100,97
389,4,6:05.0,J. Okafor enters the game for R. Holmes,,100,97
390,4,6:05.0,,B. Ingram makes free throw 2 of 2,100,98
391,4,5:50.0,Turnover by T. Luwawu-Cabarrot (bad pass),,100,98
392,4,5:50.0,Official timeout,,100,98
393,4,5:50.0,,J. Randle enters the game for J. Clarkson,100,98
394,4,5:36.0,,Shooting foul by G. Henderson (drawn by D. Nwaba),100,98
395,4,5:36.0,,D. Nwaba makes free throw 1 of 2,100,99
396,4,5:36.0,,D. Nwaba makes free throw 2 of 2,100,100
397,4,5:20.0,J. Okafor makes 2-pt jump shot from 17 ft,,102,100
398,4,5:03.0,,Turnover by J. Randle (bad pass; steal by J. Okafor),102,100
399,4,4:57.0,Turnover by D. Šarić (bad pass; steal by L. Nance),,102,100
400,4,4:52.0,,D. Russell makes 2-pt layup from 2 ft (assist by L. Nance),102,102
401,4,4:33.0,J. Okafor misses 2-pt hook shot from 9 ft,,102,102
402,4,4:30.0,,Defensive rebound by L. Nance,102,102
403,4,4:16.0,,D. Nwaba makes 2-pt dunk at rim (assist by D. Russell),102,104
404,4,3:56.0,J. Okafor makes 2-pt jump shot from 7 ft (assist by T. McConnell),,104,104
405,4,3:42.0,,D. Russell misses 2-pt jump shot from 19 ft,104,104
406,4,3:39.0,Defensive rebound by T. Luwawu-Cabarrot,,104,104
407,4,3:29.0,G. Henderson misses 2-pt layup from 2 ft (block by D. Nwaba),,104,104
408,4,3:29.0,Offensive rebound by Team,,104,104
409,4,3:26.0,Turnover by J. Okafor (lost ball; steal by L. Nance),,104,104
410,4,3:20.0,,J. Randle makes 2-pt layup at rim (assist by D. Russell),104,106
411,4,2:50.0,D. Šarić makes 3-pt jump shot from 24 ft,,107,106
412,4,2:34.0,,Shooting block foul by D. Šarić (drawn by J. Randle),107,106
413,4,2:34.0,,LA Lakers full timeout,107,106
414,4,2:34.0,,J. Randle makes free throw 1 of 2,107,107
415,4,2:34.0,,J. Clarkson enters the game for D. Nwaba,107,106
416,4,2:34.0,,J. Randle makes free throw 2 of 2,107,108
417,4,2:23.0,D. Šarić makes 2-pt layup from 3 ft,,109,108
418,4,2:00.0,,J. Clarkson makes 2-pt layup from 2 ft,109,110
419,4,1:44.0,Shooting foul by J. Randle (drawn by D. Šarić),,109,110
420,4,1:44.0,D. Šarić misses free throw 1 of 2,,109,110
421,4,1:44.0,Offensive rebound by Team,,109,110
422,4,1:44.0,D. Šarić misses free throw 2 of 2,,109,110
423,4,1:42.0,,Defensive rebound by J. Randle,109,110
424,4,1:33.0,,J. Randle misses 2-pt layup from 4 ft,109,110
425,4,1:31.0,Defensive rebound by G. Henderson,,109,110
426,4,1:26.0,D. Šarić makes 2-pt layup from 1 ft (assist by T. McConnell),,111,110
427,4,1:12.0,,J. Clarkson makes 2-pt jump shot from 11 ft,111,112
428,4,1:12.0,Philadelphia full timeout,,111,112
429,4,0:51.0,T. McConnell makes 2-pt jump shot from 9 ft (assist by T. Luwawu-Cabarrot),,113,112
430,4,0:32.0,,J. Randle misses 2-pt jump shot from 4 ft (block by J. Okafor),113,112
431,4,0:32.0,,Offensive rebound by Team,113,112
432,4,0:32.0,Violation by Team (jump ball),,113,112
433,4,0:32.0,,LA Lakers full timeout,113,112
434,4,0:26.0,,D. Russell misses 3-pt jump shot from 30 ft,113,112
435,4,0:24.0,Defensive rebound by Team,,113,112
436,4,0:24.0,Philadelphia full timeout,,113,112
437,4,0:24.0,J. Anderson enters the game for J. Okafor,,113,112
438,4,0:20.0,Personal foul by J. Randle (drawn by G. Henderson),,113,112
439,4,0:20.0,G. Henderson makes free throw 1 of 2,,114,112
440,4,0:20.0,G. Henderson makes free throw 2 of 2,,115,112
441,4,0:20.0,,LA Lakers full timeout,115,112
442,4,0:15.0,,Shooting foul by G. Henderson (drawn by J. Clarkson),115,112
443,4,0:15.0,,J. Clarkson makes free throw 1 of 2,115,113
444,4,0:15.0,,J. Clarkson misses free throw 2 of 2,115,113
445,4,0:15.0,R. Holmes enters the game for J. Anderson,,115,113
446,4,0:13.0,Defensive rebound by T. Luwawu-Cabarrot,,115,113
447,4,0:12.0,Personal foul by L. Nance (drawn by T. Luwawu-Cabarrot),,115,113
448,4,0:12.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,116,113
449,4,0:12.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,117,113
450,4,0:12.0,,LA Lakers full timeout,117,113
451,4,0:12.0,J. Anderson enters the game for R. Holmes,,117,113
452,4,0:05.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by D. Russell),117,116
453,4,0:04.0,Personal foul by J. Randle (drawn by D. Šarić),,117,116
454,4,0:04.0,D. Šarić makes free throw 1 of 2,,118,116
455,4,0:04.0,D. Šarić misses free throw 2 of 2,,118,116
456,4,0:04.0,,Defensive rebound by J. Randle,118,116
457,4,0:01.0,,J. Randle misses 3-pt jump shot from 35 ft,118,116
458,4,0:00.0,,Offensive rebound by Team,118,116
