,QUARTER,TIME_REMAINING,MIAMI_ACTION,SAN ANTONIO_ACTION,MIAMI_SCORE,SAN ANTONIO_SCORE
384,4,6:07.0,D. Waiters misses 2-pt jump shot from 7 ft,,66,80
385,4,6:07.0,Offensive rebound by H. Whiteside,,66,80
386,4,6:07.0,Shooting foul by L. Aldridge (drawn by H. Whiteside),,66,80
387,4,6:07.0,H. Whiteside makes free throw 1 of 2,,67,80
388,4,6:07.0,H. Whiteside makes free throw 2 of 2,,68,80
389,4,5:49.0,,K. Leonard misses 2-pt jump shot from 16 ft,68,80
390,4,5:46.0,Defensive rebound by T. Johnson,,68,80
391,4,5:42.0,T. Johnson makes 2-pt dunk at rim,,70,80
392,4,5:41.0,,San Antonio full timeout,70,80
393,4,5:27.0,,K. Leonard misses 2-pt jump shot from 7 ft,70,80
394,4,5:27.0,Defensive rebound by H. Whiteside,,70,80
395,4,5:06.0,Turnover by D. Waiters (bad pass; steal by P. Gasol),,70,80
396,4,4:54.0,,P. Gasol makes 2-pt jump shot from 8 ft (assist by K. Leonard),70,82
397,4,4:34.0,D. Waiters makes 2-pt jump shot from 18 ft,,72,82
398,4,4:21.0,,L. Aldridge misses 2-pt jump shot from 19 ft,72,82
399,4,4:20.0,Defensive rebound by H. Whiteside,,72,82
400,4,4:10.0,T. Johnson makes 2-pt jump shot from 19 ft,,74,82
401,4,3:49.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by P. Gasol),74,85
402,4,3:48.0,Technical foul by Team,,74,85
403,4,3:48.0,,K. Leonard makes technical free throw,74,86
404,4,3:26.0,D. Waiters makes 2-pt jump shot from 19 ft,,76,86
405,4,3:06.0,,K. Leonard misses 2-pt jump shot from 17 ft,76,86
406,4,3:05.0,,Offensive rebound by P. Gasol,76,86
407,4,3:03.0,,P. Gasol misses 2-pt layup from 1 ft,76,86
408,4,3:02.0,Defensive rebound by T. Johnson,,76,86
409,4,2:50.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by J. Winslow),,79,86
410,4,2:31.0,,Personal foul by D. Waiters (drawn by K. Leonard),79,86
411,4,2:31.0,,T. Parker enters the game for J. Simmons,79,86
412,4,2:27.0,,Turnover by P. Mills (bad pass; steal by D. Waiters),79,86
413,4,2:22.0,D. Waiters makes 2-pt layup from 1 ft,,81,86
414,4,2:09.0,,Personal foul by D. Waiters (drawn by K. Leonard),81,86
415,4,2:09.0,,K. Leonard misses free throw 1 of 2,81,86
416,4,2:09.0,,Offensive rebound by Team,81,86
417,4,2:09.0,,K. Leonard makes free throw 2 of 2,81,87
418,4,1:56.0,H. Whiteside makes 2-pt hook shot from 10 ft (assist by J. Richardson),,83,87
419,4,1:45.0,,Personal foul by H. Whiteside,83,87
420,4,1:45.0,,P. Mills makes free throw 1 of 2,83,88
421,4,1:45.0,,P. Mills makes free throw 2 of 2,83,89
422,4,1:35.0,T. Johnson misses 2-pt jump shot from 17 ft,,83,89
423,4,1:35.0,,Defensive rebound by K. Leonard,83,89
424,4,1:15.0,,T. Parker misses 3-pt jump shot from 22 ft,83,89
425,4,1:14.0,Defensive rebound by H. Whiteside,,83,89
426,4,1:07.0,D. Waiters misses 2-pt jump shot from 17 ft,,83,89
427,4,1:06.0,,Defensive rebound by K. Leonard,83,89
428,4,0:46.0,,L. Aldridge misses 2-pt jump shot from 17 ft,83,89
429,4,0:45.0,,Offensive rebound by P. Gasol,83,89
430,4,0:29.0,,K. Leonard misses 2-pt jump shot from 18 ft,83,89
431,4,0:28.0,Defensive rebound by H. Whiteside,,83,89
432,4,0:27.0,Turnover by J. Richardson (bad pass),,83,89
433,4,0:26.0,,Personal take foul by D. Waiters (drawn by K. Leonard),83,89
434,4,0:26.0,,K. Leonard makes free throw 1 of 2,83,90
435,4,0:26.0,,K. Anderson enters the game for P. Gasol,83,90
436,4,0:26.0,,D. Bertāns enters the game for L. Aldridge,83,90
437,4,0:26.0,,D. Murray enters the game for T. Parker,83,90
438,4,0:26.0,,J. Simmons enters the game for D. Bertāns,83,91
439,4,0:26.0,,K. Leonard makes free throw 2 of 2,83,91
440,4,0:26.0,Miami full timeout,,83,91
441,4,0:19.0,J. Richardson makes 2-pt dunk at rim (assist by T. Johnson),,85,91
442,4,0:17.0,,Personal take foul by J. Winslow (drawn by J. Simmons),85,91
443,4,0:17.0,,J. Simmons misses free throw 1 of 2,85,91
444,4,0:17.0,,Offensive rebound by Team,85,91
445,4,0:17.0,,J. Simmons makes free throw 2 of 2,85,92
446,4,0:17.0,Miami full timeout,,85,92
447,4,0:12.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by J. Richardson),,88,92
448,4,0:11.0,,Personal take foul by D. Waiters (drawn by K. Leonard),88,92
449,4,0:11.0,,K. Leonard makes free throw 1 of 2,88,93
450,4,0:11.0,,K. Leonard makes free throw 2 of 2,88,94
451,4,0:11.0,Miami full timeout,,88,94
452,4,0:04.0,D. Waiters misses 3-pt jump shot from 24 ft,,88,94
453,4,0:02.0,Offensive rebound by H. Whiteside,,88,94
454,4,0:02.0,H. Whiteside makes 2-pt layup at rim,,90,94
