,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA LAKERS_ACTION,WASHINGTON_SCORE,LA LAKERS_SCORE
383,4,5:18.0,,Offensive rebound by L. Nance,101,101
384,4,5:18.0,,L. Nance makes 2-pt layup from 2 ft,101,103
385,4,4:57.0,Turnover by B. Beal (bad pass),,101,103
386,4,4:43.0,,D. Russell misses 3-pt jump shot from 26 ft,101,103
387,4,4:42.0,Defensive rebound by I. Mahinmi,,101,103
388,4,4:32.0,M. Morris enters the game for I. Mahinmi,,101,103
389,4,4:24.0,B. Beal makes 2-pt layup from 1 ft,,103,103
390,4,4:06.0,,Turnover by J. Randle (lost ball; steal by J. Wall),103,103
391,4,4:00.0,J. Wall misses 2-pt layup from 2 ft,,103,103
392,4,3:57.0,,Defensive rebound by L. Nance,103,103
393,4,3:50.0,,Personal foul by K. Oubre (drawn by T. Ennis),103,103
394,4,3:50.0,,T. Ennis makes free throw 1 of 2,103,104
395,4,3:50.0,,T. Ennis misses free throw 2 of 2,103,104
396,4,3:50.0,Defensive rebound by O. Porter,,103,104
397,4,3:26.0,K. Oubre misses 2-pt jump shot from 12 ft,,103,104
398,4,3:25.0,Offensive rebound by M. Morris,,103,104
399,4,3:22.0,Shooting foul by T. Ennis (drawn by J. Wall),,103,104
400,4,3:22.0,J. Wall makes free throw 1 of 2,,104,104
401,4,3:22.0,J. Wall makes free throw 2 of 2,,105,104
402,4,3:04.0,,J. Clarkson misses 3-pt jump shot from 25 ft,105,104
403,4,3:03.0,Defensive rebound by B. Beal,,105,104
404,4,2:51.0,B. Beal makes 2-pt jump shot from 17 ft,,107,104
405,4,2:51.0,Shooting foul by J. Randle (drawn by B. Beal),,107,104
406,4,2:51.0,Official timeout,,107,104
407,4,2:51.0,B. Beal makes free throw 1 of 1,,108,104
408,4,2:37.0,,D. Russell makes 2-pt layup from 1 ft,108,106
409,4,2:19.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,110,106
410,4,2:05.0,,Personal foul by M. Morris (drawn by D. Russell),110,106
411,4,2:05.0,,D. Russell makes free throw 1 of 2,110,107
412,4,2:05.0,,D. Russell makes free throw 2 of 2,110,108
413,4,1:45.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by J. Wall),,113,108
414,4,1:27.0,,Turnover by J. Randle (bad pass; steal by M. Morris),113,108
415,4,1:25.0,Personal foul by J. Randle (drawn by K. Oubre),,113,108
416,4,1:25.0,K. Oubre makes free throw 1 of 2,,114,108
417,4,1:25.0,K. Oubre makes free throw 2 of 2,,115,108
418,4,1:25.0,,LA Lakers full timeout,115,108
419,4,1:17.0,,J. Clarkson misses 2-pt jump shot from 12 ft,115,108
420,4,1:16.0,,Offensive rebound by L. Nance,115,108
421,4,1:16.0,,L. Nance misses 2-pt layup from 1 ft,115,108
422,4,1:13.0,Defensive rebound by K. Oubre,,115,108
423,4,0:57.0,J. Wall makes 2-pt jump shot from 17 ft,,117,108
424,4,0:57.0,,LA Lakers full timeout,117,108
425,4,0:54.0,,D. Russell misses 3-pt jump shot from 30 ft,117,108
426,4,0:53.0,Defensive rebound by M. Morris,,117,108
427,4,0:31.0,K. Oubre makes 2-pt jump shot from 10 ft,,119,108
428,4,0:19.0,,T. Ennis misses 3-pt jump shot from 24 ft,119,108
429,4,0:18.0,,Offensive rebound by L. Nance,119,108
430,4,0:18.0,,L. Nance misses 2-pt jump shot from 6 ft,119,108
431,4,0:16.0,Defensive rebound by M. Morris,,119,108
