,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
0,1,11:37.0,H. Barnes makes 2-pt jump shot from 13 ft,,2,0
1,1,11:20.0,,P. Beverley makes 2-pt jump shot from 12 ft (assist by J. Harden),2,2
2,1,11:05.0,D. Williams makes 2-pt jump shot from 6 ft,,4,2
3,1,10:47.0,,J. Harden misses 2-pt jump shot from 4 ft,4,2
4,1,10:47.0,Defensive rebound by S. Mejri,,4,2
5,1,10:35.0,W. Matthews makes 2-pt jump shot from 18 ft,,6,2
6,1,10:14.0,,J. Harden makes 2-pt layup from 2 ft,6,4
7,1,10:14.0,,Shooting foul by S. Mejri (drawn by J. Harden),6,4
8,1,10:14.0,,J. Harden makes free throw 1 of 1,6,5
9,1,9:59.0,D. Williams misses 3-pt jump shot from 24 ft,,6,5
10,1,9:57.0,,Defensive rebound by J. Harden,6,5
11,1,9:52.0,,Turnover by J. Harden (lost ball; steal by S. Mejri),6,5
12,1,9:46.0,W. Matthews misses 3-pt jump shot from 25 ft,,6,5
13,1,9:45.0,,Defensive rebound by P. Beverley,6,5
14,1,9:37.0,,Shooting foul by D. Williams (drawn by J. Harden),6,5
15,1,9:37.0,,J. Harden misses free throw 1 of 3,6,5
16,1,9:37.0,,Offensive rebound by Team,6,5
17,1,9:37.0,,J. Harden makes free throw 2 of 3,6,6
18,1,9:37.0,,J. Harden makes free throw 3 of 3,6,7
19,1,9:18.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,6,7
20,1,9:17.0,,Defensive rebound by C. Capela,6,7
21,1,9:12.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),6,9
22,1,8:57.0,D. Williams makes 2-pt layup from 2 ft,,8,9
23,1,8:43.0,,J. Harden makes 2-pt jump shot from 5 ft,8,11
24,1,8:28.0,Shooting foul by P. Beverley (drawn by W. Matthews),,8,11
25,1,8:28.0,W. Matthews makes free throw 1 of 2,,9,11
26,1,8:28.0,W. Matthews misses free throw 2 of 2,,9,11
27,1,8:28.0,,Defensive rebound by R. Anderson,9,11
28,1,8:13.0,,R. Anderson misses 2-pt jump shot from 10 ft,9,11
29,1,8:12.0,,Offensive rebound by C. Capela,9,11
30,1,8:00.0,,R. Anderson misses 2-pt jump shot from 5 ft (block by D. Finney-Smith),9,11
31,1,7:59.0,Defensive rebound by D. Finney-Smith,,9,11
32,1,7:51.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Williams),,12,11
33,1,7:34.0,,R. Anderson makes 2-pt jump shot from 23 ft (assist by J. Harden),12,13
34,1,7:12.0,D. Finney-Smith misses 2-pt jump shot from 19 ft,,12,13
35,1,7:11.0,Offensive rebound by S. Mejri,,12,13
36,1,6:55.0,H. Barnes misses 2-pt jump shot from 11 ft,,12,13
37,1,6:54.0,,Defensive rebound by C. Capela,12,13
38,1,6:43.0,,C. Capela makes 2-pt layup at rim (assist by J. Harden),12,15
39,1,6:22.0,H. Barnes misses 2-pt jump shot from 12 ft,,12,15
40,1,6:21.0,,Defensive rebound by J. Harden,12,15
41,1,6:14.0,,T. Ariza misses 3-pt jump shot from 26 ft,12,15
42,1,6:13.0,Defensive rebound by D. Williams,,12,15
43,1,6:13.0,Personal foul by P. Beverley (drawn by D. Williams),,12,15
44,1,6:13.0,Dallas full timeout,,12,15
45,1,6:13.0,,E. Gordon enters the game for P. Beverley,12,15
46,1,6:04.0,D. Williams misses 3-pt jump shot from 25 ft,,12,15
47,1,6:03.0,,Defensive rebound by R. Anderson,12,15
48,1,5:48.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Capela),12,18
49,1,5:25.0,H. Barnes misses 2-pt jump shot from 16 ft,,12,18
50,1,5:24.0,,Defensive rebound by T. Ariza,12,18
51,1,5:18.0,,J. Harden makes 3-pt jump shot from 25 ft,12,21
52,1,5:01.0,S. Mejri misses 2-pt jump shot from 19 ft,,12,21
53,1,5:00.0,,Defensive rebound by T. Ariza,12,21
54,1,4:48.0,,R. Anderson misses 3-pt jump shot from 25 ft,12,21
55,1,4:47.0,Defensive rebound by S. Mejri,,12,21
56,1,4:34.0,W. Matthews misses 3-pt jump shot from 24 ft,,12,21
57,1,4:33.0,,Defensive rebound by T. Ariza,12,21
58,1,4:27.0,,Turnover by E. Gordon (bad pass; steal by W. Matthews),12,21
59,1,4:23.0,Shooting foul by E. Gordon (drawn by W. Matthews),,12,21
60,1,4:23.0,W. Matthews makes free throw 1 of 2,,13,21
61,1,4:23.0,,M. Harrell enters the game for R. Anderson,13,21
62,1,4:23.0,,S. Dekker enters the game for C. Capela,13,21
63,1,4:23.0,D. Powell enters the game for H. Barnes,,13,21
64,1,4:23.0,D. Harris enters the game for S. Mejri,,13,21
65,1,4:23.0,S. Curry enters the game for D. Williams,,13,21
66,1,4:23.0,W. Matthews makes free throw 2 of 2,,14,21
67,1,4:13.0,,S. Dekker makes 2-pt layup from 2 ft (assist by E. Gordon),14,23
68,1,3:48.0,S. Curry makes 3-pt jump shot from 24 ft (assist by W. Matthews),,17,23
69,1,3:31.0,,M. Harrell makes 2-pt layup from 1 ft (assist by J. Harden),17,25
70,1,3:13.0,D. Powell makes 2-pt layup at rim (assist by D. Harris),,19,25
71,1,3:07.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),19,27
72,1,3:06.0,Dallas full timeout,,19,27
73,1,2:51.0,W. Matthews misses 2-pt jump shot from 21 ft,,19,27
74,1,2:50.0,,Defensive rebound by S. Dekker,19,27
75,1,2:44.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),19,30
76,1,2:15.0,Shooting foul by S. Dekker (drawn by W. Matthews),,19,30
77,1,2:15.0,W. Matthews makes 2-pt layup from 1 ft (assist by S. Curry),,21,30
78,1,2:15.0,,Houston full timeout,21,30
79,1,2:15.0,,C. Brewer enters the game for T. Ariza,21,30
80,1,2:15.0,W. Matthews makes free throw 1 of 1,,22,30
81,1,1:52.0,,Turnover by J. Harden (lost ball),22,30
82,1,1:33.0,D. Finney-Smith makes 2-pt layup at rim (assist by W. Matthews),,24,30
83,1,1:17.0,Offensive charge foul by S. Dekker (drawn by S. Curry),,24,30
84,1,1:17.0,,Turnover by S. Dekker (offensive foul),24,30
85,1,1:02.0,W. Matthews misses 2-pt jump shot from 4 ft,,24,30
86,1,1:00.0,Offensive rebound by D. Powell,,24,30
87,1,0:59.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Powell),,27,30
88,1,0:41.0,,S. Dekker misses 2-pt layup from 3 ft (block by D. Finney-Smith),27,30
89,1,0:40.0,,Offensive rebound by Team,27,30
90,1,0:36.0,,M. Harrell makes 3-pt jump shot from 24 ft,27,33
91,1,0:18.0,Turnover by D. Harris (bad pass; steal by J. Harden),,27,33
92,1,0:01.0,,Shooting foul by D. Finney-Smith (drawn by J. Harden),27,33
93,1,0:01.0,,J. Harden makes free throw 1 of 3,27,34
94,1,0:01.0,,J. Harden makes free throw 2 of 3,27,35
95,1,0:01.0,,J. Harden makes free throw 3 of 3,27,36
96,1,0:00.0,D. Harris misses 3-pt jump shot from 58 ft,,27,36
97,1,0:00.0,Offensive rebound by Team,,27,36
98,2,11:39.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by P. Beverley),27,39
99,2,11:12.0,Turnover by N. Brussino (lost ball; steal by M. Harrell),,27,39
100,2,11:07.0,Offensive charge foul by C. Brewer (drawn by S. Curry),,27,39
101,2,11:07.0,,Turnover by C. Brewer (offensive foul),27,39
102,2,10:53.0,Shooting foul by M. Harrell (drawn by H. Barnes),,27,39
103,2,10:53.0,H. Barnes makes free throw 1 of 2,,28,39
104,2,10:53.0,H. Barnes makes free throw 2 of 2,,29,39
105,2,10:37.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by S. Dekker),29,42
106,2,10:13.0,Turnover by D. Powell (lost ball; steal by P. Beverley),,29,42
107,2,10:03.0,,Shooting foul by N. Brussino (drawn by P. Beverley),29,42
108,2,10:03.0,,P. Beverley makes free throw 1 of 2,29,43
109,2,10:03.0,,P. Beverley misses free throw 2 of 2,29,43
110,2,10:03.0,Defensive rebound by N. Brussino,,29,43
111,2,10:03.0,,C. Capela enters the game for M. Harrell,29,43
112,2,9:45.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by N. Brussino),,32,43
113,2,9:27.0,,E. Gordon misses 2-pt jump shot from 11 ft,32,43
114,2,9:26.0,,Offensive rebound by Team,32,43
115,2,9:17.0,,C. Capela misses 2-pt layup from 2 ft,32,43
116,2,9:15.0,Defensive rebound by N. Brussino,,32,43
117,2,9:02.0,Shooting foul by P. Beverley (drawn by D. Williams),,32,43
118,2,9:02.0,D. Williams makes free throw 1 of 2,,33,43
119,2,9:02.0,,J. Harden enters the game for P. Beverley,33,43
120,2,9:02.0,D. Williams makes free throw 2 of 2,,34,43
121,2,8:42.0,,Shooting foul by H. Barnes (drawn by C. Capela),34,43
122,2,8:42.0,Official timeout,,34,43
123,2,8:42.0,,C. Capela makes free throw 1 of 2,34,44
124,2,8:42.0,S. Mejri enters the game for D. Powell,,34,43
125,2,8:42.0,,C. Capela makes free throw 2 of 2,34,45
126,2,8:36.0,Personal foul by E. Gordon (drawn by D. Williams),,34,45
127,2,8:34.0,Personal foul by J. Harden (drawn by H. Barnes),,34,45
128,2,8:22.0,S. Curry misses 3-pt jump shot from 24 ft (block by C. Brewer),,34,45
129,2,8:21.0,,Defensive rebound by C. Capela,34,45
130,2,8:15.0,,E. Gordon misses 3-pt jump shot from 25 ft,34,45
131,2,8:14.0,,Offensive rebound by Team,34,45
132,2,8:08.0,,Turnover by C. Capela (bad pass),34,45
133,2,8:00.0,D. Williams makes 3-pt jump shot from 25 ft,,37,45
134,2,7:32.0,,C. Capela misses 2-pt hook shot from 4 ft,37,45
135,2,7:31.0,,Offensive rebound by C. Capela,37,45
136,2,7:31.0,,C. Capela makes 2-pt layup from 1 ft,37,47
137,2,7:13.0,N. Brussino misses 3-pt jump shot from 26 ft,,37,47
138,2,7:12.0,,Defensive rebound by C. Capela,37,47
139,2,7:04.0,,S. Dekker makes 2-pt hook shot from 5 ft (assist by C. Brewer),37,49
140,2,7:04.0,Dallas full timeout,,37,49
141,2,7:04.0,,R. Anderson enters the game for E. Gordon,37,49
142,2,7:04.0,,T. Ariza enters the game for C. Brewer,37,49
143,2,7:04.0,W. Matthews enters the game for S. Mejri,,37,49
144,2,7:04.0,D. Powell enters the game for D. Williams,,37,49
145,2,7:04.0,D. Finney-Smith enters the game for N. Brussino,,37,49
146,2,6:45.0,W. Matthews misses 2-pt jump shot from 9 ft,,37,49
147,2,6:44.0,Offensive rebound by W. Matthews,,37,49
148,2,6:34.0,W. Matthews misses 2-pt layup from 2 ft,,37,49
149,2,6:32.0,Offensive rebound by Team,,37,49
150,2,6:28.0,H. Barnes misses 2-pt jump shot from 16 ft,,37,49
151,2,6:26.0,,Defensive rebound by R. Anderson,37,49
152,2,6:10.0,,Turnover by T. Ariza (bad pass; steal by S. Curry),37,49
153,2,6:04.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by S. Curry),,40,49
154,2,5:46.0,,C. Capela misses 2-pt layup from 1 ft,40,49
155,2,5:45.0,Defensive rebound by S. Curry,,40,49
156,2,5:40.0,W. Matthews misses 3-pt jump shot from 26 ft,,40,49
157,2,5:38.0,,Defensive rebound by J. Harden,40,49
158,2,5:25.0,,S. Dekker makes 2-pt layup at rim (assist by J. Harden),40,51
159,2,5:09.0,S. Curry makes 2-pt layup from 1 ft,,42,51
160,2,4:47.0,,R. Anderson makes 2-pt layup from 1 ft (assist by S. Dekker),42,53
161,2,4:35.0,,Violation by J. Harden (kicked ball),42,53
