,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHILADELPHIA_ACTION,CLEVELAND_SCORE,PHILADELPHIA_SCORE
0,1,11:37.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,0,0
1,1,11:36.0,,Offensive rebound by J. Embiid,0,0
2,1,11:30.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,0,0
3,1,11:29.0,Defensive rebound by K. Irving,,0,0
4,1,11:19.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,3,0
5,1,11:01.0,,J. Embiid makes 2-pt hook shot from 4 ft,3,2
6,1,10:41.0,K. Love makes 2-pt jump shot from 21 ft,,5,2
7,1,10:27.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by D. Šarić),5,5
8,1,10:12.0,K. Irving misses 3-pt jump shot from 25 ft,,5,5
9,1,10:11.0,,Defensive rebound by D. Šarić,5,5
10,1,10:03.0,,G. Henderson makes 2-pt dunk at rim (assist by S. Rodríguez),5,7
11,1,9:47.0,Personal foul by D. Šarić (drawn by K. Love),,5,7
12,1,9:42.0,Shooting foul by D. Šarić (drawn by K. Love),,5,7
13,1,9:42.0,K. Love makes free throw 1 of 2,,6,7
14,1,9:42.0,,E. İlyasova enters the game for D. Šarić,5,7
15,1,9:42.0,K. Love misses free throw 2 of 2,,6,7
16,1,9:41.0,,Defensive rebound by J. Embiid,6,7
17,1,9:34.0,,S. Rodríguez misses 2-pt jump shot from 6 ft,6,7
18,1,9:31.0,Defensive rebound by K. Love,,6,7
19,1,9:28.0,,Offensive charge foul by K. Irving (drawn by E. İlyasova),6,7
20,1,9:28.0,Turnover by K. Irving (offensive foul),,6,7
21,1,9:18.0,Violation by J. Smith (kicked ball),,6,7
22,1,9:10.0,,G. Henderson misses 2-pt jump shot from 6 ft,6,7
23,1,9:09.0,Defensive rebound by J. Smith,,6,7
24,1,8:56.0,K. Irving makes 2-pt jump shot from 16 ft (assist by L. James),,8,7
25,1,8:47.0,,E. İlyasova misses 2-pt jump shot from 14 ft,8,7
26,1,8:45.0,Defensive rebound by L. James,,8,7
27,1,8:40.0,L. James misses 2-pt layup from 2 ft (block by J. Embiid),,8,7
28,1,8:38.0,Offensive rebound by Team,,8,7
29,1,8:34.0,Turnover by L. James (bad pass; steal by R. Covington),,8,7
30,1,8:20.0,,Turnover by G. Henderson (bad pass),8,7
31,1,8:09.0,L. James misses 2-pt jump shot from 7 ft,,8,7
32,1,8:07.0,,Defensive rebound by R. Covington,8,7
33,1,7:59.0,,J. Embiid misses 2-pt jump shot from 5 ft,8,7
34,1,7:57.0,Defensive rebound by K. Love,,8,7
35,1,7:46.0,K. Irving makes 2-pt jump shot from 18 ft,,10,7
36,1,7:30.0,,R. Covington misses 3-pt jump shot from 25 ft,10,7
37,1,7:29.0,Defensive rebound by T. Thompson,,10,7
38,1,7:17.0,T. Thompson makes 2-pt layup at rim (assist by K. Irving),,12,7
39,1,7:05.0,,Offensive foul by J. Embiid (drawn by J. Smith),12,7
40,1,7:05.0,,Turnover by J. Embiid (offensive foul),12,7
41,1,7:05.0,,J. Okafor enters the game for J. Embiid,12,7
42,1,7:05.0,,N. Stauskas enters the game for G. Henderson,12,7
43,1,6:53.0,K. Love misses 2-pt jump shot from 16 ft,,12,7
44,1,6:51.0,,Defensive rebound by J. Okafor,12,7
45,1,6:36.0,,J. Okafor misses 2-pt jump shot from 15 ft,12,7
46,1,6:35.0,Defensive rebound by L. James,,12,7
47,1,6:26.0,L. James misses 2-pt jump shot from 7 ft (block by R. Covington),,12,7
48,1,6:23.0,,Defensive rebound by S. Rodríguez,12,7
49,1,6:19.0,,R. Covington misses 3-pt jump shot from 27 ft,12,7
50,1,6:18.0,,Offensive rebound by Team,12,7
51,1,6:18.0,,Philadelphia full timeout,12,7
52,1,6:08.0,,J. Okafor misses 2-pt jump shot from 9 ft,12,7
53,1,6:05.0,Defensive rebound by T. Thompson,,12,7
54,1,6:02.0,L. James makes 2-pt layup from 1 ft,,14,7
55,1,5:47.0,,S. Rodríguez makes 2-pt jump shot from 3 ft,14,9
56,1,5:33.0,Turnover by L. James (bad pass; steal by R. Covington),,14,9
57,1,5:27.0,,R. Covington makes 3-pt jump shot from 24 ft,14,12
58,1,5:12.0,L. James misses 3-pt jump shot from 26 ft,,14,12
59,1,5:11.0,,Defensive rebound by S. Rodríguez,14,12
60,1,5:07.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by S. Rodríguez),14,14
61,1,4:56.0,K. Irving misses 2-pt jump shot from 18 ft,,14,14
62,1,4:54.0,Offensive rebound by T. Thompson,,14,14
63,1,4:54.0,T. Thompson misses 2-pt layup at rim,,14,14
64,1,4:52.0,Offensive rebound by T. Thompson,,14,14
65,1,4:44.0,L. James misses 2-pt jump shot from 3 ft (block by J. Okafor),,14,14
66,1,4:42.0,,Defensive rebound by E. İlyasova,14,14
67,1,4:39.0,,Personal foul by K. Irving (drawn by N. Stauskas),14,14
68,1,4:39.0,,T. McConnell enters the game for S. Rodríguez,14,14
69,1,4:39.0,I. Shumpert enters the game for K. Irving,,14,14
70,1,4:39.0,R. Jefferson enters the game for K. Love,,14,14
71,1,4:39.0,,T. McConnell misses 2-pt jump shot from 8 ft (block by J. Smith),14,14
72,1,4:37.0,,Offensive rebound by Team,14,14
73,1,4:19.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by T. McConnell),14,17
74,1,3:56.0,T. Thompson misses 2-pt jump shot from 7 ft (block by J. Okafor),,14,17
75,1,3:55.0,Offensive rebound by T. Thompson,,14,17
76,1,3:54.0,,H. Thompson enters the game for R. Covington,14,17
77,1,3:49.0,Shooting foul by J. Okafor (drawn by T. Thompson),,14,17
78,1,3:49.0,T. Thompson misses free throw 1 of 2,,14,17
79,1,3:49.0,Offensive rebound by Team,,14,17
80,1,3:49.0,T. Thompson makes free throw 2 of 2,,15,17
81,1,3:36.0,,H. Thompson misses 3-pt jump shot from 25 ft,15,17
82,1,3:34.0,Defensive rebound by L. James,,15,17
83,1,3:22.0,J. Smith makes 3-pt jump shot from 29 ft (assist by L. James),,18,17
84,1,3:09.0,,T. McConnell makes 2-pt jump shot from 11 ft,18,19
85,1,2:57.0,R. Jefferson misses 2-pt jump shot from 20 ft,,18,19
86,1,2:55.0,Offensive rebound by T. Thompson,,18,19
87,1,2:44.0,Shooting foul by H. Thompson (drawn by R. Jefferson),,18,19
88,1,2:44.0,R. Jefferson makes 2-pt jump shot from 5 ft (assist by L. James),,20,19
89,1,2:44.0,Cleveland full timeout,,20,19
90,1,2:44.0,C. Frye enters the game for T. Thompson,,20,19
91,1,2:44.0,,J. Embiid enters the game for J. Okafor,20,19
92,1,2:44.0,R. Jefferson makes free throw 1 of 1,,21,19
93,1,2:21.0,Offensive charge foul by H. Thompson (drawn by R. Jefferson),,21,19
94,1,2:21.0,,Turnover by H. Thompson (offensive foul),21,19
95,1,2:07.0,Def 3 sec tech foul by E. İlyasova,,21,19
96,1,2:07.0,L. James misses technical free throw,,21,19
97,1,2:07.0,Offensive rebound by Team,,21,19
98,1,2:07.0,,G. Henderson enters the game for H. Thompson,21,19
99,1,2:07.0,M. Dunleavy enters the game for J. Smith,,21,19
100,1,2:01.0,Turnover by R. Jefferson (bad pass),,21,19
101,1,1:49.0,,N. Stauskas misses 3-pt jump shot from 26 ft,21,19
102,1,1:48.0,Defensive rebound by R. Jefferson,,21,19
103,1,1:42.0,L. James makes 2-pt layup from 1 ft,,23,19
104,1,1:33.0,,Personal foul by M. Dunleavy (drawn by N. Stauskas),23,19
105,1,1:17.0,,J. Embiid misses 2-pt jump shot from 12 ft,23,19
106,1,1:15.0,Defensive rebound by L. James,,23,19
107,1,1:10.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),,26,19
108,1,1:00.0,,E. İlyasova misses 2-pt jump shot from 15 ft,26,19
109,1,0:58.0,Defensive rebound by C. Frye,,26,19
110,1,0:53.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by L. James),,29,19
111,1,0:33.0,,N. Stauskas misses 3-pt jump shot from 25 ft,29,19
112,1,0:31.0,Defensive rebound by I. Shumpert,,29,19
113,1,0:25.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,32,19
114,1,0:04.0,,Turnover by T. McConnell (bad pass; steal by C. Frye),32,19
115,1,0:01.0,Shooting foul by T. McConnell (drawn by L. James),,32,19
116,1,0:01.0,L. James makes free throw 1 of 2,,33,19
117,1,0:01.0,L. James makes free throw 2 of 2,,34,19
118,1,0:00.0,,G. Henderson misses 3-pt jump shot from 46 ft,34,19
119,1,0:00.0,,Offensive rebound by Team,34,19
120,2,11:48.0,C. Frye misses 3-pt jump shot from 26 ft,,34,19
121,2,11:47.0,,Defensive rebound by D. Šarić,34,19
122,2,11:26.0,,J. Okafor makes 2-pt jump shot from 12 ft,34,21
123,2,11:12.0,Turnover by M. Dunleavy (traveling),,34,21
124,2,11:12.0,Violation by Team (delay of game),,34,21
125,2,10:56.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,34,21
126,2,10:55.0,Defensive rebound by K. Love,,34,21
127,2,10:49.0,I. Shumpert makes 2-pt dunk at rim,,36,21
128,2,10:27.0,,J. Okafor misses 2-pt jump shot from 13 ft,36,21
129,2,10:25.0,Defensive rebound by K. Love,,36,21
130,2,10:16.0,I. Shumpert misses 3-pt jump shot from 25 ft,,36,21
131,2,10:14.0,,Defensive rebound by J. Okafor,36,21
132,2,10:09.0,,R. Covington misses 3-pt jump shot from 27 ft,36,21
133,2,10:07.0,Defensive rebound by K. Love,,36,21
134,2,9:57.0,M. Dunleavy misses 3-pt jump shot from 27 ft,,36,21
135,2,9:56.0,,Defensive rebound by D. Šarić,36,21
136,2,9:39.0,,T. McConnell makes 2-pt jump shot from 17 ft,36,23
137,2,9:26.0,K. Irving misses 2-pt jump shot from 24 ft,,36,23
138,2,9:24.0,,Defensive rebound by R. Covington,36,23
139,2,9:10.0,,D. Šarić misses 2-pt hook shot from 3 ft,36,23
140,2,9:08.0,Defensive rebound by K. Love,,36,23
141,2,9:02.0,Shooting foul by D. Šarić (drawn by K. Irving),,36,23
142,2,9:02.0,K. Irving makes free throw 1 of 2,,37,23
143,2,9:02.0,,E. İlyasova enters the game for D. Šarić,37,23
144,2,9:02.0,K. Irving makes free throw 2 of 2,,38,23
145,2,8:50.0,,J. Okafor misses 2-pt layup from 2 ft (block by K. Love),38,23
146,2,8:49.0,,Offensive rebound by Team,38,23
147,2,8:49.0,Official timeout,,38,23
148,2,8:49.0,,S. Rodríguez enters the game for T. McConnell,38,23
149,2,8:41.0,,R. Covington misses 3-pt jump shot from 26 ft,38,23
150,2,8:39.0,Defensive rebound by K. Irving,,38,23
151,2,8:33.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by K. Irving),,41,23
152,2,8:24.0,,Shooting foul by C. Frye (drawn by J. Okafor),41,23
153,2,8:24.0,,J. Okafor misses free throw 1 of 2,41,23
154,2,8:24.0,,Offensive rebound by Team,41,23
155,2,8:24.0,,J. Okafor misses free throw 2 of 2,41,23
156,2,8:23.0,Defensive rebound by K. Love,,41,23
157,2,8:13.0,Offensive foul by I. Shumpert (drawn by E. İlyasova),,41,23
158,2,8:13.0,Turnover by I. Shumpert (offensive foul),,41,23
159,2,8:13.0,,J. Embiid enters the game for J. Okafor,41,23
160,2,7:50.0,,Shooting foul by M. Dunleavy (drawn by R. Covington),41,23
161,2,7:50.0,,R. Covington misses free throw 1 of 2,41,23
162,2,7:50.0,,Offensive rebound by Team,41,23
163,2,7:50.0,,H. Thompson enters the game for T. Luwawu-Cabarrot,41,23
164,2,7:50.0,,R. Covington makes free throw 2 of 2,41,24
165,2,7:41.0,C. Frye misses 3-pt jump shot from 27 ft,,41,24
166,2,7:39.0,,Defensive rebound by R. Covington,41,24
167,2,7:32.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by J. Embiid),41,26
168,2,7:24.0,C. Frye misses 2-pt layup from 1 ft,,41,26
169,2,7:22.0,Offensive rebound by K. Irving,,41,26
170,2,7:21.0,Turnover by K. Irving (bad pass; steal by S. Rodríguez),,41,26
171,2,7:16.0,,E. İlyasova makes 2-pt layup at rim (assist by S. Rodríguez),41,28
172,2,7:16.0,Cleveland full timeout,,41,28
173,2,7:16.0,J. Smith enters the game for M. Dunleavy,,41,28
174,2,7:16.0,T. Thompson enters the game for C. Frye,,41,28
175,2,7:16.0,,G. Henderson enters the game for R. Covington,41,28
176,2,7:04.0,Personal foul by E. İlyasova (drawn by K. Love),,41,28
177,2,6:56.0,K. Love makes 2-pt layup from 2 ft (assist by J. Smith),,43,28
178,2,6:47.0,,Personal foul by J. Smith (drawn by S. Rodríguez),43,28
179,2,6:47.0,Cleveland full timeout,,43,28
180,2,6:38.0,,J. Embiid misses 2-pt layup from 2 ft,43,28
181,2,6:37.0,,Offensive rebound by J. Embiid,43,28
182,2,6:37.0,,Shooting foul by T. Thompson (drawn by J. Embiid),43,28
183,2,6:37.0,,J. Embiid makes free throw 1 of 2,43,29
184,2,6:37.0,,J. Embiid makes free throw 2 of 2,43,30
185,2,6:24.0,K. Love misses 3-pt jump shot from 25 ft,,43,30
186,2,6:23.0,,Defensive rebound by G. Henderson,43,30
187,2,6:15.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by G. Henderson),43,33
188,2,5:47.0,T. Thompson makes 2-pt jump shot from 13 ft,,45,33
189,2,5:30.0,,H. Thompson makes 2-pt layup from 1 ft (assist by S. Rodríguez),45,35
190,2,5:18.0,K. Irving makes 2-pt jump shot from 15 ft,,47,35
191,2,5:06.0,,S. Rodríguez makes 2-pt jump shot from 18 ft,47,37
192,2,4:55.0,Personal foul by G. Henderson (drawn by K. Irving),,47,37
193,2,4:55.0,L. James enters the game for I. Shumpert,,47,37
194,2,4:49.0,K. Irving misses 3-pt jump shot from 25 ft,,47,37
195,2,4:48.0,Offensive rebound by T. Thompson,,47,37
196,2,4:34.0,L. James misses 2-pt jump shot from 13 ft,,47,37
197,2,4:33.0,,Defensive rebound by S. Rodríguez,47,37
198,2,4:25.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),47,40
199,2,4:09.0,K. Irving misses 2-pt jump shot from 9 ft,,47,40
200,2,4:07.0,,Defensive rebound by E. İlyasova,47,40
201,2,4:02.0,,J. Embiid misses 2-pt layup from 3 ft (block by T. Thompson),47,40
202,2,4:00.0,,Offensive rebound by E. İlyasova,47,40
203,2,4:00.0,,Shooting foul by K. Love (drawn by E. İlyasova),47,40
204,2,4:00.0,,E. İlyasova misses free throw 1 of 2,47,40
205,2,4:00.0,,Offensive rebound by Team,47,40
206,2,4:00.0,,J. Okafor enters the game for J. Embiid,47,40
207,2,4:00.0,,R. Covington enters the game for G. Henderson,47,40
208,2,4:00.0,,E. İlyasova makes free throw 2 of 2,47,41
209,2,3:42.0,K. Love misses 2-pt jump shot from 4 ft,,47,41
210,2,3:39.0,,Defensive rebound by R. Covington,47,41
211,2,3:22.0,,S. Rodríguez makes 3-pt jump shot from 27 ft,47,44
212,2,3:04.0,Turnover by L. James (bad pass; steal by R. Covington),,47,44
213,2,2:49.0,,H. Thompson misses 3-pt jump shot from 26 ft,47,44
214,2,2:47.0,Defensive rebound by K. Love,,47,44
215,2,2:43.0,L. James makes 2-pt dunk at rim (assist by K. Love),,49,44
216,2,2:42.0,,Philadelphia full timeout,49,44
217,2,2:29.0,,E. İlyasova misses 3-pt jump shot from 24 ft,49,44
218,2,2:28.0,Defensive rebound by K. Irving,,49,44
219,2,2:13.0,T. Thompson misses 2-pt layup from 3 ft (block by J. Okafor),,49,44
220,2,2:11.0,,Defensive rebound by J. Okafor,49,44
221,2,1:57.0,,H. Thompson misses 3-pt jump shot from 24 ft,49,44
222,2,1:55.0,Defensive rebound by K. Irving,,49,44
223,2,1:52.0,L. James makes 2-pt jump shot from 4 ft,,51,44
224,2,1:52.0,Shooting foul by E. İlyasova (drawn by L. James),,51,44
225,2,1:52.0,I. Shumpert enters the game for K. Irving,,51,44
226,2,1:52.0,,G. Henderson enters the game for E. İlyasova,51,44
227,2,1:52.0,L. James makes free throw 1 of 1,,52,44
228,2,1:30.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,52,44
229,2,1:29.0,Defensive rebound by K. Love,,52,44
230,2,1:24.0,Shooting block foul by G. Henderson (drawn by L. James),,52,44
231,2,1:24.0,L. James makes free throw 1 of 2,,53,44
232,2,1:24.0,L. James makes free throw 2 of 2,,54,44
233,2,1:12.0,,G. Henderson misses 3-pt jump shot from 24 ft,54,44
234,2,1:10.0,Defensive rebound by I. Shumpert,,54,44
235,2,1:04.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,57,44
236,2,0:49.0,,R. Covington misses 3-pt jump shot from 26 ft,57,44
237,2,0:47.0,Defensive rebound by L. James,,57,44
238,2,0:41.0,Turnover by J. Smith (bad pass; steal by G. Henderson),,57,44
239,2,0:26.0,,J. Okafor makes 2-pt layup from 2 ft,57,46
240,2,0:12.0,K. Love misses 3-pt jump shot from 24 ft,,57,46
241,2,0:11.0,,Defensive rebound by H. Thompson,57,46
242,2,0:00.0,,S. Rodríguez misses 2-pt jump shot from 17 ft,57,46
243,2,0:00.0,,Offensive rebound by Team,57,46
244,3,11:46.0,L. James misses 3-pt jump shot from 27 ft,,57,46
245,3,11:45.0,,Defensive rebound by D. Šarić,57,46
246,3,11:34.0,,D. Šarić misses 2-pt jump shot from 18 ft,57,46
247,3,11:29.0,Defensive rebound by T. Thompson,,57,46
248,3,11:21.0,Turnover by K. Irving (bad pass; steal by G. Henderson),,57,46
