,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
392,4,8:42.0,,Defensive rebound by L. Allen,94,96
393,4,8:35.0,,J. Teague misses 3-pt jump shot from 25 ft,94,96
394,4,8:34.0,Defensive rebound by J. Anderson,,94,96
395,4,8:26.0,D. Williams misses 2-pt layup from 2 ft (block by L. Allen),,94,96
396,4,8:24.0,Offensive rebound by D. Williams,,94,96
397,4,8:22.0,Turnover by D. Williams (bad pass; steal by C. Miles),,94,96
398,4,8:19.0,,Turnover by J. Teague (bad pass; steal by S. Curry),94,96
399,4,8:08.0,J. Barea makes 3-pt jump shot from 27 ft (assist by S. Curry),,97,96
400,4,8:06.0,,Indiana full timeout,97,96
401,4,8:06.0,D. Powell enters the game for D. Nowitzki,,97,96
402,4,8:06.0,,T. Young enters the game for R. Stuckey,97,96
403,4,8:06.0,,M. Ellis enters the game for L. Allen,97,96
404,4,8:06.0,,M. Turner enters the game for G. Robinson,97,96
405,4,8:06.0,,P. George enters the game for C. Miles,97,96
406,4,7:50.0,,Shooting foul by S. Curry (drawn by M. Ellis),97,96
407,4,7:50.0,,M. Ellis makes free throw 1 of 2,97,97
408,4,7:50.0,W. Matthews enters the game for S. Curry,,97,96
409,4,7:50.0,,M. Ellis makes free throw 2 of 2,97,98
410,4,7:41.0,W. Matthews misses 3-pt jump shot from 26 ft,,97,98
411,4,7:40.0,Offensive rebound by Team,,97,98
412,4,7:38.0,Shooting foul by M. Turner (drawn by W. Matthews),,97,98
413,4,7:38.0,W. Matthews makes free throw 1 of 2,,98,98
414,4,7:38.0,W. Matthews makes free throw 2 of 2,,99,98
415,4,7:22.0,,P. George misses 2-pt jump shot from 16 ft,99,98
416,4,7:22.0,Defensive rebound by D. Powell,,99,98
417,4,7:12.0,W. Matthews misses 3-pt jump shot from 26 ft,,99,98
418,4,7:10.0,Offensive rebound by Team,,99,98
419,4,7:02.0,J. Anderson misses 3-pt jump shot from 27 ft,,99,98
420,4,7:01.0,Offensive rebound by D. Powell,,99,98
421,4,6:58.0,J. Anderson misses 2-pt layup from 1 ft,,99,98
422,4,6:56.0,,Defensive rebound by M. Turner,99,98
423,4,6:51.0,,J. Teague makes 2-pt layup from 1 ft,99,100
424,4,6:30.0,D. Powell misses 2-pt jump shot from 19 ft,,99,100
425,4,6:29.0,,Defensive rebound by P. George,99,100
426,4,6:08.0,,T. Young makes 2-pt layup at rim (assist by P. George),99,102
427,4,6:07.0,Dallas full timeout,,99,102
428,4,6:07.0,H. Barnes enters the game for J. Anderson,,99,102
429,4,6:07.0,D. Nowitzki enters the game for D. Powell,,99,102
430,4,5:57.0,J. Barea makes 2-pt layup from 1 ft,,101,102
431,4,5:33.0,,J. Teague misses 3-pt jump shot from 28 ft,101,102
432,4,5:31.0,Defensive rebound by W. Matthews,,101,102
433,4,5:17.0,H. Barnes misses 2-pt layup from 1 ft (block by M. Turner),,101,102
434,4,5:15.0,,Defensive rebound by T. Young,101,102
435,4,5:10.0,,Shooting foul by D. Nowitzki (drawn by M. Turner),101,102
436,4,5:10.0,,M. Turner makes free throw 1 of 2,101,103
437,4,5:10.0,,M. Turner misses free throw 2 of 2,101,103
438,4,5:10.0,Defensive rebound by D. Nowitzki,,101,103
439,4,4:48.0,D. Williams misses 3-pt jump shot from 27 ft,,101,103
440,4,4:48.0,,Defensive rebound by T. Young,101,103
441,4,4:34.0,,M. Ellis makes 2-pt jump shot from 19 ft,101,105
442,4,4:17.0,H. Barnes makes 2-pt layup from 1 ft,,103,105
443,4,4:02.0,,M. Turner misses 2-pt jump shot from 20 ft,103,105
444,4,4:01.0,Defensive rebound by H. Barnes,,103,105
445,4,3:43.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),,105,105
446,4,3:22.0,,Turnover by P. George (lost ball; steal by W. Matthews),105,105
447,4,3:15.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,105,105
448,4,3:15.0,,Defensive rebound by P. George,105,105
449,4,3:01.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Teague),105,107
450,4,2:48.0,Official timeout,,105,107
451,4,2:33.0,H. Barnes makes 2-pt dunk from 1 ft (assist by J. Barea),,107,107
452,4,2:20.0,,P. George makes 3-pt jump shot from 27 ft (assist by J. Teague),107,110
453,4,2:02.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by D. Williams),,110,110
454,4,1:49.0,,J. Teague misses 2-pt layup from 2 ft,110,110
455,4,1:48.0,Defensive rebound by D. Nowitzki,,110,110
456,4,1:36.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,110,110
457,4,1:35.0,,Defensive rebound by M. Ellis,110,110
458,4,1:32.0,,Personal block foul by W. Matthews (drawn by M. Ellis),110,110
459,4,1:21.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Teague),110,112
460,4,1:14.0,Personal foul by T. Young (drawn by H. Barnes),,110,112
461,4,0:58.0,W. Matthews misses 3-pt jump shot from 27 ft,,110,112
462,4,0:57.0,,Defensive rebound by M. Ellis,110,112
463,4,0:48.0,,M. Ellis makes 2-pt layup from 1 ft,110,114
464,4,0:48.0,Dallas full timeout,,110,114
465,4,0:48.0,,R. Stuckey enters the game for M. Turner,110,114
466,4,0:35.0,J. Barea misses 3-pt jump shot from 26 ft,,110,114
467,4,0:34.0,Offensive rebound by H. Barnes,,110,114
468,4,0:29.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by D. Williams),,112,114
469,4,0:29.0,,Indiana full timeout,112,114
470,4,0:29.0,,M. Turner enters the game for R. Stuckey,112,114
471,4,0:29.0,J. Anderson enters the game for J. Barea,,112,114
472,4,0:18.0,,Turnover by M. Ellis (bad pass; steal by D. Nowitzki),112,114
473,4,0:16.0,Turnover by D. Williams (bad pass; steal by T. Young),,112,114
474,4,0:14.0,,Personal take foul by W. Matthews (drawn by J. Teague),112,114
475,4,0:14.0,,J. Teague misses free throw 1 of 2,112,114
476,4,0:14.0,,Offensive rebound by Team,112,114
477,4,0:14.0,J. Barea enters the game for J. Anderson,,112,114
478,4,0:14.0,,R. Stuckey enters the game for M. Turner,112,114
479,4,0:14.0,,J. Teague makes free throw 2 of 2,112,115
480,4,0:02.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),,115,115
481,4,0:02.0,,Indiana full timeout,115,115
482,4,0:02.0,,M. Turner enters the game for R. Stuckey,115,115
483,4,0:02.0,J. Anderson enters the game for D. Nowitzki,,115,115
484,4,0:02.0,D. Powell enters the game for J. Barea,,115,115
485,4,0:00.0,,M. Turner misses 3-pt jump shot from 29 ft,115,115
486,4,0:00.0,,Offensive rebound by Team,115,115
487,1OT,4:42.0,,M. Ellis makes 2-pt jump shot from 20 ft,115,117
488,1OT,4:27.0,J. Barea misses 2-pt jump shot from 18 ft,,115,117
489,1OT,4:26.0,Offensive rebound by H. Barnes,,115,117
490,1OT,4:23.0,H. Barnes makes 2-pt jump shot from 4 ft,,117,117
491,1OT,4:07.0,,M. Ellis misses 2-pt jump shot from 19 ft,117,117
492,1OT,4:06.0,Defensive rebound by D. Powell,,117,117
493,1OT,3:43.0,W. Matthews misses 2-pt jump shot from 14 ft,,117,117
494,1OT,3:42.0,,Defensive rebound by M. Turner,117,117
495,1OT,3:34.0,,Personal foul by W. Matthews (drawn by M. Turner),117,117
496,1OT,3:34.0,D. Nowitzki enters the game for D. Powell,,117,117
497,1OT,3:22.0,,M. Ellis misses 2-pt layup from 1 ft (block by D. Nowitzki),117,117
498,1OT,3:21.0,Defensive rebound by H. Barnes,,117,117
499,1OT,3:13.0,Personal foul by T. Young (drawn by H. Barnes),,117,117
500,1OT,3:07.0,Turnover by J. Barea (bad pass; steal by M. Turner),,117,117
501,1OT,2:44.0,,P. George makes 2-pt layup from 1 ft,117,119
502,1OT,2:40.0,Shooting block foul by T. Young (drawn by W. Matthews),,117,119
503,1OT,2:40.0,W. Matthews misses free throw 1 of 2,,117,119
504,1OT,2:40.0,Offensive rebound by Team,,117,119
505,1OT,2:40.0,,C. Miles enters the game for T. Young,117,119
506,1OT,2:40.0,W. Matthews makes free throw 2 of 2,,118,119
507,1OT,2:17.0,,Turnover by J. Teague (lost ball),118,119
508,1OT,2:04.0,D. Williams misses 2-pt layup from 3 ft,,118,119
509,1OT,2:04.0,,Defensive rebound by M. Turner,118,119
510,1OT,1:56.0,,Offensive foul by M. Turner (drawn by D. Williams),118,119
511,1OT,1:56.0,,Turnover by M. Turner (offensive foul),118,119
512,1OT,1:37.0,J. Barea misses 3-pt jump shot from 27 ft,,118,119
513,1OT,1:36.0,,Defensive rebound by M. Ellis,118,119
514,1OT,1:18.0,,M. Turner makes 3-pt jump shot from 25 ft (assist by P. George),118,122
515,1OT,1:18.0,Dallas full timeout,,118,122
516,1OT,1:10.0,Turnover by D. Williams (lost ball; steal by M. Ellis),,118,122
517,1OT,0:55.0,,P. George makes 3-pt jump shot from 25 ft,118,125
518,1OT,0:44.0,Turnover by D. Williams (bad pass; steal by J. Teague),,118,125
519,1OT,0:35.0,,M. Turner makes 2-pt dunk from 4 ft (assist by J. Teague),118,127
520,1OT,0:35.0,Dallas full timeout,,118,127
521,1OT,0:35.0,J. Anderson enters the game for D. Nowitzki,,118,127
522,1OT,0:35.0,D. Powell enters the game for D. Williams,,118,127
523,1OT,0:35.0,Dallas full timeout,,118,127
524,1OT,0:35.0,N. Brussino enters the game for J. Barea,,118,127
525,1OT,0:32.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by N. Brussino),,121,127
526,1OT,0:28.0,,Personal take foul by J. Anderson (drawn by M. Ellis),121,127
527,1OT,0:27.0,,Personal take foul by J. Anderson (drawn by M. Ellis),121,127
528,1OT,0:27.0,,J. Teague makes free throw 1 of 2,121,128
529,1OT,0:27.0,,J. Teague misses free throw 2 of 2,121,128
530,1OT,0:27.0,Defensive rebound by D. Finney-Smith,,121,128
531,1OT,0:27.0,Q. Acy enters the game for D. Powell,,121,128
532,1OT,0:27.0,D. Finney-Smith enters the game for H. Barnes,,121,128
533,1OT,0:13.0,J. Anderson misses 3-pt jump shot from 32 ft,,121,128
534,1OT,0:12.0,,Defensive rebound by J. Teague,121,128
535,1OT,0:05.0,,Personal foul by Q. Acy (drawn by J. Teague),121,128
536,1OT,0:05.0,,J. Teague makes free throw 1 of 2,121,129
537,1OT,0:05.0,,J. Teague makes free throw 2 of 2,121,130
538,1OT,0:00.0,W. Matthews misses 3-pt jump shot from 32 ft,,121,130
539,1OT,0:00.0,Offensive rebound by Team,,121,130
