,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
35,1,8:20.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),,4,8
36,1,8:08.0,,Turnover by C. McCollum (lost ball; steal by D. DeRozan),4,8
37,1,8:02.0,D. DeRozan makes 2-pt jump shot from 3 ft,,6,8
38,1,7:49.0,,Offensive foul by M. Harkless (drawn by K. Lowry),6,8
39,1,7:49.0,,Turnover by M. Harkless (offensive foul),6,8
40,1,7:36.0,K. Lowry makes 2-pt jump shot from 17 ft,,8,8
41,1,7:23.0,,A. Crabbe misses 2-pt jump shot from 19 ft,8,8
42,1,7:22.0,Defensive rebound by J. Valančiūnas,,8,8
43,1,7:16.0,K. Lowry misses 3-pt jump shot from 26 ft,,8,8
44,1,7:16.0,,Defensive rebound by A. Aminu,8,8
45,1,7:03.0,,M. Harkless misses 2-pt layup from 3 ft,8,8
46,1,7:02.0,,Offensive rebound by M. Plumlee,8,8
47,1,7:02.0,,M. Plumlee makes 2-pt dunk at rim,8,10
48,1,6:42.0,D. Carroll misses 3-pt jump shot from 26 ft,,8,10
49,1,6:40.0,,Defensive rebound by A. Aminu,8,10
50,1,6:29.0,,A. Aminu misses 2-pt jump shot from 12 ft,8,10
51,1,6:28.0,Defensive rebound by D. DeRozan,,8,10
52,1,6:23.0,Turnover by D. DeRozan (lost ball),,8,10
53,1,6:06.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),8,13
54,1,5:53.0,Shooting foul by C. McCollum (drawn by K. Lowry),,8,13
55,1,5:53.0,,Portland full timeout,8,13
56,1,5:53.0,K. Lowry makes free throw 1 of 2,,9,13
57,1,5:53.0,P. Patterson enters the game for P. Siakam,,8,13
58,1,5:53.0,,E. Turner enters the game for A. Crabbe,8,13
59,1,5:53.0,K. Lowry makes free throw 2 of 2,,10,13
60,1,5:33.0,,M. Plumlee makes 2-pt jump shot from 4 ft (assist by E. Turner),10,15
61,1,5:17.0,D. Carroll misses 3-pt jump shot from 23 ft,,10,15
62,1,5:16.0,,Defensive rebound by A. Aminu,10,15
63,1,5:10.0,,C. McCollum misses 3-pt jump shot from 24 ft,10,15
64,1,5:10.0,Defensive rebound by J. Valančiūnas,,10,15
65,1,4:59.0,P. Patterson misses 3-pt jump shot from 23 ft,,10,15
66,1,4:57.0,,Defensive rebound by M. Plumlee,10,15
67,1,4:51.0,,Turnover by M. Harkless (lost ball; steal by J. Valančiūnas),10,15
68,1,4:36.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,12,15
69,1,4:21.0,,M. Plumlee misses 2-pt layup from 2 ft,12,15
70,1,4:21.0,Defensive rebound by J. Valančiūnas,,12,15
71,1,4:09.0,P. Patterson misses 3-pt jump shot from 23 ft,,12,15
72,1,4:08.0,,Defensive rebound by M. Harkless,12,15
73,1,4:02.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Harkless),12,18
74,1,3:45.0,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),,14,18
75,1,3:28.0,,E. Turner makes 2-pt layup from 1 ft (assist by M. Plumlee),14,20
76,1,3:14.0,Turnover by D. DeRozan (lost ball; steal by M. Harkless),,14,20
77,1,3:09.0,,Turnover by M. Harkless (bad pass; steal by K. Lowry),14,20
78,1,3:04.0,P. Patterson misses 3-pt jump shot from 24 ft,,14,20
79,1,3:04.0,,Defensive rebound by A. Aminu,14,20
80,1,2:55.0,,Turnover by C. McCollum (bad pass; steal by D. DeRozan),14,20
81,1,2:43.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),,16,20
82,1,2:24.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by E. Turner),16,22
83,1,2:18.0,Toronto full timeout,,16,22
84,1,2:18.0,C. Joseph enters the game for D. Carroll,,16,22
85,1,2:18.0,L. Nogueira enters the game for J. Valančiūnas,,16,22
86,1,2:18.0,T. Ross enters the game for K. Lowry,,16,22
87,1,2:18.0,,S. Napier enters the game for M. Harkless,16,22
88,1,2:18.0,,M. Leonard enters the game for A. Aminu,16,22
89,1,2:18.0,,A. Crabbe enters the game for M. Plumlee,16,22
90,1,2:18.0,,N. Vonleh enters the game for C. McCollum,16,22
91,1,2:04.0,D. DeRozan makes 2-pt jump shot from 16 ft,,18,22
92,1,1:48.0,,S. Napier misses 3-pt jump shot from 25 ft,18,22
93,1,1:47.0,Defensive rebound by D. DeRozan,,18,22
94,1,1:28.0,P. Patterson misses 2-pt jump shot from 8 ft,,18,22
95,1,1:27.0,Offensive rebound by P. Patterson,,18,22
96,1,1:17.0,Shooting foul by N. Vonleh (drawn by D. DeRozan),,18,22
97,1,1:17.0,D. DeRozan misses free throw 1 of 2,,18,22
98,1,1:17.0,Offensive rebound by Team,,18,22
99,1,1:17.0,D. DeRozan makes free throw 2 of 2,,19,22
100,1,1:01.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by N. Vonleh),19,24
101,1,0:53.0,Turnover by L. Nogueira (offensive goaltending),,19,24
102,1,0:39.0,,E. Turner misses 2-pt jump shot from 17 ft,19,24
103,1,0:38.0,Defensive rebound by T. Ross,,19,24
104,1,0:28.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by C. Joseph),,21,24
105,1,0:03.0,,E. Turner misses 2-pt jump shot from 17 ft,21,24
106,1,0:02.0,,Offensive rebound by N. Vonleh,21,24
107,1,0:00.0,,N. Vonleh misses 2-pt layup from 3 ft,21,24
108,1,0:00.0,Defensive rebound by C. Joseph,,21,24
109,2,11:41.0,,S. Napier misses 2-pt layup from 2 ft,21,24
110,2,11:40.0,Defensive rebound by P. Patterson,,21,24
111,2,11:26.0,C. Joseph misses 2-pt layup from 2 ft,,21,24
112,2,11:26.0,,Defensive rebound by M. Leonard,21,24
113,2,11:05.0,,M. Leonard misses 3-pt jump shot from 25 ft,21,24
114,2,11:05.0,Defensive rebound by L. Nogueira,,21,24
115,2,10:49.0,T. Ross misses 2-pt jump shot from 19 ft,,21,24
116,2,10:48.0,,Defensive rebound by N. Vonleh,21,24
117,2,10:39.0,,Turnover by M. Leonard (bad pass; steal by T. Ross),21,24
118,2,10:39.0,Turnover by P. Patterson (bad pass; steal by S. Napier),,21,24
119,2,10:39.0,,Personal foul by T. Ross (drawn by S. Napier),21,24
120,2,10:30.0,,Turnover by S. Napier (bad pass; steal by T. Ross),21,24
121,2,10:26.0,T. Ross makes 2-pt dunk at rim,,23,24
122,2,10:08.0,,A. Crabbe makes 2-pt jump shot from 20 ft,23,26
123,2,9:46.0,C. Joseph misses 2-pt jump shot from 16 ft,,23,26
124,2,9:45.0,Offensive rebound by L. Nogueira,,23,26
125,2,9:42.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by L. Nogueira),,26,26
126,2,9:26.0,,Turnover by S. Napier (bad pass; steal by T. Ross),26,26
127,2,9:24.0,Turnover by T. Ross (lost ball; steal by E. Turner),,26,26
128,2,9:20.0,,A. Crabbe misses 3-pt jump shot from 24 ft,26,26
129,2,9:18.0,,Offensive rebound by N. Vonleh,26,26
130,2,9:15.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by N. Vonleh),26,29
131,2,8:58.0,T. Ross misses 2-pt jump shot from 12 ft,,26,29
132,2,8:57.0,,Defensive rebound by N. Vonleh,26,29
133,2,8:52.0,,Turnover by E. Turner (bad pass),26,29
134,2,8:52.0,Official timeout,,26,29
135,2,8:40.0,Shooting foul by M. Leonard (drawn by L. Nogueira),,26,29
136,2,8:40.0,L. Nogueira makes free throw 1 of 2,,27,29
137,2,8:40.0,L. Nogueira makes free throw 2 of 2,,28,29
138,2,8:20.0,,E. Turner makes 2-pt jump shot from 11 ft,28,31
139,2,8:00.0,T. Ross misses 3-pt jump shot from 26 ft,,28,31
140,2,7:59.0,,Defensive rebound by E. Turner,28,31
141,2,7:48.0,,N. Vonleh misses 2-pt hook shot from 9 ft,28,31
142,2,7:47.0,Defensive rebound by L. Nogueira,,28,31
143,2,7:35.0,C. Joseph makes 2-pt jump shot from 4 ft,,30,31
144,2,7:17.0,,S. Napier makes 3-pt jump shot from 28 ft (assist by E. Turner),30,34
145,2,6:51.0,K. Lowry misses 3-pt jump shot from 25 ft,,30,34
146,2,6:49.0,,Defensive rebound by S. Napier,30,34
147,2,6:38.0,,Shooting foul by L. Nogueira (drawn by N. Vonleh),30,34
148,2,6:38.0,,N. Vonleh makes free throw 1 of 2,30,35
149,2,6:38.0,,N. Vonleh misses free throw 2 of 2,30,35
150,2,6:38.0,N. Powell enters the game for C. Joseph,,30,35
151,2,6:38.0,D. DeRozan enters the game for T. Ross,,30,35
152,2,6:38.0,,C. McCollum enters the game for S. Napier,30,35
153,2,6:38.0,,M. Harkless enters the game for A. Crabbe,30,35
154,2,6:37.0,Defensive rebound by L. Nogueira,,30,35
155,2,6:15.0,K. Lowry makes 3-pt jump shot from 24 ft,,33,35
156,2,6:01.0,,M. Harkless misses 3-pt jump shot from 25 ft,33,35
157,2,6:00.0,Defensive rebound by L. Nogueira,,33,35
158,2,5:52.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,36,35
159,2,5:51.0,,Portland full timeout,36,35
160,2,5:51.0,D. Carroll enters the game for P. Patterson,,36,35
161,2,5:51.0,J. Valančiūnas enters the game for L. Nogueira,,36,35
162,2,5:51.0,,M. Plumlee enters the game for M. Leonard,36,35
163,2,5:51.0,,A. Aminu enters the game for N. Vonleh,36,35
164,2,5:34.0,,C. McCollum misses 2-pt layup from 3 ft (block by J. Valančiūnas),36,35
165,2,5:34.0,,Offensive rebound by C. McCollum,36,35
166,2,5:34.0,,M. Plumlee misses 2-pt jump shot from 13 ft,36,35
167,2,5:30.0,Defensive rebound by K. Lowry,,36,35
168,2,5:24.0,D. DeRozan misses 2-pt jump shot from 21 ft,,36,35
169,2,5:24.0,Offensive rebound by Team,,36,35
170,2,5:08.0,N. Powell misses 3-pt jump shot from 22 ft,,36,35
171,2,5:07.0,Offensive rebound by Team,,36,35
172,2,4:52.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,36,35
173,2,4:50.0,,Defensive rebound by M. Harkless,36,35
174,2,4:44.0,,Personal foul by K. Lowry (drawn by E. Turner),36,35
175,2,4:37.0,,C. McCollum misses 2-pt jump shot from 21 ft,36,35
176,2,4:36.0,Defensive rebound by J. Valančiūnas,,36,35
177,2,4:24.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by N. Powell),,38,35
178,2,4:07.0,,C. McCollum makes 2-pt jump shot from 21 ft (assist by M. Plumlee),38,37
179,2,3:47.0,D. DeRozan misses 2-pt jump shot from 4 ft,,38,37
180,2,3:47.0,,Defensive rebound by A. Aminu,38,37
181,2,3:41.0,,C. McCollum makes 2-pt jump shot from 10 ft (assist by A. Aminu),38,39
182,2,3:31.0,Personal foul by M. Plumlee (drawn by K. Lowry),,38,39
183,2,3:17.0,J. Valančiūnas makes 2-pt jump shot from 7 ft (assist by K. Lowry),,40,39
184,2,2:52.0,,A. Aminu makes 2-pt jump shot from 6 ft,40,41
185,2,2:33.0,Turnover by N. Powell (lost ball; steal by E. Turner),,40,41
186,2,2:29.0,,Shooting foul by K. Lowry (drawn by M. Plumlee),40,41
187,2,2:29.0,Toronto full timeout,,40,41
188,2,2:29.0,,M. Plumlee misses free throw 1 of 2,40,41
189,2,2:29.0,,Offensive rebound by Team,40,41
190,2,2:29.0,C. Joseph enters the game for K. Lowry,,40,41
191,2,2:29.0,,A. Crabbe enters the game for E. Turner,40,41
192,2,2:29.0,,M. Plumlee makes free throw 2 of 2,40,42
193,2,2:05.0,J. Valančiūnas misses 2-pt hook shot from 8 ft,,40,42
194,2,2:03.0,Offensive rebound by Team,,40,42
195,2,1:54.0,N. Powell misses 2-pt layup from 2 ft (block by M. Harkless),,40,42
196,2,1:54.0,Offensive rebound by Team,,40,42
197,2,1:44.0,J. Valančiūnas misses 2-pt hook shot from 9 ft,,40,42
198,2,1:44.0,,Defensive rebound by A. Crabbe,40,42
199,2,1:27.0,,A. Crabbe misses 2-pt jump shot from 20 ft,40,42
200,2,1:26.0,Defensive rebound by N. Powell,,40,42
201,2,1:12.0,Turnover by D. Carroll (bad pass),,40,42
202,2,0:57.0,,M. Harkless misses 2-pt hook shot from 4 ft,40,42
203,2,0:57.0,Defensive rebound by D. DeRozan,,40,42
204,2,0:51.0,Personal foul by M. Harkless (drawn by D. DeRozan),,40,42
205,2,0:35.0,J. Valančiūnas misses 2-pt layup from 2 ft,,40,42
206,2,0:34.0,,Defensive rebound by M. Plumlee,40,42
207,2,0:16.0,,C. McCollum misses 2-pt jump shot from 16 ft,40,42
208,2,0:16.0,Defensive rebound by J. Valančiūnas,,40,42
209,2,0:02.0,D. DeRozan makes 2-pt jump shot from 4 ft,,42,42
210,2,0:02.0,Shooting foul by A. Crabbe (drawn by D. DeRozan),,42,42
211,2,0:02.0,D. DeRozan makes free throw 1 of 1,,43,42
212,2,0:02.0,,Portland full timeout,43,42
213,2,0:02.0,,M. Leonard enters the game for M. Plumlee,43,42
214,3,11:42.0,,M. Plumlee misses 2-pt jump shot from 4 ft,43,42
215,3,11:41.0,,Offensive rebound by M. Plumlee,43,42
216,3,11:41.0,,M. Plumlee misses 2-pt layup from 2 ft,43,42
217,3,11:39.0,Defensive rebound by D. DeRozan,,43,42
218,3,11:24.0,D. DeRozan makes 2-pt jump shot from 10 ft (assist by J. Valančiūnas),,45,42
219,3,11:02.0,,A. Crabbe makes 2-pt jump shot from 10 ft (assist by C. McCollum),45,44
220,3,10:53.0,D. Carroll misses 2-pt layup from 2 ft (block by M. Harkless),,45,44
221,3,10:52.0,,Defensive rebound by M. Plumlee,45,44
222,3,10:45.0,,A. Aminu misses 2-pt layup from 2 ft,45,44
223,3,10:44.0,Defensive rebound by K. Lowry,,45,44
224,3,10:34.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,48,44
225,3,10:21.0,,C. McCollum makes 2-pt jump shot from 19 ft,48,46
226,3,10:02.0,D. DeRozan misses 2-pt jump shot from 20 ft,,48,46
227,3,10:01.0,Offensive rebound by D. DeRozan,,48,46
228,3,9:55.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,51,46
229,3,9:36.0,,A. Crabbe misses 3-pt jump shot from 24 ft,51,46
230,3,9:35.0,Defensive rebound by P. Patterson,,51,46
231,3,9:20.0,Shooting foul by C. McCollum (drawn by D. DeRozan),,51,46
232,3,9:20.0,D. DeRozan misses free throw 1 of 2,,51,46
233,3,9:20.0,Offensive rebound by Team,,51,46
234,3,9:20.0,D. DeRozan misses free throw 2 of 2,,51,46
235,3,9:15.0,,Defensive rebound by C. McCollum,51,46
236,3,9:11.0,,C. McCollum misses 3-pt jump shot from 25 ft,51,46
237,3,9:10.0,Defensive rebound by P. Patterson,,51,46
238,3,9:01.0,Turnover by K. Lowry (lost ball; steal by C. McCollum),,51,46
239,3,8:59.0,,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),51,48
240,3,8:59.0,,Flagrant foul type 1 by P. Patterson (drawn by M. Harkless),51,48
241,3,8:59.0,,M. Harkless misses flagrant free throw 1 of 2,51,48
242,3,8:59.0,,Offensive rebound by Team,51,48
243,3,8:59.0,,M. Harkless misses flagrant free throw 2 of 2,51,48
244,3,8:59.0,,Offensive rebound by Team,51,48
245,3,8:43.0,,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),51,50
246,3,8:23.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,54,50
247,3,8:08.0,,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),54,52
248,3,7:42.0,K. Lowry makes 2-pt jump shot from 22 ft,,56,52
249,3,7:34.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by C. McCollum),56,54
250,3,7:18.0,Personal foul by A. Aminu (drawn by P. Patterson),,56,54
251,3,7:08.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by D. DeRozan),,59,54
252,3,6:46.0,,Shooting block foul by J. Valančiūnas (drawn by A. Crabbe),59,54
253,3,6:46.0,,A. Crabbe misses free throw 1 of 2,59,54
254,3,6:46.0,,Offensive rebound by Team,59,54
255,3,6:46.0,,A. Crabbe makes free throw 2 of 2,59,55
256,3,6:33.0,D. DeRozan misses 2-pt jump shot from 15 ft,,59,55
257,3,6:32.0,,Defensive rebound by A. Aminu,59,55
258,3,6:23.0,,C. McCollum makes 2-pt jump shot from 5 ft,59,57
259,3,6:12.0,Turnover by D. DeRozan (lost ball; steal by A. Crabbe),,59,57
260,3,6:10.0,Violation by J. Valančiūnas (kicked ball),,59,57
261,3,5:59.0,,C. McCollum makes 2-pt jump shot from 16 ft,59,59
262,3,5:41.0,K. Lowry makes 3-pt jump shot from 25 ft,,62,59
263,3,5:29.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),62,62
264,3,5:21.0,K. Lowry makes 2-pt layup from 2 ft,,64,62
265,3,5:21.0,Shooting foul by M. Plumlee (drawn by K. Lowry),,64,62
266,3,5:21.0,,Portland full timeout,64,62
267,3,5:21.0,L. Nogueira enters the game for J. Valančiūnas,,64,62
268,3,5:21.0,,E. Turner enters the game for M. Plumlee,64,62
269,3,5:21.0,,E. Davis enters the game for A. Crabbe,64,62
270,3,5:21.0,K. Lowry makes free throw 1 of 1,,65,62
271,3,5:06.0,,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),65,64
272,3,4:51.0,Turnover by K. Lowry (lost ball; steal by M. Harkless),,65,64
273,3,4:48.0,,Offensive foul by M. Harkless (drawn by D. Carroll),65,64
274,3,4:48.0,,Turnover by M. Harkless (offensive foul),65,64
275,3,4:48.0,C. Joseph enters the game for D. Carroll,,65,64
276,3,4:39.0,Personal foul by E. Davis (drawn by L. Nogueira),,65,64
277,3,4:39.0,,N. Vonleh enters the game for A. Aminu,65,64
278,3,4:31.0,D. DeRozan misses 2-pt jump shot from 4 ft,,65,64
279,3,4:31.0,,Defensive rebound by E. Davis,65,64
280,3,4:23.0,,Turnover by E. Turner (lost ball),65,64
281,3,4:10.0,D. DeRozan misses 2-pt jump shot from 8 ft,,65,64
282,3,4:09.0,Offensive rebound by D. DeRozan,,65,64
283,3,3:58.0,K. Lowry misses 3-pt jump shot from 25 ft,,65,64
284,3,3:57.0,Offensive rebound by P. Patterson,,65,64
285,3,3:49.0,K. Lowry misses 2-pt layup at rim,,65,64
286,3,3:48.0,,Defensive rebound by N. Vonleh,65,64
287,3,3:41.0,,E. Turner misses 2-pt layup from 1 ft (block by L. Nogueira),65,64
288,3,3:40.0,Defensive rebound by L. Nogueira,,65,64
289,3,3:33.0,P. Patterson misses 3-pt jump shot from 24 ft,,65,64
290,3,3:32.0,,Defensive rebound by M. Harkless,65,64
291,3,3:20.0,,Turnover by C. McCollum (bad pass; steal by P. Patterson),65,64
292,3,3:14.0,P. Patterson misses 3-pt jump shot from 25 ft,,65,64
293,3,3:14.0,,Defensive rebound by N. Vonleh,65,64
294,3,2:57.0,,M. Harkless makes 2-pt jump shot from 3 ft,65,66
295,3,2:57.0,Toronto full timeout,,65,66
296,3,2:57.0,,S. Napier enters the game for C. McCollum,65,66
297,3,2:57.0,,A. Crabbe enters the game for M. Harkless,65,66
298,3,2:57.0,T. Ross enters the game for K. Lowry,,65,66
299,3,2:45.0,L. Nogueira misses 2-pt layup from 1 ft,,65,66
300,3,2:45.0,Offensive rebound by Team,,65,66
301,3,2:45.0,,Loose ball foul by E. Davis (drawn by L. Nogueira),65,66
302,3,2:45.0,L. Nogueira makes free throw 1 of 2,,66,66
303,3,2:45.0,L. Nogueira makes free throw 2 of 2,,67,66
304,3,2:29.0,,E. Turner misses 2-pt jump shot from 18 ft,67,66
305,3,2:27.0,Defensive rebound by T. Ross,,67,66
306,3,2:17.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,70,66
307,3,1:56.0,,E. Davis misses 2-pt layup from 1 ft,70,66
308,3,1:54.0,,Offensive rebound by N. Vonleh,70,66
309,3,1:52.0,,N. Vonleh misses 2-pt layup from 2 ft (block by L. Nogueira),70,66
310,3,1:51.0,Defensive rebound by D. DeRozan,,70,66
311,3,1:43.0,T. Ross misses 3-pt jump shot from 26 ft,,70,66
312,3,1:41.0,Offensive rebound by D. DeRozan,,70,66
313,3,1:24.0,D. DeRozan misses 2-pt jump shot from 22 ft,,70,66
314,3,1:24.0,,Defensive rebound by E. Turner,70,66
315,3,1:02.0,,Turnover by N. Vonleh (3 sec),70,66
316,3,1:02.0,D. Carroll enters the game for P. Patterson,,70,66
317,3,0:52.0,T. Ross misses 2-pt jump shot from 12 ft,,70,66
318,3,0:52.0,,Defensive rebound by A. Crabbe,70,66
319,3,0:40.0,,E. Davis misses 2-pt hook shot from 3 ft,70,66
320,3,0:39.0,Defensive rebound by L. Nogueira,,70,66
321,3,0:30.0,D. DeRozan misses 2-pt jump shot from 21 ft,,70,66
322,3,0:29.0,,Defensive rebound by E. Davis,70,66
323,3,0:22.0,,Shooting foul by C. Joseph (drawn by S. Napier),70,66
324,3,0:22.0,,S. Napier makes free throw 1 of 2,70,67
325,3,0:22.0,,A. Aminu enters the game for A. Crabbe,70,67
326,3,0:22.0,,S. Napier makes free throw 2 of 2,70,68
327,3,0:00.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by L. Nogueira),,73,68
328,4,11:49.0,C. Joseph misses 2-pt layup from 2 ft,,73,68
329,4,11:48.0,,Defensive rebound by E. Davis,73,68
330,4,11:42.0,,N. Vonleh makes 2-pt hook shot from 3 ft (assist by E. Turner),73,70
331,4,11:21.0,Personal foul by N. Vonleh (drawn by C. Joseph),,73,70
332,4,11:14.0,C. Joseph misses 2-pt layup from 2 ft (block by N. Vonleh),,73,70
333,4,11:14.0,Offensive rebound by Team,,73,70
334,4,11:08.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Carroll),,76,70
335,4,10:53.0,,Shooting block foul by K. Lowry (drawn by S. Napier),76,70
336,4,10:53.0,,S. Napier makes free throw 1 of 2,76,71
337,4,10:53.0,,S. Napier makes free throw 2 of 2,76,72
338,4,10:37.0,C. Joseph misses 2-pt jump shot from 19 ft,,76,72
339,4,10:37.0,,Defensive rebound by A. Crabbe,76,72
340,4,10:25.0,,S. Napier misses 3-pt jump shot from 26 ft,76,72
341,4,10:24.0,,Offensive rebound by E. Davis,76,72
342,4,10:21.0,,E. Davis misses 2-pt layup from 1 ft (block by T. Ross),76,72
343,4,10:20.0,Defensive rebound by K. Lowry,,76,72
344,4,10:17.0,C. Joseph misses 2-pt layup from 2 ft,,76,72
345,4,10:16.0,,Defensive rebound by A. Crabbe,76,72
346,4,10:07.0,,A. Crabbe misses 2-pt jump shot from 8 ft,76,72
347,4,10:07.0,,Offensive rebound by N. Vonleh,76,72
348,4,10:06.0,,N. Vonleh makes 2-pt layup from 1 ft,76,74
349,4,9:48.0,D. Carroll misses 3-pt jump shot from 25 ft,,76,74
350,4,9:47.0,,Defensive rebound by E. Turner,76,74
351,4,9:43.0,,Shooting foul by L. Nogueira (drawn by E. Turner),76,74
352,4,9:43.0,,E. Turner makes free throw 1 of 2,76,75
353,4,9:43.0,,A. Aminu enters the game for N. Vonleh,76,75
354,4,9:43.0,,E. Turner makes free throw 2 of 2,76,76
355,4,9:32.0,Turnover by T. Ross (lost ball; steal by S. Napier),,76,76
356,4,9:29.0,,Turnover by S. Napier (lost ball; steal by T. Ross),76,76
357,4,9:26.0,T. Ross makes 2-pt dunk at rim,,78,76
358,4,9:02.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by E. Turner),78,79
359,4,8:45.0,K. Lowry misses 3-pt jump shot from 26 ft,,78,79
360,4,8:43.0,Offensive rebound by D. Carroll,,78,79
361,4,8:36.0,T. Ross misses 2-pt jump shot from 10 ft,,78,79
362,4,8:35.0,,Defensive rebound by E. Davis,78,79
363,4,8:29.0,,Turnover by E. Turner (lost ball),78,79
364,4,8:29.0,Official timeout,,78,79
365,4,8:29.0,,C. McCollum enters the game for S. Napier,78,79
366,4,8:29.0,P. Patterson enters the game for D. Carroll,,78,79
367,4,8:07.0,C. Joseph misses 2-pt jump shot from 2 ft,,78,79
368,4,8:07.0,,Defensive rebound by A. Aminu,78,79
369,4,7:48.0,,A. Crabbe misses 3-pt jump shot from 25 ft,78,79
370,4,7:48.0,Defensive rebound by K. Lowry,,78,79
371,4,7:41.0,Shooting foul by E. Turner (drawn by K. Lowry),,78,79
372,4,7:41.0,K. Lowry misses free throw 1 of 2,,78,79
373,4,7:41.0,Offensive rebound by Team,,78,79
374,4,7:41.0,,M. Harkless enters the game for A. Crabbe,78,79
375,4,7:41.0,J. Valančiūnas enters the game for L. Nogueira,,78,79
376,4,7:41.0,N. Powell enters the game for T. Ross,,78,79
377,4,7:41.0,,M. Plumlee enters the game for E. Davis,78,79
378,4,7:41.0,K. Lowry makes free throw 2 of 2,,79,79
379,4,7:26.0,,A. Aminu misses 3-pt jump shot from 25 ft,79,79
380,4,7:24.0,,Offensive rebound by M. Plumlee,79,79
