,QUARTER,TIME_REMAINING,DENVER_ACTION,LA CLIPPERS_ACTION,DENVER_SCORE,LA CLIPPERS_SCORE
0,1,11:44.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),0,2
1,1,11:21.0,D. Gallinari misses 3-pt jump shot from 25 ft,,0,2
2,1,11:20.0,,Defensive rebound by P. Pierce,0,2
3,1,11:12.0,,Shooting foul by W. Chandler (drawn by P. Pierce),0,2
4,1,11:12.0,,P. Pierce misses free throw 1 of 2,0,2
5,1,11:12.0,,Offensive rebound by Team,0,2
6,1,11:12.0,,P. Pierce makes free throw 2 of 2,0,3
7,1,10:55.0,W. Chandler misses 2-pt jump shot from 22 ft,,0,3
8,1,10:54.0,,Defensive rebound by C. Paul,0,3
9,1,10:47.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,0,3
10,1,10:46.0,Defensive rebound by D. Gallinari,,0,3
11,1,10:24.0,W. Chandler misses 2-pt jump shot from 10 ft,,0,3
12,1,10:23.0,Offensive rebound by W. Chandler,,0,3
13,1,10:17.0,G. Harris misses 2-pt jump shot from 11 ft,,0,3
14,1,10:15.0,Offensive rebound by G. Harris,,0,3
15,1,10:12.0,G. Harris misses 2-pt jump shot from 17 ft,,0,3
16,1,10:12.0,,Defensive rebound by C. Paul,0,3
17,1,9:57.0,Violation by D. Gallinari (kicked ball),,0,3
18,1,9:44.0,,L. Mbah a Moute makes 2-pt layup from 3 ft (assist by J. Redick),0,5
19,1,9:32.0,N. Jokić makes 2-pt jump shot from 20 ft,,2,5
20,1,9:19.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by C. Paul),2,7
21,1,9:08.0,N. Jokić misses 3-pt jump shot from 24 ft,,2,7
22,1,9:07.0,,Defensive rebound by D. Jordan,2,7
23,1,8:55.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by D. Jordan),2,10
24,1,8:54.0,Denver full timeout,,2,10
25,1,8:36.0,Turnover by N. Jokić (bad pass),,2,10
26,1,8:22.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),2,12
27,1,8:09.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by G. Harris),,5,12
28,1,8:02.0,,J. Redick makes 3-pt jump shot from 25 ft,5,15
29,1,7:52.0,Shooting foul by P. Pierce (drawn by N. Jokić),,5,15
30,1,7:52.0,N. Jokić misses free throw 1 of 2,,5,15
31,1,7:52.0,Offensive rebound by Team,,5,15
32,1,7:52.0,N. Jokić makes free throw 2 of 2,,6,15
33,1,7:26.0,,C. Paul misses 2-pt jump shot from 10 ft,6,15
34,1,7:25.0,Defensive rebound by W. Chandler,,6,15
35,1,7:18.0,W. Chandler makes 2-pt jump shot from 11 ft,,8,15
36,1,7:00.0,,P. Pierce misses 2-pt jump shot from 10 ft,8,15
37,1,7:00.0,,Offensive rebound by Team,8,15
38,1,6:51.0,,J. Redick misses 2-pt jump shot from 18 ft,8,15
39,1,6:50.0,Defensive rebound by E. Mudiay,,8,15
40,1,6:40.0,D. Gallinari misses 3-pt jump shot from 23 ft,,8,15
41,1,6:40.0,,Defensive rebound by D. Jordan,8,15
42,1,6:29.0,,J. Redick makes 3-pt jump shot from 24 ft,8,18
43,1,6:09.0,W. Chandler misses 3-pt jump shot from 24 ft,,8,18
44,1,6:08.0,,Defensive rebound by D. Jordan,8,18
45,1,5:59.0,,C. Paul misses 2-pt jump shot from 20 ft,8,18
46,1,5:58.0,Defensive rebound by N. Jokić,,8,18
47,1,5:49.0,E. Mudiay misses 3-pt jump shot from 25 ft,,8,18
48,1,5:48.0,,Defensive rebound by D. Jordan,8,18
49,1,5:27.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by C. Paul),8,21
50,1,5:26.0,Denver full timeout,,8,21
51,1,5:26.0,K. Faried enters the game for N. Jokić,,8,21
52,1,5:26.0,W. Barton enters the game for D. Gallinari,,8,21
53,1,5:26.0,,W. Johnson enters the game for P. Pierce,8,21
54,1,5:04.0,E. Mudiay misses 3-pt jump shot from 24 ft,,8,21
55,1,5:03.0,,Defensive rebound by D. Jordan,8,21
56,1,5:03.0,,Personal foul by W. Barton (drawn by C. Paul),8,21
57,1,4:52.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),8,23
58,1,4:50.0,,Violation by Team (jump ball),8,23
59,1,4:33.0,W. Barton makes 3-pt jump shot from 25 ft (assist by W. Chandler),,11,23
60,1,4:21.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),11,25
61,1,4:05.0,Turnover by W. Chandler (bad pass; steal by W. Johnson),,11,25
62,1,3:43.0,,Turnover by C. Paul (bad pass),11,25
63,1,3:43.0,J. Nelson enters the game for E. Mudiay,,11,25
64,1,3:32.0,W. Chandler misses 2-pt jump shot from 6 ft,,11,25
65,1,3:30.0,,Defensive rebound by J. Redick,11,25
66,1,3:22.0,,W. Johnson makes 2-pt jump shot from 16 ft (assist by C. Paul),11,27
67,1,3:06.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by J. Nelson),,14,27
68,1,2:57.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by C. Paul),14,30
69,1,2:44.0,J. Nelson misses 2-pt layup from 2 ft,,14,30
70,1,2:41.0,Offensive rebound by K. Faried,,14,30
