,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
69,1,1:27.0,,J. Nurkić makes 2-pt jump shot from 7 ft (assist by W. Chandler),27,29
70,1,1:16.0,P. Mills misses 2-pt jump shot from 20 ft,,27,29
71,1,1:15.0,,Defensive rebound by J. Nurkić,27,29
72,1,1:04.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by J. Nelson),27,31
73,1,0:43.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,27,31
74,1,0:43.0,,Defensive rebound by J. Nurkić,27,31
75,1,0:33.0,,W. Chandler misses 3-pt jump shot from 24 ft,27,31
76,1,0:31.0,Defensive rebound by L. Aldridge,,27,31
77,1,0:27.0,Turnover by J. Simmons (bad pass; steal by W. Barton),,27,31
78,1,0:24.0,,W. Barton makes 2-pt dunk at rim,27,33
79,1,0:07.0,Personal take foul by W. Barton (drawn by M. Ginóbili),,27,33
80,1,0:07.0,,J. Murray enters the game for D. Gallinari,27,33
81,1,0:07.0,K. Leonard enters the game for J. Simmons,,27,33
82,1,0:01.0,K. Leonard makes 2-pt jump shot from 12 ft,,29,33
83,2,11:45.0,,W. Barton misses 2-pt layup from 3 ft,29,33
84,2,11:44.0,Defensive rebound by D. Lee,,29,33
85,2,11:26.0,M. Ginóbili makes 3-pt jump shot from 24 ft,,32,33
86,2,11:16.0,,J. Nurkić makes 2-pt hook shot from 4 ft (assist by W. Barton),32,35
87,2,10:59.0,P. Gasol makes 2-pt jump shot from 22 ft (assist by M. Ginóbili),,34,35
88,2,10:48.0,,J. Nelson misses 3-pt jump shot from 25 ft,34,35
89,2,10:47.0,Defensive rebound by M. Ginóbili,,34,35
90,2,10:38.0,Turnover by D. Lee (bad pass; steal by W. Barton),,34,35
91,2,10:37.0,,Personal foul by M. Ginóbili (drawn by W. Chandler),34,35
92,2,10:27.0,,Personal foul by J. Simmons (drawn by W. Barton),34,35
93,2,10:27.0,K. Leonard enters the game for M. Ginóbili,,34,35
94,2,10:27.0,D. Green enters the game for J. Simmons,,34,35
95,2,10:18.0,,W. Barton misses 2-pt jump shot from 16 ft,34,35
96,2,10:17.0,Defensive rebound by D. Lee,,34,35
97,2,10:09.0,P. Mills makes 3-pt jump shot from 27 ft (assist by D. Lee),,37,35
98,2,10:09.0,,Denver full timeout,37,35
99,2,9:55.0,,Shooting foul by P. Gasol (drawn by J. Nurkić),37,35
100,2,9:55.0,,J. Nurkić misses free throw 1 of 2,37,35
101,2,9:55.0,,Offensive rebound by Team,37,35
102,2,9:55.0,,J. Nurkić makes free throw 2 of 2,37,36
103,2,9:36.0,D. Green misses 3-pt jump shot from 26 ft,,37,36
104,2,9:34.0,Offensive rebound by D. Green,,37,36
105,2,9:29.0,Turnover by D. Green (bad pass; steal by J. Nelson),,37,36
106,2,9:17.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by W. Barton),37,39
107,2,9:02.0,P. Mills misses 2-pt jump shot from 22 ft,,37,39
108,2,9:00.0,,Defensive rebound by W. Barton,37,39
109,2,8:53.0,,Turnover by J. Nurkić (traveling),37,39
110,2,8:38.0,Personal foul by J. Nelson (drawn by K. Leonard),,37,39
111,2,8:30.0,K. Leonard misses 2-pt jump shot from 16 ft,,37,39
112,2,8:29.0,,Defensive rebound by W. Chandler,37,39
113,2,8:10.0,,W. Chandler misses 2-pt jump shot from 6 ft,37,39
114,2,8:07.0,Defensive rebound by P. Gasol,,37,39
115,2,7:44.0,P. Mills misses 3-pt jump shot from 24 ft,,37,39
116,2,7:42.0,,Defensive rebound by W. Chandler,37,39
117,2,7:32.0,,J. Nelson misses 2-pt layup from 3 ft (block by D. Lee),37,39
118,2,7:30.0,Defensive rebound by D. Green,,37,39
119,2,7:12.0,P. Gasol makes 2-pt hook shot from 6 ft,,39,39
120,2,7:05.0,,J. Murray makes 2-pt layup from 2 ft (assist by J. Nelson),39,41
121,2,7:05.0,,Shooting foul by P. Gasol (drawn by J. Murray),39,41
122,2,7:05.0,,D. Arthur enters the game for W. Chandler,39,41
123,2,7:05.0,T. Parker enters the game for P. Mills,,39,41
124,2,7:05.0,,J. Murray makes free throw 1 of 1,39,42
125,2,6:41.0,D. Green misses 2-pt jump shot from 5 ft,,39,42
126,2,6:40.0,Offensive rebound by D. Lee,,39,42
127,2,6:40.0,D. Lee misses 2-pt layup from 2 ft,,39,42
128,2,6:39.0,Offensive rebound by D. Lee,,39,42
129,2,6:28.0,T. Parker makes 2-pt jump shot from 4 ft,,41,42
130,2,6:16.0,,J. Nurkić misses 2-pt hook shot from 4 ft,41,42
131,2,6:12.0,,Offensive rebound by J. Murray,41,42
132,2,6:08.0,,J. Murray misses 2-pt jump shot from 6 ft,41,42
133,2,6:07.0,Defensive rebound by D. Lee,,41,42
134,2,5:57.0,P. Gasol makes 2-pt layup from 3 ft (assist by T. Parker),,43,42
135,2,5:57.0,Shooting foul by J. Nurkić (drawn by P. Gasol),,43,42
136,2,5:57.0,L. Aldridge enters the game for D. Green,,43,42
137,2,5:57.0,K. Anderson enters the game for D. Lee,,43,42
138,2,5:57.0,,E. Mudiay enters the game for J. Nelson,43,42
139,2,5:57.0,,D. Gallinari enters the game for J. Nurkić,43,42
140,2,5:57.0,,N. Jokić enters the game for W. Barton,43,42
141,2,5:57.0,P. Gasol makes free throw 1 of 1,,44,42
142,2,5:40.0,,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),44,44
143,2,5:21.0,Turnover by T. Parker (bad pass; steal by N. Jokić),,44,44
144,2,5:15.0,,J. Murray misses 3-pt jump shot from 25 ft,44,44
145,2,5:13.0,Defensive rebound by P. Gasol,,44,44
146,2,4:55.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by K. Anderson),,46,44
147,2,4:41.0,,D. Arthur misses 2-pt jump shot from 19 ft,46,44
148,2,4:40.0,Defensive rebound by L. Aldridge,,46,44
149,2,4:21.0,K. Leonard misses 2-pt layup from 2 ft,,46,44
150,2,4:20.0,,Defensive rebound by N. Jokić,46,44
151,2,4:02.0,,D. Arthur misses 3-pt jump shot from 24 ft,46,44
152,2,4:01.0,Defensive rebound by P. Gasol,,46,44
153,2,3:53.0,T. Parker misses 2-pt jump shot from 16 ft,,46,44
154,2,3:52.0,,Defensive rebound by D. Gallinari,46,44
155,2,3:44.0,,D. Gallinari misses 2-pt layup from 3 ft (block by P. Gasol),46,44
156,2,3:43.0,Defensive rebound by K. Leonard,,46,44
157,2,3:34.0,P. Gasol makes 2-pt jump shot from 22 ft (assist by K. Leonard),,48,44
158,2,3:34.0,,Denver full timeout,48,44
159,2,3:34.0,M. Ginóbili enters the game for K. Anderson,,48,44
160,2,3:34.0,,G. Harris enters the game for J. Murray,48,44
161,2,3:20.0,,E. Mudiay misses 3-pt jump shot from 26 ft,48,44
162,2,3:19.0,Defensive rebound by Team,,48,44
163,2,3:07.0,M. Ginóbili misses 2-pt layup from 2 ft,,48,44
164,2,3:07.0,,Defensive rebound by N. Jokić,48,44
165,2,3:04.0,,G. Harris misses 2-pt jump shot from 4 ft (block by K. Leonard),48,44
166,2,3:04.0,Defensive rebound by Team,,48,44
167,2,3:04.0,,W. Chandler enters the game for D. Arthur,48,44
168,2,2:46.0,Turnover by K. Leonard (bad pass; steal by G. Harris),,48,44
169,2,2:43.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by G. Harris),48,47
170,2,2:43.0,San Antonio full timeout,,48,47
171,2,2:18.0,L. Aldridge makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,51,47
172,2,2:03.0,,G. Harris misses 2-pt layup from 2 ft,51,47
173,2,2:03.0,,Offensive rebound by N. Jokić,51,47
174,2,1:58.0,,N. Jokić makes 2-pt layup from 2 ft,51,49
175,2,1:36.0,L. Aldridge makes 2-pt jump shot from 9 ft,,53,49
176,2,1:23.0,,D. Gallinari misses 2-pt layup at rim (block by P. Gasol),53,49
177,2,1:21.0,Defensive rebound by T. Parker,,53,49
178,2,1:04.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,56,49
179,2,0:53.0,,N. Jokić makes 2-pt layup from 2 ft,56,51
180,2,0:37.0,T. Parker makes 2-pt layup from 2 ft,,58,51
181,2,0:26.0,,D. Gallinari misses 2-pt layup from 2 ft,58,51
182,2,0:25.0,,Offensive rebound by N. Jokić,58,51
183,2,0:19.0,,G. Harris misses 3-pt jump shot from 25 ft,58,51
184,2,0:18.0,,Offensive rebound by G. Harris,58,51
185,2,0:02.0,,W. Chandler makes 2-pt layup from 2 ft (assist by N. Jokić),58,53
186,2,0:01.0,M. Ginóbili misses 3-pt jump shot from 50 ft,,58,53
187,2,0:00.0,Offensive rebound by Team,,58,53
188,3,11:39.0,,G. Harris misses 2-pt layup from 3 ft (block by L. Aldridge),58,53
189,3,11:37.0,Defensive rebound by D. Green,,58,53
190,3,11:31.0,D. Green misses 3-pt jump shot from 25 ft,,58,53
191,3,11:30.0,,Defensive rebound by N. Jokić,58,53
192,3,11:26.0,,Turnover by N. Jokić (bad pass; steal by D. Green),58,53
193,3,11:20.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by T. Parker),,61,53
194,3,11:03.0,,D. Gallinari misses 3-pt jump shot from 23 ft,61,53
195,3,11:01.0,Defensive rebound by T. Parker,,61,53
196,3,10:56.0,T. Parker makes 2-pt layup from 2 ft,,63,53
197,3,10:44.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),63,55
198,3,10:37.0,San Antonio full timeout,,63,55
199,3,10:23.0,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,66,55
200,3,10:00.0,,G. Harris misses 2-pt layup from 3 ft,66,55
201,3,10:00.0,Defensive rebound by K. Leonard,,66,55
202,3,9:46.0,K. Leonard misses 2-pt jump shot from 18 ft,,66,55
203,3,9:44.0,,Defensive rebound by E. Mudiay,66,55
204,3,9:37.0,,Turnover by E. Mudiay (lost ball),66,55
205,3,9:24.0,K. Leonard makes 2-pt hook shot from 4 ft,,68,55
206,3,9:24.0,,Denver full timeout,68,55
207,3,9:19.0,,Shooting foul by K. Leonard (drawn by D. Gallinari),68,55
208,3,9:19.0,,D. Gallinari makes free throw 1 of 2,68,56
209,3,9:19.0,,D. Gallinari makes free throw 2 of 2,68,57
210,3,9:00.0,L. Aldridge misses 2-pt hook shot from 5 ft,,68,57
211,3,9:00.0,,Defensive rebound by Team,68,57
212,3,8:45.0,,Shooting foul by T. Parker (drawn by G. Harris),68,57
213,3,8:45.0,,G. Harris makes free throw 1 of 2,68,58
214,3,8:45.0,,G. Harris misses free throw 2 of 2,68,58
215,3,8:44.0,Defensive rebound by P. Gasol,,68,58
216,3,8:22.0,K. Leonard misses 3-pt jump shot from 25 ft,,68,58
217,3,8:22.0,,Defensive rebound by D. Arthur,68,58
218,3,8:14.0,,G. Harris misses 3-pt jump shot from 26 ft,68,58
219,3,8:12.0,Defensive rebound by T. Parker,,68,58
220,3,8:04.0,T. Parker makes 2-pt jump shot from 11 ft,,70,58
221,3,7:51.0,,E. Mudiay misses 3-pt jump shot from 25 ft,70,58
222,3,7:50.0,,Offensive rebound by D. Arthur,70,58
223,3,7:37.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by E. Mudiay),70,61
224,3,7:13.0,K. Leonard misses 2-pt jump shot from 21 ft,,70,61
225,3,7:12.0,,Defensive rebound by D. Arthur,70,61
226,3,7:04.0,,E. Mudiay misses 2-pt jump shot from 10 ft (block by D. Green),70,61
227,3,7:02.0,Defensive rebound by D. Green,,70,61
228,3,6:58.0,D. Green misses 3-pt jump shot from 26 ft,,70,61
229,3,6:57.0,,Defensive rebound by Team,70,61
230,3,6:57.0,Loose ball foul by L. Aldridge (drawn by D. Arthur),,70,61
231,3,6:36.0,,D. Gallinari misses 2-pt jump shot from 22 ft,70,61
232,3,6:35.0,Defensive rebound by D. Green,,70,61
233,3,6:30.0,Personal foul by D. Arthur (drawn by T. Parker),,70,61
234,3,6:20.0,T. Parker makes 2-pt jump shot from 20 ft,,72,61
235,3,6:01.0,,D. Gallinari misses 2-pt jump shot from 9 ft,72,61
236,3,6:00.0,Defensive rebound by K. Leonard,,72,61
237,3,5:52.0,T. Parker makes 2-pt jump shot from 16 ft (assist by D. Green),,74,61
238,3,5:52.0,,Denver full timeout,74,61
239,3,5:52.0,,W. Chandler enters the game for D. Arthur,74,61
240,3,5:34.0,,Turnover by N. Jokić (traveling),74,61
241,3,5:18.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by P. Gasol),,76,61
242,3,5:18.0,Shooting foul by N. Jokić (drawn by L. Aldridge),,76,61
243,3,5:18.0,L. Aldridge makes free throw 1 of 1,,77,61
244,3,5:04.0,,W. Chandler makes 2-pt jump shot from 18 ft (assist by D. Gallinari),77,63
245,3,4:40.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by T. Parker),,79,63
246,3,4:30.0,,Turnover by N. Jokić (lost ball; steal by L. Aldridge),79,63
247,3,4:23.0,Shooting foul by W. Chandler (drawn by L. Aldridge),,79,63
248,3,4:23.0,L. Aldridge makes free throw 1 of 2,,80,63
249,3,4:23.0,,J. Nelson enters the game for G. Harris,80,63
250,3,4:23.0,,W. Barton enters the game for E. Mudiay,80,63
251,3,4:23.0,M. Ginóbili enters the game for P. Gasol,,80,63
252,3,4:23.0,D. Dedmon enters the game for K. Leonard,,80,63
253,3,4:23.0,L. Aldridge makes free throw 2 of 2,,81,63
254,3,4:03.0,,D. Gallinari makes 2-pt dunk at rim (assist by J. Nelson),81,65
255,3,3:50.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),,83,65
256,3,3:38.0,,N. Jokić misses 2-pt jump shot from 5 ft,83,65
257,3,3:37.0,,Offensive rebound by N. Jokić,83,65
258,3,3:34.0,,N. Jokić makes 2-pt jump shot from 4 ft,83,67
259,3,3:21.0,Turnover by L. Aldridge (bad pass; steal by J. Nelson),,83,67
260,3,3:16.0,,J. Nelson misses 2-pt layup from 3 ft (block by M. Ginóbili),83,67
261,3,3:14.0,Defensive rebound by M. Ginóbili,,83,67
262,3,3:09.0,D. Green misses 3-pt jump shot from 24 ft,,83,67
263,3,3:08.0,,Defensive rebound by D. Gallinari,83,67
264,3,3:03.0,,D. Gallinari makes 2-pt layup from 2 ft,83,69
265,3,3:03.0,,Technical foul by D. Gallinari,83,69
266,3,3:03.0,L. Aldridge misses technical free throw,,83,69
267,3,3:03.0,Offensive rebound by Team,,83,69
268,3,3:03.0,P. Mills enters the game for T. Parker,,83,69
269,3,2:43.0,L. Aldridge makes 2-pt jump shot from 7 ft (assist by P. Mills),,85,69
270,3,2:32.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by N. Jokić),85,72
271,3,2:19.0,L. Aldridge misses 2-pt jump shot from 20 ft,,85,72
272,3,2:17.0,,Defensive rebound by W. Chandler,85,72
273,3,2:05.0,,W. Chandler misses 3-pt jump shot from 25 ft,85,72
274,3,2:04.0,,Offensive rebound by Team,85,72
275,3,2:04.0,Loose ball foul by D. Dedmon (drawn by N. Jokić),,85,72
276,3,2:04.0,K. Leonard enters the game for D. Green,,85,72
277,3,2:04.0,,J. Nurkić enters the game for D. Gallinari,85,72
278,3,2:04.0,,J. Murray enters the game for N. Jokić,85,72
279,3,1:50.0,,W. Chandler misses 2-pt jump shot from 8 ft,85,72
280,3,1:49.0,Defensive rebound by K. Leonard,,85,72
281,3,1:36.0,K. Leonard misses 2-pt layup from 2 ft,,85,72
282,3,1:35.0,Offensive rebound by D. Dedmon,,85,72
283,3,1:34.0,D. Dedmon misses 2-pt hook shot from 4 ft,,85,72
284,3,1:33.0,,Defensive rebound by Team,85,72
285,3,1:33.0,P. Gasol enters the game for L. Aldridge,,85,72
286,3,1:33.0,K. Anderson enters the game for D. Dedmon,,85,72
287,3,1:16.0,,W. Barton misses 3-pt jump shot from 24 ft,85,72
288,3,1:15.0,Defensive rebound by P. Gasol,,85,72
289,3,1:00.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Leonard),,88,72
290,3,0:50.0,,J. Nelson misses 2-pt jump shot from 20 ft,88,72
291,3,0:49.0,Defensive rebound by K. Leonard,,88,72
292,3,0:43.0,K. Leonard makes 2-pt layup from 2 ft,,90,72
293,3,0:32.0,,J. Murray misses 3-pt jump shot from 25 ft,90,72
294,3,0:31.0,Defensive rebound by P. Gasol,,90,72
295,3,0:29.0,Turnover by P. Gasol (bad pass; steal by W. Barton),,90,72
296,3,0:27.0,,W. Barton makes 2-pt layup from 1 ft,90,74
297,3,0:27.0,,Shooting foul by P. Gasol (drawn by W. Barton),90,74
298,3,0:27.0,,W. Barton makes free throw 1 of 1,90,75
299,3,0:08.0,K. Leonard misses 2-pt layup from 2 ft (block by W. Chandler),,90,75
300,3,0:07.0,,Defensive rebound by J. Nurkić,90,75
301,3,0:06.0,,Personal block foul by M. Ginóbili (drawn by W. Barton),90,75
302,3,0:06.0,,W. Barton makes free throw 1 of 2,90,76
303,3,0:06.0,L. Aldridge enters the game for K. Anderson,,90,75
304,3,0:06.0,D. Bertāns enters the game for P. Gasol,,90,76
305,3,0:06.0,,W. Barton makes free throw 2 of 2,90,77
306,3,0:01.0,M. Ginóbili misses 2-pt jump shot from 19 ft,,90,77
307,3,0:01.0,,Defensive rebound by J. Nurkić,90,77
308,4,11:48.0,Personal foul by J. Nurkić (drawn by K. Leonard),,90,77
309,4,11:36.0,K. Leonard makes 2-pt jump shot from 15 ft,,92,77
310,4,11:18.0,,Personal block foul by M. Ginóbili (drawn by J. Murray),92,77
311,4,11:08.0,,W. Barton misses 2-pt layup from 2 ft (block by P. Gasol),92,77
312,4,11:07.0,Defensive rebound by P. Mills,,92,77
313,4,11:06.0,Shooting foul by J. Nelson (drawn by K. Leonard),,92,77
314,4,11:06.0,K. Leonard makes free throw 1 of 2,,93,77
315,4,11:06.0,K. Leonard misses free throw 2 of 2,,93,77
316,4,11:04.0,,Defensive rebound by J. Nurkić,93,77
317,4,10:49.0,,Turnover by W. Barton (bad pass; steal by M. Ginóbili),93,77
318,4,10:41.0,,Violation by J. Nurkić (kicked ball),93,77
319,4,10:36.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Gasol),,96,77
320,4,10:36.0,,Denver full timeout,96,77
321,4,10:36.0,,G. Harris enters the game for W. Barton,96,77
322,4,10:20.0,,W. Chandler misses 3-pt jump shot from 25 ft,96,77
323,4,10:17.0,,Offensive rebound by J. Murray,96,77
324,4,9:58.0,,W. Chandler makes 2-pt jump shot from 6 ft,96,79
325,4,9:44.0,M. Ginóbili misses 2-pt jump shot from 12 ft,,96,79
326,4,9:43.0,,Defensive rebound by W. Chandler,96,79
327,4,9:36.0,Offensive charge foul by G. Harris (drawn by M. Ginóbili),,96,79
328,4,9:36.0,,Turnover by G. Harris (offensive foul),96,79
329,4,9:13.0,P. Mills makes 2-pt layup from 2 ft (assist by P. Gasol),,98,79
330,4,8:59.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Nelson),98,82
331,4,8:44.0,K. Leonard makes 2-pt jump shot from 18 ft (assist by P. Mills),,100,82
332,4,8:28.0,,G. Harris misses 3-pt jump shot from 25 ft,100,82
333,4,8:27.0,,Offensive rebound by W. Chandler,100,82
334,4,8:27.0,,W. Chandler makes 2-pt layup from 2 ft,100,84
335,4,8:27.0,San Antonio full timeout,,100,84
336,4,8:27.0,L. Aldridge enters the game for J. Simmons,,100,84
337,4,8:27.0,D. Green enters the game for M. Ginóbili,,100,84
338,4,8:12.0,K. Leonard misses 2-pt jump shot from 21 ft,,100,84
339,4,8:11.0,,Defensive rebound by W. Chandler,100,84
340,4,7:56.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by W. Chandler),100,86
341,4,7:31.0,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Leonard),,103,86
342,4,7:17.0,,J. Murray misses 2-pt jump shot from 20 ft,103,86
343,4,7:15.0,Defensive rebound by L. Aldridge,,103,86
344,4,7:08.0,L. Aldridge misses 2-pt jump shot from 15 ft,,103,86
345,4,7:07.0,Offensive rebound by K. Leonard,,103,86
346,4,7:06.0,Shooting foul by W. Chandler (drawn by K. Leonard),,103,86
347,4,7:06.0,K. Leonard makes free throw 1 of 2,,104,86
348,4,7:06.0,K. Leonard makes free throw 2 of 2,,105,86
349,4,6:58.0,,Turnover by J. Nelson (bad pass; steal by P. Mills),105,86
350,4,6:58.0,Personal foul by J. Nurkić,,105,86
351,4,6:41.0,P. Gasol makes 2-pt jump shot from 5 ft,,107,86
352,4,6:25.0,,G. Harris misses 2-pt jump shot from 3 ft,107,86
353,4,6:25.0,Defensive rebound by P. Gasol,,107,86
354,4,6:25.0,,Loose ball foul by J. Nurkić (drawn by P. Gasol),107,86
355,4,6:25.0,P. Gasol makes free throw 1 of 2,,108,86
356,4,6:25.0,P. Gasol misses free throw 2 of 2,,108,86
357,4,6:25.0,,E. Mudiay enters the game for W. Chandler,108,86
358,4,6:25.0,,D. Arthur enters the game for J. Nelson,108,86
359,4,6:25.0,,N. Jokić enters the game for J. Nurkić,108,86
360,4,6:25.0,D. Murray enters the game for P. Mills,,108,86
361,4,6:24.0,,Defensive rebound by N. Jokić,108,86
362,4,6:14.0,,D. Arthur makes 2-pt layup from 2 ft (assist by E. Mudiay),108,88
363,4,5:58.0,P. Gasol misses 2-pt jump shot from 4 ft (block by D. Arthur),,108,88
364,4,5:55.0,Offensive rebound by Team,,108,88
365,4,5:50.0,L. Aldridge misses 2-pt jump shot from 18 ft,,108,88
366,4,5:50.0,Offensive rebound by Team,,108,88
367,4,5:50.0,Turnover by Team (shot clock),,108,88
368,4,5:38.0,,N. Jokić makes 2-pt jump shot from 18 ft (assist by E. Mudiay),108,90
369,4,5:25.0,K. Leonard makes 2-pt dunk at rim (assist by D. Murray),,110,90
370,4,5:06.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by G. Harris),110,92
371,4,4:50.0,D. Murray makes 2-pt jump shot from 6 ft (assist by K. Leonard),,112,92
372,4,4:41.0,,D. Arthur misses 3-pt jump shot from 26 ft,112,92
373,4,4:40.0,Defensive rebound by P. Gasol,,112,92
374,4,4:28.0,Shooting foul by N. Jokić (drawn by L. Aldridge),,112,92
375,4,4:28.0,L. Aldridge makes free throw 1 of 2,,113,92
376,4,4:28.0,D. Bertāns enters the game for P. Gasol,,113,92
377,4,4:28.0,K. Anderson enters the game for D. Green,,113,92
