,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
0,1,11:40.0,J. McRoberts misses 3-pt jump shot from 24 ft,,0,0
1,1,11:39.0,,Defensive rebound by D. Schröder,0,0
2,1,11:26.0,,D. Schröder misses 2-pt jump shot from 21 ft,0,0
3,1,11:25.0,,Offensive rebound by T. Sefolosha,0,0
4,1,11:12.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by D. Howard),0,2
5,1,10:52.0,H. Whiteside misses 2-pt jump shot from 18 ft,,0,2
6,1,10:51.0,,Defensive rebound by P. Millsap,0,2
7,1,10:43.0,,D. Howard misses 2-pt layup from 1 ft,0,2
8,1,10:42.0,Defensive rebound by J. McRoberts,,0,2
9,1,10:28.0,G. Dragić misses 2-pt layup at rim,,0,2
10,1,10:28.0,Offensive rebound by Team,,0,2
11,1,10:28.0,,Loose ball foul by T. Hardaway (drawn by J. McRoberts),0,2
12,1,10:20.0,Turnover by R. McGruder (bad pass; steal by T. Sefolosha),,0,2
13,1,10:15.0,,T. Sefolosha misses 2-pt layup from 3 ft,0,2
14,1,10:13.0,,Offensive rebound by T. Sefolosha,0,2
15,1,10:12.0,,T. Sefolosha misses 2-pt layup from 1 ft,0,2
16,1,10:11.0,Defensive rebound by H. Whiteside,,0,2
17,1,10:02.0,G. Dragić makes 2-pt jump shot from 10 ft,,2,2
18,1,9:55.0,,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),2,4
19,1,9:29.0,R. McGruder misses 2-pt jump shot from 18 ft,,2,4
20,1,9:28.0,Offensive rebound by J. McRoberts,,2,4
21,1,9:25.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. McRoberts),,5,4
22,1,9:03.0,,D. Howard makes 2-pt hook shot from 6 ft (assist by P. Millsap),5,6
23,1,8:46.0,R. McGruder misses 3-pt jump shot from 23 ft,,5,6
24,1,8:44.0,Offensive rebound by H. Whiteside,,5,6
25,1,8:42.0,H. Whiteside misses 2-pt jump shot from 5 ft,,5,6
26,1,8:40.0,,Defensive rebound by P. Millsap,5,6
27,1,8:30.0,,D. Howard makes 2-pt layup from 2 ft (assist by D. Schröder),5,8
28,1,8:13.0,G. Dragić makes 2-pt layup from 1 ft,,7,8
29,1,7:48.0,,P. Millsap makes 2-pt layup from 1 ft,7,10
