,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW ORLEANS_ACTION,MINNESOTA_SCORE,NEW ORLEANS_SCORE
106,1,0:00.0,B. Rush misses 3-pt jump shot from 23 ft,,26,31
107,1,0:00.0,Offensive rebound by Team,,26,31
108,2,11:41.0,C. Aldrich makes 2-pt layup from 4 ft (assist by Z. LaVine),,28,31
109,2,11:24.0,,J. Holiday misses 2-pt jump shot from 4 ft,28,31
110,2,11:23.0,Defensive rebound by N. Bjelica,,28,31
111,2,11:20.0,Shooting foul by D. Cunningham (drawn by K. Dunn),,28,31
112,2,11:20.0,K. Dunn makes free throw 1 of 2,,29,31
113,2,11:20.0,S. Muhammad enters the game for B. Rush,,29,31
114,2,11:20.0,K. Dunn makes free throw 2 of 2,,30,31
115,2,11:03.0,,J. Holiday misses 3-pt jump shot from 24 ft,30,31
116,2,11:03.0,,Offensive rebound by Team,30,31
117,2,10:52.0,,T. Jones makes 2-pt layup from 3 ft (assist by J. Holiday),30,33
118,2,10:36.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by K. Dunn),,33,33
119,2,10:22.0,,L. Galloway makes 3-pt jump shot from 27 ft (assist by J. Holiday),33,36
120,2,10:02.0,C. Aldrich misses 2-pt jump shot from 4 ft,,33,36
121,2,10:00.0,,Defensive rebound by D. Cunningham,33,36
122,2,9:59.0,,Turnover by D. Cunningham (bad pass; steal by K. Dunn),33,36
123,2,9:53.0,K. Dunn makes 2-pt layup from 3 ft,,35,36
124,2,9:45.0,,J. Holiday makes 2-pt layup from 3 ft,35,38
125,2,9:29.0,Z. LaVine makes 2-pt dunk at rim,,37,38
126,2,9:20.0,,L. Galloway misses 3-pt jump shot from 26 ft,37,38
127,2,9:19.0,Defensive rebound by S. Muhammad,,37,38
128,2,9:10.0,Z. LaVine misses 2-pt jump shot from 24 ft,,37,38
129,2,9:09.0,,Defensive rebound by L. Galloway,37,38
130,2,9:01.0,,B. Hield misses 3-pt jump shot from 25 ft,37,38
131,2,9:00.0,Defensive rebound by C. Aldrich,,37,38
132,2,8:45.0,Turnover by S. Muhammad (lost ball),,37,38
133,2,8:45.0,Official timeout,,37,38
134,2,8:45.0,G. Dieng enters the game for C. Aldrich,,37,38
135,2,8:45.0,,Ö. Aşık enters the game for D. Cunningham,37,38
136,2,8:31.0,,J. Holiday misses 2-pt jump shot from 19 ft,37,38
137,2,8:30.0,Defensive rebound by G. Dieng,,37,38
138,2,8:13.0,Offensive foul by G. Dieng (drawn by L. Galloway),,37,38
139,2,8:13.0,Turnover by G. Dieng (offensive foul),,37,38
140,2,8:03.0,,B. Hield misses 2-pt layup from 3 ft,37,38
141,2,8:02.0,Defensive rebound by K. Dunn,,37,38
142,2,7:59.0,,Offensive charge foul by N. Bjelica (drawn by L. Galloway),37,38
143,2,7:59.0,Turnover by N. Bjelica (offensive foul),,37,38
144,2,7:59.0,K. Towns enters the game for N. Bjelica,,37,38
145,2,7:46.0,,Turnover by L. Galloway (bad pass; steal by Z. LaVine),37,38
146,2,7:44.0,Shooting foul by L. Galloway (drawn by Z. LaVine),,37,38
147,2,7:44.0,Z. LaVine makes free throw 1 of 2,,38,38
148,2,7:44.0,,T. Frazier enters the game for J. Holiday,38,38
149,2,7:44.0,,A. Davis enters the game for B. Hield,38,38
150,2,7:44.0,,E. Moore enters the game for T. Jones,38,38
151,2,7:44.0,Z. LaVine makes free throw 2 of 2,,39,38
152,2,7:24.0,,Turnover by T. Frazier (lost ball; steal by S. Muhammad),39,38
153,2,7:17.0,Turnover by K. Towns (bad pass; steal by L. Galloway),,39,38
154,2,7:07.0,,L. Galloway misses 2-pt jump shot from 13 ft (block by K. Towns),39,38
155,2,7:04.0,Defensive rebound by K. Towns,,39,38
156,2,7:00.0,S. Muhammad makes 2-pt layup from 2 ft,,41,38
157,2,6:49.0,,A. Davis misses 2-pt jump shot from 9 ft,41,38
158,2,6:48.0,Defensive rebound by K. Towns,,41,38
159,2,6:43.0,S. Muhammad misses 2-pt layup from 2 ft,,41,38
160,2,6:42.0,,Defensive rebound by E. Moore,41,38
161,2,6:37.0,,Turnover by E. Moore (traveling),41,38
162,2,6:37.0,A. Wiggins enters the game for S. Muhammad,,41,38
163,2,6:20.0,Z. LaVine misses 2-pt jump shot from 17 ft,,41,38
164,2,6:19.0,,Defensive rebound by A. Davis,41,38
165,2,6:09.0,,E. Moore misses 3-pt jump shot from 24 ft,41,38
166,2,6:08.0,Defensive rebound by G. Dieng,,41,38
167,2,5:59.0,Z. LaVine makes 2-pt jump shot from 10 ft,,43,38
168,2,5:38.0,,A. Davis misses 2-pt jump shot from 13 ft,43,38
169,2,5:38.0,Defensive rebound by G. Dieng,,43,38
170,2,5:25.0,G. Dieng makes 2-pt jump shot from 8 ft,,45,38
171,2,5:25.0,Shooting foul by Ö. Aşık (drawn by G. Dieng),,45,38
172,2,5:25.0,,New Orleans full timeout,45,38
173,2,5:25.0,,S. Hill enters the game for L. Galloway,45,38
174,2,5:25.0,R. Rubio enters the game for K. Dunn,,45,38
175,2,5:25.0,G. Dieng makes free throw 1 of 1,,46,38
176,2,5:10.0,,A. Davis makes 2-pt jump shot from 3 ft,46,40
177,2,4:53.0,K. Towns misses 2-pt jump shot from 6 ft,,46,40
178,2,4:53.0,,Defensive rebound by S. Hill,46,40
179,2,4:45.0,,Shooting foul by G. Dieng (drawn by A. Davis),46,40
180,2,4:45.0,,A. Davis misses free throw 1 of 2,46,40
181,2,4:45.0,,Offensive rebound by Team,46,40
182,2,4:45.0,A. Payne enters the game for G. Dieng,,46,40
183,2,4:45.0,,A. Davis makes free throw 2 of 2,46,41
184,2,4:22.0,Z. LaVine misses 2-pt layup from 3 ft,,46,41
185,2,4:12.0,,Defensive rebound by Ö. Aşık,46,41
186,2,4:02.0,,E. Moore makes 2-pt layup from 3 ft (assist by T. Frazier),46,43
187,2,3:52.0,A. Payne makes 2-pt jump shot from 20 ft (assist by R. Rubio),,48,43
188,2,3:45.0,,Turnover by A. Davis (bad pass),48,43
189,2,3:45.0,,T. Jones enters the game for Ö. Aşık,48,43
190,2,3:29.0,K. Towns makes 2-pt layup from 2 ft,,50,43
191,2,3:12.0,,T. Frazier makes 2-pt layup from 2 ft,50,45
192,2,2:57.0,Z. LaVine misses 3-pt jump shot from 26 ft,,50,45
193,2,2:55.0,,Defensive rebound by T. Jones,50,45
194,2,2:38.0,,Shooting foul by R. Rubio (drawn by T. Jones),50,45
195,2,2:38.0,Minnesota full timeout,,50,45
196,2,2:38.0,,T. Jones makes free throw 1 of 2,50,46
197,2,2:38.0,,J. Holiday enters the game for S. Hill,50,45
198,2,2:38.0,,T. Jones makes free throw 2 of 2,50,47
199,2,2:22.0,A. Wiggins misses 2-pt jump shot from 11 ft (block by J. Holiday),,50,47
200,2,2:22.0,Offensive rebound by Team,,50,47
201,2,2:16.0,A. Payne misses 2-pt jump shot from 20 ft,,50,47
202,2,2:11.0,Offensive rebound by R. Rubio,,50,47
203,2,2:11.0,R. Rubio misses 2-pt layup from 1 ft,,50,47
204,2,2:10.0,,Defensive rebound by T. Jones,50,47
205,2,1:57.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Jones),50,49
206,2,1:36.0,A. Wiggins misses 2-pt layup from 4 ft,,50,49
207,2,1:36.0,Offensive rebound by Team,,50,49
208,2,1:27.0,A. Wiggins misses 2-pt jump shot from 10 ft,,50,49
209,2,1:27.0,,Defensive rebound by A. Davis,50,49
210,2,1:27.0,Loose ball foul by K. Towns (drawn by A. Davis),,50,49
211,2,1:27.0,C. Aldrich enters the game for K. Towns,,50,49
212,2,1:09.0,,T. Jones makes 2-pt dunk at rim (assist by T. Frazier),50,51
213,2,0:55.0,,Offensive charge foul by A. Payne (drawn by A. Davis),50,51
214,2,0:55.0,Turnover by A. Payne (offensive foul),,50,51
215,2,0:55.0,,L. Galloway enters the game for T. Frazier,50,51
216,2,0:40.0,,A. Davis misses 2-pt jump shot from 10 ft,50,51
217,2,0:38.0,,Offensive rebound by T. Jones,50,51
218,2,0:38.0,,T. Jones makes 2-pt dunk at rim,50,53
219,2,0:24.0,A. Wiggins misses 3-pt jump shot from 24 ft,,50,53
220,2,0:23.0,,Defensive rebound by Team,50,53
221,2,0:23.0,,T. Frazier enters the game for T. Jones,50,53
222,2,0:23.0,K. Dunn enters the game for C. Aldrich,,50,53
223,2,0:00.0,,J. Holiday misses 2-pt jump shot from 9 ft,50,53
224,2,0:00.0,,Offensive rebound by Team,50,53
225,3,11:42.0,A. Wiggins misses 2-pt layup from 3 ft,,50,53
226,3,11:37.0,Offensive rebound by K. Towns,,50,53
227,3,11:37.0,K. Towns misses 2-pt layup from 2 ft,,50,53
228,3,11:36.0,,Defensive rebound by E. Moore,50,53
229,3,11:27.0,,S. Hill misses 3-pt jump shot from 27 ft,50,53
230,3,11:25.0,Defensive rebound by K. Towns,,50,53
231,3,11:16.0,Z. LaVine misses 2-pt jump shot from 4 ft (block by E. Moore),,50,53
232,3,11:16.0,Offensive rebound by Team,,50,53
233,3,11:09.0,K. Towns makes 3-pt jump shot from 26 ft (assist by R. Rubio),,53,53
234,3,11:04.0,,Turnover by A. Davis (bad pass; steal by R. Rubio),53,53
235,3,10:56.0,G. Dieng makes 2-pt jump shot from 4 ft (assist by R. Rubio),,55,53
236,3,10:41.0,,A. Davis makes 2-pt jump shot from 21 ft (assist by T. Frazier),55,55
237,3,10:31.0,K. Towns misses 2-pt hook shot from 15 ft,,55,55
238,3,10:30.0,,Defensive rebound by E. Moore,55,55
239,3,10:25.0,,A. Davis misses 2-pt jump shot from 17 ft,55,55
240,3,10:24.0,Defensive rebound by K. Towns,,55,55
241,3,10:10.0,A. Wiggins misses 2-pt jump shot from 5 ft,,55,55
242,3,10:09.0,,Defensive rebound by Ö. Aşık,55,55
243,3,9:57.0,,E. Moore misses 2-pt layup from 2 ft,55,55
244,3,9:55.0,,Offensive rebound by Ö. Aşık,55,55
245,3,9:55.0,,Ö. Aşık misses 2-pt layup from 1 ft,55,55
246,3,9:54.0,Defensive rebound by K. Towns,,55,55
247,3,9:53.0,Turnover by K. Towns (bad pass; steal by A. Davis),,55,55
248,3,9:52.0,,E. Moore makes 2-pt layup from 3 ft (assist by A. Davis),55,57
249,3,9:31.0,Z. LaVine makes 2-pt jump shot from 19 ft (assist by G. Dieng),,57,57
250,3,9:18.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by E. Moore),57,60
251,3,9:06.0,Turnover by Z. LaVine (lost ball; steal by S. Hill),,57,60
252,3,9:04.0,,A. Davis makes 2-pt layup from 3 ft (assist by S. Hill),57,62
253,3,9:04.0,,Shooting foul by A. Wiggins (drawn by A. Davis),57,62
254,3,9:04.0,,A. Davis makes free throw 1 of 1,57,63
255,3,8:41.0,R. Rubio misses 2-pt jump shot from 19 ft,,57,63
256,3,8:38.0,,Defensive rebound by S. Hill,57,63
257,3,8:36.0,,Turnover by S. Hill (bad pass; steal by A. Wiggins),57,63
258,3,8:27.0,A. Wiggins misses 2-pt jump shot from 15 ft,,57,63
259,3,8:27.0,,Defensive rebound by S. Hill,57,63
260,3,8:22.0,,T. Frazier makes 2-pt layup from 4 ft,57,65
261,3,8:22.0,,Shooting foul by Z. LaVine (drawn by T. Frazier),57,65
262,3,8:22.0,,T. Frazier makes free throw 1 of 1,57,66
263,3,8:22.0,Minnesota full timeout,,57,66
264,3,8:02.0,G. Dieng makes 2-pt layup from 3 ft (assist by K. Towns),,59,66
265,3,7:48.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Frazier),59,68
266,3,7:29.0,A. Wiggins makes 2-pt layup from 3 ft (assist by G. Dieng),,61,68
267,3,7:17.0,,Turnover by T. Frazier (bad pass),61,68
268,3,6:58.0,A. Wiggins misses 3-pt jump shot from 27 ft,,61,68
269,3,6:57.0,,Defensive rebound by A. Davis,61,68
270,3,6:41.0,,S. Hill misses 3-pt jump shot from 25 ft,61,68
271,3,6:40.0,Defensive rebound by K. Towns,,61,68
272,3,6:32.0,Z. LaVine misses 2-pt jump shot from 3 ft,,61,68
273,3,6:30.0,,Defensive rebound by Ö. Aşık,61,68
274,3,6:14.0,,T. Frazier misses 2-pt jump shot from 4 ft,61,68
275,3,6:14.0,Defensive rebound by G. Dieng,,61,68
276,3,5:54.0,G. Dieng misses 2-pt jump shot from 12 ft,,61,68
277,3,5:53.0,,Defensive rebound by S. Hill,61,68
278,3,5:48.0,,S. Hill makes 2-pt dunk at rim,61,70
279,3,5:44.0,Minnesota full timeout,,61,70
280,3,5:30.0,Turnover by A. Wiggins (traveling),,61,70
281,3,5:18.0,,T. Frazier makes 3-pt jump shot from 26 ft,61,73
282,3,5:06.0,Turnover by Z. LaVine (lost ball; steal by E. Moore),,61,73
283,3,4:59.0,,E. Moore makes 2-pt layup from 2 ft,61,75
284,3,4:44.0,A. Wiggins misses 2-pt jump shot from 3 ft,,61,75
285,3,4:43.0,,Defensive rebound by T. Frazier,61,75
286,3,4:38.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Frazier),61,77
287,3,4:10.0,G. Dieng misses 2-pt jump shot from 6 ft,,61,77
288,3,4:10.0,,Defensive rebound by Ö. Aşık,61,77
289,3,4:00.0,,A. Davis makes 3-pt jump shot from 27 ft (assist by T. Frazier),61,80
290,3,3:59.0,Minnesota full timeout,,61,80
291,3,3:59.0,K. Dunn enters the game for G. Dieng,,61,80
292,3,3:59.0,B. Rush enters the game for Z. LaVine,,61,80
293,3,3:59.0,C. Aldrich enters the game for R. Rubio,,61,80
294,3,3:46.0,A. Wiggins misses 2-pt jump shot from 6 ft (block by S. Hill),,61,80
295,3,3:43.0,,Defensive rebound by T. Frazier,61,80
296,3,3:41.0,,Shooting foul by B. Rush (drawn by Ö. Aşık),61,80
297,3,3:41.0,,Ö. Aşık makes free throw 1 of 2,61,81
298,3,3:41.0,,Ö. Aşık misses free throw 2 of 2,61,81
299,3,3:39.0,Defensive rebound by C. Aldrich,,61,81
300,3,3:28.0,C. Aldrich misses 2-pt layup from 1 ft,,61,81
301,3,3:28.0,,Defensive rebound by Team,61,81
302,3,3:12.0,,A. Davis makes 2-pt layup from 4 ft (assist by T. Frazier),61,83
303,3,3:02.0,K. Towns misses 3-pt jump shot from 27 ft,,61,83
304,3,3:01.0,,Defensive rebound by Ö. Aşık,61,83
305,3,2:44.0,,A. Davis misses 2-pt jump shot from 16 ft,61,83
306,3,2:42.0,Defensive rebound by C. Aldrich,,61,83
307,3,2:37.0,A. Wiggins misses 3-pt jump shot from 27 ft,,61,83
308,3,2:36.0,Offensive rebound by K. Towns,,61,83
309,3,2:32.0,K. Towns makes 2-pt hook shot from 5 ft,,63,83
310,3,2:18.0,,Turnover by T. Frazier (lost ball; steal by K. Dunn),63,83
311,3,2:11.0,K. Dunn makes 2-pt layup from 2 ft (assist by K. Towns),,65,83
312,3,1:50.0,,E. Moore makes 2-pt jump shot from 10 ft (assist by S. Hill),65,85
313,3,1:28.0,Shooting foul by S. Hill (drawn by A. Wiggins),,65,85
314,3,1:28.0,A. Wiggins makes free throw 1 of 2,,66,85
315,3,1:28.0,,T. Jones enters the game for Ö. Aşık,66,85
316,3,1:28.0,,L. Galloway enters the game for E. Moore,66,85
317,3,1:28.0,,J. Holiday enters the game for T. Frazier,66,85
318,3,1:28.0,A. Wiggins makes free throw 2 of 2,,67,85
319,3,1:11.0,,J. Holiday makes 2-pt jump shot from 11 ft,67,87
320,3,0:49.0,A. Wiggins misses 2-pt jump shot from 20 ft,,67,87
321,3,0:48.0,,Defensive rebound by S. Hill,67,87
322,3,0:40.0,,S. Hill misses 3-pt jump shot from 27 ft,67,87
323,3,0:39.0,Defensive rebound by K. Towns,,67,87
324,3,0:28.0,Shooting foul by S. Hill (drawn by A. Wiggins),,67,87
325,3,0:28.0,A. Wiggins misses free throw 1 of 2,,67,87
326,3,0:28.0,Offensive rebound by Team,,67,87
327,3,0:28.0,,B. Hield enters the game for S. Hill,67,87
328,3,0:28.0,A. Wiggins makes free throw 2 of 2,,68,87
329,3,0:20.0,,Personal take foul by K. Dunn (drawn by J. Holiday),68,87
330,3,0:20.0,S. Muhammad enters the game for C. Aldrich,,68,87
331,3,0:10.0,,Shooting foul by K. Dunn (drawn by J. Holiday),68,87
332,3,0:10.0,,J. Holiday makes free throw 1 of 2,68,88
333,3,0:10.0,,J. Holiday makes free throw 2 of 2,68,89
334,3,0:02.0,A. Wiggins misses 2-pt layup from 3 ft (block by T. Jones),,68,89
335,3,0:01.0,,Defensive rebound by A. Davis,68,89
336,4,11:47.0,,Shooting foul by K. Dunn (drawn by Ö. Aşık),68,89
337,4,11:47.0,,Ö. Aşık misses free throw 1 of 2,68,89
338,4,11:47.0,,Offensive rebound by Team,68,89
339,4,11:47.0,,Ö. Aşık makes free throw 2 of 2,68,90
340,4,11:32.0,Z. LaVine misses 3-pt jump shot from 28 ft,,68,90
341,4,11:31.0,,Defensive rebound by Ö. Aşık,68,90
342,4,11:22.0,,J. Holiday misses 3-pt jump shot from 26 ft,68,90
343,4,11:21.0,Defensive rebound by C. Aldrich,,68,90
344,4,11:13.0,N. Bjelica makes 3-pt jump shot from 28 ft (assist by Z. LaVine),,71,90
345,4,10:59.0,,Turnover by B. Hield (bad pass),71,90
346,4,10:42.0,S. Muhammad misses 3-pt jump shot from 25 ft,,71,90
347,4,10:41.0,,Defensive rebound by T. Jones,71,90
348,4,10:30.0,,L. Galloway makes 3-pt jump shot from 27 ft (assist by J. Holiday),71,93
349,4,10:11.0,K. Dunn misses 2-pt jump shot from 20 ft,,71,93
350,4,10:11.0,Offensive rebound by S. Muhammad,,71,93
351,4,10:11.0,Shooting foul by J. Holiday (drawn by S. Muhammad),,71,93
352,4,10:11.0,S. Muhammad makes free throw 1 of 2,,72,93
353,4,10:11.0,S. Muhammad misses free throw 2 of 2,,72,93
354,4,10:09.0,,Defensive rebound by Ö. Aşık,72,93
355,4,10:01.0,,L. Galloway misses 3-pt jump shot from 25 ft,72,93
356,4,9:59.0,Defensive rebound by K. Dunn,,72,93
357,4,9:51.0,Shooting foul by L. Galloway (drawn by Z. LaVine),,72,93
358,4,9:51.0,Z. LaVine makes free throw 1 of 2,,73,93
359,4,9:51.0,Z. LaVine makes free throw 2 of 2,,74,93
360,4,9:37.0,,B. Hield misses 3-pt jump shot from 27 ft,74,93
361,4,9:36.0,Defensive rebound by N. Bjelica,,74,93
362,4,9:29.0,Z. LaVine makes 2-pt layup from 2 ft,,76,93
363,4,9:29.0,,New Orleans full timeout,76,93
364,4,9:29.0,,A. Davis enters the game for Ö. Aşık,76,93
365,4,9:29.0,,T. Frazier enters the game for B. Hield,76,93
366,4,9:09.0,,L. Galloway makes 3-pt jump shot from 27 ft (assist by J. Holiday),76,96
367,4,8:53.0,S. Muhammad makes 2-pt hook shot from 7 ft (assist by N. Bjelica),,78,96
368,4,8:32.0,,T. Jones makes 2-pt layup from 2 ft (assist by J. Holiday),78,98
369,4,8:13.0,Z. LaVine misses 2-pt jump shot from 16 ft,,78,98
370,4,8:12.0,Offensive rebound by C. Aldrich,,78,98
371,4,8:05.0,Z. LaVine misses 2-pt jump shot from 21 ft,,78,98
372,4,8:04.0,,Defensive rebound by T. Jones,78,98
373,4,7:49.0,,A. Davis misses 2-pt jump shot from 15 ft,78,98
374,4,7:48.0,Defensive rebound by N. Bjelica,,78,98
375,4,7:45.0,Z. LaVine makes 2-pt jump shot from 7 ft (assist by N. Bjelica),,80,98
376,4,7:45.0,Shooting foul by J. Holiday (drawn by Z. LaVine),,80,98
377,4,7:45.0,Z. LaVine makes free throw 1 of 1,,81,98
378,4,7:26.0,,A. Davis misses 2-pt jump shot from 14 ft,81,98
379,4,7:25.0,Defensive rebound by Z. LaVine,,81,98
380,4,7:15.0,K. Dunn misses 2-pt jump shot from 20 ft,,81,98
381,4,7:14.0,,Defensive rebound by A. Davis,81,98
382,4,7:03.0,,Shooting foul by Z. LaVine (drawn by J. Holiday),81,98
