,QUARTER,TIME_REMAINING,HOUSTON_ACTION,PHOENIX_ACTION,HOUSTON_SCORE,PHOENIX_SCORE
51,1,5:54.0,L. Williams enters the game for S. Dekker,,18,10
52,1,5:54.0,N. Hilário enters the game for C. Capela,,18,10
53,1,5:54.0,E. Gordon makes free throw 1 of 1,,19,10
54,1,5:39.0,,M. Chriss misses 2-pt hook shot from 4 ft,19,10
55,1,5:37.0,,Offensive rebound by D. Bender,19,10
56,1,5:37.0,,D. Bender misses 2-pt layup from 1 ft,19,10
57,1,5:37.0,Defensive rebound by M. Harrell,,19,10
58,1,5:20.0,N. Hilário misses 2-pt jump shot from 15 ft,,19,10
59,1,5:19.0,,Defensive rebound by D. Bender,19,10
60,1,5:07.0,,Turnover by D. Booker (bad pass; steal by P. Beverley),19,10
61,1,5:02.0,N. Hilário makes 2-pt dunk at rim (assist by P. Beverley),,21,10
62,1,4:42.0,,A. Len misses 2-pt jump shot from 19 ft,21,10
63,1,4:42.0,Defensive rebound by P. Beverley,,21,10
64,1,4:30.0,P. Beverley makes 3-pt jump shot from 26 ft,,24,10
65,1,4:30.0,,Phoenix full timeout,24,10
66,1,4:30.0,,J. Dudley enters the game for A. Len,24,10
67,1,4:30.0,I. Taylor enters the game for P. Beverley,,24,10
68,1,4:19.0,,Turnover by D. Bender (bad pass; steal by M. Harrell),24,10
69,1,4:14.0,Shooting foul by T. Ulis (drawn by L. Williams),,24,10
70,1,4:14.0,L. Williams misses free throw 1 of 2,,24,10
71,1,4:14.0,Offensive rebound by Team,,24,10
72,1,4:14.0,L. Williams makes free throw 2 of 2,,25,10
73,1,4:01.0,,D. Booker misses 2-pt jump shot from 11 ft,25,10
74,1,4:01.0,Defensive rebound by N. Hilário,,25,10
75,1,3:50.0,M. Harrell misses 3-pt jump shot from 24 ft,,25,10
76,1,3:50.0,,Defensive rebound by J. Dudley,25,10
77,1,3:40.0,,D. Bender makes 2-pt hook shot from 5 ft,25,12
78,1,3:23.0,E. Gordon misses 3-pt jump shot from 29 ft,,25,12
79,1,3:23.0,,Defensive rebound by D. Booker,25,12
80,1,3:18.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by D. Booker),25,15
81,1,3:06.0,Turnover by L. Williams (bad pass; steal by D. Booker),,25,15
82,1,3:01.0,,D. Bender makes 2-pt dunk from 2 ft (assist by D. Booker),25,17
83,1,2:51.0,Houston full timeout,,25,17
84,1,2:51.0,T. Williams enters the game for E. Gordon,,25,17
85,1,2:46.0,L. Williams misses 3-pt jump shot from 25 ft,,25,17
86,1,2:45.0,,Defensive rebound by D. Bender,25,17
87,1,2:28.0,,D. Booker misses 3-pt jump shot from 25 ft,25,17
88,1,2:28.0,Defensive rebound by N. Hilário,,25,17
89,1,2:18.0,N. Hilário makes 2-pt dunk at rim (assist by T. Williams),,27,17
90,1,2:02.0,,T. Ulis makes 2-pt jump shot from 6 ft,27,19
91,1,1:54.0,Personal foul by T. Ulis (drawn by L. Williams),,27,19
92,1,1:54.0,,R. Price enters the game for T. Ulis,27,19
93,1,1:45.0,I. Taylor misses 2-pt layup from 2 ft (block by D. Bender),,27,19
94,1,1:44.0,,Defensive rebound by J. Dudley,27,19
95,1,1:31.0,,J. Dudley misses 2-pt layup from 3 ft,27,19
96,1,1:30.0,,Offensive rebound by R. Price,27,19
97,1,1:25.0,,D. Bender misses 3-pt jump shot from 28 ft,27,19
98,1,1:23.0,,Offensive rebound by M. Chriss,27,19
99,1,1:23.0,,M. Chriss makes 2-pt dunk from 2 ft,27,21
100,1,1:03.0,T. Williams makes 3-pt jump shot from 27 ft (assist by M. Harrell),,30,21
101,1,0:43.0,,Turnover by D. Booker (bad pass; steal by N. Hilário),30,21
102,1,0:34.0,Personal block foul by D. Bender (drawn by M. Harrell),,30,21
103,1,0:34.0,M. Harrell misses free throw 1 of 2,,30,21
104,1,0:34.0,Offensive rebound by Team,,30,21
105,1,0:34.0,M. Harrell makes free throw 2 of 2,,31,21
106,1,0:23.0,,R. Price misses 3-pt jump shot from 25 ft,31,21
107,1,0:23.0,Defensive rebound by T. Williams,,31,21
108,1,0:06.0,M. Harrell misses 3-pt jump shot from 24 ft,,31,21
109,1,0:05.0,,Defensive rebound by D. Bender,31,21
110,1,0:03.0,,Personal take foul by I. Taylor (drawn by D. Booker),31,21
111,1,0:00.0,,D. Booker misses 2-pt jump shot from 24 ft,31,21
112,1,0:00.0,,Offensive rebound by Team,31,21
113,2,11:42.0,,A. Williams misses 2-pt hook shot from 5 ft,31,21
114,2,11:41.0,Defensive rebound by C. Capela,,31,21
115,2,11:28.0,Turnover by L. Williams (bad pass; steal by R. Price),,31,21
116,2,11:23.0,,T. Ulis makes 2-pt layup from 1 ft (assist by R. Price),31,23
117,2,11:08.0,L. Williams misses 3-pt jump shot from 27 ft,,31,23
118,2,11:07.0,,Defensive rebound by A. Williams,31,23
119,2,10:56.0,,D. Bender makes 2-pt hook shot from 6 ft (assist by T. Ulis),31,25
120,2,10:44.0,I. Taylor misses 3-pt jump shot from 28 ft,,31,25
121,2,10:43.0,,Defensive rebound by J. Dudley,31,25
122,2,10:35.0,,R. Price misses 3-pt jump shot from 28 ft,31,25
123,2,10:34.0,,Offensive rebound by A. Williams,31,25
124,2,10:31.0,,D. Bender misses 3-pt jump shot from 26 ft,31,25
125,2,10:30.0,Defensive rebound by I. Taylor,,31,25
126,2,10:22.0,Shooting foul by D. Bender (drawn by T. Williams),,31,25
127,2,10:22.0,T. Williams misses free throw 1 of 2,,31,25
128,2,10:22.0,Offensive rebound by Team,,31,25
129,2,10:22.0,T. Williams makes free throw 2 of 2,,32,25
130,2,10:08.0,,J. Dudley misses 3-pt jump shot from 27 ft,32,25
131,2,10:08.0,,Offensive rebound by D. Bender,32,25
132,2,10:06.0,,D. Bender misses 2-pt layup from 1 ft,32,25
133,2,10:04.0,,Offensive rebound by D. Bender,32,25
134,2,10:04.0,,D. Bender misses 2-pt layup from 2 ft,32,25
135,2,10:03.0,,Offensive rebound by A. Williams,32,25
136,2,10:03.0,,A. Williams misses 2-pt layup from 1 ft,32,25
137,2,10:02.0,Defensive rebound by C. Capela,,32,25
138,2,9:52.0,C. Capela misses 2-pt layup from 2 ft (block by A. Williams),,32,25
139,2,9:49.0,Offensive rebound by L. Williams,,32,25
140,2,9:49.0,L. Williams makes 2-pt layup from 1 ft,,34,25
141,2,9:45.0,,A. Williams makes 2-pt dunk at rim (assist by T. Ulis),34,27
142,2,9:39.0,T. Williams makes 3-pt jump shot from 24 ft (assist by L. Williams),,37,27
143,2,9:28.0,,Turnover by T. Ulis (lost ball; steal by I. Taylor),37,27
144,2,9:23.0,Turnover by C. Capela (bad pass; steal by J. Dudley),,37,27
145,2,9:11.0,,D. Bender makes 3-pt jump shot from 24 ft (assist by R. Price),37,30
146,2,9:01.0,P. Beverley enters the game for I. Taylor,,37,30
147,2,9:01.0,E. Gordon enters the game for L. Williams,,37,30
148,2,9:01.0,,D. Jones enters the game for D. Bender,37,30
149,2,8:52.0,P. Beverley misses 2-pt jump shot from 12 ft,,37,30
150,2,8:52.0,,Defensive rebound by D. Jones,37,30
151,2,8:44.0,,A. Williams misses 2-pt layup from 1 ft,37,30
152,2,8:43.0,,Offensive rebound by A. Williams,37,30
153,2,8:43.0,,A. Williams misses 2-pt layup from 1 ft,37,30
154,2,8:42.0,,Offensive rebound by J. Dudley,37,30
155,2,8:39.0,,J. Dudley misses 3-pt jump shot from 24 ft,37,30
156,2,8:39.0,,Offensive rebound by D. Jones,37,30
157,2,8:39.0,,D. Jones misses 2-pt layup from 1 ft,37,30
158,2,8:38.0,,Offensive rebound by D. Jones,37,30
159,2,8:15.0,,T. Ulis misses 3-pt jump shot from 25 ft,37,30
160,2,8:15.0,,Offensive rebound by D. Jones,37,30
161,2,8:11.0,,D. Jones makes 2-pt layup from 2 ft,37,32
162,2,7:48.0,T. Williams makes 3-pt jump shot from 24 ft (assist by P. Beverley),,40,32
163,2,7:37.0,,R. Price misses 2-pt layup from 2 ft (block by E. Gordon),40,32
164,2,7:36.0,,Offensive rebound by T. Ulis,40,32
165,2,7:33.0,,J. Dudley misses 3-pt jump shot from 25 ft,40,32
166,2,7:33.0,,Offensive rebound by J. Dudley,40,32
167,2,7:27.0,,T. Ulis makes 3-pt jump shot from 27 ft (assist by J. Dudley),40,35
168,2,7:12.0,E. Gordon makes 2-pt layup from 2 ft (assist by P. Beverley),,42,35
169,2,7:03.0,,A. Williams misses 2-pt layup from 1 ft (block by E. Gordon),42,35
170,2,7:01.0,Defensive rebound by S. Dekker,,42,35
171,2,7:00.0,Personal take foul by J. Dudley (drawn by S. Dekker),,42,35
172,2,7:00.0,Official timeout,,42,35
173,2,7:00.0,,D. Booker enters the game for R. Price,42,35
174,2,7:00.0,,A. Len enters the game for A. Williams,42,35
175,2,7:00.0,K. Wiltjer enters the game for T. Williams,,42,35
176,2,6:47.0,P. Beverley makes 3-pt jump shot from 28 ft,,45,35
177,2,6:31.0,,T. Ulis makes 2-pt jump shot from 17 ft,45,37
178,2,6:16.0,C. Capela makes 2-pt layup at rim (assist by P. Beverley),,47,37
179,2,6:02.0,,T. Ulis makes 2-pt jump shot from 19 ft,47,39
180,2,5:52.0,Turnover by P. Beverley (bad pass; steal by J. Dudley),,47,39
181,2,5:45.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by T. Ulis),47,42
182,2,5:32.0,E. Gordon misses 3-pt jump shot from 25 ft,,47,42
183,2,5:32.0,,Defensive rebound by J. Dudley,47,42
184,2,5:21.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by D. Booker),47,45
185,2,5:05.0,E. Gordon misses 2-pt layup from 1 ft,,47,45
186,2,5:05.0,,Defensive rebound by A. Len,47,45
187,2,4:59.0,,T. Ulis makes 2-pt layup from 1 ft,47,47
188,2,4:59.0,,Shooting foul by E. Gordon (drawn by T. Ulis),47,47
189,2,4:59.0,,Phoenix full timeout,47,47
190,2,4:59.0,T. Williams enters the game for S. Dekker,,47,47
191,2,4:59.0,N. Hilário enters the game for C. Capela,,47,47
192,2,4:59.0,,T. Ulis makes free throw 1 of 1,47,48
193,2,4:46.0,K. Wiltjer misses 3-pt jump shot from 25 ft,,47,48
194,2,4:46.0,,Defensive rebound by J. Dudley,47,48
195,2,4:39.0,,J. Dudley misses 3-pt jump shot from 28 ft,47,48
196,2,4:38.0,Defensive rebound by T. Williams,,47,48
197,2,4:28.0,T. Williams makes 3-pt jump shot from 27 ft (assist by E. Gordon),,50,48
198,2,4:13.0,,D. Booker misses 3-pt jump shot from 26 ft,50,48
199,2,4:12.0,Defensive rebound by N. Hilário,,50,48
200,2,3:57.0,Turnover by K. Wiltjer (traveling),,50,48
201,2,3:35.0,,T. Ulis misses 3-pt jump shot from 30 ft,50,48
202,2,3:35.0,Defensive rebound by Team,,50,48
203,2,3:26.0,E. Gordon misses 3-pt jump shot from 25 ft,,50,48
204,2,3:24.0,,Defensive rebound by T. Ulis,50,48
205,2,3:10.0,,Shooting foul by K. Wiltjer (drawn by J. Dudley),50,48
206,2,3:10.0,,J. Dudley makes free throw 1 of 2,50,49
207,2,3:10.0,,J. Dudley makes free throw 2 of 2,50,50
208,2,2:53.0,P. Beverley misses 2-pt layup from 1 ft,,50,50
209,2,2:52.0,,Defensive rebound by J. Dudley,50,50
210,2,2:47.0,,D. Jones makes 2-pt dunk at rim (assist by D. Booker),50,52
211,2,2:34.0,E. Gordon makes 2-pt layup from 2 ft,,52,52
212,2,2:23.0,,Turnover by T. Ulis (discontinued dribble),52,52
213,2,2:23.0,Houston full timeout,,52,52
214,2,2:23.0,,M. Chriss enters the game for A. Len,52,52
215,2,2:23.0,L. Williams enters the game for K. Wiltjer,,52,52
216,2,2:13.0,Turnover by N. Hilário (bad pass),,52,52
217,2,1:57.0,,D. Booker makes 2-pt jump shot from 7 ft,52,54
218,2,1:44.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by E. Gordon),,54,54
219,2,1:24.0,,M. Chriss misses 3-pt jump shot from 27 ft,54,54
220,2,1:24.0,Defensive rebound by P. Beverley,,54,54
221,2,1:13.0,P. Beverley makes 2-pt jump shot from 4 ft,,56,54
222,2,1:01.0,,D. Jones misses 2-pt jump shot from 19 ft,56,54
223,2,1:00.0,Defensive rebound by T. Williams,,56,54
224,2,0:54.0,T. Williams makes 3-pt jump shot from 27 ft (assist by P. Beverley),,59,54
225,2,0:36.0,,Personal foul by T. Williams (drawn by D. Booker),59,54
226,2,0:27.0,,T. Ulis misses 2-pt jump shot from 9 ft,59,54
227,2,0:26.0,,Offensive rebound by M. Chriss,59,54
228,2,0:23.0,,M. Chriss misses 2-pt layup at rim,59,54
229,2,0:22.0,Defensive rebound by P. Beverley,,59,54
230,2,0:16.0,L. Williams misses 3-pt jump shot from 25 ft,,59,54
231,2,0:15.0,Offensive rebound by P. Beverley,,59,54
232,2,0:02.0,T. Williams misses 3-pt jump shot from 27 ft,,59,54
233,2,0:01.0,,Defensive rebound by T. Ulis,59,54
234,2,0:00.0,,T. Ulis misses 3-pt jump shot from 49 ft,59,54
235,2,0:00.0,,Offensive rebound by Team,59,54
236,3,11:48.0,,Shooting foul by C. Capela (drawn by M. Chriss),59,54
237,3,11:48.0,,M. Chriss misses free throw 1 of 2,59,54
238,3,11:48.0,,Offensive rebound by Team,59,54
239,3,11:48.0,,M. Chriss misses free throw 2 of 2,59,54
240,3,11:48.0,Defensive rebound by C. Capela,,59,54
241,3,11:33.0,P. Beverley makes 2-pt jump shot from 9 ft,,61,54
242,3,11:23.0,,Turnover by M. Chriss (traveling),61,54
243,3,11:06.0,C. Capela misses 2-pt layup from 2 ft (block by A. Len),,61,54
244,3,11:05.0,,Defensive rebound by T. Ulis,61,54
245,3,10:55.0,,M. Chriss misses 3-pt jump shot from 26 ft,61,54
246,3,10:55.0,,Offensive rebound by T. Ulis,61,54
247,3,10:51.0,,T. Ulis makes 2-pt jump shot from 16 ft,61,56
248,3,10:45.0,E. Gordon misses 2-pt layup from 2 ft (block by D. Jones),,61,56
249,3,10:44.0,Offensive rebound by Team,,61,56
250,3,10:41.0,P. Beverley makes 2-pt jump shot from 5 ft (assist by T. Williams),,63,56
251,3,10:28.0,,A. Len misses 2-pt jump shot from 4 ft,63,56
252,3,10:22.0,Defensive rebound by C. Capela,,63,56
253,3,10:16.0,P. Beverley makes 2-pt jump shot from 5 ft,,65,56
254,3,10:08.0,,Turnover by A. Len (bad pass),65,56
255,3,9:57.0,Turnover by C. Capela (traveling),,65,56
256,3,9:51.0,,Personal foul by T. Williams (drawn by D. Booker),65,56
257,3,9:47.0,,D. Booker makes 3-pt jump shot from 27 ft (assist by T. Ulis),65,59
258,3,9:39.0,E. Gordon misses 2-pt layup from 2 ft,,65,59
259,3,9:38.0,,Defensive rebound by D. Booker,65,59
260,3,9:36.0,Offensive charge foul by D. Booker (drawn by P. Beverley),,65,59
261,3,9:36.0,,Turnover by D. Booker (offensive foul),65,59
262,3,9:26.0,Turnover by P. Beverley (bad pass; steal by D. Jones),,65,59
263,3,9:20.0,,D. Booker makes 2-pt jump shot from 16 ft (assist by T. Ulis),65,61
264,3,9:11.0,Shooting foul by A. Len (drawn by E. Gordon),,65,61
265,3,9:11.0,E. Gordon makes 2-pt jump shot from 3 ft,,67,61
266,3,9:11.0,E. Gordon makes free throw 1 of 1,,68,61
267,3,8:59.0,,Shooting foul by T. Williams (drawn by D. Booker),68,61
268,3,8:59.0,,D. Booker makes free throw 1 of 2,68,62
269,3,8:59.0,,D. Booker makes free throw 2 of 2,68,63
270,3,8:43.0,P. Beverley makes 2-pt layup at rim,,70,63
271,3,8:20.0,,T. Ulis makes 2-pt jump shot from 16 ft,70,65
272,3,8:07.0,E. Gordon misses 2-pt layup from 3 ft,,70,65
273,3,8:06.0,,Defensive rebound by T. Ulis,70,65
274,3,8:02.0,,D. Booker misses 2-pt layup at rim,70,65
275,3,8:00.0,Defensive rebound by E. Gordon,,70,65
276,3,7:42.0,P. Beverley misses 2-pt jump shot from 11 ft,,70,65
277,3,7:41.0,Offensive rebound by C. Capela,,70,65
278,3,7:39.0,C. Capela misses 2-pt dunk at rim,,70,65
279,3,7:36.0,Offensive rebound by P. Beverley,,70,65
280,3,7:31.0,T. Williams misses 3-pt jump shot from 26 ft,,70,65
281,3,7:30.0,,Defensive rebound by M. Chriss,70,65
282,3,7:24.0,,T. Ulis makes 3-pt jump shot from 27 ft (assist by D. Booker),70,68
283,3,7:05.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by C. Capela),,73,68
284,3,6:59.0,,Shooting foul by P. Beverley (drawn by M. Chriss),73,68
285,3,6:59.0,,M. Chriss makes 2-pt layup from 2 ft (assist by T. Ulis),73,70
286,3,6:59.0,,M. Chriss makes free throw 1 of 1,73,71
287,3,6:50.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Capela),,76,71
288,3,6:40.0,,Turnover by T. Ulis (lost ball),76,71
289,3,6:26.0,P. Beverley misses 3-pt jump shot from 26 ft,,76,71
290,3,6:25.0,,Defensive rebound by M. Chriss,76,71
291,3,6:20.0,,Shooting foul by P. Beverley (drawn by A. Len),76,71
292,3,6:20.0,Houston full timeout,,76,71
293,3,6:20.0,,A. Len makes free throw 1 of 2,76,72
294,3,6:20.0,L. Williams enters the game for S. Dekker,,76,71
295,3,6:20.0,N. Hilário enters the game for C. Capela,,76,71
296,3,6:20.0,M. Harrell enters the game for P. Beverley,,76,71
297,3,6:20.0,,A. Len makes free throw 2 of 2,76,73
298,3,6:09.0,Offensive foul by L. Williams (drawn by T. Ulis),,76,73
299,3,6:09.0,Turnover by L. Williams (offensive foul),,76,73
300,3,5:53.0,,M. Chriss misses 3-pt jump shot from 26 ft,76,73
301,3,5:53.0,Defensive rebound by T. Williams,,76,73
302,3,5:42.0,N. Hilário misses 2-pt layup at rim,,76,73
303,3,5:40.0,Offensive rebound by E. Gordon,,76,73
304,3,5:40.0,E. Gordon makes 2-pt layup from 2 ft,,78,73
305,3,5:30.0,,D. Booker misses 2-pt jump shot from 20 ft,78,73
306,3,5:29.0,Defensive rebound by L. Williams,,78,73
307,3,5:16.0,Shooting foul by D. Jones (drawn by N. Hilário),,78,73
308,3,5:16.0,N. Hilário misses free throw 1 of 2,,78,73
309,3,5:16.0,Offensive rebound by Team,,78,73
310,3,5:16.0,N. Hilário misses free throw 2 of 2,,78,73
311,3,5:16.0,,J. Dudley enters the game for D. Jones,78,73
312,3,5:16.0,,D. Bender enters the game for M. Chriss,78,73
313,3,5:15.0,,Defensive rebound by A. Len,78,73
314,3,5:01.0,,Turnover by D. Booker (bad pass),78,73
315,3,4:46.0,N. Hilário misses 2-pt jump shot from 18 ft,,78,73
316,3,4:45.0,,Defensive rebound by D. Bender,78,73
317,3,4:39.0,,T. Ulis makes 2-pt jump shot from 18 ft,78,75
318,3,4:28.0,L. Williams makes 2-pt jump shot from 15 ft,,80,75
319,3,4:18.0,,J. Dudley misses 3-pt jump shot from 25 ft,80,75
320,3,4:17.0,Defensive rebound by M. Harrell,,80,75
321,3,4:01.0,L. Williams misses 3-pt jump shot from 28 ft,,80,75
322,3,4:01.0,,Defensive rebound by A. Len,80,75
323,3,3:50.0,,T. Ulis makes 2-pt jump shot from 13 ft,80,77
324,3,3:39.0,E. Gordon misses 2-pt layup from 2 ft (block by D. Bender),,80,77
325,3,3:37.0,Offensive rebound by T. Williams,,80,77
326,3,3:34.0,E. Gordon misses 3-pt jump shot from 23 ft,,80,77
327,3,3:33.0,,Defensive rebound by A. Len,80,77
328,3,3:24.0,,Shooting block foul by M. Harrell (drawn by D. Bender),80,77
329,3,3:24.0,,D. Bender misses free throw 1 of 2,80,77
330,3,3:24.0,,Offensive rebound by Team,80,77
331,3,3:24.0,,D. Bender misses free throw 2 of 2,80,77
332,3,3:23.0,Defensive rebound by M. Harrell,,80,77
333,3,3:02.0,T. Williams misses 2-pt jump shot from 5 ft,,80,77
334,3,3:02.0,,Defensive rebound by A. Len,80,77
335,3,2:47.0,,Shooting foul by M. Harrell (drawn by D. Booker),80,77
336,3,2:47.0,,Phoenix full timeout,80,77
337,3,2:47.0,,D. Booker makes free throw 1 of 2,80,78
338,3,2:47.0,I. Taylor enters the game for T. Williams,,80,77
339,3,2:47.0,,R. Price enters the game for T. Ulis,80,77
340,3,2:47.0,,D. Booker makes free throw 2 of 2,80,79
341,3,2:36.0,Shooting foul by R. Price (drawn by I. Taylor),,80,79
342,3,2:36.0,I. Taylor makes free throw 1 of 2,,81,79
343,3,2:36.0,I. Taylor misses free throw 2 of 2,,81,79
344,3,2:36.0,,Defensive rebound by A. Len,81,79
345,3,2:23.0,,D. Booker misses 2-pt layup from 3 ft,81,79
346,3,2:22.0,Defensive rebound by N. Hilário,,81,79
347,3,2:12.0,M. Harrell misses 2-pt dunk at rim (block by A. Len),,81,79
348,3,2:11.0,,Defensive rebound by D. Booker,81,79
349,3,2:08.0,Offensive charge foul by D. Booker (drawn by L. Williams),,81,79
350,3,2:08.0,,Turnover by D. Booker (offensive foul),81,79
351,3,1:54.0,Shooting foul by D. Booker (drawn by N. Hilário),,81,79
352,3,1:54.0,,Technical foul by D. Booker,81,79
353,3,1:54.0,E. Gordon misses technical free throw,,81,79
354,3,1:54.0,Offensive rebound by Team,,81,79
355,3,1:54.0,N. Hilário makes free throw 1 of 2,,82,79
356,3,1:54.0,,T. Ulis enters the game for D. Booker,81,79
357,3,1:54.0,N. Hilário misses free throw 2 of 2,,82,79
358,3,1:53.0,,Defensive rebound by A. Len,82,79
359,3,1:37.0,,J. Dudley makes 2-pt jump shot from 20 ft (assist by T. Ulis),82,81
360,3,1:25.0,N. Hilário makes 2-pt jump shot from 18 ft,,84,81
361,3,1:10.0,,Offensive foul by A. Len (drawn by I. Taylor),84,81
362,3,1:10.0,,Turnover by A. Len (offensive foul),84,81
363,3,1:06.0,Shooting block foul by T. Ulis (drawn by L. Williams),,84,81
364,3,1:06.0,L. Williams makes free throw 1 of 2,,85,81
365,3,1:06.0,L. Williams makes free throw 2 of 2,,86,81
366,3,0:51.0,,T. Ulis misses 2-pt jump shot from 21 ft,86,81
367,3,0:51.0,,Offensive rebound by Team,86,81
368,3,0:51.0,Loose ball foul by N. Hilário (drawn by A. Len),,86,81
369,3,0:51.0,,A. Len makes free throw 1 of 2,86,82
370,3,0:51.0,P. Beverley enters the game for E. Gordon,,86,82
371,3,0:51.0,,A. Len makes free throw 2 of 2,86,83
372,3,0:41.0,M. Harrell misses 3-pt jump shot from 25 ft,,86,83
373,3,0:41.0,Offensive rebound by L. Williams,,86,83
374,3,0:33.0,Shooting foul by D. Bender (drawn by N. Hilário),,86,83
375,3,0:33.0,N. Hilário makes free throw 1 of 2,,87,83
376,3,0:33.0,N. Hilário makes free throw 2 of 2,,88,83
377,3,0:16.0,,J. Dudley misses 3-pt jump shot from 26 ft,88,83
378,3,0:16.0,Defensive rebound by P. Beverley,,88,83
379,3,0:00.0,M. Harrell makes 2-pt jump shot from 6 ft,,90,83
380,4,11:47.0,C. Capela misses 2-pt layup from 1 ft,,90,83
381,4,11:46.0,Offensive rebound by C. Capela,,90,83
382,4,11:46.0,C. Capela makes 2-pt layup from 1 ft,,92,83
383,4,11:36.0,,T. Ulis makes 2-pt jump shot from 12 ft (assist by R. Price),92,85
384,4,11:23.0,P. Beverley misses 3-pt jump shot from 24 ft,,92,85
385,4,11:22.0,,Defensive rebound by Team,92,85
386,4,11:11.0,,Personal foul by I. Taylor (drawn by A. Williams),92,85
387,4,11:03.0,,Offensive foul by A. Williams (drawn by I. Taylor),92,85
388,4,11:03.0,,Turnover by A. Williams (offensive foul),92,85
389,4,10:52.0,Turnover by L. Williams (bad pass; steal by R. Price),,92,85
390,4,10:40.0,,Turnover by A. Williams (offensive foul),92,85
391,4,10:40.0,,Offensive foul by A. Williams (drawn by P. Beverley),92,85
392,4,10:24.0,T. Williams makes 3-pt jump shot from 28 ft (assist by P. Beverley),,95,85
393,4,10:23.0,,Phoenix full timeout,95,85
