,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,UTAH_ACTION,NEW ORLEANS_SCORE,UTAH_SCORE
120,2,9:48.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by B. Diaw),21,39
121,2,9:33.0,J. Holiday makes 2-pt jump shot from 21 ft,,23,39
122,2,9:11.0,,Turnover by R. Hood (traveling),23,39
123,2,9:11.0,D. Cunningham enters the game for S. Hill,,23,39
124,2,9:01.0,A. Davis makes 2-pt jump shot from 18 ft,,25,39
125,2,8:40.0,,D. Exum misses 2-pt layup from 2 ft,25,39
126,2,8:39.0,Defensive rebound by A. Davis,,25,39
127,2,8:36.0,A. Davis makes 2-pt layup from 2 ft (assist by T. Frazier),,27,39
128,2,8:36.0,Shooting foul by J. Withey (drawn by A. Davis),,27,39
129,2,8:36.0,S. Hill enters the game for T. Frazier,,27,39
130,2,8:36.0,,G. Hill enters the game for R. Neto,27,39
131,2,8:36.0,,R. Gobert enters the game for J. Withey,27,39
132,2,8:36.0,,J. Ingles enters the game for R. Hood,27,39
133,2,8:36.0,A. Davis makes free throw 1 of 1,,28,39
134,2,8:15.0,,D. Exum misses 2-pt layup from 2 ft,28,39
135,2,8:15.0,Defensive rebound by A. Davis,,28,39
136,2,8:07.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,30,39
137,2,7:42.0,,B. Diaw makes 2-pt layup from 1 ft,30,41
138,2,7:24.0,A. Davis makes 2-pt jump shot from 13 ft,,32,41
139,2,7:24.0,Shooting foul by D. Exum (drawn by A. Davis),,32,41
140,2,7:24.0,,S. Mack enters the game for D. Exum,32,41
141,2,7:24.0,A. Davis makes free throw 1 of 1,,33,41
142,2,7:05.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by B. Diaw),33,44
143,2,6:47.0,E. Moore misses 2-pt jump shot from 5 ft,,33,44
144,2,6:47.0,,Defensive rebound by S. Mack,33,44
145,2,6:28.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by B. Diaw),33,47
146,2,6:13.0,J. Holiday makes 2-pt jump shot from 16 ft,,35,47
147,2,5:55.0,,J. Ingles misses 2-pt layup from 3 ft,35,47
148,2,5:55.0,,Offensive rebound by R. Gobert,35,47
149,2,5:55.0,,R. Gobert misses 2-pt layup from 2 ft,35,47
150,2,5:55.0,,Offensive rebound by Team,35,47
151,2,5:55.0,,Personal foul by E. Moore (drawn by R. Gobert),35,47
152,2,5:55.0,Official timeout,,35,47
153,2,5:55.0,J. Crawford enters the game for E. Moore,,35,47
154,2,5:48.0,,S. Mack misses 3-pt jump shot from 25 ft,35,47
155,2,5:48.0,Defensive rebound by S. Hill,,35,47
156,2,5:35.0,Shooting foul by R. Gobert (drawn by A. Davis),,35,47
157,2,5:35.0,A. Davis makes free throw 1 of 2,,36,47
158,2,5:35.0,A. Davis makes free throw 2 of 2,,37,47
159,2,5:21.0,,G. Hill misses 3-pt jump shot from 25 ft,37,47
160,2,5:21.0,Defensive rebound by A. Davis,,37,47
161,2,5:09.0,J. Holiday makes 2-pt jump shot from 6 ft,,39,47
162,2,4:51.0,,G. Hill makes 2-pt jump shot from 4 ft (assist by B. Diaw),39,49
163,2,4:34.0,Turnover by J. Holiday (lost ball; steal by B. Diaw),,39,49
164,2,4:30.0,,Turnover by G. Hill (bad pass; steal by A. Davis),39,49
165,2,4:21.0,A. Davis makes 2-pt jump shot from 21 ft,,41,49
166,2,4:16.0,,Utah full timeout,41,49
167,2,4:16.0,,J. Johnson enters the game for S. Mack,41,49
168,2,4:16.0,,R. Hood enters the game for B. Diaw,41,49
169,2,4:05.0,,J. Johnson misses 2-pt jump shot from 6 ft,41,49
170,2,4:05.0,Defensive rebound by A. Davis,,41,49
171,2,3:52.0,J. Crawford makes 2-pt dunk at rim (assist by A. Davis),,43,49
172,2,3:36.0,,J. Ingles misses 2-pt layup from 2 ft (block by A. Davis),43,49
173,2,3:34.0,,Offensive rebound by J. Johnson,43,49
174,2,3:32.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Johnson),43,51
175,2,3:09.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),,46,51
176,2,2:44.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by J. Johnson),46,54
177,2,2:30.0,J. Crawford misses 2-pt jump shot from 11 ft,,46,54
178,2,2:30.0,,Defensive rebound by J. Ingles,46,54
179,2,2:24.0,,Turnover by J. Ingles (bad pass; steal by J. Holiday),46,54
180,2,2:24.0,Clear path foul by J. Ingles,,46,54
181,2,2:24.0,J. Holiday misses clear path free throw 1 of 2,,46,54
182,2,2:24.0,Offensive rebound by Team,,46,54
183,2,2:24.0,J. Holiday misses clear path free throw 2 of 2,,46,54
184,2,2:24.0,Offensive rebound by Team,,46,54
185,2,2:14.0,A. Davis misses 2-pt jump shot from 3 ft (block by R. Gobert),,46,54
186,2,2:14.0,,Defensive rebound by Team,46,54
187,2,2:00.0,,Shooting foul by J. Holiday (drawn by R. Hood),46,54
188,2,2:00.0,,R. Hood misses free throw 1 of 2,46,54
189,2,2:00.0,,Offensive rebound by Team,46,54
190,2,2:00.0,,R. Hood misses free throw 2 of 2,46,54
191,2,1:59.0,Defensive rebound by J. Holiday,,46,54
192,2,1:54.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by J. Holiday),,49,54
193,2,1:31.0,,Turnover by J. Johnson (bad pass; steal by A. Davis),49,54
194,2,1:17.0,A. Davis makes 2-pt jump shot from 14 ft,,51,54
195,2,1:16.0,,Utah full timeout,51,54
196,2,1:00.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),51,56
197,2,0:50.0,A. Davis misses 3-pt jump shot from 25 ft,,51,56
198,2,0:50.0,,Defensive rebound by J. Ingles,51,56
199,2,0:40.0,,J. Ingles misses 2-pt jump shot from 11 ft,51,56
200,2,0:39.0,Defensive rebound by S. Hill,,51,56
201,2,0:25.0,S. Hill misses 3-pt jump shot from 24 ft,,51,56
202,2,0:24.0,,Defensive rebound by R. Hood,51,56
203,2,0:00.0,,R. Hood misses 2-pt jump shot from 7 ft,51,56
204,2,0:00.0,,Offensive rebound by Team,51,56
205,3,11:47.0,,R. Hood makes 2-pt jump shot from 18 ft (assist by R. Gobert),51,58
206,3,11:26.0,T. Frazier misses 3-pt jump shot from 25 ft,,51,58
207,3,11:26.0,,Defensive rebound by R. Hood,51,58
208,3,11:12.0,,G. Hill misses 2-pt jump shot from 16 ft,51,58
209,3,11:11.0,Defensive rebound by D. Cunningham,,51,58
210,3,11:03.0,A. Davis makes 2-pt jump shot from 20 ft (assist by T. Frazier),,53,58
211,3,10:37.0,,R. Gobert misses 2-pt jump shot from 4 ft (block by A. Davis),53,58
212,3,10:34.0,Defensive rebound by A. Davis,,53,58
213,3,10:31.0,T. Frazier makes 2-pt layup from 2 ft (assist by A. Davis),,55,58
214,3,10:16.0,,Turnover by J. Ingles (lost ball; steal by T. Frazier),55,58
215,3,9:59.0,Personal foul by R. Hood (drawn by T. Frazier),,55,58
216,3,9:51.0,A. Davis misses 2-pt jump shot from 10 ft,,55,58
217,3,9:50.0,Offensive rebound by A. Davis,,55,58
218,3,9:47.0,A. Davis makes 2-pt layup from 1 ft,,57,58
219,3,9:29.0,,Shooting foul by D. Cunningham (drawn by R. Gobert),57,58
220,3,9:29.0,,R. Gobert makes free throw 1 of 2,57,59
221,3,9:29.0,,R. Gobert misses free throw 2 of 2,57,59
222,3,9:28.0,Defensive rebound by D. Cunningham,,57,59
223,3,9:22.0,T. Frazier makes 2-pt layup from 2 ft,,59,59
224,3,9:01.0,,B. Diaw misses 3-pt jump shot from 25 ft,59,59
225,3,9:01.0,Defensive rebound by S. Hill,,59,59
226,3,8:47.0,J. Holiday misses 2-pt layup from 3 ft,,59,59
227,3,8:47.0,Offensive rebound by S. Hill,,59,59
228,3,8:47.0,S. Hill makes 2-pt layup from 2 ft,,61,59
229,3,8:47.0,,Utah full timeout,61,59
230,3,8:47.0,,J. Johnson enters the game for B. Diaw,61,59
231,3,8:22.0,,G. Hill misses 3-pt jump shot from 23 ft (block by J. Holiday),61,59
232,3,8:22.0,,Offensive rebound by Team,61,59
233,3,8:22.0,,Turnover by Team (shot clock),61,59
234,3,8:10.0,J. Holiday misses 3-pt jump shot from 25 ft,,61,59
235,3,8:09.0,,Defensive rebound by J. Johnson,61,59
236,3,7:56.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),61,61
237,3,7:32.0,J. Holiday makes 2-pt layup from 3 ft,,63,61
238,3,7:20.0,,Shooting foul by A. Davis (drawn by R. Gobert),63,61
239,3,7:20.0,,R. Gobert misses free throw 1 of 2,63,61
240,3,7:20.0,,Offensive rebound by Team,63,61
241,3,7:20.0,,D. Exum enters the game for R. Hood,63,61
242,3,7:20.0,,R. Gobert makes free throw 2 of 2,63,62
243,3,7:03.0,J. Holiday misses 3-pt jump shot from 26 ft,,63,62
244,3,7:03.0,,Defensive rebound by R. Gobert,63,62
245,3,6:47.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by D. Exum),63,65
246,3,6:43.0,New Orleans full timeout,,63,65
247,3,6:43.0,E. Moore enters the game for T. Frazier,,63,65
248,3,6:30.0,E. Moore misses 3-pt jump shot from 25 ft,,63,65
249,3,6:29.0,,Defensive rebound by G. Hill,63,65
250,3,6:12.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),63,67
251,3,5:56.0,Shooting foul by G. Hill (drawn by D. Cunningham),,63,67
252,3,5:56.0,D. Cunningham makes free throw 1 of 2,,64,67
253,3,5:56.0,D. Cunningham makes free throw 2 of 2,,65,67
254,3,5:40.0,,J. Ingles misses 2-pt jump shot from 3 ft (block by A. Davis),65,67
255,3,5:39.0,,Offensive rebound by J. Ingles,65,67
256,3,5:39.0,,Turnover by J. Ingles (bad pass),65,67
257,3,5:26.0,A. Davis misses 2-pt jump shot from 6 ft,,65,67
258,3,5:25.0,,Defensive rebound by R. Gobert,65,67
259,3,5:09.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Hill),65,70
260,3,4:48.0,D. Cunningham misses 2-pt jump shot from 18 ft,,65,70
261,3,4:47.0,,Defensive rebound by R. Gobert,65,70
262,3,4:38.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),65,73
263,3,4:22.0,D. Cunningham misses 3-pt jump shot from 24 ft,,65,73
264,3,4:22.0,,Defensive rebound by D. Exum,65,73
265,3,4:08.0,,Personal foul by S. Hill (drawn by J. Ingles),65,73
266,3,4:08.0,,R. Hood enters the game for J. Ingles,65,73
267,3,4:08.0,J. Crawford enters the game for S. Hill,,65,73
268,3,3:57.0,,R. Hood misses 2-pt jump shot from 14 ft,65,73
269,3,3:56.0,Defensive rebound by A. Davis,,65,73
270,3,3:56.0,,Loose ball foul by R. Gobert (drawn by A. Davis),65,73
271,3,3:47.0,J. Crawford misses 2-pt jump shot from 19 ft,,65,73
272,3,3:46.0,,Defensive rebound by J. Johnson,65,73
273,3,3:37.0,,J. Johnson misses 2-pt jump shot from 18 ft,65,73
274,3,3:35.0,Defensive rebound by A. Davis,,65,73
275,3,3:32.0,Turnover by E. Moore (traveling),,65,73
276,3,3:32.0,,R. Neto enters the game for G. Hill,65,73
277,3,3:15.0,,Turnover by R. Gobert (3 sec),65,73
278,3,3:15.0,T. Frazier enters the game for J. Holiday,,65,73
279,3,2:54.0,A. Davis misses 2-pt jump shot from 13 ft,,65,73
280,3,2:53.0,,Defensive rebound by R. Gobert,65,73
281,3,2:43.0,,Def 3 sec tech foul by A. Davis,65,73
282,3,2:43.0,,J. Johnson makes technical free throw,65,74
283,3,2:36.0,,R. Neto makes 2-pt layup from 2 ft,65,76
284,3,2:23.0,J. Crawford misses 2-pt jump shot from 7 ft,,65,76
285,3,2:23.0,,Defensive rebound by Team,65,76
286,3,2:23.0,Loose ball foul by D. Cunningham (drawn by R. Gobert),,65,76
287,3,2:10.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Neto),65,78
288,3,1:48.0,D. Cunningham makes 3-pt jump shot from 24 ft (assist by E. Moore),,68,78
289,3,1:34.0,,J. Johnson misses 2-pt jump shot from 14 ft,68,78
290,3,1:34.0,Defensive rebound by T. Frazier,,68,78
291,3,1:26.0,J. Crawford misses 3-pt jump shot from 25 ft,,68,78
292,3,1:25.0,,Defensive rebound by J. Johnson,68,78
293,3,1:21.0,,J. Withey enters the game for R. Gobert,68,78
294,3,1:21.0,A. Ajinça enters the game for A. Davis,,68,78
295,3,1:10.0,S. Hill enters the game for D. Cunningham,,68,78
296,3,1:03.0,,D. Exum misses 2-pt layup from 2 ft (block by A. Ajinça),68,78
297,3,1:01.0,Defensive rebound by T. Frazier,,68,78
298,3,0:57.0,S. Hill makes 3-pt jump shot from 25 ft (assist by T. Frazier),,71,78
299,3,0:40.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by R. Neto),71,81
300,3,0:27.0,T. Frazier misses 2-pt layup from 3 ft,,71,81
301,3,0:27.0,Offensive rebound by Team,,71,81
302,3,0:27.0,Personal foul by R. Neto (drawn by A. Ajinça),,71,81
303,3,0:17.0,J. Crawford misses 2-pt jump shot from 6 ft,,71,81
304,3,0:17.0,,Defensive rebound by R. Neto,71,81
305,3,0:00.0,,R. Hood misses 3-pt jump shot from 26 ft (block by J. Crawford),71,81
306,3,0:00.0,,Offensive rebound by R. Neto,71,81
307,4,11:32.0,,J. Withey misses 2-pt dunk at rim,71,81
308,4,11:32.0,Defensive rebound by A. Ajinça,,71,81
309,4,12:00.0,Personal foul by R. Neto (drawn by A. Ajinça),,71,81
310,4,12:00.0,Offensive foul by A. Ajinça (drawn by R. Neto),,71,81
311,4,12:00.0,Turnover by A. Ajinça (offensive foul),,71,81
312,4,11:30.0,Shooting foul by D. Exum (drawn by S. Hill),,71,81
313,4,11:30.0,S. Hill misses free throw 1 of 2,,71,81
314,4,11:30.0,Offensive rebound by Team,,71,81
315,4,11:30.0,,T. Lyles enters the game for J. Johnson,71,81
316,4,11:30.0,S. Hill makes free throw 2 of 2,,72,81
317,4,11:15.0,,R. Hood misses 2-pt layup from 2 ft,72,81
318,4,11:14.0,,Offensive rebound by R. Neto,72,81
319,4,11:02.0,,J. Withey misses 2-pt layup from 2 ft,72,81
320,4,11:02.0,Defensive rebound by A. Ajinça,,72,81
321,4,10:43.0,S. Hill misses 2-pt jump shot from 6 ft,,72,81
322,4,10:43.0,,Defensive rebound by R. Hood,72,81
323,4,10:24.0,,J. Withey makes 2-pt layup from 2 ft (assist by R. Hood),72,83
324,4,10:24.0,,Shooting foul by J. Crawford (drawn by J. Withey),72,83
325,4,10:24.0,,J. Withey makes free throw 1 of 1,72,84
326,4,10:14.0,A. Ajinça makes 2-pt layup from 2 ft (assist by J. Crawford),,74,84
327,4,10:14.0,Shooting foul by D. Exum (drawn by A. Ajinça),,74,84
328,4,10:14.0,A. Ajinça misses free throw 1 of 1,,74,84
329,4,10:14.0,A. Davis enters the game for S. Hill,,74,84
330,4,10:14.0,,R. Gobert enters the game for J. Withey,74,84
331,4,10:13.0,,Defensive rebound by R. Gobert,74,84
332,4,9:55.0,,Shooting foul by A. Ajinça (drawn by T. Lyles),74,84
333,4,9:55.0,,T. Lyles makes free throw 1 of 2,74,85
334,4,9:55.0,,T. Lyles makes free throw 2 of 2,74,86
335,4,9:46.0,Turnover by J. Crawford (bad pass; steal by R. Neto),,74,86
336,4,9:42.0,,Turnover by T. Lyles (bad pass; steal by A. Davis),74,86
337,4,9:35.0,J. Crawford makes 2-pt jump shot from 19 ft (assist by A. Davis),,76,86
338,4,9:28.0,,Shooting foul by E. Moore (drawn by R. Hood),76,86
339,4,9:28.0,,R. Hood makes free throw 1 of 2,76,87
340,4,9:28.0,,R. Hood makes free throw 2 of 2,76,88
341,4,9:15.0,J. Crawford misses 3-pt jump shot from 24 ft,,76,88
342,4,9:14.0,,Defensive rebound by R. Gobert,76,88
343,4,9:04.0,,R. Hood misses 3-pt jump shot from 25 ft,76,88
344,4,9:03.0,Defensive rebound by A. Davis,,76,88
345,4,8:58.0,New Orleans full timeout,,76,88
346,4,8:58.0,D. Cunningham enters the game for A. Ajinça,,76,88
347,4,8:58.0,J. Holiday enters the game for T. Frazier,,76,88
348,4,8:58.0,,J. Ingles enters the game for R. Hood,76,88
349,4,8:58.0,,G. Hill enters the game for D. Exum,76,88
350,4,8:58.0,New Orleans full timeout,,76,88
351,4,8:47.0,J. Holiday misses 2-pt jump shot from 13 ft,,76,88
352,4,8:46.0,,Defensive rebound by R. Gobert,76,88
353,4,8:29.0,,Personal foul by D. Cunningham (drawn by G. Hill),76,88
354,4,8:16.0,,Turnover by G. Hill (lost ball; steal by J. Holiday),76,88
355,4,8:10.0,E. Moore makes 2-pt layup from 2 ft,,78,88
356,4,7:50.0,,T. Lyles misses 3-pt jump shot from 23 ft,78,88
357,4,7:50.0,Defensive rebound by J. Crawford,,78,88
358,4,7:42.0,J. Crawford makes 2-pt jump shot from 6 ft,,80,88
359,4,7:42.0,,Utah full timeout,80,88
360,4,7:42.0,,J. Johnson enters the game for T. Lyles,80,88
361,4,7:29.0,,J. Johnson misses 2-pt jump shot from 10 ft,80,88
362,4,7:29.0,Defensive rebound by A. Davis,,80,88
363,4,7:21.0,Personal foul by G. Hill (drawn by J. Holiday),,80,88
364,4,7:21.0,S. Hill enters the game for E. Moore,,80,88
365,4,7:11.0,J. Holiday misses 2-pt jump shot from 10 ft,,80,88
366,4,7:11.0,,Defensive rebound by R. Gobert,80,88
367,4,7:05.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by G. Hill),80,91
368,4,6:47.0,A. Davis misses 2-pt jump shot from 9 ft,,80,91
369,4,6:47.0,,Defensive rebound by J. Ingles,80,91
370,4,6:30.0,,J. Ingles makes 2-pt layup from 2 ft (assist by J. Johnson),80,93
371,4,6:13.0,D. Cunningham misses 2-pt layup from 2 ft,,80,93
372,4,6:13.0,,Defensive rebound by R. Gobert,80,93
373,4,6:08.0,,Personal foul by J. Crawford (drawn by J. Johnson),80,93
374,4,6:08.0,,J. Johnson misses free throw 1 of 2,80,93
375,4,6:08.0,,Offensive rebound by Team,80,93
376,4,6:08.0,,D. Exum enters the game for R. Neto,80,93
377,4,6:08.0,,J. Johnson makes free throw 2 of 2,80,94
378,4,5:54.0,J. Holiday makes 3-pt jump shot from 25 ft,,83,94
379,4,5:40.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by J. Johnson),83,97
380,4,5:31.0,Shooting foul by R. Gobert (drawn by A. Davis),,83,97
381,4,5:31.0,A. Davis makes free throw 1 of 2,,84,97
382,4,5:31.0,A. Davis makes free throw 2 of 2,,85,97
383,4,5:24.0,,Personal foul by D. Cunningham (drawn by R. Gobert),85,97
384,4,5:24.0,,R. Gobert makes free throw 1 of 2,85,98
385,4,5:24.0,,R. Gobert misses free throw 2 of 2,85,98
386,4,5:22.0,Defensive rebound by D. Cunningham,,85,98
387,4,5:03.0,J. Crawford misses 2-pt jump shot from 10 ft,,85,98
388,4,5:02.0,,Defensive rebound by J. Johnson,85,98
