,QUARTER,TIME_REMAINING,TORONTO_ACTION,MEMPHIS_ACTION,TORONTO_SCORE,MEMPHIS_SCORE
388,4,4:47.0,,Shooting foul by J. Valančiūnas (drawn by M. Gasol),87,97
389,4,4:47.0,,M. Gasol makes free throw 1 of 2,87,98
390,4,4:47.0,,A. Harrison enters the game for M. Conley,87,98
391,4,4:47.0,,M. Gasol makes free throw 2 of 2,87,99
392,4,4:34.0,N. Powell makes 2-pt layup from 3 ft,,89,99
393,4,4:20.0,,J. Ennis misses 3-pt jump shot from 24 ft,89,99
394,4,4:19.0,Defensive rebound by Team,,89,99
395,4,4:02.0,K. Lowry makes 2-pt layup from 1 ft (assist by N. Powell),,91,99
396,4,3:41.0,,Z. Randolph misses 2-pt jump shot from 21 ft,91,99
397,4,3:40.0,Defensive rebound by J. Valančiūnas,,91,99
398,4,3:33.0,K. Lowry makes 2-pt jump shot from 9 ft,,93,99
399,4,3:32.0,,Memphis full timeout,93,99
400,4,3:32.0,,M. Conley enters the game for J. Ennis,93,99
401,4,3:32.0,,V. Carter enters the game for A. Harrison,93,99
402,4,3:12.0,,M. Conley misses 3-pt jump shot from 25 ft,93,99
403,4,3:11.0,,Offensive rebound by M. Conley,93,99
404,4,3:06.0,,T. Allen misses 2-pt layup from 2 ft,93,99
405,4,3:06.0,Defensive rebound by J. Valančiūnas,,93,99
406,4,3:06.0,,Loose ball foul by T. Allen (drawn by J. Valančiūnas),93,99
407,4,2:47.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by V. Carter),,93,99
408,4,2:47.0,Offensive rebound by Team,,93,99
409,4,2:39.0,P. Patterson misses 3-pt jump shot from 23 ft,,93,99
410,4,2:38.0,,Defensive rebound by V. Carter,93,99
411,4,2:24.0,,Turnover by M. Gasol (bad pass),93,99
412,4,2:18.0,K. Lowry makes 3-pt jump shot from 26 ft,,96,99
413,4,2:18.0,Shooting foul by T. Allen (drawn by K. Lowry),,96,99
414,4,2:18.0,K. Lowry makes free throw 1 of 1,,97,99
415,4,1:59.0,,Personal foul by C. Joseph (drawn by M. Conley),97,99
416,4,1:48.0,,M. Conley misses 2-pt jump shot from 11 ft,97,99
417,4,1:46.0,Defensive rebound by J. Valančiūnas,,97,99
418,4,1:37.0,N. Powell misses 2-pt layup from 1 ft (block by T. Allen),,97,99
419,4,1:37.0,Offensive rebound by Team,,97,99
420,4,1:37.0,Toronto full timeout,,97,99
421,4,1:37.0,,J. Ennis enters the game for Z. Randolph,97,99
422,4,1:31.0,K. Lowry makes 2-pt jump shot from 18 ft (assist by N. Powell),,99,99
423,4,1:11.0,,M. Gasol misses 2-pt jump shot from 13 ft,99,99
424,4,1:07.0,Defensive rebound by K. Lowry,,99,99
425,4,0:50.0,P. Patterson misses 3-pt jump shot from 26 ft,,99,99
426,4,0:49.0,,Defensive rebound by T. Allen,99,99
427,4,0:45.0,,Memphis full timeout,99,99
428,4,0:45.0,,Z. Randolph enters the game for T. Allen,99,99
429,4,0:36.0,,Shooting foul by J. Valančiūnas (drawn by M. Gasol),99,99
430,4,0:36.0,,M. Gasol makes free throw 1 of 2,99,100
431,4,0:36.0,,T. Allen enters the game for Z. Randolph,99,100
432,4,0:36.0,T. Ross enters the game for P. Patterson,,99,101
433,4,0:36.0,,M. Gasol makes free throw 2 of 2,99,101
434,4,0:36.0,Toronto full timeout,,99,101
435,4,0:29.0,T. Ross misses 3-pt jump shot from 24 ft,,99,101
436,4,0:28.0,,Defensive rebound by M. Conley,99,101
437,4,0:06.0,,M. Conley misses 2-pt layup from 2 ft,99,101
438,4,0:06.0,Defensive rebound by J. Valančiūnas,,99,101
439,4,0:06.0,Toronto full timeout,,99,101
440,4,0:01.0,K. Lowry misses 3-pt jump shot from 28 ft,,99,101
441,4,0:00.0,Offensive rebound by Team,,99,101
