,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
177,2,4:23.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by N. Laprovíttola),49,43
178,2,4:09.0,B. Beal misses 2-pt jump shot from 20 ft,,49,43
179,2,4:08.0,,Defensive rebound by Team,49,43
180,2,4:08.0,,P. Mills enters the game for N. Laprovíttola,49,43
181,2,4:08.0,,M. Ginóbili enters the game for D. Green,49,43
182,2,3:58.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by P. Mills),49,45
183,2,3:45.0,Turnover by B. Beal (lost ball; steal by K. Leonard),,49,45
184,2,3:39.0,,Turnover by M. Ginóbili (bad pass; steal by J. Wall),49,45
185,2,3:33.0,B. Beal makes 2-pt dunk at rim (assist by J. Wall),,51,45
186,2,3:18.0,,Shooting block foul by B. Beal (drawn by P. Gasol),51,45
187,2,3:18.0,,P. Gasol makes free throw 1 of 2,51,46
188,2,3:18.0,,P. Gasol misses free throw 2 of 2,51,46
189,2,3:17.0,Defensive rebound by O. Porter,,51,46
190,2,3:04.0,J. Wall makes 2-pt jump shot from 20 ft,,53,46
191,2,2:35.0,,P. Gasol makes 2-pt jump shot from 4 ft,53,48
192,2,2:26.0,J. Wall misses 2-pt jump shot from 7 ft,,53,48
193,2,2:25.0,Offensive rebound by M. Gortat,,53,48
194,2,2:25.0,M. Gortat misses 2-pt layup from 2 ft,,53,48
195,2,2:24.0,,Defensive rebound by P. Mills,53,48
196,2,2:14.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by K. Leonard),53,50
197,2,2:08.0,Washington full timeout,,53,50
198,2,2:08.0,Official timeout,,53,50
199,2,2:08.0,,D. Lee enters the game for P. Gasol,53,50
200,2,1:57.0,M. Gortat misses 2-pt layup from 1 ft,,53,50
201,2,1:56.0,,Defensive rebound by M. Ginóbili,53,50
202,2,1:47.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by M. Ginóbili),53,52
203,2,1:22.0,J. Wall makes 2-pt jump shot from 15 ft,,55,52
204,2,1:10.0,,P. Mills misses 2-pt jump shot from 18 ft,55,52
205,2,1:09.0,Defensive rebound by O. Porter,,55,52
206,2,0:59.0,J. Wall misses 2-pt jump shot from 18 ft,,55,52
207,2,0:59.0,Offensive rebound by M. Gortat,,55,52
208,2,0:59.0,M. Gortat makes 2-pt layup from 2 ft,,57,52
209,2,0:39.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),57,54
210,2,0:29.0,Shooting foul by L. Aldridge (drawn by B. Beal),,57,54
211,2,0:29.0,B. Beal makes 2-pt layup from 2 ft,,59,54
212,2,0:29.0,B. Beal makes free throw 1 of 1,,60,54
213,2,0:06.0,,D. Lee misses 2-pt layup from 1 ft,60,54
214,2,0:05.0,,Offensive rebound by D. Lee,60,54
215,2,0:05.0,,D. Lee misses 2-pt layup from 1 ft,60,54
216,2,0:04.0,Defensive rebound by O. Porter,,60,54
217,2,0:02.0,Turnover by O. Porter (bad pass; steal by M. Ginóbili),,60,54
218,2,0:00.0,,M. Ginóbili makes 3-pt jump shot from 33 ft,60,57
219,3,11:44.0,M. Gortat makes 2-pt jump shot from 10 ft (assist by J. Wall),,62,57
220,3,11:26.0,,N. Laprovíttola misses 2-pt layup from 1 ft,62,57
221,3,11:26.0,Defensive rebound by M. Morris,,62,57
222,3,11:07.0,O. Porter misses 3-pt jump shot from 22 ft,,62,57
223,3,11:06.0,,Defensive rebound by P. Gasol,62,57
224,3,10:50.0,,K. Leonard misses 3-pt jump shot from 25 ft,62,57
225,3,10:49.0,Defensive rebound by J. Wall,,62,57
226,3,10:37.0,J. Wall misses 2-pt jump shot from 19 ft,,62,57
227,3,10:35.0,,Defensive rebound by K. Leonard,62,57
228,3,10:23.0,,L. Aldridge misses 2-pt jump shot from 9 ft,62,57
229,3,10:21.0,Defensive rebound by M. Gortat,,62,57
230,3,10:11.0,M. Morris makes 2-pt jump shot from 17 ft,,64,57
231,3,9:47.0,,Turnover by N. Laprovíttola (bad pass; steal by O. Porter),64,57
232,3,9:45.0,Turnover by O. Porter (bad pass; steal by D. Green),,64,57
233,3,9:22.0,,K. Leonard misses 2-pt jump shot from 6 ft,64,57
234,3,9:21.0,,Offensive rebound by P. Gasol,64,57
235,3,9:18.0,,P. Gasol misses 2-pt layup at rim,64,57
236,3,9:15.0,Defensive rebound by M. Gortat,,64,57
237,3,9:09.0,J. Wall misses 2-pt jump shot from 13 ft,,64,57
238,3,9:08.0,,Defensive rebound by Team,64,57
239,3,8:59.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by N. Laprovíttola),64,60
240,3,8:37.0,B. Beal misses 2-pt jump shot from 8 ft,,64,60
241,3,8:35.0,,Defensive rebound by K. Leonard,64,60
242,3,8:29.0,,D. Green misses 3-pt jump shot from 25 ft,64,60
243,3,8:27.0,,Offensive rebound by K. Leonard,64,60
244,3,8:21.0,,L. Aldridge misses 2-pt jump shot from 21 ft,64,60
245,3,8:21.0,Defensive rebound by O. Porter,,64,60
246,3,8:17.0,Turnover by J. Wall (bad pass; steal by N. Laprovíttola),,64,60
247,3,8:14.0,,Shooting foul by M. Morris (drawn by N. Laprovíttola),64,60
248,3,8:14.0,,N. Laprovíttola makes free throw 1 of 2,64,61
249,3,8:14.0,,N. Laprovíttola makes free throw 2 of 2,64,62
250,3,8:00.0,M. Gortat misses 2-pt jump shot from 4 ft (block by P. Gasol),,64,62
251,3,7:59.0,,Defensive rebound by P. Gasol,64,62
252,3,7:56.0,,Turnover by D. Green (bad pass; steal by O. Porter),64,62
253,3,7:49.0,Personal foul by N. Laprovíttola (drawn by B. Beal),,64,62
254,3,7:39.0,J. Wall misses 2-pt jump shot from 17 ft,,64,62
255,3,7:37.0,,Defensive rebound by N. Laprovíttola,64,62
256,3,7:22.0,,K. Leonard misses 2-pt layup from 3 ft,64,62
257,3,7:21.0,Defensive rebound by O. Porter,,64,62
258,3,7:04.0,B. Beal misses 2-pt layup from 2 ft (block by L. Aldridge),,64,62
259,3,7:04.0,,Defensive rebound by Team,64,62
260,3,7:04.0,Loose ball foul by B. Beal (drawn by P. Gasol),,64,62
261,3,6:44.0,,L. Aldridge makes 2-pt jump shot from 12 ft,64,64
262,3,6:27.0,Shooting foul by N. Laprovíttola (drawn by M. Morris),,64,64
263,3,6:27.0,M. Morris makes free throw 1 of 2,,65,64
264,3,6:27.0,,P. Mills enters the game for N. Laprovíttola,65,64
265,3,6:27.0,M. Morris makes free throw 2 of 2,,66,64
266,3,6:09.0,,Turnover by L. Aldridge (bad pass; steal by J. Wall),66,64
267,3,6:01.0,O. Porter makes 2-pt jump shot from 11 ft (assist by J. Wall),,68,64
268,3,5:52.0,,Shooting foul by M. Morris (drawn by P. Gasol),68,64
269,3,5:52.0,,San Antonio full timeout,68,64
270,3,5:52.0,,P. Gasol makes free throw 1 of 2,68,65
271,3,5:52.0,,M. Ginóbili enters the game for D. Green,68,64
272,3,5:52.0,,P. Gasol misses free throw 2 of 2,68,65
273,3,5:50.0,Defensive rebound by M. Gortat,,68,65
274,3,5:39.0,Offensive foul by M. Gortat (drawn by P. Mills),,68,65
275,3,5:39.0,Turnover by M. Gortat (offensive foul),,68,65
276,3,5:19.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by P. Mills),68,67
277,3,4:54.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,71,67
278,3,4:41.0,,P. Gasol makes 2-pt jump shot from 22 ft (assist by P. Mills),71,69
279,3,4:22.0,M. Gortat misses 2-pt layup from 1 ft (block by P. Gasol),,71,69
280,3,4:21.0,,Defensive rebound by P. Gasol,71,69
281,3,4:09.0,,M. Ginóbili makes 2-pt layup from 5 ft,71,71
282,3,4:09.0,Washington full timeout,,71,71
283,3,4:09.0,M. Thornton enters the game for B. Beal,,71,71
284,3,4:09.0,J. Smith enters the game for M. Morris,,71,71
285,3,4:09.0,,D. Lee enters the game for L. Aldridge,71,71
286,3,4:02.0,Personal foul by M. Ginóbili (drawn by M. Thornton),,71,71
287,3,3:42.0,Turnover by Team (shot clock),,71,71
288,3,3:26.0,,D. Lee misses 2-pt layup at rim (block by M. Gortat),71,71
289,3,3:25.0,Defensive rebound by J. Wall,,71,71
290,3,3:18.0,M. Thornton misses 2-pt jump shot from 21 ft,,71,71
291,3,3:17.0,,Defensive rebound by P. Gasol,71,71
292,3,3:07.0,,Turnover by P. Gasol (bad pass; steal by M. Gortat),71,71
293,3,3:00.0,O. Porter makes 2-pt layup from 2 ft (assist by J. Wall),,73,71
294,3,2:37.0,,P. Gasol misses 3-pt jump shot from 24 ft,73,71
295,3,2:37.0,Defensive rebound by M. Thornton,,73,71
296,3,2:24.0,J. Smith misses 2-pt jump shot from 19 ft,,73,71
297,3,2:24.0,,Defensive rebound by D. Lee,73,71
298,3,2:14.0,,Shooting foul by M. Gortat (drawn by D. Lee),73,71
299,3,2:14.0,,D. Lee makes free throw 1 of 2,73,72
300,3,2:14.0,,D. Dedmon enters the game for P. Gasol,73,72
301,3,2:14.0,T. Burke enters the game for J. Wall,,73,72
302,3,2:14.0,K. Oubre enters the game for O. Porter,,73,72
303,3,2:14.0,,J. Simmons enters the game for K. Leonard,73,72
304,3,2:14.0,,D. Lee makes free throw 2 of 2,73,73
305,3,2:02.0,Offensive foul by J. Smith (drawn by D. Dedmon),,73,73
306,3,2:02.0,Turnover by J. Smith (offensive foul),,73,73
307,3,1:38.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,73,73
308,3,1:37.0,Defensive rebound by M. Gortat,,73,73
309,3,1:27.0,T. Burke misses 2-pt jump shot from 18 ft,,73,73
310,3,1:27.0,Offensive rebound by Team,,73,73
311,3,1:15.0,Shooting foul by D. Dedmon (drawn by M. Gortat),,73,73
312,3,1:15.0,M. Gortat misses free throw 1 of 2,,73,73
313,3,1:15.0,Offensive rebound by Team,,73,73
314,3,1:15.0,M. Gortat makes free throw 2 of 2,,74,73
315,3,1:00.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),74,76
316,3,0:51.0,Turnover by K. Oubre (bad pass; steal by M. Ginóbili),,74,76
317,3,0:51.0,,Personal foul by M. Thornton (drawn by M. Ginóbili),74,76
318,3,0:51.0,,M. Ginóbili makes free throw 1 of 2,74,77
319,3,0:51.0,,M. Ginóbili makes free throw 2 of 2,74,78
320,3,0:34.0,Turnover by K. Oubre (lost ball; steal by J. Simmons),,74,78
321,3,0:31.0,,Turnover by M. Ginóbili (lost ball; steal by M. Thornton),74,78
322,3,0:25.0,M. Thornton misses 2-pt jump shot from 9 ft,,74,78
323,3,0:24.0,Offensive rebound by M. Gortat,,74,78
324,3,0:20.0,K. Oubre misses 3-pt jump shot from 24 ft,,74,78
325,3,0:19.0,,Defensive rebound by P. Mills,74,78
326,3,0:03.0,,Shooting block foul by J. Smith (drawn by D. Lee),74,78
327,3,0:03.0,,D. Lee makes 2-pt layup from 2 ft (assist by M. Ginóbili),74,80
328,3,0:03.0,,D. Lee misses free throw 1 of 1,74,80
329,3,0:01.0,,Offensive rebound by D. Dedmon,74,80
330,3,0:00.0,,D. Dedmon misses 2-pt jump shot from 8 ft,74,80
331,3,0:00.0,Defensive rebound by K. Oubre,,74,80
332,4,12:00.0,,Personal foul by K. Oubre (drawn by J. Simmons),74,80
333,4,11:45.0,,D. Lee makes 2-pt layup from 1 ft (assist by P. Mills),74,82
334,4,11:45.0,,Shooting foul by J. Smith (drawn by D. Lee),74,82
335,4,11:45.0,,D. Lee misses free throw 1 of 1,74,82
336,4,11:45.0,Defensive rebound by J. Smith,,74,82
337,4,11:45.0,,L. Aldridge enters the game for D. Dedmon,74,82
338,4,11:26.0,O. Porter makes 2-pt jump shot from 19 ft,,76,82
339,4,11:14.0,,Turnover by P. Mills (bad pass; steal by T. Burke),76,82
340,4,11:10.0,K. Oubre makes 2-pt dunk from 2 ft (assist by O. Porter),,78,82
341,4,10:52.0,,Shooting foul by J. Smith (drawn by L. Aldridge),78,82
342,4,10:52.0,,L. Aldridge makes free throw 1 of 2,78,83
343,4,10:52.0,,N. Laprovíttola enters the game for P. Mills,78,83
344,4,10:52.0,,P. Gasol enters the game for D. Lee,78,83
345,4,10:52.0,,L. Aldridge makes free throw 2 of 2,78,84
346,4,10:34.0,K. Oubre misses 2-pt jump shot from 4 ft,,78,84
347,4,10:34.0,Offensive rebound by Team,,78,84
348,4,10:34.0,M. Gortat enters the game for J. Smith,,78,84
349,4,10:34.0,M. Morris enters the game for O. Porter,,78,84
350,4,10:31.0,Turnover by M. Morris (bad pass; steal by P. Gasol),,78,84
351,4,10:31.0,,Personal foul by M. Thornton (drawn by J. Simmons),78,84
352,4,10:10.0,,Shooting foul by K. Oubre (drawn by J. Simmons),78,84
353,4,10:10.0,,J. Simmons makes free throw 1 of 2,78,85
354,4,10:10.0,,D. Green enters the game for M. Ginóbili,78,84
355,4,10:10.0,J. Wall enters the game for T. Burke,,78,85
356,4,10:10.0,,J. Simmons makes free throw 2 of 2,78,86
357,4,9:58.0,Offensive foul by M. Thornton (drawn by N. Laprovíttola),,78,86
358,4,9:58.0,Turnover by M. Thornton (offensive foul),,78,86
359,4,9:47.0,,Turnover by N. Laprovíttola (bad pass; steal by M. Gortat),78,86
360,4,9:47.0,Turnover by M. Morris (bad pass; steal by J. Simmons),,78,86
361,4,9:24.0,,N. Laprovíttola makes 2-pt layup from 2 ft,78,88
362,4,9:24.0,Washington full timeout,,78,88
363,4,9:24.0,O. Porter enters the game for K. Oubre,,78,88
364,4,9:24.0,B. Beal enters the game for M. Thornton,,78,88
365,4,9:10.0,J. Wall makes 2-pt jump shot from 7 ft,,80,88
366,4,8:51.0,,Turnover by J. Simmons (lost ball; steal by J. Wall),80,88
367,4,8:41.0,J. Wall misses 2-pt jump shot from 11 ft,,80,88
368,4,8:40.0,Offensive rebound by M. Gortat,,80,88
369,4,8:25.0,Turnover by Team (back court),,80,88
370,4,8:10.0,,L. Aldridge misses 2-pt jump shot from 13 ft,80,88
371,4,8:08.0,Defensive rebound by O. Porter,,80,88
372,4,7:54.0,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Gortat),,83,88
373,4,7:54.0,,San Antonio full timeout,83,88
374,4,7:54.0,,K. Leonard enters the game for J. Simmons,83,88
375,4,7:54.0,,P. Mills enters the game for N. Laprovíttola,83,88
376,4,7:31.0,,P. Gasol misses 2-pt jump shot from 17 ft,83,88
377,4,7:29.0,Defensive rebound by O. Porter,,83,88
378,4,7:16.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,85,88
379,4,6:59.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by P. Gasol),85,90
380,4,6:45.0,Turnover by J. Wall (bad pass; steal by K. Leonard),,85,90
381,4,6:27.0,,L. Aldridge makes 2-pt layup at rim,85,92
