,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
33,1,6:35.0,Dallas full timeout,,10,17
34,1,6:35.0,S. Mejri enters the game for D. Nowitzki,,10,17
35,1,6:23.0,H. Barnes makes 2-pt dunk at rim (assist by S. Curry),,12,17
36,1,6:12.0,,Turnover by M. Carter-Williams (bad pass; steal by S. Curry),12,17
37,1,6:01.0,S. Curry makes 2-pt layup from 2 ft,,14,17
38,1,5:43.0,,D. Wade misses 2-pt jump shot from 18 ft,14,17
39,1,5:43.0,Defensive rebound by W. Matthews,,14,17
40,1,5:22.0,D. Williams makes 2-pt jump shot from 19 ft (assist by W. Matthews),,16,17
41,1,5:05.0,,Turnover by D. Wade (bad pass; steal by S. Curry),16,17
42,1,4:58.0,S. Mejri makes 2-pt layup from 2 ft (assist by S. Curry),,18,17
43,1,4:58.0,,Chicago full timeout,18,17
44,1,4:58.0,,R. Rondo enters the game for M. Carter-Williams,18,17
45,1,4:58.0,,D. McDermott enters the game for D. Wade,18,17
46,1,4:31.0,,P. Zipser misses 2-pt jump shot from 22 ft,18,17
47,1,4:30.0,,Offensive rebound by R. Lopez,18,17
48,1,4:24.0,,R. Lopez makes 2-pt jump shot from 18 ft,18,19
49,1,4:05.0,S. Curry misses 3-pt jump shot from 26 ft,,18,19
50,1,4:04.0,,Defensive rebound by P. Zipser,18,19
51,1,3:52.0,,Personal block foul by S. Curry (drawn by J. Butler),18,19
52,1,3:50.0,,Personal foul by D. Williams (drawn by D. McDermott),18,19
53,1,3:50.0,D. Harris enters the game for D. Williams,,18,19
54,1,3:50.0,J. Barea enters the game for S. Curry,,18,19
55,1,3:46.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Rondo),18,22
56,1,3:29.0,H. Barnes misses 2-pt jump shot from 17 ft,,18,22
57,1,3:28.0,,Defensive rebound by R. Rondo,18,22
58,1,3:21.0,,Personal foul by J. Barea,18,22
59,1,3:21.0,D. Nowitzki enters the game for H. Barnes,,18,22
60,1,3:12.0,,R. Lopez makes 2-pt jump shot from 20 ft (assist by D. McDermott),18,24
61,1,2:59.0,J. Barea makes 2-pt jump shot from 14 ft,,20,24
62,1,2:42.0,,R. Rondo misses 2-pt jump shot from 21 ft,20,24
63,1,2:39.0,Defensive rebound by J. Barea,,20,24
64,1,2:30.0,W. Matthews misses 3-pt jump shot from 25 ft,,20,24
65,1,2:29.0,,Defensive rebound by D. McDermott,20,24
66,1,2:22.0,,P. Zipser misses 2-pt layup from 1 ft,20,24
67,1,2:21.0,Defensive rebound by S. Mejri,,20,24
68,1,2:11.0,D. Harris misses 3-pt jump shot from 25 ft,,20,24
69,1,2:08.0,Offensive rebound by S. Mejri,,20,24
70,1,1:53.0,Turnover by D. Harris (bad pass; steal by J. Butler),,20,24
71,1,1:49.0,,Shooting foul by S. Mejri (drawn by J. Butler),20,24
72,1,1:49.0,,J. Butler makes free throw 1 of 2,20,25
73,1,1:49.0,,B. Portis enters the game for P. Zipser,20,25
74,1,1:49.0,D. Powell enters the game for S. Mejri,,20,25
75,1,1:49.0,,J. Butler makes free throw 2 of 2,20,26
76,1,1:39.0,Shooting foul by B. Portis (drawn by D. Nowitzki),,20,26
77,1,1:39.0,D. Nowitzki makes free throw 1 of 2,,21,26
78,1,1:39.0,D. Nowitzki makes free throw 2 of 2,,22,26
79,1,1:19.0,,J. Butler misses 2-pt jump shot from 9 ft,22,26
80,1,1:17.0,Defensive rebound by D. Nowitzki,,22,26
81,1,1:05.0,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by J. Barea),,24,26
82,1,0:57.0,,D. McDermott misses 2-pt jump shot from 15 ft,24,26
83,1,0:56.0,,Offensive rebound by R. Lopez,24,26
84,1,0:44.0,,R. Lopez makes 2-pt dunk at rim (assist by J. Butler),24,28
85,1,0:31.0,D. Powell misses 3-pt jump shot from 25 ft,,24,28
86,1,0:30.0,,Defensive rebound by J. Butler,24,28
87,1,0:23.0,,B. Portis misses 2-pt jump shot from 20 ft,24,28
88,1,0:22.0,Defensive rebound by D. Nowitzki,,24,28
89,1,0:01.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,24,28
90,1,0:00.0,,Defensive rebound by R. Rondo,24,28
91,2,11:50.0,Turnover by J. Barea (bad pass; steal by R. Rondo),,24,28
92,2,11:46.0,,D. Wade makes 2-pt dunk at rim (assist by R. Rondo),24,30
93,2,11:33.0,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Harris),,27,30
94,2,11:18.0,,D. McDermott misses 3-pt jump shot from 25 ft,27,30
95,2,11:18.0,Defensive rebound by Team,,27,30
96,2,11:18.0,,Loose ball foul by C. Felício (drawn by D. Nowitzki),27,30
97,2,11:00.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,27,30
98,2,10:59.0,,Defensive rebound by D. Wade,27,30
99,2,10:48.0,,D. McDermott misses 2-pt jump shot from 19 ft (block by D. Harris),27,30
100,2,10:48.0,,Offensive rebound by Team,27,30
101,2,10:43.0,,Shooting foul by D. Finney-Smith (drawn by D. Wade),27,30
102,2,10:43.0,,D. Wade misses free throw 1 of 2,27,30
103,2,10:43.0,,Offensive rebound by Team,27,30
104,2,10:43.0,,D. Wade makes free throw 2 of 2,27,31
105,2,10:36.0,D. Harris misses 2-pt layup from 3 ft (block by D. Wade),,27,31
106,2,10:36.0,Offensive rebound by Team,,27,31
107,2,10:34.0,D. Harris misses 2-pt layup at rim,,27,31
108,2,10:33.0,Offensive rebound by D. Harris,,27,31
109,2,10:33.0,D. Harris misses 2-pt layup from 1 ft,,27,31
110,2,10:32.0,Offensive rebound by D. Harris,,27,31
111,2,10:32.0,Turnover by D. Harris (lost ball; steal by C. Felício),,27,31
112,2,10:26.0,,D. McDermott misses 2-pt jump shot from 8 ft,27,31
113,2,10:25.0,Defensive rebound by D. Nowitzki,,27,31
114,2,10:17.0,D. Powell makes 2-pt layup from 2 ft (assist by D. Harris),,29,31
115,2,10:08.0,,D. Wade misses 2-pt jump shot from 19 ft,29,31
116,2,10:06.0,Defensive rebound by D. Nowitzki,,29,31
117,2,10:00.0,D. Powell makes 2-pt dunk at rim (assist by J. Barea),,31,31
118,2,9:46.0,,R. Rondo misses 2-pt jump shot from 20 ft,31,31
119,2,9:45.0,Defensive rebound by D. Finney-Smith,,31,31
120,2,9:35.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Barea),,33,31
121,2,9:35.0,,Chicago full timeout,33,31
122,2,9:21.0,,C. Felício makes 2-pt dunk at rim (assist by D. Wade),33,33
123,2,9:05.0,Personal foul by D. McDermott,,33,33
124,2,8:59.0,J. Barea makes 2-pt layup from 2 ft (assist by D. Harris),,35,33
125,2,8:39.0,,R. Rondo misses 2-pt jump shot from 17 ft,35,33
126,2,8:38.0,Defensive rebound by D. Powell,,35,33
127,2,8:30.0,J. Barea misses 3-pt jump shot from 26 ft,,35,33
128,2,8:29.0,,Defensive rebound by B. Portis,35,33
129,2,8:21.0,,D. McDermott misses 3-pt jump shot from 25 ft,35,33
130,2,8:21.0,Defensive rebound by Team,,35,33
131,2,8:21.0,H. Barnes enters the game for D. Nowitzki,,35,33
132,2,8:03.0,Shooting foul by C. Felício (drawn by D. Harris),,35,33
133,2,8:03.0,D. Harris makes free throw 1 of 2,,36,33
134,2,8:03.0,D. Harris makes free throw 2 of 2,,37,33
135,2,7:49.0,,D. Wade makes 2-pt jump shot from 15 ft (assist by R. Rondo),37,35
136,2,7:29.0,D. Harris makes 2-pt layup from 1 ft (assist by D. Powell),,39,35
137,2,7:13.0,,D. Wade misses 2-pt jump shot from 19 ft,39,35
138,2,7:13.0,Defensive rebound by Team,,39,35
139,2,7:13.0,,Loose ball foul by C. Felício (drawn by H. Barnes),39,35
140,2,7:13.0,,N. Mirotić enters the game for D. McDermott,39,35
141,2,7:13.0,,R. Lopez enters the game for B. Portis,39,35
142,2,7:13.0,,J. Butler enters the game for C. Felício,39,35
143,2,7:13.0,D. Williams enters the game for D. Harris,,39,35
144,2,7:13.0,W. Matthews enters the game for J. Barea,,39,35
145,2,7:13.0,S. Mejri enters the game for D. Powell,,39,35
146,2,7:13.0,S. Curry enters the game for D. Finney-Smith,,39,35
147,2,7:01.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by D. Williams),,41,35
148,2,6:44.0,,R. Lopez makes 2-pt hook shot from 8 ft,41,37
149,2,6:29.0,S. Curry makes 3-pt jump shot from 22 ft (assist by S. Mejri),,44,37
150,2,6:10.0,,D. Wade misses 2-pt jump shot from 16 ft,44,37
151,2,6:09.0,Defensive rebound by H. Barnes,,44,37
152,2,5:46.0,S. Curry makes 2-pt jump shot from 21 ft,,46,37
153,2,5:45.0,,Chicago full timeout,46,37
154,2,5:45.0,,Chicago full timeout,46,37
155,2,5:45.0,,M. Carter-Williams enters the game for R. Rondo,46,37
156,2,5:33.0,,J. Butler makes 2-pt jump shot from 15 ft,46,39
157,2,5:12.0,H. Barnes misses 2-pt jump shot from 4 ft (block by N. Mirotić),,46,39
158,2,5:10.0,,Defensive rebound by J. Butler,46,39
159,2,4:59.0,Offensive charge foul by R. Lopez (drawn by S. Mejri),,46,39
160,2,4:59.0,,Turnover by R. Lopez (offensive foul),46,39
161,2,4:43.0,D. Williams misses 3-pt jump shot from 24 ft,,46,39
162,2,4:43.0,,Defensive rebound by Team,46,39
163,2,4:43.0,Loose ball foul by H. Barnes (drawn by N. Mirotić),,46,39
164,2,4:43.0,,J. Grant enters the game for D. Wade,46,39
165,2,4:33.0,,Shooting foul by S. Mejri (drawn by J. Butler),46,39
166,2,4:33.0,,J. Butler misses free throw 1 of 2,46,39
167,2,4:33.0,,Offensive rebound by Team,46,39
168,2,4:33.0,,J. Butler makes free throw 2 of 2,46,40
169,2,4:21.0,D. Williams misses 3-pt jump shot from 25 ft,,46,40
170,2,4:20.0,,Defensive rebound by N. Mirotić,46,40
171,2,4:13.0,,J. Butler misses 2-pt jump shot from 17 ft,46,40
172,2,4:12.0,Defensive rebound by D. Williams,,46,40
173,2,4:01.0,W. Matthews misses 2-pt jump shot from 7 ft,,46,40
174,2,3:59.0,Offensive rebound by S. Mejri,,46,40
175,2,3:49.0,H. Barnes misses 2-pt jump shot from 11 ft,,46,40
176,2,3:48.0,,Defensive rebound by M. Carter-Williams,46,40
177,2,3:32.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),46,43
178,2,3:32.0,Dallas full timeout,,46,43
179,2,3:20.0,W. Matthews misses 2-pt jump shot from 22 ft,,46,43
180,2,3:19.0,Offensive rebound by S. Mejri,,46,43
181,2,3:07.0,D. Williams misses 2-pt jump shot from 12 ft (block by M. Carter-Williams),,46,43
182,2,3:05.0,,Defensive rebound by M. Carter-Williams,46,43
183,2,3:01.0,,J. Grant misses 3-pt jump shot from 26 ft,46,43
184,2,3:01.0,,Offensive rebound by N. Mirotić,46,43
185,2,3:01.0,,Chicago full timeout,46,43
186,2,2:57.0,,J. Butler misses 3-pt jump shot from 26 ft,46,43
187,2,2:56.0,Defensive rebound by S. Mejri,,46,43
188,2,2:45.0,Personal foul by J. Grant (drawn by S. Curry),,46,43
189,2,2:45.0,S. Curry misses free throw 1 of 2,,46,43
190,2,2:45.0,Offensive rebound by Team,,46,43
191,2,2:45.0,D. Nowitzki enters the game for S. Mejri,,46,43
192,2,2:45.0,S. Curry makes free throw 2 of 2,,47,43
193,2,2:32.0,,R. Lopez makes 2-pt jump shot from 14 ft (assist by J. Butler),47,45
194,2,2:12.0,H. Barnes misses 3-pt jump shot from 25 ft,,47,45
195,2,2:12.0,,Defensive rebound by Team,47,45
196,2,1:48.0,,J. Butler misses 2-pt jump shot from 18 ft,47,45
197,2,1:46.0,Defensive rebound by D. Nowitzki,,47,45
198,2,1:42.0,Turnover by W. Matthews (bad pass),,47,45
199,2,1:23.0,Violation by S. Curry (kicked ball),,47,45
200,2,1:13.0,,R. Lopez misses 2-pt jump shot from 21 ft,47,45
201,2,1:12.0,Defensive rebound by D. Williams,,47,45
202,2,1:00.0,Shooting foul by N. Mirotić (drawn by H. Barnes),,47,45
203,2,1:00.0,H. Barnes makes free throw 1 of 2,,48,45
204,2,1:00.0,,D. Wade enters the game for J. Grant,48,45
205,2,1:00.0,H. Barnes makes free throw 2 of 2,,49,45
206,2,0:50.0,,Shooting foul by W. Matthews (drawn by J. Butler),49,45
207,2,0:50.0,,J. Butler makes free throw 1 of 2,49,46
208,2,0:50.0,Dallas full timeout,,49,46
209,2,0:50.0,,J. Butler makes free throw 2 of 2,49,47
210,2,0:34.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by H. Barnes),,52,47
211,2,0:20.0,,M. Carter-Williams misses 2-pt jump shot from 7 ft,52,47
212,2,0:18.0,Defensive rebound by W. Matthews,,52,47
213,2,0:01.0,D. Williams makes 2-pt jump shot from 6 ft,,54,47
214,3,11:48.0,S. Curry makes 2-pt jump shot from 15 ft,,56,47
215,3,11:29.0,,D. Wade misses 3-pt jump shot from 26 ft,56,47
216,3,11:28.0,Defensive rebound by W. Matthews,,56,47
217,3,11:09.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,56,47
218,3,11:08.0,,Defensive rebound by M. Carter-Williams,56,47
219,3,11:01.0,,M. Carter-Williams makes 2-pt jump shot from 15 ft,56,49
220,3,10:46.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),,59,49
221,3,10:25.0,,M. Carter-Williams makes 2-pt layup from 3 ft,59,51
222,3,10:17.0,Personal foul by D. Wade (drawn by S. Curry),,59,51
223,3,10:06.0,Turnover by D. Williams (bad pass),,59,51
224,3,9:47.0,,R. Lopez misses 2-pt jump shot from 19 ft,59,51
225,3,9:46.0,Defensive rebound by W. Matthews,,59,51
226,3,9:35.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,59,51
227,3,9:34.0,,Defensive rebound by J. Butler,59,51
228,3,9:23.0,,Turnover by J. Butler (lost ball; steal by D. Nowitzki),59,51
229,3,9:15.0,S. Curry misses 2-pt jump shot from 22 ft,,59,51
230,3,9:14.0,Offensive rebound by H. Barnes,,59,51
231,3,9:05.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),,62,51
232,3,8:46.0,,D. Wade misses 2-pt jump shot from 16 ft,62,51
233,3,8:46.0,Defensive rebound by D. Nowitzki,,62,51
234,3,8:38.0,H. Barnes makes 2-pt jump shot from 6 ft (assist by D. Williams),,64,51
235,3,8:38.0,,Chicago full timeout,64,51
236,3,8:21.0,,Turnover by R. Lopez (3 sec),64,51
237,3,8:10.0,Personal foul by M. Carter-Williams (drawn by D. Williams),,64,51
238,3,8:02.0,W. Matthews misses 2-pt jump shot from 17 ft,,64,51
239,3,8:01.0,,Defensive rebound by P. Zipser,64,51
240,3,7:45.0,Offensive charge foul by M. Carter-Williams (drawn by S. Curry),,64,51
241,3,7:45.0,,Turnover by M. Carter-Williams (offensive foul),64,51
242,3,7:45.0,,Violation by Team (jump ball),64,51
243,3,7:31.0,S. Curry misses 3-pt jump shot from 24 ft,,64,51
244,3,7:30.0,,Defensive rebound by J. Butler,64,51
245,3,7:23.0,,Shooting foul by W. Matthews (drawn by J. Butler),64,51
246,3,7:23.0,,J. Butler makes free throw 1 of 2,64,52
247,3,7:23.0,,J. Butler makes free throw 2 of 2,64,53
248,3,7:13.0,Turnover by S. Curry (bad pass; steal by M. Carter-Williams),,64,53
249,3,6:57.0,,D. Wade makes 2-pt jump shot from 18 ft (assist by J. Butler),64,55
250,3,6:57.0,Dallas full timeout,,64,55
251,3,6:57.0,S. Mejri enters the game for D. Nowitzki,,64,55
252,3,6:33.0,S. Mejri misses 2-pt jump shot from 18 ft (block by R. Lopez),,64,55
253,3,6:31.0,,Defensive rebound by D. Wade,64,55
254,3,6:30.0,,Personal foul by D. Williams (drawn by D. Wade),64,55
255,3,6:22.0,,Turnover by R. Lopez (lost ball),64,55
256,3,6:01.0,H. Barnes misses 2-pt jump shot from 18 ft,,64,55
257,3,6:00.0,,Defensive rebound by J. Butler,64,55
258,3,5:47.0,,D. Wade misses 2-pt jump shot from 12 ft,64,55
259,3,5:46.0,,Offensive rebound by R. Lopez,64,55
260,3,5:46.0,,R. Lopez misses 2-pt layup from 2 ft,64,55
261,3,5:45.0,,Offensive rebound by D. Wade,64,55
262,3,5:43.0,,D. Wade misses 2-pt layup from 2 ft,64,55
263,3,5:42.0,Defensive rebound by S. Curry,,64,55
264,3,5:36.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Williams),,67,55
265,3,5:14.0,,D. Wade makes 2-pt jump shot from 16 ft (assist by J. Butler),67,57
266,3,5:00.0,D. Williams makes 2-pt jump shot from 18 ft,,69,57
267,3,4:43.0,,Offensive foul by D. Wade (drawn by W. Matthews),69,57
268,3,4:43.0,,Turnover by D. Wade (offensive foul),69,57
269,3,4:43.0,,D. McDermott enters the game for D. Wade,69,57
270,3,4:43.0,,R. Rondo enters the game for M. Carter-Williams,69,57
271,3,4:29.0,Turnover by D. Williams (dbl dribble),,69,57
272,3,4:18.0,,J. Butler makes 2-pt layup from 1 ft,69,59
273,3,4:18.0,,Shooting foul by S. Mejri (drawn by J. Butler),69,59
274,3,4:18.0,J. Barea enters the game for D. Williams,,69,59
275,3,4:18.0,D. Harris enters the game for S. Curry,,69,59
276,3,4:18.0,,J. Butler makes free throw 1 of 1,69,60
277,3,4:05.0,Offensive foul by S. Mejri (drawn by R. Rondo),,69,60
278,3,4:05.0,Turnover by S. Mejri (offensive foul),,69,60
279,3,3:49.0,,P. Zipser misses 3-pt jump shot from 24 ft,69,60
280,3,3:46.0,,Offensive rebound by J. Butler,69,60
281,3,3:46.0,,Turnover by J. Butler (lost ball; steal by D. Harris),69,60
282,3,3:29.0,H. Barnes makes 2-pt layup from 1 ft (assist by J. Barea),,71,60
283,3,3:12.0,,J. Butler makes 2-pt jump shot from 20 ft,71,62
284,3,2:56.0,H. Barnes misses 2-pt jump shot from 9 ft,,71,62
285,3,2:55.0,,Defensive rebound by D. McDermott,71,62
286,3,2:52.0,,P. Zipser makes 2-pt layup from 2 ft (assist by D. McDermott),71,64
287,3,2:51.0,Dallas full timeout,,71,64
288,3,2:51.0,,N. Mirotić enters the game for P. Zipser,71,64
289,3,2:51.0,D. Powell enters the game for H. Barnes,,71,64
290,3,2:51.0,D. Nowitzki enters the game for S. Mejri,,71,64
291,3,2:29.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,71,64
292,3,2:29.0,,Defensive rebound by D. McDermott,71,64
293,3,2:15.0,,Personal foul by W. Matthews (drawn by J. Butler),71,64
294,3,2:15.0,Technical foul by W. Matthews,,71,64
295,3,2:15.0,,J. Butler makes technical free throw,71,65
296,3,2:05.0,,D. McDermott misses 2-pt layup from 2 ft,71,65
297,3,2:04.0,,Offensive rebound by R. Lopez,71,65
298,3,2:04.0,,R. Lopez makes 2-pt layup from 1 ft,71,67
299,3,1:55.0,Shooting foul by D. McDermott (drawn by D. Harris),,71,67
300,3,1:55.0,D. Harris makes free throw 1 of 2,,72,67
301,3,1:55.0,D. Harris makes free throw 2 of 2,,73,67
302,3,1:38.0,,Shooting foul by D. Harris (drawn by J. Butler),73,67
303,3,1:38.0,,J. Butler makes free throw 1 of 2,73,68
304,3,1:38.0,,J. Butler makes free throw 2 of 2,73,69
305,3,1:25.0,Personal foul by N. Mirotić (drawn by D. Nowitzki),,73,69
306,3,1:25.0,D. Nowitzki misses free throw 1 of 2,,73,69
307,3,1:25.0,Offensive rebound by Team,,73,69
308,3,1:25.0,D. Nowitzki makes free throw 2 of 2,,74,69
309,3,1:10.0,,R. Lopez makes 2-pt jump shot from 16 ft (assist by J. Butler),74,71
310,3,1:00.0,Shooting foul by D. McDermott (drawn by D. Harris),,74,71
311,3,1:00.0,D. Harris makes free throw 1 of 2,,75,71
312,3,1:00.0,D. Harris makes free throw 2 of 2,,76,71
313,3,0:37.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by J. Butler),76,73
314,3,0:37.0,,Shooting foul by D. Nowitzki (drawn by R. Lopez),76,73
315,3,0:37.0,,R. Lopez makes free throw 1 of 1,76,74
316,3,0:28.0,D. Harris misses 3-pt jump shot from 25 ft,,76,74
317,3,0:27.0,,Defensive rebound by D. McDermott,76,74
318,3,0:14.0,,N. Mirotić misses 2-pt layup from 2 ft,76,74
319,3,0:13.0,Defensive rebound by D. Nowitzki,,76,74
320,3,0:01.0,D. Harris misses 2-pt jump shot from 18 ft,,76,74
321,3,0:00.0,,Defensive rebound by R. Rondo,76,74
322,4,11:40.0,,C. Felício makes 2-pt layup from 2 ft (assist by R. Rondo),76,76
323,4,11:20.0,D. Powell makes 2-pt jump shot from 14 ft (assist by J. Barea),,78,76
324,4,11:04.0,,D. Wade makes 2-pt jump shot from 18 ft,78,78
325,4,10:55.0,Personal foul by C. Felício (drawn by D. Harris),,78,78
326,4,10:45.0,Personal foul by N. Mirotić (drawn by H. Barnes),,78,78
327,4,10:36.0,H. Barnes makes 2-pt layup from 2 ft (assist by J. Barea),,80,78
328,4,10:16.0,,Shooting foul by D. Finney-Smith (drawn by C. Felício),80,78
329,4,10:16.0,,C. Felício makes free throw 1 of 2,80,79
330,4,10:16.0,,C. Felício makes free throw 2 of 2,80,80
331,4,10:03.0,J. Barea makes 2-pt jump shot from 11 ft,,82,80
332,4,9:43.0,,D. McDermott misses 3-pt jump shot from 23 ft,82,80
333,4,9:41.0,Defensive rebound by H. Barnes,,82,80
334,4,9:29.0,J. Barea misses 3-pt jump shot from 26 ft,,82,80
335,4,9:28.0,,Defensive rebound by D. McDermott,82,80
336,4,9:22.0,Offensive charge foul by D. Wade (drawn by D. Harris),,82,80
337,4,9:22.0,,Turnover by D. Wade (offensive foul),82,80
338,4,9:22.0,D. Nowitzki enters the game for D. Powell,,82,80
339,4,9:08.0,,Violation by C. Felício (kicked ball),82,80
340,4,8:56.0,J. Barea makes 3-pt jump shot from 26 ft,,85,80
341,4,8:56.0,,Chicago full timeout,85,80
342,4,8:56.0,,J. Butler enters the game for D. McDermott,85,80
343,4,8:56.0,W. Matthews enters the game for D. Finney-Smith,,85,80
344,4,8:46.0,,D. Wade misses 2-pt jump shot from 14 ft (block by D. Harris),85,80
345,4,8:46.0,,Offensive rebound by Team,85,80
346,4,8:44.0,,Shooting foul by D. Nowitzki (drawn by J. Butler),85,80
347,4,8:44.0,,J. Butler makes free throw 1 of 2,85,81
348,4,8:44.0,,J. Butler misses free throw 2 of 2,85,81
349,4,8:42.0,Defensive rebound by D. Nowitzki,,85,81
350,4,8:20.0,Turnover by H. Barnes (bad pass; steal by N. Mirotić),,85,81
351,4,8:11.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by C. Felício),85,84
352,4,7:59.0,J. Barea misses 2-pt jump shot from 10 ft,,85,84
353,4,7:57.0,,Defensive rebound by N. Mirotić,85,84
354,4,7:53.0,,Shooting foul by D. Harris (drawn by J. Butler),85,84
355,4,7:53.0,,J. Butler makes free throw 1 of 2,85,85
356,4,7:53.0,,J. Butler makes free throw 2 of 2,85,86
357,4,7:35.0,Personal foul by N. Mirotić (drawn by H. Barnes),,85,86
358,4,7:20.0,H. Barnes misses 2-pt jump shot from 17 ft,,85,86
359,4,7:19.0,,Defensive rebound by J. Butler,85,86
360,4,7:01.0,S. Mejri enters the game for D. Nowitzki,,85,86
361,4,7:01.0,S. Curry enters the game for D. Harris,,85,86
362,4,7:01.0,D. Williams enters the game for J. Barea,,85,86
363,4,6:57.0,,D. Wade misses 2-pt jump shot from 16 ft,85,86
364,4,6:56.0,,Offensive rebound by C. Felício,85,86
365,4,6:50.0,,C. Felício makes 2-pt layup from 3 ft (assist by R. Rondo),85,88
366,4,6:30.0,S. Curry makes 2-pt jump shot from 20 ft (assist by D. Williams),,87,88
367,4,6:10.0,,Turnover by R. Rondo (bad pass; steal by D. Williams),87,88
368,4,6:08.0,H. Barnes makes 2-pt dunk at rim,,89,88
369,4,5:46.0,,J. Butler misses 2-pt jump shot from 7 ft,89,88
370,4,5:44.0,,Offensive rebound by N. Mirotić,89,88
371,4,5:36.0,,R. Rondo misses 2-pt jump shot from 21 ft,89,88
372,4,5:35.0,Defensive rebound by D. Williams,,89,88
373,4,5:22.0,D. Williams misses 2-pt jump shot from 6 ft,,89,88
374,4,5:22.0,,Defensive rebound by Team,89,88
375,4,5:22.0,,Chicago full timeout,89,88
376,4,5:22.0,,D. McDermott enters the game for R. Rondo,89,88
377,4,5:22.0,,R. Lopez enters the game for C. Felício,89,88
378,4,5:07.0,,J. Butler misses 2-pt jump shot from 17 ft,89,88
379,4,5:06.0,Defensive rebound by S. Curry,,89,88
380,4,4:48.0,H. Barnes misses 2-pt jump shot from 22 ft,,89,88
381,4,4:48.0,,Defensive rebound by D. Wade,89,88
382,4,4:48.0,,Personal foul by S. Mejri (drawn by D. Wade),89,88
383,4,4:29.0,,D. Wade makes 2-pt layup from 2 ft,89,90
384,4,4:18.0,Personal foul by J. Butler (drawn by D. Williams),,89,90
