,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
79,1,2:22.0,C. Miles enters the game for P. George,,24,26
80,1,2:22.0,J. Teague makes free throw 2 of 2,,25,26
81,1,2:02.0,,W. Chandler makes 2-pt dunk at rim (assist by J. Nelson),25,28
82,1,1:40.0,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Teague),,27,28
83,1,1:30.0,,W. Chandler misses 3-pt jump shot from 26 ft,27,28
84,1,1:29.0,Defensive rebound by J. Teague,,27,28
85,1,1:22.0,M. Ellis misses 2-pt jump shot from 7 ft,,27,28
86,1,1:21.0,,Defensive rebound by W. Chandler,27,28
87,1,1:15.0,,Personal foul by T. Young (drawn by W. Chandler),27,28
88,1,1:15.0,,J. Murray enters the game for G. Harris,27,28
89,1,1:15.0,,K. Faried enters the game for W. Chandler,27,28
90,1,1:15.0,K. Séraphin enters the game for J. Teague,,27,28
91,1,1:15.0,A. Brooks enters the game for T. Young,,27,28
92,1,0:53.0,,W. Barton misses 2-pt jump shot from 11 ft,27,28
93,1,0:51.0,,Offensive rebound by W. Barton,27,28
94,1,0:51.0,,W. Barton makes 2-pt layup from 11 ft,27,30
95,1,0:45.0,A. Jefferson misses 2-pt jump shot from 4 ft (block by J. Nurkić),,27,30
96,1,0:45.0,Offensive rebound by Team,,27,30
97,1,0:38.0,C. Miles misses 2-pt jump shot from 8 ft (block by K. Faried),,27,30
98,1,0:37.0,Offensive rebound by A. Jefferson,,27,30
99,1,0:37.0,A. Jefferson misses 2-pt jump shot from 14 ft,,27,30
100,1,0:36.0,Offensive rebound by C. Miles,,27,30
101,1,0:36.0,C. Miles misses 2-pt layup from 1 ft,,27,30
102,1,0:34.0,Offensive rebound by C. Miles,,27,30
103,1,0:33.0,C. Miles makes 2-pt layup from 1 ft,,29,30
104,1,0:28.0,,J. Nelson misses 3-pt jump shot from 26 ft,29,30
105,1,0:26.0,Defensive rebound by K. Séraphin,,29,30
106,1,0:07.0,Turnover by A. Brooks (bad pass; steal by K. Faried),,29,30
107,1,0:03.0,,Turnover by J. Murray (bad pass; steal by A. Brooks),29,30
108,1,0:03.0,A. Brooks misses 3-pt jump shot from 45 ft,,29,30
109,1,0:03.0,Offensive rebound by Team,,29,30
110,2,11:39.0,K. Séraphin makes 2-pt jump shot from 7 ft,,31,30
111,2,11:22.0,,J. Murray misses 3-pt jump shot from 25 ft,31,30
112,2,11:21.0,Defensive rebound by K. Séraphin,,31,30
113,2,11:04.0,M. Ellis misses 3-pt jump shot from 25 ft,,31,30
114,2,11:04.0,,Defensive rebound by K. Faried,31,30
115,2,10:55.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nelson),31,33
116,2,10:42.0,C. Miles misses 2-pt jump shot from 9 ft,,31,33
117,2,10:41.0,,Defensive rebound by J. Nurkić,31,33
118,2,10:38.0,,Shooting foul by A. Brooks (drawn by W. Barton),31,33
119,2,10:38.0,,W. Barton makes free throw 1 of 2,31,34
120,2,10:38.0,,W. Barton makes free throw 2 of 2,31,35
121,2,10:13.0,A. Jefferson misses 2-pt jump shot from 19 ft,,31,35
122,2,10:12.0,,Defensive rebound by W. Barton,31,35
123,2,10:06.0,,J. Nelson makes 2-pt layup from 3 ft,31,37
124,2,9:54.0,A. Brooks misses 2-pt jump shot from 22 ft,,31,37
125,2,9:53.0,,Defensive rebound by J. Nurkić,31,37
126,2,9:37.0,,Turnover by J. Nurkić (bad pass; steal by M. Ellis),31,37
127,2,9:26.0,Turnover by A. Brooks (bad pass; steal by W. Barton),,31,37
128,2,9:20.0,,W. Barton misses 2-pt layup from 1 ft,31,37
129,2,9:18.0,,Offensive rebound by J. Murray,31,37
130,2,9:18.0,,J. Murray makes 2-pt layup from 1 ft,31,39
131,2,8:59.0,C. Miles makes 3-pt jump shot from 26 ft (assist by A. Brooks),,34,39
132,2,8:51.0,,J. Murray makes 2-pt jump shot from 5 ft,34,41
133,2,8:48.0,Indiana full timeout,,34,41
134,2,8:48.0,T. Young enters the game for A. Jefferson,,34,41
135,2,8:48.0,M. Turner enters the game for K. Séraphin,,34,41
136,2,8:30.0,C. Miles makes 3-pt jump shot from 25 ft (assist by A. Brooks),,37,41
137,2,8:12.0,,Shooting foul by M. Turner (drawn by J. Nurkić),37,41
138,2,8:12.0,,J. Nurkić misses free throw 1 of 2,37,41
139,2,8:12.0,,Offensive rebound by Team,37,41
140,2,8:12.0,,J. Nurkić makes free throw 2 of 2,37,42
141,2,8:02.0,Turnover by M. Ellis (bad pass; steal by J. Nelson),,37,42
142,2,7:57.0,,J. Murray misses 3-pt jump shot from 26 ft,37,42
143,2,7:57.0,,Offensive rebound by K. Faried,37,42
144,2,7:57.0,,K. Faried makes 2-pt layup from 3 ft,37,44
145,2,7:57.0,,Shooting foul by M. Turner (drawn by K. Faried),37,44
146,2,7:57.0,,K. Faried makes free throw 1 of 1,37,45
147,2,7:45.0,,Violation by K. Faried (def goaltending),37,45
148,2,7:45.0,M. Ellis makes 2-pt layup from 3 ft,,39,45
149,2,7:29.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by J. Murray),39,47
150,2,7:15.0,A. Brooks makes 2-pt jump shot from 6 ft,,41,47
151,2,7:03.0,,K. Faried misses 2-pt jump shot from 17 ft,41,47
152,2,7:02.0,Defensive rebound by M. Turner,,41,47
153,2,6:50.0,M. Ellis makes 2-pt jump shot from 8 ft,,43,47
154,2,6:35.0,,J. Murray misses 3-pt jump shot from 26 ft,43,47
155,2,6:35.0,Defensive rebound by Team,,43,47
156,2,6:35.0,,Loose ball foul by K. Faried (drawn by C. Miles),43,47
157,2,6:35.0,P. George enters the game for C. Miles,,43,47
158,2,6:35.0,,N. Jokić enters the game for J. Nurkić,43,47
159,2,6:35.0,,G. Harris enters the game for J. Murray,43,47
160,2,6:20.0,A. Brooks misses 3-pt jump shot from 25 ft,,43,47
161,2,6:19.0,,Defensive rebound by K. Faried,43,47
162,2,6:06.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Barton),43,49
163,2,5:55.0,A. Brooks makes 2-pt layup from 1 ft,,45,49
164,2,5:44.0,,J. Nelson misses 3-pt jump shot from 27 ft,45,49
165,2,5:44.0,,Offensive rebound by N. Jokić,45,49
166,2,5:39.0,,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),45,51
167,2,5:21.0,P. George misses 2-pt jump shot from 14 ft,,45,51
168,2,5:19.0,,Defensive rebound by W. Barton,45,51
169,2,5:14.0,,W. Barton misses 2-pt jump shot from 3 ft,45,51
170,2,5:13.0,,Offensive rebound by Team,45,51
171,2,5:13.0,Official timeout,,45,51
172,2,5:13.0,J. Teague enters the game for A. Brooks,,45,51
173,2,5:13.0,,D. Gallinari enters the game for J. Nelson,45,51
174,2,5:13.0,,E. Mudiay enters the game for W. Barton,45,51
175,2,5:13.0,,W. Chandler enters the game for K. Faried,45,51
176,2,5:02.0,,G. Harris misses 2-pt layup from 3 ft,45,51
177,2,5:02.0,Defensive rebound by M. Turner,,45,51
178,2,4:49.0,Personal foul by E. Mudiay (drawn by J. Teague),,45,51
179,2,4:39.0,P. George misses 3-pt jump shot from 25 ft,,45,51
180,2,4:38.0,Offensive rebound by M. Turner,,45,51
181,2,4:27.0,M. Turner misses 2-pt jump shot from 8 ft,,45,51
182,2,4:26.0,,Defensive rebound by G. Harris,45,51
183,2,4:16.0,,E. Mudiay misses 2-pt jump shot from 12 ft,45,51
184,2,4:15.0,Defensive rebound by P. George,,45,51
185,2,4:01.0,T. Young makes 2-pt hook shot from 7 ft,,47,51
186,2,3:51.0,,W. Chandler makes 2-pt jump shot from 7 ft,47,53
187,2,3:51.0,,Shooting foul by M. Turner (drawn by W. Chandler),47,53
188,2,3:51.0,A. Jefferson enters the game for M. Turner,,47,53
189,2,3:51.0,G. Robinson enters the game for M. Ellis,,47,53
190,2,3:51.0,,W. Chandler makes free throw 1 of 1,47,54
191,2,3:42.0,Turnover by J. Teague (bad pass; steal by W. Chandler),,47,54
192,2,3:38.0,,Turnover by D. Gallinari (lost ball; steal by P. George),47,54
193,2,3:33.0,Turnover by J. Teague (bad pass; steal by N. Jokić),,47,54
194,2,3:20.0,,G. Harris makes 2-pt layup from 4 ft (assist by N. Jokić),47,56
195,2,2:59.0,G. Robinson misses 2-pt jump shot from 3 ft (block by E. Mudiay),,47,56
196,2,2:56.0,Offensive rebound by G. Robinson,,47,56
197,2,2:56.0,G. Robinson misses 2-pt layup from 4 ft,,47,56
198,2,2:55.0,,Defensive rebound by G. Harris,47,56
199,2,2:50.0,,Shooting foul by A. Jefferson (drawn by N. Jokić),47,56
200,2,2:50.0,,Denver full timeout,47,56
201,2,2:50.0,,N. Jokić makes free throw 1 of 2,47,57
202,2,2:50.0,,N. Jokić makes free throw 2 of 2,47,58
203,2,2:34.0,J. Teague makes 2-pt jump shot from 10 ft,,49,58
204,2,2:22.0,,Shooting foul by A. Jefferson (drawn by N. Jokić),49,58
205,2,2:22.0,,N. Jokić makes free throw 1 of 2,49,59
206,2,2:22.0,K. Séraphin enters the game for A. Jefferson,,49,59
207,2,2:22.0,,N. Jokić makes free throw 2 of 2,49,60
208,2,2:06.0,P. George misses 2-pt layup at rim,,49,60
209,2,2:05.0,,Defensive rebound by N. Jokić,49,60
210,2,1:48.0,,N. Jokić misses 2-pt jump shot from 8 ft,49,60
211,2,1:47.0,,Offensive rebound by W. Chandler,49,60
212,2,1:47.0,,W. Chandler misses 2-pt layup from 2 ft (block by T. Young),49,60
213,2,1:44.0,,Offensive rebound by N. Jokić,49,60
214,2,1:41.0,,W. Chandler makes 2-pt dunk at rim (assist by N. Jokić),49,62
215,2,1:26.0,Shooting foul by G. Harris (drawn by J. Teague),,49,62
216,2,1:26.0,J. Teague makes free throw 1 of 2,,50,62
217,2,1:26.0,J. Teague makes free throw 2 of 2,,51,62
218,2,1:07.0,,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),51,64
219,2,0:54.0,K. Séraphin makes 2-pt hook shot from 8 ft (assist by P. George),,53,64
220,2,0:40.0,,E. Mudiay misses 3-pt jump shot from 23 ft,53,64
221,2,0:39.0,Defensive rebound by P. George,,53,64
222,2,0:25.0,Loose ball foul by J. Teague (drawn by E. Mudiay),,53,64
223,2,0:25.0,Turnover by J. Teague (offensive foul),,53,64
224,2,0:25.0,,E. Mudiay misses free throw 1 of 2,53,64
225,2,0:25.0,,Offensive rebound by Team,53,64
226,2,0:25.0,Indiana full timeout,,53,64
227,2,0:25.0,C. Miles enters the game for T. Young,,53,64
228,2,0:25.0,,E. Mudiay makes free throw 2 of 2,53,65
229,2,0:03.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),,56,65
230,2,0:01.0,,G. Harris makes 2-pt layup from 2 ft (assist by W. Chandler),56,67
231,2,0:00.0,G. Robinson misses 3-pt jump shot from 37 ft,,56,67
232,2,0:00.0,Offensive rebound by Team,,56,67
233,3,11:47.0,M. Turner misses 2-pt layup from 1 ft,,56,67
234,3,11:46.0,,Defensive rebound by W. Chandler,56,67
235,3,11:37.0,,D. Gallinari misses 3-pt jump shot from 24 ft,56,67
236,3,11:35.0,Defensive rebound by T. Young,,56,67
237,3,11:26.0,Turnover by P. George (bad pass; steal by G. Harris),,56,67
238,3,11:20.0,,W. Chandler makes 2-pt dunk at rim (assist by G. Harris),56,69
239,3,10:57.0,T. Young misses 3-pt jump shot from 25 ft,,56,69
240,3,10:56.0,,Defensive rebound by W. Chandler,56,69
241,3,10:38.0,,N. Jokić makes 2-pt layup from 2 ft,56,71
242,3,10:26.0,Turnover by J. Teague (lost ball; steal by E. Mudiay),,56,71
243,3,10:16.0,,Turnover by N. Jokić (bad pass; steal by P. George),56,71
244,3,10:10.0,G. Robinson misses 2-pt layup from 3 ft,,56,71
245,3,10:09.0,Offensive rebound by G. Robinson,,56,71
246,3,10:01.0,G. Robinson makes 2-pt jump shot from 16 ft,,58,71
247,3,9:44.0,,Turnover by N. Jokić (bad pass),58,71
248,3,9:33.0,P. George misses 3-pt jump shot from 26 ft,,58,71
249,3,9:32.0,,Defensive rebound by W. Chandler,58,71
250,3,9:24.0,Violation by M. Turner (kicked ball),,58,71
251,3,9:16.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by N. Jokić),58,74
252,3,9:09.0,Turnover by J. Teague (bad pass; steal by W. Chandler),,58,74
253,3,9:06.0,,G. Harris makes 2-pt layup from 1 ft (assist by W. Chandler),58,76
254,3,9:06.0,,Shooting block foul by J. Teague (drawn by G. Harris),58,76
255,3,9:06.0,Indiana full timeout,,58,76
256,3,9:06.0,,G. Harris makes free throw 1 of 1,58,77
257,3,8:50.0,G. Robinson makes 2-pt jump shot from 13 ft (assist by P. George),,60,77
258,3,8:23.0,,N. Jokić makes 2-pt layup from 2 ft (assist by W. Chandler),60,79
259,3,8:09.0,Turnover by J. Teague (back court),,60,79
260,3,7:57.0,,Shooting foul by T. Young (drawn by G. Harris),60,79
261,3,7:57.0,,G. Harris makes free throw 1 of 2,60,80
262,3,7:57.0,,G. Harris makes free throw 2 of 2,60,81
263,3,7:42.0,M. Turner makes 3-pt jump shot from 25 ft (assist by J. Teague),,63,81
264,3,7:31.0,,Shooting foul by M. Turner (drawn by N. Jokić),63,81
265,3,7:31.0,,N. Jokić makes free throw 1 of 2,63,82
266,3,7:31.0,K. Séraphin enters the game for M. Turner,,63,82
267,3,7:31.0,,N. Jokić makes free throw 2 of 2,63,83
268,3,7:16.0,P. George misses 2-pt jump shot from 12 ft,,63,83
269,3,7:14.0,,Defensive rebound by N. Jokić,63,83
270,3,7:02.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by E. Mudiay),63,86
271,3,6:49.0,J. Teague makes 2-pt layup from 3 ft,,65,86
272,3,6:39.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by E. Mudiay),65,89
273,3,6:16.0,P. George misses 2-pt jump shot from 16 ft,,65,89
274,3,6:15.0,,Defensive rebound by N. Jokić,65,89
275,3,6:01.0,,E. Mudiay makes 2-pt dunk at rim,65,91
276,3,5:50.0,Personal foul by G. Harris (drawn by J. Teague),,65,91
277,3,5:50.0,M. Ellis enters the game for G. Robinson,,65,91
278,3,5:43.0,Turnover by T. Young (bad pass),,65,91
279,3,5:29.0,,N. Jokić makes 2-pt jump shot from 6 ft,65,93
280,3,5:19.0,T. Young misses 2-pt jump shot from 18 ft,,65,93
281,3,5:18.0,Offensive rebound by M. Ellis,,65,93
282,3,5:16.0,Turnover by M. Ellis (bad pass; steal by E. Mudiay),,65,93
283,3,5:06.0,,W. Chandler makes 2-pt layup from 3 ft (assist by E. Mudiay),65,95
284,3,4:59.0,Indiana full timeout,,65,95
285,3,4:41.0,M. Ellis misses 3-pt jump shot from 25 ft,,65,95
286,3,4:40.0,,Defensive rebound by N. Jokić,65,95
287,3,4:34.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by N. Jokić),65,97
288,3,4:19.0,J. Teague misses 2-pt jump shot from 7 ft,,65,97
289,3,4:18.0,,Defensive rebound by N. Jokić,65,97
290,3,4:12.0,,Turnover by G. Harris (lost ball; steal by M. Ellis),65,97
291,3,3:56.0,K. Séraphin makes 2-pt jump shot from 17 ft (assist by J. Teague),,67,97
292,3,3:41.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by E. Mudiay),67,100
293,3,3:25.0,K. Séraphin misses 2-pt hook shot from 6 ft,,67,100
294,3,3:25.0,,Defensive rebound by N. Jokić,67,100
295,3,3:18.0,,E. Mudiay misses 3-pt jump shot from 25 ft,67,100
296,3,3:17.0,Defensive rebound by K. Séraphin,,67,100
297,3,3:12.0,Personal foul by E. Mudiay (drawn by J. Teague),,67,100
298,3,3:12.0,A. Brooks enters the game for J. Teague,,67,100
299,3,3:11.0,C. Miles enters the game for T. Young,,67,100
300,3,3:01.0,A. Brooks makes 2-pt layup from 3 ft (assist by C. Miles),,69,100
301,3,3:01.0,,Denver full timeout,69,100
302,3,3:01.0,,W. Barton enters the game for W. Chandler,69,100
303,3,3:01.0,,K. Faried enters the game for G. Harris,69,100
304,3,3:01.0,,J. Nelson enters the game for E. Mudiay,69,100
305,3,2:48.0,,D. Gallinari makes 2-pt dunk at rim (assist by N. Jokić),69,102
306,3,2:35.0,C. Miles makes 3-pt jump shot from 25 ft (assist by M. Ellis),,72,102
307,3,2:20.0,,D. Gallinari misses 2-pt layup from 2 ft,72,102
308,3,2:18.0,,Offensive rebound by K. Faried,72,102
309,3,2:18.0,,K. Faried makes 2-pt dunk at rim,72,104
310,3,2:00.0,M. Ellis makes 2-pt layup from 1 ft (assist by P. George),,74,104
311,3,1:44.0,,N. Jokić misses 2-pt jump shot from 7 ft (block by K. Séraphin),74,104
312,3,1:43.0,Defensive rebound by C. Miles,,74,104
313,3,1:38.0,Turnover by K. Séraphin (step out of bounds),,74,104
314,3,1:24.0,,Denver full timeout,74,104
315,3,1:24.0,,W. Chandler enters the game for N. Jokić,74,104
316,3,1:17.0,,Turnover by J. Nelson (bad pass),74,104
317,3,1:04.0,C. Miles misses 3-pt jump shot from 25 ft,,74,104
318,3,1:04.0,,Defensive rebound by K. Faried,74,104
319,3,0:48.0,,W. Barton misses 2-pt jump shot from 19 ft,74,104
320,3,0:48.0,,Offensive rebound by W. Barton,74,104
321,3,0:43.0,,Shooting foul by C. Miles (drawn by W. Chandler),74,104
322,3,0:43.0,,W. Chandler makes free throw 1 of 2,74,105
323,3,0:43.0,,W. Chandler makes free throw 2 of 2,74,106
324,3,0:33.0,K. Séraphin makes 2-pt jump shot from 16 ft (assist by A. Brooks),,76,106
325,3,0:20.0,Offensive charge foul by W. Chandler (drawn by M. Ellis),,76,106
326,3,0:20.0,,Turnover by W. Chandler (offensive foul),76,106
327,3,0:06.0,Personal take foul by D. Gallinari (drawn by P. George),,76,106
328,3,0:01.0,P. George misses 3-pt jump shot from 26 ft,,76,106
329,3,0:00.0,,Defensive rebound by W. Barton,76,106
330,4,11:49.0,,Turnover by K. Faried (lost ball),76,106
331,4,11:37.0,M. Turner misses 2-pt layup from 2 ft,,76,106
332,4,11:37.0,,Defensive rebound by G. Harris,76,106
333,4,11:29.0,,W. Chandler misses 3-pt jump shot from 22 ft,76,106
334,4,11:28.0,Defensive rebound by C. Miles,,76,106
335,4,11:22.0,C. Miles makes 3-pt jump shot from 24 ft (assist by A. Brooks),,79,106
336,4,11:07.0,,G. Harris misses 2-pt layup from 4 ft (block by M. Turner),79,106
337,4,11:06.0,,Offensive rebound by Team,79,106
338,4,10:55.0,,Shooting foul by M. Turner (drawn by K. Faried),79,106
339,4,10:55.0,,K. Faried makes free throw 1 of 2,79,107
340,4,10:55.0,,K. Faried makes free throw 2 of 2,79,108
341,4,10:42.0,M. Turner misses 2-pt jump shot from 14 ft,,79,108
342,4,10:41.0,,Defensive rebound by K. Faried,79,108
343,4,10:24.0,,J. Nelson misses 3-pt jump shot from 22 ft,79,108
344,4,10:23.0,,Offensive rebound by K. Faried,79,108
345,4,10:05.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Barton),79,110
346,4,9:49.0,C. Miles misses 2-pt jump shot from 11 ft,,79,110
347,4,9:49.0,,Defensive rebound by K. Faried,79,110
348,4,9:39.0,,W. Barton misses 3-pt jump shot from 26 ft,79,110
349,4,9:37.0,Defensive rebound by P. George,,79,110
350,4,9:34.0,Shooting block foul by J. Nelson (drawn by P. George),,79,110
351,4,9:34.0,P. George makes free throw 1 of 2,,80,110
352,4,9:34.0,P. George makes free throw 2 of 2,,81,110
353,4,9:25.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Nelson),81,113
354,4,9:12.0,M. Turner misses 2-pt jump shot from 21 ft,,81,113
355,4,9:11.0,,Defensive rebound by W. Barton,81,113
356,4,8:55.0,,K. Faried makes 2-pt dunk at rim (assist by J. Nelson),81,115
357,4,8:55.0,Indiana full timeout,,81,115
358,4,8:55.0,K. Séraphin enters the game for P. George,,81,115
359,4,8:55.0,G. Robinson enters the game for M. Turner,,81,115
360,4,8:39.0,A. Brooks misses 3-pt jump shot from 24 ft,,81,115
361,4,8:38.0,Offensive rebound by G. Robinson,,81,115
362,4,8:24.0,K. Séraphin makes 2-pt hook shot from 7 ft,,83,115
363,4,8:13.0,,Offensive foul by K. Faried (drawn by C. Miles),83,115
364,4,8:13.0,,Turnover by K. Faried (offensive foul),83,115
365,4,7:58.0,A. Brooks makes 3-pt jump shot from 26 ft (assist by K. Séraphin),,86,115
366,4,7:39.0,,G. Harris misses 2-pt jump shot from 5 ft (block by G. Robinson),86,115
367,4,7:37.0,Defensive rebound by K. Séraphin,,86,115
368,4,7:15.0,M. Ellis misses 3-pt jump shot from 25 ft,,86,115
369,4,7:15.0,,Defensive rebound by Team,86,115
370,4,6:53.0,,W. Barton misses 2-pt jump shot from 20 ft,86,115
371,4,6:52.0,,Offensive rebound by K. Faried,86,115
372,4,6:51.0,,K. Faried misses 2-pt layup from 1 ft,86,115
373,4,6:49.0,Defensive rebound by M. Ellis,,86,115
374,4,6:41.0,C. Miles makes 3-pt jump shot from 25 ft (assist by K. Séraphin),,89,115
375,4,6:41.0,,Denver full timeout,89,115
376,4,6:41.0,,D. Gallinari enters the game for W. Chandler,89,115
377,4,6:41.0,,N. Jokić enters the game for K. Faried,89,115
378,4,6:18.0,,J. Nelson makes 3-pt jump shot from 28 ft,89,118
379,4,6:00.0,C. Miles misses 2-pt jump shot from 22 ft,,89,118
380,4,5:58.0,,Defensive rebound by G. Harris,89,118
381,4,5:52.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by G. Harris),89,121
382,4,5:34.0,M. Ellis makes 2-pt jump shot from 17 ft (assist by A. Brooks),,91,121
383,4,5:15.0,,D. Gallinari misses 2-pt jump shot from 17 ft,91,121
384,4,5:13.0,Defensive rebound by Team,,91,121
