,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
33,1,6:55.0,Z. Randolph misses 2-pt layup from 1 ft,,6,10
34,1,6:54.0,,Defensive rebound by G. Dieng,6,10
35,1,6:48.0,,A. Wiggins makes 2-pt jump shot from 5 ft (assist by R. Rubio),6,12
36,1,6:48.0,,Shooting foul by M. Conley (drawn by A. Wiggins),6,12
37,1,6:48.0,,A. Wiggins makes free throw 1 of 1,6,13
38,1,6:36.0,M. Conley misses 2-pt jump shot from 6 ft,,6,13
39,1,6:35.0,,Defensive rebound by G. Dieng,6,13
40,1,6:28.0,,B. Rush misses 2-pt layup at rim,6,13
41,1,6:27.0,Defensive rebound by Z. Randolph,,6,13
42,1,6:19.0,A. Harrison makes 3-pt jump shot from 24 ft (assist by M. Conley),,9,13
43,1,5:54.0,,R. Rubio makes 2-pt layup from 3 ft (assist by A. Wiggins),9,15
44,1,5:38.0,J. Green makes 2-pt jump shot from 10 ft,,11,15
45,1,5:20.0,,A. Wiggins misses 2-pt jump shot from 16 ft,11,15
46,1,5:19.0,,Offensive rebound by G. Dieng,11,15
47,1,5:19.0,,G. Dieng misses 2-pt layup from 1 ft,11,15
48,1,5:18.0,Defensive rebound by J. Ennis,,11,15
49,1,5:06.0,J. Green makes 2-pt jump shot from 15 ft (assist by J. Ennis),,13,15
50,1,4:49.0,,B. Rush makes 3-pt jump shot from 25 ft (assist by R. Rubio),13,18
51,1,4:42.0,Memphis full timeout,,13,18
52,1,4:42.0,,S. Muhammad enters the game for B. Rush,13,18
53,1,4:42.0,B. Wright enters the game for J. Green,,13,18
54,1,4:42.0,V. Carter enters the game for M. Conley,,13,18
55,1,4:23.0,Z. Randolph misses 2-pt jump shot from 13 ft,,13,18
56,1,4:22.0,,Defensive rebound by G. Dieng,13,18
57,1,4:22.0,Loose ball foul by J. Ennis (drawn by G. Dieng),,13,18
58,1,4:06.0,,K. Towns makes 2-pt hook shot from 8 ft,13,20
59,1,3:46.0,Turnover by V. Carter (bad pass; steal by A. Wiggins),,13,20
60,1,3:39.0,,R. Rubio misses 3-pt jump shot from 24 ft,13,20
61,1,3:38.0,,Offensive rebound by A. Wiggins,13,20
62,1,3:34.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by A. Wiggins),13,23
63,1,3:25.0,Memphis full timeout,,13,23
64,1,3:25.0,T. Daniels enters the game for J. Ennis,,13,23
65,1,3:10.0,A. Harrison misses 2-pt jump shot from 5 ft,,13,23
66,1,3:09.0,,Defensive rebound by K. Towns,13,23
67,1,3:04.0,,Shooting foul by B. Wright (drawn by A. Wiggins),13,23
68,1,3:04.0,,A. Wiggins misses free throw 1 of 2,13,23
69,1,3:04.0,,Offensive rebound by Team,13,23
70,1,3:04.0,,A. Wiggins misses free throw 2 of 2,13,23
71,1,3:04.0,Defensive rebound by Z. Randolph,,13,23
72,1,2:46.0,A. Harrison misses 3-pt jump shot from 26 ft,,13,23
73,1,2:45.0,,Defensive rebound by G. Dieng,13,23
74,1,2:33.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),13,25
75,1,2:05.0,V. Carter misses 3-pt jump shot from 25 ft,,13,25
76,1,2:04.0,Offensive rebound by Z. Randolph,,13,25
77,1,2:02.0,Z. Randolph misses 2-pt layup from 1 ft (block by K. Towns),,13,25
78,1,2:01.0,,Defensive rebound by K. Towns,13,25
79,1,1:51.0,,S. Muhammad misses 3-pt jump shot from 25 ft,13,25
80,1,1:49.0,Defensive rebound by B. Wright,,13,25
81,1,1:40.0,B. Wright misses 2-pt layup from 1 ft,,13,25
82,1,1:39.0,,Defensive rebound by K. Towns,13,25
83,1,1:35.0,,A. Wiggins misses 2-pt layup from 1 ft,13,25
84,1,1:32.0,,Offensive rebound by G. Dieng,13,25
85,1,1:27.0,,S. Muhammad misses 2-pt jump shot from 12 ft,13,25
86,1,1:26.0,,Offensive rebound by K. Towns,13,25
87,1,1:22.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),13,27
88,1,1:01.0,Z. Randolph misses 2-pt layup from 3 ft,,13,27
89,1,1:00.0,Offensive rebound by B. Wright,,13,27
90,1,1:00.0,B. Wright makes 2-pt layup from 2 ft,,15,27
91,1,0:48.0,,Shooting foul by B. Wright (drawn by K. Towns),15,27
92,1,0:48.0,,Minnesota full timeout,15,27
93,1,0:48.0,,K. Towns makes free throw 1 of 2,15,28
94,1,0:48.0,,T. Jones enters the game for R. Rubio,15,27
95,1,0:48.0,M. Conley enters the game for A. Harrison,,15,27
96,1,0:48.0,J. Green enters the game for Z. Randolph,,15,27
97,1,0:48.0,,K. Towns makes free throw 2 of 2,15,29
98,1,0:39.0,T. Daniels misses 3-pt jump shot from 25 ft,,15,29
99,1,0:38.0,,Defensive rebound by K. Towns,15,29
100,1,0:24.0,,G. Dieng makes 2-pt layup at rim (assist by K. Towns),15,31
101,1,0:17.0,Personal foul by T. Jones (drawn by M. Conley),,15,31
102,1,0:17.0,,N. Bjelica enters the game for G. Dieng,15,31
103,1,0:01.0,T. Daniels misses 3-pt jump shot from 27 ft,,15,31
104,1,0:00.0,,Defensive rebound by K. Towns,15,31
105,2,11:47.0,V. Carter misses 2-pt jump shot from 17 ft,,15,31
106,2,11:46.0,,Defensive rebound by B. Rush,15,31
107,2,11:26.0,,N. Bjelica misses 2-pt jump shot from 9 ft,15,31
108,2,11:24.0,,Offensive rebound by S. Muhammad,15,31
109,2,11:22.0,,S. Muhammad makes 2-pt jump shot from 10 ft,15,33
110,2,11:07.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Conley),,18,33
111,2,10:43.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by T. Jones),18,35
112,2,10:30.0,Shooting foul by C. Aldrich (drawn by J. Green),,18,35
113,2,10:30.0,J. Green makes free throw 1 of 2,,19,35
114,2,10:30.0,J. Ennis enters the game for B. Wright,,19,35
115,2,10:30.0,J. Green makes free throw 2 of 2,,20,35
116,2,10:06.0,,N. Bjelica makes 2-pt jump shot from 7 ft,20,37
117,2,9:51.0,T. Daniels misses 3-pt jump shot from 25 ft,,20,37
118,2,9:50.0,,Defensive rebound by N. Bjelica,20,37
119,2,9:36.0,Offensive charge foul by B. Rush (drawn by T. Daniels),,20,37
120,2,9:36.0,,Turnover by B. Rush (offensive foul),20,37
121,2,9:19.0,Shooting foul by S. Muhammad (drawn by T. Daniels),,20,37
122,2,9:19.0,T. Daniels misses free throw 1 of 2,,20,37
123,2,9:19.0,Offensive rebound by Team,,20,37
124,2,9:19.0,T. Daniels makes free throw 2 of 2,,21,37
125,2,9:08.0,,Turnover by N. Bjelica (bad pass; steal by J. Green),21,37
126,2,9:05.0,J. Green makes 2-pt layup at rim,,23,37
127,2,9:05.0,Shooting foul by N. Bjelica (drawn by J. Green),,23,37
128,2,9:05.0,J. Green makes free throw 1 of 1,,24,37
129,2,8:56.0,,Turnover by T. Jones (bad pass; steal by V. Carter),24,37
130,2,8:52.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by V. Carter),,27,37
131,2,8:47.0,,Minnesota full timeout,27,37
132,2,8:47.0,,K. Towns enters the game for C. Aldrich,27,37
133,2,8:47.0,,G. Dieng enters the game for N. Bjelica,27,37
134,2,8:47.0,,R. Rubio enters the game for S. Muhammad,27,37
135,2,8:39.0,,Personal foul by J. Ennis (drawn by K. Towns),27,37
136,2,8:29.0,,K. Towns makes 2-pt layup from 2 ft (assist by R. Rubio),27,39
137,2,8:09.0,J. Green misses 3-pt jump shot from 25 ft,,27,39
138,2,8:08.0,,Defensive rebound by G. Dieng,27,39
139,2,7:54.0,,T. Jones misses 3-pt jump shot from 25 ft,27,39
140,2,7:53.0,Defensive rebound by J. Ennis,,27,39
141,2,7:44.0,M. Conley misses 3-pt jump shot from 23 ft,,27,39
142,2,7:43.0,,Defensive rebound by G. Dieng,27,39
143,2,7:24.0,,Turnover by T. Jones (lost ball),27,39
144,2,7:24.0,Z. Randolph enters the game for J. Green,,27,39
145,2,7:14.0,T. Daniels misses 3-pt jump shot from 25 ft,,27,39
146,2,7:13.0,,Defensive rebound by K. Towns,27,39
147,2,7:01.0,,Personal foul by T. Daniels (drawn by K. Towns),27,39
148,2,7:01.0,T. Douglas enters the game for M. Conley,,27,39
149,2,6:57.0,,Personal foul by T. Douglas (drawn by R. Rubio),27,39
150,2,6:57.0,B. Wright enters the game for V. Carter,,27,39
151,2,6:45.0,,K. Towns misses 2-pt jump shot from 9 ft,27,39
152,2,6:42.0,,Offensive rebound by B. Rush,27,39
153,2,6:40.0,,K. Towns misses 2-pt jump shot from 3 ft,27,39
154,2,6:37.0,,Offensive rebound by T. Jones,27,39
155,2,6:33.0,,R. Rubio makes 2-pt jump shot from 19 ft (assist by T. Jones),27,41
156,2,6:17.0,T. Daniels makes 2-pt jump shot from 21 ft (assist by T. Douglas),,29,41
157,2,6:04.0,,R. Rubio misses 2-pt jump shot from 20 ft,29,41
158,2,6:03.0,Defensive rebound by Team,,29,41
159,2,5:52.0,B. Wright makes 2-pt dunk at rim (assist by T. Daniels),,31,41
160,2,5:33.0,,T. Jones makes 2-pt jump shot from 13 ft,31,43
161,2,5:11.0,T. Douglas misses 2-pt jump shot from 14 ft,,31,43
162,2,5:10.0,,Defensive rebound by K. Towns,31,43
163,2,5:09.0,,Minnesota full timeout,31,43
164,2,5:09.0,,A. Wiggins enters the game for T. Jones,31,43
165,2,5:09.0,M. Conley enters the game for T. Daniels,,31,43
166,2,5:04.0,,Personal foul by J. Ennis (drawn by A. Wiggins),31,43
167,2,5:04.0,V. Carter enters the game for J. Ennis,,31,43
168,2,4:54.0,,G. Dieng misses 2-pt jump shot from 4 ft (block by Z. Randolph),31,43
169,2,4:52.0,Defensive rebound by T. Douglas,,31,43
170,2,4:45.0,T. Douglas makes 2-pt jump shot from 7 ft,,33,43
171,2,4:25.0,,Turnover by R. Rubio (bad pass),33,43
172,2,4:25.0,,N. Bjelica enters the game for G. Dieng,33,43
173,2,4:11.0,Personal foul by A. Wiggins (drawn by M. Conley),,33,43
174,2,4:03.0,Z. Randolph misses 2-pt jump shot from 21 ft,,33,43
175,2,4:02.0,Offensive rebound by Z. Randolph,,33,43
176,2,4:01.0,Z. Randolph makes 2-pt layup from 1 ft,,35,43
177,2,4:01.0,Shooting foul by N. Bjelica (drawn by Z. Randolph),,35,43
178,2,4:01.0,Z. Randolph misses free throw 1 of 1,,35,43
179,2,4:01.0,,Defensive rebound by N. Bjelica,35,43
180,2,3:43.0,,Turnover by N. Bjelica (bad pass; steal by B. Wright),35,43
181,2,3:34.0,Personal foul by K. Towns (drawn by Z. Randolph),,35,43
182,2,3:34.0,Z. Randolph makes free throw 1 of 2,,36,43
183,2,3:34.0,Z. Randolph misses free throw 2 of 2,,36,43
184,2,3:33.0,Offensive rebound by B. Wright,,36,43
185,2,3:25.0,Z. Randolph misses 2-pt layup from 1 ft,,36,43
186,2,3:24.0,Offensive rebound by B. Wright,,36,43
187,2,3:18.0,Shooting foul by A. Wiggins (drawn by M. Conley),,36,43
188,2,3:18.0,M. Conley misses free throw 1 of 3,,36,43
189,2,3:18.0,Offensive rebound by Team,,36,43
190,2,3:18.0,M. Conley makes free throw 2 of 3,,37,43
191,2,3:18.0,,G. Dieng enters the game for N. Bjelica,37,43
192,2,3:18.0,M. Conley makes free throw 3 of 3,,38,43
193,2,3:02.0,,G. Dieng misses 2-pt jump shot from 20 ft,38,43
194,2,3:01.0,,Offensive rebound by K. Towns,38,43
195,2,2:58.0,,Shooting foul by Z. Randolph (drawn by K. Towns),38,43
196,2,2:58.0,Memphis full timeout,,38,43
197,2,2:58.0,,K. Towns makes free throw 1 of 2,38,44
198,2,2:58.0,,K. Towns makes free throw 2 of 2,38,45
199,2,2:41.0,V. Carter misses 2-pt jump shot from 20 ft,,38,45
200,2,2:40.0,Offensive rebound by Z. Randolph,,38,45
201,2,2:39.0,Shooting foul by G. Dieng (drawn by Z. Randolph),,38,45
202,2,2:39.0,Z. Randolph makes free throw 1 of 2,,39,45
203,2,2:39.0,J. Green enters the game for B. Wright,,39,45
204,2,2:39.0,Z. Randolph makes free throw 2 of 2,,40,45
205,2,2:20.0,,A. Wiggins misses 2-pt jump shot from 20 ft,40,45
206,2,2:19.0,Defensive rebound by T. Douglas,,40,45
207,2,2:05.0,Shooting foul by K. Towns (drawn by J. Green),,40,45
208,2,2:05.0,J. Green makes free throw 1 of 2,,41,45
209,2,2:05.0,J. Green makes free throw 2 of 2,,42,45
210,2,1:58.0,,A. Wiggins misses 2-pt jump shot from 13 ft,42,45
211,2,1:57.0,Defensive rebound by Z. Randolph,,42,45
212,2,1:53.0,Shooting foul by R. Rubio (drawn by J. Green),,42,45
213,2,1:53.0,J. Green makes free throw 1 of 2,,43,45
214,2,1:53.0,J. Green makes free throw 2 of 2,,44,45
215,2,1:53.0,,Inbound foul by T. Douglas,44,45
216,2,1:53.0,,R. Rubio makes free throw 1 of 1,44,46
217,2,1:46.0,,Shooting foul by V. Carter (drawn by A. Wiggins),44,46
218,2,1:46.0,,A. Wiggins makes free throw 1 of 2,44,47
219,2,1:46.0,,A. Wiggins makes free throw 2 of 2,44,48
220,2,1:23.0,M. Conley makes 2-pt jump shot from 9 ft,,46,48
221,2,1:02.0,,G. Dieng misses 2-pt jump shot from 19 ft,46,48
222,2,1:01.0,Defensive rebound by J. Green,,46,48
223,2,0:44.0,J. Green makes 2-pt layup from 1 ft,,48,48
224,2,0:27.0,B. Wright enters the game for J. Green,,48,48
225,2,0:25.0,,K. Towns misses 3-pt jump shot from 25 ft,48,48
226,2,0:23.0,Defensive rebound by M. Conley,,48,48
227,2,0:02.0,M. Conley misses 2-pt jump shot from 20 ft,,48,48
228,2,0:00.0,Offensive rebound by Team,,48,48
229,3,11:36.0,Z. Randolph misses 3-pt jump shot from 26 ft,,48,48
230,3,11:35.0,,Defensive rebound by K. Towns,48,48
231,3,11:17.0,,K. Towns misses 3-pt jump shot from 25 ft,48,48
232,3,11:16.0,Defensive rebound by T. Douglas,,48,48
233,3,11:09.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Conley),,50,48
234,3,10:54.0,,Shooting foul by M. Conley (drawn by A. Wiggins),50,48
235,3,10:54.0,,A. Wiggins misses free throw 1 of 2,50,48
236,3,10:54.0,,Offensive rebound by Team,50,48
237,3,10:54.0,,A. Wiggins makes free throw 2 of 2,50,49
238,3,10:41.0,B. Wright misses 2-pt layup from 1 ft,,50,49
239,3,10:40.0,,Defensive rebound by G. Dieng,50,49
240,3,10:32.0,,Turnover by R. Rubio (bad pass; steal by B. Wright),50,49
241,3,10:21.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,53,49
242,3,9:59.0,,A. Wiggins misses 3-pt jump shot from 25 ft,53,49
243,3,9:58.0,,Offensive rebound by G. Dieng,53,49
244,3,9:45.0,,A. Wiggins makes 2-pt layup from 1 ft,53,51
245,3,9:21.0,T. Douglas misses 3-pt jump shot from 25 ft,,53,51
246,3,9:19.0,Offensive rebound by J. Ennis,,53,51
247,3,9:13.0,M. Conley misses 3-pt jump shot from 25 ft,,53,51
248,3,9:12.0,,Defensive rebound by K. Towns,53,51
249,3,9:06.0,,Personal foul by T. Douglas (drawn by R. Rubio),53,51
250,3,8:52.0,,R. Rubio misses 3-pt jump shot from 25 ft,53,51
251,3,8:51.0,Defensive rebound by Team,,53,51
252,3,8:38.0,M. Conley misses 3-pt jump shot from 25 ft,,53,51
253,3,8:37.0,,Defensive rebound by G. Dieng,53,51
254,3,8:22.0,,B. Rush misses 2-pt jump shot from 4 ft,53,51
255,3,8:21.0,Defensive rebound by T. Douglas,,53,51
256,3,8:09.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by M. Conley),,56,51
257,3,8:08.0,,Minnesota full timeout,56,51
258,3,7:42.0,,R. Rubio misses 3-pt jump shot from 26 ft,56,51
259,3,7:41.0,Defensive rebound by B. Wright,,56,51
260,3,7:21.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by M. Conley),,59,51
261,3,7:02.0,,A. Wiggins makes 2-pt jump shot from 16 ft,59,53
262,3,6:51.0,Turnover by M. Conley (illegal screen),,59,53
263,3,6:51.0,,S. Muhammad enters the game for B. Rush,59,53
264,3,6:33.0,,K. Towns makes 2-pt hook shot from 8 ft,59,55
265,3,6:13.0,Shooting foul by R. Rubio (drawn by M. Conley),,59,55
266,3,6:13.0,M. Conley misses free throw 1 of 2,,59,55
267,3,6:13.0,Offensive rebound by Team,,59,55
268,3,6:13.0,M. Conley makes free throw 2 of 2,,60,55
269,3,5:57.0,,A. Wiggins misses 2-pt jump shot from 5 ft,60,55
270,3,5:56.0,Defensive rebound by M. Conley,,60,55
271,3,5:48.0,M. Conley misses 2-pt jump shot from 21 ft,,60,55
272,3,5:47.0,,Defensive rebound by Team,60,55
273,3,5:21.0,,Personal foul by T. Douglas (drawn by R. Rubio),60,55
274,3,5:21.0,V. Carter enters the game for M. Conley,,60,55
275,3,5:21.0,A. Harrison enters the game for T. Douglas,,60,55
276,3,5:21.0,J. Green enters the game for B. Wright,,60,55
277,3,5:10.0,,K. Towns misses 2-pt jump shot from 18 ft,60,55
278,3,5:09.0,Defensive rebound by V. Carter,,60,55
279,3,5:00.0,V. Carter makes 3-pt jump shot from 25 ft (assist by A. Harrison),,63,55
280,3,4:42.0,,A. Wiggins misses 3-pt jump shot from 27 ft,63,55
281,3,4:41.0,Defensive rebound by J. Green,,63,55
282,3,4:33.0,V. Carter makes 3-pt jump shot from 26 ft (assist by A. Harrison),,66,55
283,3,4:33.0,,Minnesota full timeout,66,55
284,3,4:33.0,,T. Jones enters the game for R. Rubio,66,55
285,3,4:33.0,,N. Bjelica enters the game for K. Towns,66,55
286,3,4:15.0,,S. Muhammad misses 3-pt jump shot from 25 ft,66,55
287,3,4:14.0,,Offensive rebound by S. Muhammad,66,55
288,3,4:04.0,,Turnover by T. Jones (lost ball),66,55
289,3,3:52.0,Personal foul by A. Wiggins (drawn by J. Green),,66,55
290,3,3:42.0,Z. Randolph misses 2-pt jump shot from 19 ft,,66,55
291,3,3:41.0,Offensive rebound by J. Ennis,,66,55
292,3,3:40.0,Turnover by J. Ennis (traveling),,66,55
293,3,3:28.0,,N. Bjelica makes 2-pt jump shot from 22 ft (assist by G. Dieng),66,57
294,3,3:27.0,Memphis full timeout,,66,57
295,3,3:15.0,V. Carter misses 3-pt jump shot from 26 ft,,66,57
296,3,3:14.0,,Defensive rebound by T. Jones,66,57
297,3,3:12.0,,Personal foul by J. Green (drawn by T. Jones),66,57
298,3,2:59.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by T. Jones),66,60
299,3,2:42.0,,Offensive charge foul by Z. Randolph (drawn by G. Dieng),66,60
300,3,2:42.0,Turnover by Z. Randolph (offensive foul),,66,60
301,3,2:42.0,B. Wright enters the game for Z. Randolph,,66,60
302,3,2:42.0,M. Conley enters the game for J. Ennis,,66,60
303,3,2:24.0,,A. Wiggins misses 2-pt jump shot from 8 ft,66,60
304,3,2:23.0,Defensive rebound by M. Conley,,66,60
305,3,2:01.0,J. Green makes 3-pt jump shot from 23 ft (assist by M. Conley),,69,60
306,3,1:45.0,,T. Jones misses 3-pt jump shot from 27 ft,69,60
307,3,1:43.0,Defensive rebound by V. Carter,,69,60
308,3,1:34.0,Personal foul by T. Jones (drawn by B. Wright),,69,60
309,3,1:26.0,Turnover by B. Wright (bad pass),,69,60
310,3,1:11.0,,G. Dieng misses 2-pt jump shot from 19 ft,69,60
311,3,1:10.0,,Offensive rebound by S. Muhammad,69,60
312,3,1:09.0,,S. Muhammad makes 2-pt jump shot from 7 ft,69,62
313,3,0:45.0,J. Green misses 2-pt layup from 3 ft,,69,62
314,3,0:44.0,,Defensive rebound by N. Bjelica,69,62
315,3,0:37.0,,S. Muhammad makes 2-pt layup from 2 ft (assist by N. Bjelica),69,64
316,3,0:37.0,,Shooting foul by B. Wright (drawn by S. Muhammad),69,64
317,3,0:37.0,,S. Muhammad misses free throw 1 of 1,69,64
318,3,0:37.0,Defensive rebound by V. Carter,,69,64
319,3,0:24.0,B. Wright misses 2-pt layup from 3 ft,,69,64
320,3,0:23.0,Offensive rebound by B. Wright,,69,64
321,3,0:23.0,B. Wright misses 2-pt layup from 3 ft,,69,64
322,3,0:22.0,,Defensive rebound by G. Dieng,69,64
323,3,0:01.0,,S. Muhammad makes 3-pt jump shot from 24 ft (assist by T. Jones),69,67
324,3,0:00.0,A. Harrison misses 3-pt jump shot from 62 ft,,69,67
325,3,0:00.0,Offensive rebound by Team,,69,67
326,4,11:37.0,,T. Jones makes 3-pt jump shot from 26 ft (assist by A. Wiggins),69,70
327,4,11:14.0,M. Conley makes 2-pt layup from 2 ft,,71,70
328,4,10:48.0,,S. Muhammad misses 2-pt jump shot from 20 ft,71,70
329,4,10:48.0,,Offensive rebound by Team,71,70
330,4,10:48.0,,Turnover by Team (shot clock),71,70
331,4,10:48.0,,R. Rubio enters the game for A. Wiggins,71,70
332,4,10:27.0,J. Green misses 2-pt jump shot from 22 ft,,71,70
333,4,10:26.0,,Defensive rebound by T. Jones,71,70
334,4,10:10.0,,R. Rubio makes 2-pt jump shot from 17 ft (assist by T. Jones),71,72
335,4,9:53.0,Shooting foul by N. Bjelica (drawn by J. Green),,71,72
336,4,9:53.0,J. Green makes 2-pt layup from 1 ft (assist by M. Conley),,73,72
337,4,9:53.0,,K. Towns enters the game for G. Dieng,73,72
338,4,9:53.0,T. Daniels enters the game for A. Harrison,,73,72
339,4,9:53.0,J. Green makes free throw 1 of 1,,74,72
340,4,9:37.0,,Turnover by N. Bjelica (traveling),74,72
341,4,9:20.0,M. Conley misses 2-pt jump shot from 22 ft,,74,72
342,4,9:19.0,,Defensive rebound by N. Bjelica,74,72
343,4,9:09.0,,Turnover by K. Towns (lost ball; steal by J. Ennis),74,72
344,4,9:05.0,Shooting foul by R. Rubio (drawn by J. Ennis),,74,72
345,4,9:05.0,J. Ennis makes free throw 1 of 2,,75,72
346,4,9:05.0,J. Ennis makes free throw 2 of 2,,76,72
347,4,8:42.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by N. Bjelica),76,75
348,4,8:14.0,Turnover by T. Daniels (lost ball; steal by T. Jones),,76,75
349,4,8:11.0,,S. Muhammad misses 2-pt layup from 1 ft (block by V. Carter),76,75
350,4,8:11.0,,Offensive rebound by Team,76,75
351,4,8:11.0,,Minnesota full timeout,76,75
352,4,8:11.0,Z. Randolph enters the game for J. Green,,76,75
353,4,8:11.0,T. Douglas enters the game for M. Conley,,76,75
354,4,7:59.0,,S. Muhammad misses 2-pt jump shot from 7 ft,76,75
355,4,7:58.0,Defensive rebound by Z. Randolph,,76,75
356,4,7:38.0,T. Daniels makes 2-pt layup from 1 ft (assist by Z. Randolph),,78,75
357,4,7:23.0,,R. Rubio misses 2-pt jump shot from 19 ft,78,75
358,4,7:22.0,,Offensive rebound by K. Towns,78,75
359,4,7:22.0,,Shooting foul by Z. Randolph (drawn by K. Towns),78,75
360,4,7:22.0,,K. Towns makes free throw 1 of 2,78,76
361,4,7:22.0,,K. Towns makes free throw 2 of 2,78,77
362,4,7:01.0,Z. Randolph misses 2-pt jump shot from 6 ft,,78,77
363,4,6:58.0,Offensive rebound by J. Ennis,,78,77
364,4,6:58.0,Turnover by Team (shot clock),,78,77
365,4,6:58.0,,A. Wiggins enters the game for N. Bjelica,78,77
366,4,6:44.0,,R. Rubio misses 2-pt jump shot from 18 ft,78,77
367,4,6:43.0,Defensive rebound by T. Douglas,,78,77
368,4,6:30.0,T. Douglas makes 2-pt jump shot from 6 ft,,80,77
369,4,6:14.0,,Personal foul by Z. Randolph (drawn by K. Towns),80,77
370,4,6:14.0,J. Green enters the game for V. Carter,,80,77
371,4,6:14.0,,Minnesota full timeout,80,77
372,4,6:04.0,,K. Towns misses 2-pt jump shot from 4 ft,80,77
373,4,6:02.0,Defensive rebound by T. Douglas,,80,77
374,4,5:45.0,Z. Randolph misses 2-pt jump shot from 12 ft (block by T. Jones),,80,77
375,4,5:44.0,Offensive rebound by Team,,80,77
376,4,5:41.0,Z. Randolph misses 3-pt jump shot from 26 ft,,80,77
377,4,5:40.0,Offensive rebound by Team,,80,77
378,4,5:40.0,,Loose ball foul by S. Muhammad (drawn by J. Green),80,77
379,4,5:40.0,,G. Dieng enters the game for S. Muhammad,80,77
380,4,5:27.0,J. Ennis makes 2-pt layup from 3 ft (assist by J. Green),,82,77
381,4,5:12.0,,A. Wiggins misses 2-pt jump shot from 5 ft (block by J. Green),82,77
382,4,5:10.0,,Offensive rebound by K. Towns,82,77
383,4,5:09.0,,Personal foul by Z. Randolph (drawn by K. Towns),82,77
384,4,5:09.0,Technical foul by Z. Randolph,,82,77
385,4,5:09.0,,R. Rubio makes technical free throw,82,78
386,4,5:02.0,,K. Towns makes 2-pt hook shot from 9 ft,82,80
387,4,5:02.0,,Shooting foul by Z. Randolph (drawn by K. Towns),82,80
388,4,5:02.0,V. Carter enters the game for Z. Randolph,,82,80
389,4,5:02.0,M. Conley enters the game for T. Daniels,,82,80
390,4,5:02.0,,K. Towns makes free throw 1 of 1,82,81
