,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
43,1,6:25.0,,P. Beverley makes 3-pt jump shot from 27 ft (assist by R. Anderson),7,19
44,1,6:18.0,Sacramento full timeout,,7,19
45,1,6:10.0,K. Koufos misses 2-pt jump shot from 4 ft,,7,19
46,1,6:09.0,Offensive rebound by K. Koufos,,7,19
47,1,6:07.0,K. Koufos misses 2-pt jump shot from 5 ft (block by C. Capela),,7,19
48,1,6:05.0,,Defensive rebound by T. Ariza,7,19
49,1,5:49.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),7,21
50,1,5:40.0,,E. Gordon enters the game for P. Beverley,7,21
51,1,5:31.0,K. Koufos makes 2-pt layup from 2 ft (assist by D. Collison),,9,21
52,1,5:13.0,,T. Ariza misses 3-pt jump shot from 26 ft,9,21
53,1,5:11.0,Defensive rebound by D. Collison,,9,21
54,1,5:07.0,O. Casspi makes 2-pt dunk at rim (assist by D. Collison),,11,21
55,1,4:53.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),11,23
56,1,4:34.0,G. Temple makes 3-pt jump shot from 24 ft (assist by D. Collison),,14,23
57,1,4:18.0,,R. Anderson makes 2-pt jump shot from 13 ft,14,25
58,1,3:54.0,D. Collison misses 2-pt jump shot from 16 ft,,14,25
59,1,3:52.0,,Defensive rebound by T. Ariza,14,25
60,1,3:37.0,,E. Gordon misses 3-pt jump shot from 29 ft,14,25
61,1,3:35.0,Defensive rebound by A. Tolliver,,14,25
62,1,3:26.0,O. Casspi makes 3-pt jump shot from 27 ft (assist by D. Collison),,17,25
63,1,3:09.0,,Shooting foul by A. Tolliver (drawn by J. Harden),17,25
64,1,3:09.0,,J. Harden makes free throw 1 of 2,17,26
65,1,3:09.0,M. Barnes enters the game for D. Collison,,17,26
66,1,3:09.0,T. Lawson enters the game for A. Tolliver,,17,26
67,1,3:09.0,,N. Hilário enters the game for C. Capela,17,26
68,1,3:09.0,,J. Harden makes free throw 2 of 2,17,27
69,1,2:48.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by T. Lawson),,20,27
70,1,2:42.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),20,30
71,1,2:24.0,O. Casspi misses 2-pt jump shot from 8 ft,,20,30
72,1,2:23.0,,Defensive rebound by R. Anderson,20,30
73,1,2:12.0,,Turnover by J. Harden (bad pass; steal by T. Lawson),20,30
74,1,2:07.0,T. Lawson misses 2-pt jump shot from 17 ft,,20,30
75,1,2:06.0,,Defensive rebound by J. Harden,20,30
76,1,1:57.0,,R. Anderson makes 3-pt jump shot from 23 ft (assist by E. Gordon),20,33
77,1,1:49.0,Sacramento full timeout,,20,33
78,1,1:49.0,,Houston full timeout,20,33
79,1,1:49.0,,S. Dekker enters the game for T. Ariza,20,33
80,1,1:49.0,,C. Brewer enters the game for R. Anderson,20,33
81,1,1:49.0,,P. Beverley enters the game for J. Harden,20,33
82,1,1:49.0,W. Cauley-Stein enters the game for K. Koufos,,20,33
83,1,1:39.0,G. Temple makes 3-pt jump shot from 26 ft (assist by M. Barnes),,23,33
84,1,1:20.0,,Turnover by N. Hilário (lost ball; steal by W. Cauley-Stein),23,33
85,1,1:05.0,G. Temple misses 3-pt jump shot from 26 ft,,23,33
86,1,1:04.0,,Defensive rebound by Team,23,33
87,1,0:53.0,,Turnover by P. Beverley (bad pass; steal by M. Barnes),23,33
88,1,0:49.0,A. Afflalo enters the game for G. Temple,,23,33
89,1,0:39.0,O. Casspi misses 2-pt jump shot from 7 ft,,23,33
90,1,0:37.0,,Defensive rebound by C. Brewer,23,33
91,1,0:34.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Brewer),23,36
92,1,0:24.0,T. Lawson makes 2-pt jump shot from 12 ft,,25,36
93,1,0:00.0,,E. Gordon misses 3-pt jump shot from 29 ft,25,36
94,1,0:00.0,,Offensive rebound by Team,25,36
95,2,11:43.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by E. Gordon),25,39
96,2,11:27.0,T. Lawson makes 2-pt layup from 2 ft,,27,39
97,2,11:11.0,,N. Hilário makes 2-pt layup from 3 ft (assist by P. Beverley),27,41
98,2,11:11.0,,Shooting foul by M. Barnes (drawn by N. Hilário),27,41
99,2,11:11.0,,N. Hilário misses free throw 1 of 1,27,41
100,2,11:11.0,Defensive rebound by A. Afflalo,,27,41
101,2,11:03.0,Turnover by T. Lawson (bad pass; steal by P. Beverley),,27,41
102,2,10:49.0,,S. Dekker misses 3-pt jump shot from 24 ft,27,41
103,2,10:48.0,,Offensive rebound by S. Dekker,27,41
104,2,10:46.0,,S. Dekker makes 2-pt layup from 3 ft,27,43
105,2,10:30.0,D. Collison makes 2-pt layup from 2 ft (assist by T. Lawson),,29,43
106,2,10:18.0,,E. Gordon misses 2-pt jump shot from 6 ft,29,43
107,2,10:17.0,Defensive rebound by D. Collison,,29,43
108,2,10:01.0,M. Barnes misses 3-pt jump shot from 27 ft,,29,43
109,2,9:59.0,,Defensive rebound by N. Hilário,29,43
110,2,9:50.0,,Turnover by P. Beverley (traveling),29,43
111,2,9:28.0,A. Afflalo misses 3-pt jump shot from 27 ft,,29,43
112,2,9:27.0,,Defensive rebound by P. Beverley,29,43
113,2,9:13.0,,Personal foul by W. Cauley-Stein (drawn by N. Hilário),29,43
114,2,9:09.0,,Turnover by N. Hilário (bad pass),29,43
115,2,8:53.0,T. Lawson misses 3-pt jump shot from 26 ft,,29,43
116,2,8:52.0,,Defensive rebound by S. Dekker,29,43
117,2,8:41.0,,P. Beverley makes 3-pt jump shot from 26 ft (assist by E. Gordon),29,46
118,2,8:29.0,D. Collison misses 2-pt jump shot from 17 ft,,29,46
119,2,8:28.0,,Defensive rebound by N. Hilário,29,46
120,2,8:22.0,,Turnover by C. Brewer (lost ball; steal by T. Lawson),29,46
121,2,8:04.0,A. Afflalo misses 3-pt jump shot from 24 ft,,29,46
122,2,8:02.0,,Defensive rebound by E. Gordon,29,46
123,2,7:51.0,,N. Hilário misses 2-pt jump shot from 14 ft,29,46
124,2,7:50.0,,Offensive rebound by S. Dekker,29,46
125,2,7:47.0,,S. Dekker makes 2-pt jump shot from 4 ft,29,48
126,2,7:41.0,Sacramento full timeout,,29,48
127,2,7:41.0,,C. Capela enters the game for P. Beverley,29,48
128,2,7:41.0,,J. Harden enters the game for N. Hilário,29,48
129,2,7:30.0,A. Afflalo misses 2-pt jump shot from 8 ft,,29,48
130,2,7:29.0,,Defensive rebound by J. Harden,29,48
131,2,7:13.0,,S. Dekker makes 3-pt jump shot from 23 ft (assist by C. Capela),29,51
132,2,7:02.0,Turnover by D. Collison (bad pass),,29,51
133,2,6:54.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),29,53
134,2,6:53.0,Sacramento full timeout,,29,53
135,2,6:53.0,,T. Ariza enters the game for C. Brewer,29,53
136,2,6:53.0,,R. Anderson enters the game for S. Dekker,29,53
137,2,6:35.0,Turnover by T. Lawson (bad pass),,29,53
138,2,6:22.0,,Turnover by J. Harden (bad pass),29,53
139,2,6:22.0,G. Temple enters the game for T. Lawson,,29,53
140,2,6:22.0,K. Koufos enters the game for W. Cauley-Stein,,29,53
141,2,6:01.0,A. Afflalo makes 2-pt layup from 2 ft,,31,53
142,2,5:42.0,,R. Anderson makes 2-pt layup from 4 ft,31,55
143,2,5:19.0,Shooting foul by E. Gordon (drawn by D. Collison),,31,55
144,2,5:19.0,D. Collison makes free throw 1 of 2,,32,55
145,2,5:19.0,D. Collison makes free throw 2 of 2,,33,55
146,2,5:15.0,Offensive charge foul by C. Capela (drawn by D. Collison),,33,55
147,2,5:15.0,,Turnover by C. Capela (offensive foul),33,55
148,2,5:15.0,A. Tolliver enters the game for M. Barnes,,33,55
149,2,5:15.0,O. Casspi enters the game for A. Afflalo,,33,55
150,2,5:03.0,G. Temple makes 2-pt layup from 2 ft,,35,55
151,2,4:38.0,,R. Anderson makes 2-pt jump shot from 12 ft (assist by E. Gordon),35,57
152,2,4:27.0,Turnover by G. Temple (lost ball),,35,57
153,2,4:19.0,,R. Anderson misses 3-pt jump shot from 27 ft,35,57
154,2,4:17.0,Defensive rebound by D. Collison,,35,57
155,2,4:10.0,K. Koufos makes 2-pt hook shot from 9 ft (assist by D. Collison),,37,57
156,2,3:57.0,,T. Ariza misses 2-pt jump shot from 7 ft (block by K. Koufos),37,57
157,2,3:57.0,Defensive rebound by Team,,37,57
158,2,3:57.0,,M. Harrell enters the game for C. Capela,37,57
159,2,3:57.0,,P. Beverley enters the game for E. Gordon,37,57
160,2,3:40.0,K. Koufos makes 2-pt dunk at rim (assist by G. Temple),,39,57
161,2,3:21.0,,R. Anderson misses 3-pt jump shot from 28 ft,39,57
162,2,3:20.0,Defensive rebound by K. Koufos,,39,57
163,2,3:07.0,G. Temple misses 3-pt jump shot from 26 ft,,39,57
164,2,3:05.0,,Defensive rebound by M. Harrell,39,57
165,2,2:50.0,,Shooting foul by O. Casspi (drawn by M. Harrell),39,57
166,2,2:50.0,Official timeout,,39,57
167,2,2:50.0,,M. Harrell misses free throw 1 of 2,39,57
168,2,2:50.0,,Offensive rebound by Team,39,57
169,2,2:50.0,,M. Harrell makes free throw 2 of 2,39,58
170,2,2:38.0,,Offensive charge foul by O. Casspi (drawn by M. Harrell),39,58
171,2,2:38.0,Turnover by O. Casspi (offensive foul),,39,58
172,2,2:38.0,M. Barnes enters the game for O. Casspi,,39,58
173,2,2:15.0,,P. Beverley misses 2-pt layup from 3 ft,39,58
174,2,2:14.0,Defensive rebound by A. Tolliver,,39,58
175,2,2:04.0,K. Koufos misses 2-pt jump shot from 5 ft,,39,58
176,2,2:03.0,Offensive rebound by K. Koufos,,39,58
177,2,2:02.0,K. Koufos misses 2-pt layup from 2 ft (block by M. Harrell),,39,58
178,2,2:01.0,Offensive rebound by A. Tolliver,,39,58
179,2,2:01.0,Shooting foul by P. Beverley (drawn by A. Tolliver),,39,58
180,2,2:01.0,A. Tolliver makes free throw 1 of 2,,40,58
181,2,2:01.0,A. Tolliver misses free throw 2 of 2,,40,58
182,2,2:01.0,Offensive rebound by K. Koufos,,40,58
183,2,1:49.0,D. Collison misses 3-pt jump shot from 26 ft,,40,58
184,2,1:48.0,,Defensive rebound by J. Harden,40,58
185,2,1:34.0,,Turnover by J. Harden (bad pass),40,58
186,2,1:24.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Collison),,43,58
187,2,1:07.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),43,61
188,2,0:49.0,A. Tolliver misses 3-pt jump shot from 24 ft,,43,61
189,2,0:48.0,,Defensive rebound by J. Harden,43,61
190,2,0:38.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by P. Beverley),43,64
191,2,0:32.0,Personal foul by P. Beverley (drawn by K. Koufos),,43,64
192,2,0:25.0,A. Tolliver misses 3-pt jump shot from 26 ft,,43,64
193,2,0:24.0,,Defensive rebound by J. Harden,43,64
194,2,0:20.0,,Turnover by J. Harden (bad pass; steal by A. Tolliver),43,64
195,2,0:00.0,D. Collison misses 2-pt jump shot from 18 ft,,43,64
196,2,0:00.0,Offensive rebound by Team,,43,64
197,3,11:37.0,,Turnover by C. Capela (3 sec),43,64
198,3,11:26.0,Offensive foul by K. Koufos (drawn by P. Beverley),,43,64
199,3,11:26.0,Turnover by K. Koufos (offensive foul),,43,64
200,3,11:15.0,,P. Beverley misses 3-pt jump shot from 26 ft,43,64
201,3,11:14.0,Defensive rebound by O. Casspi,,43,64
202,3,11:02.0,Turnover by D. Collison (bad pass; steal by J. Harden),,43,64
203,3,10:39.0,,C. Capela misses 2-pt jump shot from 7 ft (block by K. Koufos),43,64
204,3,10:36.0,Defensive rebound by A. Tolliver,,43,64
205,3,10:30.0,G. Temple makes 3-pt jump shot from 26 ft (assist by D. Collison),,46,64
206,3,10:17.0,,R. Anderson misses 3-pt jump shot from 26 ft,46,64
207,3,10:16.0,Defensive rebound by O. Casspi,,46,64
208,3,10:13.0,D. Collison makes 2-pt jump shot from 7 ft,,48,64
209,3,10:13.0,Shooting foul by P. Beverley (drawn by D. Collison),,48,64
210,3,10:13.0,,M. Harrell enters the game for C. Capela,48,64
211,3,10:13.0,D. Collison makes free throw 1 of 1,,49,64
212,3,9:58.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),49,66
213,3,9:42.0,K. Koufos makes 2-pt layup from 2 ft (assist by G. Temple),,51,66
214,3,9:17.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),51,69
215,3,9:06.0,A. Tolliver misses 3-pt jump shot from 25 ft,,51,69
216,3,9:04.0,Offensive rebound by K. Koufos,,51,69
217,3,8:55.0,A. Tolliver makes 2-pt layup from 2 ft,,53,69
218,3,8:40.0,,J. Harden misses 3-pt jump shot from 25 ft,53,69
219,3,8:39.0,Defensive rebound by O. Casspi,,53,69
220,3,8:37.0,,Offensive charge foul by G. Temple (drawn by P. Beverley),53,69
221,3,8:37.0,Turnover by G. Temple (offensive foul),,53,69
222,3,8:25.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),53,72
223,3,8:15.0,Turnover by G. Temple (bad pass; steal by T. Ariza),,53,72
224,3,8:11.0,,P. Beverley makes 2-pt layup from 2 ft (assist by T. Ariza),53,74
225,3,7:43.0,O. Casspi misses 2-pt jump shot from 18 ft,,53,74
226,3,7:42.0,,Defensive rebound by J. Harden,53,74
227,3,7:41.0,,Personal foul by D. Collison (drawn by J. Harden),53,74
228,3,7:30.0,,M. Harrell misses 2-pt dunk at rim (block by A. Tolliver),53,74
229,3,7:27.0,Defensive rebound by K. Koufos,,53,74
230,3,7:22.0,Turnover by D. Collison (bad pass; steal by T. Ariza),,53,74
231,3,7:17.0,,J. Harden makes 2-pt layup at rim,53,76
232,3,7:17.0,Sacramento full timeout,,53,76
233,3,7:03.0,Personal foul by T. Ariza (drawn by O. Casspi),,53,76
234,3,6:52.0,G. Temple misses 2-pt jump shot from 20 ft,,53,76
235,3,6:51.0,,Defensive rebound by R. Anderson,53,76
236,3,6:43.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by P. Beverley),53,79
237,3,6:23.0,O. Casspi misses 3-pt jump shot from 26 ft,,53,79
238,3,6:22.0,Offensive rebound by G. Temple,,53,79
239,3,6:18.0,Turnover by G. Temple (bad pass; steal by M. Harrell),,53,79
240,3,6:14.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),53,81
241,3,6:03.0,A. Tolliver misses 3-pt jump shot from 25 ft,,53,81
242,3,6:02.0,,Defensive rebound by J. Harden,53,81
243,3,5:52.0,,M. Harrell misses 2-pt dunk at rim (block by A. Tolliver),53,81
244,3,5:52.0,,Offensive rebound by R. Anderson,53,81
245,3,5:52.0,,R. Anderson makes 2-pt layup from 1 ft,53,83
246,3,5:52.0,,Shooting foul by K. Koufos (drawn by R. Anderson),53,83
247,3,5:52.0,,E. Gordon enters the game for P. Beverley,53,83
248,3,5:52.0,,R. Anderson makes free throw 1 of 1,53,84
249,3,5:28.0,K. Koufos makes 2-pt hook shot from 10 ft (assist by G. Temple),,55,84
250,3,5:14.0,,Shooting foul by G. Temple (drawn by J. Harden),55,84
251,3,5:14.0,,J. Harden makes free throw 1 of 2,55,85
252,3,5:14.0,,J. Harden makes free throw 2 of 2,55,86
253,3,4:59.0,G. Temple misses 3-pt jump shot from 24 ft,,55,86
254,3,4:58.0,Offensive rebound by K. Koufos,,55,86
255,3,4:55.0,K. Koufos misses 2-pt layup from 1 ft (block by M. Harrell),,55,86
256,3,4:54.0,Offensive rebound by O. Casspi,,55,86
257,3,4:52.0,O. Casspi misses 2-pt jump shot from 5 ft,,55,86
258,3,4:51.0,,Defensive rebound by M. Harrell,55,86
259,3,4:46.0,,J. Harden makes 3-pt jump shot from 25 ft,55,89
260,3,4:28.0,G. Temple makes 3-pt jump shot from 26 ft (assist by K. Koufos),,58,89
261,3,4:10.0,,J. Harden misses 3-pt jump shot from 27 ft,58,89
262,3,4:08.0,Defensive rebound by A. Tolliver,,58,89
263,3,3:59.0,A. Tolliver misses 3-pt jump shot from 25 ft,,58,89
264,3,3:58.0,,Defensive rebound by J. Harden,58,89
265,3,3:53.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),58,91
266,3,3:35.0,D. Collison misses 2-pt jump shot from 5 ft (block by E. Gordon),,58,91
267,3,3:33.0,,Defensive rebound by E. Gordon,58,91
268,3,3:24.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),58,94
269,3,3:23.0,Sacramento full timeout,,58,94
270,3,3:23.0,,S. Dekker enters the game for R. Anderson,58,94
271,3,3:23.0,,N. Hilário enters the game for M. Harrell,58,94
272,3,3:23.0,M. Barnes enters the game for A. Tolliver,,58,94
273,3,3:23.0,T. Lawson enters the game for K. Koufos,,58,94
274,3,3:23.0,W. Cauley-Stein enters the game for D. Collison,,58,94
275,3,3:10.0,Shooting foul by N. Hilário (drawn by O. Casspi),,58,94
276,3,3:10.0,O. Casspi makes free throw 1 of 2,,59,94
277,3,3:10.0,O. Casspi misses free throw 2 of 2,,59,94
278,3,3:10.0,,Defensive rebound by J. Harden,59,94
279,3,2:59.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by J. Harden),59,97
280,3,2:40.0,O. Casspi makes 2-pt layup from 3 ft,,61,97
281,3,2:25.0,,N. Hilário misses 2-pt layup from 3 ft,61,97
282,3,2:24.0,Defensive rebound by W. Cauley-Stein,,61,97
283,3,2:18.0,G. Temple makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,63,97
284,3,2:03.0,,S. Dekker makes 2-pt dunk at rim (assist by E. Gordon),63,99
285,3,1:45.0,M. Barnes misses 2-pt jump shot from 21 ft,,63,99
286,3,1:43.0,,Defensive rebound by S. Dekker,63,99
287,3,1:38.0,,Shooting foul by W. Cauley-Stein (drawn by N. Hilário),63,99
288,3,1:38.0,,N. Hilário misses free throw 1 of 2,63,99
289,3,1:38.0,,Offensive rebound by Team,63,99
290,3,1:38.0,,N. Hilário makes free throw 2 of 2,63,100
291,3,1:23.0,Def 3 sec tech foul by J. Harden,,63,100
292,3,1:23.0,G. Temple makes technical free throw,,64,100
293,3,1:13.0,M. Barnes makes 3-pt jump shot from 27 ft (assist by O. Casspi),,67,100
294,3,0:59.0,,T. Ariza misses 3-pt jump shot from 24 ft,67,100
295,3,0:58.0,Defensive rebound by Team,,67,100
296,3,0:50.0,O. Casspi misses 3-pt jump shot from 25 ft,,67,100
297,3,0:48.0,,Defensive rebound by J. Harden,67,100
298,3,0:47.0,,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),67,102
299,3,0:21.0,Turnover by Team (shot clock),,67,102
300,3,0:02.0,,J. Harden misses 3-pt jump shot from 27 ft,67,102
301,3,0:01.0,Defensive rebound by W. Cauley-Stein,,67,102
302,4,11:46.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),,69,102
303,4,11:31.0,,N. Hilário makes 2-pt layup from 3 ft (assist by E. Gordon),69,104
304,4,11:22.0,T. Lawson misses 2-pt jump shot from 19 ft,,69,104
305,4,11:20.0,,Defensive rebound by S. Dekker,69,104
306,4,11:16.0,,E. Gordon misses 3-pt jump shot from 26 ft,69,104
307,4,11:14.0,Defensive rebound by M. Barnes,,69,104
308,4,11:01.0,A. Tolliver makes 2-pt layup from 4 ft,,71,104
309,4,10:47.0,,E. Gordon misses 3-pt jump shot from 26 ft,71,104
310,4,10:46.0,Defensive rebound by A. Tolliver,,71,104
311,4,10:32.0,W. Cauley-Stein misses 2-pt jump shot from 16 ft,,71,104
312,4,10:31.0,,Defensive rebound by S. Dekker,71,104
313,4,10:21.0,,P. Beverley misses 3-pt jump shot from 25 ft,71,104
314,4,10:19.0,Defensive rebound by M. Barnes,,71,104
315,4,10:09.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,71,104
316,4,10:08.0,,Defensive rebound by S. Dekker,71,104
317,4,9:57.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by E. Gordon),71,107
318,4,9:42.0,Turnover by T. Lawson (bad pass; steal by N. Hilário),,71,107
319,4,9:36.0,,E. Gordon misses 3-pt jump shot from 27 ft,71,107
320,4,9:34.0,Defensive rebound by M. Richardson,,71,107
321,4,9:20.0,Personal foul by C. Brewer (drawn by T. Lawson),,71,107
322,4,9:20.0,,C. Capela enters the game for N. Hilário,71,107
323,4,9:06.0,T. Lawson misses 2-pt jump shot from 18 ft,,71,107
324,4,9:05.0,Offensive rebound by W. Cauley-Stein,,71,107
325,4,9:05.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by E. Gordon),,71,107
326,4,9:05.0,,Defensive rebound by Team,71,107
327,4,8:51.0,,E. Gordon misses 2-pt jump shot from 8 ft,71,107
328,4,8:49.0,Defensive rebound by W. Cauley-Stein,,71,107
329,4,8:36.0,M. Richardson misses 2-pt jump shot from 21 ft,,71,107
330,4,8:34.0,,Defensive rebound by P. Beverley,71,107
331,4,8:29.0,,S. Dekker makes 2-pt layup from 3 ft (assist by E. Gordon),71,109
332,4,8:29.0,,Shooting foul by W. Cauley-Stein (drawn by S. Dekker),71,109
333,4,8:29.0,Official timeout,,71,109
334,4,8:29.0,,S. Dekker makes free throw 1 of 1,71,110
335,4,8:06.0,T. Lawson makes 2-pt layup from 2 ft,,73,110
336,4,7:51.0,,C. Capela makes 2-pt layup from 4 ft (assist by P. Beverley),73,112
337,4,7:51.0,,Shooting foul by M. Richardson (drawn by C. Capela),73,112
338,4,7:51.0,,C. Capela misses free throw 1 of 1,73,112
339,4,7:51.0,Defensive rebound by W. Cauley-Stein,,73,112
340,4,7:43.0,Shooting foul by E. Gordon (drawn by M. Richardson),,73,112
341,4,7:43.0,M. Richardson makes free throw 1 of 2,,74,112
342,4,7:43.0,M. Richardson makes free throw 2 of 2,,75,112
343,4,7:32.0,,E. Gordon misses 3-pt jump shot from 27 ft,75,112
344,4,7:31.0,Defensive rebound by A. Tolliver,,75,112
345,4,7:31.0,,Loose ball foul by S. Dekker (drawn by A. Tolliver),75,112
346,4,7:13.0,W. Cauley-Stein makes 2-pt jump shot from 7 ft,,77,112
347,4,7:01.0,,P. Beverley makes 2-pt jump shot from 9 ft,77,114
348,4,6:42.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by T. Lawson),,80,114
349,4,6:33.0,S. Labissière enters the game for M. Barnes,,80,114
350,4,6:24.0,,P. Beverley misses 3-pt jump shot from 26 ft,80,114
351,4,6:22.0,Defensive rebound by M. Richardson,,80,114
352,4,6:12.0,T. Lawson misses 2-pt jump shot from 19 ft,,80,114
353,4,6:10.0,,Defensive rebound by P. Beverley,80,114
354,4,5:55.0,,E. Gordon misses 2-pt jump shot from 5 ft (block by W. Cauley-Stein),80,114
355,4,5:53.0,,Offensive rebound by C. Brewer,80,114
356,4,5:50.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Brewer),80,117
357,4,5:36.0,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by M. Richardson),,82,117
358,4,5:36.0,,Houston full timeout,82,117
359,4,5:36.0,,T. Ennis enters the game for C. Capela,82,117
360,4,5:36.0,,K. McDaniels enters the game for P. Beverley,82,117
361,4,5:36.0,,M. Harrell enters the game for E. Gordon,82,117
362,4,5:36.0,,K. Wiltjer enters the game for C. Brewer,82,117
363,4,5:11.0,,Turnover by K. McDaniels (lost ball; steal by M. Richardson),82,117
364,4,4:55.0,A. Tolliver makes 2-pt jump shot from 21 ft,,84,117
365,4,4:38.0,,K. Wiltjer makes 3-pt jump shot from 28 ft (assist by T. Ennis),84,120
366,4,4:22.0,M. Richardson misses 3-pt jump shot from 25 ft,,84,120
367,4,4:21.0,,Defensive rebound by K. McDaniels,84,120
368,4,4:11.0,,Turnover by K. McDaniels (bad pass; steal by T. Lawson),84,120
369,4,4:06.0,W. Cauley-Stein makes 2-pt jump shot from 3 ft (assist by T. Lawson),,86,120
370,4,4:06.0,Shooting foul by K. McDaniels (drawn by W. Cauley-Stein),,86,120
371,4,4:06.0,W. Cauley-Stein makes free throw 1 of 1,,87,120
372,4,3:55.0,,K. Wiltjer makes 3-pt jump shot from 28 ft (assist by T. Ennis),87,123
373,4,3:35.0,M. Richardson makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),,89,123
374,4,3:25.0,Violation by T. Lawson (kicked ball),,89,123
