,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
256,3,11:41.0,,Defensive rebound by J. Harden,59,58
257,3,11:33.0,,T. Ariza misses 3-pt jump shot from 26 ft,59,58
258,3,11:32.0,Defensive rebound by J. Teague,,59,58
259,3,11:25.0,C. Miles misses 3-pt jump shot from 25 ft,,59,58
260,3,11:24.0,,Defensive rebound by T. Ariza,59,58
261,3,11:16.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),59,60
262,3,10:57.0,C. Miles misses 2-pt jump shot from 21 ft,,59,60
263,3,10:56.0,,Defensive rebound by C. Capela,59,60
264,3,10:43.0,,Shooting foul by J. Teague (drawn by J. Harden),59,60
265,3,10:43.0,,J. Harden misses free throw 1 of 2,59,60
266,3,10:43.0,,Offensive rebound by Team,59,60
267,3,10:43.0,,J. Harden makes free throw 2 of 2,59,61
268,3,10:33.0,Turnover by J. Teague (bad pass; steal by J. Harden),,59,61
269,3,10:28.0,,J. Harden makes 2-pt layup from 2 ft,59,63
270,3,10:12.0,C. Miles makes 3-pt jump shot from 23 ft (assist by P. George),,62,63
271,3,9:51.0,,J. Harden misses 3-pt jump shot from 27 ft,62,63
272,3,9:50.0,Defensive rebound by P. George,,62,63
273,3,9:42.0,T. Young misses 2-pt hook shot from 6 ft,,62,63
274,3,9:41.0,,Defensive rebound by T. Ariza,62,63
275,3,9:27.0,,R. Anderson makes 3-pt jump shot from 28 ft (assist by J. Harden),62,66
276,3,9:09.0,P. George misses 3-pt jump shot from 24 ft,,62,66
277,3,9:08.0,,Defensive rebound by C. Capela,62,66
278,3,8:57.0,,Turnover by J. Harden (bad pass; steal by P. George),62,66
279,3,8:53.0,Shooting foul by R. Anderson (drawn by P. George),,62,66
280,3,8:53.0,P. George makes free throw 1 of 2,,63,66
281,3,8:53.0,P. George makes free throw 2 of 2,,64,66
282,3,8:32.0,,J. Harden misses 2-pt layup from 4 ft (block by M. Turner),64,66
283,3,8:30.0,Defensive rebound by M. Turner,,64,66
284,3,8:25.0,C. Miles makes 3-pt jump shot from 26 ft (assist by J. Teague),,67,66
285,3,8:03.0,,R. Anderson misses 2-pt jump shot from 18 ft,67,66
286,3,8:02.0,Defensive rebound by P. George,,67,66
287,3,7:36.0,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Teague),,69,66
288,3,7:25.0,,T. Ariza misses 3-pt jump shot from 25 ft,69,66
289,3,7:23.0,Defensive rebound by T. Young,,69,66
290,3,7:15.0,M. Turner misses 2-pt jump shot from 4 ft,,69,66
291,3,7:13.0,,Defensive rebound by J. Harden,69,66
292,3,7:07.0,,J. Harden makes 2-pt layup from 1 ft,69,68
293,3,6:52.0,P. George makes 3-pt jump shot from 27 ft (assist by J. Teague),,72,68
294,3,6:35.0,,Shooting foul by J. Teague (drawn by J. Harden),72,68
295,3,6:35.0,,J. Harden misses free throw 1 of 3,72,68
296,3,6:35.0,,Offensive rebound by Team,72,68
297,3,6:35.0,,J. Harden makes free throw 2 of 3,72,69
298,3,6:35.0,,J. Harden makes free throw 3 of 3,72,70
299,3,6:13.0,J. Teague makes 3-pt jump shot from 25 ft (assist by P. George),,75,70
300,3,6:02.0,,R. Anderson misses 3-pt jump shot from 28 ft,75,70
301,3,6:01.0,,Offensive rebound by P. Beverley,75,70
302,3,5:58.0,,P. Beverley makes 2-pt layup from 1 ft,75,72
303,3,5:47.0,P. George misses 2-pt jump shot from 4 ft (block by C. Capela),,75,72
304,3,5:47.0,,Defensive rebound by Team,75,72
305,3,5:47.0,,Houston full timeout,75,72
306,3,5:47.0,,E. Gordon enters the game for P. Beverley,75,72
307,3,5:32.0,,J. Harden misses 3-pt jump shot from 25 ft,75,72
308,3,5:31.0,Defensive rebound by P. George,,75,72
309,3,5:08.0,P. George misses 3-pt jump shot from 23 ft,,75,72
310,3,5:08.0,,Defensive rebound by Team,75,72
311,3,4:50.0,,E. Gordon misses 3-pt jump shot from 28 ft,75,72
312,3,4:49.0,Defensive rebound by C. Miles,,75,72
313,3,4:43.0,T. Young misses 2-pt layup from 2 ft,,75,72
314,3,4:40.0,,Defensive rebound by J. Harden,75,72
315,3,4:29.0,,T. Ariza misses 3-pt jump shot from 26 ft,75,72
316,3,4:28.0,Defensive rebound by P. George,,75,72
317,3,4:20.0,T. Young makes 2-pt dunk at rim (assist by P. George),,77,72
318,3,4:04.0,,R. Anderson misses 3-pt jump shot from 25 ft,77,72
319,3,4:03.0,Defensive rebound by M. Turner,,77,72
320,3,3:54.0,P. George misses 3-pt jump shot from 24 ft,,77,72
321,3,3:53.0,,Defensive rebound by J. Harden,77,72
322,3,3:44.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),77,74
323,3,3:32.0,Shooting foul by E. Gordon (drawn by T. Young),,77,74
324,3,3:32.0,T. Young misses free throw 1 of 2,,77,74
325,3,3:32.0,Offensive rebound by Team,,77,74
326,3,3:32.0,T. Young misses free throw 2 of 2,,77,74
327,3,3:32.0,,Defensive rebound by T. Ariza,77,74
328,3,3:32.0,,L. Williams enters the game for R. Anderson,77,74
329,3,3:32.0,,N. Hilário enters the game for C. Capela,77,74
330,3,3:32.0,M. Ellis enters the game for C. Miles,,77,74
331,3,3:22.0,,E. Gordon misses 2-pt layup from 2 ft (block by M. Turner),77,74
332,3,3:20.0,,Offensive rebound by L. Williams,77,74
333,3,3:18.0,,L. Williams misses 2-pt layup from 3 ft (block by M. Turner),77,74
334,3,3:17.0,,Offensive rebound by Team,77,74
335,3,3:17.0,L. Allen enters the game for T. Young,,77,74
336,3,3:12.0,,Personal foul by M. Ellis,77,74
337,3,3:08.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by N. Hilário),77,77
338,3,3:08.0,,Shooting foul by P. George (drawn by E. Gordon),77,77
339,3,3:08.0,R. Stuckey enters the game for P. George,,77,77
340,3,3:08.0,,E. Gordon makes free throw 1 of 1,77,78
341,3,2:56.0,M. Turner misses 2-pt jump shot from 17 ft,,77,78
342,3,2:54.0,,Defensive rebound by L. Williams,77,78
343,3,2:47.0,,L. Williams misses 3-pt jump shot from 27 ft,77,78
344,3,2:46.0,Defensive rebound by L. Allen,,77,78
345,3,2:42.0,Indiana full timeout,,77,78
346,3,2:42.0,,S. Dekker enters the game for T. Ariza,77,78
347,3,2:42.0,R. Christmas enters the game for M. Turner,,77,78
348,3,2:23.0,M. Ellis misses 3-pt jump shot from 25 ft,,77,78
349,3,2:22.0,,Defensive rebound by N. Hilário,77,78
350,3,2:13.0,,E. Gordon misses 3-pt jump shot from 26 ft,77,78
351,3,2:12.0,Defensive rebound by R. Stuckey,,77,78
352,3,2:06.0,M. Ellis makes 2-pt layup from 2 ft,,79,78
353,3,1:41.0,,S. Dekker misses 3-pt jump shot from 24 ft,79,78
354,3,1:41.0,Defensive rebound by Team,,79,78
355,3,1:41.0,Personal foul by N. Hilário (drawn by M. Ellis),,79,78
356,3,1:27.0,J. Teague makes 2-pt layup from 1 ft,,81,78
357,3,1:13.0,,E. Gordon misses 2-pt layup from 3 ft,81,78
358,3,1:13.0,Defensive rebound by Team,,81,78
359,3,1:00.0,R. Christmas makes 2-pt layup from 1 ft (assist by M. Ellis),,83,78
360,3,0:44.0,,S. Dekker misses 2-pt jump shot from 21 ft,83,78
361,3,0:43.0,Defensive rebound by R. Stuckey,,83,78
362,3,0:27.0,R. Stuckey makes 3-pt jump shot from 24 ft (assist by L. Allen),,86,78
363,3,0:07.0,,J. Harden makes 2-pt layup from 2 ft,86,80
364,3,0:01.0,Shooting foul by S. Dekker (drawn by R. Stuckey),,86,80
365,3,0:01.0,R. Stuckey makes free throw 1 of 2,,87,80
366,3,0:01.0,R. Stuckey makes free throw 2 of 2,,88,80
367,4,11:45.0,,Shooting foul by R. Stuckey (drawn by L. Williams),88,80
368,4,11:45.0,,L. Williams makes free throw 1 of 2,88,81
369,4,11:45.0,,L. Williams makes free throw 2 of 2,88,82
370,4,11:33.0,R. Christmas misses 2-pt jump shot from 3 ft (block by C. Capela),,88,82
371,4,11:33.0,,Defensive rebound by Team,88,82
372,4,11:20.0,,P. Beverley misses 2-pt jump shot from 10 ft,88,82
373,4,11:19.0,,Offensive rebound by C. Capela,88,82
374,4,11:16.0,,C. Capela misses 2-pt layup from 2 ft,88,82
375,4,11:16.0,Defensive rebound by R. Stuckey,,88,82
376,4,11:16.0,,Offensive charge foul by M. Ellis (drawn by E. Gordon),88,82
377,4,11:16.0,Turnover by M. Ellis (offensive foul),,88,82
378,4,11:07.0,,Turnover by E. Gordon (bad pass; steal by G. Robinson),88,82
379,4,11:02.0,R. Stuckey makes 2-pt jump shot from 12 ft,,90,82
380,4,11:02.0,Shooting foul by L. Williams (drawn by R. Stuckey),,90,82
381,4,11:02.0,R. Stuckey makes free throw 1 of 1,,91,82
382,4,10:48.0,,Shooting foul by G. Robinson (drawn by E. Gordon),91,82
383,4,10:48.0,,E. Gordon misses free throw 1 of 2,91,82
384,4,10:48.0,,Offensive rebound by Team,91,82
385,4,10:48.0,,E. Gordon makes free throw 2 of 2,91,83
386,4,10:33.0,Turnover by M. Ellis (bad pass; steal by L. Williams),,91,83
387,4,10:20.0,,Turnover by C. Capela (offensive goaltending),91,83
388,4,10:00.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by G. Robinson),,94,83
389,4,9:37.0,,C. Capela misses 2-pt jump shot from 9 ft,94,83
390,4,9:36.0,,Offensive rebound by E. Gordon,94,83
391,4,9:35.0,,E. Gordon misses 2-pt layup at rim,94,83
392,4,9:34.0,Defensive rebound by R. Stuckey,,94,83
393,4,9:31.0,M. Ellis makes 2-pt layup from 1 ft (assist by R. Stuckey),,96,83
394,4,9:20.0,,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),96,85
395,4,9:05.0,Turnover by M. Ellis (lost ball; steal by C. Capela),,96,85
396,4,8:59.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by P. Beverley),96,88
