,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
101,1,0:30.0,A. Len misses 2-pt dunk at rim,,28,31
102,1,0:28.0,,Defensive rebound by M. Kuzminskas,28,31
103,1,0:19.0,,Personal foul by B. Knight (drawn by M. Kuzminskas),28,31
104,1,0:19.0,,K. Porziņģis enters the game for K. O'Quinn,28,31
105,1,0:19.0,M. Chriss enters the game for A. Len,,28,31
106,1,0:05.0,,D. Rose makes 2-pt layup from 2 ft,28,33
107,1,0:00.0,D. Booker makes 2-pt layup from 2 ft,,30,33
108,2,11:47.0,Shooting foul by K. O'Quinn (drawn by A. Len),,30,33
109,2,11:47.0,A. Len makes free throw 1 of 2,,31,33
110,2,11:47.0,A. Len makes free throw 2 of 2,,32,33
111,2,11:23.0,,Turnover by Team (shot clock),32,33
112,2,11:10.0,D. Bender misses 3-pt jump shot from 24 ft,,32,33
113,2,11:07.0,Offensive rebound by T. Ulis,,32,33
114,2,11:05.0,T. Ulis misses 2-pt jump shot from 19 ft,,32,33
115,2,11:03.0,,Defensive rebound by R. Baker,32,33
116,2,10:53.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,32,33
117,2,10:51.0,Defensive rebound by D. Bender,,32,33
118,2,10:37.0,Turnover by B. Knight (bad pass; steal by K. O'Quinn),,32,33
119,2,10:36.0,,New York full timeout,32,33
120,2,10:36.0,,C. Lee enters the game for R. Baker,32,33
121,2,10:24.0,,Personal foul by D. Bender (drawn by M. Kuzminskas),32,33
122,2,10:14.0,,Turnover by K. Porziņģis (lost ball; steal by P. Tucker),32,33
123,2,10:02.0,B. Knight makes 2-pt jump shot from 22 ft,,34,33
124,2,9:40.0,,M. Kuzminskas makes 3-pt jump shot from 23 ft (assist by C. Lee),34,36
125,2,9:25.0,Turnover by T. Ulis (bad pass),,34,36
126,2,9:10.0,,M. Kuzminskas misses 2-pt layup from 2 ft (block by A. Len),34,36
127,2,9:08.0,Defensive rebound by T. Ulis,,34,36
128,2,9:01.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by B. Knight),,37,36
129,2,8:46.0,,C. Lee misses 2-pt jump shot from 3 ft,37,36
130,2,8:45.0,Defensive rebound by A. Len,,37,36
131,2,8:37.0,Shooting foul by K. O'Quinn (drawn by A. Len),,37,36
132,2,8:37.0,A. Len makes free throw 1 of 2,,38,36
133,2,8:37.0,,J. Noah enters the game for K. O'Quinn,38,36
134,2,8:37.0,,C. Anthony enters the game for K. Porziņģis,38,36
135,2,8:37.0,T. Warren enters the game for D. Bender,,38,36
136,2,8:37.0,A. Len makes free throw 2 of 2,,39,36
137,2,8:22.0,,Offensive foul by J. Noah (drawn by B. Knight),39,36
138,2,8:22.0,,Turnover by J. Noah (offensive foul),39,36
139,2,8:07.0,B. Knight makes 2-pt jump shot from 22 ft,,41,36
140,2,7:42.0,,B. Jennings misses 3-pt jump shot from 25 ft,41,36
141,2,7:40.0,Defensive rebound by B. Knight,,41,36
142,2,7:25.0,T. Ulis misses 2-pt jump shot from 10 ft,,41,36
143,2,7:23.0,,Defensive rebound by J. Noah,41,36
144,2,7:11.0,,M. Kuzminskas makes 2-pt jump shot from 9 ft,41,38
145,2,6:53.0,B. Knight misses 3-pt jump shot from 24 ft,,41,38
146,2,6:51.0,,Defensive rebound by C. Anthony,41,38
147,2,6:48.0,,Turnover by C. Anthony (bad pass),41,38
148,2,6:48.0,,D. Rose enters the game for B. Jennings,41,38
149,2,6:48.0,E. Bledsoe enters the game for T. Ulis,,41,38
150,2,6:37.0,T. Warren misses 2-pt jump shot from 5 ft,,41,38
151,2,6:35.0,,Defensive rebound by C. Anthony,41,38
152,2,6:26.0,,D. Rose makes 2-pt layup from 1 ft (assist by C. Anthony),41,40
153,2,6:20.0,Phoenix full timeout,,41,40
154,2,6:20.0,T. Chandler enters the game for A. Len,,41,40
155,2,5:59.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,43,40
156,2,5:38.0,,D. Rose misses 2-pt jump shot from 10 ft,43,40
157,2,5:36.0,Defensive rebound by B. Knight,,43,40
158,2,5:26.0,B. Knight misses 3-pt jump shot from 24 ft,,43,40
159,2,5:24.0,,Defensive rebound by J. Noah,43,40
160,2,5:13.0,,Turnover by C. Anthony (bad pass; steal by P. Tucker),43,40
161,2,5:11.0,Personal foul by M. Kuzminskas,,43,40
162,2,5:11.0,D. Booker enters the game for B. Knight,,43,40
163,2,5:04.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,46,40
164,2,4:48.0,,D. Rose misses 2-pt layup from 1 ft,46,40
165,2,4:46.0,,Offensive rebound by D. Rose,46,40
166,2,4:45.0,,D. Rose misses 2-pt layup from 1 ft,46,40
167,2,4:43.0,,Offensive rebound by J. Noah,46,40
168,2,4:43.0,,J. Noah misses 2-pt layup from 1 ft,46,40
169,2,4:41.0,Defensive rebound by T. Chandler,,46,40
170,2,4:39.0,Shooting foul by M. Kuzminskas (drawn by E. Bledsoe),,46,40
171,2,4:39.0,E. Bledsoe makes free throw 1 of 2,,47,40
172,2,4:39.0,,K. Porziņģis enters the game for J. Noah,47,40
173,2,4:39.0,,J. Holiday enters the game for C. Lee,47,40
174,2,4:39.0,E. Bledsoe makes free throw 2 of 2,,48,40
175,2,4:31.0,,Personal foul by P. Tucker (drawn by C. Anthony),48,40
176,2,4:21.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,48,40
177,2,4:19.0,Defensive rebound by P. Tucker,,48,40
178,2,4:09.0,Shooting foul by K. Porziņģis (drawn by P. Tucker),,48,40
179,2,4:09.0,P. Tucker misses free throw 1 of 2,,48,40
180,2,4:09.0,Offensive rebound by Team,,48,40
181,2,4:09.0,P. Tucker makes free throw 2 of 2,,49,40
182,2,3:58.0,,D. Rose makes 2-pt dunk at rim,49,42
183,2,3:45.0,Shooting foul by D. Rose (drawn by E. Bledsoe),,49,42
184,2,3:45.0,E. Bledsoe makes free throw 1 of 2,,50,42
185,2,3:45.0,E. Bledsoe makes free throw 2 of 2,,51,42
186,2,3:28.0,,D. Rose misses 2-pt layup from 2 ft,51,42
187,2,3:26.0,Defensive rebound by E. Bledsoe,,51,42
188,2,3:21.0,D. Booker misses 2-pt jump shot from 23 ft,,51,42
189,2,3:18.0,Offensive rebound by E. Bledsoe,,51,42
190,2,3:01.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,51,42
191,2,2:59.0,Offensive rebound by T. Warren,,51,42
192,2,2:56.0,T. Chandler makes 2-pt dunk at rim (assist by E. Bledsoe),,53,42
193,2,2:54.0,,Technical foul by Team,53,42
194,2,2:54.0,Official timeout,,53,42
195,2,2:54.0,,C. Lee enters the game for M. Kuzminskas,53,42
196,2,2:54.0,E. Bledsoe makes technical free throw,,54,42
197,2,2:38.0,,C. Anthony makes 2-pt layup from 2 ft,54,44
198,2,2:16.0,D. Booker misses 2-pt jump shot from 19 ft,,54,44
199,2,2:14.0,,Defensive rebound by J. Holiday,54,44
200,2,2:08.0,,D. Rose misses 2-pt layup from 3 ft,54,44
201,2,2:06.0,,Offensive rebound by K. Porziņģis,54,44
202,2,2:06.0,,K. Porziņģis makes 2-pt dunk at rim,54,46
203,2,1:46.0,Turnover by P. Tucker (traveling),,54,46
204,2,1:31.0,,C. Anthony misses 2-pt jump shot from 23 ft,54,46
205,2,1:29.0,Defensive rebound by T. Chandler,,54,46
206,2,1:22.0,P. Tucker makes 2-pt jump shot from 9 ft,,56,46
207,2,1:14.0,,Personal foul by D. Booker (drawn by C. Anthony),56,46
208,2,1:07.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),56,49
209,2,0:46.0,D. Booker makes 2-pt jump shot from 17 ft,,58,49
210,2,0:36.0,,D. Rose misses 2-pt layup from 2 ft,58,49
211,2,0:33.0,,Offensive rebound by C. Anthony,58,49
212,2,0:33.0,,C. Anthony misses 2-pt layup from 1 ft,58,49
213,2,0:32.0,,Offensive rebound by J. Holiday,58,49
214,2,0:29.0,,C. Anthony makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),58,52
215,2,0:29.0,Phoenix full timeout,,58,52
216,2,0:16.0,D. Booker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,61,52
217,2,0:01.0,,C. Anthony makes 3-pt jump shot from 25 ft,61,55
218,2,0:00.0,E. Bledsoe misses 3-pt jump shot from 66 ft,,61,55
219,2,0:00.0,Offensive rebound by Team,,61,55
220,3,11:42.0,M. Chriss makes 2-pt layup from 2 ft (assist by E. Bledsoe),,63,55
221,3,11:28.0,,Personal foul by T. Warren,63,55
222,3,11:22.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,63,55
223,3,11:20.0,Defensive rebound by T. Chandler,,63,55
224,3,11:02.0,E. Bledsoe misses 2-pt jump shot from 3 ft,,63,55
225,3,11:00.0,Offensive rebound by T. Chandler,,63,55
226,3,10:59.0,T. Chandler misses 2-pt dunk at rim (block by K. Porziņģis),,63,55
227,3,10:57.0,,Defensive rebound by C. Lee,63,55
228,3,10:44.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by C. Lee),63,57
229,3,10:28.0,T. Chandler makes 2-pt layup from 2 ft (assist by T. Warren),,65,57
230,3,10:09.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,65,59
231,3,9:48.0,D. Booker misses 2-pt jump shot from 12 ft,,65,59
232,3,9:46.0,,Defensive rebound by C. Anthony,65,59
233,3,9:35.0,,C. Anthony makes 2-pt jump shot from 15 ft,65,61
234,3,9:20.0,Turnover by D. Booker (bad pass; steal by K. Porziņģis),,65,61
235,3,9:05.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,65,61
236,3,9:03.0,,Offensive rebound by Team,65,61
237,3,8:59.0,,Turnover by J. Noah (bad pass; steal by M. Chriss),65,61
238,3,8:57.0,Shooting foul by C. Lee (drawn by M. Chriss),,65,61
239,3,8:57.0,M. Chriss makes free throw 1 of 2,,66,61
240,3,8:57.0,M. Chriss misses free throw 2 of 2,,66,61
241,3,8:55.0,,Defensive rebound by J. Noah,66,61
242,3,8:39.0,,C. Anthony misses 2-pt jump shot from 13 ft,66,61
243,3,8:38.0,,Offensive rebound by J. Noah,66,61
244,3,8:32.0,,D. Rose misses 2-pt jump shot from 19 ft,66,61
245,3,8:30.0,Defensive rebound by M. Chriss,,66,61
246,3,8:27.0,D. Booker makes 2-pt layup from 2 ft (assist by E. Bledsoe),,68,61
247,3,8:12.0,,Shooting foul by D. Booker (drawn by D. Rose),68,61
248,3,8:12.0,,D. Rose makes free throw 1 of 2,68,62
249,3,8:12.0,,D. Rose makes free throw 2 of 2,68,63
250,3,8:00.0,Def 3 sec tech foul by K. Porziņģis,,68,63
251,3,8:00.0,E. Bledsoe makes technical free throw,,69,63
252,3,7:52.0,D. Booker misses 2-pt jump shot from 19 ft (block by C. Lee),,69,63
253,3,7:50.0,,Defensive rebound by J. Noah,69,63
254,3,7:42.0,,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by C. Anthony),69,65
255,3,7:26.0,T. Warren makes 2-pt layup from 1 ft,,71,65
256,3,7:26.0,,Loose ball foul by C. Anthony (drawn by T. Chandler),71,65
257,3,7:26.0,T. Chandler makes free throw 1 of 1,,72,65
258,3,7:15.0,,Personal foul by D. Booker (drawn by C. Lee),72,65
259,3,7:08.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,72,67
260,3,6:54.0,T. Warren misses 2-pt jump shot from 5 ft (block by J. Noah),,72,67
261,3,6:51.0,Offensive rebound by T. Warren,,72,67
262,3,6:47.0,D. Booker misses 3-pt jump shot from 25 ft,,72,67
263,3,6:46.0,,Defensive rebound by Team,72,67
264,3,6:46.0,,Personal foul by M. Chriss (drawn by J. Noah),72,67
265,3,6:29.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by D. Rose),72,69
266,3,6:28.0,Phoenix full timeout,,72,69
267,3,6:28.0,P. Tucker enters the game for M. Chriss,,72,69
268,3,6:14.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,74,69
269,3,5:53.0,,C. Lee misses 2-pt jump shot from 15 ft,74,69
270,3,5:52.0,,Offensive rebound by C. Lee,74,69
271,3,5:51.0,,C. Lee misses 2-pt layup from 2 ft (block by D. Booker),74,69
272,3,5:48.0,,Offensive rebound by C. Lee,74,69
273,3,5:42.0,,D. Rose makes 2-pt jump shot from 13 ft,74,71
274,3,5:40.0,,Violation by Team (jump ball),74,71
275,3,5:19.0,Shooting foul by J. Noah (drawn by T. Chandler),,74,71
276,3,5:19.0,T. Chandler makes free throw 1 of 2,,75,71
277,3,5:19.0,,W. Hernangómez enters the game for J. Noah,75,71
278,3,5:19.0,T. Chandler makes free throw 2 of 2,,76,71
279,3,5:02.0,,Shooting foul by T. Warren (drawn by C. Anthony),76,71
280,3,5:02.0,,C. Anthony makes free throw 1 of 2,76,72
281,3,5:02.0,,C. Anthony makes free throw 2 of 2,76,73
282,3,4:44.0,Shooting foul by K. Porziņģis (drawn by E. Bledsoe),,76,73
283,3,4:44.0,E. Bledsoe makes free throw 1 of 2,,77,73
284,3,4:44.0,A. Len enters the game for T. Chandler,,77,73
285,3,4:44.0,E. Bledsoe makes free throw 2 of 2,,78,73
286,3,4:21.0,,D. Rose makes 2-pt jump shot from 17 ft,78,75
287,3,3:55.0,A. Len misses 2-pt jump shot from 3 ft,,78,75
288,3,3:53.0,,Defensive rebound by C. Anthony,78,75
289,3,3:47.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Anthony),78,77
290,3,3:31.0,Turnover by D. Booker (traveling),,78,77
291,3,3:18.0,,Shooting foul by T. Warren (drawn by C. Anthony),78,77
292,3,3:18.0,,C. Anthony misses free throw 1 of 2,78,77
293,3,3:18.0,,Offensive rebound by Team,78,77
294,3,3:18.0,B. Knight enters the game for E. Bledsoe,,78,77
295,3,3:18.0,D. Bender enters the game for T. Warren,,78,77
296,3,3:18.0,,C. Anthony makes free throw 2 of 2,78,78
297,3,3:06.0,Offensive foul by D. Bender (drawn by W. Hernangómez),,78,78
298,3,3:06.0,Turnover by D. Bender (offensive foul),,78,78
299,3,3:06.0,,M. Kuzminskas enters the game for K. Porziņģis,78,78
300,3,3:06.0,,B. Jennings enters the game for D. Rose,78,78
301,3,2:50.0,,C. Anthony misses 2-pt jump shot from 17 ft,78,78
302,3,2:48.0,Defensive rebound by A. Len,,78,78
303,3,2:40.0,A. Len misses 2-pt layup from 2 ft,,78,78
304,3,2:39.0,,Defensive rebound by W. Hernangómez,78,78
305,3,2:37.0,,Personal foul by D. Booker (drawn by C. Anthony),78,78
306,3,2:37.0,,New York full timeout,78,78
307,3,2:37.0,,C. Anthony makes free throw 1 of 2,78,79
308,3,2:37.0,E. Bledsoe enters the game for D. Booker,,78,78
309,3,2:37.0,M. Chriss enters the game for A. Len,,78,78
310,3,2:37.0,,C. Anthony makes free throw 2 of 2,78,80
311,3,2:14.0,M. Chriss makes 2-pt jump shot from 15 ft (assist by P. Tucker),,80,80
312,3,2:04.0,,Turnover by B. Jennings (bad pass; steal by B. Knight),80,80
313,3,2:00.0,P. Tucker makes 2-pt layup from 1 ft (assist by B. Knight),,82,80
314,3,1:40.0,,C. Anthony makes 3-pt jump shot from 25 ft,82,83
315,3,1:20.0,B. Knight makes 3-pt jump shot from 25 ft,,85,83
316,3,1:06.0,,Personal foul by D. Bender (drawn by W. Hernangómez),85,83
317,3,1:06.0,,W. Hernangómez makes free throw 1 of 2,85,84
318,3,1:06.0,,W. Hernangómez makes free throw 2 of 2,85,85
319,3,0:51.0,B. Knight misses 2-pt layup from 2 ft,,85,85
320,3,0:49.0,Offensive rebound by M. Chriss,,85,85
321,3,0:49.0,M. Chriss misses 2-pt layup from 1 ft,,85,85
322,3,0:47.0,,Defensive rebound by W. Hernangómez,85,85
323,3,0:43.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by C. Anthony),85,88
324,3,0:30.0,E. Bledsoe makes 2-pt layup from 2 ft,,87,88
325,3,0:10.0,,New York full timeout,87,88
326,3,0:08.0,,Shooting foul by P. Tucker (drawn by C. Anthony),87,88
327,3,0:08.0,,C. Anthony makes free throw 1 of 2,87,89
328,3,0:08.0,D. Booker enters the game for D. Bender,,87,89
329,3,0:08.0,,R. Baker enters the game for M. Kuzminskas,87,89
330,3,0:08.0,,J. Noah enters the game for W. Hernangómez,87,89
331,3,0:08.0,,C. Anthony makes free throw 2 of 2,87,90
332,3,0:00.0,M. Chriss makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,90,90
333,4,11:36.0,,Turnover by M. Kuzminskas (lost ball; steal by M. Chriss),90,90
334,4,11:31.0,Offensive foul by M. Chriss (drawn by R. Baker),,90,90
335,4,11:31.0,Turnover by M. Chriss (offensive foul),,90,90
336,4,11:12.0,,B. Jennings misses 3-pt jump shot from 24 ft,90,90
337,4,11:10.0,Defensive rebound by P. Tucker,,90,90
338,4,11:05.0,D. Bender misses 3-pt jump shot from 25 ft,,90,90
339,4,11:03.0,,Defensive rebound by R. Baker,90,90
340,4,11:00.0,,Personal foul by B. Knight (drawn by R. Baker),90,90
341,4,10:44.0,,Turnover by K. Porziņģis (lost ball; steal by M. Chriss),90,90
342,4,10:38.0,E. Bledsoe misses 2-pt jump shot from 5 ft,,90,90
343,4,10:36.0,,Defensive rebound by W. Hernangómez,90,90
344,4,10:30.0,,Shooting foul by D. Bender (drawn by B. Jennings),90,90
345,4,10:30.0,,B. Jennings makes free throw 1 of 2,90,91
346,4,10:30.0,D. Booker enters the game for D. Bender,,90,91
347,4,10:30.0,,B. Jennings makes free throw 2 of 2,90,92
348,4,10:11.0,D. Booker misses 2-pt layup from 1 ft,,90,92
349,4,10:09.0,Offensive rebound by D. Booker,,90,92
350,4,10:01.0,Personal foul by W. Hernangómez (drawn by D. Booker),,90,92
351,4,10:01.0,,C. Lee enters the game for M. Kuzminskas,90,92
352,4,9:57.0,B. Knight misses 2-pt jump shot from 18 ft,,90,92
353,4,9:56.0,Offensive rebound by M. Chriss,,90,92
354,4,9:56.0,,Loose ball foul by B. Jennings (drawn by M. Chriss),90,92
355,4,9:48.0,P. Tucker misses 3-pt jump shot from 24 ft,,90,92
356,4,9:46.0,,Defensive rebound by W. Hernangómez,90,92
357,4,9:32.0,,B. Jennings misses 3-pt jump shot from 24 ft,90,92
358,4,9:30.0,Defensive rebound by E. Bledsoe,,90,92
359,4,9:24.0,P. Tucker misses 3-pt jump shot from 23 ft,,90,92
360,4,9:23.0,,Defensive rebound by B. Jennings,90,92
361,4,9:12.0,,Turnover by R. Baker (bad pass; steal by P. Tucker),90,92
362,4,9:07.0,,Violation by K. Porziņģis (def goaltending),90,92
363,4,9:07.0,B. Knight makes 2-pt layup from 2 ft,,92,92
364,4,8:47.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),92,95
365,4,8:23.0,Turnover by P. Tucker (bad pass),,92,95
366,4,8:23.0,Official timeout,,92,95
367,4,8:23.0,,D. Rose enters the game for B. Jennings,92,95
368,4,8:23.0,T. Chandler enters the game for M. Chriss,,92,95
369,4,8:10.0,,Offensive foul by W. Hernangómez (drawn by T. Chandler),92,95
370,4,8:10.0,,Turnover by W. Hernangómez (offensive foul),92,95
371,4,8:03.0,Shooting foul by D. Rose (drawn by E. Bledsoe),,92,95
372,4,8:03.0,E. Bledsoe makes free throw 1 of 2,,93,95
373,4,8:03.0,,C. Anthony enters the game for K. Porziņģis,93,95
374,4,8:03.0,E. Bledsoe makes free throw 2 of 2,,94,95
375,4,7:45.0,,D. Rose makes 2-pt jump shot from 5 ft (assist by C. Lee),94,97
376,4,7:31.0,P. Tucker makes 2-pt layup from 1 ft,,96,97
377,4,7:08.0,,C. Lee misses 2-pt jump shot from 14 ft,96,97
378,4,7:06.0,Defensive rebound by T. Chandler,,96,97
379,4,6:56.0,P. Tucker misses 3-pt jump shot from 23 ft,,96,97
380,4,6:54.0,,Defensive rebound by W. Hernangómez,96,97
381,4,6:46.0,,D. Rose makes 2-pt jump shot from 20 ft,96,99
382,4,6:32.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,96,99
383,4,6:30.0,,Defensive rebound by W. Hernangómez,96,99
384,4,6:21.0,,W. Hernangómez misses 2-pt jump shot from 16 ft,96,99
385,4,6:19.0,Defensive rebound by B. Knight,,96,99
386,4,6:13.0,Turnover by D. Booker (lost ball; steal by R. Baker),,96,99
