,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
46,1,6:34.0,J. Lin misses 2-pt jump shot from 7 ft (block by I. Smith),,9,2
47,1,6:34.0,Offensive rebound by Team,,9,2
48,1,6:29.0,Turnover by J. Lin (lost ball; steal by A. Drummond),,9,2
49,1,6:22.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by I. Smith),9,5
50,1,6:05.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by B. Lopez),,12,5
51,1,5:46.0,,M. Morris makes 2-pt layup at rim,12,7
52,1,5:37.0,C. LeVert makes 2-pt layup from 1 ft,,14,7
53,1,5:16.0,,M. Morris misses 2-pt jump shot from 12 ft,14,7
54,1,5:16.0,Defensive rebound by R. Hollis-Jefferson,,14,7
55,1,5:09.0,R. Hollis-Jefferson makes 2-pt layup at rim,,16,7
56,1,4:53.0,,I. Smith misses 2-pt jump shot from 15 ft,16,7
57,1,4:53.0,Defensive rebound by C. LeVert,,16,7
58,1,4:46.0,,T. Harris enters the game for M. Morris,16,7
59,1,4:46.0,,S. Johnson enters the game for J. Leuer,16,7
60,1,4:41.0,C. LeVert misses 2-pt layup at rim,,16,7
61,1,4:40.0,,Defensive rebound by T. Harris,16,7
62,1,4:33.0,,I. Smith makes 3-pt jump shot from 24 ft (assist by T. Harris),16,10
63,1,4:18.0,B. Lopez misses 2-pt jump shot from 20 ft,,16,10
64,1,4:18.0,,Defensive rebound by I. Smith,16,10
65,1,4:03.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,16,10
66,1,4:03.0,Defensive rebound by J. Lin,,16,10
67,1,3:51.0,R. Foye misses 3-pt jump shot from 23 ft,,16,10
68,1,3:51.0,,Defensive rebound by T. Harris,16,10
69,1,3:31.0,,S. Johnson misses 2-pt jump shot from 19 ft,16,10
70,1,3:31.0,Defensive rebound by C. LeVert,,16,10
71,1,3:22.0,B. Lopez misses 3-pt jump shot from 26 ft,,16,10
72,1,3:22.0,,Defensive rebound by I. Smith,16,10
73,1,3:10.0,,A. Drummond misses 2-pt hook shot from 7 ft,16,10
74,1,3:09.0,,Offensive rebound by T. Harris,16,10
75,1,3:06.0,,T. Harris misses 2-pt layup at rim,16,10
76,1,3:06.0,Defensive rebound by C. LeVert,,16,10
77,1,3:06.0,Brooklyn full timeout,,16,10
78,1,3:06.0,S. Dinwiddie enters the game for C. LeVert,,16,10
79,1,3:06.0,I. Whitehead enters the game for R. Hollis-Jefferson,,16,10
80,1,3:06.0,J. Hamilton enters the game for B. Lopez,,16,10
81,1,3:06.0,T. Booker enters the game for R. Foye,,16,10
82,1,3:06.0,K. McDaniels enters the game for J. Lin,,16,10
83,1,3:06.0,,A. Baynes enters the game for A. Drummond,16,10
84,1,3:06.0,,B. Udrih enters the game for I. Smith,16,10
85,1,2:55.0,J. Hamilton misses 3-pt jump shot from 27 ft,,16,10
86,1,2:55.0,,Defensive rebound by K. Caldwell-Pope,16,10
87,1,2:41.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by B. Udrih),16,12
88,1,2:20.0,Turnover by T. Booker (bad pass),,16,12
89,1,2:19.0,Loose ball foul by J. Hamilton (drawn by B. Udrih),,16,12
90,1,2:11.0,,Turnover by B. Udrih (bad pass),16,12
91,1,1:55.0,T. Booker misses 2-pt jump shot from 11 ft,,16,12
92,1,1:55.0,,Defensive rebound by B. Udrih,16,12
93,1,1:49.0,,S. Johnson misses 3-pt jump shot from 26 ft,16,12
94,1,1:49.0,,Offensive rebound by S. Johnson,16,12
95,1,1:39.0,,A. Baynes misses 2-pt jump shot from 5 ft,16,12
96,1,1:39.0,,Offensive rebound by A. Baynes,16,12
97,1,1:35.0,,A. Baynes misses 2-pt jump shot from 5 ft (block by S. Dinwiddie),16,12
98,1,1:34.0,Defensive rebound by I. Whitehead,,16,12
99,1,1:24.0,J. Hamilton misses 2-pt jump shot from 9 ft,,16,12
100,1,1:24.0,,Defensive rebound by S. Johnson,16,12
101,1,1:12.0,,B. Udrih misses 2-pt jump shot from 16 ft,16,12
102,1,1:12.0,Defensive rebound by T. Booker,,16,12
103,1,1:01.0,T. Booker makes 2-pt layup from 1 ft,,18,12
104,1,0:46.0,,T. Harris misses 2-pt layup from 2 ft,18,12
105,1,0:46.0,,Offensive rebound by A. Baynes,18,12
106,1,0:46.0,,A. Baynes makes 2-pt layup at rim,18,14
107,1,0:35.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,18,14
108,1,0:35.0,,Defensive rebound by S. Johnson,18,14
109,1,0:25.0,,Shooting foul by I. Whitehead (drawn by B. Udrih),18,14
110,1,0:25.0,,B. Udrih makes free throw 1 of 2,18,15
111,1,0:25.0,,B. Udrih makes free throw 2 of 2,18,16
112,1,0:02.0,I. Whitehead misses 3-pt jump shot from 26 ft,,18,16
113,1,0:01.0,,Defensive rebound by B. Udrih,18,16
114,2,11:47.0,K. McDaniels misses 2-pt jump shot from 14 ft,,18,16
115,2,11:46.0,Offensive rebound by S. Dinwiddie,,18,16
116,2,11:36.0,T. Booker makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),,20,16
117,2,11:16.0,,T. Harris misses 2-pt jump shot from 19 ft,20,16
118,2,11:16.0,Defensive rebound by K. McDaniels,,20,16
119,2,11:01.0,Turnover by T. Booker (lost ball; steal by S. Johnson),,20,16
120,2,10:54.0,,Shooting foul by K. McDaniels (drawn by A. Baynes),20,16
121,2,10:54.0,,A. Baynes misses free throw 1 of 2,20,16
122,2,10:54.0,,Offensive rebound by Team,20,16
123,2,10:54.0,,A. Baynes makes free throw 2 of 2,20,17
124,2,10:35.0,T. Booker misses 2-pt layup from 1 ft,,20,17
125,2,10:32.0,Offensive rebound by I. Whitehead,,20,17
126,2,10:28.0,I. Whitehead misses 2-pt layup from 2 ft,,20,17
127,2,10:27.0,,Defensive rebound by T. Harris,20,17
128,2,10:22.0,,S. Johnson misses 3-pt jump shot from 26 ft,20,17
129,2,10:22.0,,Offensive rebound by M. Morris,20,17
130,2,10:17.0,,M. Morris makes 2-pt layup at rim,20,19
131,2,10:02.0,I. Whitehead misses 3-pt jump shot from 27 ft,,20,19
132,2,10:02.0,,Defensive rebound by M. Morris,20,19
133,2,10:00.0,,Turnover by M. Morris (bad pass; steal by I. Whitehead),20,19
134,2,9:57.0,Brooklyn full timeout,,20,19
135,2,9:57.0,R. Hollis-Jefferson enters the game for T. Booker,,20,19
136,2,9:48.0,Shooting foul by B. Udrih (drawn by S. Dinwiddie),,20,19
137,2,9:48.0,S. Dinwiddie makes free throw 1 of 2,,21,19
138,2,9:48.0,S. Dinwiddie makes free throw 2 of 2,,22,19
139,2,9:35.0,,Turnover by S. Johnson (step out of bounds),22,19
140,2,9:21.0,S. Dinwiddie makes 2-pt jump shot from 15 ft,,24,19
141,2,9:00.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by B. Udrih),24,21
142,2,8:38.0,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,,24,21
143,2,8:37.0,,Defensive rebound by A. Baynes,24,21
144,2,8:27.0,,B. Udrih makes 2-pt jump shot from 15 ft,24,23
145,2,8:14.0,K. McDaniels misses 3-pt jump shot from 26 ft,,24,23
146,2,8:13.0,,Defensive rebound by B. Udrih,24,23
147,2,8:03.0,,A. Baynes misses 2-pt jump shot from 18 ft,24,23
148,2,8:03.0,,Offensive rebound by M. Morris,24,23
149,2,7:55.0,,M. Morris makes 2-pt jump shot from 7 ft,24,25
150,2,7:38.0,Shooting foul by A. Baynes (drawn by R. Hollis-Jefferson),,24,25
151,2,7:38.0,R. Hollis-Jefferson makes free throw 1 of 2,,25,25
152,2,7:38.0,S. Kilpatrick enters the game for I. Whitehead,,25,25
153,2,7:38.0,R. Hollis-Jefferson makes free throw 2 of 2,,26,25
154,2,7:23.0,,M. Morris misses 2-pt hook shot from 7 ft,26,25
155,2,7:23.0,,Offensive rebound by Team,26,25
156,2,7:23.0,Loose ball foul by S. Kilpatrick (drawn by A. Baynes),,26,25
157,2,7:14.0,,T. Harris misses 3-pt jump shot from 26 ft,26,25
158,2,7:14.0,,Offensive rebound by M. Morris,26,25
159,2,7:02.0,,Turnover by S. Johnson (step out of bounds),26,25
160,2,7:02.0,J. Lin enters the game for S. Dinwiddie,,26,25
161,2,6:51.0,Turnover by K. McDaniels (bad pass; steal by B. Udrih),,26,25
162,2,6:42.0,,A. Baynes makes 2-pt dunk at rim (assist by T. Harris),26,27
163,2,6:26.0,Turnover by R. Hollis-Jefferson (bad pass),,26,27
164,2,6:26.0,B. Lopez enters the game for J. Hamilton,,26,27
165,2,6:26.0,,A. Drummond enters the game for A. Baynes,26,27
166,2,6:26.0,,K. Caldwell-Pope enters the game for S. Johnson,26,27
167,2,6:11.0,,T. Harris makes 2-pt dunk at rim (assist by B. Udrih),26,29
168,2,5:57.0,,Violation by A. Drummond (kicked ball),26,29
169,2,5:57.0,Official timeout,,26,29
170,2,5:57.0,,I. Smith enters the game for B. Udrih,26,29
171,2,5:45.0,R. Hollis-Jefferson makes 2-pt layup at rim,,28,29
172,2,5:28.0,,M. Morris makes 2-pt jump shot from 13 ft,28,31
173,2,5:11.0,S. Kilpatrick makes 2-pt layup at rim,,30,31
174,2,4:58.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,30,31
175,2,4:58.0,Defensive rebound by R. Hollis-Jefferson,,30,31
176,2,4:50.0,B. Lopez misses 3-pt jump shot from 26 ft,,30,31
177,2,4:49.0,,Defensive rebound by I. Smith,30,31
178,2,4:38.0,,M. Morris misses 2-pt jump shot from 21 ft,30,31
179,2,4:37.0,Defensive rebound by B. Lopez,,30,31
180,2,4:25.0,K. McDaniels makes 3-pt jump shot from 23 ft (assist by J. Lin),,33,31
181,2,3:58.0,,M. Morris misses 2-pt jump shot from 6 ft,33,31
182,2,3:57.0,Defensive rebound by R. Hollis-Jefferson,,33,31
183,2,3:49.0,B. Lopez misses 3-pt jump shot from 26 ft,,33,31
184,2,3:49.0,,Defensive rebound by M. Morris,33,31
185,2,3:40.0,Offensive charge foul by T. Harris (drawn by J. Lin),,33,31
186,2,3:40.0,,Turnover by T. Harris (offensive foul),33,31
187,2,3:40.0,,J. Leuer enters the game for T. Harris,33,31
188,2,3:40.0,T. Booker enters the game for R. Hollis-Jefferson,,33,31
189,2,3:40.0,C. LeVert enters the game for K. McDaniels,,33,31
190,2,3:29.0,J. Lin misses 2-pt jump shot from 7 ft (block by A. Drummond),,33,31
191,2,3:28.0,,Defensive rebound by M. Morris,33,31
192,2,3:26.0,,Turnover by M. Morris (bad pass; steal by C. LeVert),33,31
193,2,3:18.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,33,31
194,2,3:18.0,,Defensive rebound by M. Morris,33,31
195,2,3:03.0,,Turnover by A. Drummond (3 sec),33,31
196,2,2:50.0,B. Lopez misses 2-pt jump shot from 3 ft,,33,31
197,2,2:49.0,,Defensive rebound by A. Drummond,33,31
198,2,2:42.0,,I. Smith makes 2-pt jump shot from 12 ft,33,33
199,2,2:29.0,J. Lin misses 3-pt jump shot from 27 ft,,33,33
200,2,2:29.0,Offensive rebound by T. Booker,,33,33
201,2,2:26.0,T. Booker misses 2-pt jump shot from 8 ft,,33,33
202,2,2:26.0,Offensive rebound by B. Lopez,,33,33
203,2,2:26.0,Personal foul by J. Leuer (drawn by B. Lopez),,33,33
204,2,2:26.0,,Detroit full timeout,33,33
205,2,2:11.0,,Offensive charge foul by B. Lopez (drawn by I. Smith),33,33
206,2,2:11.0,Turnover by B. Lopez (offensive foul),,33,33
207,2,1:56.0,,J. Leuer misses 3-pt jump shot from 26 ft,33,33
208,2,1:56.0,Defensive rebound by S. Kilpatrick,,33,33
209,2,1:38.0,S. Kilpatrick makes 2-pt layup from 1 ft,,35,33
210,2,1:19.0,,I. Smith makes 2-pt jump shot from 8 ft,35,35
211,2,0:59.0,Shooting foul by I. Smith (drawn by S. Kilpatrick),,35,35
212,2,0:59.0,S. Kilpatrick makes free throw 1 of 2,,36,35
213,2,0:59.0,S. Kilpatrick makes free throw 2 of 2,,37,35
214,2,0:50.0,,I. Smith misses 3-pt jump shot from 26 ft,37,35
215,2,0:49.0,Defensive rebound by T. Booker,,37,35
216,2,0:30.0,J. Lin makes 2-pt jump shot from 18 ft,,39,35
217,2,0:14.0,,Turnover by J. Leuer (lost ball; steal by J. Lin),39,35
218,2,0:00.0,T. Booker misses 2-pt jump shot from 5 ft,,39,35
219,2,0:00.0,Offensive rebound by Team,,39,35
220,3,11:38.0,B. Lopez misses 3-pt jump shot from 23 ft,,39,35
221,3,11:35.0,,Defensive rebound by M. Morris,39,35
222,3,11:27.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by I. Smith),39,37
223,3,11:21.0,J. Lin makes 2-pt layup from 1 ft,,41,37
224,3,11:00.0,,J. Leuer misses 3-pt jump shot from 26 ft,41,37
225,3,11:00.0,Defensive rebound by Team,,41,37
226,3,10:44.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by C. LeVert),,43,37
227,3,10:40.0,,Detroit full timeout,43,37
228,3,10:33.0,,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by A. Drummond),43,39
229,3,10:17.0,C. LeVert misses 2-pt jump shot from 6 ft (block by M. Morris),,43,39
230,3,10:14.0,,Defensive rebound by M. Morris,43,39
231,3,10:04.0,,M. Morris makes 2-pt jump shot from 12 ft,43,41
232,3,9:50.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Lin),,45,41
233,3,9:29.0,,M. Morris makes 2-pt jump shot from 16 ft,45,43
234,3,9:18.0,Shooting foul by J. Leuer (drawn by B. Lopez),,45,43
235,3,9:18.0,B. Lopez misses free throw 1 of 2,,45,43
236,3,9:18.0,Offensive rebound by Team,,45,43
237,3,9:18.0,B. Lopez makes free throw 2 of 2,,46,43
238,3,9:05.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,46,43
239,3,9:05.0,Defensive rebound by R. Hollis-Jefferson,,46,43
240,3,8:53.0,B. Lopez misses 2-pt jump shot from 5 ft,,46,43
241,3,8:52.0,Offensive rebound by B. Lopez,,46,43
242,3,8:50.0,B. Lopez makes 2-pt layup from 1 ft,,48,43
243,3,8:30.0,,I. Smith makes 2-pt jump shot from 17 ft,48,45
244,3,8:16.0,B. Lopez misses 2-pt jump shot from 6 ft,,48,45
245,3,8:16.0,,Defensive rebound by A. Drummond,48,45
246,3,7:59.0,,I. Smith misses 2-pt jump shot from 17 ft,48,45
247,3,7:59.0,,Offensive rebound by A. Drummond,48,45
248,3,7:59.0,,Shooting foul by R. Hollis-Jefferson (drawn by A. Drummond),48,45
249,3,7:59.0,,A. Drummond makes free throw 1 of 2,48,46
250,3,7:59.0,,A. Drummond makes free throw 2 of 2,48,47
251,3,7:51.0,J. Lin makes 2-pt layup from 1 ft,,50,47
252,3,7:51.0,Shooting foul by A. Drummond (drawn by J. Lin),,50,47
253,3,7:51.0,J. Lin makes free throw 1 of 1,,51,47
254,3,7:36.0,,I. Smith makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),51,50
255,3,7:23.0,J. Lin misses 3-pt jump shot from 27 ft,,51,50
256,3,7:23.0,,Defensive rebound by A. Drummond,51,50
257,3,7:14.0,,I. Smith misses 2-pt jump shot from 7 ft,51,50
258,3,7:13.0,Defensive rebound by R. Foye,,51,50
259,3,6:58.0,C. LeVert misses 2-pt jump shot from 5 ft,,51,50
260,3,6:58.0,Offensive rebound by B. Lopez,,51,50
261,3,6:54.0,B. Lopez makes 2-pt layup at rim,,53,50
262,3,6:43.0,,K. Caldwell-Pope misses 2-pt jump shot from 6 ft (block by B. Lopez),53,50
263,3,6:41.0,Defensive rebound by B. Lopez,,53,50
264,3,6:37.0,Turnover by R. Foye (traveling),,53,50
265,3,6:21.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,53,52
266,3,6:21.0,,Shooting foul by R. Foye (drawn by K. Caldwell-Pope),53,52
267,3,6:21.0,,K. Caldwell-Pope misses free throw 1 of 1,53,52
268,3,6:21.0,S. Kilpatrick enters the game for R. Foye,,53,52
269,3,6:21.0,I. Whitehead enters the game for C. LeVert,,53,52
270,3,6:20.0,Defensive rebound by R. Hollis-Jefferson,,53,52
271,3,6:06.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,53,52
272,3,6:06.0,Offensive rebound by Team,,53,52
273,3,6:02.0,J. Lin misses 3-pt jump shot from 26 ft,,53,52
274,3,6:01.0,,Defensive rebound by K. Caldwell-Pope,53,52
275,3,5:50.0,,Turnover by K. Caldwell-Pope (traveling),53,52
276,3,5:50.0,,Technical foul by K. Caldwell-Pope,53,52
277,3,5:50.0,S. Kilpatrick misses technical free throw,,53,52
278,3,5:50.0,Offensive rebound by Team,,53,52
279,3,5:42.0,Turnover by J. Lin (bad pass; steal by A. Drummond),,53,52
280,3,5:34.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by I. Smith),53,55
281,3,5:18.0,B. Lopez misses 2-pt jump shot from 7 ft (block by A. Drummond),,53,55
282,3,5:18.0,Offensive rebound by Team,,53,55
283,3,5:09.0,Turnover by Team (shot clock),,53,55
284,3,4:55.0,,M. Morris makes 2-pt jump shot from 6 ft (assist by A. Drummond),53,57
285,3,4:37.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,53,57
286,3,4:37.0,,Defensive rebound by M. Morris,53,57
287,3,4:22.0,,J. Leuer misses 2-pt jump shot from 8 ft,53,57
288,3,4:22.0,Defensive rebound by I. Whitehead,,53,57
289,3,4:05.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,53,57
290,3,4:04.0,,Defensive rebound by A. Drummond,53,57
291,3,3:52.0,,I. Smith misses 2-pt jump shot from 9 ft,53,57
292,3,3:51.0,Defensive rebound by R. Hollis-Jefferson,,53,57
293,3,3:49.0,Brooklyn full timeout,,53,57
294,3,3:49.0,,A. Baynes enters the game for M. Morris,53,57
295,3,3:49.0,,T. Harris enters the game for J. Leuer,53,57
296,3,3:49.0,,S. Johnson enters the game for A. Drummond,53,57
297,3,3:49.0,S. Dinwiddie enters the game for R. Hollis-Jefferson,,53,57
298,3,3:49.0,T. Booker enters the game for B. Lopez,,53,57
299,3,3:49.0,J. Hamilton enters the game for J. Lin,,53,57
300,3,3:37.0,Personal foul by S. Johnson (drawn by J. Hamilton),,53,57
301,3,3:21.0,S. Kilpatrick misses 3-pt jump shot from 27 ft,,53,57
302,3,3:21.0,,Defensive rebound by S. Johnson,53,57
303,3,3:00.0,,S. Johnson misses 2-pt jump shot from 19 ft,53,57
304,3,3:00.0,Defensive rebound by S. Dinwiddie,,53,57
305,3,2:53.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,56,57
306,3,2:31.0,,T. Harris misses 2-pt jump shot from 8 ft (block by T. Booker),56,57
307,3,2:30.0,Defensive rebound by T. Booker,,56,57
308,3,2:20.0,S. Kilpatrick makes 2-pt layup from 1 ft,,58,57
309,3,2:11.0,,Personal foul by I. Whitehead (drawn by K. Caldwell-Pope),58,57
310,3,2:11.0,,B. Udrih enters the game for I. Smith,58,57
311,3,2:00.0,,T. Harris misses 2-pt jump shot from 16 ft,58,57
312,3,2:00.0,Defensive rebound by J. Hamilton,,58,57
313,3,1:45.0,T. Booker makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,61,57
314,3,1:30.0,,B. Udrih makes 2-pt jump shot from 14 ft (assist by A. Baynes),61,59
315,3,1:13.0,S. Dinwiddie makes 2-pt layup at rim,,63,59
316,3,0:57.0,,Turnover by S. Johnson (bad pass),63,59
317,3,0:40.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,63,59
318,3,0:38.0,,Defensive rebound by S. Johnson,63,59
319,3,0:22.0,,A. Baynes misses 2-pt jump shot from 15 ft,63,59
320,3,0:21.0,Defensive rebound by S. Kilpatrick,,63,59
321,3,0:03.0,S. Kilpatrick misses 2-pt jump shot from 18 ft,,63,59
322,3,0:01.0,,Defensive rebound by A. Baynes,63,59
323,3,0:01.0,,Turnover by A. Baynes (traveling),63,59
324,4,11:36.0,,D. Hilliard makes 2-pt jump shot from 11 ft (assist by A. Baynes),63,61
325,4,11:24.0,Turnover by I. Whitehead (bad pass; steal by T. Harris),,63,61
326,4,11:21.0,,D. Hilliard misses 2-pt layup from 1 ft,63,61
327,4,11:20.0,,Offensive rebound by T. Harris,63,61
328,4,11:06.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by D. Hilliard),63,64
329,4,10:41.0,,Offensive charge foul by T. Booker (drawn by D. Hilliard),63,64
330,4,10:41.0,Turnover by T. Booker (offensive foul),,63,64
331,4,10:41.0,K. McDaniels enters the game for I. Whitehead,,63,64
332,4,10:18.0,,A. Baynes makes 2-pt hook shot from 4 ft (assist by B. Udrih),63,66
333,4,10:03.0,J. Hamilton makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),,66,66
334,4,9:41.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by B. Udrih),66,68
335,4,9:27.0,Turnover by T. Booker (traveling),,66,68
336,4,9:19.0,,Shooting foul by K. McDaniels (drawn by M. Morris),66,68
337,4,9:19.0,,M. Morris makes free throw 1 of 2,66,69
338,4,9:19.0,,M. Morris makes free throw 2 of 2,66,70
339,4,9:08.0,S. Kilpatrick makes 2-pt jump shot from 17 ft (assist by T. Booker),,68,70
340,4,9:00.0,,Turnover by T. Harris (bad pass),68,70
341,4,8:46.0,S. Kilpatrick makes 2-pt jump shot from 19 ft,,70,70
342,4,8:33.0,,B. Udrih misses 2-pt jump shot from 14 ft,70,70
343,4,8:32.0,Defensive rebound by S. Dinwiddie,,70,70
344,4,8:20.0,Official timeout,,70,70
345,4,8:20.0,,J. Leuer enters the game for M. Morris,70,70
346,4,8:20.0,,A. Drummond enters the game for A. Baynes,70,70
347,4,8:14.0,S. Kilpatrick misses 2-pt jump shot from 12 ft,,70,70
348,4,8:13.0,,Defensive rebound by A. Drummond,70,70
349,4,7:52.0,,B. Udrih misses 2-pt jump shot from 18 ft,70,70
350,4,7:52.0,Defensive rebound by K. McDaniels,,70,70
351,4,7:41.0,Shooting foul by T. Harris (drawn by K. McDaniels),,70,70
352,4,7:41.0,K. McDaniels misses free throw 1 of 2,,70,70
353,4,7:41.0,Offensive rebound by Team,,70,70
354,4,7:41.0,B. Lopez enters the game for J. Hamilton,,70,70
355,4,7:41.0,K. McDaniels makes free throw 2 of 2,,71,70
356,4,7:19.0,,Shooting foul by B. Lopez (drawn by T. Harris),71,70
357,4,7:19.0,,T. Harris makes free throw 1 of 2,71,71
358,4,7:19.0,,T. Harris misses free throw 2 of 2,71,71
359,4,7:19.0,,I. Smith enters the game for B. Udrih,71,71
360,4,7:19.0,J. Lin enters the game for K. McDaniels,,71,71
361,4,7:18.0,Defensive rebound by J. Lin,,71,71
362,4,7:01.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,71,71
363,4,7:01.0,,Defensive rebound by A. Drummond,71,71
364,4,6:41.0,,I. Smith makes 2-pt layup at rim,71,73
365,4,6:30.0,T. Booker misses 2-pt jump shot from 21 ft,,71,73
366,4,6:29.0,,Defensive rebound by A. Drummond,71,73
367,4,6:21.0,,J. Leuer makes 2-pt layup from 1 ft (assist by I. Smith),71,75
368,4,6:21.0,Brooklyn full timeout,,71,75
369,4,6:21.0,C. LeVert enters the game for T. Booker,,71,75
370,4,6:21.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,71,75
371,4,6:21.0,,K. Caldwell-Pope enters the game for D. Hilliard,71,75
372,4,6:04.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,74,75
373,4,5:51.0,,T. Harris misses 3-pt jump shot from 26 ft,74,75
374,4,5:51.0,Defensive rebound by J. Lin,,74,75
375,4,5:42.0,Personal foul by A. Drummond (drawn by J. Lin),,74,75
376,4,5:42.0,,M. Morris enters the game for T. Harris,74,75
377,4,5:35.0,B. Lopez misses 2-pt jump shot from 17 ft,,74,75
378,4,5:34.0,Offensive rebound by R. Hollis-Jefferson,,74,75
379,4,5:28.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,74,75
380,4,5:27.0,,Defensive rebound by I. Smith,74,75
