,QUARTER,TIME_REMAINING,ATLANTA_ACTION,TORONTO_ACTION,ATLANTA_SCORE,TORONTO_SCORE
26,1,7:28.0,T. Sefolosha misses 2-pt jump shot from 15 ft,,13,14
27,1,7:28.0,Offensive rebound by M. Muscala,,13,14
28,1,7:18.0,D. Schröder makes 2-pt layup from 3 ft,,15,14
29,1,7:18.0,Shooting foul by D. DeRozan (drawn by D. Schröder),,15,14
30,1,7:18.0,D. Schröder makes free throw 1 of 1,,16,14
31,1,7:01.0,,J. Valančiūnas makes 2-pt jump shot from 16 ft,16,16
32,1,6:52.0,M. Muscala misses 2-pt jump shot from 5 ft (block by P. Siakam),,16,16
33,1,6:52.0,Offensive rebound by Team,,16,16
34,1,6:44.0,D. Schröder misses 3-pt jump shot from 25 ft,,16,16
35,1,6:43.0,Offensive rebound by D. Howard,,16,16
36,1,6:42.0,D. Howard makes 2-pt dunk at rim,,18,16
37,1,6:25.0,,D. DeRozan misses 2-pt jump shot from 18 ft,18,16
38,1,6:25.0,Defensive rebound by T. Sefolosha,,18,16
39,1,6:16.0,Turnover by T. Sefolosha (bad pass; steal by J. Valančiūnas),,18,16
40,1,6:09.0,,Personal foul by M. Muscala (drawn by D. DeRozan),18,16
41,1,6:01.0,,P. Siakam misses 2-pt jump shot from 22 ft,18,16
42,1,6:00.0,Defensive rebound by D. Howard,,18,16
43,1,5:46.0,Shooting foul by D. Carroll (drawn by T. Hardaway),,18,16
44,1,5:46.0,,Toronto full timeout,18,16
45,1,5:46.0,T. Hardaway makes free throw 1 of 3,,19,16
46,1,5:46.0,T. Hardaway makes free throw 2 of 3,,20,16
47,1,5:46.0,,P. Patterson enters the game for P. Siakam,18,16
48,1,5:46.0,T. Hardaway makes free throw 3 of 3,,21,16
49,1,5:29.0,,Shooting foul by D. Howard (drawn by K. Lowry),21,16
50,1,5:29.0,,K. Lowry makes free throw 1 of 2,21,17
51,1,5:29.0,,K. Lowry makes free throw 2 of 2,21,18
52,1,5:17.0,Turnover by T. Sefolosha (bad pass; steal by P. Patterson),,21,18
53,1,5:04.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. DeRozan),21,21
54,1,4:45.0,T. Sefolosha misses 2-pt jump shot from 16 ft,,21,21
55,1,4:44.0,,Defensive rebound by P. Patterson,21,21
56,1,4:26.0,,D. Carroll misses 3-pt jump shot from 27 ft,21,21
57,1,4:25.0,Defensive rebound by D. Howard,,21,21
58,1,4:11.0,Offensive foul by D. Schröder (drawn by P. Patterson),,21,21
59,1,4:11.0,Turnover by D. Schröder (offensive foul),,21,21
60,1,4:11.0,K. Korver enters the game for T. Sefolosha,,21,21
61,1,4:11.0,K. Bazemore enters the game for T. Hardaway,,21,21
62,1,4:11.0,,C. Joseph enters the game for K. Lowry,21,21
63,1,3:57.0,,D. DeRozan makes 2-pt jump shot from 13 ft,21,23
64,1,3:50.0,Atlanta full timeout,,21,23
65,1,3:40.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Schröder),,24,23
66,1,3:12.0,,D. DeRozan misses 2-pt jump shot from 14 ft (block by K. Bazemore),24,23
67,1,3:11.0,Defensive rebound by D. Schröder,,24,23
68,1,2:59.0,M. Muscala misses 2-pt jump shot from 18 ft,,24,23
69,1,2:59.0,Offensive rebound by Team,,24,23
70,1,2:59.0,,Loose ball foul by P. Patterson (drawn by D. Howard),24,23
71,1,2:59.0,M. Delaney enters the game for D. Schröder,,24,23
72,1,2:58.0,Turnover by K. Korver (bad pass; steal by D. Carroll),,24,23
73,1,2:45.0,,P. Patterson misses 3-pt jump shot from 25 ft,24,23
74,1,2:44.0,Defensive rebound by D. Howard,,24,23
75,1,2:37.0,K. Bazemore makes 2-pt layup from 4 ft,,26,23
76,1,2:20.0,,D. DeRozan makes 2-pt jump shot from 4 ft,26,25
77,1,2:01.0,D. Howard misses 2-pt layup from 4 ft,,26,25
78,1,2:00.0,,Defensive rebound by J. Valančiūnas,26,25
79,1,1:49.0,,C. Joseph misses 2-pt jump shot from 7 ft,26,25
80,1,1:49.0,Defensive rebound by K. Korver,,26,25
81,1,1:40.0,K. Korver makes 3-pt jump shot from 26 ft (assist by M. Muscala),,29,25
82,1,1:23.0,,Turnover by J. Valančiūnas (bad pass),29,25
83,1,1:23.0,,T. Ross enters the game for D. Carroll,29,25
84,1,1:23.0,,L. Nogueira enters the game for J. Valančiūnas,29,25
85,1,1:23.0,T. Hardaway enters the game for D. Howard,,29,25
86,1,1:12.0,M. Delaney makes 2-pt jump shot from 15 ft,,31,25
87,1,0:58.0,,D. DeRozan misses 2-pt jump shot from 4 ft (block by M. Muscala),31,25
88,1,0:58.0,,Offensive rebound by Team,31,25
89,1,0:52.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by L. Nogueira),31,27
90,1,0:46.0,M. Muscala makes 2-pt jump shot from 18 ft (assist by M. Delaney),,33,27
91,1,0:31.0,,L. Nogueira misses 2-pt jump shot from 5 ft,33,27
92,1,0:30.0,,Offensive rebound by P. Patterson,33,27
93,1,0:30.0,,P. Patterson misses 2-pt layup from 2 ft,33,27
94,1,0:29.0,Defensive rebound by M. Muscala,,33,27
95,1,0:10.0,M. Delaney makes 2-pt jump shot from 17 ft,,35,27
96,1,0:03.0,,C. Joseph misses 2-pt jump shot from 4 ft,35,27
97,1,0:03.0,Defensive rebound by K. Bazemore,,35,27
98,1,0:00.0,T. Hardaway misses 3-pt jump shot from 70 ft,,35,27
99,1,0:00.0,Offensive rebound by Team,,35,27
100,2,11:45.0,,K. Lowry misses 2-pt hook shot from 4 ft,35,27
101,2,11:45.0,Defensive rebound by K. Korver,,35,27
102,2,11:32.0,T. Hardaway misses 2-pt layup from 4 ft (block by L. Nogueira),,35,27
103,2,11:31.0,,Defensive rebound by L. Nogueira,35,27
104,2,11:26.0,Violation by T. Hardaway (kicked ball),,35,27
105,2,11:14.0,,K. Lowry misses 2-pt jump shot from 14 ft,35,27
106,2,11:13.0,,Offensive rebound by Team,35,27
107,2,11:13.0,Loose ball foul by K. Korver (drawn by P. Patterson),,35,27
108,2,11:00.0,,Personal foul by M. Delaney (drawn by L. Nogueira),35,27
109,2,10:47.0,,L. Nogueira misses 2-pt hook shot from 4 ft,35,27
110,2,10:47.0,,Offensive rebound by P. Patterson,35,27
111,2,10:45.0,,P. Patterson misses 2-pt hook shot from 3 ft,35,27
112,2,10:45.0,,Offensive rebound by C. Joseph,35,27
113,2,10:43.0,,C. Joseph misses 2-pt layup from 2 ft,35,27
114,2,10:42.0,,Offensive rebound by C. Joseph,35,27
115,2,10:37.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by C. Joseph),35,30
116,2,10:20.0,M. Muscala makes 2-pt jump shot from 17 ft (assist by T. Hardaway),,37,30
117,2,9:55.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by K. Lowry),37,33
118,2,9:42.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by M. Muscala),,40,33
119,2,9:25.0,,C. Joseph misses 2-pt jump shot from 9 ft,40,33
120,2,9:25.0,,Offensive rebound by Team,40,33
121,2,9:24.0,T. Sefolosha enters the game for K. Bazemore,,40,33
122,2,9:21.0,,Personal foul by M. Delaney (drawn by C. Joseph),40,33
123,2,9:13.0,,C. Joseph misses 2-pt jump shot from 11 ft,40,33
124,2,9:13.0,Defensive rebound by K. Korver,,40,33
125,2,9:00.0,T. Hardaway misses 2-pt layup from 4 ft,,40,33
126,2,8:59.0,,Defensive rebound by K. Lowry,40,33
127,2,8:53.0,,T. Ross misses 3-pt jump shot from 26 ft,40,33
128,2,8:52.0,Defensive rebound by M. Muscala,,40,33
129,2,8:37.0,M. Delaney misses 2-pt jump shot from 20 ft,,40,33
130,2,8:37.0,,Defensive rebound by Team,40,33
131,2,8:36.0,Official timeout,,40,33
132,2,8:36.0,D. Howard enters the game for T. Sefolosha,,40,33
133,2,8:36.0,P. Millsap enters the game for M. Muscala,,40,33
134,2,8:24.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),40,35
135,2,8:08.0,K. Korver makes 3-pt jump shot from 26 ft (assist by M. Delaney),,43,35
136,2,8:00.0,,Turnover by K. Lowry (bad pass; steal by T. Hardaway),43,35
137,2,7:51.0,K. Korver misses 3-pt jump shot from 26 ft,,43,35
138,2,7:51.0,,Defensive rebound by L. Nogueira,43,35
139,2,7:43.0,,K. Lowry makes 2-pt layup from 1 ft,43,37
140,2,7:32.0,Personal foul by K. Lowry (drawn by P. Millsap),,43,37
141,2,7:30.0,Personal foul by T. Ross (drawn by K. Korver),,43,37
142,2,7:24.0,D. Howard makes 2-pt dunk at rim (assist by M. Delaney),,45,37
143,2,7:00.0,,C. Joseph makes 2-pt jump shot from 20 ft,45,39
144,2,6:40.0,Shooting foul by P. Patterson (drawn by P. Millsap),,45,39
145,2,6:40.0,P. Millsap misses free throw 1 of 2,,45,39
146,2,6:40.0,Offensive rebound by Team,,45,39
147,2,6:40.0,D. Schröder enters the game for M. Delaney,,45,39
148,2,6:40.0,,D. DeRozan enters the game for C. Joseph,45,39
149,2,6:40.0,T. Sefolosha enters the game for K. Korver,,45,39
150,2,6:40.0,P. Millsap makes free throw 2 of 2,,46,39
151,2,6:24.0,,D. DeRozan misses 2-pt jump shot from 14 ft,46,39
152,2,6:23.0,Defensive rebound by D. Howard,,46,39
153,2,6:15.0,Turnover by T. Hardaway (bad pass; steal by D. DeRozan),,46,39
154,2,6:10.0,,D. DeRozan misses 2-pt dunk at rim,46,39
155,2,6:10.0,Defensive rebound by T. Hardaway,,46,39
156,2,5:55.0,T. Hardaway misses 3-pt jump shot from 25 ft,,46,39
157,2,5:55.0,,Defensive rebound by L. Nogueira,46,39
158,2,5:47.0,,T. Ross makes 2-pt layup from 4 ft (assist by D. DeRozan),46,41
159,2,5:47.0,,Shooting foul by D. Howard (drawn by T. Ross),46,41
160,2,5:47.0,,Toronto full timeout,46,41
161,2,5:47.0,,J. Valančiūnas enters the game for P. Patterson,46,41
162,2,5:47.0,,D. Carroll enters the game for L. Nogueira,46,41
163,2,5:47.0,,T. Ross makes free throw 1 of 1,46,42
164,2,5:36.0,Personal foul by K. Lowry (drawn by T. Hardaway),,46,42
165,2,5:27.0,D. Schröder makes 2-pt jump shot from 6 ft,,48,42
166,2,5:27.0,Shooting foul by D. Carroll (drawn by D. Schröder),,48,42
167,2,5:27.0,,Violation by Team (jump ball),48,42
168,2,5:27.0,,N. Powell enters the game for T. Ross,48,42
169,2,5:27.0,D. Schröder makes free throw 1 of 1,,49,42
170,2,5:13.0,,Turnover by J. Valančiūnas (lost ball; steal by T. Hardaway),49,42
171,2,5:09.0,Shooting foul by D. Carroll (drawn by P. Millsap),,49,42
172,2,5:09.0,P. Millsap makes free throw 1 of 2,,50,42
173,2,5:09.0,,P. Siakam enters the game for D. Carroll,50,42
174,2,5:09.0,P. Millsap makes free throw 2 of 2,,51,42
175,2,4:46.0,,Turnover by D. DeRozan (lost ball; steal by T. Sefolosha),51,42
176,2,4:37.0,Shooting foul by N. Powell (drawn by D. Schröder),,51,42
177,2,4:37.0,D. Schröder makes free throw 1 of 2,,52,42
178,2,4:37.0,D. Schröder makes free throw 2 of 2,,53,42
179,2,4:28.0,,K. Lowry makes 3-pt jump shot from 26 ft,53,45
180,2,4:05.0,P. Millsap makes 2-pt jump shot from 10 ft,,55,45
181,2,3:55.0,,Shooting foul by D. Schröder (drawn by K. Lowry),55,45
182,2,3:55.0,,K. Lowry misses free throw 1 of 3,55,45
183,2,3:55.0,,Offensive rebound by Team,55,45
184,2,3:55.0,,K. Lowry misses free throw 2 of 3,55,45
185,2,3:55.0,,Offensive rebound by Team,55,45
186,2,3:55.0,,K. Lowry misses free throw 3 of 3,55,45
187,2,3:55.0,K. Bazemore enters the game for T. Hardaway,,55,45
188,2,3:55.0,M. Delaney enters the game for D. Schröder,,55,45
189,2,3:54.0,Defensive rebound by T. Sefolosha,,55,45
190,2,3:40.0,T. Sefolosha makes 2-pt layup from 3 ft (assist by P. Millsap),,57,45
191,2,3:25.0,,Def 3 sec tech foul by D. Howard,57,45
192,2,3:25.0,,D. DeRozan makes technical free throw,57,46
193,2,3:25.0,M. Muscala enters the game for P. Millsap,,57,46
194,2,3:14.0,,D. DeRozan misses 2-pt jump shot from 12 ft,57,46
195,2,3:13.0,Defensive rebound by K. Bazemore,,57,46
196,2,3:06.0,D. Howard makes 2-pt layup from 3 ft (assist by M. Muscala),,59,46
197,2,3:06.0,Shooting foul by P. Siakam (drawn by D. Howard),,59,46
198,2,3:06.0,D. Howard misses free throw 1 of 1,,59,46
199,2,3:06.0,Offensive rebound by Team,,59,46
200,2,3:06.0,,Loose ball foul by J. Valančiūnas (drawn by M. Muscala),59,46
201,2,3:06.0,M. Muscala misses free throw 1 of 2,,59,46
202,2,3:06.0,Offensive rebound by Team,,59,46
203,2,3:06.0,M. Muscala misses free throw 2 of 2,,59,46
204,2,3:06.0,,C. Joseph enters the game for K. Lowry,59,46
205,2,3:05.0,,Defensive rebound by D. DeRozan,59,46
206,2,2:58.0,,Toronto full timeout,59,46
207,2,2:58.0,Atlanta full timeout,,59,46
208,2,2:58.0,,P. Patterson enters the game for P. Siakam,59,46
209,2,2:40.0,,D. DeRozan misses 2-pt jump shot from 21 ft,59,46
210,2,2:40.0,,Offensive rebound by P. Patterson,59,46
211,2,2:35.0,,P. Patterson makes 2-pt jump shot from 11 ft,59,48
212,2,2:31.0,Personal foul by J. Valančiūnas (drawn by D. Howard),,59,48
213,2,2:31.0,D. Howard misses free throw 1 of 2,,59,48
214,2,2:31.0,Offensive rebound by Team,,59,48
215,2,2:31.0,,L. Nogueira enters the game for J. Valančiūnas,59,48
216,2,2:31.0,P. Millsap enters the game for M. Muscala,,59,48
217,2,2:31.0,D. Howard makes free throw 2 of 2,,60,48
218,2,2:11.0,,Turnover by D. DeRozan (traveling),60,48
219,2,1:57.0,M. Delaney misses 3-pt jump shot from 24 ft,,60,48
220,2,1:56.0,Offensive rebound by D. Howard,,60,48
221,2,1:55.0,D. Howard makes 2-pt layup from 2 ft,,62,48
222,2,1:55.0,Shooting foul by L. Nogueira (drawn by D. Howard),,62,48
223,2,1:55.0,D. Howard makes free throw 1 of 1,,63,48
224,2,1:30.0,,D. DeRozan misses 2-pt jump shot from 17 ft,63,48
225,2,1:30.0,,Offensive rebound by Team,63,48
226,2,1:30.0,,Turnover by Team (shot clock),63,48
227,2,1:30.0,,Technical foul by D. DeRozan,63,48
228,2,1:30.0,M. Delaney makes technical free throw,,64,48
229,2,1:17.0,P. Millsap misses 3-pt jump shot from 24 ft,,64,48
230,2,1:16.0,Offensive rebound by T. Sefolosha,,64,48
231,2,1:15.0,T. Sefolosha misses 2-pt layup from 3 ft,,64,48
232,2,1:15.0,Offensive rebound by D. Howard,,64,48
233,2,1:15.0,Shooting foul by L. Nogueira (drawn by D. Howard),,64,48
234,2,1:15.0,D. Howard makes free throw 1 of 2,,65,48
235,2,1:15.0,M. Muscala enters the game for P. Millsap,,65,48
236,2,1:15.0,D. Howard makes free throw 2 of 2,,66,48
237,2,0:57.0,,N. Powell misses 3-pt jump shot from 26 ft,66,48
238,2,0:55.0,,Offensive rebound by Team,66,48
239,2,0:55.0,K. Humphries enters the game for D. Howard,,66,48
240,2,0:47.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by C. Joseph),66,50
241,2,0:32.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by M. Muscala),,69,50
242,2,0:09.0,,C. Joseph makes 2-pt hook shot from 7 ft,69,52
243,2,0:09.0,Atlanta full timeout,,69,52
244,2,0:09.0,,T. Ross enters the game for L. Nogueira,69,52
245,2,0:09.0,K. Korver enters the game for T. Sefolosha,,69,52
246,2,0:09.0,T. Hardaway enters the game for K. Humphries,,69,52
247,2,0:01.0,K. Korver misses 3-pt jump shot from 24 ft,,69,52
248,2,0:00.0,Offensive rebound by Team,,69,52
249,3,11:47.0,,D. DeRozan makes 2-pt jump shot from 11 ft,69,54
250,3,11:26.0,T. Hardaway misses 3-pt jump shot from 26 ft,,69,54
251,3,11:26.0,,Defensive rebound by D. DeRozan,69,54
252,3,11:13.0,,D. DeRozan makes 2-pt jump shot from 5 ft,69,56
253,3,10:58.0,Turnover by T. Sefolosha (bad pass; steal by D. DeRozan),,69,56
254,3,10:54.0,,Turnover by J. Valančiūnas (bad pass; steal by T. Hardaway),69,56
255,3,10:45.0,D. Schröder misses 2-pt layup from 3 ft,,69,56
256,3,10:44.0,,Defensive rebound by J. Valančiūnas,69,56
257,3,10:31.0,,D. DeRozan makes 2-pt jump shot from 12 ft,69,58
258,3,10:30.0,Atlanta full timeout,,69,58
259,3,10:30.0,,Technical foul by Team,69,58
260,3,10:30.0,D. Schröder makes technical free throw,,70,58
261,3,10:20.0,Turnover by T. Hardaway (traveling),,70,58
262,3,10:12.0,,D. DeRozan misses 2-pt jump shot from 16 ft (block by T. Sefolosha),70,58
263,3,10:10.0,Defensive rebound by T. Sefolosha,,70,58
264,3,9:52.0,T. Hardaway misses 2-pt jump shot from 10 ft,,70,58
265,3,9:52.0,,Defensive rebound by J. Valančiūnas,70,58
266,3,9:40.0,,Turnover by K. Lowry (bad pass; steal by P. Millsap),70,58
267,3,9:39.0,Personal foul by P. Patterson (drawn by P. Millsap),,70,58
268,3,9:30.0,D. Schröder makes 2-pt layup from 5 ft,,72,58
269,3,9:12.0,,D. DeRozan makes 2-pt jump shot from 21 ft (assist by K. Lowry),72,60
270,3,9:01.0,T. Hardaway makes 2-pt layup from 3 ft (assist by D. Schröder),,74,60
271,3,8:51.0,,D. DeRozan makes 2-pt jump shot from 18 ft,74,62
272,3,8:34.0,T. Sefolosha misses 2-pt layup from 4 ft,,74,62
273,3,8:34.0,,Defensive rebound by K. Lowry,74,62
274,3,8:26.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),74,65
275,3,8:10.0,Personal foul by K. Lowry (drawn by T. Hardaway),,74,65
276,3,8:03.0,T. Hardaway makes 2-pt layup from 3 ft (assist by P. Millsap),,76,65
277,3,7:46.0,,Shooting foul by D. Howard (drawn by D. DeRozan),76,65
278,3,7:46.0,,D. DeRozan makes free throw 1 of 2,76,66
279,3,7:46.0,,D. DeRozan misses free throw 2 of 2,76,66
280,3,7:45.0,Defensive rebound by T. Sefolosha,,76,66
281,3,7:29.0,D. Howard makes 2-pt dunk at rim (assist by P. Millsap),,78,66
282,3,7:13.0,,Shooting foul by T. Hardaway (drawn by J. Valančiūnas),78,66
283,3,7:13.0,,J. Valančiūnas makes free throw 1 of 2,78,67
284,3,7:13.0,,J. Valančiūnas misses free throw 2 of 2,78,67
285,3,7:12.0,Defensive rebound by P. Millsap,,78,67
286,3,6:48.0,T. Hardaway misses 2-pt jump shot from 6 ft,,78,67
287,3,6:48.0,,Defensive rebound by D. DeRozan,78,67
288,3,6:39.0,,D. Carroll misses 3-pt jump shot from 26 ft,78,67
289,3,6:38.0,,Offensive rebound by Team,78,67
290,3,6:38.0,M. Muscala enters the game for D. Howard,,78,67
291,3,6:29.0,,D. DeRozan misses 2-pt jump shot from 6 ft,78,67
292,3,6:29.0,Defensive rebound by T. Sefolosha,,78,67
293,3,6:21.0,T. Hardaway misses 2-pt layup from 1 ft (block by D. DeRozan),,78,67
294,3,6:20.0,Offensive rebound by T. Sefolosha,,78,67
295,3,6:19.0,T. Sefolosha makes 2-pt layup from 3 ft,,80,67
296,3,6:10.0,,K. Lowry misses 2-pt layup from 5 ft (block by M. Muscala),80,67
297,3,6:10.0,,Offensive rebound by Team,80,67
298,3,6:10.0,Technical foul by T. Sefolosha,,80,67
299,3,6:10.0,,D. DeRozan misses technical free throw,80,67
300,3,6:10.0,,Offensive rebound by Team,80,67
301,3,6:03.0,,Shooting foul by T. Sefolosha (drawn by D. DeRozan),80,67
302,3,6:03.0,,D. DeRozan makes free throw 1 of 2,80,68
303,3,6:03.0,,D. DeRozan makes free throw 2 of 2,80,69
304,3,5:43.0,Turnover by D. Schröder (bad pass),,80,69
305,3,5:34.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by P. Patterson),80,71
306,3,5:21.0,M. Muscala misses 2-pt jump shot from 17 ft,,80,71
307,3,5:21.0,Offensive rebound by P. Millsap,,80,71
308,3,5:07.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by M. Muscala),,83,71
309,3,4:45.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft,83,73
310,3,4:34.0,,Offensive charge foul by P. Millsap (drawn by P. Patterson),83,73
311,3,4:34.0,Turnover by P. Millsap (offensive foul),,83,73
312,3,4:34.0,K. Korver enters the game for T. Hardaway,,83,73
313,3,4:34.0,K. Bazemore enters the game for P. Millsap,,83,73
314,3,4:12.0,,P. Patterson makes 2-pt dunk at rim (assist by K. Lowry),83,75
315,3,3:50.0,M. Muscala misses 3-pt jump shot from 25 ft,,83,75
316,3,3:50.0,,Defensive rebound by D. DeRozan,83,75
317,3,3:42.0,,Shooting foul by K. Bazemore (drawn by D. Carroll),83,75
318,3,3:42.0,,D. Carroll makes free throw 1 of 3,83,76
319,3,3:42.0,,D. Carroll makes free throw 2 of 3,83,77
320,3,3:42.0,,L. Nogueira enters the game for J. Valančiūnas,83,77
321,3,3:42.0,,C. Joseph enters the game for P. Patterson,83,77
322,3,3:42.0,,T. Ross enters the game for K. Lowry,83,77
323,3,3:42.0,D. Howard enters the game for D. Schröder,,83,77
324,3,3:42.0,M. Delaney enters the game for M. Muscala,,83,77
325,3,3:42.0,,D. Carroll makes free throw 3 of 3,83,78
326,3,3:32.0,Personal foul by L. Nogueira (drawn by D. Howard),,83,78
327,3,3:26.0,K. Bazemore misses 2-pt jump shot from 14 ft,,83,78
328,3,3:26.0,Offensive rebound by D. Howard,,83,78
329,3,3:21.0,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Howard),,86,78
330,3,3:12.0,,Toronto full timeout,86,78
331,3,3:08.0,,T. Ross misses 3-pt jump shot from 26 ft,86,78
332,3,3:08.0,Defensive rebound by D. Howard,,86,78
333,3,2:50.0,K. Bazemore misses 3-pt jump shot from 26 ft,,86,78
334,3,2:50.0,Offensive rebound by Team,,86,78
335,3,2:50.0,,Loose ball foul by L. Nogueira (drawn by D. Howard),86,78
336,3,2:37.0,Shooting foul by D. DeRozan (drawn by D. Howard),,86,78
337,3,2:37.0,D. Howard misses free throw 1 of 2,,86,78
338,3,2:37.0,Offensive rebound by Team,,86,78
339,3,2:37.0,D. Howard makes free throw 2 of 2,,87,78
340,3,2:23.0,,D. DeRozan misses 2-pt jump shot from 11 ft,87,78
341,3,2:23.0,,Offensive rebound by L. Nogueira,87,78
342,3,2:21.0,,L. Nogueira misses 2-pt layup from 2 ft (block by T. Sefolosha),87,78
343,3,2:20.0,,Offensive rebound by L. Nogueira,87,78
344,3,2:20.0,,Shooting foul by K. Korver (drawn by L. Nogueira),87,78
345,3,2:20.0,,L. Nogueira makes free throw 1 of 2,87,79
346,3,2:20.0,,L. Nogueira misses free throw 2 of 2,87,79
347,3,2:20.0,P. Millsap enters the game for T. Sefolosha,,87,79
348,3,2:19.0,Defensive rebound by P. Millsap,,87,79
349,3,2:07.0,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),,89,79
350,3,1:36.0,,D. Carroll misses 3-pt jump shot from 26 ft,89,79
351,3,1:35.0,Defensive rebound by D. Howard,,89,79
352,3,1:27.0,M. Delaney makes 2-pt jump shot from 6 ft,,91,79
353,3,1:17.0,,Shooting foul by P. Millsap (drawn by D. Carroll),91,79
354,3,1:17.0,,D. Carroll misses free throw 1 of 2,91,79
355,3,1:17.0,,Offensive rebound by Team,91,79
356,3,1:17.0,M. Muscala enters the game for P. Millsap,,91,79
357,3,1:17.0,,D. Carroll makes free throw 2 of 2,91,80
358,3,1:03.0,M. Delaney makes 2-pt layup from 3 ft,,93,80
359,3,0:50.0,,Turnover by D. DeRozan (lost ball),93,80
360,3,0:38.0,M. Delaney misses 2-pt jump shot from 15 ft,,93,80
361,3,0:38.0,Offensive rebound by M. Muscala,,93,80
362,3,0:35.0,M. Muscala makes 2-pt layup from 2 ft,,95,80
363,3,0:30.0,,C. Joseph makes 2-pt jump shot from 6 ft,95,82
364,3,0:11.0,Turnover by M. Delaney (traveling),,95,82
365,3,0:01.0,,T. Ross misses 3-pt jump shot from 24 ft,95,82
366,3,0:00.0,Defensive rebound by M. Delaney,,95,82
367,4,11:45.0,T. Hardaway misses 2-pt jump shot from 7 ft,,95,82
368,4,11:44.0,Offensive rebound by D. Howard,,95,82
369,4,11:43.0,D. Howard makes 2-pt dunk at rim,,97,82
370,4,11:25.0,,C. Joseph makes 2-pt layup from 4 ft,97,84
371,4,11:10.0,K. Korver makes 3-pt jump shot from 25 ft (assist by M. Delaney),,100,84
372,4,10:56.0,,P. Patterson misses 3-pt jump shot from 26 ft,100,84
373,4,10:56.0,Defensive rebound by K. Bazemore,,100,84
374,4,10:47.0,K. Korver misses 3-pt jump shot from 26 ft,,100,84
375,4,10:47.0,,Defensive rebound by C. Joseph,100,84
376,4,10:42.0,,Personal foul by M. Delaney (drawn by C. Joseph),100,84
377,4,10:37.0,,C. Joseph makes 2-pt layup at rim,100,86
378,4,10:16.0,K. Bazemore misses 2-pt jump shot from 5 ft,,100,86
379,4,10:14.0,Offensive rebound by K. Bazemore,,100,86
380,4,10:13.0,K. Bazemore makes 2-pt layup from 3 ft,,102,86
381,4,10:04.0,,Shooting foul by M. Delaney (drawn by N. Powell),102,86
