,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MIAMI_ACTION,LA CLIPPERS_SCORE,MIAMI_SCORE
0,1,11:46.0,Turnover by B. Griffin (bad pass; steal by H. Whiteside),,0,0
1,1,11:35.0,,Turnover by J. McRoberts (bad pass; steal by B. Griffin),0,0
2,1,11:13.0,B. Griffin misses 2-pt jump shot from 18 ft,,0,0
3,1,11:12.0,,Defensive rebound by W. Ellington,0,0
4,1,10:54.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),0,3
5,1,10:38.0,J. Redick misses 2-pt jump shot from 17 ft,,0,3
6,1,10:37.0,,Defensive rebound by H. Whiteside,0,3
7,1,10:27.0,,H. Whiteside misses 2-pt jump shot from 10 ft,0,3
8,1,10:26.0,Defensive rebound by D. Jordan,,0,3
9,1,10:18.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),,2,3
10,1,9:47.0,,R. McGruder misses 2-pt jump shot from 16 ft,2,3
11,1,9:46.0,Defensive rebound by D. Jordan,,2,3
12,1,9:41.0,Personal block foul by J. McRoberts (drawn by B. Griffin),,2,3
13,1,9:35.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,4,3
14,1,9:20.0,,H. Whiteside makes 2-pt jump shot from 16 ft (assist by G. Dragić),4,5
15,1,9:08.0,C. Paul makes 2-pt jump shot from 16 ft,,6,5
16,1,8:54.0,,G. Dragić makes 2-pt layup from 3 ft,6,7
17,1,8:37.0,C. Paul misses 3-pt jump shot from 24 ft,,6,7
18,1,8:36.0,,Defensive rebound by H. Whiteside,6,7
19,1,8:28.0,,J. McRoberts makes 3-pt jump shot from 25 ft (assist by G. Dragić),6,10
20,1,8:22.0,Turnover by B. Griffin (lost ball),,6,10
21,1,8:11.0,,G. Dragić misses 2-pt jump shot from 18 ft,6,10
22,1,8:10.0,Defensive rebound by B. Griffin,,6,10
23,1,8:02.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by C. Paul),,9,10
24,1,7:42.0,,G. Dragić misses 2-pt jump shot from 22 ft,9,10
25,1,7:41.0,Defensive rebound by D. Jordan,,9,10
26,1,7:35.0,C. Paul makes 3-pt jump shot from 24 ft,,12,10
27,1,7:12.0,,J. McRoberts misses 2-pt layup from 1 ft (block by D. Jordan),12,10
28,1,7:11.0,Defensive rebound by D. Jordan,,12,10
29,1,7:07.0,J. Redick misses 3-pt jump shot from 25 ft,,12,10
30,1,7:06.0,,Defensive rebound by R. McGruder,12,10
31,1,6:55.0,,W. Ellington makes 2-pt jump shot from 18 ft (assist by J. McRoberts),12,12
32,1,6:46.0,C. Paul makes 2-pt layup from 2 ft,,14,12
33,1,6:27.0,,W. Ellington makes 2-pt layup from 3 ft (assist by H. Whiteside),14,14
34,1,6:01.0,B. Griffin misses 2-pt layup from 2 ft,,14,14
35,1,6:00.0,,Defensive rebound by H. Whiteside,14,14
36,1,5:47.0,,H. Whiteside makes 2-pt jump shot from 8 ft (assist by G. Dragić),14,16
37,1,5:42.0,LA Clippers full timeout,,14,16
38,1,5:42.0,,J. Richardson enters the game for R. McGruder,14,16
39,1,5:32.0,J. Redick misses 3-pt jump shot from 25 ft,,14,16
40,1,5:31.0,,Defensive rebound by H. Whiteside,14,16
41,1,5:11.0,,G. Dragić makes 2-pt layup from 2 ft (assist by J. McRoberts),14,18
42,1,4:49.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by J. Redick),,17,18
43,1,4:30.0,,H. Whiteside misses 2-pt hook shot from 11 ft,17,18
44,1,4:29.0,Defensive rebound by D. Jordan,,17,18
45,1,4:23.0,A. Rivers misses 3-pt jump shot from 24 ft,,17,18
46,1,4:22.0,,Defensive rebound by H. Whiteside,17,18
47,1,4:01.0,,J. McRoberts makes 3-pt jump shot from 25 ft (assist by J. Richardson),17,21
48,1,3:35.0,B. Griffin makes 2-pt jump shot from 20 ft,,19,21
49,1,3:17.0,,J. McRoberts misses 2-pt jump shot from 19 ft,19,21
50,1,3:16.0,Defensive rebound by D. Jordan,,19,21
51,1,3:06.0,C. Paul makes 2-pt jump shot from 12 ft,,21,21
52,1,3:03.0,,Miami full timeout,21,21
53,1,3:03.0,,J. Johnson enters the game for J. McRoberts,21,21
54,1,3:03.0,R. Felton enters the game for A. Rivers,,21,21
55,1,3:03.0,J. Crawford enters the game for J. Redick,,21,21
56,1,2:51.0,,W. Ellington makes 2-pt jump shot from 16 ft (assist by H. Whiteside),21,23
57,1,2:37.0,D. Jordan makes 2-pt jump shot from 6 ft (assist by B. Griffin),,23,23
58,1,2:37.0,Shooting foul by H. Whiteside (drawn by D. Jordan),,23,23
59,1,2:37.0,D. Jordan misses free throw 1 of 1,,23,23
60,1,2:36.0,Offensive rebound by R. Felton,,23,23
61,1,2:17.0,B. Griffin makes 2-pt layup from 2 ft,,25,23
62,1,2:05.0,,J. Johnson misses 3-pt jump shot from 24 ft,25,23
63,1,2:04.0,Defensive rebound by D. Jordan,,25,23
64,1,1:58.0,Personal foul by H. Whiteside (drawn by D. Jordan),,25,23
65,1,1:58.0,,W. Reed enters the game for H. Whiteside,25,23
66,1,1:55.0,Personal foul by J. Johnson (drawn by B. Griffin),,25,23
67,1,1:55.0,B. Griffin makes free throw 1 of 2,,26,23
68,1,1:55.0,B. Griffin makes free throw 2 of 2,,27,23
69,1,1:37.0,,J. Richardson makes 2-pt jump shot from 17 ft (assist by G. Dragić),27,25
70,1,1:27.0,C. Paul misses 2-pt jump shot from 8 ft (block by J. Richardson),,27,25
