,QUARTER,TIME_REMAINING,MIAMI_ACTION,PORTLAND_ACTION,MIAMI_SCORE,PORTLAND_SCORE
73,1,2:12.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by E. Turner),27,19
74,1,1:54.0,Turnover by G. Dragić (bad pass; steal by E. Turner),,27,19
75,1,1:40.0,,E. Turner misses 2-pt jump shot from 10 ft,27,19
76,1,1:39.0,,Offensive rebound by E. Davis,27,19
77,1,1:39.0,,E. Davis misses 2-pt layup from 2 ft,27,19
78,1,1:37.0,Defensive rebound by Team,,27,19
79,1,1:25.0,Shooting foul by A. Crabbe (drawn by H. Whiteside),,27,19
80,1,1:25.0,H. Whiteside misses free throw 1 of 2,,27,19
81,1,1:25.0,Offensive rebound by Team,,27,19
82,1,1:25.0,,C. McCollum enters the game for D. Lillard,27,19
83,1,1:25.0,,M. Plumlee enters the game for E. Davis,27,19
84,1,1:25.0,H. Whiteside makes free throw 2 of 2,,28,19
85,1,1:11.0,,Shooting foul by T. Johnson (drawn by E. Turner),28,19
86,1,1:11.0,,E. Turner makes free throw 1 of 2,28,20
87,1,1:11.0,W. Reed enters the game for H. Whiteside,,28,19
88,1,1:11.0,,E. Turner makes free throw 2 of 2,28,21
89,1,0:57.0,T. Johnson misses 2-pt jump shot from 4 ft (block by C. McCollum),,28,21
90,1,0:57.0,Offensive rebound by W. Reed,,28,21
91,1,0:57.0,Shooting foul by E. Turner (drawn by W. Reed),,28,21
92,1,0:57.0,W. Reed misses free throw 1 of 2,,28,21
93,1,0:57.0,Offensive rebound by Team,,28,21
94,1,0:57.0,W. Reed makes free throw 2 of 2,,29,21
95,1,0:41.0,,M. Plumlee misses 2-pt layup from 1 ft,29,21
96,1,0:41.0,Defensive rebound by W. Reed,,29,21
97,1,0:34.0,Turnover by G. Dragić (bad pass; steal by E. Turner),,29,21
98,1,0:28.0,,A. Crabbe misses 2-pt layup from 2 ft,29,21
99,1,0:27.0,Defensive rebound by R. McGruder,,29,21
100,1,0:06.0,G. Dragić misses 3-pt jump shot from 24 ft,,29,21
101,1,0:05.0,,Defensive rebound by E. Turner,29,21
102,1,0:00.0,,A. Crabbe misses 3-pt jump shot from 24 ft,29,21
103,1,0:00.0,,Offensive rebound by Team,29,21
104,2,11:44.0,J. Johnson misses 2-pt layup from 2 ft,,29,21
105,2,11:43.0,,Defensive rebound by M. Plumlee,29,21
106,2,11:30.0,,M. Leonard misses 2-pt jump shot from 17 ft,29,21
107,2,11:29.0,Defensive rebound by J. Johnson,,29,21
108,2,11:22.0,J. Johnson misses 2-pt layup from 1 ft,,29,21
109,2,11:21.0,,Defensive rebound by M. Plumlee,29,21
110,2,11:01.0,,C. McCollum makes 2-pt jump shot from 14 ft,29,23
111,2,11:01.0,,Shooting foul by R. McGruder (drawn by C. McCollum),29,23
112,2,11:01.0,,C. McCollum makes free throw 1 of 1,29,24
113,2,10:43.0,W. Ellington misses 3-pt jump shot from 25 ft,,29,24
114,2,10:42.0,,Defensive rebound by E. Turner,29,24
115,2,10:36.0,,C. McCollum makes 2-pt jump shot from 16 ft,29,26
116,2,10:23.0,Turnover by J. Johnson (bad pass),,29,26
117,2,10:05.0,,E. Turner misses 2-pt jump shot from 11 ft,29,26
118,2,10:05.0,,Offensive rebound by M. Leonard,29,26
119,2,10:05.0,,M. Leonard misses 2-pt layup from 1 ft,29,26
120,2,10:03.0,Defensive rebound by T. Johnson,,29,26
121,2,9:55.0,J. Johnson makes 2-pt dunk at rim (assist by T. Johnson),,31,26
122,2,9:40.0,,M. Plumlee misses 2-pt layup from 1 ft,31,26
123,2,9:40.0,Defensive rebound by Team,,31,26
124,2,9:40.0,,Loose ball foul by M. Plumlee (drawn by J. Johnson),31,26
125,2,9:25.0,T. Johnson misses 2-pt jump shot from 12 ft,,31,26
126,2,9:24.0,,Defensive rebound by M. Leonard,31,26
127,2,9:16.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by M. Plumlee),31,29
128,2,8:56.0,T. Johnson misses 2-pt layup from 2 ft (block by C. McCollum),,31,29
129,2,8:56.0,,Defensive rebound by M. Leonard,31,29
130,2,8:56.0,,Personal foul by W. Reed (drawn by M. Leonard),31,29
131,2,8:56.0,Technical foul by Team,,31,29
132,2,8:56.0,Official timeout,,31,29
133,2,8:56.0,,N. Vonleh enters the game for M. Plumlee,31,29
134,2,8:56.0,,C. McCollum makes technical free throw,31,30
135,2,8:41.0,,C. McCollum misses 3-pt jump shot from 24 ft,31,30
136,2,8:40.0,,Offensive rebound by C. McCollum,31,30
137,2,8:36.0,,C. McCollum misses 2-pt jump shot from 2 ft,31,30
138,2,8:34.0,Defensive rebound by Team,,31,30
139,2,8:34.0,Personal foul by N. Vonleh (drawn by W. Reed),,31,30
140,2,8:13.0,W. Ellington misses 2-pt jump shot from 16 ft,,31,30
141,2,8:13.0,,Defensive rebound by N. Vonleh,31,30
142,2,8:01.0,,Shooting foul by W. Reed (drawn by N. Vonleh),31,30
143,2,8:01.0,,N. Vonleh misses free throw 1 of 2,31,30
144,2,8:01.0,,Offensive rebound by Team,31,30
145,2,8:01.0,,N. Vonleh makes free throw 2 of 2,31,31
146,2,7:49.0,W. Reed makes 2-pt jump shot from 5 ft (assist by T. Johnson),,33,31
147,2,7:35.0,,A. Crabbe misses 2-pt jump shot from 3 ft,33,31
148,2,7:34.0,Defensive rebound by J. Johnson,,33,31
149,2,7:23.0,T. Johnson misses 2-pt jump shot from 23 ft,,33,31
150,2,7:23.0,,Defensive rebound by N. Vonleh,33,31
151,2,7:13.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by E. Turner),33,34
152,2,7:00.0,W. Ellington makes 2-pt jump shot from 21 ft,,35,34
153,2,6:37.0,,C. McCollum misses 2-pt jump shot from 19 ft,35,34
154,2,6:37.0,Defensive rebound by T. Johnson,,35,34
155,2,6:32.0,T. Johnson misses 2-pt layup from 1 ft (block by E. Turner),,35,34
156,2,6:31.0,,Defensive rebound by M. Leonard,35,34
157,2,6:23.0,,Shooting foul by W. Reed (drawn by E. Turner),35,34
158,2,6:23.0,,E. Turner makes 2-pt jump shot from 8 ft (assist by C. McCollum),35,36
159,2,6:23.0,Technical foul by T. Johnson,,35,36
160,2,6:23.0,,D. Lillard makes technical free throw,35,37
161,2,6:23.0,,D. Lillard enters the game for C. McCollum,35,36
162,2,6:23.0,H. Whiteside enters the game for W. Reed,,35,36
163,2,6:23.0,G. Dragić enters the game for T. Johnson,,35,36
164,2,6:23.0,,M. Harkless enters the game for A. Crabbe,35,37
165,2,6:23.0,,E. Turner makes free throw 1 of 1,35,38
166,2,6:19.0,Miami full timeout,,35,38
167,2,6:05.0,R. McGruder misses 3-pt jump shot from 25 ft,,35,38
168,2,6:05.0,,Defensive rebound by E. Turner,35,38
169,2,5:55.0,,M. Harkless makes 2-pt jump shot from 5 ft (assist by E. Turner),35,40
170,2,5:35.0,R. McGruder makes 2-pt layup from 2 ft (assist by G. Dragić),,37,40
171,2,5:15.0,,D. Lillard misses 2-pt jump shot from 20 ft,37,40
172,2,5:14.0,Defensive rebound by H. Whiteside,,37,40
173,2,5:08.0,G. Dragić makes 2-pt layup from 2 ft,,39,40
174,2,4:39.0,,Personal foul by R. McGruder (drawn by E. Turner),39,40
175,2,4:39.0,,E. Turner misses free throw 1 of 2,39,40
176,2,4:39.0,,Offensive rebound by Team,39,40
177,2,4:39.0,,E. Turner misses free throw 2 of 2,39,40
178,2,4:39.0,T. Johnson enters the game for R. McGruder,,39,40
179,2,4:39.0,,M. Plumlee enters the game for M. Leonard,39,40
180,2,4:39.0,,E. Davis enters the game for N. Vonleh,39,40
181,2,4:38.0,Defensive rebound by G. Dragić,,39,40
182,2,4:33.0,Turnover by G. Dragić (bad pass; steal by E. Turner),,39,40
183,2,4:27.0,,Turnover by D. Lillard (bad pass; steal by T. Johnson),39,40
184,2,4:21.0,T. Johnson misses 2-pt layup from 1 ft (block by E. Davis),,39,40
185,2,4:20.0,,Defensive rebound by D. Lillard,39,40
186,2,4:14.0,,E. Turner misses 3-pt jump shot from 24 ft,39,40
187,2,4:14.0,Defensive rebound by G. Dragić,,39,40
188,2,4:00.0,J. Johnson misses 3-pt jump shot from 24 ft,,39,40
189,2,4:00.0,,Defensive rebound by M. Plumlee,39,40
190,2,3:53.0,,Shooting foul by G. Dragić (drawn by D. Lillard),39,40
191,2,3:53.0,,D. Lillard makes free throw 1 of 3,39,41
192,2,3:53.0,,D. Lillard makes free throw 2 of 3,39,42
193,2,3:53.0,,D. Lillard makes free throw 3 of 3,39,43
194,2,3:32.0,W. Ellington misses 3-pt jump shot from 25 ft,,39,43
195,2,3:30.0,,Defensive rebound by D. Lillard,39,43
196,2,3:19.0,,M. Plumlee misses 2-pt jump shot from 8 ft (block by H. Whiteside),39,43
197,2,3:16.0,,Offensive rebound by E. Turner,39,43
198,2,3:15.0,,Shooting foul by G. Dragić (drawn by M. Harkless),39,43
199,2,3:15.0,,M. Harkless makes free throw 1 of 2,39,44
200,2,3:15.0,,M. Harkless makes free throw 2 of 2,39,45
201,2,2:56.0,T. Johnson misses 3-pt jump shot from 25 ft,,39,45
202,2,2:55.0,,Defensive rebound by E. Turner,39,45
203,2,2:47.0,,M. Harkless makes 2-pt jump shot from 18 ft,39,47
204,2,2:41.0,Miami full timeout,,39,47
205,2,2:41.0,,Portland full timeout,39,47
206,2,2:41.0,,C. McCollum enters the game for E. Turner,39,47
207,2,2:41.0,J. McRoberts enters the game for J. Johnson,,39,47
208,2,2:26.0,Personal foul by C. McCollum (drawn by T. Johnson),,39,47
209,2,2:14.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by W. Ellington),,41,47
210,2,1:54.0,,D. Lillard misses 2-pt layup from 2 ft,41,47
211,2,1:53.0,Defensive rebound by W. Ellington,,41,47
212,2,1:44.0,Shooting foul by M. Plumlee (drawn by J. McRoberts),,41,47
213,2,1:44.0,J. McRoberts makes 2-pt layup from 3 ft (assist by G. Dragić),,43,47
214,2,1:44.0,,Violation by M. Plumlee (lane),43,47
215,2,1:44.0,J. McRoberts makes free throw 1 of 1,,44,47
216,2,1:26.0,,E. Davis makes 2-pt layup from 2 ft (assist by C. McCollum),44,49
217,2,1:13.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. McRoberts),,47,49
218,2,1:04.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),47,51
219,2,0:50.0,Turnover by Team (shot clock),,47,51
220,2,0:50.0,R. McGruder enters the game for G. Dragić,,47,51
221,2,0:50.0,,A. Crabbe enters the game for E. Davis,47,51
222,2,0:35.0,,D. Lillard makes 2-pt layup from 1 ft,47,53
223,2,0:12.0,H. Whiteside makes 2-pt dunk at rim (assist by R. McGruder),,49,53
224,2,0:01.0,,M. Plumlee makes 2-pt jump shot from 9 ft (assist by D. Lillard),49,55
225,2,0:00.0,T. Johnson misses 3-pt jump shot from 45 ft,,49,55
226,2,0:00.0,Offensive rebound by Team,,49,55
227,3,11:48.0,Personal foul by M. Plumlee (drawn by H. Whiteside),,49,55
228,3,11:37.0,R. McGruder misses 2-pt jump shot from 21 ft,,49,55
229,3,11:37.0,,Defensive rebound by C. McCollum,49,55
230,3,11:26.0,,C. McCollum makes 2-pt jump shot from 20 ft,49,57
231,3,11:12.0,G. Dragić makes 2-pt jump shot from 16 ft,,51,57
232,3,10:52.0,,M. Harkless misses 2-pt hook shot from 5 ft,51,57
233,3,10:51.0,,Offensive rebound by M. Harkless,51,57
234,3,10:51.0,,M. Harkless misses 2-pt layup at rim,51,57
235,3,10:50.0,Defensive rebound by H. Whiteside,,51,57
236,3,10:29.0,R. McGruder makes 2-pt layup from 2 ft (assist by H. Whiteside),,53,57
237,3,10:08.0,,M. Harkless misses 2-pt jump shot from 8 ft,53,57
238,3,10:07.0,Defensive rebound by H. Whiteside,,53,57
239,3,9:56.0,G. Dragić misses 2-pt jump shot from 18 ft,,53,57
240,3,9:56.0,Offensive rebound by Team,,53,57
241,3,9:56.0,,Loose ball foul by E. Davis (drawn by H. Whiteside),53,57
242,3,9:43.0,H. Whiteside misses 2-pt jump shot from 9 ft,,53,57
243,3,9:41.0,,Defensive rebound by M. Harkless,53,57
244,3,9:22.0,,C. McCollum misses 2-pt jump shot from 5 ft,53,57
245,3,9:22.0,Defensive rebound by H. Whiteside,,53,57
246,3,9:15.0,R. McGruder misses 2-pt layup from 1 ft (block by M. Harkless),,53,57
247,3,9:14.0,,Defensive rebound by C. McCollum,53,57
248,3,9:04.0,,D. Lillard misses 3-pt jump shot from 28 ft,53,57
249,3,9:03.0,Defensive rebound by H. Whiteside,,53,57
250,3,8:49.0,G. Dragić makes 2-pt jump shot from 8 ft (assist by J. McRoberts),,55,57
251,3,8:33.0,,Turnover by M. Plumlee (bad pass; steal by G. Dragić),55,57
252,3,8:21.0,J. McRoberts makes 3-pt jump shot from 26 ft (assist by W. Ellington),,58,57
253,3,8:20.0,,Portland full timeout,58,57
254,3,8:07.0,,C. McCollum misses 2-pt layup from 2 ft (block by H. Whiteside),58,57
255,3,8:06.0,Defensive rebound by W. Ellington,,58,57
256,3,8:03.0,Shooting foul by M. Harkless (drawn by G. Dragić),,58,57
257,3,8:03.0,G. Dragić makes free throw 1 of 2,,59,57
258,3,8:03.0,G. Dragić makes free throw 2 of 2,,60,57
259,3,7:47.0,,M. Harkless misses 3-pt jump shot from 24 ft,60,57
260,3,7:46.0,Defensive rebound by H. Whiteside,,60,57
261,3,7:32.0,W. Ellington misses 3-pt jump shot from 28 ft,,60,57
262,3,7:31.0,,Defensive rebound by Team,60,57
263,3,7:12.0,,C. McCollum misses 3-pt jump shot from 23 ft,60,57
264,3,7:12.0,Defensive rebound by H. Whiteside,,60,57
265,3,7:01.0,J. McRoberts misses 2-pt layup from 2 ft,,60,57
266,3,7:00.0,,Defensive rebound by M. Plumlee,60,57
267,3,6:50.0,T. Johnson enters the game for W. Ellington,,60,57
268,3,6:44.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),60,60
269,3,6:29.0,Personal foul by C. McCollum (drawn by T. Johnson),,60,60
270,3,6:21.0,Turnover by G. Dragić (lost ball; steal by M. Harkless),,60,60
271,3,6:16.0,,M. Harkless makes 2-pt dunk at rim,60,62
272,3,5:52.0,Turnover by J. McRoberts (bad pass; steal by M. Plumlee),,60,62
273,3,5:44.0,,D. Lillard misses 3-pt jump shot from 25 ft,60,62
274,3,5:44.0,Defensive rebound by Team,,60,62
275,3,5:26.0,G. Dragić makes 2-pt jump shot from 22 ft,,62,62
276,3,5:09.0,,M. Plumlee makes 2-pt dunk at rim,62,64
277,3,4:56.0,Personal foul by M. Plumlee (drawn by H. Whiteside),,62,64
278,3,4:56.0,H. Whiteside misses free throw 1 of 2,,62,64
279,3,4:56.0,Offensive rebound by Team,,62,64
280,3,4:56.0,J. Johnson enters the game for R. McGruder,,62,64
281,3,4:56.0,,A. Crabbe enters the game for C. McCollum,62,64
282,3,4:56.0,,E. Turner enters the game for M. Harkless,62,64
283,3,4:56.0,,M. Leonard enters the game for M. Plumlee,62,64
284,3,4:56.0,H. Whiteside makes free throw 2 of 2,,63,64
285,3,4:35.0,,D. Lillard misses 2-pt jump shot from 22 ft,63,64
286,3,4:34.0,Defensive rebound by G. Dragić,,63,64
287,3,4:23.0,H. Whiteside makes 2-pt hook shot from 4 ft (assist by J. McRoberts),,65,64
288,3,4:11.0,,Turnover by E. Davis (offensive foul),65,64
289,3,4:11.0,,Offensive foul by E. Davis (drawn by H. Whiteside),65,64
290,3,4:02.0,Turnover by G. Dragić (lost ball; steal by D. Lillard),,65,64
291,3,3:56.0,,D. Lillard misses 2-pt jump shot from 3 ft (block by T. Johnson),65,64
292,3,3:56.0,Defensive rebound by G. Dragić,,65,64
293,3,3:48.0,Turnover by J. McRoberts (bad pass),,65,64
294,3,3:34.0,,A. Crabbe makes 2-pt jump shot from 8 ft (assist by E. Turner),65,66
295,3,3:34.0,Miami full timeout,,65,66
296,3,3:26.0,Turnover by J. Johnson (traveling),,65,66
297,3,3:12.0,,D. Lillard misses 3-pt jump shot from 26 ft,65,66
298,3,3:11.0,Defensive rebound by J. Johnson,,65,66
299,3,2:58.0,H. Whiteside misses 2-pt hook shot from 4 ft,,65,66
300,3,2:57.0,,Defensive rebound by M. Leonard,65,66
301,3,2:38.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by M. Leonard),65,69
302,3,2:13.0,H. Whiteside makes 2-pt hook shot from 4 ft (assist by T. Johnson),,67,69
303,3,1:56.0,,E. Turner makes 2-pt jump shot from 10 ft,67,71
304,3,1:39.0,Turnover by T. Johnson (lost ball),,67,71
305,3,1:39.0,W. Ellington enters the game for G. Dragić,,67,71
306,3,1:39.0,R. McGruder enters the game for J. McRoberts,,67,71
307,3,1:39.0,,C. McCollum enters the game for D. Lillard,67,71
308,3,1:19.0,,C. McCollum misses 2-pt jump shot from 19 ft,67,71
309,3,1:17.0,,Offensive rebound by C. McCollum,67,71
310,3,1:10.0,,C. McCollum misses 3-pt jump shot from 23 ft,67,71
311,3,1:09.0,,Offensive rebound by E. Davis,67,71
312,3,0:53.0,,M. Leonard makes 2-pt dunk at rim (assist by E. Turner),67,73
313,3,0:31.0,J. Johnson misses 2-pt layup from 2 ft (block by E. Davis),,67,73
314,3,0:29.0,Offensive rebound by J. Johnson,,67,73
315,3,0:28.0,R. McGruder makes 3-pt jump shot from 24 ft (assist by J. Johnson),,70,73
316,3,0:21.0,Technical foul by J. Johnson,,70,73
317,3,0:21.0,,C. McCollum misses technical free throw,70,73
318,3,0:21.0,,Offensive rebound by Team,70,73
319,3,0:21.0,J. McRoberts enters the game for J. Johnson,,70,73
320,3,0:21.0,,D. Lillard enters the game for E. Davis,70,73
321,3,0:02.0,,D. Lillard misses 2-pt jump shot from 19 ft,70,73
322,3,0:01.0,Defensive rebound by T. Johnson,,70,73
323,3,0:01.0,Shooting foul by D. Lillard (drawn by T. Johnson),,70,73
324,3,0:01.0,T. Johnson makes free throw 1 of 2,,71,73
325,3,0:01.0,T. Johnson misses free throw 2 of 2,,71,73
326,3,0:01.0,,E. Davis enters the game for D. Lillard,71,73
327,3,0:00.0,Offensive rebound by T. Johnson,,71,73
328,3,0:00.0,T. Johnson misses 2-pt jump shot from 20 ft,,71,73
329,3,0:00.0,Offensive rebound by Team,,71,73
330,4,11:48.0,,M. Leonard misses 2-pt dunk at rim (block by H. Whiteside),71,73
331,4,11:48.0,Defensive rebound by J. McRoberts,,71,73
332,4,11:24.0,J. McRoberts makes 2-pt jump shot from 20 ft,,73,73
333,4,11:07.0,,C. McCollum misses 2-pt jump shot from 18 ft,73,73
334,4,11:05.0,Defensive rebound by T. Johnson,,73,73
335,4,10:44.0,W. Ellington misses 3-pt jump shot from 25 ft,,73,73
336,4,10:43.0,,Defensive rebound by A. Crabbe,73,73
337,4,10:36.0,,A. Crabbe misses 2-pt jump shot from 8 ft,73,73
338,4,10:35.0,Defensive rebound by H. Whiteside,,73,73
339,4,10:17.0,T. Johnson misses 2-pt jump shot from 10 ft,,73,73
340,4,10:16.0,,Defensive rebound by M. Harkless,73,73
341,4,10:13.0,,Turnover by M. Harkless (lost ball; steal by T. Johnson),73,73
342,4,10:09.0,H. Whiteside makes 2-pt dunk at rim (assist by J. McRoberts),,75,73
343,4,9:49.0,,Turnover by M. Leonard (bad pass; steal by J. McRoberts),75,73
344,4,9:25.0,H. Whiteside makes 2-pt jump shot from 4 ft,,77,73
345,4,9:24.0,,Portland full timeout,77,73
346,4,9:24.0,,M. Plumlee enters the game for M. Leonard,77,73
347,4,9:12.0,,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),77,75
348,4,8:55.0,W. Ellington makes 2-pt layup from 2 ft (assist by T. Johnson),,79,75
349,4,8:35.0,,E. Turner misses 2-pt hook shot from 3 ft,79,75
350,4,8:34.0,Defensive rebound by H. Whiteside,,79,75
351,4,8:12.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by R. McGruder),,82,75
352,4,7:56.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by E. Turner),82,78
353,4,7:36.0,W. Ellington misses 3-pt jump shot from 24 ft (block by A. Crabbe),,82,78
354,4,7:35.0,Offensive rebound by Team,,82,78
355,4,7:35.0,,D. Lillard enters the game for C. McCollum,82,78
356,4,7:35.0,G. Dragić enters the game for W. Ellington,,82,78
357,4,7:23.0,R. McGruder misses 3-pt jump shot from 25 ft,,82,78
358,4,7:22.0,,Defensive rebound by M. Plumlee,82,78
359,4,7:08.0,,D. Lillard misses 3-pt jump shot from 29 ft,82,78
360,4,7:08.0,Defensive rebound by H. Whiteside,,82,78
361,4,6:52.0,R. McGruder misses 2-pt jump shot from 3 ft (block by M. Plumlee),,82,78
362,4,6:51.0,Offensive rebound by G. Dragić,,82,78
363,4,6:47.0,J. McRoberts misses 2-pt layup from 2 ft,,82,78
364,4,6:46.0,,Defensive rebound by M. Plumlee,82,78
365,4,6:34.0,,E. Turner makes 2-pt jump shot from 14 ft,82,80
366,4,6:10.0,G. Dragić misses 2-pt layup from 1 ft,,82,80
367,4,6:10.0,,Defensive rebound by M. Harkless,82,80
368,4,6:07.0,,D. Lillard makes 2-pt layup from 2 ft,82,82
369,4,6:07.0,,Shooting foul by G. Dragić (drawn by D. Lillard),82,82
370,4,6:07.0,,D. Lillard misses free throw 1 of 1,82,82
371,4,6:05.0,Defensive rebound by H. Whiteside,,82,82
372,4,6:04.0,Miami full timeout,,82,82
373,4,5:51.0,Shooting foul by D. Lillard (drawn by H. Whiteside),,82,82
374,4,5:51.0,H. Whiteside makes free throw 1 of 2,,83,82
375,4,5:51.0,W. Ellington enters the game for J. McRoberts,,83,82
376,4,5:51.0,H. Whiteside makes free throw 2 of 2,,84,82
377,4,5:35.0,,A. Crabbe misses 2-pt jump shot from 6 ft,84,82
378,4,5:35.0,Defensive rebound by R. McGruder,,84,82
379,4,5:30.0,Turnover by W. Ellington (step out of bounds),,84,82
380,4,5:15.0,,Turnover by D. Lillard (bad pass; steal by G. Dragić),84,82
381,4,5:05.0,Turnover by H. Whiteside (lost ball),,84,82
382,4,4:41.0,,E. Turner misses 2-pt jump shot from 8 ft,84,82
383,4,4:41.0,Defensive rebound by T. Johnson,,84,82
384,4,4:19.0,G. Dragić makes 2-pt jump shot from 16 ft,,86,82
