,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
62,1,3:04.0,T. Jones misses 2-pt jump shot from 3 ft (block by M. Turner),,14,23
63,1,3:03.0,,Defensive rebound by J. Teague,14,23
64,1,2:58.0,,Turnover by J. Teague (lost ball; steal by T. Evans),14,23
65,1,2:53.0,T. Evans makes 2-pt layup from 2 ft (assist by A. Davis),,16,23
66,1,2:35.0,,P. George makes 2-pt jump shot from 21 ft,16,25
67,1,2:23.0,L. Galloway misses 2-pt jump shot from 13 ft,,16,25
68,1,2:22.0,,Defensive rebound by K. Séraphin,16,25
69,1,2:09.0,,K. Séraphin misses 2-pt hook shot from 8 ft,16,25
70,1,2:09.0,Defensive rebound by T. Evans,,16,25
71,1,1:59.0,T. Jones misses 2-pt jump shot from 22 ft,,16,25
72,1,1:58.0,,Defensive rebound by M. Turner,16,25
73,1,1:46.0,,Turnover by M. Turner (lost ball; steal by T. Evans),16,25
74,1,1:40.0,T. Jones misses 2-pt jump shot from 5 ft,,16,25
75,1,1:39.0,,Defensive rebound by K. Séraphin,16,25
76,1,1:33.0,,M. Turner makes 2-pt dunk from 2 ft (assist by J. Teague),16,27
77,1,1:11.0,L. Galloway misses 3-pt jump shot from 24 ft,,16,27
78,1,1:11.0,,Defensive rebound by P. George,16,27
79,1,1:11.0,Technical foul by T. Jones,,16,27
80,1,1:11.0,,P. George makes technical free throw,16,28
81,1,1:11.0,,A. Brooks enters the game for J. Teague,16,28
82,1,1:00.0,,Personal foul by A. Davis,16,28
83,1,1:00.0,,P. George makes free throw 1 of 2,16,29
84,1,1:00.0,,P. George makes free throw 2 of 2,16,30
85,1,0:44.0,A. Davis makes 2-pt layup from 2 ft,,18,30
86,1,0:35.0,,A. Brooks makes 2-pt jump shot from 12 ft,18,32
87,1,0:20.0,E. Moore misses 2-pt jump shot from 11 ft,,18,32
88,1,0:18.0,,Defensive rebound by K. Séraphin,18,32
89,1,0:00.0,,P. George misses 2-pt jump shot from 15 ft,18,32
90,1,0:00.0,,Offensive rebound by Team,18,32
91,2,11:39.0,,A. Jefferson makes 2-pt jump shot from 11 ft (assist by M. Ellis),18,34
92,2,11:21.0,T. Jones makes 2-pt hook shot from 11 ft,,20,34
93,2,11:08.0,,Turnover by A. Jefferson (lost ball; steal by D. Motiejūnas),20,34
94,2,11:07.0,Personal foul by A. Jefferson,,20,34
95,2,11:07.0,J. Holiday enters the game for T. Evans,,20,34
96,2,10:52.0,Turnover by J. Holiday (lost ball; steal by A. Jefferson),,20,34
97,2,10:47.0,,C. Miles makes 2-pt jump shot from 17 ft,20,36
98,2,10:35.0,J. Holiday misses 2-pt jump shot from 19 ft,,20,36
99,2,10:34.0,Offensive rebound by J. Holiday,,20,36
100,2,10:34.0,Turnover by J. Holiday (step out of bounds),,20,36
101,2,10:12.0,,A. Jefferson misses 2-pt layup from 4 ft (block by T. Jones),20,36
102,2,10:12.0,,Offensive rebound by Team,20,36
103,2,10:09.0,,C. Miles misses 3-pt jump shot from 23 ft,20,36
104,2,10:09.0,Defensive rebound by J. Holiday,,20,36
105,2,9:56.0,Shooting block foul by C. Miles (drawn by E. Moore),,20,36
106,2,9:56.0,E. Moore makes free throw 1 of 2,,21,36
107,2,9:56.0,E. Moore makes free throw 2 of 2,,22,36
108,2,9:46.0,,C. Miles misses 2-pt dunk from 2 ft (block by T. Jones),22,36
109,2,9:46.0,,Offensive rebound by Team,22,36
110,2,9:36.0,,A. Brooks misses 2-pt layup from 3 ft,22,36
111,2,9:35.0,Defensive rebound by T. Jones,,22,36
112,2,9:30.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by T. Jones),,25,36
113,2,9:09.0,,A. Jefferson makes 2-pt hook shot from 7 ft,25,38
114,2,8:53.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,25,38
115,2,8:53.0,,Defensive rebound by C. Miles,25,38
116,2,8:40.0,Offensive charge foul by A. Jefferson (drawn by D. Motiejūnas),,25,38
117,2,8:40.0,,Turnover by A. Jefferson (offensive foul),25,38
118,2,8:40.0,Official timeout,,25,38
119,2,8:27.0,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Holiday),,28,38
120,2,8:12.0,,Shooting foul by T. Jones (drawn by T. Young),28,38
121,2,8:12.0,,T. Young makes 2-pt dunk at rim (assist by M. Ellis),28,40
122,2,8:12.0,,T. Young makes free throw 1 of 1,28,41
123,2,8:00.0,J. Holiday makes 2-pt layup from 3 ft,,30,41
124,2,7:34.0,,T. Young makes 2-pt layup from 1 ft,30,43
125,2,7:21.0,Turnover by J. Holiday (lost ball; steal by M. Ellis),,30,43
126,2,7:15.0,,T. Young makes 2-pt layup from 2 ft (assist by A. Brooks),30,45
127,2,7:00.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),,33,45
128,2,6:46.0,,Turnover by C. Miles (lost ball; steal by E. Moore),33,45
129,2,6:41.0,E. Moore makes 2-pt layup from 2 ft,,35,45
130,2,6:31.0,,Indiana full timeout,35,45
131,2,6:31.0,,J. Teague enters the game for A. Brooks,35,45
132,2,6:31.0,,M. Turner enters the game for A. Jefferson,35,45
133,2,6:31.0,A. Davis enters the game for E. Moore,,35,45
134,2,6:31.0,D. Cunningham enters the game for T. Jones,,35,45
135,2,6:31.0,S. Hill enters the game for D. Motiejūnas,,35,45
136,2,6:20.0,,C. Miles misses 2-pt jump shot from 19 ft,35,45
137,2,6:19.0,Defensive rebound by L. Galloway,,35,45
138,2,6:05.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by J. Holiday),,38,45
139,2,5:50.0,,C. Miles misses 3-pt jump shot from 26 ft,38,45
140,2,5:49.0,Defensive rebound by A. Davis,,38,45
141,2,5:40.0,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),,40,45
142,2,5:22.0,,Personal foul by J. Holiday,40,45
143,2,5:22.0,,G. Robinson enters the game for M. Ellis,40,45
144,2,5:22.0,,P. George enters the game for T. Young,40,45
145,2,5:22.0,,K. Séraphin enters the game for C. Miles,40,45
146,2,5:22.0,T. Frazier enters the game for J. Holiday,,40,45
147,2,5:12.0,,Personal foul by T. Frazier,40,45
148,2,5:01.0,,P. George misses 3-pt jump shot from 23 ft,40,45
149,2,5:01.0,Defensive rebound by D. Cunningham,,40,45
150,2,4:42.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by S. Hill),,43,45
151,2,4:25.0,,J. Teague makes 2-pt jump shot from 8 ft,43,47
152,2,4:07.0,D. Cunningham makes 3-pt jump shot from 24 ft (assist by A. Davis),,46,47
153,2,3:54.0,,Shooting foul by T. Frazier (drawn by J. Teague),46,47
154,2,3:54.0,Violation by D. Cunningham (def goaltending),,46,47
155,2,3:54.0,,J. Teague makes 2-pt jump shot from 7 ft,46,49
156,2,3:54.0,,J. Teague makes free throw 1 of 1,46,50
157,2,3:33.0,A. Davis makes 2-pt jump shot from 19 ft,,48,50
158,2,3:14.0,,K. Séraphin makes 2-pt hook shot from 11 ft,48,52
159,2,2:56.0,A. Davis makes 2-pt layup from 1 ft,,50,52
160,2,2:56.0,Shooting block foul by J. Teague (drawn by A. Davis),,50,52
161,2,2:56.0,New Orleans full timeout,,50,52
162,2,2:56.0,A. Davis misses free throw 1 of 1,,50,52
163,2,2:56.0,,Defensive rebound by K. Séraphin,50,52
164,2,2:41.0,,P. George misses 2-pt layup from 1 ft,50,52
165,2,2:41.0,Defensive rebound by T. Frazier,,50,52
166,2,2:25.0,A. Davis misses 2-pt jump shot from 10 ft,,50,52
167,2,2:24.0,,Defensive rebound by K. Séraphin,50,52
168,2,2:18.0,,M. Turner makes 2-pt layup from 2 ft (assist by J. Teague),50,54
169,2,1:56.0,D. Cunningham misses 3-pt jump shot from 24 ft,,50,54
170,2,1:54.0,,Defensive rebound by J. Teague,50,54
171,2,1:49.0,,Turnover by J. Teague (bad pass),50,54
172,2,1:49.0,,T. Young enters the game for K. Séraphin,50,54
173,2,1:38.0,L. Galloway misses 2-pt jump shot from 21 ft,,50,54
174,2,1:38.0,,Defensive rebound by M. Turner,50,54
175,2,1:28.0,,M. Turner misses 3-pt jump shot from 26 ft,50,54
176,2,1:27.0,Defensive rebound by L. Galloway,,50,54
177,2,1:13.0,S. Hill misses 2-pt jump shot from 6 ft,,50,54
178,2,1:12.0,,Defensive rebound by M. Turner,50,54
179,2,1:08.0,Offensive charge foul by P. George (drawn by S. Hill),,50,54
180,2,1:08.0,,Turnover by P. George (offensive foul),50,54
181,2,1:08.0,,C. Miles enters the game for P. George,50,54
182,2,0:57.0,,Offensive charge foul by L. Galloway (drawn by T. Young),50,54
183,2,0:57.0,Turnover by L. Galloway (offensive foul),,50,54
184,2,0:57.0,E. Moore enters the game for S. Hill,,50,54
185,2,0:49.0,Offensive charge foul by J. Teague (drawn by T. Frazier),,50,54
186,2,0:49.0,,Turnover by J. Teague (offensive foul),50,54
187,2,0:39.0,Shooting foul by M. Turner (drawn by A. Davis),,50,54
188,2,0:39.0,A. Davis makes free throw 1 of 2,,51,54
189,2,0:39.0,,Indiana full timeout,51,54
190,2,0:39.0,A. Davis makes free throw 2 of 2,,52,54
191,2,0:29.0,,M. Turner misses 2-pt jump shot from 18 ft,52,54
192,2,0:28.0,,Offensive rebound by J. Teague,52,54
193,2,0:27.0,,Turnover by J. Teague (lost ball; steal by L. Galloway),52,54
194,2,0:18.0,New Orleans full timeout,,52,54
195,2,0:18.0,,M. Ellis enters the game for J. Teague,52,54
196,2,0:18.0,B. Hield enters the game for D. Cunningham,,52,54
197,2,0:05.0,L. Galloway misses 3-pt jump shot from 27 ft,,52,54
198,2,0:03.0,,Defensive rebound by M. Ellis,52,54
199,3,11:44.0,,M. Turner misses 2-pt jump shot from 16 ft,52,54
200,3,11:42.0,,Offensive rebound by G. Robinson,52,54
201,3,11:35.0,,T. Young makes 2-pt jump shot from 7 ft (assist by J. Teague),52,56
202,3,11:20.0,B. Hield makes 2-pt jump shot from 19 ft,,54,56
203,3,11:07.0,,Turnover by P. George (lost ball),54,56
204,3,11:01.0,J. Holiday misses 2-pt layup from 2 ft (block by M. Turner),,54,56
205,3,11:00.0,,Defensive rebound by P. George,54,56
206,3,10:43.0,,J. Teague makes 2-pt jump shot from 12 ft,54,58
207,3,10:29.0,B. Hield makes 2-pt jump shot from 18 ft,,56,58
208,3,10:07.0,,M. Turner misses 2-pt jump shot from 19 ft,56,58
209,3,10:06.0,Defensive rebound by B. Hield,,56,58
210,3,9:52.0,A. Davis misses 2-pt layup from 3 ft,,56,58
211,3,9:51.0,,Defensive rebound by T. Young,56,58
212,3,9:42.0,,T. Young makes 2-pt jump shot from 11 ft (assist by P. George),56,60
213,3,9:28.0,A. Davis misses 2-pt jump shot from 20 ft,,56,60
214,3,9:28.0,,Defensive rebound by J. Teague,56,60
215,3,9:17.0,,M. Turner misses 3-pt jump shot from 26 ft,56,60
216,3,9:16.0,Defensive rebound by B. Hield,,56,60
217,3,9:07.0,Turnover by J. Holiday (lost ball; steal by T. Young),,56,60
218,3,8:52.0,,M. Turner makes 2-pt hook shot from 7 ft (assist by P. George),56,62
219,3,8:46.0,Turnover by J. Holiday (back court),,56,62
220,3,8:31.0,,Turnover by J. Teague (bad pass; steal by J. Holiday),56,62
221,3,8:27.0,S. Hill makes 2-pt dunk at rim (assist by J. Holiday),,58,62
222,3,8:21.0,,Indiana full timeout,58,62
223,3,8:02.0,,P. George misses 2-pt layup from 1 ft,58,62
224,3,8:02.0,Defensive rebound by S. Hill,,58,62
225,3,7:37.0,D. Cunningham misses 2-pt jump shot from 19 ft,,58,62
226,3,7:37.0,,Defensive rebound by J. Teague,58,62
227,3,7:22.0,,M. Turner misses 2-pt jump shot from 14 ft,58,62
228,3,7:21.0,Defensive rebound by A. Davis,,58,62
229,3,7:08.0,Shooting foul by M. Turner (drawn by A. Davis),,58,62
230,3,7:08.0,A. Davis makes free throw 1 of 2,,59,62
231,3,7:08.0,A. Davis makes free throw 2 of 2,,60,62
232,3,7:07.0,,Personal take foul by B. Hield,60,62
233,3,7:07.0,T. Jones enters the game for A. Davis,,60,62
234,3,6:49.0,,G. Robinson makes 2-pt jump shot from 6 ft,60,64
235,3,6:39.0,T. Jones misses 2-pt jump shot from 10 ft,,60,64
236,3,6:38.0,,Defensive rebound by P. George,60,64
237,3,6:22.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by P. George),60,67
238,3,6:08.0,B. Hield misses 3-pt jump shot from 26 ft,,60,67
239,3,6:06.0,,Defensive rebound by Team,60,67
240,3,5:48.0,Violation by S. Hill (kicked ball),,60,67
241,3,5:48.0,T. Evans enters the game for B. Hield,,60,67
242,3,5:42.0,,P. George makes 3-pt jump shot from 27 ft (assist by T. Young),60,70
243,3,5:27.0,Turnover by T. Jones (lost ball; steal by T. Young),,60,70
244,3,5:11.0,,M. Turner misses 2-pt layup from 4 ft,60,70
245,3,5:10.0,Defensive rebound by Team,,60,70
246,3,5:00.0,Shooting foul by T. Young (drawn by J. Holiday),,60,70
247,3,5:00.0,J. Holiday makes free throw 1 of 2,,61,70
248,3,5:00.0,J. Holiday misses free throw 2 of 2,,61,70
249,3,5:00.0,,Defensive rebound by M. Turner,61,70
250,3,4:42.0,,J. Teague misses 3-pt jump shot from 27 ft,61,70
251,3,4:41.0,Defensive rebound by T. Jones,,61,70
252,3,4:22.0,T. Jones makes 2-pt hook shot from 8 ft,,63,70
253,3,4:14.0,,Shooting foul by D. Cunningham (drawn by M. Turner),63,70
254,3,4:14.0,,M. Turner misses free throw 1 of 2,63,70
255,3,4:14.0,,Offensive rebound by Team,63,70
256,3,4:14.0,E. Moore enters the game for J. Holiday,,63,70
257,3,4:14.0,,K. Séraphin enters the game for T. Young,63,70
258,3,4:14.0,,M. Turner makes free throw 2 of 2,63,71
259,3,3:53.0,Shooting foul by K. Séraphin (drawn by T. Jones),,63,71
260,3,3:53.0,T. Jones misses free throw 1 of 2,,63,71
261,3,3:53.0,Offensive rebound by Team,,63,71
262,3,3:53.0,T. Jones makes free throw 2 of 2,,64,71
263,3,3:35.0,,P. George makes 3-pt jump shot from 27 ft (assist by J. Teague),64,74
264,3,3:17.0,D. Cunningham misses 3-pt jump shot from 25 ft,,64,74
265,3,3:15.0,Offensive rebound by D. Cunningham,,64,74
266,3,2:59.0,S. Hill misses 2-pt layup from 1 ft (block by M. Turner),,64,74
267,3,2:58.0,,Defensive rebound by J. Teague,64,74
268,3,2:53.0,,P. George misses 3-pt jump shot from 27 ft,64,74
269,3,2:52.0,Defensive rebound by E. Moore,,64,74
270,3,2:46.0,Turnover by E. Moore (bad pass; steal by P. George),,64,74
271,3,2:37.0,,J. Teague misses 3-pt jump shot from 26 ft,64,74
272,3,2:36.0,Defensive rebound by E. Moore,,64,74
273,3,2:24.0,D. Cunningham misses 3-pt jump shot from 23 ft,,64,74
274,3,2:22.0,,Defensive rebound by M. Turner,64,74
275,3,2:08.0,,P. George misses 2-pt jump shot from 18 ft,64,74
276,3,2:07.0,Defensive rebound by T. Jones,,64,74
277,3,2:00.0,T. Evans misses 2-pt jump shot from 7 ft,,64,74
278,3,1:59.0,,Defensive rebound by P. George,64,74
279,3,1:46.0,,G. Robinson misses 3-pt jump shot from 23 ft,64,74
280,3,1:46.0,Defensive rebound by Team,,64,74
281,3,1:46.0,New Orleans full timeout,,64,74
282,3,1:46.0,,C. Miles enters the game for G. Robinson,64,74
283,3,1:46.0,,M. Ellis enters the game for P. George,64,74
284,3,1:46.0,L. Galloway enters the game for S. Hill,,64,74
285,3,1:32.0,T. Evans makes 2-pt jump shot from 18 ft (assist by T. Jones),,66,74
286,3,1:18.0,,M. Turner misses 2-pt jump shot from 21 ft,66,74
287,3,1:18.0,Defensive rebound by T. Evans,,66,74
288,3,1:08.0,T. Jones makes 2-pt layup from 1 ft (assist by T. Evans),,68,74
289,3,1:08.0,Shooting foul by M. Ellis (drawn by T. Jones),,68,74
290,3,1:08.0,T. Jones misses free throw 1 of 1,,68,74
291,3,1:07.0,,Defensive rebound by K. Séraphin,68,74
292,3,0:53.0,,Turnover by M. Ellis (lost ball),68,74
293,3,0:39.0,T. Evans misses 2-pt layup from 3 ft,,68,74
294,3,0:38.0,,Defensive rebound by M. Turner,68,74
295,3,0:31.0,,M. Turner makes 2-pt layup from 1 ft (assist by M. Ellis),68,76
296,3,0:08.0,T. Jones makes 2-pt layup from 3 ft,,70,76
297,3,0:00.0,,M. Ellis misses 2-pt jump shot from 18 ft,70,76
298,3,0:00.0,,Offensive rebound by Team,70,76
299,4,11:46.0,T. Evans makes 2-pt layup from 2 ft (assist by T. Jones),,72,76
300,4,11:26.0,,A. Jefferson misses 2-pt jump shot from 8 ft,72,76
301,4,11:26.0,Defensive rebound by L. Galloway,,72,76
302,4,11:19.0,Shooting foul by C. Miles (drawn by E. Moore),,72,76
303,4,11:19.0,E. Moore makes free throw 1 of 2,,73,76
304,4,11:19.0,E. Moore makes free throw 2 of 2,,74,76
305,4,11:10.0,,A. Brooks misses 2-pt hook shot from 6 ft,74,76
306,4,11:09.0,,Offensive rebound by A. Jefferson,74,76
307,4,11:09.0,,A. Jefferson makes 2-pt layup from 2 ft,74,78
308,4,10:49.0,E. Moore misses 2-pt jump shot from 15 ft (block by A. Jefferson),,74,78
309,4,10:48.0,,Defensive rebound by A. Jefferson,74,78
310,4,10:36.0,,C. Miles misses 3-pt jump shot from 24 ft,74,78
311,4,10:36.0,Defensive rebound by L. Galloway,,74,78
312,4,10:14.0,T. Evans misses 2-pt jump shot from 20 ft,,74,78
313,4,10:13.0,,Defensive rebound by A. Brooks,74,78
314,4,10:02.0,,Def 3 sec tech foul by T. Evans,74,78
315,4,10:02.0,,C. Miles makes technical free throw,74,79
316,4,9:54.0,,C. Miles misses 2-pt jump shot from 8 ft (block by E. Moore),74,79
317,4,9:52.0,,Offensive rebound by C. Miles,74,79
318,4,9:50.0,,A. Brooks misses 3-pt jump shot from 27 ft,74,79
319,4,9:50.0,Defensive rebound by T. Evans,,74,79
320,4,9:41.0,T. Evans misses 2-pt layup from 3 ft (block by M. Ellis),,74,79
321,4,9:41.0,Offensive rebound by Team,,74,79
322,4,9:26.0,T. Jones makes 2-pt layup from 1 ft,,76,79
323,4,9:11.0,,M. Ellis makes 2-pt jump shot from 21 ft (assist by T. Young),76,81
324,4,8:54.0,T. Jones makes 3-pt jump shot from 27 ft (assist by T. Evans),,79,81
325,4,8:37.0,,A. Jefferson makes 2-pt layup from 3 ft (assist by M. Ellis),79,83
326,4,8:18.0,L. Galloway misses 3-pt jump shot from 28 ft,,79,83
327,4,8:18.0,,Defensive rebound by C. Miles,79,83
328,4,8:05.0,,A. Jefferson makes 2-pt jump shot from 13 ft (assist by A. Brooks),79,85
329,4,7:53.0,Shooting foul by M. Ellis (drawn by T. Evans),,79,85
330,4,7:53.0,Official timeout,,79,85
331,4,7:53.0,D. Motiejūnas enters the game for D. Cunningham,,79,85
332,4,7:53.0,S. Hill enters the game for T. Jones,,79,85
333,4,7:53.0,,P. George enters the game for C. Miles,79,85
334,4,7:53.0,,M. Turner enters the game for A. Jefferson,79,85
335,4,7:53.0,T. Evans makes free throw 1 of 2,,80,85
336,4,7:53.0,T. Evans makes free throw 2 of 2,,81,85
337,4,7:33.0,,M. Turner misses 2-pt jump shot from 5 ft (block by D. Motiejūnas),81,85
338,4,7:33.0,Defensive rebound by D. Motiejūnas,,81,85
339,4,7:33.0,,J. Teague enters the game for A. Brooks,81,85
340,4,7:33.0,J. Holiday enters the game for T. Evans,,81,85
341,4,7:20.0,D. Motiejūnas misses 2-pt layup from 1 ft (block by M. Turner),,81,85
342,4,7:19.0,Offensive rebound by D. Motiejūnas,,81,85
343,4,7:17.0,E. Moore misses 3-pt jump shot from 25 ft,,81,85
344,4,7:17.0,,Defensive rebound by M. Turner,81,85
345,4,7:04.0,,Shooting foul by D. Motiejūnas (drawn by P. George),81,85
346,4,7:04.0,,P. George makes free throw 1 of 2,81,86
347,4,7:04.0,,P. George makes free throw 2 of 2,81,87
348,4,6:48.0,S. Hill misses 3-pt jump shot from 26 ft,,81,87
349,4,6:47.0,,Defensive rebound by P. George,81,87
350,4,6:41.0,,Turnover by P. George (bad pass),81,87
351,4,6:27.0,J. Holiday makes 3-pt jump shot from 27 ft,,84,87
352,4,6:06.0,,M. Turner makes 2-pt layup from 2 ft (assist by J. Teague),84,89
353,4,5:49.0,E. Moore makes 2-pt jump shot from 5 ft,,86,89
354,4,5:33.0,,Turnover by J. Teague (bad pass),86,89
355,4,5:33.0,,Indiana full timeout,86,89
356,4,5:33.0,T. Jones enters the game for L. Galloway,,86,89
357,4,5:33.0,T. Evans enters the game for D. Motiejūnas,,86,89
358,4,5:33.0,,G. Robinson enters the game for M. Ellis,86,89
359,4,5:21.0,E. Moore makes 2-pt jump shot from 9 ft,,88,89
360,4,5:03.0,,M. Turner makes 2-pt dunk at rim (assist by P. George),88,91
361,4,4:48.0,T. Jones misses 2-pt jump shot from 17 ft,,88,91
362,4,4:46.0,Offensive rebound by S. Hill,,88,91
363,4,4:35.0,Shooting foul by M. Turner (drawn by T. Jones),,88,91
364,4,4:35.0,T. Jones makes free throw 1 of 2,,89,91
365,4,4:35.0,T. Jones misses free throw 2 of 2,,89,91
366,4,4:35.0,,Defensive rebound by M. Turner,89,91
367,4,4:16.0,,P. George misses 2-pt jump shot from 18 ft (block by E. Moore),89,91
368,4,4:16.0,Defensive rebound by E. Moore,,89,91
369,4,4:10.0,E. Moore makes 2-pt layup from 1 ft,,91,91
370,4,3:55.0,,J. Teague makes 3-pt jump shot from 27 ft (assist by P. George),91,94
371,4,3:37.0,T. Evans makes 2-pt jump shot from 3 ft,,93,94
372,4,3:22.0,,P. George makes 2-pt jump shot from 21 ft,93,96
373,4,3:08.0,T. Evans misses 2-pt layup from 2 ft,,93,96
374,4,3:08.0,,Defensive rebound by M. Turner,93,96
375,4,3:05.0,,Personal take foul by T. Jones,93,96
376,4,2:53.0,,P. George misses 2-pt jump shot from 10 ft,93,96
377,4,2:52.0,Defensive rebound by T. Evans,,93,96
378,4,2:42.0,New Orleans full timeout,,93,96
379,4,2:32.0,J. Holiday misses 3-pt jump shot from 29 ft,,93,96
380,4,2:31.0,,Defensive rebound by T. Young,93,96
381,4,2:16.0,,P. George misses 3-pt jump shot from 26 ft,93,96
382,4,2:15.0,Defensive rebound by S. Hill,,93,96
383,4,2:08.0,E. Moore misses 3-pt jump shot from 23 ft,,93,96
384,4,2:07.0,,Defensive rebound by G. Robinson,93,96
385,4,1:52.0,,Turnover by M. Turner (bad pass),93,96
386,4,1:37.0,T. Evans misses 2-pt layup from 4 ft,,93,96
387,4,1:36.0,Offensive rebound by T. Jones,,93,96
388,4,1:36.0,T. Jones misses 2-pt layup from 2 ft,,93,96
389,4,1:36.0,Offensive rebound by T. Jones,,93,96
390,4,1:24.0,T. Evans misses 2-pt layup from 2 ft,,93,96
391,4,1:24.0,,Defensive rebound by G. Robinson,93,96
392,4,1:00.0,,J. Teague misses 2-pt jump shot from 19 ft,93,96
393,4,1:00.0,Defensive rebound by T. Jones,,93,96
394,4,1:00.0,New Orleans full timeout,,93,96
