,QUARTER,TIME_REMAINING,BOSTON_ACTION,WASHINGTON_ACTION,BOSTON_SCORE,WASHINGTON_SCORE
32,1,7:51.0,,Loose ball foul by M. Gortat (drawn by A. Johnson),2,12
33,1,7:47.0,M. Smart misses 3-pt jump shot from 26 ft,,2,12
34,1,7:47.0,,Defensive rebound by M. Morris,2,12
35,1,7:41.0,,Turnover by J. Wall (bad pass),2,12
36,1,7:32.0,A. Bradley misses 3-pt jump shot from 26 ft,,2,12
37,1,7:31.0,Offensive rebound by T. Zeller,,2,12
38,1,7:27.0,A. Bradley misses 2-pt layup from 2 ft (block by O. Porter),,2,12
39,1,7:25.0,Offensive rebound by A. Bradley,,2,12
40,1,7:20.0,M. Smart misses 2-pt layup from 1 ft (block by M. Gortat),,2,12
41,1,7:19.0,,Defensive rebound by M. Morris,2,12
42,1,7:16.0,J. Jerebko enters the game for A. Johnson,,2,12
43,1,7:06.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),2,15
44,1,6:49.0,Personal foul by M. Morris (drawn by J. Jerebko),,2,15
45,1,6:44.0,T. Zeller misses 2-pt jump shot from 21 ft,,2,15
46,1,6:43.0,,Defensive rebound by O. Porter,2,15
47,1,6:32.0,,M. Gortat misses 2-pt jump shot from 9 ft,2,15
48,1,6:31.0,,Offensive rebound by O. Porter,2,15
49,1,6:27.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by O. Porter),2,18
50,1,6:12.0,A. Bradley makes 2-pt jump shot from 12 ft (assist by I. Thomas),,4,18
51,1,5:58.0,,M. Thornton makes 2-pt jump shot from 16 ft (assist by J. Wall),4,20
52,1,5:43.0,,J. Smith enters the game for M. Morris,4,20
53,1,5:43.0,K. Olynyk enters the game for T. Zeller,,4,20
54,1,5:40.0,I. Thomas misses 3-pt jump shot from 27 ft,,4,20
55,1,5:39.0,,Defensive rebound by Team,4,20
56,1,5:24.0,,M. Gortat misses 2-pt jump shot from 6 ft,4,20
57,1,5:23.0,Defensive rebound by M. Smart,,4,20
58,1,5:14.0,K. Olynyk misses 2-pt layup from 1 ft,,4,20
59,1,5:14.0,,Defensive rebound by O. Porter,4,20
60,1,5:07.0,,J. Wall misses 3-pt jump shot from 26 ft,4,20
61,1,5:06.0,,Offensive rebound by M. Gortat,4,20
62,1,5:02.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by M. Thornton),4,23
63,1,4:45.0,Turnover by I. Thomas (bad pass; steal by J. Smith),,4,23
64,1,4:41.0,,O. Porter makes 2-pt dunk at rim (assist by J. Smith),4,25
65,1,4:40.0,Boston full timeout,,4,25
66,1,4:40.0,J. Mickey enters the game for I. Thomas,,4,25
67,1,4:40.0,T. Rozier enters the game for J. Jerebko,,4,25
68,1,4:40.0,,T. Satoranský enters the game for O. Porter,4,25
69,1,4:22.0,A. Bradley makes 2-pt layup from 2 ft,,6,25
70,1,4:07.0,,M. Thornton misses 2-pt jump shot from 18 ft,6,25
71,1,4:05.0,Defensive rebound by A. Bradley,,6,25
72,1,3:47.0,K. Olynyk misses 3-pt jump shot from 25 ft,,6,25
73,1,3:46.0,,Defensive rebound by J. Wall,6,25
74,1,3:37.0,,M. Thornton makes 3-pt jump shot from 27 ft (assist by J. Wall),6,28
75,1,3:21.0,Def 3 sec tech foul by T. Satoranský,,6,28
76,1,3:21.0,A. Bradley misses technical free throw,,6,28
77,1,3:21.0,Offensive rebound by Team,,6,28
78,1,3:21.0,,T. Burke enters the game for J. Wall,6,28
79,1,3:15.0,J. Mickey makes 2-pt jump shot from 5 ft (assist by T. Rozier),,8,28
80,1,2:55.0,,M. Thornton misses 2-pt jump shot from 5 ft,8,28
81,1,2:54.0,Defensive rebound by K. Olynyk,,8,28
82,1,2:42.0,Turnover by M. Smart (bad pass; steal by M. Thornton),,8,28
83,1,2:36.0,,T. Burke makes 2-pt jump shot from 17 ft (assist by M. Thornton),8,30
84,1,2:22.0,T. Rozier misses 2-pt jump shot from 13 ft,,8,30
85,1,2:21.0,,Defensive rebound by M. Gortat,8,30
86,1,2:05.0,,T. Satoranský misses 2-pt layup from 3 ft,8,30
87,1,2:05.0,Defensive rebound by Team,,8,30
88,1,2:05.0,,Washington full timeout,8,30
89,1,2:05.0,,A. Nicholson enters the game for M. Gortat,8,30
90,1,1:48.0,T. Rozier misses 3-pt jump shot from 26 ft,,8,30
91,1,1:47.0,,Defensive rebound by A. Nicholson,8,30
92,1,1:24.0,,T. Burke misses 2-pt jump shot from 20 ft,8,30
93,1,1:23.0,Defensive rebound by Team,,8,30
94,1,1:11.0,J. Mickey misses 2-pt jump shot from 5 ft,,8,30
95,1,1:10.0,,Defensive rebound by A. Nicholson,8,30
96,1,1:00.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by T. Satoranský),8,32
97,1,0:46.0,T. Rozier misses 2-pt layup from 2 ft (block by A. Nicholson),,8,32
98,1,0:42.0,Offensive rebound by J. Mickey,,8,32
99,1,0:33.0,M. Smart misses 2-pt jump shot from 15 ft,,8,32
100,1,0:33.0,,Defensive rebound by J. Smith,8,32
101,1,0:21.0,,T. Burke makes 2-pt jump shot from 8 ft (assist by A. Nicholson),8,34
102,1,0:05.0,Personal foul by J. Smith (drawn by M. Smart),,8,34
103,1,0:05.0,,O. Porter enters the game for A. Nicholson,8,34
104,1,0:01.0,K. Olynyk misses 2-pt jump shot from 15 ft,,8,34
105,1,0:00.0,Offensive rebound by Team,,8,34
106,2,11:35.0,,J. Smith misses 2-pt jump shot from 15 ft,8,34
107,2,11:33.0,Defensive rebound by K. Olynyk,,8,34
108,2,11:23.0,M. Smart makes 2-pt dunk at rim,,10,34
109,2,11:13.0,,Personal foul by A. Johnson (drawn by A. Nicholson),10,34
110,2,11:13.0,,M. Morris enters the game for J. Smith,10,34
111,2,11:01.0,,M. Thornton misses 3-pt jump shot from 23 ft,10,34
112,2,10:59.0,,Offensive rebound by T. Burke,10,34
113,2,10:43.0,,T. Burke misses 3-pt jump shot from 26 ft,10,34
114,2,10:42.0,,Offensive rebound by T. Satoranský,10,34
115,2,10:41.0,,T. Satoranský makes 2-pt layup from 1 ft,10,36
116,2,10:26.0,M. Smart misses 3-pt jump shot from 27 ft,,10,36
117,2,10:25.0,,Defensive rebound by M. Morris,10,36
118,2,10:16.0,Offensive charge foul by M. Morris (drawn by K. Olynyk),,10,36
119,2,10:16.0,,Turnover by M. Morris (offensive foul),10,36
120,2,10:05.0,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),,12,36
121,2,9:50.0,,Offensive foul by M. Morris (drawn by K. Olynyk),12,36
122,2,9:50.0,,Turnover by M. Morris (offensive foul),12,36
123,2,9:50.0,,Violation by Team (jump ball),12,36
124,2,9:50.0,,J. Wall enters the game for M. Morris,12,36
125,2,9:50.0,,B. Beal enters the game for M. Thornton,12,36
126,2,9:50.0,,O. Porter enters the game for T. Burke,12,36
127,2,9:35.0,M. Smart misses 2-pt layup from 1 ft (block by O. Porter),,12,36
128,2,9:34.0,Offensive rebound by Team,,12,36
129,2,9:31.0,G. Green misses 2-pt jump shot from 18 ft,,12,36
130,2,9:30.0,,Defensive rebound by O. Porter,12,36
131,2,9:17.0,,O. Porter misses 3-pt jump shot from 26 ft,12,36
132,2,9:16.0,Defensive rebound by K. Olynyk,,12,36
133,2,9:11.0,Shooting foul by T. Satoranský (drawn by I. Thomas),,12,36
134,2,9:11.0,I. Thomas makes free throw 1 of 2,,13,36
135,2,9:11.0,J. Jerebko enters the game for K. Olynyk,,13,36
136,2,9:11.0,I. Thomas makes free throw 2 of 2,,14,36
137,2,8:56.0,,J. Wall misses 2-pt layup from 3 ft,14,36
138,2,8:55.0,Defensive rebound by A. Johnson,,14,36
139,2,8:44.0,G. Green misses 3-pt jump shot from 26 ft,,14,36
140,2,8:43.0,Offensive rebound by I. Thomas,,14,36
141,2,8:40.0,I. Thomas makes 3-pt jump shot from 24 ft,,17,36
142,2,8:40.0,,Washington full timeout,17,36
143,2,8:40.0,,M. Gortat enters the game for A. Nicholson,17,36
144,2,8:26.0,,O. Porter misses 2-pt jump shot from 16 ft,17,36
145,2,8:25.0,Defensive rebound by G. Green,,17,36
146,2,8:10.0,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),,19,36
147,2,7:53.0,,M. Gortat makes 2-pt jump shot from 6 ft (assist by T. Satoranský),19,38
148,2,7:53.0,,Shooting foul by G. Green (drawn by M. Gortat),19,38
149,2,7:53.0,,M. Gortat makes free throw 1 of 1,19,39
150,2,7:36.0,I. Thomas makes 2-pt jump shot from 8 ft,,21,39
151,2,7:29.0,,Offensive foul by M. Gortat (drawn by M. Smart),21,39
152,2,7:29.0,,Turnover by M. Gortat (offensive foul),21,39
153,2,7:29.0,A. Bradley enters the game for M. Smart,,21,39
154,2,7:19.0,A. Johnson makes 2-pt dunk at rim (assist by G. Green),,23,39
155,2,7:01.0,,Shooting foul by I. Thomas (drawn by J. Wall),23,39
156,2,7:01.0,,J. Wall makes free throw 1 of 2,23,40
157,2,7:01.0,,J. Wall makes free throw 2 of 2,23,41
158,2,6:45.0,I. Thomas misses 2-pt layup from 2 ft (block by J. Wall),,23,41
159,2,6:44.0,,Defensive rebound by T. Satoranský,23,41
160,2,6:39.0,,O. Porter makes 2-pt jump shot from 5 ft (assist by B. Beal),23,43
161,2,6:39.0,,Shooting foul by G. Green (drawn by O. Porter),23,43
162,2,6:39.0,,M. Thornton enters the game for B. Beal,23,43
163,2,6:39.0,,O. Porter makes free throw 1 of 1,23,44
164,2,6:29.0,Turnover by A. Johnson (bad pass; steal by M. Thornton),,23,44
165,2,6:19.0,,J. Wall makes 2-pt jump shot from 20 ft,23,46
166,2,6:16.0,Boston full timeout,,23,46
167,2,6:16.0,M. Smart enters the game for G. Green,,23,46
168,2,6:05.0,A. Bradley makes 2-pt layup from 1 ft (assist by M. Smart),,25,46
169,2,5:46.0,,M. Gortat misses 2-pt layup from 1 ft (block by J. Jerebko),25,46
170,2,5:45.0,,Offensive rebound by O. Porter,25,46
171,2,5:40.0,,M. Thornton misses 3-pt jump shot from 24 ft,25,46
172,2,5:40.0,Defensive rebound by J. Jerebko,,25,46
173,2,5:18.0,J. Jerebko misses 3-pt jump shot from 27 ft,,25,46
174,2,5:18.0,,Defensive rebound by J. Wall,25,46
175,2,5:10.0,,J. Wall misses 2-pt jump shot from 9 ft,25,46
176,2,5:09.0,,Offensive rebound by M. Thornton,25,46
177,2,5:07.0,,M. Thornton misses 2-pt jump shot from 5 ft,25,46
178,2,5:07.0,,Offensive rebound by M. Gortat,25,46
179,2,5:07.0,,M. Gortat makes 2-pt layup from 1 ft,25,48
180,2,5:07.0,,Shooting foul by A. Bradley (drawn by M. Gortat),25,48
181,2,5:07.0,,M. Gortat misses free throw 1 of 1,25,48
182,2,5:06.0,Defensive rebound by J. Jerebko,,25,48
183,2,4:53.0,A. Bradley misses 3-pt jump shot from 26 ft,,25,48
184,2,4:53.0,,Defensive rebound by O. Porter,25,48
185,2,4:44.0,,J. Wall misses 2-pt jump shot from 18 ft,25,48
186,2,4:43.0,,Offensive rebound by T. Satoranský,25,48
187,2,4:39.0,,O. Porter makes 2-pt jump shot from 16 ft (assist by T. Satoranský),25,50
188,2,4:26.0,A. Johnson makes 3-pt jump shot from 27 ft (assist by I. Thomas),,28,50
189,2,4:15.0,,Shooting foul by A. Johnson (drawn by J. Wall),28,50
190,2,4:15.0,,J. Wall makes free throw 1 of 2,28,51
191,2,4:15.0,T. Zeller enters the game for J. Jerebko,,28,51
192,2,4:15.0,K. Olynyk enters the game for A. Johnson,,28,51
193,2,4:15.0,,J. Wall makes free throw 2 of 2,28,52
194,2,3:53.0,K. Olynyk makes 2-pt layup from 1 ft (assist by T. Zeller),,30,52
195,2,3:42.0,,J. Wall misses 3-pt jump shot from 26 ft,30,52
196,2,3:41.0,Defensive rebound by T. Zeller,,30,52
197,2,3:24.0,Personal foul by M. Thornton (drawn by K. Olynyk),,30,52
198,2,3:15.0,Def 3 sec tech foul by M. Gortat,,30,52
199,2,3:15.0,I. Thomas makes technical free throw,,31,52
200,2,3:08.0,Turnover by I. Thomas (bad pass; steal by M. Thornton),,31,52
201,2,3:02.0,,O. Porter misses 2-pt layup from 3 ft (block by A. Bradley),31,52
202,2,2:59.0,Defensive rebound by M. Smart,,31,52
203,2,2:47.0,A. Bradley makes 3-pt jump shot from 27 ft,,34,52
204,2,2:27.0,,J. Wall misses 2-pt jump shot from 12 ft,34,52
205,2,2:26.0,,Offensive rebound by M. Thornton,34,52
206,2,2:20.0,,M. Thornton makes 2-pt layup from 1 ft (assist by M. Gortat),34,54
207,2,2:06.0,I. Thomas makes 2-pt jump shot from 7 ft,,36,54
208,2,2:06.0,Shooting foul by J. Wall (drawn by I. Thomas),,36,54
209,2,2:06.0,Official timeout,,36,54
210,2,2:06.0,I. Thomas makes free throw 1 of 1,,37,54
211,2,1:43.0,,O. Porter makes 2-pt jump shot from 20 ft,37,56
212,2,1:23.0,T. Zeller makes 2-pt layup from 1 ft (assist by I. Thomas),,39,56
213,2,1:00.0,,M. Thornton makes 2-pt jump shot from 12 ft (assist by J. Wall),39,58
214,2,0:49.0,Turnover by A. Bradley (bad pass; steal by O. Porter),,39,58
215,2,0:46.0,,Turnover by M. Thornton (bad pass; steal by A. Bradley),39,58
216,2,0:43.0,A. Bradley makes 2-pt layup at rim,,41,58
217,2,0:39.0,Offensive charge foul by J. Wall (drawn by I. Thomas),,41,58
218,2,0:39.0,,Turnover by J. Wall (offensive foul),41,58
219,2,0:31.0,I. Thomas makes 2-pt layup from 1 ft,,43,58
220,2,0:06.0,,T. Satoranský misses 3-pt jump shot from 24 ft,43,58
221,2,0:04.0,Defensive rebound by K. Olynyk,,43,58
222,2,0:01.0,M. Smart misses 2-pt jump shot from 6 ft,,43,58
223,2,0:00.0,Offensive rebound by Team,,43,58
224,3,11:37.0,,B. Beal misses 3-pt jump shot from 25 ft,43,58
225,3,11:36.0,Defensive rebound by K. Olynyk,,43,58
226,3,11:20.0,K. Olynyk misses 3-pt jump shot from 25 ft,,43,58
227,3,11:19.0,,Defensive rebound by M. Gortat,43,58
228,3,11:07.0,,B. Beal misses 2-pt jump shot from 4 ft,43,58
229,3,11:06.0,,Offensive rebound by B. Beal,43,58
230,3,11:02.0,,B. Beal makes 2-pt layup from 2 ft,43,60
231,3,10:52.0,M. Smart misses 2-pt jump shot from 15 ft,,43,60
232,3,10:51.0,,Defensive rebound by O. Porter,43,60
233,3,10:45.0,,M. Morris makes 2-pt layup from 2 ft (assist by O. Porter),43,62
234,3,10:32.0,I. Thomas misses 2-pt jump shot from 4 ft,,43,62
235,3,10:31.0,,Defensive rebound by B. Beal,43,62
236,3,10:07.0,,B. Beal misses 2-pt jump shot from 18 ft,43,62
237,3,10:06.0,Defensive rebound by I. Thomas,,43,62
238,3,9:56.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by K. Olynyk),,45,62
239,3,9:36.0,,Shooting foul by K. Olynyk (drawn by B. Beal),45,62
240,3,9:36.0,,B. Beal makes free throw 1 of 2,45,63
241,3,9:36.0,,B. Beal misses free throw 2 of 2,45,63
242,3,9:34.0,,Offensive rebound by Team,45,63
243,3,9:27.0,,M. Morris misses 2-pt jump shot from 16 ft,45,63
244,3,9:26.0,,Offensive rebound by M. Gortat,45,63
245,3,9:22.0,,M. Gortat makes 2-pt layup from 2 ft,45,65
246,3,9:11.0,M. Smart misses 2-pt layup from 1 ft (block by M. Gortat),,45,65
247,3,9:08.0,Offensive rebound by A. Johnson,,45,65
248,3,9:04.0,A. Johnson makes 2-pt layup from 1 ft,,47,65
249,3,8:57.0,,M. Morris misses 2-pt jump shot from 13 ft,47,65
250,3,8:55.0,Defensive rebound by I. Thomas,,47,65
251,3,8:49.0,K. Olynyk misses 3-pt jump shot from 25 ft,,47,65
252,3,8:47.0,,Defensive rebound by B. Beal,47,65
253,3,8:32.0,,J. Wall misses 2-pt jump shot from 5 ft (block by A. Johnson),47,65
254,3,8:29.0,,Offensive rebound by O. Porter,47,65
255,3,8:26.0,,O. Porter makes 2-pt layup from 2 ft,47,67
256,3,8:16.0,Turnover by M. Smart (bad pass; steal by J. Wall),,47,67
257,3,8:06.0,,Turnover by J. Wall (bad pass; steal by M. Smart),47,67
258,3,8:06.0,Turnover by I. Thomas (bad pass; steal by B. Beal),,47,67
259,3,8:06.0,,Personal foul by M. Smart (drawn by B. Beal),47,67
260,3,8:06.0,,Washington full timeout,47,67
261,3,8:06.0,,M. Thornton enters the game for B. Beal,47,67
262,3,7:54.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),47,69
263,3,7:37.0,M. Smart makes 3-pt jump shot from 24 ft (assist by I. Thomas),,50,69
264,3,7:20.0,,M. Morris misses 2-pt jump shot from 13 ft,50,69
265,3,7:19.0,,Offensive rebound by O. Porter,50,69
266,3,7:19.0,,Shooting foul by I. Thomas (drawn by O. Porter),50,69
267,3,7:19.0,,O. Porter makes free throw 1 of 2,50,70
268,3,7:19.0,,O. Porter makes free throw 2 of 2,50,71
269,3,7:06.0,I. Thomas misses 3-pt jump shot from 24 ft,,50,71
270,3,7:05.0,,Defensive rebound by J. Wall,50,71
271,3,6:42.0,,Turnover by J. Wall (lost ball; steal by A. Johnson),50,71
272,3,6:36.0,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),,52,71
273,3,6:21.0,,M. Morris misses 2-pt jump shot from 18 ft,52,71
274,3,6:20.0,Defensive rebound by A. Johnson,,52,71
275,3,6:09.0,Personal foul by O. Porter (drawn by M. Smart),,52,71
276,3,5:59.0,M. Smart makes 2-pt layup from 2 ft,,54,71
277,3,5:59.0,Shooting foul by O. Porter (drawn by M. Smart),,54,71
278,3,5:59.0,M. Smart makes free throw 1 of 1,,55,71
279,3,5:43.0,,M. Thornton misses 2-pt jump shot from 15 ft,55,71
280,3,5:43.0,,Offensive rebound by Team,55,71
281,3,5:34.0,,M. Thornton misses 2-pt jump shot from 8 ft,55,71
282,3,5:33.0,Defensive rebound by K. Olynyk,,55,71
283,3,5:31.0,Personal foul by M. Gortat (drawn by A. Johnson),,55,71
284,3,5:31.0,,Personal foul by A. Johnson,55,71
285,3,5:31.0,T. Rozier enters the game for A. Bradley,,55,71
286,3,5:15.0,M. Smart misses 3-pt jump shot from 24 ft,,55,71
287,3,5:15.0,,Defensive rebound by M. Morris,55,71
288,3,5:02.0,,O. Porter misses 2-pt jump shot from 21 ft,55,71
289,3,5:02.0,Defensive rebound by I. Thomas,,55,71
290,3,4:57.0,I. Thomas misses 2-pt jump shot from 5 ft,,55,71
291,3,4:56.0,,Defensive rebound by M. Thornton,55,71
292,3,4:52.0,,J. Wall makes 2-pt layup from 2 ft,55,73
293,3,4:42.0,I. Thomas misses 2-pt jump shot from 10 ft,,55,73
294,3,4:42.0,,Defensive rebound by Team,55,73
295,3,4:30.0,,J. Wall makes 2-pt layup from 1 ft,55,75
296,3,4:30.0,,Shooting foul by A. Johnson (drawn by J. Wall),55,75
297,3,4:30.0,T. Zeller enters the game for A. Johnson,,55,75
298,3,4:30.0,J. Brown enters the game for K. Olynyk,,55,75
299,3,4:30.0,,J. Wall makes free throw 1 of 1,55,76
300,3,4:12.0,Turnover by T. Rozier (lost ball; steal by O. Porter),,55,76
301,3,4:10.0,,Shooting foul by I. Thomas (drawn by M. Thornton),55,76
302,3,4:10.0,,M. Thornton makes free throw 1 of 2,55,77
303,3,4:10.0,A. Bradley enters the game for I. Thomas,,55,77
304,3,4:10.0,,M. Thornton makes free throw 2 of 2,55,78
305,3,3:56.0,T. Zeller makes 2-pt layup from 2 ft (assist by T. Rozier),,57,78
306,3,3:34.0,,J. Wall makes 2-pt jump shot from 15 ft,57,80
307,3,3:13.0,M. Smart makes 3-pt jump shot from 29 ft (assist by A. Bradley),,60,80
308,3,2:54.0,,Turnover by M. Morris (lost ball; steal by J. Brown),60,80
309,3,2:53.0,Clear path foul by M. Thornton,,60,80
310,3,2:53.0,Boston full timeout,,60,80
311,3,2:53.0,T. Rozier misses clear path free throw 1 of 2,,60,80
312,3,2:53.0,Offensive rebound by Team,,60,80
313,3,2:53.0,T. Rozier misses clear path free throw 2 of 2,,60,80
314,3,2:53.0,Offensive rebound by Team,,60,80
315,3,2:53.0,,T. Satoranský enters the game for M. Morris,60,80
316,3,2:38.0,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Bradley),,63,80
317,3,2:19.0,,Personal foul by A. Bradley (drawn by J. Wall),63,80
318,3,2:19.0,,J. Wall misses free throw 1 of 2,63,80
319,3,2:19.0,,Offensive rebound by Team,63,80
320,3,2:19.0,,J. Wall makes free throw 2 of 2,63,81
321,3,2:10.0,Personal foul by M. Gortat (drawn by M. Smart),,63,81
322,3,2:10.0,,T. Burke enters the game for J. Wall,63,81
323,3,2:10.0,,J. Smith enters the game for M. Gortat,63,81
324,3,2:02.0,M. Smart makes 2-pt jump shot from 15 ft,,65,81
325,3,1:44.0,,T. Satoranský makes 2-pt jump shot from 12 ft (assist by O. Porter),65,83
326,3,1:21.0,M. Smart makes 3-pt jump shot from 23 ft (assist by T. Rozier),,68,83
327,3,1:07.0,,Def 3 sec tech foul by T. Zeller,68,83
328,3,1:07.0,,M. Thornton makes technical free throw,68,84
329,3,1:00.0,,O. Porter makes 2-pt jump shot from 13 ft (assist by T. Burke),68,86
330,3,0:45.0,Shooting foul by M. Thornton (drawn by M. Smart),,68,86
331,3,0:45.0,M. Smart misses free throw 1 of 2,,68,86
332,3,0:45.0,Offensive rebound by Team,,68,86
333,3,0:45.0,A. Johnson enters the game for T. Zeller,,68,86
334,3,0:45.0,M. Smart makes free throw 2 of 2,,69,86
335,3,0:33.0,,O. Porter misses 3-pt jump shot from 26 ft,69,86
336,3,0:32.0,Defensive rebound by T. Rozier,,69,86
337,3,0:25.0,J. Brown misses 2-pt layup from 1 ft (block by O. Porter),,69,86
338,3,0:23.0,,Defensive rebound by M. Thornton,69,86
339,3,0:01.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by M. Thornton),69,89
340,3,0:01.0,M. Smart misses 3-pt jump shot from 83 ft,,69,89
341,3,0:00.0,Offensive rebound by Team,,69,89
342,4,11:43.0,T. Rozier misses 2-pt jump shot from 5 ft,,69,89
343,4,11:42.0,,Defensive rebound by J. Smith,69,89
344,4,11:21.0,,T. Burke makes 3-pt jump shot from 26 ft,69,92
345,4,11:07.0,Shooting foul by T. Burke (drawn by I. Thomas),,69,92
346,4,11:07.0,I. Thomas makes free throw 1 of 2,,70,92
347,4,11:07.0,G. Green enters the game for T. Rozier,,70,92
348,4,11:07.0,I. Thomas makes free throw 2 of 2,,71,92
349,4,10:50.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by M. Thornton),71,94
350,4,10:41.0,Personal foul by J. Smith (drawn by I. Thomas),,71,94
351,4,10:30.0,I. Thomas misses 3-pt jump shot from 26 ft,,71,94
352,4,10:29.0,Offensive rebound by I. Thomas,,71,94
353,4,10:21.0,A. Bradley makes 3-pt jump shot from 27 ft (assist by I. Thomas),,74,94
354,4,9:57.0,,O. Porter makes 2-pt jump shot from 15 ft (assist by J. Smith),74,96
355,4,9:40.0,G. Green misses 3-pt jump shot from 26 ft,,74,96
356,4,9:39.0,,Defensive rebound by J. Smith,74,96
357,4,9:19.0,,M. Thornton makes 3-pt jump shot from 26 ft,74,99
358,4,9:08.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by I. Thomas),,77,99
359,4,8:50.0,,Shooting foul by I. Thomas (drawn by T. Burke),77,99
360,4,8:50.0,Official timeout,,77,99
361,4,8:50.0,,T. Burke misses free throw 1 of 2,77,99
362,4,8:50.0,,Offensive rebound by Team,77,99
363,4,8:50.0,K. Olynyk enters the game for A. Johnson,,77,99
364,4,8:50.0,,T. Burke makes free throw 2 of 2,77,100
365,4,8:39.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by I. Thomas),,80,100
366,4,8:19.0,,T. Burke makes 2-pt jump shot from 14 ft,80,102
367,4,8:08.0,Personal foul by T. Burke (drawn by I. Thomas),,80,102
368,4,8:00.0,Shooting foul by T. Burke (drawn by I. Thomas),,80,102
369,4,8:00.0,I. Thomas makes free throw 1 of 2,,81,102
370,4,8:00.0,,J. Wall enters the game for T. Burke,81,102
371,4,8:00.0,M. Smart enters the game for J. Jerebko,,81,102
372,4,8:00.0,I. Thomas makes free throw 2 of 2,,82,102
373,4,7:37.0,,J. Smith misses 2-pt jump shot from 14 ft,82,102
374,4,7:36.0,Defensive rebound by A. Bradley,,82,102
375,4,7:20.0,Shooting block foul by T. Satoranský (drawn by I. Thomas),,82,102
376,4,7:20.0,I. Thomas makes free throw 1 of 2,,83,102
377,4,7:20.0,I. Thomas makes free throw 2 of 2,,84,102
378,4,6:57.0,,J. Wall misses 2-pt jump shot from 18 ft,84,102
379,4,6:56.0,,Offensive rebound by O. Porter,84,102
380,4,6:54.0,,O. Porter makes 2-pt layup at rim,84,104
381,4,6:47.0,I. Thomas makes 2-pt layup from 1 ft,,86,104
382,4,6:47.0,,Washington full timeout,86,104
383,4,6:47.0,,M. Gortat enters the game for J. Smith,86,104
384,4,6:34.0,,M. Gortat makes 2-pt hook shot from 8 ft (assist by J. Wall),86,106
385,4,6:20.0,A. Bradley misses 3-pt jump shot from 26 ft,,86,106
386,4,6:19.0,,Defensive rebound by O. Porter,86,106
