,QUARTER,TIME_REMAINING,MIAMI_ACTION,OKLAHOMA CITY_ACTION,MIAMI_SCORE,OKLAHOMA CITY_SCORE
0,1,11:35.0,,V. Oladipo misses 3-pt jump shot from 25 ft,0,0
1,1,11:35.0,Defensive rebound by L. Babbitt,,0,0
2,1,11:10.0,L. Babbitt makes 2-pt jump shot from 7 ft,,2,0
3,1,10:52.0,,D. Sabonis makes 2-pt hook shot from 5 ft,2,2
4,1,10:37.0,Offensive foul by H. Whiteside (drawn by S. Adams),,2,2
5,1,10:37.0,Turnover by H. Whiteside (offensive foul),,2,2
6,1,10:29.0,Violation by J. Winslow (kicked ball),,2,2
7,1,10:24.0,,Turnover by R. Westbrook (bad pass; steal by L. Babbitt),2,2
8,1,10:21.0,Turnover by G. Dragić (bad pass; steal by A. Roberson),,2,2
9,1,10:11.0,,V. Oladipo makes 2-pt layup from 1 ft,2,4
10,1,9:57.0,J. Winslow misses 2-pt jump shot from 19 ft,,2,4
11,1,9:56.0,,Defensive rebound by S. Adams,2,4
12,1,9:51.0,,Shooting foul by G. Dragić (drawn by R. Westbrook),2,4
13,1,9:51.0,,R. Westbrook makes free throw 1 of 2,2,5
14,1,9:51.0,,R. Westbrook makes free throw 2 of 2,2,6
15,1,9:31.0,L. Babbitt makes 2-pt jump shot from 17 ft (assist by D. Waiters),,4,6
16,1,9:14.0,,A. Roberson makes 2-pt layup from 1 ft (assist by D. Sabonis),4,8
17,1,8:55.0,L. Babbitt misses 3-pt jump shot from 23 ft,,4,8
18,1,8:54.0,,Defensive rebound by A. Roberson,4,8
19,1,8:48.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),4,10
20,1,8:48.0,Miami full timeout,,4,10
21,1,8:32.0,D. Waiters makes 2-pt layup from 1 ft,,6,10
22,1,8:21.0,,R. Westbrook makes 2-pt jump shot from 15 ft,6,12
23,1,8:02.0,H. Whiteside misses 2-pt hook shot from 10 ft,,6,12
24,1,8:01.0,,Defensive rebound by S. Adams,6,12
25,1,7:57.0,,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),6,14
26,1,7:45.0,D. Waiters misses 2-pt layup from 1 ft (block by S. Adams),,6,14
27,1,7:45.0,,Defensive rebound by S. Adams,6,14
28,1,7:36.0,,D. Sabonis misses 3-pt jump shot from 23 ft,6,14
29,1,7:35.0,,Offensive rebound by Team,6,14
30,1,7:30.0,,Turnover by S. Adams (bad pass; steal by J. Winslow),6,14
31,1,7:10.0,G. Dragić makes 2-pt jump shot from 5 ft,,8,14
32,1,6:57.0,Violation by H. Whiteside (def goaltending),,8,14
33,1,6:57.0,,V. Oladipo makes 2-pt layup from 2 ft,8,16
34,1,6:52.0,Personal take foul by D. Sabonis (drawn by G. Dragić),,8,16
35,1,6:52.0,,E. Freedom enters the game for S. Adams,8,16
36,1,6:32.0,L. Babbitt misses 2-pt layup from 3 ft,,8,16
37,1,6:32.0,,Defensive rebound by D. Sabonis,8,16
38,1,6:16.0,,D. Sabonis makes 3-pt jump shot from 22 ft (assist by R. Westbrook),8,19
39,1,6:04.0,L. Babbitt makes 3-pt jump shot from 24 ft (assist by G. Dragić),,11,19
40,1,5:39.0,,D. Sabonis misses 2-pt jump shot from 19 ft,11,19
41,1,5:38.0,,Offensive rebound by E. Freedom,11,19
42,1,5:34.0,,E. Freedom makes 2-pt layup from 1 ft,11,21
43,1,5:24.0,G. Dragić misses 2-pt layup from 1 ft (block by E. Freedom),,11,21
44,1,5:23.0,,Defensive rebound by E. Freedom,11,21
45,1,5:21.0,,Shooting foul by J. Winslow (drawn by V. Oladipo),11,21
46,1,5:21.0,,V. Oladipo makes free throw 1 of 2,11,22
47,1,5:21.0,,J. Lauvergne enters the game for D. Sabonis,11,22
48,1,5:21.0,T. Johnson enters the game for J. Winslow,,11,22
49,1,5:21.0,J. Johnson enters the game for L. Babbitt,,11,22
50,1,5:21.0,W. Reed enters the game for H. Whiteside,,11,22
51,1,5:21.0,,V. Oladipo makes free throw 2 of 2,11,23
52,1,5:11.0,Def 3 sec tech foul by E. Freedom,,11,23
53,1,5:11.0,G. Dragić makes technical free throw,,12,23
54,1,4:57.0,W. Reed makes 2-pt dunk at rim (assist by G. Dragić),,14,23
55,1,4:37.0,,J. Lauvergne misses 2-pt layup from 2 ft,14,23
56,1,4:37.0,,Offensive rebound by R. Westbrook,14,23
57,1,4:30.0,,J. Lauvergne misses 2-pt layup from 2 ft,14,23
58,1,4:30.0,,Offensive rebound by J. Lauvergne,14,23
59,1,4:29.0,,J. Lauvergne makes 2-pt layup from 2 ft,14,25
60,1,4:15.0,G. Dragić misses 2-pt layup from 1 ft (block by J. Lauvergne),,14,25
61,1,4:15.0,Offensive rebound by J. Johnson,,14,25
62,1,4:15.0,Shooting foul by E. Freedom (drawn by J. Johnson),,14,25
63,1,4:15.0,J. Johnson makes free throw 1 of 2,,15,25
64,1,4:15.0,,Oklahoma City full timeout,15,25
65,1,4:15.0,,Á. Abrines enters the game for V. Oladipo,15,25
66,1,4:15.0,J. Johnson makes free throw 2 of 2,,16,25
67,1,4:03.0,,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),16,27
68,1,3:44.0,J. Johnson makes 2-pt layup from 1 ft,,18,27
69,1,3:31.0,,E. Freedom misses 2-pt layup from 2 ft (block by J. Johnson),18,27
70,1,3:30.0,,Offensive rebound by E. Freedom,18,27
71,1,3:27.0,,Á. Abrines makes 3-pt jump shot from 24 ft (assist by A. Roberson),18,30
72,1,3:13.0,Shooting foul by R. Westbrook (drawn by W. Reed),,18,30
73,1,3:13.0,W. Reed makes free throw 1 of 2,,19,30
74,1,3:13.0,,J. Grant enters the game for A. Roberson,19,30
75,1,3:13.0,W. Reed makes free throw 2 of 2,,20,30
76,1,2:51.0,,S. Christon enters the game for R. Westbrook,20,30
77,1,2:51.0,J. Richardson enters the game for D. Waiters,,20,30
78,1,2:51.0,J. Winslow enters the game for G. Dragić,,20,30
79,1,2:49.0,,E. Freedom makes 2-pt jump shot from 15 ft (assist by S. Christon),20,32
80,1,2:33.0,Shooting foul by Á. Abrines (drawn by W. Reed),,20,32
81,1,2:33.0,W. Reed misses free throw 1 of 2,,20,32
82,1,2:33.0,Offensive rebound by Team,,20,32
83,1,2:33.0,W. Reed makes free throw 2 of 2,,21,32
84,1,2:22.0,,Á. Abrines makes 2-pt jump shot from 18 ft,21,34
85,1,2:06.0,Turnover by J. Johnson (bad pass; steal by J. Lauvergne),,21,34
86,1,2:05.0,,Turnover by S. Christon (bad pass),21,34
87,1,1:52.0,J. Winslow makes 2-pt layup from 1 ft,,23,34
88,1,1:33.0,,E. Freedom makes 2-pt layup from 2 ft (assist by S. Christon),23,36
89,1,1:16.0,J. Winslow makes 2-pt layup from 2 ft,,25,36
90,1,1:03.0,,J. Grant misses 3-pt jump shot from 23 ft,25,36
91,1,1:03.0,,Offensive rebound by Á. Abrines,25,36
92,1,0:55.0,,S. Christon misses 2-pt jump shot from 10 ft,25,36
93,1,0:55.0,,Offensive rebound by Team,25,36
94,1,0:55.0,Loose ball foul by J. Johnson (drawn by E. Freedom),,25,36
95,1,0:40.0,,J. Lauvergne misses 3-pt jump shot from 22 ft,25,36
96,1,0:40.0,,Offensive rebound by S. Christon,25,36
97,1,0:35.0,,Á. Abrines misses 3-pt jump shot from 26 ft,25,36
98,1,0:35.0,Defensive rebound by J. Johnson,,25,36
99,1,0:30.0,J. Johnson makes 2-pt jump shot from 5 ft,,27,36
100,1,0:30.0,Shooting foul by J. Lauvergne (drawn by J. Johnson),,27,36
101,1,0:30.0,J. Johnson makes free throw 1 of 1,,28,36
102,1,0:07.0,,Shooting foul by J. Johnson (drawn by J. Grant),28,36
103,1,0:07.0,,J. Grant makes free throw 1 of 2,28,37
104,1,0:07.0,,J. Grant misses free throw 2 of 2,28,37
105,1,0:07.0,,Offensive rebound by E. Freedom,28,37
106,1,0:07.0,,E. Freedom makes 2-pt layup from 2 ft,28,39
107,1,0:02.0,J. Winslow misses 2-pt layup from 1 ft,,28,39
108,1,0:00.0,Offensive rebound by J. Richardson,,28,39
109,2,11:37.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by T. Johnson),,31,39
110,2,11:24.0,,J. Grant misses 2-pt layup from 3 ft (block by J. Johnson),31,39
111,2,11:22.0,Defensive rebound by J. Richardson,,31,39
112,2,11:17.0,J. Richardson makes 3-pt jump shot from 25 ft,,34,39
113,2,11:02.0,,Personal foul by J. Johnson (drawn by E. Freedom),34,39
114,2,11:02.0,,S. Adams enters the game for E. Freedom,34,39
115,2,11:02.0,L. Babbitt enters the game for J. Johnson,,34,39
116,2,11:02.0,,V. Oladipo enters the game for Á. Abrines,34,39
117,2,10:50.0,,Shooting foul by W. Reed (drawn by V. Oladipo),34,39
118,2,10:50.0,,V. Oladipo makes free throw 1 of 2,34,40
119,2,10:50.0,H. Whiteside enters the game for W. Reed,,34,40
120,2,10:50.0,,V. Oladipo makes free throw 2 of 2,34,41
121,2,10:30.0,T. Johnson makes 2-pt jump shot from 7 ft,,36,41
122,2,10:11.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by V. Oladipo),36,44
123,2,9:52.0,Shooting foul by S. Adams (drawn by H. Whiteside),,36,44
124,2,9:52.0,H. Whiteside makes free throw 1 of 2,,37,44
125,2,9:52.0,H. Whiteside misses free throw 2 of 2,,37,44
126,2,9:52.0,,D. Sabonis enters the game for J. Lauvergne,37,44
127,2,9:51.0,,Defensive rebound by D. Sabonis,37,44
128,2,9:31.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by S. Christon),37,47
129,2,9:15.0,H. Whiteside misses 2-pt layup at rim,,37,47
130,2,9:14.0,Offensive rebound by J. Richardson,,37,47
131,2,9:06.0,T. Johnson misses 2-pt jump shot from 14 ft,,37,47
132,2,9:04.0,,Defensive rebound by S. Christon,37,47
133,2,8:55.0,,D. Sabonis misses 2-pt jump shot from 13 ft,37,47
134,2,8:55.0,Defensive rebound by J. Winslow,,37,47
135,2,8:46.0,T. Johnson misses 2-pt jump shot from 3 ft,,37,47
136,2,8:45.0,Offensive rebound by H. Whiteside,,37,47
137,2,8:44.0,H. Whiteside misses 2-pt hook shot from 3 ft,,37,47
138,2,8:41.0,Offensive rebound by T. Johnson,,37,47
139,2,8:41.0,T. Johnson makes 2-pt layup from 1 ft,,39,47
140,2,8:28.0,,Turnover by V. Oladipo (lost ball),39,47
141,2,8:28.0,Official timeout,,39,47
142,2,8:28.0,,R. Westbrook enters the game for J. Grant,39,47
143,2,8:28.0,,A. Roberson enters the game for S. Christon,39,47
144,2,8:04.0,J. Richardson misses 2-pt jump shot from 16 ft,,39,47
145,2,8:04.0,,Defensive rebound by A. Roberson,39,47
146,2,7:45.0,,Shooting foul by J. Richardson (drawn by D. Sabonis),39,47
147,2,7:45.0,,D. Sabonis makes free throw 1 of 2,39,48
148,2,7:45.0,,D. Sabonis misses free throw 2 of 2,39,48
149,2,7:45.0,Defensive rebound by T. Johnson,,39,48
150,2,7:27.0,J. Richardson misses 3-pt jump shot from 22 ft,,39,48
151,2,7:27.0,Offensive rebound by L. Babbitt,,39,48
152,2,7:23.0,Personal foul by R. Westbrook (drawn by L. Babbitt),,39,48
153,2,7:23.0,D. Waiters enters the game for J. Winslow,,39,48
154,2,7:23.0,G. Dragić enters the game for J. Richardson,,39,48
155,2,7:13.0,Turnover by T. Johnson (bad pass),,39,48
156,2,7:03.0,,Personal foul by T. Johnson (drawn by R. Westbrook),39,48
157,2,6:56.0,,R. Westbrook makes 2-pt layup from 1 ft,39,50
158,2,6:55.0,Miami full timeout,,39,50
159,2,6:44.0,H. Whiteside misses 2-pt jump shot from 16 ft,,39,50
160,2,6:43.0,,Defensive rebound by R. Westbrook,39,50
161,2,6:30.0,,S. Adams makes 2-pt layup from 3 ft (assist by R. Westbrook),39,52
162,2,6:14.0,D. Waiters misses 2-pt layup from 2 ft,,39,52
163,2,6:14.0,,Defensive rebound by D. Sabonis,39,52
164,2,6:04.0,,R. Westbrook misses 3-pt jump shot from 24 ft,39,52
165,2,6:03.0,,Offensive rebound by Team,39,52
166,2,5:49.0,,D. Sabonis misses 2-pt jump shot from 21 ft,39,52
167,2,5:49.0,Defensive rebound by H. Whiteside,,39,52
168,2,5:42.0,D. Waiters misses 2-pt layup from 1 ft,,39,52
169,2,5:42.0,,Defensive rebound by S. Adams,39,52
170,2,5:36.0,,R. Westbrook misses 2-pt jump shot from 18 ft,39,52
171,2,5:35.0,Defensive rebound by D. Waiters,,39,52
172,2,5:21.0,G. Dragić misses 2-pt jump shot from 21 ft,,39,52
173,2,5:21.0,,Defensive rebound by A. Roberson,39,52
174,2,5:18.0,,Turnover by R. Westbrook (bad pass; steal by T. Johnson),39,52
175,2,5:12.0,G. Dragić makes 2-pt layup from 1 ft (assist by D. Waiters),,41,52
