,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
38,1,5:37.0,Defensive rebound by J. Ingles,,15,4
39,1,5:16.0,Turnover by J. Johnson (traveling),,15,4
40,1,5:16.0,,M. Carter-Williams enters the game for R. Rondo,15,4
41,1,5:07.0,,J. Butler misses 2-pt jump shot from 22 ft,15,4
42,1,5:07.0,Defensive rebound by G. Hill,,15,4
43,1,4:59.0,Turnover by G. Hill (bad pass; steal by D. Valentine),,15,4
44,1,4:53.0,,Turnover by N. Mirotić (bad pass; steal by G. Hayward),15,4
45,1,4:52.0,Turnover by G. Hayward (bad pass; steal by J. Butler),,15,4
46,1,4:51.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Butler),15,6
47,1,4:29.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by R. Gobert),,18,6
48,1,4:11.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by J. Butler),18,8
49,1,3:46.0,G. Hayward misses 2-pt jump shot from 13 ft,,18,8
50,1,3:45.0,,Defensive rebound by D. Valentine,18,8
51,1,3:33.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),18,10
52,1,3:27.0,Utah full timeout,,18,10
53,1,3:27.0,,B. Portis enters the game for N. Mirotić,18,10
54,1,3:27.0,A. Burks enters the game for J. Johnson,,18,10
55,1,3:27.0,D. Exum enters the game for J. Ingles,,18,10
56,1,3:27.0,B. Diaw enters the game for G. Hill,,18,10
57,1,3:10.0,D. Exum misses 2-pt layup from 2 ft (block by M. Carter-Williams),,18,10
58,1,3:06.0,Offensive rebound by R. Gobert,,18,10
59,1,3:06.0,R. Gobert misses 2-pt layup from 3 ft (block by R. Lopez),,18,10
60,1,3:02.0,Offensive rebound by Team,,18,10
61,1,3:02.0,A. Burks makes 2-pt jump shot from 12 ft,,20,10
62,1,2:43.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,20,10
63,1,2:42.0,Defensive rebound by R. Gobert,,20,10
64,1,2:29.0,G. Hayward misses 2-pt jump shot from 22 ft,,20,10
65,1,2:27.0,,Defensive rebound by Team,20,10
66,1,2:08.0,,D. Valentine misses 3-pt jump shot from 24 ft,20,10
67,1,2:06.0,Defensive rebound by G. Hayward,,20,10
68,1,1:52.0,Turnover by D. Exum (bad pass; steal by M. Carter-Williams),,20,10
69,1,1:49.0,,M. Carter-Williams misses 2-pt layup from 2 ft (block by B. Diaw),20,10
70,1,1:48.0,,Offensive rebound by B. Portis,20,10
71,1,1:48.0,,B. Portis makes 2-pt layup from 1 ft,20,12
72,1,1:44.0,Utah full timeout,,20,12
73,1,1:44.0,J. Ingles enters the game for G. Hayward,,20,12
74,1,1:44.0,J. Withey enters the game for R. Gobert,,20,12
75,1,1:29.0,A. Burks makes 2-pt jump shot from 13 ft,,22,12
76,1,1:17.0,,J. Butler makes 2-pt jump shot from 19 ft,22,14
77,1,1:00.0,Turnover by B. Diaw (bad pass),,22,14
78,1,0:53.0,,D. Valentine misses 3-pt jump shot from 23 ft,22,14
79,1,0:49.0,,Offensive rebound by R. Lopez,22,14
80,1,0:49.0,,R. Lopez misses 2-pt layup from 2 ft,22,14
81,1,0:49.0,Defensive rebound by B. Diaw,,22,14
82,1,0:41.0,Personal foul by M. Carter-Williams (drawn by D. Exum),,22,14
83,1,0:41.0,,C. Felício enters the game for R. Lopez,22,14
84,1,0:30.0,Turnover by A. Burks (bad pass),,22,14
85,1,0:16.0,,B. Portis makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),22,16
86,1,0:03.0,D. Exum misses 2-pt layup from 2 ft (block by M. Carter-Williams),,22,16
87,1,0:03.0,Offensive rebound by Team,,22,16
88,1,0:00.0,Shooting foul by B. Portis (drawn by J. Ingles),,22,16
89,1,0:00.0,J. Ingles makes free throw 1 of 2,,23,16
90,1,0:00.0,J. Ingles misses free throw 2 of 2,,23,16
91,1,0:00.0,Offensive rebound by B. Diaw,,23,16
92,2,11:50.0,,D. Valentine misses 2-pt jump shot from 7 ft,23,16
93,2,11:48.0,Defensive rebound by G. Hill,,23,16
94,2,11:40.0,D. Exum makes 2-pt layup from 2 ft (assist by G. Hill),,25,16
95,2,11:40.0,Shooting foul by C. Felício (drawn by D. Exum),,25,16
96,2,11:40.0,D. Exum makes free throw 1 of 1,,26,16
97,2,11:22.0,,B. Portis makes 2-pt jump shot from 19 ft (assist by D. Valentine),26,18
98,2,10:57.0,G. Hill misses 3-pt jump shot from 24 ft,,26,18
99,2,10:56.0,,Defensive rebound by D. Valentine,26,18
100,2,10:47.0,,D. Valentine misses 3-pt jump shot from 25 ft,26,18
101,2,10:46.0,Defensive rebound by D. Exum,,26,18
102,2,10:33.0,A. Burks misses 3-pt jump shot from 25 ft,,26,18
103,2,10:32.0,,Defensive rebound by B. Portis,26,18
104,2,10:23.0,,B. Portis makes 2-pt jump shot from 21 ft (assist by D. Valentine),26,20
105,2,9:55.0,D. Exum misses 3-pt jump shot from 23 ft,,26,20
106,2,9:55.0,Offensive rebound by Team,,26,20
107,2,9:55.0,Turnover by Team (shot clock),,26,20
108,2,9:46.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,26,20
109,2,9:46.0,Defensive rebound by J. Withey,,26,20
110,2,9:21.0,B. Diaw misses 3-pt jump shot from 26 ft,,26,20
111,2,9:20.0,,Defensive rebound by Team,26,20
112,2,9:05.0,,C. Felício makes 2-pt hook shot from 5 ft (assist by P. Zipser),26,22
113,2,8:45.0,A. Burks misses 2-pt jump shot from 7 ft (block by M. Carter-Williams),,26,22
114,2,8:43.0,,Defensive rebound by D. Valentine,26,22
115,2,8:41.0,,Personal foul by G. Hill (drawn by D. Valentine),26,22
116,2,8:41.0,,Chicago full timeout,26,22
117,2,8:36.0,,D. Valentine misses 2-pt layup from 2 ft,26,22
118,2,8:35.0,Defensive rebound by J. Withey,,26,22
119,2,8:15.0,B. Diaw misses 2-pt jump shot from 12 ft,,26,22
120,2,8:14.0,Offensive rebound by A. Burks,,26,22
121,2,8:14.0,A. Burks misses 2-pt layup from 2 ft (block by P. Zipser),,26,22
122,2,8:13.0,Offensive rebound by A. Burks,,26,22
123,2,8:11.0,A. Burks makes 2-pt layup from 2 ft,,28,22
124,2,8:01.0,,M. Carter-Williams makes 2-pt layup from 2 ft,28,24
125,2,7:38.0,Shooting foul by D. Valentine (drawn by D. Exum),,28,24
126,2,7:38.0,D. Exum makes free throw 1 of 2,,29,24
127,2,7:38.0,,Violation by C. Felício (lane),29,24
128,2,7:38.0,R. Gobert enters the game for J. Withey,,29,24
129,2,7:38.0,D. Exum makes free throw 2 of 2,,30,24
130,2,7:19.0,,Personal foul by R. Gobert (drawn by D. Valentine),30,24
131,2,7:19.0,J. Ingles enters the game for D. Exum,,30,24
132,2,7:19.0,,J. Butler enters the game for D. Valentine,30,24
133,2,7:19.0,G. Hayward enters the game for A. Burks,,30,24
134,2,7:14.0,,M. Carter-Williams misses 2-pt layup from 2 ft (block by G. Hill),30,24
135,2,7:11.0,,Offensive rebound by Team,30,24
136,2,7:04.0,,J. Butler makes 2-pt jump shot from 14 ft,30,26
137,2,6:35.0,Shooting foul by M. Carter-Williams (drawn by G. Hill),,30,26
138,2,6:35.0,G. Hill makes free throw 1 of 3,,31,26
139,2,6:35.0,G. Hill makes free throw 2 of 3,,32,26
140,2,6:35.0,J. Johnson enters the game for B. Diaw,,32,26
141,2,6:35.0,G. Hill makes free throw 3 of 3,,33,26
142,2,6:23.0,,J. Butler misses 2-pt layup from 2 ft (block by R. Gobert),33,26
143,2,6:22.0,,Offensive rebound by J. Butler,33,26
144,2,6:19.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Butler),33,29
145,2,6:01.0,G. Hayward misses 2-pt layup from 2 ft (block by J. Butler),,33,29
146,2,5:59.0,Offensive rebound by R. Gobert,,33,29
147,2,5:58.0,R. Gobert misses 2-pt layup from 2 ft,,33,29
148,2,5:57.0,Offensive rebound by G. Hayward,,33,29
149,2,5:52.0,G. Hill misses 3-pt jump shot from 25 ft,,33,29
150,2,5:50.0,Offensive rebound by R. Gobert,,33,29
151,2,5:50.0,R. Gobert misses 2-pt layup from 2 ft,,33,29
152,2,5:49.0,,Defensive rebound by B. Portis,33,29
153,2,5:32.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,33,29
154,2,5:31.0,Defensive rebound by R. Gobert,,33,29
155,2,5:11.0,Offensive foul by R. Gobert (drawn by M. Carter-Williams),,33,29
156,2,5:11.0,Turnover by R. Gobert (offensive foul),,33,29
157,2,5:11.0,,Chicago full timeout,33,29
158,2,5:11.0,,R. Rondo enters the game for M. Carter-Williams,33,29
159,2,5:11.0,,R. Lopez enters the game for C. Felício,33,29
160,2,4:57.0,,J. Butler makes 2-pt jump shot from 22 ft (assist by R. Lopez),33,31
161,2,4:37.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by G. Hill),,36,31
162,2,4:22.0,,Turnover by P. Zipser (bad pass; steal by G. Hayward),36,31
163,2,4:16.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by G. Hill),,39,31
164,2,4:08.0,,Chicago full timeout,39,31
165,2,3:57.0,,J. Butler misses 2-pt jump shot from 22 ft,39,31
166,2,3:56.0,,Offensive rebound by J. Butler,39,31
167,2,3:46.0,,B. Portis makes 2-pt jump shot from 9 ft (assist by R. Rondo),39,33
168,2,3:21.0,J. Johnson misses 2-pt jump shot from 12 ft,,39,33
169,2,3:20.0,Offensive rebound by J. Johnson,,39,33
170,2,3:01.0,J. Johnson makes 2-pt jump shot from 10 ft (assist by J. Ingles),,41,33
171,2,2:49.0,,R. Rondo misses 2-pt layup from 3 ft,41,33
172,2,2:48.0,Defensive rebound by G. Hill,,41,33
173,2,2:47.0,Turnover by G. Hill (bad pass; steal by J. Butler),,41,33
174,2,2:42.0,,R. Rondo makes 3-pt jump shot from 24 ft (assist by J. Butler),41,36
175,2,2:17.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,43,36
176,2,1:58.0,,Shooting foul by J. Ingles (drawn by P. Zipser),43,36
177,2,1:58.0,Utah full timeout,,43,36
178,2,1:58.0,,P. Zipser misses free throw 1 of 2,43,36
179,2,1:58.0,,Offensive rebound by Team,43,36
180,2,1:58.0,,N. Mirotić enters the game for B. Portis,43,36
181,2,1:58.0,,P. Zipser makes free throw 2 of 2,43,37
182,2,1:43.0,J. Ingles misses 3-pt jump shot from 25 ft,,43,37
183,2,1:42.0,Offensive rebound by G. Hill,,43,37
184,2,1:27.0,J. Johnson misses 2-pt jump shot from 21 ft,,43,37
185,2,1:26.0,,Defensive rebound by P. Zipser,43,37
186,2,1:13.0,,P. Zipser makes 3-pt jump shot from 25 ft (assist by R. Lopez),43,40
187,2,0:49.0,Turnover by R. Gobert (traveling),,43,40
188,2,0:33.0,,J. Butler misses 2-pt jump shot from 12 ft,43,40
189,2,0:33.0,Defensive rebound by Team,,43,40
190,2,0:33.0,,Loose ball foul by R. Lopez (drawn by R. Gobert),43,40
191,2,0:24.0,Shooting foul by R. Rondo (drawn by G. Hayward),,43,40
192,2,0:24.0,G. Hayward misses free throw 1 of 2,,43,40
193,2,0:24.0,Offensive rebound by Team,,43,40
194,2,0:24.0,B. Diaw enters the game for R. Gobert,,43,40
195,2,0:24.0,G. Hayward makes free throw 2 of 2,,44,40
196,2,0:02.0,,N. Mirotić misses 3-pt jump shot from 23 ft,44,40
197,2,0:01.0,Defensive rebound by G. Hayward,,44,40
198,3,11:44.0,,J. Butler misses 2-pt jump shot from 21 ft,44,40
199,3,11:43.0,Defensive rebound by G. Hill,,44,40
200,3,11:22.0,J. Ingles misses 2-pt jump shot from 20 ft,,44,40
201,3,11:21.0,,Defensive rebound by R. Rondo,44,40
202,3,11:14.0,,N. Mirotić misses 3-pt jump shot from 25 ft,44,40
203,3,11:13.0,Defensive rebound by R. Gobert,,44,40
204,3,10:59.0,Personal foul by P. Zipser (drawn by R. Gobert),,44,40
205,3,10:52.0,G. Hayward misses 2-pt layup from 2 ft,,44,40
206,3,10:50.0,,Defensive rebound by J. Butler,44,40
207,3,10:41.0,,J. Butler makes 2-pt layup from 3 ft,44,42
208,3,10:23.0,J. Ingles makes 2-pt layup from 2 ft,,46,42
209,3,10:11.0,,R. Lopez misses 2-pt jump shot from 8 ft (block by J. Johnson),46,42
210,3,10:10.0,Defensive rebound by G. Hill,,46,42
211,3,9:55.0,J. Johnson misses 2-pt jump shot from 20 ft,,46,42
212,3,9:54.0,,Defensive rebound by P. Zipser,46,42
213,3,9:48.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by R. Rondo),46,45
214,3,9:25.0,G. Hayward makes 2-pt jump shot from 18 ft,,48,45
215,3,9:15.0,,R. Lopez makes 2-pt hook shot from 8 ft (assist by R. Rondo),48,47
216,3,8:46.0,G. Hayward misses 3-pt jump shot from 25 ft,,48,47
217,3,8:46.0,,Defensive rebound by P. Zipser,48,47
218,3,8:40.0,,R. Rondo makes 2-pt layup from 2 ft,48,49
219,3,8:12.0,Shooting foul by N. Mirotić (drawn by J. Johnson),,48,49
220,3,8:12.0,J. Johnson makes free throw 1 of 2,,49,49
221,3,8:12.0,J. Johnson makes free throw 2 of 2,,50,49
222,3,8:05.0,,J. Butler makes 2-pt layup from 3 ft (assist by R. Rondo),50,51
223,3,7:42.0,G. Hayward misses 2-pt jump shot from 10 ft,,50,51
224,3,7:42.0,,Defensive rebound by N. Mirotić,50,51
225,3,7:27.0,,Shooting foul by J. Ingles (drawn by J. Butler),50,51
226,3,7:27.0,,J. Butler makes free throw 1 of 2,50,52
227,3,7:27.0,A. Burks enters the game for J. Ingles,,50,52
228,3,7:27.0,,J. Butler makes free throw 2 of 2,50,53
229,3,7:13.0,Turnover by G. Hayward (lost ball; steal by P. Zipser),,50,53
230,3,7:07.0,,Turnover by P. Zipser (bad pass; steal by G. Hayward),50,53
231,3,7:02.0,Utah full timeout,,50,53
232,3,6:51.0,A. Burks misses 2-pt jump shot from 7 ft (block by P. Zipser),,50,53
233,3,6:49.0,,Defensive rebound by P. Zipser,50,53
234,3,6:47.0,,N. Mirotić misses 3-pt jump shot from 25 ft,50,53
235,3,6:46.0,,Offensive rebound by R. Lopez,50,53
236,3,6:46.0,,R. Lopez makes 2-pt layup from 2 ft,50,55
237,3,6:27.0,J. Johnson misses 2-pt jump shot from 8 ft,,50,55
238,3,6:26.0,,Defensive rebound by N. Mirotić,50,55
239,3,6:21.0,,R. Rondo misses 2-pt layup from 2 ft,50,55
240,3,6:20.0,,Offensive rebound by R. Lopez,50,55
241,3,6:20.0,,R. Lopez misses 2-pt layup from 2 ft,50,55
242,3,6:20.0,Defensive rebound by J. Johnson,,50,55
243,3,6:09.0,Personal foul by R. Rondo (drawn by G. Hill),,50,55
244,3,6:09.0,D. Exum enters the game for G. Hill,,50,55
245,3,5:52.0,R. Gobert misses 2-pt jump shot from 5 ft,,50,55
246,3,5:51.0,Offensive rebound by G. Hayward,,50,55
247,3,5:51.0,G. Hayward makes 2-pt layup from 2 ft,,52,55
248,3,5:38.0,,R. Lopez misses 2-pt jump shot from 20 ft,52,55
249,3,5:37.0,Defensive rebound by R. Gobert,,52,55
250,3,5:22.0,Turnover by G. Hayward (bad pass),,52,55
251,3,5:22.0,,D. Valentine enters the game for P. Zipser,52,55
252,3,5:22.0,,B. Portis enters the game for N. Mirotić,52,55
253,3,4:59.0,,R. Lopez misses 2-pt jump shot from 5 ft (block by R. Gobert),52,55
254,3,4:57.0,Defensive rebound by D. Exum,,52,55
255,3,4:50.0,A. Burks misses 2-pt layup from 2 ft,,52,55
256,3,4:49.0,Offensive rebound by R. Gobert,,52,55
257,3,4:49.0,R. Gobert makes 2-pt dunk at rim,,54,55
258,3,4:29.0,,B. Portis misses 2-pt jump shot from 4 ft (block by R. Gobert),54,55
259,3,4:28.0,Defensive rebound by R. Gobert,,54,55
260,3,4:17.0,D. Exum makes 2-pt jump shot from 6 ft,,56,55
261,3,4:15.0,,Chicago full timeout,56,55
262,3,4:02.0,,Turnover by R. Lopez (traveling),56,55
263,3,3:50.0,G. Hayward misses 3-pt jump shot from 26 ft,,56,55
264,3,3:49.0,,Defensive rebound by D. Valentine,56,55
265,3,3:45.0,,Personal foul by G. Hayward (drawn by R. Lopez),56,55
266,3,3:29.0,,D. Valentine makes 2-pt jump shot from 17 ft,56,57
267,3,3:05.0,R. Gobert misses 2-pt layup from 3 ft (block by J. Butler),,56,57
268,3,3:05.0,Offensive rebound by R. Gobert,,56,57
269,3,3:05.0,Shooting foul by D. Valentine (drawn by R. Gobert),,56,57
270,3,3:05.0,R. Gobert makes free throw 1 of 2,,57,57
271,3,3:05.0,R. Gobert misses free throw 2 of 2,,57,57
272,3,3:05.0,,Defensive rebound by B. Portis,57,57
273,3,3:05.0,B. Diaw enters the game for J. Johnson,,57,57
274,3,2:46.0,,J. Butler misses 2-pt jump shot from 20 ft,57,57
275,3,2:45.0,Defensive rebound by A. Burks,,57,57
276,3,2:33.0,Shooting foul by R. Lopez (drawn by R. Gobert),,57,57
277,3,2:33.0,R. Gobert misses free throw 1 of 2,,57,57
278,3,2:33.0,Offensive rebound by Team,,57,57
279,3,2:33.0,,M. Carter-Williams enters the game for R. Rondo,57,57
280,3,2:33.0,R. Gobert makes free throw 2 of 2,,58,57
281,3,2:17.0,,B. Portis misses 3-pt jump shot from 25 ft,58,57
282,3,2:15.0,Defensive rebound by D. Exum,,58,57
283,3,2:13.0,Personal foul by B. Portis (drawn by R. Gobert),,58,57
284,3,2:13.0,R. Gobert makes free throw 1 of 2,,59,57
285,3,2:13.0,R. Gobert misses free throw 2 of 2,,59,57
286,3,2:12.0,,Defensive rebound by R. Lopez,59,57
287,3,1:54.0,,J. Butler makes 2-pt jump shot from 5 ft,59,59
288,3,1:38.0,Shooting foul by D. Valentine (drawn by A. Burks),,59,59
289,3,1:38.0,A. Burks misses free throw 1 of 2,,59,59
290,3,1:38.0,Offensive rebound by Team,,59,59
291,3,1:38.0,J. Ingles enters the game for G. Hayward,,59,59
292,3,1:38.0,G. Hill enters the game for R. Gobert,,59,59
293,3,1:38.0,J. Withey enters the game for D. Exum,,59,59
294,3,1:38.0,A. Burks makes free throw 2 of 2,,60,59
295,3,1:21.0,,J. Butler misses 2-pt jump shot from 20 ft,60,59
296,3,1:21.0,Defensive rebound by A. Burks,,60,59
297,3,1:14.0,A. Burks misses 2-pt jump shot from 13 ft,,60,59
298,3,1:13.0,,Defensive rebound by D. Valentine,60,59
299,3,1:06.0,,D. Valentine misses 2-pt jump shot from 15 ft,60,59
300,3,1:05.0,Defensive rebound by J. Ingles,,60,59
301,3,0:56.0,J. Ingles misses 3-pt jump shot from 27 ft,,60,59
302,3,0:55.0,Offensive rebound by B. Diaw,,60,59
303,3,0:54.0,B. Diaw makes 2-pt layup from 2 ft,,62,59
304,3,0:46.0,,Shooting foul by J. Withey (drawn by J. Butler),62,59
305,3,0:46.0,,J. Butler makes free throw 1 of 2,62,60
306,3,0:46.0,,C. Felício enters the game for R. Lopez,62,60
307,3,0:46.0,,J. Butler makes free throw 2 of 2,62,61
308,3,0:37.0,B. Diaw makes 2-pt layup from 2 ft (assist by G. Hill),,64,61
309,3,0:28.0,,Turnover by M. Carter-Williams (step out of bounds),64,61
310,3,0:06.0,A. Burks misses 3-pt jump shot from 24 ft,,64,61
311,3,0:05.0,,Defensive rebound by M. Carter-Williams,64,61
312,3,0:00.0,,D. Valentine misses 3-pt jump shot from 25 ft,64,61
313,3,0:00.0,,Offensive rebound by Team,64,61
314,4,11:45.0,,Violation by B. Portis (kicked ball),64,61
315,4,11:36.0,Turnover by A. Burks (back court),,64,61
316,4,11:31.0,,M. Carter-Williams misses 2-pt jump shot from 8 ft,64,61
317,4,11:31.0,Defensive rebound by J. Withey,,64,61
318,4,11:14.0,G. Hill makes 2-pt jump shot from 6 ft,,66,61
319,4,10:56.0,,B. Portis makes 2-pt jump shot from 10 ft,66,63
320,4,10:38.0,B. Diaw misses 2-pt layup from 3 ft,,66,63
321,4,10:37.0,,Defensive rebound by M. Carter-Williams,66,63
322,4,10:27.0,,B. Portis makes 2-pt jump shot from 9 ft,66,65
323,4,10:02.0,B. Diaw misses 2-pt jump shot from 20 ft,,66,65
324,4,10:01.0,Offensive rebound by J. Ingles,,66,65
325,4,9:53.0,A. Burks makes 3-pt jump shot from 26 ft (assist by J. Ingles),,69,65
326,4,9:37.0,,B. Portis makes 2-pt jump shot from 20 ft (assist by D. Valentine),69,67
327,4,9:15.0,Shooting foul by D. Valentine (drawn by J. Withey),,69,67
328,4,9:15.0,J. Withey makes free throw 1 of 2,,70,67
329,4,9:15.0,,J. Lauvergne enters the game for C. Felício,70,67
330,4,9:15.0,J. Johnson enters the game for B. Diaw,,70,67
331,4,9:15.0,J. Withey makes free throw 2 of 2,,71,67
332,4,8:59.0,,M. Carter-Williams makes 2-pt layup from 3 ft (assist by J. Lauvergne),71,69
333,4,8:35.0,J. Ingles makes 2-pt jump shot from 21 ft (assist by J. Johnson),,73,69
334,4,8:23.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),73,72
335,4,8:15.0,Utah full timeout,,73,72
336,4,8:15.0,R. Gobert enters the game for A. Burks,,73,72
337,4,8:15.0,G. Hayward enters the game for J. Withey,,73,72
338,4,8:08.0,G. Hill misses 3-pt jump shot from 25 ft,,73,72
339,4,8:07.0,,Defensive rebound by D. Valentine,73,72
340,4,7:50.0,,D. Valentine misses 2-pt jump shot from 7 ft,73,72
341,4,7:49.0,Defensive rebound by J. Johnson,,73,72
342,4,7:27.0,Turnover by G. Hill (lost ball; steal by J. Lauvergne),,73,72
343,4,7:21.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),73,75
344,4,6:58.0,J. Johnson misses 3-pt jump shot from 26 ft,,73,75
345,4,6:57.0,,Defensive rebound by D. Valentine,73,75
346,4,6:54.0,,B. Portis makes 2-pt dunk at rim (assist by D. Valentine),73,77
347,4,6:51.0,Utah full timeout,,73,77
348,4,6:51.0,,J. Butler enters the game for P. Zipser,73,77
349,4,6:51.0,D. Exum enters the game for G. Hill,,73,77
350,4,6:27.0,J. Johnson makes 2-pt jump shot from 11 ft,,75,77
351,4,6:04.0,,J. Butler misses 3-pt jump shot from 27 ft,75,77
352,4,6:03.0,Defensive rebound by D. Exum,,75,77
353,4,5:55.0,Shooting foul by J. Butler (drawn by D. Exum),,75,77
354,4,5:55.0,D. Exum misses free throw 1 of 2,,75,77
355,4,5:55.0,Offensive rebound by Team,,75,77
356,4,5:55.0,D. Exum misses free throw 2 of 2,,75,77
357,4,5:55.0,,Defensive rebound by D. Valentine,75,77
358,4,5:32.0,,M. Carter-Williams makes 2-pt jump shot from 16 ft (assist by J. Butler),75,79
359,4,5:17.0,G. Hayward misses 3-pt jump shot from 25 ft,,75,79
360,4,5:17.0,,Defensive rebound by J. Lauvergne,75,79
361,4,5:04.0,,J. Butler misses 2-pt jump shot from 16 ft,75,79
362,4,5:03.0,Defensive rebound by G. Hayward,,75,79
363,4,4:57.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),,77,79
364,4,4:36.0,,J. Lauvergne misses 2-pt layup from 2 ft (block by R. Gobert),77,79
365,4,4:35.0,,Offensive rebound by D. Valentine,77,79
366,4,4:32.0,,D. Valentine makes 3-pt jump shot from 23 ft,77,82
367,4,4:16.0,R. Gobert makes 2-pt layup from 3 ft (assist by J. Ingles),,79,82
368,4,3:58.0,,Shooting foul by R. Gobert (drawn by J. Butler),79,82
369,4,3:58.0,,J. Butler makes 2-pt layup from 2 ft (assist by J. Lauvergne),79,84
370,4,3:58.0,G. Hill enters the game for D. Exum,,79,84
371,4,3:58.0,,J. Butler makes free throw 1 of 1,79,85
372,4,3:34.0,G. Hill makes 2-pt jump shot from 14 ft,,81,85
373,4,3:08.0,,B. Portis misses 2-pt jump shot from 15 ft,81,85
374,4,3:07.0,Defensive rebound by G. Hayward,,81,85
375,4,2:57.0,R. Gobert makes 2-pt layup from 2 ft (assist by G. Hayward),,83,85
376,4,2:51.0,,Chicago full timeout,83,85
377,4,2:51.0,,R. Lopez enters the game for J. Lauvergne,83,85
378,4,2:36.0,,R. Lopez makes 2-pt jump shot from 8 ft (assist by J. Butler),83,87
379,4,2:20.0,G. Hill misses 2-pt jump shot from 13 ft,,83,87
380,4,2:19.0,,Defensive rebound by B. Portis,83,87
381,4,2:01.0,,M. Carter-Williams makes 2-pt jump shot from 5 ft,83,89
382,4,2:01.0,,Shooting foul by R. Gobert (drawn by M. Carter-Williams),83,89
383,4,2:01.0,,M. Carter-Williams makes free throw 1 of 1,83,90
384,4,1:40.0,J. Johnson misses 2-pt layup from 3 ft,,83,90
385,4,1:39.0,Offensive rebound by J. Johnson,,83,90
