,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MILWAUKEE_ACTION,LA LAKERS_SCORE,MILWAUKEE_SCORE
380,4,5:29.0,,M. Beasley enters the game for M. Teletović,107,98
381,4,5:24.0,Turnover by D. Russell (bad pass),,107,98
382,4,5:11.0,,Turnover by M. Brogdon (lost ball),107,98
383,4,5:11.0,,Loose ball foul by M. Brogdon (drawn by D. Russell),107,98
384,4,5:11.0,,Technical foul by J. Terry,107,98
385,4,5:11.0,N. Young makes technical free throw,,108,98
386,4,4:49.0,D. Russell misses 2-pt layup from 2 ft,,108,98
387,4,4:48.0,Offensive rebound by L. Nance,,108,98
388,4,4:48.0,L. Nance misses 2-pt layup from 1 ft,,108,98
389,4,4:48.0,Offensive rebound by J. Randle,,108,98
390,4,4:48.0,Shooting foul by T. Maker (drawn by J. Randle),,108,98
391,4,4:48.0,J. Randle makes 2-pt layup from 1 ft,,110,98
392,4,4:48.0,,G. Monroe enters the game for T. Maker,110,98
393,4,4:48.0,J. Randle makes free throw 1 of 1,,111,98
394,4,4:33.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,111,100
395,4,4:07.0,J. Randle misses 3-pt jump shot from 23 ft,,111,100
396,4,4:06.0,Offensive rebound by Team,,111,100
397,4,4:06.0,Turnover by Team (shot clock),,111,100
398,4,4:01.0,,Shooting foul by J. Randle (drawn by G. Antetokounmpo),111,100
399,4,4:01.0,,G. Antetokounmpo makes free throw 1 of 2,111,101
400,4,4:01.0,,G. Antetokounmpo makes free throw 2 of 2,111,102
401,4,3:36.0,D. Russell misses 3-pt jump shot from 24 ft,,111,102
402,4,3:36.0,,Defensive rebound by M. Beasley,111,102
403,4,3:30.0,,Personal foul by J. Randle (drawn by J. Terry),111,102
404,4,3:18.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,111,102
405,4,3:17.0,,Offensive rebound by Team,111,102
406,4,3:11.0,Personal foul by J. Terry (drawn by J. Randle),,111,102
407,4,3:11.0,,Personal foul by J. Randle,111,102
408,4,3:06.0,,Turnover by G. Monroe (bad pass),111,102
409,4,2:49.0,L. Nance misses 2-pt layup from 1 ft,,111,102
410,4,2:47.0,,Defensive rebound by M. Beasley,111,102
411,4,2:38.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by M. Brogdon),111,105
412,4,2:15.0,J. Randle makes 2-pt hook shot from 5 ft,,113,105
413,4,1:57.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),113,107
414,4,1:45.0,Personal foul by G. Antetokounmpo (drawn by L. Nance),,113,107
415,4,1:45.0,Official timeout,,113,107
416,4,1:45.0,L. Nance misses free throw 1 of 2,,113,107
417,4,1:45.0,Offensive rebound by Team,,113,107
418,4,1:45.0,L. Nance makes free throw 2 of 2,,114,107
419,4,1:29.0,,Turnover by M. Brogdon (offensive goaltending),114,107
420,4,1:09.0,J. Randle misses 2-pt jump shot from 12 ft,,114,107
421,4,1:08.0,,Defensive rebound by G. Antetokounmpo,114,107
422,4,1:00.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Beasley),114,109
423,4,0:36.0,J. Randle misses 2-pt jump shot from 10 ft (block by G. Antetokounmpo),,114,109
424,4,0:35.0,,Defensive rebound by G. Antetokounmpo,114,109
425,4,0:33.0,,Turnover by G. Antetokounmpo (bad pass),114,109
426,4,0:33.0,Official timeout,,114,109
427,4,0:33.0,,T. Maker enters the game for G. Monroe,114,109
428,4,0:33.0,L. Williams enters the game for J. Randle,,114,109
429,4,0:33.0,LA Lakers full timeout,,114,109
430,4,0:24.0,Shooting foul by M. Brogdon (drawn by L. Williams),,114,109
431,4,0:24.0,L. Williams makes free throw 1 of 2,,115,109
432,4,0:24.0,L. Williams makes free throw 2 of 2,,116,109
433,4,0:24.0,,Milwaukee full timeout,116,109
434,4,0:24.0,,G. Monroe enters the game for T. Maker,116,109
435,4,0:24.0,J. Randle enters the game for L. Williams,,116,109
436,4,0:21.0,,Shooting block foul by N. Young (drawn by G. Antetokounmpo),116,109
437,4,0:21.0,,G. Antetokounmpo misses free throw 1 of 2,116,109
438,4,0:21.0,,Offensive rebound by Team,116,109
439,4,0:21.0,L. Williams enters the game for J. Randle,,116,109
440,4,0:21.0,,T. Maker enters the game for G. Monroe,116,109
441,4,0:21.0,,T. Snell enters the game for M. Beasley,116,109
442,4,0:21.0,,G. Antetokounmpo makes free throw 2 of 2,116,110
443,4,0:18.0,Personal take foul by G. Antetokounmpo (drawn by N. Young),,116,110
444,4,0:18.0,N. Young makes free throw 1 of 2,,117,110
445,4,0:18.0,J. Randle enters the game for L. Williams,,117,110
446,4,0:18.0,,M. Beasley enters the game for T. Maker,118,110
447,4,0:18.0,,G. Monroe enters the game for T. Snell,118,110
448,4,0:18.0,N. Young makes free throw 2 of 2,,118,110
449,4,0:18.0,,Milwaukee full timeout,118,110
450,4,0:14.0,,Personal foul by L. Nance (drawn by G. Antetokounmpo),118,110
451,4,0:14.0,,G. Antetokounmpo misses free throw 1 of 2,118,110
452,4,0:14.0,,Offensive rebound by Team,118,110
453,4,0:14.0,L. Williams enters the game for J. Randle,,118,110
454,4,0:14.0,,G. Antetokounmpo makes free throw 2 of 2,118,111
455,4,0:12.0,Personal foul by G. Antetokounmpo (drawn by D. Russell),,118,111
456,4,0:12.0,D. Russell makes free throw 1 of 2,,119,111
457,4,0:12.0,J. Randle enters the game for L. Williams,,119,111
458,4,0:12.0,D. Russell makes free throw 2 of 2,,120,111
459,4,0:06.0,,M. Brogdon makes 3-pt jump shot from 27 ft,120,114
460,4,0:02.0,Personal take foul by M. Beasley (drawn by L. Nance),,120,114
461,4,0:02.0,L. Nance makes free throw 1 of 2,,121,114
462,4,0:02.0,L. Nance makes free throw 2 of 2,,122,114
463,4,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 70 ft,122,114
464,4,0:00.0,,Offensive rebound by Team,122,114
