,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
219,3,11:42.0,,K. Walker misses 3-pt jump shot from 25 ft,40,39
220,3,11:42.0,Defensive rebound by Team,,40,39
221,3,11:24.0,J. Wall misses 3-pt jump shot from 25 ft,,40,39
222,3,11:23.0,,Defensive rebound by N. Batum,40,39
223,3,11:06.0,,M. Williams misses 2-pt jump shot from 18 ft,40,39
224,3,11:05.0,Defensive rebound by J. Wall,,40,39
225,3,10:53.0,Turnover by B. Beal (bad pass; steal by C. Zeller),,40,39
226,3,10:33.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft,40,41
227,3,10:09.0,M. Gortat misses 2-pt jump shot from 15 ft,,40,41
228,3,10:08.0,,Defensive rebound by N. Batum,40,41
229,3,10:00.0,,N. Batum misses 3-pt jump shot from 25 ft,40,41
230,3,9:59.0,Defensive rebound by M. Gortat,,40,41
231,3,9:49.0,Shooting foul by M. Williams (drawn by M. Gortat),,40,41
232,3,9:49.0,M. Gortat makes free throw 1 of 2,,41,41
233,3,9:49.0,M. Gortat makes free throw 2 of 2,,42,41
234,3,9:38.0,Violation by M. Gortat (kicked ball),,42,41
235,3,9:34.0,,Turnover by N. Batum (lost ball; steal by O. Porter),42,41
236,3,9:30.0,J. Wall makes 2-pt dunk at rim (assist by J. Smith),,44,41
237,3,9:19.0,,Personal foul by J. Wall (drawn by K. Walker),44,41
238,3,9:09.0,,K. Walker misses 2-pt jump shot from 19 ft,44,41
239,3,9:06.0,,Offensive rebound by N. Batum,44,41
240,3,9:06.0,,N. Batum makes 2-pt dunk at rim,44,43
241,3,8:51.0,Shooting foul by M. Williams (drawn by B. Beal),,44,43
242,3,8:51.0,B. Beal misses free throw 1 of 2,,44,43
243,3,8:51.0,Offensive rebound by Team,,44,43
244,3,8:51.0,B. Beal makes free throw 2 of 2,,45,43
245,3,8:35.0,,Shooting foul by O. Porter (drawn by C. Zeller),45,43
246,3,8:35.0,,C. Zeller makes 2-pt jump shot from 4 ft (assist by N. Batum),45,45
247,3,8:35.0,,C. Zeller makes free throw 1 of 1,45,46
248,3,8:20.0,O. Porter misses 2-pt dunk at rim (block by M. Kidd-Gilchrist),,45,46
249,3,8:18.0,,Defensive rebound by N. Batum,45,46
250,3,8:10.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),45,48
251,3,7:56.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,48,48
252,3,7:34.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,48,48
253,3,7:33.0,Defensive rebound by B. Beal,,48,48
254,3,7:26.0,Personal block foul by C. Zeller (drawn by J. Wall),,48,48
255,3,7:18.0,Turnover by O. Porter (bad pass),,48,48
256,3,7:18.0,,M. Belinelli enters the game for N. Batum,48,48
257,3,7:18.0,,F. Kaminsky enters the game for M. Williams,48,48
258,3,6:54.0,,F. Kaminsky misses 2-pt jump shot from 7 ft (block by J. Smith),48,48
259,3,6:52.0,Defensive rebound by J. Smith,,48,48
260,3,6:47.0,B. Beal misses 3-pt jump shot from 25 ft,,48,48
261,3,6:46.0,,Defensive rebound by F. Kaminsky,48,48
262,3,6:31.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by F. Kaminsky),48,50
263,3,6:31.0,Washington full timeout,,48,50
264,3,6:21.0,Shooting foul by M. Kidd-Gilchrist (drawn by B. Beal),,48,50
265,3,6:21.0,B. Beal makes free throw 1 of 2,,49,50
266,3,6:21.0,B. Beal makes free throw 2 of 2,,50,50
267,3,6:04.0,,C. Zeller makes 2-pt layup at rim (assist by M. Belinelli),50,52
268,3,5:49.0,B. Beal makes 2-pt jump shot from 21 ft (assist by J. Wall),,52,52
269,3,5:31.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft,52,52
270,3,5:30.0,Defensive rebound by Team,,52,52
271,3,5:14.0,M. Gortat misses 2-pt jump shot from 2 ft (block by C. Zeller),,52,52
272,3,5:11.0,,Defensive rebound by C. Zeller,52,52
273,3,5:01.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),52,54
274,3,4:45.0,J. Smith makes 2-pt jump shot from 16 ft (assist by O. Porter),,54,54
275,3,4:30.0,,K. Walker makes 2-pt jump shot from 16 ft,54,56
276,3,4:13.0,M. Gortat misses 2-pt hook shot from 5 ft,,54,56
277,3,4:12.0,,Defensive rebound by C. Zeller,54,56
278,3,4:04.0,,K. Walker misses 2-pt layup from 2 ft,54,56
279,3,4:03.0,Defensive rebound by M. Gortat,,54,56
280,3,4:00.0,Shooting foul by F. Kaminsky (drawn by J. Wall),,54,56
281,3,4:00.0,,Technical foul by F. Kaminsky,54,56
282,3,4:00.0,Technical foul by J. Wall,,54,56
283,3,4:00.0,J. Wall misses free throw 1 of 2,,54,56
284,3,4:00.0,Offensive rebound by Team,,54,56
285,3,4:00.0,I. Mahinmi enters the game for O. Porter,,54,56
286,3,4:00.0,,B. Weber enters the game for K. Walker,54,56
287,3,4:00.0,B. Bogdanović enters the game for M. Gortat,,54,56
288,3,4:00.0,J. Wall makes free throw 2 of 2,,55,56
289,3,3:45.0,,C. Zeller misses 2-pt jump shot from 8 ft (block by J. Smith),55,56
290,3,3:45.0,,Offensive rebound by Team,55,56
291,3,3:42.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by B. Weber),55,59
292,3,3:21.0,J. Smith misses 2-pt jump shot from 6 ft (block by M. Kidd-Gilchrist),,55,59
293,3,3:19.0,Offensive rebound by J. Smith,,55,59
294,3,3:15.0,Turnover by Team (shot clock),,55,59
295,3,2:55.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,55,59
296,3,2:54.0,,Offensive rebound by B. Weber,55,59
297,3,2:54.0,,B. Weber makes 2-pt layup from 1 ft,55,61
298,3,2:41.0,Offensive foul by B. Bogdanović (drawn by M. Belinelli),,55,61
299,3,2:41.0,Turnover by B. Bogdanović (offensive foul),,55,61
300,3,2:41.0,,Charlotte full timeout,55,61
301,3,2:41.0,,M. Williams enters the game for C. Zeller,55,61
302,3,2:41.0,B. Jennings enters the game for B. Beal,,55,61
303,3,2:21.0,,F. Kaminsky misses 2-pt layup from 2 ft,55,61
304,3,2:20.0,,Offensive rebound by M. Kidd-Gilchrist,55,61
305,3,2:20.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,55,63
306,3,2:03.0,J. Wall makes 2-pt layup from 1 ft (assist by B. Bogdanović),,57,63
307,3,1:50.0,,Personal foul by I. Mahinmi (drawn by M. Belinelli),57,63
308,3,1:50.0,,J. Lamb enters the game for M. Kidd-Gilchrist,57,63
309,3,1:36.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,57,63
310,3,1:35.0,Defensive rebound by I. Mahinmi,,57,63
311,3,1:28.0,J. Smith misses 2-pt jump shot from 20 ft,,57,63
312,3,1:27.0,,Defensive rebound by J. Lamb,57,63
313,3,1:20.0,,Shooting foul by I. Mahinmi (drawn by F. Kaminsky),57,63
314,3,1:20.0,,F. Kaminsky misses free throw 1 of 2,57,63
315,3,1:20.0,,Offensive rebound by Team,57,63
316,3,1:20.0,K. Oubre enters the game for J. Wall,,57,63
317,3,1:20.0,,F. Kaminsky makes free throw 2 of 2,57,64
318,3,1:06.0,B. Bogdanović makes 2-pt dunk at rim (assist by B. Jennings),,59,64
319,3,0:48.0,,J. Lamb misses 2-pt jump shot from 12 ft,59,64
320,3,0:48.0,,Offensive rebound by Team,59,64
321,3,0:44.0,,M. Belinelli misses 2-pt jump shot from 18 ft,59,64
322,3,0:41.0,,Offensive rebound by Team,59,64
323,3,0:30.0,,M. Belinelli misses 2-pt layup from 1 ft,59,64
324,3,0:29.0,Defensive rebound by J. Smith,,59,64
325,3,0:24.0,Shooting foul by F. Kaminsky (drawn by B. Bogdanović),,59,64
326,3,0:24.0,B. Bogdanović makes free throw 1 of 2,,60,64
327,3,0:24.0,B. Bogdanović makes free throw 2 of 2,,61,64
328,3,0:10.0,,B. Weber misses 2-pt layup from 2 ft,61,64
329,3,0:10.0,,Offensive rebound by F. Kaminsky,61,64
330,3,0:10.0,,Shooting foul by B. Jennings (drawn by F. Kaminsky),61,64
331,3,0:10.0,,F. Kaminsky misses free throw 1 of 2,61,64
332,3,0:10.0,,Offensive rebound by Team,61,64
333,3,0:10.0,,F. Kaminsky misses free throw 2 of 2,61,64
334,3,0:10.0,Defensive rebound by I. Mahinmi,,61,64
335,3,0:01.0,J. Smith misses 3-pt jump shot from 26 ft,,61,64
336,3,0:00.0,Offensive rebound by Team,,61,64
337,4,11:47.0,,Personal foul by O. Porter (drawn by M. Belinelli),61,64
338,4,11:32.0,,J. Lamb misses 2-pt jump shot from 11 ft,61,64
339,4,11:30.0,Defensive rebound by B. Jennings,,61,64
340,4,11:22.0,I. Mahinmi misses 2-pt layup from 2 ft (block by F. Kaminsky),,61,64
341,4,11:22.0,Offensive rebound by Team,,61,64
342,4,11:17.0,I. Mahinmi misses 2-pt hook shot from 8 ft,,61,64
343,4,11:16.0,,Defensive rebound by J. Lamb,61,64
344,4,11:03.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),61,67
345,4,10:41.0,O. Porter misses 3-pt jump shot from 25 ft,,61,67
346,4,10:39.0,Offensive rebound by I. Mahinmi,,61,67
347,4,10:36.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),,64,67
348,4,10:20.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by B. Weber),64,69
349,4,10:00.0,B. Jennings misses 3-pt jump shot from 25 ft,,64,69
350,4,9:59.0,,Defensive rebound by M. Williams,64,69
351,4,9:47.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by M. Williams),64,71
352,4,9:47.0,Washington full timeout,,64,71
353,4,9:28.0,,Violation by F. Kaminsky (kicked ball),64,71
354,4,9:22.0,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by B. Jennings),,66,71
355,4,8:56.0,,J. Lamb makes 2-pt jump shot from 19 ft,66,73
356,4,8:48.0,,K. Walker enters the game for B. Weber,66,73
357,4,8:42.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Jennings),,69,73
358,4,8:17.0,,F. Kaminsky makes 2-pt jump shot from 4 ft (assist by J. Lamb),69,75
359,4,8:05.0,Turnover by B. Bogdanović (lost ball),,69,75
360,4,8:05.0,B. Beal enters the game for B. Jennings,,69,75
361,4,8:05.0,J. Wall enters the game for K. Oubre,,69,75
362,4,8:00.0,,N. Batum enters the game for M. Belinelli,69,75
363,4,7:46.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by J. Lamb),69,78
364,4,7:21.0,J. Wall misses 2-pt layup from 2 ft,,69,78
365,4,7:19.0,Offensive rebound by I. Mahinmi,,69,78
366,4,7:19.0,I. Mahinmi makes 2-pt dunk at rim,,71,78
367,4,7:02.0,,K. Walker misses 3-pt jump shot from 25 ft,71,78
368,4,7:01.0,Defensive rebound by B. Bogdanović,,71,78
369,4,6:55.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,74,78
370,4,6:55.0,,Charlotte full timeout,74,78
371,4,6:55.0,,M. Kidd-Gilchrist enters the game for M. Williams,74,78
372,4,6:55.0,,C. Zeller enters the game for J. Lamb,74,78
373,4,6:30.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,74,78
374,4,6:30.0,Defensive rebound by Team,,74,78
375,4,6:18.0,Turnover by J. Wall (bad pass; steal by M. Kidd-Gilchrist),,74,78
376,4,6:09.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by B. Beal),74,78
377,4,6:07.0,Defensive rebound by B. Bogdanović,,74,78
378,4,6:02.0,O. Porter misses 3-pt jump shot from 24 ft,,74,78
379,4,6:00.0,,Defensive rebound by M. Kidd-Gilchrist,74,78
380,4,5:50.0,,Shooting foul by O. Porter (drawn by F. Kaminsky),74,78
381,4,5:50.0,,F. Kaminsky makes free throw 1 of 2,74,79
