,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
401,4,5:38.0,,R. Hood enters the game for J. Johnson,81,92
402,4,5:25.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hill),81,95
403,4,5:03.0,L. James makes 2-pt jump shot from 14 ft,,83,95
404,4,4:43.0,,Shooting block foul by K. Love (drawn by G. Hayward),83,95
405,4,4:43.0,,G. Hayward makes free throw 1 of 2,83,96
406,4,4:43.0,,G. Hayward misses free throw 2 of 2,83,96
407,4,4:43.0,Defensive rebound by K. Love,,83,96
408,4,4:32.0,L. James misses 3-pt jump shot from 25 ft,,83,96
409,4,4:31.0,Offensive rebound by L. James,,83,96
410,4,4:28.0,L. James misses 2-pt layup from 3 ft,,83,96
411,4,4:28.0,Offensive rebound by Team,,83,96
412,4,4:28.0,,Loose ball foul by G. Hill (drawn by T. Thompson),83,96
413,4,4:28.0,T. Thompson makes free throw 1 of 2,,84,96
414,4,4:28.0,T. Thompson makes free throw 2 of 2,,85,96
415,4,4:05.0,,G. Hill misses 2-pt jump shot from 6 ft,85,96
416,4,4:05.0,Defensive rebound by T. Thompson,,85,96
417,4,3:54.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,88,96
418,4,3:31.0,,G. Hill misses 3-pt jump shot from 24 ft,88,96
419,4,3:31.0,Defensive rebound by L. James,,88,96
420,4,3:15.0,K. Irving misses 3-pt jump shot from 25 ft,,88,96
421,4,3:14.0,,Defensive rebound by R. Gobert,88,96
422,4,3:04.0,,Personal foul by I. Shumpert (drawn by G. Hill),88,96
423,4,2:49.0,,Turnover by Team (shot clock),88,96
424,4,2:49.0,Cleveland full timeout,,88,96
425,4,2:49.0,C. Frye enters the game for T. Thompson,,88,96
426,4,2:37.0,I. Shumpert makes 2-pt dunk at rim,,90,96
427,4,2:06.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),90,99
428,4,1:51.0,K. Love misses 2-pt jump shot from 5 ft,,90,99
429,4,1:50.0,,Defensive rebound by R. Gobert,90,99
430,4,1:33.0,,J. Ingles misses 3-pt jump shot from 24 ft,90,99
431,4,1:33.0,Defensive rebound by I. Shumpert,,90,99
432,4,1:27.0,Personal foul by J. Ingles (drawn by L. James),,90,99
433,4,1:27.0,L. James makes free throw 1 of 2,,91,99
434,4,1:27.0,T. Thompson enters the game for C. Frye,,91,99
435,4,1:27.0,L. James makes free throw 2 of 2,,92,99
436,4,1:03.0,,R. Hood misses 2-pt jump shot from 13 ft,92,99
437,4,1:02.0,,Offensive rebound by R. Gobert,92,99
438,4,0:43.0,,Personal foul by K. Irving (drawn by G. Hill),92,99
439,4,0:43.0,,G. Hill misses free throw 1 of 2,92,99
440,4,0:43.0,,Offensive rebound by Team,92,99
441,4,0:43.0,,G. Hill misses free throw 2 of 2,92,99
442,4,0:43.0,Defensive rebound by K. Love,,92,99
443,4,0:43.0,Cleveland full timeout,,92,99
444,4,0:39.0,K. Irving misses 3-pt jump shot from 25 ft,,92,99
445,4,0:37.0,,Defensive rebound by G. Hill,92,99
446,4,0:27.0,,Personal foul by K. Irving (drawn by G. Hill),92,99
447,4,0:27.0,,G. Hill makes free throw 1 of 2,92,100
448,4,0:27.0,,G. Hill misses free throw 2 of 2,92,100
449,4,0:27.0,D. Liggins enters the game for K. Irving,,92,100
450,4,0:27.0,J. McRae enters the game for T. Thompson,,92,100
451,4,0:27.0,J. Jones enters the game for L. James,,92,100
452,4,0:27.0,K. Felder enters the game for K. Love,,92,100
453,4,0:25.0,,Offensive rebound by R. Gobert,92,100
454,4,0:25.0,,R. Gobert misses 2-pt layup from 2 ft,92,100
455,4,0:24.0,Defensive rebound by D. Liggins,,92,100
456,4,0:19.0,D. Liggins misses 2-pt layup from 2 ft,,92,100
457,4,0:18.0,,Defensive rebound by G. Hayward,92,100
