,QUARTER,TIME_REMAINING,DETROIT_ACTION,MINNESOTA_ACTION,DETROIT_SCORE,MINNESOTA_SCORE
383,4,4:02.0,S. Johnson enters the game for M. Morris,,110,80
384,4,4:02.0,H. Ellenson enters the game for A. Drummond,,110,80
385,4,4:02.0,B. Udrih enters the game for J. Leuer,,110,80
386,4,4:02.0,B. Marjanović enters the game for I. Smith,,110,80
387,4,4:02.0,J. Leuer makes flagrant free throw 2 of 2,,110,80
388,4,3:53.0,H. Ellenson makes 3-pt jump shot from 25 ft (assist by B. Udrih),,113,80
389,4,3:35.0,,C. Aldrich misses 2-pt jump shot from 7 ft,113,80
390,4,3:34.0,Defensive rebound by S. Johnson,,113,80
391,4,3:19.0,Shooting block foul by K. Dunn (drawn by B. Udrih),,113,80
392,4,3:19.0,B. Udrih makes free throw 1 of 2,,114,80
393,4,3:19.0,B. Udrih makes free throw 2 of 2,,115,80
394,4,3:07.0,,K. Dunn makes 2-pt jump shot from 20 ft,115,82
395,4,2:52.0,Turnover by D. Hilliard (bad pass; steal by C. Aldrich),,115,82
396,4,2:39.0,,Turnover by C. Aldrich (step out of bounds),115,82
397,4,2:39.0,,Minnesota full timeout,115,82
398,4,2:19.0,Turnover by H. Ellenson (traveling),,115,82
399,4,1:58.0,,C. Aldrich makes 2-pt layup from 1 ft (assist by T. Jones),115,84
400,4,1:58.0,,Shooting foul by B. Marjanović (drawn by C. Aldrich),115,84
401,4,1:58.0,,C. Aldrich makes free throw 1 of 1,115,85
402,4,1:38.0,H. Ellenson misses 3-pt jump shot from 22 ft,,115,85
403,4,1:37.0,Offensive rebound by S. Johnson,,115,85
404,4,1:29.0,S. Johnson makes 2-pt jump shot from 18 ft,,117,85
405,4,1:15.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by B. Rush),117,88
406,4,0:55.0,H. Ellenson misses 3-pt jump shot from 24 ft,,117,88
407,4,0:54.0,,Defensive rebound by K. Dunn,117,88
408,4,0:38.0,,T. Jones makes 2-pt jump shot from 15 ft,117,90
409,4,0:28.0,Turnover by H. Ellenson (bad pass; steal by K. Dunn),,117,90
410,4,0:16.0,,T. Jones misses 2-pt jump shot from 20 ft,117,90
411,4,0:15.0,Defensive rebound by S. Johnson,,117,90
