,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
39,1,6:41.0,,Defensive rebound by T. Gibson,12,13
40,1,6:34.0,,J. Butler makes 2-pt jump shot from 18 ft,12,15
41,1,6:13.0,W. Ellington misses 2-pt jump shot from 20 ft (block by D. Wade),,12,15
42,1,6:12.0,Offensive rebound by W. Ellington,,12,15
43,1,6:03.0,J. McRoberts makes 3-pt jump shot from 25 ft (assist by W. Ellington),,15,15
44,1,5:47.0,,R. Lopez misses 2-pt jump shot from 18 ft,15,15
45,1,5:45.0,Defensive rebound by J. McRoberts,,15,15
46,1,5:34.0,Shooting foul by T. Gibson (drawn by H. Whiteside),,15,15
47,1,5:34.0,,Chicago full timeout,15,15
48,1,5:34.0,H. Whiteside makes free throw 1 of 2,,16,15
49,1,5:34.0,,D. McDermott enters the game for D. Wade,15,15
50,1,5:34.0,,N. Mirotić enters the game for T. Gibson,15,15
51,1,5:34.0,T. Johnson enters the game for W. Ellington,,15,15
52,1,5:34.0,H. Whiteside misses free throw 2 of 2,,16,15
53,1,5:33.0,,Defensive rebound by R. Lopez,16,15
54,1,5:18.0,,J. Butler misses 2-pt jump shot from 13 ft,16,15
55,1,5:17.0,Defensive rebound by H. Whiteside,,16,15
56,1,5:04.0,G. Dragić misses 2-pt layup from 2 ft (block by N. Mirotić),,16,15
57,1,5:02.0,,Defensive rebound by R. Rondo,16,15
58,1,4:56.0,,J. Butler makes 2-pt layup from 2 ft (assist by R. Rondo),16,17
59,1,4:37.0,H. Whiteside makes 2-pt jump shot from 15 ft,,18,17
60,1,4:28.0,,R. Rondo misses 2-pt layup from 2 ft,18,17
61,1,4:27.0,Defensive rebound by G. Dragić,,18,17
62,1,4:20.0,R. McGruder misses 2-pt hook shot from 6 ft,,18,17
63,1,4:17.0,,Defensive rebound by R. Lopez,18,17
64,1,4:09.0,,D. McDermott misses 3-pt jump shot from 24 ft,18,17
65,1,4:08.0,Defensive rebound by H. Whiteside,,18,17
66,1,4:00.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by G. Dragić),,21,17
67,1,3:45.0,,D. McDermott misses 2-pt layup from 2 ft,21,17
68,1,3:44.0,,Offensive rebound by Team,21,17
69,1,3:44.0,J. Richardson enters the game for G. Dragić,,21,17
70,1,3:32.0,,D. McDermott makes 2-pt layup from 1 ft (assist by J. Butler),21,19
71,1,3:15.0,J. Richardson makes 2-pt jump shot from 13 ft,,23,19
72,1,2:59.0,,Personal foul by R. McGruder (drawn by J. Butler),23,19
73,1,2:59.0,Miami full timeout,,23,19
74,1,2:59.0,,J. Butler makes free throw 1 of 2,23,20
75,1,2:59.0,D. Williams enters the game for J. McRoberts,,23,19
76,1,2:59.0,,J. Butler makes free throw 2 of 2,23,21
77,1,2:43.0,J. Richardson misses 3-pt jump shot from 25 ft,,23,21
78,1,2:42.0,,Defensive rebound by N. Mirotić,23,21
79,1,2:25.0,,J. Butler misses 2-pt jump shot from 16 ft (block by R. McGruder),23,21
80,1,2:23.0,Defensive rebound by T. Johnson,,23,21
81,1,2:05.0,D. Williams misses 2-pt layup from 2 ft (block by R. Lopez),,23,21
82,1,2:03.0,,Defensive rebound by J. Butler,23,21
83,1,2:00.0,,Turnover by J. Butler (bad pass; steal by J. Richardson),23,21
84,1,1:56.0,H. Whiteside misses 2-pt hook shot from 8 ft,,23,21
85,1,1:54.0,,Defensive rebound by R. Lopez,23,21
86,1,1:46.0,,J. Butler makes 2-pt jump shot from 7 ft,23,23
87,1,1:46.0,,Shooting foul by T. Johnson (drawn by J. Butler),23,23
88,1,1:46.0,,D. Valentine enters the game for R. Rondo,23,23
89,1,1:46.0,,J. Butler makes free throw 1 of 1,23,24
90,1,1:31.0,Def 3 sec tech foul by N. Mirotić,,23,24
91,1,1:31.0,T. Johnson makes technical free throw,,24,24
92,1,1:31.0,,D. Wade enters the game for R. Lopez,24,24
93,1,1:31.0,,C. Felício enters the game for J. Butler,24,24
94,1,1:31.0,W. Reed enters the game for H. Whiteside,,24,24
95,1,1:25.0,Turnover by D. Williams (lost ball),,24,24
96,1,1:14.0,,Personal foul by J. Richardson (drawn by D. Valentine),24,24
97,1,1:14.0,,D. Valentine makes free throw 1 of 2,24,25
98,1,1:14.0,,D. Valentine makes free throw 2 of 2,24,26
99,1,1:01.0,T. Johnson misses 3-pt jump shot from 25 ft,,24,26
100,1,1:00.0,,Defensive rebound by C. Felício,24,26
101,1,0:50.0,,D. McDermott misses 2-pt layup from 3 ft (block by W. Reed),24,26
102,1,0:49.0,Defensive rebound by Team,,24,26
103,1,0:49.0,W. Ellington enters the game for R. McGruder,,24,26
104,1,0:39.0,Shooting foul by D. McDermott (drawn by J. Richardson),,24,26
105,1,0:39.0,J. Richardson makes free throw 1 of 2,,25,26
106,1,0:39.0,J. Richardson misses free throw 2 of 2,,25,26
107,1,0:37.0,,Defensive rebound by N. Mirotić,25,26
108,1,0:30.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by D. Wade),25,29
109,1,0:13.0,J. Richardson misses 2-pt layup from 3 ft,,25,29
110,1,0:13.0,Offensive rebound by W. Reed,,25,29
111,1,0:13.0,W. Reed makes 2-pt layup from 2 ft,,27,29
112,2,11:42.0,D. Williams misses 3-pt jump shot from 25 ft,,27,29
113,2,11:41.0,,Defensive rebound by D. Valentine,27,29
114,2,11:35.0,,D. Wade misses 3-pt jump shot from 24 ft,27,29
115,2,11:34.0,Defensive rebound by D. Williams,,27,29
116,2,11:26.0,Shooting foul by C. Felício (drawn by D. Williams),,27,29
117,2,11:26.0,D. Williams misses free throw 1 of 2,,27,29
118,2,11:26.0,Offensive rebound by Team,,27,29
119,2,11:26.0,D. Williams makes free throw 2 of 2,,28,29
120,2,11:16.0,,D. Wade misses 2-pt layup from 2 ft,28,29
121,2,11:15.0,Defensive rebound by W. Reed,,28,29
122,2,11:08.0,Shooting foul by N. Mirotić (drawn by T. Johnson),,28,29
123,2,11:08.0,T. Johnson makes free throw 1 of 2,,29,29
124,2,11:08.0,T. Johnson makes free throw 2 of 2,,30,29
125,2,10:56.0,,Personal foul by W. Reed (drawn by N. Mirotić),30,29
126,2,10:51.0,,Personal foul by J. Richardson (drawn by D. Wade),30,29
127,2,10:44.0,,D. Wade misses 2-pt layup from 2 ft,30,29
128,2,10:43.0,,Offensive rebound by C. Felício,30,29
129,2,10:43.0,,C. Felício misses 2-pt layup from 2 ft,30,29
130,2,10:42.0,Defensive rebound by W. Reed,,30,29
131,2,10:37.0,J. Richardson misses 3-pt jump shot from 24 ft,,30,29
132,2,10:35.0,,Defensive rebound by N. Mirotić,30,29
133,2,10:29.0,,D. Valentine misses 2-pt jump shot from 21 ft,30,29
134,2,10:28.0,Defensive rebound by T. Johnson,,30,29
135,2,10:22.0,Shooting foul by N. Mirotić (drawn by D. Williams),,30,29
136,2,10:22.0,D. Williams makes free throw 1 of 2,,31,29
137,2,10:22.0,D. Williams misses free throw 2 of 2,,31,29
138,2,10:20.0,,Defensive rebound by N. Mirotić,31,29
139,2,10:13.0,,Shooting foul by T. Johnson (drawn by D. Wade),31,29
140,2,10:13.0,,D. Wade makes free throw 1 of 2,31,30
141,2,10:13.0,,D. Wade makes free throw 2 of 2,31,31
142,2,9:59.0,Turnover by T. Johnson (bad pass; steal by C. Felício),,31,31
143,2,9:48.0,,D. Wade misses 2-pt layup from 2 ft,31,31
144,2,9:47.0,Defensive rebound by W. Ellington,,31,31
145,2,9:40.0,J. Richardson makes 2-pt jump shot from 11 ft (assist by T. Johnson),,33,31
146,2,9:23.0,,D. Wade misses 2-pt layup from 3 ft,33,31
147,2,9:21.0,,Offensive rebound by C. Felício,33,31
148,2,9:21.0,,C. Felício makes 2-pt layup from 1 ft,33,33
149,2,8:59.0,T. Johnson misses 2-pt jump shot from 19 ft,,33,33
150,2,8:58.0,,Defensive rebound by C. Felício,33,33
151,2,8:48.0,,D. McDermott makes 2-pt jump shot from 12 ft (assist by D. Wade),33,35
152,2,8:40.0,Miami full timeout,,33,35
153,2,8:40.0,,J. Butler enters the game for D. Valentine,33,35
154,2,8:40.0,G. Dragić enters the game for T. Johnson,,33,35
155,2,8:23.0,J. Richardson misses 3-pt jump shot from 23 ft (block by D. Wade),,33,35
156,2,8:19.0,Offensive rebound by D. Williams,,33,35
157,2,8:19.0,D. Williams makes 2-pt jump shot from 9 ft,,35,35
158,2,7:57.0,,Shooting foul by J. Richardson (drawn by J. Butler),35,35
159,2,7:57.0,,J. Butler makes free throw 1 of 2,35,36
160,2,7:57.0,,T. Gibson enters the game for N. Mirotić,35,36
161,2,7:57.0,R. McGruder enters the game for J. Richardson,,35,36
162,2,7:57.0,,J. Butler makes free throw 2 of 2,35,37
163,2,7:43.0,W. Ellington misses 3-pt jump shot from 25 ft,,35,37
164,2,7:42.0,Offensive rebound by Team,,35,37
165,2,7:42.0,,R. Rondo enters the game for D. Wade,35,37
166,2,7:37.0,G. Dragić makes 2-pt layup from 3 ft (assist by D. Williams),,37,37
167,2,7:17.0,,T. Gibson misses 2-pt layup from 2 ft,37,37
168,2,7:16.0,,Offensive rebound by C. Felício,37,37
169,2,7:16.0,,Shooting foul by G. Dragić (drawn by C. Felício),37,37
170,2,7:16.0,,C. Felício makes free throw 1 of 2,37,38
171,2,7:16.0,H. Whiteside enters the game for W. Reed,,37,38
172,2,7:16.0,,C. Felício makes free throw 2 of 2,37,39
173,2,7:02.0,Turnover by H. Whiteside (bad pass; steal by D. McDermott),,37,39
174,2,6:44.0,,Turnover by R. Rondo (bad pass; steal by H. Whiteside),37,39
175,2,6:29.0,Turnover by G. Dragić (bad pass; steal by J. Butler),,37,39
176,2,6:21.0,,D. McDermott misses 3-pt jump shot from 25 ft,37,39
177,2,6:20.0,,Offensive rebound by R. Rondo,37,39
178,2,6:17.0,,J. Butler misses 2-pt layup from 2 ft,37,39
179,2,6:16.0,,Offensive rebound by T. Gibson,37,39
180,2,6:16.0,,T. Gibson makes 2-pt layup from 3 ft,37,41
181,2,5:58.0,W. Ellington makes 2-pt jump shot from 20 ft,,39,41
182,2,5:50.0,,D. McDermott misses 2-pt jump shot from 11 ft (block by H. Whiteside),39,41
183,2,5:48.0,Defensive rebound by G. Dragić,,39,41
184,2,5:40.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,41,41
185,2,5:19.0,,T. Gibson misses 2-pt jump shot from 9 ft,41,41
186,2,5:18.0,,Offensive rebound by C. Felício,41,41
187,2,5:18.0,,C. Felício makes 2-pt layup from 2 ft,41,43
188,2,4:53.0,H. Whiteside misses 2-pt layup from 3 ft,,41,43
189,2,4:53.0,Offensive rebound by D. Williams,,41,43
190,2,4:53.0,D. Williams misses 2-pt layup from 2 ft,,41,43
191,2,4:51.0,,Defensive rebound by R. Rondo,41,43
192,2,4:46.0,,R. Rondo makes 2-pt layup from 2 ft (assist by J. Butler),41,45
193,2,4:19.0,G. Dragić misses 2-pt layup from 2 ft,,41,45
194,2,4:18.0,Offensive rebound by H. Whiteside,,41,45
195,2,4:18.0,Shooting foul by J. Butler (drawn by H. Whiteside),,41,45
196,2,4:18.0,Miami full timeout,,41,45
197,2,4:18.0,H. Whiteside misses free throw 1 of 2,,41,45
198,2,4:18.0,Offensive rebound by Team,,41,45
199,2,4:18.0,,R. Lopez enters the game for C. Felício,41,45
200,2,4:18.0,T. Johnson enters the game for W. Ellington,,41,45
201,2,4:18.0,H. Whiteside makes free throw 2 of 2,,42,45
202,2,4:02.0,,J. Butler misses 2-pt jump shot from 6 ft,42,45
203,2,4:01.0,Defensive rebound by D. Williams,,42,45
204,2,3:44.0,H. Whiteside misses 2-pt hook shot from 9 ft,,42,45
205,2,3:42.0,,Defensive rebound by J. Butler,42,45
206,2,3:29.0,,T. Gibson makes 2-pt layup from 2 ft (assist by R. Rondo),42,47
207,2,3:08.0,H. Whiteside makes 2-pt jump shot from 8 ft (assist by G. Dragić),,44,47
208,2,2:58.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Butler),44,49
209,2,2:32.0,G. Dragić makes 2-pt layup from 2 ft,,46,49
210,2,2:32.0,Shooting foul by R. Rondo (drawn by G. Dragić),,46,49
211,2,2:32.0,,Chicago full timeout,46,49
212,2,2:32.0,,D. Wade enters the game for D. McDermott,46,49
213,2,2:32.0,G. Dragić makes free throw 1 of 1,,47,49
214,2,2:16.0,,J. Butler misses 2-pt jump shot from 9 ft,47,49
215,2,2:15.0,Defensive rebound by H. Whiteside,,47,49
216,2,2:11.0,G. Dragić makes 2-pt layup from 2 ft (assist by H. Whiteside),,49,49
217,2,2:07.0,,Turnover by R. Rondo (bad pass; steal by R. McGruder),49,49
218,2,1:51.0,G. Dragić makes 2-pt jump shot from 14 ft,,51,49
219,2,1:37.0,,R. Lopez misses 2-pt hook shot from 5 ft,51,49
220,2,1:35.0,Defensive rebound by R. McGruder,,51,49
221,2,1:33.0,T. Johnson makes 2-pt dunk at rim (assist by G. Dragić),,53,49
222,2,1:33.0,,Chicago full timeout,53,49
223,2,1:33.0,,N. Mirotić enters the game for T. Gibson,53,49
224,2,1:15.0,,D. Wade makes 2-pt jump shot from 11 ft,53,51
225,2,1:00.0,G. Dragić makes 2-pt jump shot from 12 ft,,55,51
226,2,0:48.0,,D. Wade makes 2-pt jump shot from 5 ft,55,53
227,2,0:34.0,H. Whiteside misses 2-pt jump shot from 7 ft,,55,53
228,2,0:33.0,,Defensive rebound by N. Mirotić,55,53
229,2,0:14.0,,N. Mirotić makes 2-pt jump shot from 8 ft (assist by J. Butler),55,55
230,2,0:01.0,G. Dragić misses 2-pt layup from 2 ft (block by R. Lopez),,55,55
231,2,0:00.0,,Defensive rebound by D. Wade,55,55
232,3,11:39.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. McRoberts),,58,55
233,3,11:18.0,,D. Wade makes 2-pt jump shot from 12 ft,58,57
234,3,10:51.0,G. Dragić misses 3-pt jump shot from 25 ft,,58,57
235,3,10:51.0,,Defensive rebound by R. Lopez,58,57
236,3,10:51.0,,Personal foul by H. Whiteside (drawn by R. Lopez),58,57
237,3,10:38.0,,D. Wade misses 2-pt jump shot from 9 ft,58,57
238,3,10:38.0,,Offensive rebound by R. Lopez,58,57
239,3,10:38.0,,Personal foul by H. Whiteside (drawn by R. Lopez),58,57
240,3,10:18.0,,J. Butler makes 2-pt jump shot from 12 ft,58,59
241,3,10:02.0,Turnover by G. Dragić (lost ball; steal by R. Rondo),,58,59
242,3,9:56.0,,D. Wade makes 2-pt hook shot from 6 ft (assist by R. Rondo),58,61
243,3,9:37.0,H. Whiteside misses 2-pt hook shot at rim,,58,61
244,3,9:36.0,,Defensive rebound by J. Butler,58,61
245,3,9:26.0,,J. Butler makes 2-pt jump shot from 15 ft,58,63
246,3,9:09.0,G. Dragić makes 2-pt jump shot from 11 ft,,60,63
247,3,9:03.0,,D. Wade makes 2-pt dunk at rim (assist by J. Butler),60,65
248,3,9:03.0,,Shooting foul by H. Whiteside (drawn by D. Wade),60,65
249,3,9:03.0,,D. Wade makes free throw 1 of 1,60,66
250,3,8:52.0,W. Ellington misses 3-pt jump shot from 27 ft,,60,66
251,3,8:51.0,,Defensive rebound by R. Rondo,60,66
252,3,8:47.0,,Personal foul by W. Ellington (drawn by T. Gibson),60,66
253,3,8:40.0,,D. Wade makes 2-pt layup from 2 ft,60,68
254,3,8:40.0,Miami full timeout,,60,68
255,3,8:40.0,T. Johnson enters the game for W. Ellington,,60,68
256,3,8:18.0,H. Whiteside misses 2-pt jump shot from 11 ft,,60,68
257,3,8:17.0,,Defensive rebound by T. Gibson,60,68
258,3,8:10.0,,T. Gibson makes 2-pt jump shot from 5 ft (assist by R. Rondo),60,70
259,3,7:47.0,H. Whiteside misses 2-pt layup from 2 ft,,60,70
260,3,7:46.0,,Defensive rebound by T. Gibson,60,70
261,3,7:37.0,,Shooting foul by J. McRoberts (drawn by T. Gibson),60,70
262,3,7:37.0,,T. Gibson misses free throw 1 of 2,60,70
263,3,7:37.0,,Offensive rebound by Team,60,70
264,3,7:37.0,,T. Gibson makes free throw 2 of 2,60,71
265,3,7:25.0,T. Johnson misses 2-pt jump shot from 20 ft,,60,71
266,3,7:22.0,,Defensive rebound by J. Butler,60,71
267,3,7:15.0,,D. Wade misses 3-pt jump shot from 24 ft,60,71
268,3,7:12.0,Defensive rebound by T. Johnson,,60,71
269,3,7:00.0,R. McGruder misses 2-pt jump shot from 19 ft,,60,71
270,3,7:00.0,,Defensive rebound by J. Butler,60,71
271,3,6:45.0,,R. Lopez misses 2-pt jump shot from 20 ft,60,71
272,3,6:44.0,Defensive rebound by H. Whiteside,,60,71
273,3,6:35.0,Turnover by T. Johnson (lost ball; steal by R. Rondo),,60,71
274,3,6:31.0,,D. Wade makes 2-pt dunk from 1 ft (assist by R. Rondo),60,73
275,3,6:14.0,Personal foul by R. Rondo (drawn by T. Johnson),,60,73
276,3,6:14.0,J. Richardson enters the game for R. McGruder,,60,73
277,3,6:03.0,J. Richardson misses 3-pt jump shot from 25 ft,,60,73
278,3,6:01.0,Offensive rebound by J. McRoberts,,60,73
279,3,6:01.0,J. McRoberts makes 2-pt dunk at rim,,62,73
280,3,5:47.0,,T. Gibson misses 2-pt hook shot from 5 ft,62,73
281,3,5:46.0,,Offensive rebound by R. Lopez,62,73
282,3,5:46.0,,R. Lopez makes 2-pt layup from 1 ft,62,75
283,3,5:33.0,J. Richardson makes 2-pt jump shot from 22 ft (assist by G. Dragić),,64,75
284,3,5:22.0,,T. Gibson misses 2-pt jump shot from 6 ft (block by H. Whiteside),64,75
285,3,5:20.0,,Offensive rebound by J. Butler,64,75
286,3,5:18.0,,T. Gibson makes 2-pt jump shot from 11 ft (assist by R. Rondo),64,77
287,3,4:58.0,J. McRoberts misses 3-pt jump shot from 25 ft,,64,77
288,3,4:57.0,,Defensive rebound by Team,64,77
289,3,4:40.0,,J. Butler misses 2-pt jump shot from 15 ft,64,77
290,3,4:39.0,Defensive rebound by G. Dragić,,64,77
291,3,4:30.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,66,77
292,3,4:29.0,,Chicago full timeout,66,77
293,3,4:29.0,,D. McDermott enters the game for T. Gibson,66,77
294,3,4:29.0,,N. Mirotić enters the game for D. Wade,66,77
295,3,4:13.0,,Turnover by R. Rondo (lost ball),66,77
296,3,3:50.0,G. Dragić misses 3-pt jump shot from 25 ft,,66,77
297,3,3:49.0,Offensive rebound by J. Richardson,,66,77
298,3,3:49.0,J. Richardson makes 2-pt layup from 2 ft,,68,77
299,3,3:24.0,,Turnover by N. Mirotić (bad pass; steal by J. McRoberts),68,77
300,3,3:19.0,T. Johnson misses 2-pt dunk at rim,,68,77
301,3,3:18.0,,Defensive rebound by D. McDermott,68,77
302,3,3:13.0,,Turnover by D. McDermott (step out of bounds),68,77
303,3,2:57.0,J. McRoberts makes 3-pt jump shot from 23 ft (assist by G. Dragić),,71,77
304,3,2:43.0,,Personal foul by H. Whiteside (drawn by J. Butler),71,77
305,3,2:43.0,,J. Butler makes free throw 1 of 2,71,78
306,3,2:43.0,,J. Grant enters the game for R. Rondo,71,78
307,3,2:43.0,,C. Felício enters the game for R. Lopez,71,78
308,3,2:43.0,W. Reed enters the game for H. Whiteside,,71,78
309,3,2:43.0,,J. Butler makes free throw 2 of 2,71,79
310,3,2:26.0,T. Johnson misses 3-pt jump shot from 23 ft,,71,79
311,3,2:24.0,Offensive rebound by W. Reed,,71,79
312,3,2:15.0,T. Johnson makes 2-pt layup from 2 ft,,73,79
313,3,1:57.0,,N. Mirotić misses 3-pt jump shot from 25 ft,73,79
314,3,1:57.0,Defensive rebound by J. McRoberts,,73,79
315,3,1:50.0,J. Richardson misses 3-pt jump shot from 26 ft,,73,79
316,3,1:49.0,,Defensive rebound by J. Grant,73,79
317,3,1:43.0,,Shooting foul by W. Reed (drawn by J. Butler),73,79
318,3,1:43.0,,J. Butler makes free throw 1 of 2,73,80
319,3,1:43.0,D. Williams enters the game for J. McRoberts,,73,80
320,3,1:43.0,,J. Butler makes free throw 2 of 2,73,81
321,3,1:25.0,T. Johnson misses 2-pt jump shot from 5 ft,,73,81
322,3,1:25.0,,Defensive rebound by Team,73,81
323,3,1:25.0,,D. Wade enters the game for J. Butler,73,81
324,3,1:11.0,,D. Wade misses 2-pt jump shot from 12 ft,73,81
325,3,1:10.0,Defensive rebound by D. Williams,,73,81
326,3,0:59.0,D. Williams makes 2-pt layup from 1 ft (assist by J. Richardson),,75,81
327,3,0:47.0,,J. Grant misses 2-pt jump shot from 10 ft,75,81
328,3,0:46.0,Defensive rebound by Team,,75,81
329,3,0:34.0,,Loose ball foul by C. Felício (drawn by T. Johnson),75,81
330,3,0:25.0,G. Dragić misses 2-pt jump shot from 16 ft,,75,81
331,3,0:24.0,,Defensive rebound by D. Wade,75,81
332,3,0:15.0,,D. McDermott makes 2-pt dunk at rim (assist by N. Mirotić),75,83
333,3,0:05.0,Turnover by G. Dragić (traveling),,75,83
334,3,0:00.0,,D. Wade misses 2-pt layup from 1 ft,75,83
335,3,0:00.0,,Offensive rebound by Team,75,83
336,4,11:37.0,,J. Grant misses 2-pt jump shot from 21 ft,75,83
337,4,11:36.0,Defensive rebound by D. Williams,,75,83
338,4,11:30.0,D. Williams misses 2-pt jump shot from 17 ft,,75,83
339,4,11:29.0,,Defensive rebound by C. Felício,75,83
340,4,11:27.0,,Turnover by D. Wade (traveling),75,83
341,4,11:04.0,W. Reed makes 2-pt jump shot from 19 ft (assist by J. Richardson),,77,83
342,4,10:47.0,,N. Mirotić makes 2-pt jump shot from 7 ft,77,85
343,4,10:18.0,T. Johnson makes 2-pt jump shot from 11 ft (assist by J. Richardson),,79,85
344,4,10:05.0,,Shooting foul by W. Ellington (drawn by D. McDermott),79,85
345,4,10:05.0,,D. McDermott makes free throw 1 of 2,79,86
346,4,10:05.0,,D. McDermott makes free throw 2 of 2,79,87
347,4,9:50.0,D. Williams misses 2-pt jump shot from 17 ft,,79,87
348,4,9:49.0,,Defensive rebound by D. Wade,79,87
349,4,9:47.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by D. Wade),79,89
350,4,9:32.0,Shooting foul by C. Felício (drawn by D. Williams),,79,89
351,4,9:32.0,D. Williams makes free throw 1 of 2,,80,89
352,4,9:32.0,D. Williams makes free throw 2 of 2,,81,89
353,4,9:16.0,,D. McDermott misses 2-pt jump shot from 10 ft,81,89
354,4,9:15.0,Defensive rebound by D. Williams,,81,89
355,4,9:07.0,W. Reed makes 2-pt dunk at rim (assist by T. Johnson),,83,89
356,4,8:48.0,,D. Wade makes 2-pt jump shot from 9 ft,83,91
357,4,8:37.0,T. Johnson misses 2-pt layup from 1 ft,,83,91
358,4,8:37.0,,Defensive rebound by Team,83,91
359,4,8:37.0,,Chicago full timeout,83,91
360,4,8:37.0,,J. Butler enters the game for J. Grant,83,91
361,4,8:18.0,,J. Butler misses 2-pt jump shot from 12 ft,83,91
362,4,8:18.0,Defensive rebound by Team,,83,91
363,4,7:59.0,W. Reed makes 2-pt layup from 2 ft,,85,91
364,4,7:41.0,,N. Mirotić misses 3-pt jump shot from 25 ft,85,91
365,4,7:39.0,Defensive rebound by W. Reed,,85,91
366,4,7:22.0,W. Ellington makes 2-pt jump shot from 21 ft (assist by W. Reed),,87,91
367,4,7:01.0,,D. Wade makes 2-pt jump shot from 9 ft,87,93
368,4,6:48.0,J. Richardson makes 2-pt layup from 1 ft,,89,93
369,4,6:34.0,,D. Wade misses 2-pt jump shot from 9 ft,89,93
370,4,6:32.0,Defensive rebound by Team,,89,93
371,4,6:32.0,,R. Lopez enters the game for C. Felício,89,93
372,4,6:32.0,,R. Rondo enters the game for D. McDermott,89,93
373,4,6:23.0,J. Richardson misses 3-pt jump shot from 25 ft,,89,93
374,4,6:22.0,Offensive rebound by W. Reed,,89,93
375,4,6:22.0,Shooting foul by R. Lopez (drawn by W. Reed),,89,93
376,4,6:22.0,W. Reed misses free throw 1 of 2,,89,93
377,4,6:22.0,Offensive rebound by Team,,89,93
378,4,6:22.0,W. Reed misses free throw 2 of 2,,89,93
379,4,6:20.0,,Defensive rebound by R. Rondo,89,93
380,4,6:06.0,,Offensive foul by D. Wade (drawn by T. Johnson),89,93
381,4,6:06.0,,Turnover by D. Wade (offensive foul),89,93
382,4,5:53.0,D. Williams misses 2-pt layup at rim,,89,93
383,4,5:50.0,Offensive rebound by D. Williams,,89,93
384,4,5:46.0,T. Johnson misses 3-pt jump shot from 25 ft,,89,93
385,4,5:45.0,Offensive rebound by W. Reed,,89,93
386,4,5:45.0,W. Reed misses 2-pt layup from 1 ft,,89,93
387,4,5:44.0,,Defensive rebound by R. Lopez,89,93
