,QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
79,1,1:26.0,,J. Clarkson makes 2-pt jump shot from 11 ft,24,21
80,1,1:14.0,R. Neto makes 2-pt layup from 2 ft,,26,21
81,1,0:55.0,,B. Ingram makes 2-pt jump shot from 10 ft,26,23
82,1,0:46.0,Personal foul by B. Ingram (drawn by G. Hayward),,26,23
83,1,0:46.0,R. Hood enters the game for J. Ingles,,26,23
84,1,0:46.0,D. Favors enters the game for R. Gobert,,26,23
85,1,0:46.0,J. Johnson enters the game for G. Hayward,,26,23
86,1,0:33.0,B. Diaw misses 3-pt jump shot from 25 ft,,26,23
87,1,0:32.0,,Defensive rebound by T. Robinson,26,23
88,1,0:24.0,,Shooting foul by D. Favors (drawn by L. Williams),26,23
89,1,0:24.0,,L. Williams makes free throw 1 of 2,26,24
90,1,0:24.0,,L. Williams makes free throw 2 of 2,26,25
91,1,0:02.0,J. Johnson makes 2-pt jump shot from 5 ft,,28,25
92,1,0:01.0,,L. Deng misses 3-pt jump shot from 56 ft,28,25
93,1,0:00.0,,Offensive rebound by Team,28,25
94,2,11:47.0,,L. Williams misses 2-pt layup from 1 ft (block by J. Johnson),28,25
95,2,11:44.0,Defensive rebound by R. Hood,,28,25
96,2,11:41.0,R. Hood misses 2-pt layup from 3 ft (block by L. Deng),,28,25
97,2,11:39.0,,Defensive rebound by B. Ingram,28,25
98,2,11:39.0,,Personal foul by R. Neto (drawn by B. Ingram),28,25
99,2,11:28.0,,T. Robinson makes 2-pt jump shot from 14 ft (assist by J. Clarkson),28,27
100,2,11:20.0,Personal foul by T. Robinson (drawn by D. Favors),,28,27
101,2,11:14.0,R. Neto misses 3-pt jump shot from 25 ft,,28,27
102,2,11:13.0,Offensive rebound by D. Favors,,28,27
103,2,10:51.0,B. Diaw makes 3-pt jump shot from 25 ft (assist by R. Neto),,31,27
104,2,10:31.0,,Turnover by J. Clarkson (bad pass; steal by R. Neto),31,27
105,2,10:28.0,Turnover by J. Johnson (lost ball; steal by T. Robinson),,31,27
106,2,10:22.0,,J. Clarkson misses 3-pt jump shot from 26 ft,31,27
107,2,10:18.0,,Offensive rebound by T. Robinson,31,27
108,2,10:18.0,,T. Robinson makes 2-pt dunk at rim,31,29
109,2,10:09.0,,Offensive charge foul by B. Diaw (drawn by T. Robinson),31,29
110,2,10:09.0,Turnover by B. Diaw (offensive foul),,31,29
111,2,10:09.0,T. Lyles enters the game for B. Diaw,,31,29
112,2,9:59.0,,J. Clarkson misses 2-pt hook shot from 6 ft,31,29
113,2,9:54.0,,Offensive rebound by J. Clarkson,31,29
114,2,9:50.0,,Turnover by Team (back court),31,29
115,2,9:50.0,S. Mack enters the game for R. Neto,,31,29
116,2,9:36.0,Turnover by J. Johnson (traveling),,31,29
117,2,9:25.0,,B. Ingram misses 2-pt jump shot from 13 ft,31,29
118,2,9:22.0,,Offensive rebound by Team,31,29
119,2,9:16.0,,J. Clarkson misses 2-pt layup from 1 ft,31,29
120,2,9:14.0,,Offensive rebound by J. Clarkson,31,29
121,2,9:14.0,,J. Clarkson makes 2-pt layup at rim,31,31
122,2,8:56.0,Turnover by S. Mack (bad pass),,31,31
123,2,8:56.0,Official timeout,,31,31
124,2,8:47.0,,Shooting foul by S. Mack (drawn by L. Williams),31,31
125,2,8:47.0,,L. Williams makes free throw 1 of 2,31,32
126,2,8:47.0,,L. Williams makes free throw 2 of 2,31,33
127,2,8:30.0,J. Johnson misses 3-pt jump shot from 24 ft,,31,33
128,2,8:28.0,,Defensive rebound by L. Deng,31,33
129,2,8:20.0,,Turnover by L. Williams (bad pass),31,33
130,2,8:20.0,,N. Young enters the game for L. Deng,31,33
131,2,8:07.0,J. Johnson misses 2-pt jump shot from 19 ft,,31,33
132,2,8:05.0,Offensive rebound by D. Favors,,31,33
133,2,7:58.0,S. Mack makes 2-pt layup at rim (assist by J. Johnson),,33,33
134,2,7:58.0,Shooting foul by L. Williams (drawn by S. Mack),,33,33
135,2,7:58.0,S. Mack makes free throw 1 of 1,,34,33
136,2,7:35.0,,J. Clarkson makes 2-pt layup from 1 ft,34,35
137,2,7:20.0,S. Mack misses 3-pt jump shot from 25 ft,,34,35
138,2,7:19.0,,Defensive rebound by J. Clarkson,34,35
139,2,6:59.0,,T. Robinson makes 2-pt layup from 1 ft (assist by B. Ingram),34,37
140,2,6:59.0,Utah full timeout,,34,37
141,2,6:59.0,G. Hayward enters the game for D. Favors,,34,37
142,2,6:59.0,R. Gobert enters the game for J. Johnson,,34,37
143,2,6:59.0,,J. Randle enters the game for B. Ingram,34,37
144,2,6:59.0,,T. Mozgov enters the game for T. Robinson,34,37
145,2,6:35.0,Turnover by Team (shot clock),,34,37
146,2,6:21.0,,J. Clarkson makes 2-pt layup from 1 ft,34,39
147,2,6:06.0,G. Hayward makes 2-pt jump shot from 5 ft,,36,39
148,2,5:55.0,,L. Williams misses 2-pt layup from 1 ft,36,39
149,2,5:54.0,Defensive rebound by T. Lyles,,36,39
150,2,5:43.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,38,39
151,2,5:27.0,,L. Williams misses 3-pt jump shot from 26 ft,38,39
152,2,5:26.0,Defensive rebound by T. Lyles,,38,39
153,2,5:13.0,R. Hood misses 3-pt jump shot from 24 ft,,38,39
154,2,5:12.0,Offensive rebound by R. Gobert,,38,39
155,2,5:04.0,Shooting foul by L. Williams (drawn by S. Mack),,38,39
156,2,5:04.0,S. Mack misses free throw 1 of 2,,38,39
157,2,5:04.0,Offensive rebound by Team,,38,39
158,2,5:04.0,S. Mack misses free throw 2 of 2,,38,39
159,2,5:04.0,J. Ingles enters the game for R. Hood,,38,39
160,2,5:04.0,B. Diaw enters the game for T. Lyles,,38,39
161,2,5:04.0,,D. Russell enters the game for L. Williams,38,39
162,2,5:03.0,,Defensive rebound by J. Randle,38,39
163,2,4:47.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Clarkson),38,41
164,2,4:36.0,B. Diaw makes 2-pt layup from 1 ft (assist by S. Mack),,40,41
165,2,4:20.0,,T. Mozgov misses 2-pt layup from 1 ft (block by R. Gobert),40,41
166,2,4:20.0,,B. Ingram enters the game for J. Clarkson,40,41
167,2,4:20.0,R. Neto enters the game for S. Mack,,40,41
168,2,4:18.0,Defensive rebound by R. Gobert,,40,41
169,2,4:09.0,B. Diaw makes 3-pt jump shot from 26 ft (assist by R. Neto),,43,41
170,2,3:45.0,,N. Young misses 3-pt jump shot from 26 ft,43,41
171,2,3:44.0,Defensive rebound by G. Hayward,,43,41
172,2,3:26.0,G. Hayward misses 2-pt jump shot from 21 ft,,43,41
173,2,3:24.0,,Defensive rebound by N. Young,43,41
174,2,3:19.0,,Shooting foul by R. Gobert (drawn by J. Randle),43,41
175,2,3:19.0,,J. Randle makes free throw 1 of 2,43,42
176,2,3:19.0,,J. Randle misses free throw 2 of 2,43,42
177,2,3:17.0,,Offensive rebound by J. Randle,43,42
178,2,3:11.0,,N. Young makes 2-pt jump shot from 17 ft (assist by J. Randle),43,44
179,2,2:54.0,Personal foul by D. Russell (drawn by R. Gobert),,43,44
180,2,2:54.0,,LA Lakers full timeout,43,44
181,2,2:54.0,S. Mack enters the game for R. Neto,,43,44
182,2,2:49.0,Inbound foul by D. Russell,,43,44
183,2,2:49.0,G. Hayward makes free throw 1 of 1,,44,44
184,2,2:43.0,B. Diaw misses 2-pt jump shot from 19 ft,,44,44
185,2,2:41.0,,Defensive rebound by J. Randle,44,44
186,2,2:37.0,,D. Russell misses 3-pt jump shot from 26 ft,44,44
187,2,2:36.0,,Offensive rebound by T. Mozgov,44,44
188,2,2:22.0,,T. Mozgov misses 2-pt jump shot from 19 ft,44,44
189,2,2:20.0,Defensive rebound by R. Gobert,,44,44
190,2,2:09.0,Turnover by B. Diaw (bad pass),,44,44
191,2,2:09.0,R. Hood enters the game for J. Ingles,,44,44
192,2,1:56.0,,N. Young misses 2-pt jump shot from 21 ft,44,44
193,2,1:54.0,Defensive rebound by G. Hayward,,44,44
194,2,1:44.0,G. Hayward makes 3-pt jump shot from 26 ft,,47,44
195,2,1:34.0,,Shooting foul by R. Hood (drawn by T. Mozgov),47,44
196,2,1:34.0,,T. Mozgov makes free throw 1 of 2,47,45
197,2,1:34.0,,T. Mozgov makes free throw 2 of 2,47,46
198,2,1:19.0,R. Hood misses 2-pt jump shot from 21 ft,,47,46
199,2,1:18.0,,Defensive rebound by B. Ingram,47,46
200,2,1:03.0,,T. Mozgov makes 2-pt dunk at rim (assist by J. Randle),47,48
201,2,0:47.0,Turnover by R. Gobert (bad pass; steal by T. Mozgov),,47,48
202,2,0:38.0,,N. Young misses 3-pt jump shot from 25 ft,47,48
203,2,0:37.0,,Offensive rebound by J. Randle,47,48
204,2,0:34.0,,J. Randle makes 2-pt hook shot from 5 ft,47,50
205,2,0:14.0,Shooting foul by B. Ingram (drawn by R. Gobert),,47,50
206,2,0:14.0,R. Gobert makes free throw 1 of 2,,48,50
207,2,0:14.0,R. Gobert misses free throw 2 of 2,,48,50
208,2,0:14.0,,L. Deng enters the game for T. Mozgov,48,50
209,2,0:14.0,J. Ingles enters the game for B. Diaw,,48,50
210,2,0:13.0,,Defensive rebound by J. Randle,48,50
211,2,0:02.0,,D. Russell makes 2-pt jump shot from 6 ft,48,52
212,2,0:01.0,R. Gobert misses 3-pt jump shot from 45 ft,,48,52
213,2,0:00.0,Offensive rebound by Team,,48,52
214,3,11:42.0,,D. Russell misses 2-pt jump shot from 15 ft,48,52
215,3,11:40.0,,Offensive rebound by L. Deng,48,52
216,3,11:36.0,,N. Young misses 3-pt jump shot from 24 ft,48,52
217,3,11:35.0,Defensive rebound by G. Hayward,,48,52
218,3,11:18.0,Turnover by R. Hood (traveling),,48,52
219,3,11:01.0,,L. Deng misses 2-pt hook shot from 8 ft,48,52
220,3,10:59.0,,Offensive rebound by J. Randle,48,52
221,3,10:50.0,,Turnover by D. Russell (lost ball),48,52
222,3,10:37.0,Personal foul by T. Mozgov (drawn by R. Gobert),,48,52
223,3,10:23.0,D. Favors misses 2-pt layup at rim,,48,52
224,3,10:23.0,Offensive rebound by R. Gobert,,48,52
225,3,10:23.0,Turnover by R. Gobert (traveling),,48,52
226,3,10:07.0,,D. Russell misses 2-pt layup from 2 ft,48,52
227,3,10:06.0,Defensive rebound by D. Favors,,48,52
228,3,9:57.0,Turnover by S. Mack (bad pass; steal by N. Young),,48,52
229,3,9:47.0,,Turnover by N. Young (lost ball; steal by R. Gobert),48,52
230,3,9:43.0,Turnover by R. Gobert (bad pass; steal by N. Young),,48,52
231,3,9:40.0,,Turnover by L. Deng (step out of bounds),48,52
232,3,9:23.0,S. Mack makes 2-pt jump shot from 19 ft,,50,52
233,3,9:09.0,,Turnover by J. Randle (offensive foul),50,52
234,3,9:09.0,,Offensive foul by J. Randle (drawn by G. Hayward),50,52
235,3,8:58.0,Turnover by R. Gobert (bad pass),,50,52
236,3,8:46.0,,L. Deng misses 2-pt jump shot from 19 ft,50,52
237,3,8:45.0,Defensive rebound by D. Favors,,50,52
238,3,8:36.0,Turnover by S. Mack (lost ball; steal by T. Mozgov),,50,52
239,3,8:31.0,,Shooting foul by D. Favors (drawn by J. Randle),50,52
240,3,8:31.0,,J. Randle makes free throw 1 of 2,50,53
241,3,8:31.0,J. Ingles enters the game for S. Mack,,50,53
242,3,8:31.0,,J. Randle makes free throw 2 of 2,50,54
243,3,8:16.0,R. Hood misses 2-pt jump shot from 10 ft,,50,54
244,3,8:15.0,Offensive rebound by R. Gobert,,50,54
245,3,8:15.0,Personal foul by J. Randle (drawn by R. Gobert),,50,54
246,3,8:04.0,D. Favors misses 2-pt layup from 1 ft (block by T. Mozgov),,50,54
247,3,8:02.0,Offensive rebound by R. Gobert,,50,54
248,3,8:02.0,Turnover by R. Gobert (offensive goaltending),,50,54
249,3,7:50.0,,N. Young makes 2-pt jump shot from 19 ft (assist by T. Mozgov),50,56
250,3,7:35.0,Shooting foul by N. Young (drawn by G. Hayward),,50,56
251,3,7:35.0,G. Hayward makes free throw 1 of 2,,51,56
252,3,7:35.0,G. Hayward misses free throw 2 of 2,,51,56
253,3,7:33.0,Offensive rebound by G. Hayward,,51,56
254,3,7:29.0,Shooting foul by N. Young (drawn by D. Favors),,51,56
255,3,7:29.0,D. Favors makes free throw 1 of 2,,52,56
256,3,7:29.0,D. Favors makes free throw 2 of 2,,53,56
257,3,7:16.0,,J. Randle makes 2-pt hook shot from 6 ft (assist by L. Deng),53,58
258,3,7:03.0,G. Hayward makes 2-pt dunk at rim (assist by D. Favors),,55,58
259,3,6:55.0,,Personal foul by J. Ingles (drawn by L. Deng),55,58
260,3,6:55.0,R. Neto enters the game for R. Hood,,55,58
261,3,6:52.0,Violation by R. Gobert (kicked ball),,55,58
262,3,6:44.0,,D. Russell misses 2-pt layup from 2 ft (block by R. Gobert),55,58
263,3,6:43.0,Defensive rebound by R. Neto,,55,58
264,3,6:34.0,Personal foul by L. Deng (drawn by G. Hayward),,55,58
265,3,6:34.0,G. Hayward makes free throw 1 of 2,,56,58
266,3,6:34.0,B. Diaw enters the game for D. Favors,,56,58
267,3,6:34.0,G. Hayward makes free throw 2 of 2,,57,58
268,3,6:18.0,,D. Russell misses 2-pt jump shot from 17 ft,57,58
269,3,6:14.0,Defensive rebound by G. Hayward,,57,58
270,3,6:03.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by B. Diaw),,60,58
271,3,6:01.0,,LA Lakers full timeout,60,58
272,3,5:47.0,,Personal foul by R. Gobert (drawn by T. Mozgov),60,58
273,3,5:33.0,,L. Deng misses 2-pt layup from 1 ft,60,58
274,3,5:33.0,,Offensive rebound by Team,60,58
275,3,5:22.0,,B. Ingram enters the game for N. Young,60,58
276,3,5:22.0,,J. Clarkson enters the game for L. Deng,60,58
277,3,5:10.0,,B. Ingram misses 2-pt layup from 3 ft,60,58
278,3,5:10.0,,Offensive rebound by T. Mozgov,60,58
279,3,5:10.0,,T. Mozgov misses 2-pt layup from 1 ft,60,58
280,3,5:10.0,,Offensive rebound by J. Randle,60,58
281,3,5:10.0,,Shooting foul by R. Neto (drawn by J. Randle),60,58
282,3,5:10.0,,J. Randle makes free throw 1 of 2,60,59
283,3,5:10.0,,J. Randle makes free throw 2 of 2,60,60
284,3,4:57.0,G. Hayward makes 2-pt jump shot from 14 ft (assist by R. Neto),,62,60
285,3,4:44.0,,Personal foul by R. Gobert (drawn by T. Mozgov),62,60
286,3,4:44.0,,T. Mozgov misses free throw 1 of 2,62,60
287,3,4:44.0,,Offensive rebound by Team,62,60
288,3,4:44.0,,T. Mozgov makes free throw 2 of 2,62,61
289,3,4:35.0,Shooting foul by T. Mozgov (drawn by G. Hayward),,62,61
290,3,4:35.0,G. Hayward makes free throw 1 of 2,,63,61
291,3,4:35.0,G. Hayward makes free throw 2 of 2,,64,61
292,3,4:22.0,,L. Williams enters the game for D. Russell,64,61
293,3,4:12.0,,L. Williams misses 2-pt jump shot from 3 ft,64,61
294,3,4:09.0,,Offensive rebound by T. Mozgov,64,61
295,3,4:02.0,,J. Randle makes 2-pt layup from 2 ft,64,63
296,3,3:43.0,B. Diaw misses 2-pt jump shot from 17 ft,,64,63
297,3,3:40.0,Offensive rebound by G. Hayward,,64,63
298,3,3:25.0,B. Diaw misses 3-pt jump shot from 26 ft,,64,63
299,3,3:24.0,,Defensive rebound by J. Randle,64,63
300,3,3:12.0,,J. Clarkson misses 2-pt jump shot from 6 ft,64,63
301,3,3:12.0,Defensive rebound by Team,,64,63
302,3,3:12.0,,Loose ball foul by T. Mozgov (drawn by R. Gobert),64,63
303,3,3:12.0,R. Gobert makes free throw 1 of 2,,65,63
304,3,3:12.0,J. Johnson enters the game for G. Hayward,,65,63
305,3,3:12.0,R. Gobert makes free throw 2 of 2,,66,63
306,3,2:59.0,,Turnover by L. Williams (bad pass; steal by J. Ingles),66,63
307,3,2:55.0,J. Ingles makes 2-pt dunk at rim (assist by B. Diaw),,68,63
308,3,2:32.0,,Turnover by B. Ingram (step out of bounds),68,63
309,3,2:32.0,Utah full timeout,,68,63
310,3,2:32.0,D. Favors enters the game for R. Gobert,,68,63
311,3,2:32.0,,T. Robinson enters the game for J. Randle,68,63
312,3,2:32.0,,L. Deng enters the game for T. Mozgov,68,63
313,3,2:21.0,J. Ingles misses 3-pt jump shot from 25 ft,,68,63
314,3,2:20.0,,Defensive rebound by L. Williams,68,63
315,3,2:00.0,,L. Williams makes 3-pt jump shot from 25 ft,68,66
316,3,1:38.0,R. Neto misses 3-pt jump shot from 24 ft,,68,66
317,3,1:36.0,,Defensive rebound by L. Deng,68,66
318,3,1:26.0,,L. Williams makes 2-pt jump shot from 5 ft,68,68
319,3,1:15.0,Shooting foul by T. Robinson (drawn by D. Favors),,68,68
320,3,1:15.0,D. Favors makes free throw 1 of 2,,69,68
321,3,1:15.0,D. Favors makes free throw 2 of 2,,70,68
322,3,1:02.0,,L. Williams makes 2-pt jump shot from 15 ft,70,70
323,3,0:44.0,D. Favors misses 2-pt layup from 2 ft,,70,70
324,3,0:42.0,,Defensive rebound by T. Robinson,70,70
325,3,0:34.0,,T. Robinson makes 2-pt layup from 1 ft (assist by L. Williams),70,72
326,3,0:18.0,R. Neto makes 2-pt layup from 3 ft,,72,72
327,3,0:06.0,,Shooting foul by J. Ingles (drawn by L. Williams),72,72
328,3,0:06.0,,L. Williams makes free throw 1 of 2,72,73
329,3,0:06.0,,L. Williams makes free throw 2 of 2,72,74
330,3,0:02.0,R. Neto misses 2-pt jump shot from 23 ft,,72,74
331,3,0:00.0,Offensive rebound by Team,,72,74
332,4,11:47.0,J. Johnson misses 2-pt jump shot from 8 ft,,72,74
333,4,11:44.0,Offensive rebound by D. Favors,,72,74
334,4,11:44.0,D. Favors makes 2-pt layup from 2 ft,,74,74
335,4,11:27.0,,L. Williams misses 2-pt jump shot from 11 ft,74,74
336,4,11:25.0,Defensive rebound by T. Lyles,,74,74
337,4,11:10.0,Turnover by S. Mack (bad pass; steal by J. Clarkson),,74,74
338,4,11:05.0,,B. Ingram makes 2-pt layup from 1 ft (assist by J. Clarkson),74,76
339,4,10:46.0,Personal foul by B. Ingram (drawn by J. Johnson),,74,76
340,4,10:38.0,J. Johnson makes 2-pt jump shot from 17 ft,,76,76
341,4,10:21.0,,T. Robinson misses 2-pt layup from 1 ft,76,76
342,4,10:20.0,Defensive rebound by T. Lyles,,76,76
343,4,10:10.0,S. Mack makes 2-pt jump shot from 16 ft,,78,76
344,4,9:52.0,,Personal foul by D. Favors,78,76
345,4,9:40.0,,Turnover by B. Ingram (bad pass; steal by D. Favors),78,76
346,4,9:34.0,R. Hood makes 2-pt layup from 1 ft (assist by T. Lyles),,80,76
347,4,9:34.0,,LA Lakers full timeout,80,76
348,4,9:34.0,R. Gobert enters the game for D. Favors,,80,76
349,4,9:23.0,,L. Williams makes 2-pt layup from 1 ft (assist by L. Deng),80,78
350,4,9:05.0,Personal foul by J. Clarkson (drawn by R. Gobert),,80,78
351,4,8:56.0,R. Hood misses 2-pt jump shot from 18 ft,,80,78
352,4,8:55.0,,Defensive rebound by L. Deng,80,78
353,4,8:46.0,,Turnover by T. Robinson (bad pass; steal by J. Johnson),80,78
354,4,8:40.0,J. Johnson makes 2-pt layup at rim (assist by S. Mack),,82,78
355,4,8:20.0,,Personal foul by T. Lyles (drawn by L. Deng),82,78
356,4,8:13.0,,L. Deng misses 2-pt layup from 1 ft,82,78
357,4,8:12.0,Defensive rebound by T. Lyles,,82,78
358,4,8:04.0,J. Johnson makes 2-pt jump shot from 7 ft,,84,78
359,4,7:50.0,,J. Clarkson makes 2-pt jump shot from 6 ft,84,80
360,4,7:33.0,J. Johnson makes 2-pt jump shot from 8 ft (assist by T. Lyles),,86,80
361,4,7:05.0,G. Hayward enters the game for R. Hood,,86,80
362,4,7:01.0,,J. Clarkson makes 2-pt jump shot from 13 ft (assist by L. Williams),86,82
363,4,6:38.0,S. Mack misses 3-pt jump shot from 24 ft,,86,82
364,4,6:37.0,Offensive rebound by G. Hayward,,86,82
365,4,6:23.0,J. Johnson misses 2-pt jump shot from 4 ft (block by J. Clarkson),,86,82
366,4,6:21.0,Offensive rebound by T. Lyles,,86,82
367,4,6:19.0,Shooting foul by J. Clarkson (drawn by R. Gobert),,86,82
368,4,6:19.0,R. Gobert misses free throw 1 of 2,,86,82
369,4,6:19.0,Offensive rebound by Team,,86,82
370,4,6:19.0,,T. Mozgov enters the game for T. Robinson,86,82
371,4,6:19.0,,J. Randle enters the game for L. Deng,86,82
372,4,6:19.0,R. Gobert makes free throw 2 of 2,,87,82
373,4,6:06.0,,Shooting foul by J. Johnson (drawn by B. Ingram),87,82
374,4,6:06.0,,B. Ingram makes free throw 1 of 2,87,83
375,4,6:06.0,,B. Ingram misses free throw 2 of 2,87,83
376,4,6:04.0,Defensive rebound by R. Gobert,,87,83
377,4,5:58.0,Utah full timeout,,87,83
378,4,5:58.0,J. Ingles enters the game for J. Johnson,,87,83
379,4,5:45.0,R. Gobert misses 2-pt hook shot from 4 ft,,87,83
380,4,5:43.0,,Defensive rebound by L. Williams,87,83
381,4,5:37.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by J. Randle),87,86
382,4,5:09.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by J. Ingles),,90,86
383,4,4:42.0,,J. Randle makes 3-pt jump shot from 26 ft,90,89
384,4,4:19.0,G. Hayward misses 2-pt jump shot from 19 ft,,90,89
385,4,4:16.0,,Defensive rebound by J. Clarkson,90,89
386,4,4:12.0,,L. Williams makes 2-pt jump shot from 5 ft,90,91
387,4,4:12.0,Utah full timeout,,90,91
388,4,4:12.0,B. Diaw enters the game for T. Lyles,,90,91
389,4,4:12.0,,D. Russell enters the game for J. Clarkson,90,91
390,4,4:00.0,G. Hayward makes 2-pt dunk at rim,,92,91
391,4,3:48.0,,Shooting foul by B. Diaw (drawn by L. Williams),92,91
392,4,3:48.0,,L. Williams makes free throw 1 of 2,92,92
