,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
0,1,11:44.0,R. Hood makes 2-pt jump shot from 19 ft (assist by R. Gobert),,2,0
1,1,11:27.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),2,3
2,1,11:19.0,Personal foul by C. McCollum (drawn by R. Hood),,2,3
3,1,11:10.0,Offensive foul by R. Gobert (drawn by A. Aminu),,2,3
4,1,11:10.0,Turnover by R. Gobert (offensive foul),,2,3
5,1,10:53.0,,D. Lillard makes 3-pt jump shot from 26 ft,2,6
6,1,10:39.0,Shooting foul by M. Plumlee (drawn by R. Hood),,2,6
7,1,10:39.0,R. Hood makes free throw 1 of 2,,3,6
8,1,10:39.0,R. Hood makes free throw 2 of 2,,4,6
9,1,10:13.0,,C. McCollum makes 2-pt jump shot from 17 ft,4,8
10,1,9:52.0,G. Hill makes 2-pt jump shot from 19 ft (assist by J. Johnson),,6,8
11,1,9:40.0,,C. McCollum misses 2-pt layup at rim (block by R. Hood),6,8
12,1,9:39.0,Defensive rebound by J. Johnson,,6,8
13,1,9:19.0,G. Hill makes 3-pt jump shot from 25 ft (assist by J. Johnson),,9,8
14,1,8:51.0,,M. Plumlee misses 2-pt jump shot from 14 ft,9,8
15,1,8:50.0,Defensive rebound by R. Gobert,,9,8
16,1,8:41.0,Shooting foul by D. Lillard (drawn by G. Hill),,9,8
17,1,8:41.0,G. Hill makes free throw 1 of 2,,10,8
18,1,8:41.0,G. Hill makes free throw 2 of 2,,11,8
19,1,8:26.0,,D. Lillard misses 2-pt jump shot from 10 ft,11,8
20,1,8:25.0,Defensive rebound by R. Gobert,,11,8
21,1,8:12.0,Shooting foul by M. Plumlee (drawn by R. Gobert),,11,8
22,1,8:12.0,R. Gobert makes free throw 1 of 2,,12,8
23,1,8:12.0,R. Gobert makes free throw 2 of 2,,13,8
24,1,7:53.0,,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),13,10
25,1,7:32.0,J. Johnson makes 2-pt jump shot from 17 ft (assist by R. Gobert),,15,10
26,1,7:20.0,,Turnover by M. Harkless (step out of bounds),15,10
27,1,7:01.0,G. Hill makes 2-pt jump shot from 15 ft,,17,10
28,1,6:48.0,Violation by R. Gobert (kicked ball),,17,10
29,1,6:48.0,J. Ingles enters the game for J. Johnson,,17,10
30,1,6:48.0,T. Lyles enters the game for B. Diaw,,17,10
31,1,6:44.0,,C. McCollum makes 3-pt jump shot from 29 ft (assist by M. Harkless),17,13
32,1,6:19.0,T. Lyles misses 2-pt jump shot from 19 ft,,17,13
33,1,6:18.0,,Defensive rebound by M. Harkless,17,13
34,1,6:08.0,,Shooting foul by J. Ingles (drawn by D. Lillard),17,13
35,1,6:08.0,,D. Lillard makes free throw 1 of 2,17,14
36,1,6:08.0,,D. Lillard makes free throw 2 of 2,17,15
37,1,5:54.0,T. Lyles misses 2-pt jump shot from 19 ft,,17,15
38,1,5:53.0,,Defensive rebound by D. Lillard,17,15
39,1,5:50.0,,Personal foul by R. Hood (drawn by D. Lillard),17,15
40,1,5:50.0,,Portland full timeout,17,15
41,1,5:50.0,,E. Turner enters the game for M. Harkless,17,15
42,1,5:50.0,,A. Crabbe enters the game for C. McCollum,17,15
43,1,5:34.0,,M. Plumlee misses 2-pt layup from 2 ft,17,15
44,1,5:34.0,Defensive rebound by T. Lyles,,17,15
45,1,5:20.0,Turnover by T. Lyles (traveling),,17,15
46,1,5:07.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),17,18
47,1,4:48.0,G. Hill misses 2-pt jump shot from 14 ft,,17,18
48,1,4:47.0,,Defensive rebound by E. Turner,17,18
49,1,4:35.0,Violation by R. Gobert (kicked ball),,17,18
50,1,4:35.0,,E. Davis enters the game for M. Plumlee,17,18
51,1,4:35.0,S. Mack enters the game for R. Hood,,17,18
