,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
388,4,8:18.0,,K. Séraphin enters the game for A. Jefferson,111,78
389,4,8:18.0,,J. Young enters the game for A. Brooks,111,78
390,4,8:18.0,J. McAdoo enters the game for K. Looney,,111,78
391,4,8:04.0,,Turnover by G. Robinson (lost ball; steal by D. West),111,78
392,4,7:46.0,Turnover by D. West (bad pass; steal by G. Robinson),,111,78
393,4,7:39.0,,G. Robinson misses 2-pt layup from 2 ft,111,78
394,4,7:38.0,Defensive rebound by I. Clark,,111,78
395,4,7:31.0,P. McCaw misses 3-pt jump shot from 27 ft,,111,78
396,4,7:30.0,Offensive rebound by J. McAdoo,,111,78
397,4,7:30.0,J. McAdoo misses 2-pt layup from 1 ft,,111,78
398,4,7:29.0,Offensive rebound by S. Livingston,,111,78
399,4,7:28.0,D. West makes 2-pt dunk at rim (assist by S. Livingston),,113,78
400,4,7:28.0,Shooting foul by L. Allen (drawn by D. West),,113,78
401,4,7:28.0,D. West makes free throw 1 of 1,,114,78
402,4,7:06.0,,G. Robinson misses 3-pt jump shot from 23 ft,114,78
403,4,7:05.0,,Offensive rebound by K. Séraphin,114,78
404,4,6:57.0,,G. Niang enters the game for L. Allen,114,78
405,4,6:54.0,,K. Séraphin makes 2-pt dunk at rim (assist by R. Stuckey),114,80
406,4,6:34.0,I. Clark misses 2-pt jump shot from 19 ft,,114,80
407,4,6:33.0,,Defensive rebound by J. Young,114,80
408,4,6:15.0,,Indiana full timeout,114,80
409,4,6:15.0,,A. Brooks enters the game for R. Stuckey,114,80
410,4,6:15.0,K. Looney enters the game for I. Clark,,114,80
411,4,6:10.0,,G. Robinson misses 2-pt jump shot from 8 ft,114,80
412,4,6:09.0,,Offensive rebound by K. Séraphin,114,80
413,4,6:09.0,,K. Séraphin misses 2-pt layup from 1 ft,114,80
414,4,6:08.0,Defensive rebound by D. West,,114,80
415,4,5:55.0,J. McAdoo misses 2-pt jump shot from 10 ft,,114,80
416,4,5:55.0,,Defensive rebound by G. Niang,114,80
417,4,5:44.0,,G. Niang misses 2-pt jump shot from 16 ft,114,80
418,4,5:43.0,Defensive rebound by K. Looney,,114,80
419,4,5:43.0,,R. Christmas enters the game for G. Robinson,114,80
420,4,5:30.0,Turnover by D. West (bad pass),,114,80
421,4,5:20.0,,J. Young misses 2-pt layup from 2 ft (block by K. Looney),114,80
422,4,5:17.0,,Offensive rebound by K. Séraphin,114,80
423,4,5:11.0,,G. Niang misses 3-pt jump shot from 26 ft,114,80
424,4,5:10.0,,Offensive rebound by R. Christmas,114,80
425,4,5:10.0,,R. Christmas makes 2-pt layup from 1 ft,114,82
426,4,5:10.0,,Shooting foul by K. Looney (drawn by R. Christmas),114,82
427,4,5:10.0,I. Clark enters the game for D. West,,114,82
428,4,5:10.0,,R. Christmas makes free throw 1 of 1,114,83
429,4,5:03.0,Turnover by S. Livingston (traveling),,114,83
430,4,4:51.0,,J. Young misses 2-pt jump shot from 21 ft,114,83
431,4,4:50.0,Defensive rebound by I. Clark,,114,83
432,4,4:43.0,I. Clark makes 3-pt jump shot from 25 ft,,117,83
433,4,4:34.0,,G. Niang misses 3-pt jump shot from 27 ft,117,83
434,4,4:32.0,,Offensive rebound by J. Young,117,83
435,4,4:28.0,,K. Séraphin misses 2-pt jump shot from 19 ft,117,83
436,4,4:28.0,Defensive rebound by K. Looney,,117,83
437,4,4:21.0,I. Clark misses 3-pt jump shot from 26 ft,,117,83
438,4,4:20.0,,Defensive rebound by J. Young,117,83
439,4,4:11.0,,G. Niang misses 2-pt layup from 3 ft (block by K. Looney),117,83
440,4,4:10.0,Defensive rebound by K. Looney,,117,83
441,4,4:03.0,I. Clark misses 2-pt layup from 3 ft,,117,83
442,4,4:02.0,Offensive rebound by K. Looney,,117,83
443,4,4:02.0,K. Looney misses 2-pt layup at rim,,117,83
444,4,4:02.0,,Defensive rebound by J. Young,117,83
445,4,3:57.0,,J. Young misses 2-pt jump shot from 13 ft,117,83
446,4,3:56.0,Defensive rebound by S. Livingston,,117,83
447,4,3:52.0,Golden State full timeout,,117,83
448,4,3:52.0,J. McGee enters the game for S. Livingston,,117,83
449,4,3:40.0,J. McAdoo misses 2-pt jump shot from 16 ft,,117,83
450,4,3:40.0,,Defensive rebound by K. Séraphin,117,83
451,4,3:22.0,,R. Christmas misses 2-pt jump shot from 15 ft,117,83
452,4,3:21.0,Defensive rebound by J. McGee,,117,83
453,4,3:05.0,P. McCaw makes 2-pt jump shot from 5 ft,,119,83
454,4,3:05.0,Violation by Team (jump ball),,119,83
455,4,2:50.0,,R. Christmas misses 2-pt hook shot from 9 ft,119,83
456,4,2:49.0,Defensive rebound by K. Looney,,119,83
457,4,2:29.0,P. McCaw misses 3-pt jump shot from 23 ft,,119,83
458,4,2:28.0,,Defensive rebound by R. Christmas,119,83
459,4,2:13.0,,A. Brooks misses 3-pt jump shot from 25 ft,119,83
460,4,2:12.0,Defensive rebound by K. Looney,,119,83
461,4,1:50.0,J. McAdoo misses 2-pt jump shot from 20 ft,,119,83
462,4,1:49.0,,Defensive rebound by K. Séraphin,119,83
463,4,1:43.0,,J. Young misses 2-pt jump shot from 16 ft,119,83
464,4,1:41.0,Defensive rebound by I. Clark,,119,83
465,4,1:29.0,P. McCaw misses 2-pt layup from 2 ft (block by R. Christmas),,119,83
466,4,1:29.0,Offensive rebound by Team,,119,83
467,4,1:26.0,P. McCaw misses 3-pt jump shot from 28 ft,,119,83
468,4,1:25.0,,Defensive rebound by K. Séraphin,119,83
469,4,1:14.0,,G. Niang misses 2-pt layup from 1 ft (block by J. McGee),119,83
470,4,1:14.0,,Offensive rebound by Team,119,83
471,4,1:09.0,,Personal foul by P. McCaw (drawn by J. Young),119,83
472,4,0:59.0,,J. Young misses 3-pt jump shot from 26 ft,119,83
473,4,0:58.0,Defensive rebound by I. Clark,,119,83
474,4,0:47.0,Shooting foul by K. Séraphin (drawn by K. Looney),,119,83
475,4,0:47.0,K. Looney misses free throw 1 of 2,,119,83
476,4,0:47.0,Offensive rebound by Team,,119,83
477,4,0:47.0,K. Looney makes free throw 2 of 2,,120,83
478,4,0:31.0,,G. Niang misses 2-pt jump shot from 8 ft (block by J. McGee),120,83
479,4,0:31.0,,Offensive rebound by Team,120,83
480,4,0:23.0,,A. Brooks misses 2-pt layup from 3 ft,120,83
481,4,0:23.0,,Offensive rebound by Team,120,83
482,4,0:23.0,,Turnover by Team (shot clock),120,83
